"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","imagecode","dayIdentified","infraspecificEpithet","class","order","fieldNumber","individualCount"
"55","2020-08-20 20:37:56-03","UFSC","FLOR","16693","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Falkenberg, D.B.; Reis, A.","3874","1986","11","14",NA,"Brasil",NA,NA,"epífito sobre tronco, flor tépalas marrons com manchas amarelas nas bordas, labelo totalmente amarelo","FLOR0016693","Lodd.","Reis, A.","1986",NA,"Santa Catarina","Blumenau","Fazenda Faxinal (Florestal R. H. Ltda.), próximo do Rio Garcia (via Lageado Alto, Guabiruba).",NA,NA,"-49.0661010742188","-26.9193992614746","34291","auto",NA,"400","400",NA,NA,NA,NA,"Asparagales",NA,NA
"56","2021-03-04 15:42:06-03","IF","SPSF","03866","PreservedSpecimen","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","R.A. Guimarães","44","1902","08","30","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,"MG","Ouro Preto",NA,NA,NA,"-43.5080986022949","-20.2875003814697","44599","auto","Magnoliophyta",NA,NA,NA,NA,NA,"Liliopsida","Orchidales",NA,NA
"57","2014-10-09 13:58:29-03","UHH","HBG","506784","S","Plantae","Orchidaceae","Oncidium","cf. crispum","Oncidium cf. crispum","Sello, F.",NA,NA,NA,NA,"South America","Brazil",NA,NA,"Reliquiae d. Sello<br>Orchideae quas accepi non determinatae ex herbario Olfers. Lectae in Brasilia<br>ex Herb. P. Magnus NEOTROP","HBG506784","Lindl.","Christenson, E.A.","1993","05",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HBG506784",NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","brunnipetalum","Oncidium brunnipetalum","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Floret Novembri",NA,"Barb.Rodr.",NA,NA,NA,"Paraná",NA,"Habitat in arboribus ad Serra da Prata prov. Parana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","brunnipetalum","Oncidium brunnipetalum","Barbosa Rodrigues, J","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Floret Novembri",NA,"Barb.Rodr.",NA,NA,NA,"Paraná",NA,"Habitat in arboribus ad Serra da Prata prov. Parana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Incógnit","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"secundum Godefr.-Leb. (L'Orchidoph. 1886. p. 136)",NA,"Lodd.",NA,NA,NA,"Minas Gerais",NA,"in sylvis prov. Minas Geraes altit. 900 ad 1200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0067",NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Blunt ?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"Lodd.",NA,NA,NA,"Rio de Janeiro",NA,"Habitat in arboribus ad Serra dos Orgãos prope Novo-Friburgo prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0067",NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Blunt ?","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,"Lodd.",NA,NA,NA,"Rio de Janeiro",NA,"Habitat in arboribus ad Serra dos Orgãos prope Novo-Friburgo prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0067",NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Incógnit","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"secundum Godefr.-Leb. (L'Orchidoph. 1886. p. 136)",NA,"Lodd.",NA,NA,NA,"Minas Gerais",NA,"in sylvis prov. Minas Geraes altit. 900 ad 1200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0067",NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:12:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Raben, FC","848",NA,NA,NA,"Southern America","Brazil",NA,NA,"Floret Maio - Junio",NA,"Lodd.",NA,NA,NA,NA,NA,"in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0067",NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:52:19-03","UFRGS","ICN","048828","S","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Waechter, JL","1815","1980","12","19","América do Sul","Brasil",NA,NA,"Epífito com flores pardas com amarelo, suavemente aromáticas. Coletada com botões, floresceu em janeiro de 1981.; Interior de mata pluvial","ICN00040626","Lodd.","Waechter, JL","1981",NA,"RS","Torres","Lageadinho",NA,NA,"-49.7268981933594","-29.3353004455566","20837","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:52:19-03","UFRGS","ICN","040445","S","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Waechter, JL","714","1977",NA,NA,"América do Sul","Brasil",NA,NA,"Sépalas e pétalas pardas, labelo amarelo na base e pardo no ápice, colunaamarela com aurículas pardas.","ICN00040625","Lodd.","Waechter, JL","1978",NA,"RS","Torres","Três Cachoeiras",NA,NA,"-49.7268981933594","-29.3353004455566","20837","auto","Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:13:37-03","IBt","SP","27321","S","Plantae","Orchidaceae","Oncidium","crispum","Oncidium crispum","Edwall, G","CGG2929","1895","02",NA,NA,"Brasil",NA,NA,NA,"SP029861","Lodd.",NA,NA,NA,"São Paulo","São Paulo","Em cultivo da Comissão",NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,"SP029861",NA,NA,NA,NA,NA,NA
