"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","year","month","day","imagecode","typeStatus","continentOcean","order","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount"
"14","2020-12-11 11:39:58-03","UFMG","BHCB","33747","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi",NA,"1997","10",NA,"Tameirão Neto, E","2271","Brasil","Minas Gerais","Jaíba","Distrito de Irrigação do Jaíba - Reseva Legal","-43.6744003295898","-15.3382997512817",NA,NA,"47016","Escandente; Carrasco","BHCB008750","auto","Dicotyledon","1996","12","18",NA,NA,"Southern America",NA,NA,NA,NA,NA
"15","2020-12-11 11:39:58-03","UFMG","BHCB","21662","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi",NA,"1995","08","17","Pequeno, PHA; et al.","s.n.","Brasil","Minas Gerais","Manga","Gleba A, DIJ","-43.932201385498","-14.7558002471924",NA,NA,"51351","Trepadeira. Corola branca; Caatinga","BHCB008748","auto","Dicotyledon","1990","02","13",NA,NA,"Southern America",NA,NA,NA,NA,NA
"16","2020-12-11 11:39:58-03","UFMG","BHCB","181191","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi",NA,NA,NA,NA,"Hatschbach, G; Cervi, AC; Silva, JM","58159","Brasil","Minas Gerais","Leopoldina","Rio Pombas., Rodovia BR-101, 4-5 km de Rio Pombas","-42.6431007385254","-21.5319004058838",NA,NA,"26325","EScandente, flor esverdeada, parte inferior flor alvacenta; Floresce no alto de árvores da mata","BHCB035344","auto","Dicotyledon","1992","10","18","BHCB035344","Isotypus","Southern America",NA,NA,NA,NA,NA
"17","2021-02-11 17:21:07-03","UFPR","UPCB","31873","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","A.C.Cervi","Cervi, A.C.","1997","10","28","Tameirão Neto, E.","2271","Brasil","Minas Gerais","Jaíba",NA,"-43.6744003295898","-15.3382997512817",NA,NA,"47016","Escandente, carrasco. Distrito de Irrigação do Jaíba - Reserva Legal. Nome vulgar: maracujá de veado..",NA,"auto",NA,"1996","12","18",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:21:07-03","UFPR","UPCB","30471","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","A.C.Cervi","Cervi, A.C.","1997","01","01","Araújo Filho, O.G.",NA,"Brasil","Minas Gerais","Jaíba","Distrito de Mocambinho","-43.6744003295898","-15.3382997512817",NA,NA,"47016","Trepadeira, sépalas verdes externamente e brancas internamente, pétalas brancas como os estaminóides. Aceiro sobre entulho no canal secundário C3..",NA,"auto",NA,"1997","10","16",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:21:07-03","UFPR","UPCB","24881","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","A.C.Cervi","Cervi, A.C.","1995","08",NA,"Pequeno, P.H.A.",NA,"Brasil","Minas Gerais","Manga","Gleba A, DIJ","-43.932201385498","-14.7558002471924",NA,NA,"51351","Trepadeira, corola branca. Caatinga..",NA,"auto",NA,"1990","02","13",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:21:07-03","UFPR","UPCB","24880","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","A.C.Cervi","Cervi, A.C.","1995","08",NA,"Pequeno, P.H.A.",NA,"Brasil","Minas Gerais","Manga","Reserva Florestal, DIJ","-43.932201385498","-14.7558002471924",NA,NA,"51351","Trepadeira, corola branca. Caatinga..",NA,"auto",NA,"1991","03","02",NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-10-09 16:31:59-03","UFLA","ESAL","23483","S","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi",NA,NA,NA,NA,"Hatschbach, G; Cervi, AC; Silva, JM","58159","Brasil","Minas Gerais","Leopoldina","Rio Pombas, Rod. BR-101, 4-5km S","-42.6431007385254","-21.5319004058838",NA,NA,"26325","Doação Museu B; Escandente, flor esverdeada, parte interior flor alvacenta. Floresce no alto de árvores da mata",NA,"auto",NA,"1992","10","18",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-02 16:35:35-03","Cenargen","CEN","92962","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","N. T. V. Junqueira","2015","08",NA,"Nilton Tadeu Vilela Junqueira","19","Brasil","DF","BRASILIA","Planaltina - DF. BAG Flor da Paixão.","-47.585555","-15.748611","-47.585555","-15.748611",NA,"Acesso 90, em 01/01/1999. Rio de Janeiro. Doação CPAC. CPAC MJ - 50 - 01","CEN00092962",NA,NA,"2015","08","17","CEN00092962",NA,NA,NA,"1007","1007","Exsicatas","1"
"23","2021-03-23 11:51:26-03","USP","SPF","170000","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","Cervi, AC",NA,NA,NA,"Hatschbach, G; Cervi, AC; Silva, JM","58159","Brasil","Minas Gerais","Leopoldina","Rod. BR-101, 4-5 Km S de Rio Pombas.","-42.6431007385254","-21.5319004058838",NA,NA,"26325","Escandente. Flor esverdeada, parte interior da flor alvacenta. Floresce no alto de árvores da mata.","SPF00170000","auto",NA,"1992","10","18","SPF00170000","isotype",NA,NA,NA,NA,NA,NA
"24","2020-04-07 16:32:30-03","IAC","IAC","45843","S","Plantae","Passifloraceae-3.Passifloroideae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","L.C. Bernacci","2005","03","18","L.C. Bernacci","3936","Brasil","São Paulo","Nova Odessa","transplantada para o Instituto Plantarum","-47.2958","-22.7775","-47.2958","-22.7775",NA,"Procedente de Leopoldina-MG e em cultivo no Instituto Plantarum (Nova Odessa - SP), Parcela 5.03",NA,NA,NA,"2005","03","18",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-04-07 16:32:30-03","IAC","IAC","46743","S","Plantae","Passifloraceae-3.Passifloroideae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","L.C. Bernacci","2005","10","03","L.C. Bernacci","4051","Brasil","São Paulo","Nova Odessa","cultivada, a partir de estaca, no Instituto Plantarum (Nova Odessa, SP)","-47.2958","-22.7775","-47.2958","-22.7775",NA,"Parcela 5.03",NA,NA,NA,"2005","10","03",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-04-07 16:32:30-03","IAC","IAC","46753","S","Plantae","Passifloraceae-3.Passifloroideae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","L.C. Bernacci","2005","11","22","L.C. Bernacci","4061","Brasil","São Paulo","Nova Odessa","cultivada, a partir de estaca, no Instituto Plantarum (Nova Odessa, SP)","-47.2958","-22.7775","-47.2958","-22.7775",NA,"Parcela 5.03",NA,NA,NA,"2005","11","22",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-04-07 16:32:30-03","IAC","IAC","47541","S","Plantae","Passifloraceae-3.Passifloroideae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","L.C. Bernacci","2006","08","30","L.C. Bernacci","4296","Brasil","São Paulo","Nova Odessa","transplantada para o Instituto Plantarum","-47.2958","-22.7775","-47.2958","-22.7775",NA,"Procedente de Leopoldina-MG e em cultivo no Instituto Plantarum (Nova Odessa - SP), Parcela 5.03",NA,NA,NA,"2006","08","30",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-04-07 16:32:30-03","IAC","IAC","49428","S","Plantae","Passifloraceae-3.Passifloroideae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","L.C. Bernacci","2007","08","30","L.C. Bernacci","4416","Brasil","São Paulo","Nova Odessa","trasplantada, a partir de estaquia, no Instituto Plantarum (Nova Odessa, SP)","-47.2958","-22.7775","-47.2958","-22.7775",NA,"Procedente de Leopoldina-MG e em cultivo no Instituto Plantarum (Nova Odessa - SP), Parcela 5.03",NA,NA,NA,"2007","08","30",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-04-07 16:32:30-03","IAC","IAC","49429","S","Plantae","Passifloraceae-3.Passifloroideae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","L.C. Bernacci","2007","03","30","L.C. Bernacci","4409","Brasil","São Paulo","Nova Odessa","cultivada, a partir de estaca, no Instituto Plantarum (Nova Odessa, SP)","-47.2958","-22.7775","-47.2958","-22.7775",NA,"Procedente de Leopoldina-MG. Parcela 5.03",NA,NA,NA,"2007","03","30",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-04-07 16:32:30-03","IAC","IAC","52786","S","Plantae","Passifloraceae-3.Passifloroideae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","L.C. Bernacci","2007","11","30","L.C. Bernacci","4663","Brasil","São Paulo","Nova Odessa","cultivada, a partir de estaca, no Instituto Plantarum (Nova Odessa, SP)","-47.2958","-22.7775","-47.2958","-22.7775",NA,"Parcela 5.03. Em cultivo (coleção), procedente de Leopoldina (MG)",NA,NA,NA,"2007","11","30",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-09 10:46:13-03","UFSJ","HUFSJ","8283","S","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","Cervi, AC",NA,NA,NA,"Hatschbach, G; Cervi, AC; Silva, JM","58159","Brasil","Minas Gerais","Leopoldina","Rodovia BR-101, 4-5 Km ao sul de Rio Pomba.","-42.6431007385254","-21.5319004058838",NA,NA,"26325","Escandente, flor esverdeada, parte inferior flor alvacenta. Floresce no alto de árvores da mata.","HUFSJ008283","auto",NA,"1992","10","18","HUFSJ008283","isotype",NA,NA,NA,NA,NA,NA
"32","2020-11-12 17:01:17-03","UEL","FUEL","47271","PreservedSpecimen","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","Cervi, AC",NA,NA,NA,"Hatschbach, G; Cervi, AC; Silva, JM","58159","Brasil","Minas Gerais","Leopoldina","Rod. BR-101, 4-5Km S de Rio Pombas","-42.6431007385254","-21.5319004058838",NA,NA,"26325",NA,"FUEL047271","auto","Tracheophyta","1992","10","18",NA,"isotype",NA,"Malpighiales",NA,NA,NA,NA
"33","2019-05-06 12:01:27-03","UFU","HUFU","71852","S","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","Cervi, A.C.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C. & Silva, J.M.","52159","Brasil","Minas Gerais","Leopoldina","Rodovia BR - 101, 4,5 Km S de Rio Pombas","-42.6431007385254","-21.5319004058838",NA,NA,"26325","Escandente; flor esverdeada, parte interior flor alvacenta.; Floresce no alto de árvores da mata","HUFU00070274","auto",NA,"1992","10","18",NA,"Isotype",NA,NA,NA,NA,NA,NA
"34","2014-09-23 10:59:04-03","G","G","G00441071","S","Plantae","Passifloraceae","Passiflora","hatschbachii","Passiflora hatschbachii","Cervi","Chautems, A.","2003","01","01","Hatschbach, G. G., A. C. Cervi & J. M. Silva","58159","Brazil","Minas Gerais",NA,NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00441071",NA,NA,"1992","10","18",NA,"ISOTYPUS of Passiflora hatschbachii Cervi","AMERIQUE DU SUD",NA,NA,NA,NA,NA
