"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","fieldNumber","class","individualCount","relatedCatalogItem","previousCatalogNumber","sex","typeStatus"
"100","2017-09-11 17:12:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Ornithocephalus","pygmaeus","Ornithocephalus pygmaeus","Rchb.f. & Warm.",NA,NA,NA,NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Habitat in sylvis supra arbores ad Lagoa Santa prov. Minas Geraes","Floret Januario - Februario",NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-02-08 12:52:19-03","UFRGS","ICN","033219","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Waechter, JL","1978","06","26","Waechter, JL","1976","10","02","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040787",NA,NA,"Epífita com flores brancas. Planta cultivada, floresceu em fevereiro de 1977.; Floresta pluvial tropical",NA,NA,"20837","auto","Monocotyledon",NA,"455","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-02-08 12:52:19-03","UFRGS","ICN","014917","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Dutra, J",NA,NA,NA,"Dutra, J","1927","02",NA,"Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040781",NA,NA,"Flores albas.",NA,NA,"20837","auto","Monocotyledon",NA,"917","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-02-08 12:52:19-03","UFRGS","ICN","027991","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","LIndeman, J",NA,NA,NA,"Irgang, B; Girardi, A; et al.","1972","07","13","Brasil","RS",NA,NA,NA,NA,NA,"ICN00040786",NA,"Parque de Torres","Mato úmido central",NA,NA,NA,NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:52:19-03","UFRGS","ICN","187498","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Hagelund, K","1984","02","10","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040788",NA,NA,"Mata úmida",NA,NA,"20837","auto","Monocotyledon",NA,"14885","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:52:19-03","UFRGS","ICN","040913","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Waechter, JL",NA,NA,NA,"Waechter, JL","1978","02","07","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040782",NA,"Faxinal","Epifítica de 1-2 m de altura com flores brancas.; Interior de floresta",NA,NA,"20837","auto","Monocotyledon",NA,"749","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:52:19-03","UFRGS","ICN","044112","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Waechter, JL",NA,NA,NA,"Waechter, JL","1979","02","21","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040784",NA,"Limoeiro","Epífito com sépalas brancas, pétalas brancas com veias verdes, labelo branco com calosidades alaranjadas e veias verdes.; Mata pluvial",NA,NA,"20837","auto","Monocotyledon",NA,"1190","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-02-08 12:52:19-03","UFRGS","ICN","035301","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Waechter, JL","1978","06","26","Fleig, M","1977","10","22","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"ICN00040783",NA,"Três Cachoeiras","Epífita com flores amareladas e labelo com estrias verdes.",NA,NA,"20837","auto","Monocotyledon",NA,"s.n.","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-02-08 12:52:19-03","UFRGS","ICN","187477","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Waechter, JL","1989",NA,NA,"Hagelund, K","1984","02","02","Brasil","SC","São João do Sul","-49.810001373291","-29.2233009338379",NA,NA,"ICN00040789",NA,NA,NA,NA,NA,"13742","auto","Monocotyledon",NA,"14901","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:52:19-03","UFRGS","ICN","063701","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Waechter, JL","1984","12","14","Hagelund, K","1984","02","02","Brasil","SC","São João do Sul","-49.810001373291","-29.2233009338379",NA,NA,"ICN00040785",NA,NA,NA,NA,NA,"13742","auto","Monocotyledon",NA,"14901","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:13:40-03","IBt","SP","45428","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Brito, AT","1994","08",NA,"Silva, JF","1941","04","15","Desconhecido",NA,NA,NA,NA,NA,NA,NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:13:40-03","IBt","SP","9550","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Brito, AT","1994","08",NA,"Hoehne, FC","1924","02","10","Brasil","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"Floresta",NA,NA,NA,"33136","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:13:40-03","IBt","SP","5057","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Brito, AT","1994","08",NA,"Hoehne, FC","1921","01","21","Brasil","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,NA,NA,NA,"Floresta",NA,NA,NA,"33136","auto",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:13:40-03","IBt","SP","29471","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Toscano, LB","1994","08",NA,"Campos Novaes, J","1894",NA,NA,"Brasil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"SP009637","SP009637",NA,"Herb. epifita, nana, fl. alba, virid, str.",NA,NA,"23900","auto",NA,NA,"CGG2868",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2010-08-16 16:34:51-03","AMES","HU-HERB","AMES 00102718","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","reitzii","Ornithocephalus reitzii","Pabst",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Sheet",NA,NA,NA,NA,NA,"undetermined",NA
"115","2010-08-16 16:38:32-03","AMES","HU-HERB","AMES 00061175","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","reitzii","Ornithocephalus reitzii","Pabst",NA,NA,NA,NA,"R. Reitz","1952","2","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"Passo do Sertao",NA,NA,NA,NA,NA,NA,NA,"5624","South America","Sheet","5624",NA,NA,NA,NA,"undetermined","Isotype"
"116","2010-08-16 16:38:32-03","AMES","HU-HERB","AMES 00271983","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","reitzii","Ornithocephalus reitzii","Pabst",NA,NA,NA,NA,"R. Reitz","1952","2","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"Passo de Sertao, Araranguá",NA,NA,NA,NA,NA,NA,NA,"4.419","South America","Sheet","4.419",NA,NA,NA,NA,"undetermined","Isotype"
"117","2010-08-16 16:38:32-03","AMES","HU-HERB","AMES 00271984","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","reitzii","Ornithocephalus reitzii","Pabst",NA,NA,NA,NA,"R. Reitz","1952","2","26","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"Passo de Sertao, Araranguá",NA,NA,NA,NA,NA,NA,NA,"4.419","South America","Sheet","4.419",NA,NA,NA,NA,"undetermined","Isotype"
