"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","phylum","order","recordNumber","continentOcean","preparationType","fieldNumber","class","individualCount","relatedCatalogItem","previousCatalogNumber","sex","typeStatus"
"11","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","6649","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Amaral Jr., A.","1972","10","06","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU006649",NA,"Sítio do Sr. Antônio de Lala, próximo mais ou menos 1km do distrito de Rubião Júnior",NA,NA,NA,NA,NA,NA,NA,"1159",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:22-03","UNESP-IBB","BOTU","6651","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Amaral Jr., A.","1973","02","23","Amaral Jr., A.","1973","01","05","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999","BOTU006651",NA,"Fazenda São Roque, córrego Indaia, a mais ou menos 11km de Botucatu",NA,NA,NA,NA,NA,NA,NA,"1369",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:41:13-03","MN","R","102913","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Toscano, A.B.","1994","08",NA,"Smith, L.B.; Reitz, R.","1952","02","26","Brasil","Santa Catarina","Araranguá","-49.8","-29.216667","49°48'W","29°13'S",NA,NA,NA,NA,"10","10",NA,NA,NA,NA,"5853",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:41:13-03","MN","R","35813","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Toscano, A.B.","1994","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-07-05 11:14:20-03","FFCLRP","LBMBP","384","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","E.R. Pansarin",NA,NA,NA,"L.M. Pansarin",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:00:57-03","UNICAMP","UEC","139765","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Breier, TB; Breier, J","2003","02","11","Brazil","São Paulo","Gália","-49.5","-22.25","-49.5","-22.25","UEC027340","UEC027340","Estação Ecológica Caetetus, Parcelas permanentes. Na parcela N15, em árvore fina.",NA,NA,NA,NA,NA,"Liliopsida",NA,"881",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:20:15-03","UNICAMP","UEC","172344","S","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Foster, W",NA,NA,NA,"Garcia, LC","2008","05","13","Brazil","São Paulo","Campinas","-47.55","-23.391667","-47.55","-23.391667","UEC016564","UEC016564","DIstrito de Souzas, cond. Colinas do Atibaia, Mata ribeirão cachoeira.","Epífita, frutos.; Mata atlântica, floresta estacional semidecídua.","711","711",NA,NA,"Liliopsida",NA,"47",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-10-14 10:04:16-03","FURB","FURB","52277","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Funez, L.A.","2017","01","18","Funez, L.A.","2017","01","18","Brasil","Santa Catarina","Blumenau","-49.0486111","-26.9291667","-49.0486111","-26.9291667","FURB52277","FURB52277","Ribeirão Fresco.","Flores brancas Habitat: Floresta Habito: Epífita","40","40",NA,NA,NA,NA,"5778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-10-14 10:04:16-03","FURB","FURB","13851","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Cadorin, TJ","2009","08","11","Gasper, A.L. de; Cadorin, T.J. & Schmitt, J.","2009","08","11","Brasil","Santa Catarina","Blumenau","-49.0494444","-26.8552778","-49.0494444","-26.8552778","FURB10085","FURB10085","Campus V - FURB.","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; borda da mata Habito: epífita; flor amarela","70","70",NA,NA,NA,NA,"2227",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-10-14 10:04:16-03","FURB","FURB","13885","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Gasper, AL de","2009","08","20","Souza, N.L. de; Brogni, E. & Dallacorte, F.","2009","08","14","Brasil","Santa Catarina","Blumenau","-49.1127778","-27.0377777","-49.1127778","-27.0377777","FURB10086","FURB10086","Comunidade Nova Rússia.","Coleta próxima aos limites do Parque Nacional da Serra do Itajaí. Habitat: Floresta Ombrófila Densa; borda da mata Habito: epífita; Fruto verde;","264","264",NA,NA,NA,NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-10-14 10:04:16-03","FURB","FURB","14069","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Schmitt, JL","2009","09","16","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","16","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","FURB10084","FURB10084",NA,"Epífita IFFSC E8002a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita de tronco caído; Fruto verde;","3","3",NA,NA,NA,NA,"68",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 10:04:16-03","FURB","FURB","15010","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Mancinelli, WS","2010","03","10","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2009","10","13","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","FURB10082","FURB10082","Cinema.","Epífita IFFSC e466a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","569","569",NA,NA,NA,NA,"274",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:04:16-03","FURB","FURB","21454","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Cadorin, TJ","2010","03","23","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","16","Brasil","Santa Catarina","Blumenau","-49.1180556","-27.0069444","-49.1180556","-27.0069444","FURB10083","FURB10083","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","Epífita IFFSC e8001b (Acima de 4m) - sobre forófito 5 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; Fruto com fruto;","249","249",NA,NA,NA,NA,"1297",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:04:16-03","FURB","FURB","22417","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Cadorin, TJ","2010","03","30","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","12","Brasil","Santa Catarina","Florianópolis","-48.43","-27.4791667","-48.4300000","-27.4791667","FURB10078","FURB10078","Vargem Grande.","Epífita IFFSC e8005a (Acima de 4m) - sobre forófito 2 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; Fruto com fruto;","211","211",NA,NA,NA,NA,"1571",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-14 10:04:16-03","FURB","FURB","22562","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Cadorin, TJ","2010","03","16","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","-48.4925","-27.7752778","-48.4925000","-27.7752778","FURB10075","FURB10075","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","Epífita IFFSC e8006a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor branca e verde","46","46",NA,NA,NA,NA,"1652",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 10:04:16-03","FURB","FURB","22778","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Ceolin, LM","2010","03","25","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","03","10","Brasil","Santa Catarina","Florianópolis","-48.4972222","-27.7783334","-48.4972222","-27.7783334","FURB10077","FURB10077","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio Habito: epífita; Fruto verde piloso; flor branca",NA,NA,NA,NA,NA,NA,"1568",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:04:16-03","FURB","FURB","23381","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Schmitt, J","2010","04","22","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","2010","04","06","Brasil","Santa Catarina","Botuverá","-49.23","-27.27","-49.2300000","-27.2700000","FURB10076","FURB10076","Cinema.","Epífita IFFSC e466b (Acima de 4m) - sobre forófito 10 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto verde;","569","569",NA,NA,NA,NA,"1886",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 10:04:16-03","FURB","FURB","28646","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Schmitt, J","2010","06","05","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","05","Brasil","Santa Catarina","Paulo Lopes","-48.7619444","-27.8788889","-48.7619444","-27.8788889","FURB10079","FURB10079","Sertão do Campo.","Epífita IFFSC e226b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; Fruto verde;","180","180",NA,NA,NA,NA,"2604",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:04:16-03","FURB","FURB","29196","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Ceolin, LM","2010","07","13","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","04","03","Brasil","Santa Catarina","Laguna","-48.87","-28.44","-48.8700000","-28.4400000","FURB10080","FURB10080","Laranjeiras.","Florística IFFSC 81 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita;","246","246",NA,NA,NA,NA,"4619",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:04:16-03","FURB","FURB","29329","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Cadorin, TJ","2010","06","22","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","22","Brasil","Santa Catarina","Florianópolis","-48.4925","-27.7752778","-48.4925000","-27.7752778","FURB10081","FURB10081","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","Epífita IFFSC e8006b (Acima de 4m). forófito 14. Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","46","46",NA,NA,NA,NA,"2775",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:04:16-03","FURB","FURB","31096","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Mancinelli, WS","2013","08","15","Stival-Santos, A.; Legal, E. & Silveira, S.","2010","06","16","Brasil","Santa Catarina","Biguaçu","-48.69","-27.45","-48.6900000","-27.4500000","FURB10072","FURB10072","Instituto Itaúna de Educação Ambiental.","Florística IFFSC 390 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita; Fruto verde;","66","66",NA,NA,NA,NA,"3016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:04:16-03","FURB","FURB","31140","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Mancinelli, WS","2013","08","15","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","30","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","FURB10071","FURB10071","Margem da BR 101.","Epífita IFFSC e8002c (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita; Fruto verde;","6","6",NA,NA,NA,NA,"2897",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:04:16-03","FURB","FURB","37875","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Caetano, JO","2012","01","21","Caetano, J.O.","2012","02","21","Brasil","Santa Catarina","Benedito Novo","-49.4069444","-26.7763889","-49.4069444","-26.7763889","FURB10074","FURB10074","Próximo à Ceesan Alto Benedito.",NA,"302","302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 10:04:16-03","FURB","FURB","41006","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Stival-Santos, A","2012",NA,NA,"Stival-Santos, A.; Mancino, L.C.","2012","02","28","Brasil","Santa Catarina","Içara","-49.2252778","-28.7341666","-49.2252778","-28.7341666","FURB10073","FURB10073","Fazenda Esperança, às margens da rodovia BR-101, km 376.","Encontrada no fragmento Içara 1, comum Habitat: FOD terras baixas; Habito: epífita; flor flores brancas labelo amarelo","17","17",NA,NA,NA,NA,"3367",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 10:04:16-03","FURB","FURB","5857","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Ceolin, LM","2006","05","24","Grippa, C.R.","2006","02","11","Brasil","Santa Catarina","Ibirama","-49.5483333","-27.0411111","-49.5483333","-27.0411111","FURB02830","FURB02830","Ilha das Cutias.","Espécie exclusica em Myrtaceae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:04:16-03","FURB","FURB","60028","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Gebien, W.","2018","07","24","Gebien, W.","2017","05","27","Brasil","Santa Catarina","Blumenau","-49.0872222","-26.9572222","-49.0872222","-26.9572222","FURB60028","FURB60028","interior de fragmento na rua antonio Zendrom. beira do caminho do fragmento.","frutos verdes Habitat: Borda de mata meia luz Habito: Epífita","220","220",NA,NA,NA,NA,"155",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:04:16-03","FURB","FURB","60029","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Gebien, W.","2018","07","24","Gebien, W.","2018","01","17","Brasil","Santa Catarina","Blumenau","-49.0872222","-26.9572222","-49.0872222","-26.9572222","FURB60029","FURB60029","interior de fragmento na rua antonio Zendrom. beira do caminho do fragmento.","pétalas brancas, labelo branco com detalhes amarelos e verdes Habitat: Borda de mata meia luz Habito: Epífita","220","220",NA,NA,NA,NA,"156",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:04:16-03","FURB","FURB","62765","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Kassner-Filho, A.","2019","01","28","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","09","25","Brasil","Santa Catarina","Apiúna","-49.4108333","-27.09","-49.4108333","-27.0900000","FURB62765","FURB62765","Ribeirão Vinte.","Coletada 25/9/18 floração 28/1/19 - Flor alvescente Habitat: Interior de unidade amostral Habito: Epífita","333","333",NA,NA,NA,NA,"4523",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 10:04:16-03","FURB","FURB","62779","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Kassner-Filho, A.","2018","12","23","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","06","06","Brasil","Santa Catarina","Pescaria Brava","-48.87","-28.44","-48.8700000","-28.4400000","FURB62779","FURB62779",NA,"Coletada 6/6/18 floração 23/12/18 - Flor alvescente Habitat: Interior de unidade amostral Habito: Epífita","246","246",NA,NA,NA,NA,"4422",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-06-25 17:37:26-03","UNEMAT","HERBAM","6867","S","Plantae","Orchidaceae","Ornithocephallus","myrticola","Ornithocephallus myrticola","Lindl.","Petini-Benelli, A","2012","01","03","Soares, C.R.A.; Pettini-Beneli, A. & Rodrigues, C.","2011","10","11","Brasil","Mato Grosso","Paranaíta","-56.776111","-9.331944","-56.776111","-9.331944","HERBAM006867",NA,"Terra Firme.",NA,"173","173",NA,NA,NA,NA,"Roxo 054151",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:38:42-03","MBM","MBM","12723","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.; Koczicki, C.; Koczicki, C.","1969","01","24","Brazil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"MBM012723","MBM012723","Colônia Floresta",NA,NA,NA,"30514","auto",NA,NA,"20905","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:38:42-03","MBM","MBM","49986","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1957","03",NA,"Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM049986","MBM049986","Matinhos",NA,NA,NA,"24916","auto",NA,NA,"3923","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:38:42-03","MBM","MBM","46062","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1976","02","18","Brazil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,"MBM046062","MBM046062","Morro Inglês",NA,NA,NA,"24916","auto",NA,NA,"38099","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:38:42-03","MBM","MBM","113236","PreservedSpecimen","Plantae","Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Waechter, J.L.",NA,NA,NA,"Hagelund, K.","1984","02","02","Brazil","Santa Catarina","São João do Sul","-49.810001373291","-29.2233009338379",NA,NA,"MBM113236","MBM113236","São João do Sul",NA,NA,NA,"13742","auto",NA,NA,"14901","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-04 13:53:18-03","MNHN","RECOLNAT_MNHN_P","P00436623","PreservedSpecimen",NA,"Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.","Toscano",NA,NA,NA,"Weddell, H.A.","1847","8",NA,"Pérou",NA,NA,NA,NA,NA,NA,"P00436623","P00436623_01","département de Cuzco","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436623' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","4761",NA,NA,NA,NA,NA,NA
"46","2015-09-05 12:27:56-03","MNHN","RECOLNAT_MNHN_P","P00436637","PreservedSpecimen",NA,"Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00436637","P00436637_01 P00436637_02","Brésil","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436637' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","14325 A",NA,NA,NA,NA,NA,NA
"47","2015-09-05 12:27:56-03","MNHN","RECOLNAT_MNHN_P","P00436638","PreservedSpecimen",NA,"Orchidaceae","Ornithocephalus","myrticola","Ornithocephalus myrticola","Lindl.",NA,NA,NA,NA,"Glaziou, A.","1887","3",NA,"Brésil",NA,NA,NA,NA,NA,NA,"P00436638","P00436638_01","Serra de Bica, près de Cascadura (prov. Rio de Janeiro)","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00436638' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","16377 a",NA,NA,NA,NA,NA,NA
