"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","coordinatePrecision","imagecode","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","typeStatus","eventTime","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-02-08 11:07:52-03","UNESP-IBB","BOTU","28528","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Kielmeyera","membranaceae","Kielmeyera membranaceae","Casar.",NA,"Leal, D.O.","222","2012","12","15",NA,"Brasil","Rio de Janeiro","Macaé","Parque Nacional as Restinga de Jurubatiba","-41.633333","-22.266667",NA,NA,NA,"Subarbusto ca 0,5 cm, folhas obovadas a elípticas, botôes, flores perfeitas e estaminadas; sépalas verdes, pétalas alvas, estames com filetes verdes e anterasa amarelas, gineceu, quando presente, amarelo-esverdeado","BOTU028528",NA,NA,NA,"41°38'w","22°16's",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:29:43-03","UFRJ","RFA","12974","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","N. Saddi","A.P. Duarte",NA,"1964","12","30",NA,"Brasil","Rio de Janeiro","Cabo Frio","Campos Novos, estrada de Campos","-42.0186004638672","-22.8794002532959",NA,NA,NA,"Arbusto de flores alvas vistosas","RFA51736","40069",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:29:43-03","UFRJ","RFA","38988","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"G. P. Souza; T. U. P. Konno; C. N. Matozinhos; N. L. Abreu; M. N. Galvão; M. F. O. Silva; J. Mello","10","2010","07","01",NA,"Brasil","Rio de Janeiro","Macaé","Parque Nacional da Restinga de Jurubatiba","-41.7868995666504","-22.3708000183105",NA,NA,NA,NA,"RFA32659","47209",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:29:43-03","UFRJ","RFA","38752","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"Konno, T.U.P.; Farmácia, UFRJ/Macaé","1334","2012","06","22",NA,"Brasil","Rio de Janeiro","Carapebus","PARNA Restinga de Jurubatiba.","-41.422222","-22.141389",NA,NA,NA,NA,"RFA33872",NA,NA,NA,"41º25'20''W","22º8'29''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:29:43-03","UFRJ","RFA","40557","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"Konno, T.U.P.; Machado, N.C.","1455","2011","11",NA,NA,"Brasil","Rio de Janeiro","Carapebus","PARNA Restinga de Jurubatiba.","-41.422222","-22.141389",NA,NA,NA,NA,"RFA32906",NA,NA,NA,"41º25'20''W","22º8'29''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:29:43-03","UFRJ","RFA","38977","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"r. Seixas; T.U.P. Konno; N.C. Machado","28","2012","03","15",NA,"Brasil","Rio de Janeiro","Carapebus","PARNA Restinga de Jurubatiba, estrada da Fazenda São Lazaro. Entre 1000 e 2400 metros após o canal Macaé - Campos","-41.6610984802246","-22.1872005462646",NA,NA,NA,"Arbusto ca. 1,5 m de altura. Folhas crassas. Estéril (Farmácia)","RFA54754","13257",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:53:31-03","NBC","NL-BOTANY","L.2419169","PreservedSpecimen","Plantae",NA,"Malpighiales","Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad RJ","Vincent D",NA,"1915","08","01","Southern America","Brazil",NA,NA,"Rio de Janeiro- collines boiseis.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2419169 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2419169",NA,"NL-L2419169",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:04:13-03","ESALQ","ESA","104443","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea",NA,"Rando, J.G.","Rando, J.G.","161.0","2006","04","05",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"ESA104443","48094","ESA104443","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:04:13-03","ESALQ","ESA","110417","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Siqueira, G.S.","Colletta, G.D.","258.0","2009","05","13",NA,"Brasil","Espírito Santo","Sooretama",NA,"-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,"ESA110417","33715",NA,"auto",NA,NA,NA,"2009","12","28",NA,NA,NA,NA,NA
"20","2020-11-04 11:04:13-03","ESALQ","ESA","123226","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea",NA,"Andreata, R.","Andreata, R.","715.0","1985","06","17",NA,"Brasil","Rio de Janeiro","Niterói","Itaipuaçú. Pico Alto Moirão.","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"ESA123226","14785",NA,"auto",NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:04:13-03","ESALQ","ESA","123312","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea",NA,NA,"Plowman, T.","13932.0","1985","02","12",NA,"Brasil","Rio de Janeiro","Niterói","Morro Alto Moirão.","-43.1035995483398","-22.88330078125",NA,NA,NA,NA,"ESA123312","14785",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:26:49-03","MN","R","218154","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Leal, D.O.","Leal, D.O.; Sá, B. 233","26","2012","12","15",NA,"Brasil","Rio de Janeiro","Macaé",NA,"-41.6468","-22.270783",NA,NA,NA,NA,NA,NA,NA,NA,"41 º38' 808''W","22º 16' 247''S",NA,"2012","12","15",NA,NA,NA,NA,NA
"23","2021-03-24 17:09:13-03","UFES","SAMES","1318","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Giaretta,A.","Giaretta,A.O.; Ribeiro,M.","570","2009","08","23",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Mata seca de restinga sobre cordão arenoso próximo de uma área entre cordões dominado por Montrichardia linifera. Área atrás da Fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Árvore de 12m, com frutos.","SAMES01318","41644",NA,"auto","-397191667.0","-184205556.0",NA,"2009","08","23",NA,NA,NA,NA,NA
"24","2021-03-24 17:08:55-03","UFES","SAMES","1315","PreservedSpecimen","Plantae",NA,NA,"Clusiaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Giaretta,A.","Ribeiro,M.; Oliveira,I.R.;Broggio,I.S.","270","2013","09","18",NA,"Brasil","Espírito Santo","Pinheiros","Estrada a esquerda da sede da ReBio Córrego do Veado. Floresta Atlântica de Tabuleiro.","-40.2132987976074","-18.3703002929688",NA,NA,NA,"Árvore de 7m, desfolhada, fruto esverdeado. Liberando exsudado transparente.","SAMES01315","28525",NA,"auto",NA,NA,NA,"2011","02","03",NA,NA,NA,NA,NA
"25","2021-03-24 17:09:13-03","UFES","SAMES","1317","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"Martins,R.F.A.; Pereira,O.J.;Menezes,L.F.T.;Giaretta,A.O.","29","2007","08","01",NA,"Brasil","Espírito Santo","São Mateus","Bairro Litorâneo. Vegetação de restinga.","-39.8588981628418","-18.716100692749",NA,NA,NA,"Planta de 4m com látex leitoso.","SAMES01317","56510",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-24 17:09:13-03","UFES","SAMES","1316","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Giaretta,A.","Giaretta,A.O.; Monteiro,M.M.;Ribeiro,M.","790","2010","05","01",NA,"Brasil","Espírito Santo","Conceição da Barra","Itaúnas. Fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Árvore de 5 m, frutos verdes. Látex esverdeado. Na bordada mata.","SAMES01316","41644",NA,"auto","-397191667.0","-184205556.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-24 17:09:13-03","UFES","SAMES","1314","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Giaretta,A.","Giaretta,A.O.; Monteiro,M.M.;Monteiro,L.C.","518","2009","04","21",NA,"Brasil","Espírito Santo","Conceição da Barra","Parque Estadual de Itaúnas. Mata seca de restinga sobre cordão arenoso. Fragmento atrás da fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,NA,NA,"Árvore de 8m com pétalas alba e estames amarelos. Exsudado incolor viscoso.","SAMES01314","41644",NA,"auto","-397191667.0","-184205556.0",NA,"2013","10","30",NA,NA,NA,NA,NA
"28","2021-03-24 17:08:50-03","UFES","SAMES","7785","PreservedSpecimen","Plantae",NA,NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Wandekoken,D.T.","Wandekoken,D.T.; Lourenço-Junior,J;Pereira,O.J.","80","2015","10","10",NA,"Brasil","Espírito Santo","Guarapari",NA,"-40.5110015869141","-20.6580009460449",NA,NA,NA,"Látex branco. Habito: Arbusto","SAMES07785","28401",NA,"auto","-407116667.0","-210016666.0",NA,"2016","10","10",NA,NA,NA,NA,NA
"29","2021-03-24 17:09:13-03","UFES","SAMES","1313","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Siqueira,G.S.","Ferreira,V.B.R.","49","2010","03","29",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. C.N.Roxinho (graminóide), nativo, presença de látex leitoso.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Planta arbórea de 3m de altura, flores brancas e botões florais esverdeados.","SAMES01313","48094",NA,"auto",NA,NA,NA,"2011","11","21",NA,NA,NA,NA,NA
"30","2021-03-24 17:09:13-03","UFES","SAMES","1310","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Giaretta,A.","Menezes,L.F.T.; Giaretta,A.O.;Souza,M.C.;Monteiro,R.F.;Saavedra,M.M.","1794","2008","01","10",NA,"Brasil","Espírito Santo","São Mateus","Área de restinga sobre cordões arenosos do complexo Rio Doce, distante aproximadamente 17KM da BR 101 na altura do Km 86.","-39.8588981628418","-18.716100692749",NA,NA,NA,"Arbusto de 4m com botões florais brancos, sem látex.","SAMES01310","56510",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-24 17:09:13-03","UFES","SAMES","1312","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"Giaretta,A.O.; Monteiro,M.M.;Cruz,T.S.","301","2008","08","17",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Mata seca de restinga à direita da estrada principal entrando no bairro liberdade, acessível por uma estrada de terra adjacente a uma fábrica de tijolos, após o Hospital Roberto Silvares no sentido São Mateus - Guriri.","-39.8588981628418","-18.716100692749",NA,NA,NA,"Planta de 12m com fruto verde e látex leitoso. Bordo de mata.","SAMES01312","56510",NA,"auto","-398102778.0","-187422222.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-24 17:09:13-03","UFES","SAMES","1319","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"Faria,M.B.; Giaretta,A.O.;Moreira,M.A.;Monteiro,M.M.","153","2008","04","05",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Estrada de terra adjacente à uma fábrica de tijolos, depois do Hospital Roberto Silvares no sentido São Mateus - Guriri.","-39.8588981628418","-18.716100692749",NA,NA,NA,"Árvore de 12m de altura com flor branca de estamos amarelos. Com látex de cor creme. Mata inundável.","SAMES01319","56510",NA,"auto","-398102778.0","-187422222.0",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-24 17:09:13-03","UFES","SAMES","1311","PreservedSpecimen","Plantae",NA,NA,"Guttiferae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Rossini,J.","Coelho,R.; Giaretta,A.O.;Ribeiro,M.;Menezes,L.F.T.","36","2009","08","28",NA,"Brasil","Espírito Santo","São Mateus","Bairro Quadrado. Fragmento de Restinga Pleistocênica , seguindo um estrada de terra atrás do campus do CEUNES.","-39.8588981628418","-18.716100692749",NA,NA,NA,"Árvore de 5 metros, frutos passado aberto, látex esverdeado.","SAMES01311","56510",NA,"auto",NA,NA,NA,"2010","08","18",NA,NA,NA,NA,NA
"34","2019-08-20 10:09:01-03","UNICAMP","UEC","184837","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.",NA,"Vinha, PC","1184","1990","12","09",NA,"Brazil","Espírito Santo","Fundão","Praia Grande/Tamborim.","-40.684444","-20.557778",NA,NA,NA,NA,"UEC108942",NA,"UEC108942",NA,"-40.684444","-20.557778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:27:33-03","UNICAMP","UEC","184816","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Magnago, LFS; Demuner, V; Belisário, M; Bausen, E","s.n.","2006","02","22",NA,"Brazil","Espírito Santo","Colatina","Alto Moacir, Pedra do Cruzeiro, prop.: Landislau.","-40.5375","-19.310833","150","850",NA,"Arvoreta, 3,5 m de altura, botõesflorais verdes, látex incolor, vegetação rupestre","UEC104873",NA,"UEC104873",NA,"-40.5375","-19.310833",NA,"2017","03",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:27:33-03","UNICAMP","UEC","184880","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Trad, RJ; Trad, MFDJ","602","2015","02","27",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Condomínio Mansões da Barra (Av. das Américas). Mata que fica no portão de acesso à balsa.","-43.42","-23.010833","15","15",NA,"Árvore ca. 2,5 m. Frutos imaturos. Látex.","UEC105502",NA,"UEC105502",NA,"-43.42","-23.010833",NA,"2015","03","15",NA,NA,NA,NA,NA
"37","2021-03-01 16:27:33-03","UNICAMP","UEC","184966","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Trad, RJ; Trad, MFDJ","343","2014","03","17",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale do Rio Doce. Estacionamento próximo ao herbário.","-40.07","-19.151667","58","58",NA,"Árvore ca. 5 m. Botões florais verdes e brancos. Flor com sépalas verdes e pétalas brancas; odor adocicado. Látex.","UEC105565",NA,"UEC105565",NA,"-40.07","-19.151667",NA,"2015","03","15",NA,NA,NA,NA,NA
"38","2021-03-01 16:27:33-03","UNICAMP","UEC","185011","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Demuner, V; Magnago, LFS; Belisário, M; Bausen, E","1864","2006","02","16",NA,"Brazil","Espírito Santo","Santa Leopoldina","Serra do Ramalhete, Fazenda Caioba, prop.: Cláudio Virloni, trilha a divisa, lado esquerdo, Alt.: 250-550m.","-40.470639","-20.058556",NA,NA,NA,"Arvoreta, 7m, botões e flores brancas, estames amarelos. Interior de mata em regeneração.","UEC104892",NA,"UEC104892",NA,"-40.470639","-20.058556",NA,"2018","03",NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:27:33-03","UNICAMP","UEC","196156","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Trad, RJ; Trad, MFDJ","340","2014","03","16",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale do Rio Doce. Trilha de pesquisa, logo após a porteira de acesso.","-40.061944","-19.151667","59","59",NA,"Árvore ca. 10 m. Exsudato translúcido/amarelado, frutos imaturos.; Vassununga","UEC182720",NA,"UEC182720",NA,"-40.061944","-19.151667",NA,"2015","03","15",NA,NA,NA,NA,NA
"40","2021-03-01 16:27:33-03","UNICAMP","UEC","196165","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Trad, RJ; Trad, MFDJ","344","2014","03","17",NA,"Brazil","Espírito Santo","Linhares","Reserva Natural Vale do Rio Doce. Estacionamento próximo ao herbário.","-40.069444","-19.151944","47","47",NA,"Árvore ca. 3,5 m. Fruto imaturo marrom.","UEC166785",NA,"UEC166785",NA,"-40.069444","-19.151944",NA,"2015","03","15",NA,NA,NA,NA,NA
"41","2021-03-01 16:27:33-03","UNICAMP","UEC","196169","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Trad, RJ; Trad, MFDJ","601","2015","02","27",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Brazil, Rio de Janeiro, Rio de Janeiro, Condomínio Mansões da Barra (Av. das Américas). Mata que fica no portão de acesso à balsa.","-43.42","-23.010833","15","15",NA,"Árvore ca. 2,5 m. Frutos imaturos. Látex.; Brazil, Rio de Janeiro, Rio de Janeiro, Condomínio Mansões da Barra (Av. das Américas). Mata que fica no portão de acesso à balsa.","UEC176421",NA,"UEC176421",NA,"-43.42","-23.010833",NA,"2015","03","15",NA,NA,NA,NA,NA
"42","2021-04-01 14:00:33-03","UNICAMP","UEC","199977","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Folli, DA","Folli, DA","6752","2010","12","22",NA,"Brazil","Espírito Santo","Jaguaré","Estrada: Cachoeira do bereco","-40.125486","-19.515967","50","50",NA,"Porte: Arbóreo&nf;Forma Vida: Terrestre&nf;Cor Botão: Amarelo&nf;Cor Flor:Amarela&nf;Cor Fruto Maturo: &nf;Cor Fruto Imaturo:&nf;Cor Exsudação: Incolor&nf;Descamação: Ausente&nf;Forma Fuste: Cilíndrico&nf;Superfície Casca:&nf;Altura total (m): 5&nf;Altura","UEC154862",NA,"UEC154862",NA,"-40.125486","-19.515967",NA,"2010","12","22",NA,NA,NA,NA,NA
"43","2021-03-01 16:27:33-03","UNICAMP","UEC","197939","S","Plantae","Magnoliopsida",NA,"Calophyllaceae","Kielmeyera","membranacea","Kielmeyera membranacea","Casar.","Trad, RJ","Fortuna-Perez, AP; Kollmann, L","7528","2013","04","17",NA,"Brazil","Rio de Janeiro","Macaé","TECAB","-41.731944","-22.305556",NA,NA,NA,"árvore, ca. 6m. frutos marrom. látex branco","UEC124255",NA,"UEC124255",NA,"-41.731944","-22.305556",NA,"2018","03",NA,NA,NA,NA,NA,NA
