"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"20","2020-02-08 08:46:20-03","NBC","NL-BOTANY","L.1516844","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","sartoroides","Habenaria sartoroides","Schltr.",NA,"Dusén PKH",NA,"1914","03","03","Southern America","Brazil",NA,NA,"Parana: Banhado, locis paludosis.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1516844 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1516844","NL-L1516844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:41:03-03","MN","R","121720","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Lutz, A.; Lutz, B.M.J.","61","1925","01",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Herbarium Lutz",NA,NA,NA,NA,NA,"2013","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:41:03-03","MN","R","121721","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Lutz, B.M.J.","273","1930","12","30",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Herbarium Lutz",NA,NA,NA,NA,NA,"2013","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:41:03-03","MN","R","121722","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Lutz, A.","366","1913","01","15",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"Herbarium Lutz",NA,NA,NA,NA,NA,"1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:41:03-03","MN","R","121723","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Pabst, G.F.J.","Lutz, A.","415","1913","02",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Herbário Adolpho Lutz",NA,NA,NA,NA,NA,"1952","10","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:41:03-03","MN","R","127798","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Lutz, B.M.J.",NA,"1957","06",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:41:03-03","MN","R","49683","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Pabst, G.F.J.","Mello Filho, L.E.","758","1948","02","09",NA,"Brasil","Santa Catarina","Bituruna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948","11","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:41:03-03","MN","R","78598","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Emmerich, M.","II - 3175","1968","03","31",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2013","08","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:41:03-03","MN","R","3504","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Dusén, P.K.H.",NA,"1904","02","09",NA,"Brasil","Paraná","Ipiranga",NA,"-50.5842018127441","-25.0238990783691",NA,"Plantae Paranaenses a P. Dusén collectae",NA,NA,NA,NA,NA,"2013","08","11","31827","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-31 13:41:03-03","MN","R","127797","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","s.col.",NA,NA,NA,NA,NA,"Brasil","Paraná","Palmas",NA,"-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,NA,NA,NA,"2013","08","11","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-31 13:41:03-03","MN","R","3503","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne",NA,"Dusén, P.K.H.",NA,"1904","01","23",NA,"Brasil","Paraná","Pinhais",NA,"-49.1925010681152","-25.4447002410889",NA,"Plantae Paranaenses a P. Dusén collectae",NA,NA,NA,NA,NA,NA,NA,NA,"10418","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-31 13:41:03-03","MN","R","28716","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Hoehne, F.C.","Freire, C.V.","293","1928","01",NA,NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-31 13:41:03-03","MN","R","29679","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Brade, A.C.","Lutz, B.M.J.","1019","1936","01","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:41:03-03","MN","R","86485","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Vidal, J.","5942","1953","01","15",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,"2013","08","11","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-31 13:41:03-03","MN","R","140825","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Smith, L.B.; Klein, R.M.","10989","1957","02","07",NA,"Brasil","Santa Catarina","Caçador",NA,"-51.0149993896484","-26.7752990722656",NA,NA,NA,NA,"950","950",NA,"2013","08","11","38516","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-31 13:41:03-03","MN","R","28913","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Lutz, A. ; Lutz, B.M.J.","1615","1921","02","10",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,"Herbário Adolpho Lutz",NA,NA,NA,NA,NA,"2013","09",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-31 13:41:03-03","MN","R","42415","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Batista, J.A.N.","Santos, N.","1261","1944","02",NA,NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"1998","09",NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-02-02 14:38:42-02","BGBM","B","B 10 0517525","S","Plantae",NA,NA,"Orchidaceae","Habenaria","macronectar","Habenaria macronectar","Hoehne","Emrich-Rambo","B. Rambo","58549",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"RGS, Taimbesinho p.S.Fr.de Paula.",NA,NA,NA,"Habitat: In paludosis alte dumetosis. <a href=http://herbarium.bgbm.org/object/B100517525 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100517525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:26:35-03","IAP","PACA-AGP","104000","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","juergensii","Habenaria juergensii","Schltr.","A. sehnem","Sehnem, A.","1402","1956","02","28",NA,"Brasil","RS",NA,"Vale Vêneto",NA,NA,NA,"Habitat: Em lugares úmido. Fenofase: Flor amarelo-esverdeado","PACA104000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:26:35-03","IAP","PACA-AGP","567","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","juergensii","Habenaria juergensii","Schltr.","G. Pabst","C. Orth SJ",NA,"1933","01","02",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"SEM MATERIAL Habitat: In paludosis alte dumetosis Fenofase: flor","PACA000567",NA,NA,NA,NA,"1954","09","04","10287","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:26:35-03","IAP","PACA-AGP","39560","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","J.A.N. Batista","Rambo, B.",NA,"1949","01","07",NA,"Brasil","RS","Cachoeirinha",NA,"-51.0938987731934","-29.951099395752",NA,"Flores imaturas, determinação difícil. Pela estrutura da coluna parece mais H. macronectar. Habitat: In paludosis dumetosis Fenofase: fl. nondum aperto","PACA039560",NA,NA,NA,NA,"2000","06",NA,"9806","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:26:35-03","IAP","PACA-AGP","36666.1","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Dutra, fide Emrich-Rambo","Rambo, B.",NA,"1948","01","29",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,"Confirmado por J.A.N. Batista em junho/2000. Habitat: In paludosis","PACA036666-1",NA,NA,NA,NA,NA,NA,NA,"30776","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:26:35-03","IAP","PACA-AGP","28069","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","J.A.N. Batista","P. Buck SJ",NA,"1945","02",NA,NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"Habitat: In paludosis Fenofase: flor","PACA028069",NA,NA,NA,NA,"2000","06",NA,"49662","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:26:35-03","IAP","PACA-AGP","61340","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","Emrich-Rambo","Pivetta","1179","1956","02","07",NA,"Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,"Confirmado por J.A.N. Batista e. Junho/2000. Habitat: In paludosis Fenofase: flor","PACA061340",NA,NA,NA,NA,"1958","10","01","36807","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:26:35-03","IAP","PACA-AGP","28514","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","J.A.N. Batista","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Nonoai","ad fl. Uruguay","-52.7714004516602","-27.3617000579834",NA,"Habitat: In paludosis Fenofase: flor","PACA028514",NA,NA,NA,NA,"2000","06",NA,"35080","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:26:35-03","IAP","PACA-AGP","568","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","J. Dutra","C. Orth SJ",NA,"1933","01","06",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"Confirmado por J.A.N.Batista em Junho/2000. Habitat: In paludosis Fenofase: flor","PACA000568",NA,NA,NA,NA,"1954","09","04","29946","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:26:35-03","IAP","PACA-AGP","52107","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","J.A.N. Batista","Rambo, B.",NA,"1952","02","20",NA,"Brasil","RS","São Francisco de Paula","Jaquirana","-50.5835990905762","-29.4480991363525",NA,"Habitat: In paludosis Fenofase: flor","PACA052107",NA,NA,NA,NA,"2000","06",NA,"76715","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-27 13:26:35-03","IAP","PACA-AGP","35709","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","J.A.N. Batista","Henz, E.",NA,"1946","11","20",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"Habitat: In paludosis Fenofase: flor","PACA035709",NA,NA,NA,NA,"2000","06",NA,"10287","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
"48","2019-08-27 13:26:35-03","IAP","PACA-AGP","25221","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","macronectar","Habenaria macronectar","(Vell.) Hoehne","J.A.N. Batista","F. Theissen SJ",NA,"1907",NA,NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,"Habitat: In paludosis Fenofase: flor","PACA025221",NA,NA,NA,NA,"2000","06",NA,"10287","auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA,NA
