"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","relationshipType","fieldNumber","individualCount","sex"
"2572","2020-09-12 05:00:02-03","US","US","825853","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","Kükenthal, G.","H. H. Rusby & R. Squires","43","1896","4",NA,"Venezuela","Delta Amacuro",NA,"Lower Orinoco",NA,NA,NA,NA,NA,NA,NA,"US00866309",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","juncoides",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"2573","2020-09-12 05:00:02-03","US","US","3222810","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","Koyama, T. M.","T. Koyama & G. Agostini","7566","1967","3","11","Venezuela","Bolívar",NA,"La Gran Sabana, near Kamarata Mission","-62.41","5.65",NA,NA,"450",NA,NA,"US00866316",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","juncoides",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"2574","2020-09-12 05:00:02-03","US","US","2486595","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan juncoides","(Lam.) Kük.","Koyama, T. M.","J. A. Steyermark & S. Nilsson","60 728","1960","4","24","Venezuela","Bolívar",NA,"Río Aponguao, km 146, near headwaters of Río Aponguao, NE of Luepa","-61.51","5.71",NA,NA,"1200",NA,NA,"US00866312",NA,NA,NA,NA,"South America - Neotropics",NA,NA,NA,"Cyperales","juncoides",NA,NA,"Monocotyledonae",NA,NA,NA,NA,"1",NA
"2575","2020-09-02 16:23:39-03","Cenargen","CEN","67412","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","B. M. Gomes","Glocimar Pereira-Silva","11153","2006","11","28","Brasil","GO","CAVALCANTE","Estrada Rio Trairas/ Rio Custódio, km 2.","-48.144166","-13.280555","-48.144166","-13.280555","280","280","Área de influência indireta.","CEN00067412","CEN00067412","2011","05",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2576","2020-09-02 16:23:39-03","Cenargen","CEN","76730","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Glocimar Pereira-Silva","14527","2009","06","14","Brasil","RO","PORTO VELHO","Canteiro de obras da UHE Jirau, estrada de acesso ao alojamento central.","-64.5925","-9.2902777","-64.5925","-9.2902777","90","90","Área de influência direta (canteiro).&nf;Det. in dupl.","CEN00076730","CEN00076730",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2577","2020-09-02 16:23:39-03","Cenargen","CEN","34685","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","G. Pedralli","Efigênia de Melo","2004","1997","01","28","Brasil","BA","ANGUERA","Lagoa 3.","-39.2463989257812","-12.1511001586914","-3910000.0","-1221667.0","186","186","Escapo com cerca de 1 m de altura. Espiguetas amarelo-esbranquiçadas, anteras amarelo-esbranquiçadas. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (26410). Feira de Santana - Bahia.","CEN00034685","CEN00034685","1997","06",NA,NA,"Exsicatas",NA,NA,NA,NA,"20202","auto",NA,NA,NA,NA,NA,"1",NA
"2578","2020-09-02 16:23:39-03","Cenargen","CEN","34699","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. Gil","Flávio França","2018","1996","12","08","Brasil","BA","ANGUERA","Lagoa 5, km 16, BA-052, lado NE.","-39.2463989257812","-12.1511001586914","-3915000.0","-1218333.0","200","200","Inflorescência branco-amarelada. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (25139). Feira de Santana - Bahia.","CEN00034699","CEN00034699","2018","11",NA,NA,"Exsicatas",NA,NA,NA,NA,"20202","auto",NA,NA,NA,NA,NA,"1",NA
"2579","2020-09-02 16:23:39-03","Cenargen","CEN","34688","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","G. Pedralli","Efigênia de Melo","2000","1997","01","28","Brasil","BA","FEIRA DE SANTANA","Lagoa 2.","-38.9667015075684","-12.2666997909546","-3905000.0","-1226667.0","174","174","Escapo com cerca de 80 cm de altura. Inflorescência amareladas, anteras amarelo-esbranquiçadas. Doação do Herbário da Universidade Estadual de Feira de Santana - HUEFS (26406). Feira de Santana - Bahia.","CEN00034688","CEN00034688","1997","06",NA,NA,"Exsicatas",NA,NA,NA,NA,"46325","auto",NA,NA,NA,NA,NA,"1",NA
"2580","2020-09-02 16:23:39-03","Cenargen","CEN","72044","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. P. Prata","Glocimar Pereira-Silva","11649","2007","05","07","Brasil","TO","PALMEIROPOLIS","Estrada rio Mucambão - Palmeirópolis, km 06.","-48.288333","-13.165833","-48.288333","-13.165833","440","440","Lagoa sazonal em fenda de Plintossolo. Área de influência indireta.","CEN00072044","CEN00072044","2008","11",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2581","2020-09-02 16:23:39-03","Cenargen","CEN","72797","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. Gil","Anderson Cássio Sevilha","4760","2007","11","06","Brasil","MG","RIO PARDO DE MINAS","Sítio do Sr. José.","-42.425277","-15.426944","-42.425277","-15.426944","928","928",NA,"CEN00072797","CEN00072797","2018","11",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"2582","2020-09-02 16:23:39-03","Cenargen","CEN","105201","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","B. M. T. Walter","Carlos Romero Martins","2740","2017","09","03","Brasil","DF","BRASILIA","Parque Nacional de Brasília - Borda da Lagoa da Meditação.","-47.927777","-15.733888","-47.927777","-15.733888",NA,NA,"Doação Flora do Brasil - Distrito Federal.","CEN00105201","CEN00105201","2018","07",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2583","2020-09-02 16:23:39-03","Cenargen","CEN","108276","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","B. M. T. Walter","Carlos Romero Martins","2767","2017","10","15","Brasil","DF","BRASILIA","Parque Nacional de Brasília - Margem da Lagoa da Meditação.","-47.927777","-15.733888","-47.927777","-15.733888",NA,NA,"Doação Flora do Brasil - Distrito Federal.","CEN00108276","CEN00108276","2019","02",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2584","2020-09-02 16:23:39-03","Cenargen","CEN","113434","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","B. M. T. Walter","Carlos Romero Martins","3231","2019","05","19","Brasil","DF","BRASILIA","Parque Nacional de Brasília. Borda da estrada de acesso à Cascalheira do Exército,","-47.951111","-15.737222","-47.951111","-15.737222",NA,NA,"Lâmina de água de 5 cm. Doação Flora do Brasil - Distrito Federal.","CEN00113434","CEN00113434","2020","02",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2585","2020-09-02 16:23:39-03","Cenargen","CEN","12104","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","T. M. Koyama","Ghillean Tolmie Prance","26074","1979","06","07","Brasil",NA,NA,"Fazenda Acurizal, Rio Paraguai.",NA,NA,"-5753333.0","-1786667.0",NA,NA,"Floating island. Field work carried out in collaboration with The New York Zoological Society, The Instituto Brasileiro de Desenvolvimento Florestal and The Conselho Nacional de Desenvolvimento Científico e Technológico (CNPq). Doação do The New York Botanical Garden - Instituto Nacional de Pesquisas da Amazônia - State of Mato Grosso.","CEN00012104","CEN00012104","1980",NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2586","2020-09-02 16:23:39-03","Cenargen","CEN","14360","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.",NA,"Nélida Sara Troncoso","3257","1982","01","25","Brasil",NA,NA,"Entre Rios, Depto. Gualeguaychú, de ceibas a Médanos.",NA,NA,NA,NA,NA,NA,"Doação do Ex-Instituto de Botânica Darwinion, SI. Flora Argentina.","CEN00014360","CEN00014360",NA,NA,NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2587","2020-09-02 16:23:39-03","Cenargen","CEN","59253","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. Gil","Glocimar Pereira-Silva","9013","2004","04","23","Brasil","PA","SAO GERALDO DO ARAGUAIA","Parques Estadual das Andorinhas, margem esquerda do Rio Araguaia.","-48.409166","-6.3122222","-48.409166","-6.3122222","130","130",NA,"CEN00059253","CEN00059253","2018","11",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2588","2020-09-02 16:23:39-03","Cenargen","CEN","68066","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","P. Fiaschi","Glocimar Pereira-Silva","12487","2008","01","10","Brasil","TO","PALMEIRAS DO TOCANTINS","Fazenda Boa Vista, margem direita do rio Tocantins, oeste da ferrovia Norte-Sul. Lagoa.","-47.485277","-6.5922222","-47.485277","-6.5922222","170","170","Área de influência indireta.","CEN00068066","CEN00068066","2016","07",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2589","2020-09-02 16:23:39-03","Cenargen","CEN","91573","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. P. Prata","Glocimar Pereira-Silva","13408","2008","04","28","Brasil","MA","CAROLINA","Estrada Carolina - Barra do Ouro, km 07.","-47.477222","-7.3997222","-47.477222","-7.3997222","170","170","Área de influência indireta.","CEN00091573","CEN00091573","2008","11",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2590","2020-09-02 16:23:39-03","Cenargen","CEN","95754","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","B. M. T. Walter","Carlos Romero Martins","2248","2016","08","07","Brasil","DF","BRASILIA","Parque Nacional de Brasília -Estrada entre a Cascalheira do Entroncamento e o córrego Acampamento. Borda do canal com água.","-47.932222","-15.74","-47.932222","-15.74",NA,NA,"Doação Flora do Brasil - Distrito Federal.","CEN00095754","CEN00095754","2018","07",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2591","2020-09-02 16:23:39-03","Cenargen","CEN","96958","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. P. Prata","Carlos Romero Martins","2330","2016","11","06","Brasil","DF","BRASILIA","Parque Nacional de Brasília, Cascalheira entre a Administração do Parque e o Centro de Visitantes. Borda do dreno que leva água para o córrego Acampamento.","-47.926388","-15.734166","-47.926388","-15.734166",NA,NA,"Doação Flora do Brasil - Distrito Federal.","CEN00096958","CEN00096958","2016","11",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2592","2020-09-02 16:23:39-03","Cenargen","CEN","97610","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","B. M. T. Walter","Anderson Cássio Sevilha","5422","2015","10","20","Brasil","MA","CAROLINA","Parque Nacional Chapada das Mesas. Sítio 1 - Buenos Aires. Ponto 6 da coleta, beira do rio Farinha.","-47.376111","-6.93","-47.376111","-6.93","176","176",NA,"CEN00097610","CEN00097610","2018","07",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2593","2020-09-02 16:23:39-03","Cenargen","CEN","99596","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. Gil","Glocimar Pereira-Silva","13930","2008","12","10","Brasil","TO","PALMEIRAS DO TOCANTINS","Margem oeste da ferrovia Norte/Sul.","-47.505","-6.6394444","-47.505","-6.6394444","150","150","Área de influência direta (lago).","CEN00099596","CEN00099596","2018","11",NA,NA,"Exsicatas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"2594","2020-09-02 16:23:39-03","Cenargen","CEN","29023","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","M. Alves","Zilda Charudattan","28","1995","11","21","Brasil","SE","ARACAJU","BR-101. Posto Paty. Norte de Aracaju.","-37.0717010498047","-10.9111003875732",NA,NA,NA,NA,"Labifito 028.","CEN00029023","CEN00029023","2001","02",NA,NA,"Exsicatas",NA,NA,NA,NA,"28193","auto",NA,NA,NA,NA,NA,"1",NA
"2595","2020-09-02 16:23:39-03","Cenargen","CEN","35492","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","S. M. Costa","Juliana Paula-Souza","3381","2000","04","22","Brasil","SP","SAO SEBASTIAO","Barra do Una / Boracéia, estrada de acesso da Fazenda Águas do Bento.","-45.4099998474121","-23.7600002288818","-4576694.0","-2373167.0","30","30","Inflorescência castanho claro. Área desmatada utilizada como pasto. Doação do Programa de pós-graduação USP/UNICAMP. Curso - Taxonomia de Campo de Espécies Vegetais.","CEN00035492","CEN00035492","2010","04",NA,NA,"Exsicatas",NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,"1",NA
"2596","2020-09-02 16:23:39-03","Cenargen","CEN","61204","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","A. R. O.Ribeiro","Anderson Cássio Sevilha","3932","2004","03","28","Brasil","TO","PARANA","7ª parada. Ponto 26 da fitossociologia.","-47.8830986022949","-12.6153001785278",NA,NA,"336","336",NA,"CEN00061204","CEN00061204","2014","05",NA,NA,"Exsicatas",NA,NA,NA,NA,"96675","auto",NA,NA,NA,NA,NA,"4",NA
"2597","2020-09-02 16:23:43-03","Cenargen","CEN","24822","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan var. haspan","L.","S. M. Hefler","Regina Célia Oliveira","329","1995","01","06","Brasil","DF","BRASILIA","Terreno entre a fundação Zoobotânica, Cenargen e Assembléia Legislativa.","-47.833333","-15.833333","-47.833333","-15.833333","1000","1000","Material coletado como testemunho, projeto para empresa Campos.","CEN00024822","CEN00024822","2009","01",NA,NA,"Unicata",NA,NA,NA,"var. haspan",NA,NA,NA,NA,NA,NA,NA,"1",NA
"2598","2020-09-02 16:23:43-03","Cenargen","CEN","24822","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan var. haspan","L.","S. M. Hefler","Regina Célia Oliveira","329","1995","01","06","Brasil","DF","BRASILIA","Terreno entre a fundação Zoobotânica, Cenargen e Assembléia Legislativa.","-47.833333","-15.833333","-47.833333","-15.833333","1000","1000","Material coletado como testemunho, projeto para empresa Campos.","CEN00024822","CEN00024822","2009","01",NA,NA,"Unicata",NA,NA,NA,"var. haspan",NA,NA,NA,NA,NA,NA,NA,"1",NA
"2599","2019-12-09 17:29:44-03","UFPR","EFC","11570","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L","Kozera, C.","Borgo, M.; Silva, S.M.; Bornschein, M.R.","306","1998","12","17","Brasil","Paraná","Guaratuba","Ilha da Paca","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"herbácea rizomatosa com espiguetas castanhas, em brejo herbáceo. (UPCB 42172)","EFC011570",NA,"2000","04","01",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"2600","2019-12-09 17:29:44-03","UFPR","EFC","10790","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L",NA,"Bardelli-da-Silva, M.Y.","51","2011","06","15","Brasil","Paraná","Araucária","REPAR","-49.3478","-25.5889","-49.3478","-25.5889","890","890","Herbácea ereta, 1 m, várzea, 890m s.n.m.","EFC010790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2601","2019-12-09 17:29:44-03","UFPR","EFC","10263","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L","Araújo, A.C.","Kozera, C.; Sanches, A.","3186","2006","05","10","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","830","830","Herbácea em várzea.","EFC010263",NA,"2007","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602","2019-12-09 17:29:44-03","UFPR","EFC","11069","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L",NA,"Bardelli-da-Silva, M.Y.","165","2012","01","20","Brasil","Paraná","Araucária","REPAR","-49.3478","-25.5889","-49.3478","-25.5889","890","890","Herbácea ereta, 40cm, várzea, 890m s.n.m.","EFC011069",NA,"2012","02","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2603","2019-12-09 17:29:44-03","UFPR","EFC","9726","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L","Kozera, C.","Kozera, C.",NA,"2003","03","18","Brasil","Paraná","Guarapuava","Rio São Jerônimo","-51.4767","-25.6686","-51.4767","-25.6686","1150","1150","Herbácea 80cm em várzea a 1150m s.n.m., Cambissolo Húmico.","EFC009726",NA,"2003","05","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604","2019-12-09 17:29:44-03","UFPR","EFC","11571","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L","Kozera, C.","Borgo, M.; Reinert, B.L.; Bornschein, M.R.","526","1999","11","24","Brasil","Paraná","Antonina","Rio Curitibaíba","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"herbácea de inflorescência esverdeada, em terreno lodoso a margem do rio. (UPCB 42173)","EFC011571",NA,"2000","04","01",NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"2605","2019-12-09 17:29:44-03","UFPR","EFC","11575","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L","Kozera, C.","Borgo, M.; Reinert, B.L.; Bornschein, M.R.","585","2000","02","01","Brasil","Paraná","Guaratuba","Ilha da Paca","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"herbácea de inflorescência esverdeada, em vegetação pioneira de influência flúvio-marinha. (UPCB 42171)","EFC011575",NA,"2000","04","01",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"2606","2019-12-09 17:29:44-03","UFPR","EFC","10277","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L","Araújo, A.C.","Kozera, C.; Kozera, O.P.","2739","2005","12","07","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","830","830","Herbácea cespitosa em várzea.","EFC010277",NA,"2007","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2607","2019-12-09 17:29:44-03","UFPR","EFC","11523","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L","Heffer, S.M.","Moro, R.S.",NA,"2003","04","27","Brasil","Paraná","Ponta Grossa","Fazenda Rivadaria","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"borda da represa, próximo estação abandonada, frequente (UEPG 11081)","EFC011523",NA,"2008","06","16",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"2608","2019-11-13 11:18:35-03","USP","SPF","134900","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Araújo, AC","Rezende, JM","306","1996","01","17","Brasil","Distrito Federal","Samambaia","Parque Boca da Mata","-48.05","-15.866667","-48.05","-15.866667","1150","1150",NA,"SPF00134900",NA,"2000","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2609","2019-11-13 11:18:35-03","USP","SPF","105890","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, M","Nakagomi, MY","20","1994","09","06","Brasil","São Paulo","Cananéia",NA,"-47.84175","-24.900806","-47.84175","-24.900806",NA,NA,NA,"SPF00105890",NA,"2003","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2610","2021-03-15 18:26:35-03","USP","SPF","116890","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Vitta, FA","Harley, RM","25049","1988","10","15","Brasil","Minas Gerais","Grão Mogol","Ca. 7km ao direção sul da cidade, na estrada para Francisco Sá. Campo rupestre/cerrrado. Afloramento de arenito e areia branca. Em depressão na areia perto do rio.","-42.933333","-16.616667","-42.933333","-16.616667","700","850","Erva cespitosa, raízes vináceas.","SPF00116890",NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2611","2019-11-13 11:18:35-03","USP","SPF","138878","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Araújo, AC","Rodrigues, AC","7","1997","07","12","Brasil","Mato Grosso do Sul","Corumbá","Pantanal do miranda-Abobral. Passo do Lontra. Rodovia MS 122, depois da 13a ponte.","-57.045","-19.463333","-57.045","-19.463333",NA,NA,NA,"SPF00138878",NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2612","2019-11-13 11:18:35-03","USP","SPF","143098","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Prata, AP","Forzza, RC","1662","2000","08","02","Brasil","Goiás","Colinas do Sul",NA,"-48.083333","-14.183333","-48.083333","-14.183333",NA,NA,NA,"SPF00143098",NA,"2001","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613","2019-11-13 11:18:35-03","USP","SPF","203398","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Simpson, DA","Harley, RM","27307a","1988","12","20","Brasil","Bahia","Rio de Contas","Pico das Almas","-41.983333","-13.5","-41.983333","-13.5",NA,NA,NA,"SPF00203398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2614","2019-11-13 11:18:35-03","USP","SPF","150923","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Anônimo","Araújo, AC","1252","2000","01","29","Brasil","Bahia","Rio de Contas",NA,"-41.818806","-13.616833","-41.818806","-13.616833",NA,NA,NA,"SPF00150923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2615","2019-11-13 11:18:35-03","USP","SPF","158546","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Alves, M","França, F","3921","2002","12","14","Brasil","Bahia","Lençóis",NA,"-41.3325","-12.676111","-41.3325","-12.676111","320","360",NA,"SPF00158546",NA,"2007","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2616","2019-11-13 11:18:35-03","USP","SPF","167829","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Thomas, WW","Forzza, RC","3751","2004","12","16","Brasil","Minas Gerais","Diamantina",NA,"-43.542778","-18.3525","-43.542778","-18.3525","1194","1194",NA,"SPF00167829",NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2617","2019-11-13 11:18:35-03","USP","SPF","185303","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Anônimo","Souza, VC","32601","2007","02","18","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Distrito de São José da Cachoeira. Trilha para a Cachoeira Bonita.","-43.776389","-18.977778","-43.776389","-18.977778","680","680",NA,"SPF00185303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2618","2019-11-13 11:18:35-03","USP","SPF","186030","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Anônimo; Araújo, AC","Forzza, RC","4914","2007","11","18","Brasil","Minas Gerais","Botumirim","Estrada para o Rio do Peixe, entrada a 2,2 km de Botumirim, em frente à fazenda Botafogo.","-43.014722","-16.916944","-43.014722","-16.916944","803","803",NA,"SPF00186030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2619","2019-11-13 11:18:35-03","USP","SPF","20489","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Mayo, S","Harley, RM","19220","1977","03","01","Brasil","Bahia","Morro do Chapéu",NA,"-41.033333","-11.633333","-41.033333","-11.633333","900","900",NA,"SPF00020489",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2620","2019-11-13 11:18:35-03","USP","SPF","20511","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Mayo, S","Harley, RM","19213","1977","03","01","Brasil","Bahia","Morro do Chapéu",NA,"-41.033333","-11.633333","-41.033333","-11.633333","900","900",NA,"SPF00020511",NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2621","2021-03-15 18:26:35-03","USP","SPF","210019","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","haspan","Cyperus haspan","L.","Araújo, AC","Zappi, DC","1613","2009","02","27","Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Início da trilha da Senhorinha.","-43.775087","-18.963736","-43.775087","-18.963736",NA,NA,"Erva semi-imersa, folhas com base vinácea, inflorescência esverdeada.; Campo rupestre. com afloramentos rochosos na encosta, perto do riachinho.","SPF00210019",NA,"2009","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
