"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex","typeStatus"
"34","2021-02-11 17:20:53-03","UFPR","UPCB","92459","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Reichb. f. ) Cisternas & Salazar","Santos, T.F. | Smidt, E.","Varella, L.F.","s/n","2016","10","01",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro São Caetano","-51.2299995422363","-30.0331001281738",NA,"Sápalas e pétalas verdes, labelo roxo.","UPCB0037319","UPCB0037319",NA,"2017",NA,NA,"29946","auto",NA,NA,NA,NA
"35","2021-02-11 17:20:53-03","UFPR","UPCB","92459","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Reichb. f. ) Cisternas & Salazar","Santos, T.F. | Smidt, E.","Varella, L.F.","s/n","2016","10","01",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro São Caetano","-51.2299995422363","-30.0331001281738",NA,"Sápalas e pétalas verdes, labelo roxo.","UPCB0037319","UPCB0037319",NA,"2017",NA,NA,"29946","auto",NA,NA,NA,NA
"36","2009-07-21 23:34:00-03","MO","MOBOT","2480546","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","pennicillata","Geoblasta pennicillata","(Rchb. f.) Hoehne ex M.N. Correa",NA,"Per Dusén","Dusén 6685",NA,NA,NA,"South America","Brazil","Paraná",NA,"Curitiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-02-25 14:27:00-03","MO","MOBOT","2518028","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Geoblasta","pennicillata","Geoblasta pennicillata","(Rchb. f.) Hoehne ex M.N. Correa",NA,"Mariano B. Berro","Berro 435","1898","10","25","South America","Uruguay","Soriano",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","922197","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Chloraea","pennicillata","Chloraea pennicillata",NA,NA,"W. E. Safford","109","1886","10","24","South America","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"39","2020-09-12 05:00:02-03","US","US","1134105","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Chloraea","pennicillata","Chloraea pennicillata",NA,NA,"C. Osten","5290","1910","10","23","South America","Uruguay","Montevideo",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"40","2019-07-09 12:43:58-03","F","FMNH-SEEDPLANTS","V0433252F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Geoblasta","pennicillata","Geoblasta pennicillata",NA,NA,"A. I. Pastore","1171","1937","11","21","South America","Argentina",NA,NA,NA,"-64.9208","-35.3869",NA,NA,"V0433252F","V0433252F_01","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-07-09 12:43:58-03","F","FMNH-SEEDPLANTS","V0433253F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Geoblasta","pennicillata","Geoblasta pennicillata",NA,NA,"P. Dusén","6685","1908","9","8","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0433253F","V0433253F_01","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-07-09 12:43:58-03","F","FMNH-SEEDPLANTS","V0433254F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Geoblasta","pennicillata","Geoblasta pennicillata",NA,NA,"P. Dusén","15495","1914","9","5","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0433254F","V0433254F_01","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Chloraea","arechavaletae","Chloraea arechavaletae","Kraenzl.",NA,"Arechavaleta, J","488",NA,NA,NA,"Southern America","Uruguay","Montevideo",NA,"in saxosis ad Independencia prope Montevideo.",NA,NA,NA,NA,NA,"P03P4N0020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Chloraea","arechavaletae","Chloraea arechavaletae","Kraenzl.",NA,"Gibert, JE","488",NA,NA,NA,"Southern America","Uruguay","Montevideo",NA,"Habitat prope Montevideo.",NA,NA,NA,NA,NA,"P03P4N0020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Chloraea","arechavaletae","Chloraea arechavaletae","Kraenzl.",NA,"Arechavaleta, J","2615",NA,NA,NA,"Southern America","Uruguay","Montevideo",NA,"Bar. de Capanema.&nf;in saxosis ad Independencia prope Montevideo.",NA,NA,NA,NA,NA,"P03P4N0020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:11:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Chloraea","teixeirana","Chloraea teixeirana","(Barb.Rodr.) Cogn.",NA,"?","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná ","Curitiba","Habitat locis argillosis siccis prope Curitiba prov Paraná.","-49.2731","-25.4278",NA,NA,NA,"P03P4N0018",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"47","2021-02-08 12:52:10-03","UFRGS","ICN","177592","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Singer, RB; Sanguinetti, A","914","2013","10","07","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039253",NA,NA,"2013","10","07","30776","auto",NA,NA,NA,NA
"48","2021-02-08 12:52:10-03","UFRGS","ICN","177559","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Nervo, MH","730","2011","09","03","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039255",NA,NA,"2011","09","03","30776","auto",NA,NA,NA,NA
"49","2021-02-08 12:52:10-03","UFRGS","ICN","177537","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Singer, RB","648","2010","10","28","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039256",NA,NA,"2010","10","28","30776","auto",NA,NA,NA,NA
"50","2021-02-08 12:52:10-03","UFRGS","ICN","177595","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Nervo, MH","950","2012","09","06","América do Sul","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"ICN00039252",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA
"51","2021-02-08 12:52:10-03","UFRGS","ICN","177562","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Singer, RB","744","2011","10","05","América do Sul","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,"ICN00039254",NA,NA,"2011","10","05","76715","auto",NA,NA,NA,NA
"52","2021-02-08 12:52:10-03","UFRGS","ICN","177592","S","Plantae","Monocotyledon",NA,"Orchidaceae","Bipinnula","penicillata","Bipinnula penicillata","(Rchb. f.) Cisternas & Salazar","Buzatto, CR","Buzatto, CR; Singer, RB; Sanguinetti, A","914","2013","10","07","América do Sul","Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"ICN00039253",NA,NA,"2013","10","07","30776","auto",NA,NA,NA,NA
