"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","1184797","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. C. Brade","1941","09","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478926' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184797","Pteridophyta","Polypodiales","Rosenst.","A. C. Brade","16947","Minas Gerais",NA,"Serra do Caparaó","-41.829426","-20.454471","2000","2000","NY01184797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","149614","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. Löfgren","1894","04",NA,"South America","Brazil","sheet",NA,"The No. 7845 may be a number of the herbarium at Inst. Biologico and not a Collection Number of Loefgren & Edwall. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00149614","Pteridophyta","Polypodiales","Rosenst.",NA,"7845","São Paulo",NA,"[Campo do] Bocaina","-44.684548","-23.029725",NA,NA,"NY00149614_01","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1184787","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. C. Brade","1937","03",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478890' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184787","Pteridophyta","Polypodiales","Rosenst.","A. C. Brade","15523","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiana.","-44.5631","-22.4961","2000","2300","NY01184787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3108066","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","W. Meier","2000","12","28","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3580815' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108066","Pteridophyta","Polypodiales","Rosenst.","F. B. Matos","7818","Yaracuy",NA,"Límites Distrito Nirgua - Distrito San Felipe, al NW de Nirgua: Montaña El Zapatero, parte suroeste: Fila Jaiguao y extensión al E (según mapa de la Cartografía Nacional 1977, Hoja 6446).","-68.6416667","10.23","1100","1400","NY03108066_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02682961","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","R. Engelmann","2010","07","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2946704' target='other'> <mi>dwc_moreinfo</mi></a>","NY02682961","Pteridophyta","Polypodiales","Rosenst.",NA,"RE683","Rio de Janeiro","Teresópolis","Trilha do Morro da Cruz trail, próximo a trilha da Pedra do Sino. Parque Nacional da Serra dos Órgãos","-43.020278","-22.456944",NA,NA,"NY02682961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03696707","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","F. B. Matos","2016","01","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3945889' target='other'> <mi>dwc_moreinfo</mi></a>","NY03696707","Pteridophyta","Polypodiales","Rosenst.",NA,"2536","Rio de Janeiro","Teresópolis","Parque nacional da Serra dos Órgãos, Trilha da Pedro do Sino.","-43.015","-22.4497","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02597039","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","P. G. Windisch","1980","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2870403' target='other'> <mi>dwc_moreinfo</mi></a>","NY02597039","Pteridophyta","Polypodiales","Rosenst.",NA,"2916","São Paulo","Campos do Jordao","Divisa com Pindamonhangaba, São José dos Alpes","-45.58","-22.75","1800",NA,"NY02597039_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","810671","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. C. Brade","1937","03",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810671","Pteridophyta","Polypodiales","Rosenst.","A. C. Brade","15523","Rio de Janeiro","Itatiaia","Itatiaia","-44.5631","-22.4961","2000","2300","NY00810671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","149615","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. Löfgren","1894","04","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00149615","Pteridophyta","Polypodiales","Rosenst.",NA,"s.n.","São Paulo",NA,"Campo do Bocaina","-44.684548","-23.029725",NA,NA,"NY00149615_01","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02239933","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","T. E. Almeida","2006","10","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2495638' target='other'> <mi>dwc_moreinfo</mi></a>","NY02239933","Pteridophyta","Polypodiales","Rosenst.",NA,"560","Minas Gerais","Santo Antônio de Itambé","Parque Estadual do Pico do Itambé. Pico do Itambé, trilha do Capivari e Grotas perto do Pico.","-43.34417","-18.39778","1932",NA,"NY02239933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1184795","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","A. C. Brade","1940","08","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1478918' target='other'> <mi>dwc_moreinfo</mi></a>","NY01184795","Pteridophyta","Polypodiales","Rosenst.","A. C. Brade","16639","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgãos, Pedra Assú.","-43.065577","-22.483289","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:44:25-03","NBC","NL-BOTANY","L.3544394","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Hatschbach GG","1969","04","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3544394 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3544394",NA,"Polypodiales","Rosenst.",NA,NA,NA,NA,"Est Paraná, Mun Balsa Nova, Serra S'Ana.",NA,NA,NA,NA,"NL-L3544394",NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:21:14-03","ESALQ","ESA","92013","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Ribas, O.S. et al.","2004","01","16",NA,"Brasil",NA,NA,NA,"ESA092013","Pteridophyta",NA,NA,NA,"5782.0","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:27:51-03","MN","R","223233","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Costa, T.V.; Silva, A.G.O.","2014","02","21",NA,"Brasil",NA,NA,NA,"R010054760,R010054761",NA,NA,"Rosenst.","Costa, T.V. & Sylvestre, L.S.","66","Rio de Janeiro","Petrópolis","Serra dos Órgãos",NA,"-22.461778","1792","1792",NA,NA,NA,NA,NA,"2014","04","08","43° 04' 19.2","22° 27' 42.4S",NA,NA
"25","2021-01-14 15:27:51-03","MN","R","213980","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Jordão, L.S.B.; Sylvestre, L.S.; Dias, M.S.; Freitas, T.R.S. & Neri, J.","2012","07","06",NA,"Brasil",NA,NA,NA,"R010055486,R010055487",NA,NA,"Rosenst.","Lucas Jordão","24","Minas Gerais","Itamonte","Parque Nacional do Itatiaia","-44.737333","-22.359528","2025","2025",NA,NA,NA,NA,NA,"2012","07","10","44°44'14.4W","22°21'34.3S",NA,NA
"26","2021-01-14 15:27:51-03","MN","R","113694","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Brade, A.C.","1929","06","07",NA,"Brasil",NA,NA,NA,"R010054709,R010054710",NA,NA,"Rosenst.","Brade, A.C.","9900","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","2200","2200",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:27:51-03","MN","R","21221","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Brade, A.C.","1929","10","08",NA,"Brasil",NA,NA,NA,"R010054713,R010054708",NA,NA,"Rosenst.","Brade, A.C.","9614","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344","2100","2100",NA,NA,NA,"38539","auto","1960",NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:27:51-03","MN","R","21220","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Brade, A.C.","1929","10","21",NA,"Brasil",NA,NA,NA,"R010054717,R010054718,R010054719",NA,NA,"Rosenst.","Brade, A.C.","9762","Rio de Janeiro","Teresópolis","Guarani","-42.9655990600586","-22.4122009277344","1600","1600",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:27:51-03","MN","R","86308","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Brade, A.C.","1929","09","26",NA,"Brasil",NA,NA,NA,"R010054721,R010054722",NA,NA,"Rosenst.","Kieling-Rubio, M.A.","9399","Rio de Janeiro","Teresópolis","Guarani","-42.9655990600586","-22.4122009277344","1500","1500",NA,NA,NA,"38539","auto","2011","09","05",NA,NA,NA,NA
"30","2021-01-14 15:27:51-03","MN","R","21926","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Brade, A.C.","1930","06","21",NA,"Brasil",NA,NA,NA,"R010054725",NA,NA,"Rosenst.","Brade, A.C.","10142","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459","2000","2000",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:27:51-03","MN","R","86257","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Brade, A.C.","1930","06",NA,NA,"Brasil",NA,NA,NA,"R010054707",NA,NA,"Rosenst.","Brade, A.C.",NA,"Rio de Janeiro","Resende","Serra do Itatiaia","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,NA,"36089","auto","1960",NA,NA,NA,NA,NA,NA
"32","2021-01-15 14:41:37-03","MN","R","107428","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Vidal, J.","1952","12","18",NA,"Brasil",NA,NA,NA,"R010054714,R010054715,R010054716",NA,NA,"Rosenst.","Jovelino, R.F.","II-J - 722","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344","2000","2000",NA,NA,NA,"38539","auto","1993","05","10",NA,NA,NA,NA
"33","2021-01-15 14:41:37-03","MN","R","107432","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Vidal, J.","1952","12","18",NA,"Brasil",NA,NA,NA,"R010054758",NA,NA,"Rosenst.","Matos, F.B.","II - 5769","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344","2000","2000",NA,NA,NA,"38539","auto","2013","10","18",NA,NA,NA,NA
"34","2021-01-14 15:27:51-03","MN","R","113888","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Lutz, B.M.J.","1947","04","03",NA,"Brasil",NA,NA,NA,"R010054720",NA,NA,"Rosenst.","Brade, A.C.",NA,"Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,"38539","auto","1960",NA,NA,NA,NA,NA,NA
"35","2021-01-15 14:41:37-03","MN","R","169647","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Vidal, J.","1952","01",NA,NA,"Brasil",NA,NA,NA,"R010054756,R010054757",NA,NA,"Rosenst.","Matos, F.B.","II - 160","Rio de Janeiro","Teresópolis","Serra dos Órgãos","-42.9655990600586","-22.4122009277344","1400","1400",NA,NA,NA,"38539","auto","2013","10","18",NA,NA,NA,NA
"36","2019-08-27 13:35:17-03","IAP","PACA-AGP","79049","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Hatschbach, G.","1969","04","18",NA,"Brasil",NA,NA,"Habitat: nos paredões sombrios de arenito","PACA079049","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","21350","PR","Balsa Nova","Serra Santana","-49.6356010437012","-25.5839004516602","1100","1100",NA,NA,"Filicopsida","27346","auto","1969","09",NA,NA,NA,NA,NA
"37","2019-08-27 13:35:17-03","IAP","PACA-AGP","79046","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sehnem, A.","1950","12","19",NA,"Brasil",NA,NA,"Habitat: super rupem in humo","PACA079046","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","5191","RS","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525","1000","1000",NA,NA,"Filicopsida","76715","auto","1973",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:35:17-03","IAP","PACA-AGP","79048","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sehnem, A.","1963","01","17",NA,"Brasil",NA,NA,"Habitat: in humo ad declivium in silva","PACA079048","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","8131","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525","900","900",NA,NA,"Filicopsida","76715","auto","1973",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:35:17-03","IAP","PACA-AGP","79044","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Reitz, R.","1949","12","21",NA,"Brasil",NA,NA,"Habitat: rupestre epifita","PACA079044","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","3482","SC","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676","1700","1700",NA,NA,"Filicopsida","35974","auto","1973",NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:35:17-03","IAP","PACA-AGP","79045","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sehnem, A.","1950","01","19",NA,"Brasil",NA,NA,"Habitat: ad rupem in silvula","PACA079045","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","4340","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203","100","100",NA,NA,"Filicopsida","55856","auto","1973",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:35:17-03","IAP","PACA-AGP","79047","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Sehnem, A.","1951","02","24",NA,"Brasil",NA,NA,"Habitat: in humo super rupem in silva","PACA079047","Pteridophyta","Polypodiales","Rosenst.","A. Sehnem SJ","5648","RS","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525","950","950",NA,NA,"Filicopsida","76715","auto","1973",NA,NA,NA,NA,NA,NA
"42","2020-10-20 14:17:17-03","UFOPA","HSTM","10781","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","Dittrich V. A. O; Lima, V. L; Landroz, E.","2015","03","24",NA,"Brasil",NA,NA,NA,"HSTM010781",NA,NA,"Rosenst.","Dittrich V. A. O","2072","Minas Gerais","Baependi","Parque estadual da Serra do Papagaio. Trilha da Macieira ao retiro dos Pedros","-44.679167","-22.062222","2165","2165",NA,NA,NA,NA,NA,"2015","03","01","44º40'45''W","22º3'44''S",NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0003341","PreservedSpecimen","Plantae","Lomariopsidaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","O. S. Ribas; J. M. Silva, G. F. Simon","2004","1","16",NA,"Brazil",NA,NA,NA,NA,"Pteridophyta","Polypodiales","Rosenst.","R. Kersten","5782","Parana",NA,"Serra da Bocaina (Mun. Bocaiuva do Sul).","-49.1333","-25.1833",NA,NA,NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-30 18:33:16-03","UFJF","CESJ","27212","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","J.E.Z. Oliveira; D. Graçano; P.B. Pita","1993","06","26","América do Sul","Brasil",NA,NA,"Mesófila e ciófita. Altitude 1280m. Terrestre, ocorrendo em tufos, na borda da mata de galeria, infrequente no parque. Hábito herbáceo.","CESJ027212","Polypodiopsida",NA,"Rosenst.","R.F. Novelino","315","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata do Martimiano, do lado esquerdo do aceiro, descendo para a Pedra Quadrada.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,"30417","auto","1994","02","28",NA,NA,NA,NA
"45","2019-11-21 14:52:23-03","UFJF","CESJ","23135","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","L. Krieger; et al.","1988","11","19","América do Sul","Brasil",NA,NA,"Rupícola, em mata rala. Grandes formações. Frondes muito robustas.","CESJ023135","Polypodiopsida",NA,"Rosenst.","R.F. Novelino","CESJ23135","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,"CESJ023135",NA,NA,NA,NA,"1989","09","27",NA,NA,NA,NA
"46","2019-11-21 14:52:23-03","UFJF","CESJ","23152","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","L. Krieger; et al.","1988","11","19","América do Sul","Brasil",NA,NA,"Em mata rala. Rupícola. Grandes formações. Frondes muito robustas.","CESJ023152","Polypodiopsida",NA,"Rosenst.","R.F. Novelino","CESJ23152","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,"CESJ023152",NA,NA,NA,NA,"1990","05","17",NA,NA,NA,NA
"47","2019-11-21 14:52:23-03","UFJF","CESJ","23521","PreservedSpecimen","Plantae","Dryopteridaceae","Elaphoglossum","edwallii","Elaphoglossum edwallii","M.C. Brügger; et al.","1988","10","15","América do Sul","Brasil",NA,NA,NA,"CESJ023521","Polypodiopsida",NA,"Rosenst.","R.F. Novelino","FPNC734","Minas Gerais",NA,"Parque Nacional do Caparaó",NA,NA,NA,NA,"CESJ023521",NA,NA,NA,NA,"1990","05","17",NA,NA,NA,NA
