"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","infraspecificEpithet","fieldNumber","typeStatus","individualCount","sex"
"476","2019-10-07 09:20:49-03","UEFS","HUEFS","106026","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans var. densiflorus","Kük.",NA,NA,NA,NA,"Moseley, H.N.","1873","09",NA,"Brasil","Pernambuco","Fernando de Noronha",NA,"-32.4108009338379","-3.84028005599976","8269",NA,"HUEFS0106026","auto",NA,NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,NA,NA,"Lilianae",NA,NA,"var. densiflorus",NA,NA,NA,NA
"477","2019-11-08 15:01:00-03","UEFS","HUEFS","252839","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L. f.",NA,NA,NA,NA,"Silva L..B.","2019","01","26","Brasil","Pernambuco","Sirinhaém","Banco de sementes da usina trapiche, cultivado na Universidade Federal Rural de Pernambuco.","-35.1161003112793","-8.59082984924316","20997",NA,"HUEFS0252839","auto","76",NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA
"478","2019-10-07 09:20:49-03","UEFS","HUEFS","208943","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Ribeiro, A.R.O.","2010","05","29","Brasil","Rio Grande do Norte","Jurucutu","Serra João do Vale, Comunidade Chá do Cajueiro.","-37.137222","-6.000556",NA,"Caatinga serrana.","HUEFS0208943",NA,"238",NA,NA,NA,"Angiospermae","Poales","HUEFS0208943",NA,NA,"37W8'14''","6S0'2''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"479","2019-10-07 09:20:49-03","UEFS","HUEFS","106027","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Salzmann, P.",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"HUEFS0106027",NA,NA,NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA
"480","2019-10-07 09:20:49-03","UEFS","HUEFS","122960","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","S.M.Costa","2008","10",NA,"Funch, R.","2004","03","31","Brasil","Bahia","Mucugê","Capa Bode.","-41.323889","-12.971389",NA,"Campo rupestre.","HUEFS0122960",NA,"296",NA,NA,NA,"Angiospermae","Poales","HUEFS0122960","1140","1140","41W19'26''","12S58'17''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"481","2019-10-07 09:20:49-03","UEFS","HUEFS","181309","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Oliveira, R.P.","2011","11","02","Brasil","Bahia","Mucugê","Arredores da cidade, trilha para o vale do Medonho. Na beira do rio.","-41.373889","-13.033056",NA,NA,"HUEFS0181309",NA,"2069",NA,NA,NA,"Angiospermae","Poales",NA,"967","967","41W22'26''","13S1'59''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"482","2019-10-07 09:20:49-03","UEFS","HUEFS","206016","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Carneiro-Torres, D.S.","2014","01","24","Brasil","Bahia","Rio de Contas","Estrada Real.","-41.815","-13.61",NA,NA,"HUEFS0206016",NA,"1161",NA,NA,NA,"Angiospermae","Poales","HUEFS0206016","854","854","41W48'54''","13S36'36''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"483","2019-10-07 09:20:49-03","UEFS","HUEFS","206928","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Melo, E.","2014","04","18","Brasil","Bahia","Piatã","Beira do rio de Contas.","-41.686944","-13.1125",NA,"Margem doe rio e mata ciliar.","HUEFS0206928",NA,"12600",NA,NA,NA,"Angiospermae","Poales",NA,"861","861","41W41'13''","13S6'45''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"484","2019-10-07 09:20:49-03","UEFS","HUEFS","221734","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Araújo, E.","2015","06","05","Brasil","Pernambuco","Floresta","Lagoa temporária ca. 150m de extensão à 20km do canal.","-38.521389","-8.7",NA,"Savana Estépica. Luvissolo Crômico Órtico","HUEFS0221734",NA,"10",NA,NA,NA,"Angiospermae","Poales","HUEFS0221734","349","349","38W31'17''","8S42'0''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"485","2019-10-07 09:20:49-03","UEFS","HUEFS","221792","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Araújo, E.","2015","07","10","Brasil","Paraíba","São José de Piranhas","Reservatório Cuncas","-38.599167","-7.101944",NA,"Savana Estépica. Luvissolo Crômico Órtico","HUEFS0221792",NA,"42",NA,NA,NA,"Angiospermae","Poales","HUEFS0221792","367","367","38W35'57''","7S6'7''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"486","2019-10-07 09:20:49-03","UEFS","HUEFS","22767","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Mattos-Silva, L.A.","1995","08","30","Brasil","Bahia","Ilhéus","Campus da Universidade Estadual de Santa Cruz (UESC), Km 16 da rod. Ilhéus/Itabuna.","-39.166667","-14.8",NA,"Solo argiloso.","HUEFS0022767",NA,"3228",NA,NA,NA,"Angiospermae","Poales","HUEFS0022767","40","40","39W10'","14S48'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"487","2019-10-07 09:20:49-03","UEFS","HUEFS","228018","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Sousa, N.L.","2013","01","04","Brasil","São Paulo","Analândia","Fazenda Pedra Vermelha.","-47.777778","-22.130556",NA,"Campo úmido, solo turfoso, encharcado.","HUEFS0228018",NA,"315",NA,NA,NA,"Angiospermae","Poales","HUEFS0228018","760","770","47W46'40''","22S7'50''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"488","2019-10-07 09:20:49-03","UEFS","HUEFS","2393","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","D.Simpson","1986","12",NA,"Noblick, L.R.","1983","05","06","Brasil","Bahia","Feira de Santana",NA,"-38.966667","-12.25",NA,NA,"HUEFS0002393",NA,"2614",NA,NA,NA,"Angiospermae","Poales","HUEFS0002393",NA,NA,"38W58'","12S15'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"489","2019-10-07 09:20:49-03","UEFS","HUEFS","373","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Noblick, L.R.","1980","07","31","Brasil","Bahia","Feira de Santana",NA,"-39.05","-12.533333",NA,NA,"HUEFS0000373",NA,"1967",NA,NA,NA,"Angiospermae","Poales","HUEFS0000373",NA,NA,"39W3'","12S32'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"490","2019-10-07 09:20:49-03","UEFS","HUEFS","4852","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Noblick, L.R.","1985","07","10","Brasil","Bahia","Riachão do Jacuípe",NA,"-39.816667","-11.366667",NA,NA,"HUEFS0004852",NA,"4079",NA,NA,NA,"Angiospermae","Poales","HUEFS0004852",NA,NA,"39W49'","11S22'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"491","2019-10-07 09:20:49-03","UEFS","HUEFS","27360","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","S.M.Costa","2008","10",NA,"França, F.","1997","05","04","Brasil","Bahia","Anguera","Lagoa 5.","-39.151944","-12.193889",NA,"Lagoa","HUEFS0027360",NA,"2236",NA,NA,NA,"Angiospermae","Poales","HUEFS0027360",NA,NA,"39W9'7''","12S11'38''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"492","2019-10-07 09:20:49-03","UEFS","HUEFS","3105","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","S.M.Costa","2008","10",NA,"Noblick, L.R.","1984","03","01","Brasil","Bahia","Ribeira do Pombal","Faz. Salgadinho, BR 110, 8 km ao sul da cidade.","-38.55","-10.833333",NA,NA,"HUEFS0003105",NA,"2947",NA,NA,NA,"Angiospermae","Poales","HUEFS0003105",NA,NA,"38W33'","10S50'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"493","2019-10-07 09:20:49-03","UEFS","HUEFS","43968","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","S.M.Costa","2008","10",NA,"Ribeiro-Filho, A.A.","2000","03","09","Brasil","Bahia","Lençóis","Rio Mandassaia, Barro Branco, Parque Nacional da Chapada Diamantina.","-41.341667","-12.341667",NA,"Mata ciliar","HUEFS0043968",NA,"66",NA,NA,NA,"Angiospermae","Poales","HUEFS0043968",NA,NA,"41W20'30''","12S20'30''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"494","2019-10-07 09:20:49-03","UEFS","HUEFS","4631","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Noblick, L.R.","1985","07","16","Brasil","Bahia","Miguel Calmon",NA,"-40.6","-11.416667",NA,NA,"HUEFS0004631",NA,"3858",NA,NA,NA,"Angiospermae","Poales","HUEFS0004631",NA,NA,"40W36'","11S25'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"495","2019-10-07 09:20:49-03","UEFS","HUEFS","4764","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Noblick, L.R.","1985","07","05","Brasil","Bahia","Dom Macedo Costa",NA,"-39.166667","-12.933333",NA,NA,"HUEFS0004764",NA,"3991",NA,NA,NA,"Angiospermae","Poales","HUEFS0004764",NA,NA,"39W10'","12S56'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"496","2019-10-07 09:20:49-03","UEFS","HUEFS","4966","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Noblick, L.R.","1985","07","17","Brasil","Bahia","Serra Preta",NA,"-39.483333","-12.166667",NA,NA,"HUEFS0004966",NA,"4193",NA,NA,NA,"Angiospermae","Poales","HUEFS0004966",NA,NA,"39W29'","12S10'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"497","2019-10-07 09:20:49-03","UEFS","HUEFS","79682","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Fontana, A.P.","2014","10","02","Brasil","Paraíba","Conceição","Açude Vídeo. Sítio Poções.","-38.406944","-7.373056",NA,"Áreas de Tensão Ecológica. Neossolo Litólico Eutrófico","HUEFS0079682",NA,"8655",NA,NA,NA,"Angiospermae","Poales","HUEFS0079682","587","587","38W24'25''","7S22'23''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"498","2019-10-07 09:20:49-03","UEFS","HUEFS","28370","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","S.M.Costa","2008","10",NA,"Saar, E.","1997","02","06","Brasil","Bahia","Parnamirim","Barragem do Zabumbão.","-42.210833","-13.435",NA,"Solo arenoso, com afloramentos rochosos.","HUEFS0028370",NA,"PCD5189",NA,NA,NA,"Angiospermae","Poales","HUEFS0028370","670","670","42W12'39''","13S26'6''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"499","2019-10-07 09:20:49-03","UEFS","HUEFS","9606","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Mattos-Silva, L.A.","1989","04","13","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662","61245",NA,"HUEFS0009606","auto","2691",NA,NA,NA,"Angiospermae","Poales","HUEFS0009606","50","50",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA
"500","2019-10-07 09:20:49-03","UEFS","HUEFS","5841","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","S.M.Costa","2008","10",NA,"Oliveira, E.L.P.G.de","1984","07","19","Brasil","Bahia","Ipirá",NA,"-39.7372016906738","-12.1583003997803","44834",NA,"HUEFS0005841","auto","757",NA,NA,NA,"Angiospermae","Poales","HUEFS0005841",NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA
"501","2019-10-07 09:20:49-03","UEFS","HUEFS","106026","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans var. densiflorus","Kük.",NA,NA,NA,NA,"Moseley, H.N.","1873","09",NA,"Brasil","Pernambuco","Fernando de Noronha",NA,"-32.4108009338379","-3.84028005599976","8269",NA,"HUEFS0106026","auto",NA,NA,NA,NA,"Angiospermae","Poales",NA,NA,NA,NA,NA,"Lilianae",NA,NA,"var. densiflorus",NA,NA,NA,NA
"502","2018-04-19 09:41:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"RRC ID Flag",NA,NA,NA,"A. H. Gentry","1977","3","31","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,NA,"18925","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"18925",NA,NA,NA
"503","2018-04-19 09:33:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"RRC ID Flag",NA,NA,NA,"C. E. Benítez de Rojas","1968","7","6","Venezuela","Carabobo",NA,NA,NA,NA,NA,NA,NA,NA,"335","South America",NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,"335",NA,NA,NA
"504","2019-01-25 15:34:39-02","IAC","IAC","18713","S","Plantae","Cyperaceae","Cyperus","distan","Cyperus distan","L.f.","Rotheisberger","1974","10","31","A.P. Toledo & E. Zink",NA,NA,NA,"Brasil","São Paulo","Campinas","Estádio do Guarani","-47.0608","-22.9056",NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,"-47.0608","-22.9056",NA,NA,NA,NA,NA,NA,NA,NA
"505","2020-07-23 12:04:16-03","CEPLAC","CEPEC","33597","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"L. R. Noblick",NA,NA,NA,"L. R. Noblick","1980","07","31","Brasil","Bahia","FEIRA DE SANTANA","Represa de Bananeira.","-39.05","-12.533333",NA,"<ll>dwc_commonname:</ll> Capim-junco",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,"39W3'0","12S32'0",NA,"30/12/1980",NA,NA,NA,NA,NA,NA
"506","2020-07-23 12:04:16-03","CEPLAC","CEPEC","34678","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"S. Mayo",NA,NA,NA,"L. R. Noblick","1983","05","06","Brasil","Bahia","FEIRA DE SANTANA","Campus da UEFS.","-38.966667","-12.25",NA,NA,NA,NA,"2614",NA,NA,NA,NA,NA,NA,NA,NA,"38W58'0","12S15'0",NA,"15/12/1986",NA,NA,NA,NA,NA,NA
"507","2020-07-23 12:04:16-03","CEPLAC","CEPEC","40055","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"L. R. Noblick",NA,NA,NA,"L. R. Noblick","1985","07","05","Brasil","Bahia","DOM MACEDO COSTA","Faz. Mocambo.","-39.166667","-12.933333",NA,NA,NA,NA,"3991",NA,NA,NA,NA,NA,NA,NA,NA,"39W10'0","12S56'0",NA,"30/12/1985",NA,NA,NA,NA,NA,NA
"508","2020-07-23 12:04:16-03","CEPLAC","CEPEC","67315","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"L. A. Mattos-Silva",NA,NA,NA,"L. A. Mattos-Silva","1995","08","30","Brasil","Bahia","ILHÉUS","Km 16 Rod. Ilheus/Itabuna BR-415. Campus da UESC, prox. ao pavilhão Pedro Calmon.","-39.166667","-14.8",NA,NA,NA,NA,"3228",NA,NA,NA,NA,NA,NA,NA,NA,"39W10'","14S48'",NA,"30/12/1995",NA,NA,NA,NA,NA,NA
"509","2020-07-23 12:04:16-03","CEPLAC","CEPEC","83925","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"E. A. Rocha",NA,NA,NA,"A. C. Araújo","2000","01","27","Brasil","Bahia","MUCUGÊ","10Km na Rod. Mucuge/Andarai, prox. a torre de energia.","-41.316667","-12.95",NA,NA,NA,NA,"1224",NA,NA,NA,NA,NA,NA,NA,NA,"41W19'","12S57'",NA,"08/05/2003",NA,NA,NA,NA,NA,NA
"510","2020-07-23 12:04:16-03","CEPLAC","CEPEC","13692","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"T. Koyama",NA,NA,NA,"S. A. Mori","1978","04","13","Brasil","Bahia","ILHÉUS","Area do CEPEC.","-39.0494003295898","-14.7889003753662","61245",NA,NA,"auto","9860",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1979",NA,NA,NA,NA,NA,NA
"511","2020-07-23 12:04:16-03","CEPLAC","CEPEC","48186","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"T. S. dos Santos",NA,NA,NA,"A. M. de Carvalho","1990","07","18","Brasil","Bahia","ILHÉUS","Caminho pelo Rio Almada, de Sambaituba para Lagoa Encantada. Margem do Rio.","-39.0494003295898","-14.7889003753662","61245",NA,NA,"auto","3168",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1990",NA,NA,NA,NA,NA,NA
"512","2020-07-23 12:04:16-03","CEPLAC","CEPEC","62437","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"A. M. de Carvalho",NA,NA,NA,"A. M. de Carvalho","1994","10","10","Brasil","Bahia","ILHÉUS","Granja Experimental. Área do CEPEC.","-39.0494003295898","-14.7889003753662","61245","<ll>dwc_commonname:</ll> Enfieira",NA,"auto","5346",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1994",NA,NA,NA,NA,NA,NA
"513","2020-07-23 12:04:16-03","CEPLAC","CEPEC","584","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"T. Koyama",NA,NA,NA,"R. P. Belém","1965","07","08","Brasil","Bahia","ILHÉUS","Margem do Rio Cachoeira.","-39.0494003295898","-14.7889003753662","61245",NA,NA,"auto","1353",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"01/06/1979",NA,NA,NA,NA,NA,NA
"514","2020-07-23 12:04:16-03","CEPLAC","CEPEC","15644","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"T. Koyama",NA,NA,NA,"S. A. Mori","1979","03","24","Brasil","Bahia","ILHÉUS","Quadra E' do CEPEC.","-39.0494003295898","-14.7889003753662","61245",NA,NA,"auto","11614",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1979",NA,NA,NA,NA,NA,NA
"515","2020-07-23 12:04:16-03","CEPLAC","CEPEC","45193","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"D. Simpson",NA,NA,NA,"L. A. Mattos-Silva","1989","04","13","Brasil","Bahia","ILHÉUS","Quadra F do CEPEC.","-39.0494003295898","-14.7889003753662","61245","<ll>dwc_commonname:</ll> Enfieira",NA,"auto","2691",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1989",NA,NA,NA,NA,NA,NA
"516","2020-07-23 12:04:16-03","CEPLAC","CEPEC","9319","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"T. Koyama",NA,NA,NA,"T. S. dos Santos","1973","05","30","Brasil","Bahia","ILHÉUS","Quadra I do CEPEC, junto ao Posto de metereologia.","-39.0494003295898","-14.7889003753662","61245",NA,NA,"auto","2602",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"01/09/1978",NA,NA,NA,NA,NA,NA
"517","2020-07-23 12:04:16-03","CEPLAC","CEPEC","34133","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"L. R. Noblick",NA,NA,NA,"A. Eupunino","1980","05","13","Brasil","Bahia","PORTO SEGURO","Rod. BR-367, a 17Km ao W Porto Seguro. Estação Ecológica do Pau-brasil. CEPLAC.","-39.0647010803223","-16.4496994018555","68835","<ll>dwc_commonname:</ll> Capim-junco",NA,"auto","485",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1984",NA,NA,NA,NA,NA,NA
"518","2020-07-23 12:04:16-03","CEPLAC","CEPEC","33090","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"T. S. dos Santos",NA,NA,NA,"F. S. Santos","1983","08","29","Brasil","Bahia","SANTA CRUZ CABRÁLIA","Ca. 16Km ao W Porto Seguro. Estação ecológica do Pau-brasil. CEPLAC.","-39.0247001647949","-16.2780990600586","49584","<ll>dwc_commonname:</ll> Tiririca, capim-de-botão",NA,"auto","53",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"01/10/1983",NA,NA,NA,NA,NA,NA
"519","2020-07-23 12:04:16-03","CEPLAC","CEPEC","21123","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"A. M. de Carvalho",NA,NA,NA,"O. S. Filho","1980","08","19","Brasil","Bahia","SANTA CRUZ DA VITÓRIA","Faz. Sou de Deus, Area Experimental do CEPEC.","-39.8116989135742","-14.9610996246338","20471","<ll>dwc_commonname:</ll> Capim-junco, capim-de-botão",NA,"auto","14",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"12/09/1980",NA,NA,NA,NA,NA,NA
"520","2020-07-23 12:04:16-03","CEPLAC","CEPEC","14172","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"J. A. de Jesus",NA,NA,NA,"J. A. de Jesus","1969","01","06","Brasil","Bahia","SANTA CRUZ DA VITÓRIA","Saída de Sta. Cruz Vitória para Itabuna, Km 7.","-39.8116989135742","-14.9610996246338","20471",NA,NA,"auto","339",NA,NA,NA,NA,NA,NA,NA,NA,"0W0'0","0S0'0",NA,"30/12/1969",NA,NA,NA,NA,NA,NA
"521","2020-07-23 12:04:16-03","CEPLAC","CEPEC","92133","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans",NA,"E. A. Rocha",NA,NA,NA,"M. Alves","2000","06","11","Brasil","Bahia","SANTA TEREsINHA","Vila da Pedra Branca, serra da Jibóia, estrada para a torre de Tv.","-39.5233001708984","-12.771900177002","25196",NA,NA,"auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08/05/2003",NA,NA,NA,NA,NA,NA
"522","2019-04-02 09:31:58-03","URICER","HPBR","10205","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","HEFLER,S.M.",NA,NA,NA,"HEFLER,S.M; SILVEIRA,G.H.","2005","01","30","Brasil","SC","Penha/meia Praia","Quilombo",NA,NA,NA,"Doação herbário Departamento de Botânica UFRGS.","HPBR010205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"523","2020-11-19 14:06:07-03","Unimontes","MCMG","2396","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.f.","Santos, R.M.",NA,NA,NA,"Braga, L.L | Coutinho, C.A. | Fonseca, J.M.L. | Lima, L.P.D. | Mota, G.S. | Oliveira, M.H. | Santos, C.S. | Silva, W.A.","2010","03","21","Brasil","Minas Gerais","Janúaria","APA do Rio Pandeiros Refugio de vida silvestreminas pastoril","-44.3616981506348","-15.4881000518799","148972",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","2019-12-20 18:46:30-03","UFSJ","HUFSJ","2159","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Gonçalves, J","2014","04","08","Sobral, M","2011","05","15","Brasil","Minas Gerais","Coronel Xavier Chaves","Estrada vicinal à BR-383","-44.2230987548828","-21.0235996246338","11655","Erva 0,5-0,7 m, em beira de lavoura; inflorescências castanho-claras.","HUFSJ002159","auto","14040",NA,NA,NA,NA,NA,"HUFSJ002159_v00 HUFSJ002159_v01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","2021-04-08 17:13:23-03","UESB","HUESB","13016","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.",NA,NA,NA,NA,"Silva, G.S.; Souza, G.M.; Morato, K.V.; Souza, G.M.; Morato, K.V.","2017","06","13","Brasil","Bahia","Jequié","Prainha - Barragem da Pedra","-40.248778","-13.849611",NA,"Erva. Folha verde, coriácea. Fruto aquênio marrom.","HUESB000013016",NA,"781",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,"-40.248778","-13.849611",NA,NA,NA,NA,NA,NA,NA,NA
"526","2021-04-08 17:13:23-03","UESB","HUESB","11259","S","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","Costa, S.M.","2007",NA,NA,"Ibrahim, M.; et al.; et al.","2006","09","15","Brasil","Sergipe","Itabaiana","Povoado Ribeira, Poções.","-37.4253005981445","-10.6850004196167","16069","Erva. Inflorescência castanha, raiz aromática, base amarelada.; Mata Atlântica devastada.","HUESB000011259","auto","20",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"527","2019-11-13 16:04:38-03","UNISANTA","HUSC","11966","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","distans","Cyperus distans","L.","L. Catib","2015",NA,NA,"M. Alves; C. Santos; E. Janira; L. Catib","2015","08","14","Brasil","São Paulo","Cubatão","IFSP Campus Cubatão.","-46.412222","-23.9275",NA,"Erva ereta, herbácea, pouco entouceirada, com folhas de tom mais claro na face inferior, desprovida de tubérculos ou rizomas, de caule fortemente trígono, com 32cm de alt.; Mata Atlântica",NA,NA,"08",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"-46.412222","-23.9275",NA,NA,NA,NA,NA,NA,NA,NA
