"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordNumber","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","order","continentOcean","preparationType","barcode","imagecode","class","fieldNumber","individualCount"
"1","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","3318","S","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Carlos A. Ferreira Jr.","2014","02","03","Lucas Assis; Kelen Soares","2014","01","31","Brasil","Minas Gerais","Diamantina","Riacho do inferno","-43.6002998352051","-18.2493991851807","101169","254","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2019-06-10 10:11:03-03","FZB-BH","CVJBFZB","3105","S","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Carlos A. Ferreira Jr.","2011","03","22","Carlos Alberto F. Jr.; Daniela Zappi e Fernando Araújo","2011","03","21","Brasil","Minas Gerais","Santana do Pirapama","Área do Sr. João Carrinho e D. Maria Geralda",NA,NA,NA,"254",NA,"caf284","43°44.526'","19°03.074'","1077","1077",NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","03895621","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin",NA,NA,NA,NA,"P. Jorgensen","1932",NA,NA,"Paraguay",NA,NA,"Cerro Pelado",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181665' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"4393",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY03895621","NY03895621_01",NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","875446","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin",NA,NA,NA,NA,"H. S. Irwin","1971","01","22","Brazil","Minas Gerais",NA,"Serra do Espinhaço, lower cut over slopes of Serra da Caraça, sandy slopes near riacho, ca. 10 km W. of Barão de Cocais.","-43.4927778","-20.1263",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963714' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"28802",NA,NA,"1400","1400","Polypodiales","South America","sheet","NY00875446","NY00875446_01",NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","02554170","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin",NA,NA,NA,NA,"C. M. Sakuragui","1994","03","21","Brazil","Minas Gerais",NA,"Curimataí. Cachoeira do Simão. Arredores do rio.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2811133' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"CFCR-15331",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY02554170","NY02554170_01",NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","02554171","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin",NA,NA,NA,NA,"J. Prado","2002","01","05","Brazil","Minas Gerais","Diamantina","Estrada de terra Diamantina-Biribiri.","-43.6147","-18.1481",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2811135' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"1403",NA,NA,"1075",NA,"Polypodiales","South America","sheet","NY02554171","NY02554171_01",NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","875445","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","M. A. Sundue",NA,NA,NA,"H. S. Irwin","1966","03","07","Brazil","Goiás","Cristalina","Serra dos Cristais, ca. 10 km S. of Cristalina","-47.6","-16.84036",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963708' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"13740",NA,NA,"1200","1200","Polypodiales","South America","sheet","NY00875445","NY00875445_01",NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","3108065","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","F. B. Matos",NA,NA,NA,"M. C. Brügger","1991","03","09","Brazil","Minas Gerais",NA,"Monte Verde de Cima - Serra Negra",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3580813' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY03108065","NY03108065_01",NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","875447","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","J. Prado",NA,NA,NA,"C. M. Sakuragui","1994","03","21","Brazil","Minas Gerais",NA,"Curimataí. Cachoeira do Simão. Arredores do rio.",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=963720' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"s.n.",NA,NA,NA,NA,"Polypodiales","South America","sheet","NY00875447","NY00875447_01",NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","03895619","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin",NA,NA,NA,NA,"J. Guillen","1997","01","22","Bolivia","Santa Cruz","José Miguel de Velasco","Camino hacia las Mechitas, a 5 Km. del aseradero Cerro Pelao sobre el cerro","-61.4978","-14.5403",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181663' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"228",NA,NA,"500",NA,"Polypodiales","South America","sheet","NY03895619","NY03895619_01",NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","03895620","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin",NA,NA,NA,NA,"L. Arroyo P.","1991","07","23","Bolivia","Santa Cruz","Chiquitos","Loc. Fisuras de paredes de rocas en la vertiente N de la sierra de San José de Chiquitos",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181664' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"21A",NA,NA,"380",NA,"Polypodiales","South America","sheet","NY03895620",NA,NA,NA,NA
"12","2021-04-05 09:59:20-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07938","S","Plantae","Tracheophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","Andrade, R.M.C.",NA,NA,NA,"M.R. Pietrobom-Silva","1992","12","18","Brasil","Goiás","Goiás","Serra Dourada","-50.1403007507324","-15.9343996047974","63502","GEOGRAFIA: região com afloramentos rochosos, cerrado e mata ciliar;","auto","585-B",NA,NA,NA,NA,"Polypodiales","América do Sul",NA,NA,NA,"Polypodiopsida",NA,NA
"13","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07475","S","Plantae","Tracheophyta","Pteridaceae","Notholaena","goyazensis","Notholaena goyazensis","Taubert","B. Ollgaard et Windisch",NA,NA,NA,"P.G.Windisch","1991","12","11","Brasil","Mato Grosso","Jaurú","3 km E da cidade","-58.8664016723633","-15.3418998718262","40234","GEOGRAFIA: região com cerrado e mata seca;","auto","6743",NA,NA,NA,NA,"Polypodiales","América do Sul",NA,NA,NA,"Polypodiopsida",NA,NA
"14","2019-12-04 15:26:20-03","PUCPR","HUCP","22747","S","Plantae","Monilofita","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin.","Michelon, C",NA,NA,NA,"Kersten, RA","2011","08","20","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","56988",NA,"auto","1546",NA,NA,NA,NA,NA,NA,NA,"HUCP00002142","HUCP00002142",NA,NA,NA
"15","2019-12-04 15:26:20-03","PUCPR","HUCP","22365","S","Plantae","Monilofita","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin.","Lozano, E",NA,NA,NA,"Lozano, E; Felitto, G; Michelon, C; Kersten, RA","2011","08","19","Brasil","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","56988",NA,"auto","732",NA,NA,NA,NA,NA,NA,NA,"HUCP00002090","HUCP00002090",NA,NA,NA
"16","2020-11-26 18:09:28-03","CPAN-UFMS","COR","13019","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Assis, E. L. M.",NA,NA,NA,"Assis, E. L. M.; Ishii, I. H.; Damasceno-Júnior, G. A. & equipe do projeto biodiversidade da borda oeste","2002","10","20","Brasil","Mato Grosso do Sul","Corumbá","Serra do Amolar; Morro da Lagartixa","-57.489722","-18.040278",NA,"Erva rupícola Habito: Erva",NA,"400","57º29'23''W","18º2'25''S","95","95",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:09:28-03","CPAN-UFMS","COR","12982","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","E.L.M. Assis & J. Prado",NA,NA,NA,"E.L.M. Assis","2001","11","03","Brasil","Mato Grosso do Sul","Corumbá","Morraria do Urucum - Córrego Banda Alta. Mata Semidecídua; ; morro.","-57.6533012390137","-19.0091991424561","295160",NA,"auto","303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-02-02 14:39:05-02","BGBM","B","B 20 0128128","S","Plantae",NA,"Polypodiaceae","Notholaena","goyazensis","Notholaena goyazensis",NA,NA,NA,NA,NA,"E. H. G. Ule",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200128128 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"7423",NA,NA,NA,NA,NA,"Middle and South America",NA,"B200128128","B200128128",NA,NA,NA
"19","2016-02-02 14:39:05-02","BGBM","B","B 20 0128127","S","Plantae",NA,"Polypodiaceae","Notholaena","goyazensis","Notholaena goyazensis",NA,NA,NA,NA,NA,"E. H. G. Ule","1907","02",NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200128127 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"46, Ba",NA,NA,NA,NA,NA,"Middle and South America",NA,"B200128127","B200128127",NA,NA,NA
"20","2019-08-27 13:36:15-03","IAP","PACA-AGP","77662","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","M. M. Ponce","1995",NA,NA,"R. Schaefer","1958","10",NA,"Brasil","MT","São Lourenço do Sul","Serrinha",NA,NA,NA,"Sehnem det. Nothochlaena oriophora Fee Habitat: beira de rochedos",NA,"30",NA,NA,NA,NA,"Polypodiales",NA,NA,"PACA077662",NA,"Filicopsida",NA,NA
"21","2019-08-27 13:36:22-03","IAP","PACA-AGP","91215","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Notholaena","goyazensis","Notholaena goyazensis","Taub.",NA,NA,NA,NA,"N. Hensold","1982","04","08","Brasil","MG","Diamantina","Estr. p/ Biri-Biri","-43.616667","-18.166667",NA,"10-20 cm de altura. SPF 23341; CFCR 3133. HASU 9018.",NA,NA,"43°37'W","18°10'S",NA,NA,"Polypodiales",NA,NA,"PACA091215",NA,"Filicopsida",NA,NA
"22","2019-08-27 13:36:22-03","IAP","PACA-AGP","91216","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Notholaena","goyazensis","Notholaena goyazensis","Taub.",NA,NA,NA,NA,"N. L. Menezes","1982","04","10","Brasil","MG","Diamantina","estr. p/ Milho Verde, a 8 Km de Diamantina","-43.55","-18.3",NA,"Entre pedras na beira de rio. HASU 8981.&nf;SPF 23488. CFCR 3281.",NA,NA,"43°33'W","18°18'S",NA,NA,"Polypodiales",NA,NA,"PACA091216",NA,"Filicopsida",NA,NA
"23","2019-11-21 14:54:20-03","UFJF","CESJ","3252","PreservedSpecimen","Plantae","Polypodiopsida","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","A.C. Brade","1941",NA,NA,"C.A.W. Schwacke","1880","01","08","Brasil","Paraná","São Bento","Rincão das Pedras, prope Castro",NA,NA,NA,NA,NA,"2545",NA,NA,NA,NA,NA,"América do Sul",NA,"CESJ003252",NA,NA,NA,NA
"24","2021-03-01 16:43:57-03","UNICAMP","UEC","57368","S","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Prado, J","2009","08",NA,"Salino, A","1987","10","25","Brazil","São Paulo","Analândia","Serra do Cuzcuzeiro, Morro do Camelo.","-47.666667","-22.133333",NA,"Rupicola em arenito.; Em formação rupestre no topo do morro.",NA,"155","-47.666667","-22.133333","950","950",NA,NA,NA,"UEC076788","UEC076788",NA,NA,NA
"25","2021-03-01 16:43:57-03","UNICAMP","UEC","58707","S","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Prado, J","2009","08",NA,"Salino, A","1992","04","21","Brazil","São Paulo","Analândia","Serra do Cuzcuzeiro, Serrote Nova América.","-47.666667","-22.133333",NA,"Rupicola em afloramento arenitico.; Em área de cerrado.",NA,"1342","-47.666667","-22.133333","930","930",NA,NA,NA,"UEC076786","UEC076786",NA,NA,NA
"26","2021-03-01 16:43:57-03","UNICAMP","UEC","17933","S","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Prado, J","2009",NA,NA,"Shepherd, GJ; Semir, J; Andrade, JB; Leite, V","1977","09","08","Brazil","Espírito Santo","Colatina","Vale de Pancas, Ca. 21 km Noroeste de Colatina.","-40.6305999755859","-19.539400100708","57036","Beira da estrada e em pedras.","auto","5857",NA,NA,"50","50",NA,NA,NA,"UEC076790","UEC076790",NA,NA,NA
"27","2021-03-01 16:43:57-03","UNICAMP","UEC","17972","S","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Prado, J","2009",NA,NA,"Shepherd, GJ; Andrade, JB; Kinoshita, LS; Tamashiro, JY","1976","12","02","Brazil","Minas Gerais","Diamantina","Estrada para Curralinho até 7 km.","-43.6002998352051","-18.2493991851807","101169","Pteridófita.; Mata pequena, em baixada.","auto","3987",NA,NA,NA,NA,NA,NA,NA,"UEC076792","UEC076792",NA,NA,NA
"28","2021-03-01 16:43:57-03","UNICAMP","UEC","57967","S","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Prado, J","2009",NA,NA,"Salino, A","1991","09","09","Brazil","São Paulo","Itirapina","Estrada Itirapina - Brotas, Morros testemunhos de arenito.","-47.8199996948242","-22.25","22843","Rupicola em frestas de arenito.; Em cerrado rochoso rupestre.","auto","1077",NA,NA,NA,NA,NA,NA,NA,"UEC076794","UEC076794",NA,NA,NA
"29","2021-03-01 16:43:57-03","UNICAMP","UEC","158306","S","Plantae","Pteridophyta","Pteridaceae","Notholaena","goyazensis","Notholaena goyazensis","Taub.","Salino, A","1992","05","06","Lombardi, JA; Martins, E","1992","05","06","Brazil","São Paulo","Brotas","Fazenda Rochedo.","-48.1199989318848","-22.2800006866455","26585","Rupícola.; Vegetação arbustiva em morro de arenito. local úmido sombreado, topo de morro.","auto","55",NA,NA,NA,NA,NA,NA,NA,"UEC015460","UEC015460",NA,NA,NA
"30","2021-03-01 16:43:57-03","UNICAMP","UEC","175057","S","Plantae","Pteridophyta","Pteridaceae","Notholaena","goyazensis","Notholaena goyazensis","Taub.","Salino, A","1992","05","06","Lombardi, JA; Martins, E","1992","05","06","Brazil","São Paulo","Brotas","Fazenda Rochedo.","-48.1199989318848","-22.2800006866455","26585","Rupícola.; Vegetação arbustiva em morro de arenito. local úmido sombreado, topo de morro.","auto","55",NA,NA,NA,NA,NA,NA,NA,"UEC029669","UEC029669",NA,NA,NA
"31","2020-03-12 10:29:28-03","UFOP","OUPR","35038","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Aragão, D.","2020","01",NA,"Pedrosa, L.G.","2020","01","24","Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","44599","Erva. Campo","auto","2494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-18 15:50:54-03","UFOP","OUPR","31110","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Oliveira, A.G.S.","2019","12","02","Echternacht, L.; Bastos, T.V.","2016","12","10","Brasil","Minas Gerais","Ouro Preto","Serra do Chafariz, Cumeeira da serra, vegetação herbácea-arbustiva.","-43.5080986022949","-20.2875003814697","44599","Erva reptante em afloramento de xisto silicoso, saxicola. População pontual.","auto","2703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-16 17:56:54-03","UCS","HUCS","49199","PreservedSpecimen","Plantae","Pteridophyta","Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce, M.M.",NA,NA,NA,"Lehn, C.R.","2018","12","18","Brasil","Mato Grosso do Sul","Corumbá","Morro São Domingos, Maciço do Urucum","-58.016667","-19.336111",NA,"Terrícola em solo rochoso",NA,"2549","-58.016667","-19.336111","725","725","Polypodiales",NA,NA,"HUCS003988","HUCS003988",NA,NA,NA
"34","2020-04-27 16:11:21-03","UFES","VIES","20330","S","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","N.T.L. Pena","2020","01","07","Couto, D.R.; Dutra, G.J.A.","2011","03","21","Brasil","Espírito Santo","Piúma","Monte Aghá.","-40.7219009399414","-20.8377990722656","11958",NA,"auto","1874",NA,NA,NA,NA,NA,NA,NA,"VIES020330","VIES020330",NA,NA,NA
"35","2019-12-06 19:30:12-03","UFES","VIES","38956","S","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Pena, N.T.L.","2016","10","10","Pena, N.T.L.; Alves-Araújo, A.","2016","03","07","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.274167","-18.460556",NA,NA,NA,"602","40º16'27''W","18º27'38''S",NA,NA,NA,NA,NA,"VIES038956","VIES038956",NA,NA,NA
"36","2020-04-27 16:11:21-03","UFES","VIES","40945","S","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Pena, N.T.L.","2015","07","01","Pena, N.T.L.; Freitas, J.; Silva, L.A.; Souza, W.O.; Luber, J. & Sossai, B.G.","2015","03","25","Brasil","Espírito Santo","Nova Venécia","APA Pedra do Elefante.","-40.4006004333496","-18.710599899292","42400",NA,"auto","173",NA,NA,NA,NA,NA,NA,NA,"VIES040945","VIES040945",NA,NA,NA
"37","2020-12-21 16:42:19-03","MBM","MBM","386090","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","Michelon, C.","2010","05","20","Michelon, C.; et al.; et al.","2010","05","08","Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","56988","Rupícola.; Campos Gerais.","auto","772",NA,NA,"1010","1010",NA,"Southern America",NA,"MBM386090","MBM386090",NA,NA,NA
"38","2020-12-21 16:42:19-03","MBM","MBM","160907","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","Pellegrini, G.",NA,NA,NA,"Mello-Silva, R.; et al.; et al.","1992","11","18","Brazil","Minas Gerais","Buenópolis","Curimataí","-44.1800003051758","-17.8733005523682","42854",NA,"auto","624",NA,NA,NA,NA,NA,"Southern America",NA,"MBM160907","MBM160907",NA,NA,NA
"39","2020-12-21 16:42:19-03","MBM","MBM","190321","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","Prado, J.","2009",NA,NA,"Mello-Silva, R.; et al.; et al.","1991","06","11","Brazil","Minas Gerais","Pedra Azul","Estrada para Jequitinhonha MG 105, 4km","-41.2971992492676","-16.0053005218506","39993","Em ilhas de vegetação de Nanuza plicata. Muitos indivíduos com frindes completamente enroladas","auto","441",NA,NA,NA,NA,NA,"Southern America",NA,"MBM190321","MBM190321",NA,NA,NA
"40","2020-12-21 16:42:19-03","MBM","MBM","212682","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","Prado, J.",NA,NA,NA,"Sakuragui, C.M.; et al.; et al.","1994","03","21","Brazil","Minas Gerais","Curimataí","Cachoeira do Simão",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Southern America",NA,"MBM212682","MBM212682",NA,NA,NA
"41","2020-12-21 16:42:19-03","MBM","MBM","60649","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","Prado, J.","2009",NA,NA,"Hatschbach, G.","1979","03","10","Brazil","Bahia","Barreiras","Roda Velha","-44.9900016784668","-12.1527996063232","152720","Dos anfratunidades dos afloramentos de arenito","auto","42057",NA,NA,"800","800",NA,"Southern America",NA,"MBM060649","MBM060649",NA,NA,NA
"42","2020-12-21 16:42:19-03","MBM","MBM","192130","PreservedSpecimen","Plantae",NA,"Pteridaceae","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taubert) Domin","Smith, A.R.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","1996","01","19","Brazil","Minas Gerais","Joaquim Felício","Rio da Onça","-44.1721992492676","-17.7574996948242","37503",NA,"auto","64394",NA,NA,NA,NA,NA,"Southern America",NA,"MBM192130","MBM192130",NA,NA,NA
"43","2017-09-22 08:32:51-03","MNHN","RECOLNAT_MNHN_P","P00274397","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce",NA,NA,NA,"Glaziou, A.","1886","12","13","Brésil",NA,NA,"Sao Joa d'El Rei (Serra de Lenheiro), Minas",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274397' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274397","P00274397_01",NA,"16643",NA
"44","2015-09-04 08:21:47-03","MNHN","RECOLNAT_MNHN_P","P00274398","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce",NA,NA,NA,"Glaziou, A.","1886","12","13","Brésil",NA,NA,"Sao Joa d'El Rei (Serra de Lenheiro), Minas",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274398' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274398","P00274398_01",NA,"16643",NA
"45","2015-09-04 17:55:47-03","MNHN","RECOLNAT_MNHN_P","P00274399","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce",NA,NA,NA,"Ule, E.","1893","1",NA,"Brésil",NA,NA,"Serra Dourada",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274399' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274399","P00274399_01",NA,"3222",NA
"46","2018-01-25 13:48:50-02","MNHN","RECOLNAT_MNHN_P","P00274400","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce",NA,NA,NA,"Damazius, L.","1907","5","28","Brésil",NA,NA,"Serra de Caraça",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274400' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274400","P00274400_01",NA,"1859",NA
"47","2015-09-04 17:55:47-03","MNHN","RECOLNAT_MNHN_P","P00274401","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","ponce",NA,NA,NA,"Loefgren, A.",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274401' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274401","P00274401_01",NA,"1102",NA
"48","2018-01-25 13:48:51-02","MNHN","RECOLNAT_MNHN_P","P00274402","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","ponce",NA,NA,NA,"Glaziou, A.","1895","9","18","Brésil",NA,NA,"entre le village de la Serra dos Cristaes et cabeceira du Rio Sambambaia (Goyaz)",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274402' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274402","P00274402_01",NA,"22625",NA
"49","2015-09-04 08:21:59-03","MNHN","RECOLNAT_MNHN_P","P00274403","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","Ponce",NA,NA,NA,"Glaziou, A.","1895","9","18","Brésil",NA,NA,"entre le village de la Serra dos Cristaes et cabeceira du Rio Sambambaia (Goyaz)",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274403' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274403","P00274403_01",NA,"22625",NA
"50","2016-02-09 13:56:04-02","MNHN","RECOLNAT_MNHN_P","P00274404","PreservedSpecimen",NA,NA,"Pteridophyta","Cheilanthes","goyazensis","Cheilanthes goyazensis","(Taub.) Domin","ponce",NA,NA,NA,"Silveira, A.A. da","1905","4",NA,"Brésil",NA,NA,"Serra do Cipo, Minas",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00274404' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"hb","P00274404","P00274404_01",NA,"397",NA
