"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","26592","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Francisco, E.M.","1999","09","21",NA,"Brasil",NA,NA,"Frutos verdes imaturos, borda da mata.","BOTU026592",NA,NA,"Griseb.","Andrade, S.F.",NA,"Paraná","Bela Vista do Paraíso","Fazenda Horizonte",NA,NA,NA,NA,NA,"BOTU026592","2000","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:10:24-03","UTFPR","DVPR","1529","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Siqueira, EL; et al.","2012","07","06",NA,"Brasil",NA,NA,"Árvore ca. 6 m, heliófita, frutos imaturos verdes.; Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Submontana.","DVPR001529","Magnoliophyta",NA,"Griseb.","Cordeiro, J; Bohrer, P","621","Paraná","Fênix","Estação Ecológica Municipal de Fênix","-52.04106","-23.57578","354","354",NA,"DVPR001529","2013","-52.04106","-23.57578",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-24 17:10:24-03","UTFPR","DVPR","2869","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Cavalheiro, AL; et al.","1999","03","23",NA,"Brasil",NA,NA,"Árvore 8m, CAP 157cm, projeção 8x6,2m. Matriz do viveiro.","DVPR002869","Magnoliophyta",NA,"Griseb.","Vieira, AOS","40","Paraná","Congoinhas","Recanto das Amoreiras, beiro do rio Congoinhas",NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:24-03","UTFPR","DVPR","3057","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Caxambu, MG; et al.","2008","01","11",NA,"Brasil",NA,NA,"Arvoreta de subosque ca. 6 m, frutos imaturos verdes. Rara.; Relevo: ondulado.","DVPR003057","Magnoliophyta",NA,"Griseb.","Caxambu, MG","1999","Paraná","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.18179","-24.06006","565","565",NA,NA,"2015","-52.18179","-24.06006","02","25",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:10:24-03","UTFPR","DVPR","2881","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Chagas-Silva, F","1991","09","19",NA,"Brasil",NA,NA,"Árvore 10m, botões florais esverdeados, flores cremes, frequente na área.","DVPR002881","Magnoliophyta",NA,"Griseb.","Rosseto, EFS","1428","Paraná","Londrina","Floresta dos Godoy. Transecto 2","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"2010",NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA
"16","2020-11-24 17:10:24-03","UTFPR","DVPR","2879","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Francisco, EM; Souza, LRM","1997","12","09",NA,"Brasil",NA,NA,"Árvore 7m, frutos imaturos verdes.","DVPR002879","Magnoliophyta",NA,"Griseb.","Rosseto, EFS","s.n.","Paraná","Santo Antônio do Paraíso","Recanto dos Amores. Beira do rio Congonhas.","-50.6455993652344","-23.4936008453369",NA,NA,NA,NA,"2010",NA,NA,"07","23","24994","auto",NA,NA,NA,NA,NA
"17","2021-03-30 12:33:10-03","EAO","IAN","73801","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox obovatus","Alberti, FA","1948","01",NA,"Southern America","Argentina",NA,NA,"Arbol mediana ramificado desde la base.","IAN073801","Dicotiledônea",NA,"(Schinz & Autran) Hauman",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,"obovatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:33:10-03","EAO","IAN","186963","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Pavão, OC","2000","10","25","Southern America","Brasil",NA,NA,"Árvore de 4m altura; frutos imaturos verdes.","IAN186963","Dicotiledônea",NA,"Griseb.","Guedes, MLS","27568","Paraná","Cornélio Procópio","Mata São Francisco","-50.6467018127441","-23.1811008453369",NA,NA,NA,NA,"2020",NA,NA,"12","03","23842","auto",NA,NA,NA,NA,NA
"19","2020-01-20 14:40:07-03","UPM","MACK","2255","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","R. F. Almeida","2007","10","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Griseb.","I. S. Yacar; R. D. F. Bernardino","s.n.","SP","São Bernardo do Campo","Chácara Silvestre","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,"2015",NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA
"20","2020-11-26 18:06:51-03","CPAN-UFMS","COR","9085","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Bortolotto, I. M.; Damasceno-Junior, G. A.; Nakajima, J.N.; Ishii, I. H.; Scamareli, A.; Assis, E. Rodrigues, D. P.; Nascimento, V. ; Luis, J.; Flávio; Helry; Porfírio, G. & José","2002","10","17",NA,"Brasil",NA,NA,"Arbusto, 2 m de altura; cálice verde; frutos verdes; espinhos curtos no caule Habito: Arbusto",NA,NA,NA,"Griseb.",NA,"1110","Mato Grosso do Sul","Corumbá","Morro da região do Castelo","-57.544167","-18.591111","91","91",NA,NA,NA,"57º32'39''W","18º35'28''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-02 16:28:32-03","CPAN-UFMS","COR","10909","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Damasceno Junior, G. A.; Lima, M. S.; Assis, E. M.; Urquiza, M. V.","2001","10","10",NA,"Brasil",NA,NA,"Arbusto com Flor: creme Habitat: Mata decídua Habito: arbusto de 6 m",NA,NA,NA,"Griseb.","Damasceno Jr, G. A.","2786","Mato Grosso do Sul","Ladário","Fazenda São Sebastião do Carandá - área 5 da Fitossociologia.","-57.516111","-19.075278","120","120",NA,NA,NA,"57º30'58''W","19º4'31''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:06:51-03","CPAN-UFMS","COR","5100","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Davila, A. R. M.; Souza, N. V. D.","1997","09","23",NA,"Brasil",NA,NA,"Arbusto, 3 m de altura; flor branca Habito: Arbusto",NA,NA,NA,"Griseb.","Dávila, A. M. R.","18","Mato Grosso do Sul","Corumbá","Morro do Jacadigo","-57.846389","-19.233056","293","293",NA,NA,NA,"57º50'47''W","19º13'59''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-26 18:06:51-03","CPAN-UFMS","COR","5209","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Pereira, S.","1997","11","16",NA,"Brasil",NA,NA,"Árvore Habito: Árvore",NA,NA,NA,"Griseb.","Damasceno-Júnior, G. A.",NA,"Mato Grosso do Sul","Corumbá","Morro do Jacadigo","-57.853611","-19.8275","312","312",NA,NA,NA,"57º51'13''W","19º49'39''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-26 18:06:51-03","CPAN-UFMS","COR","11256","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Damasceno Junior , G.A.; Velasques, J.S.","2002","12","05",NA,"Brasil",NA,NA,"Fitossociologia no 4051",NA,NA,NA,"Griseb.","Damasceno-Junior, G.A.","3242","Mato Grosso do Sul","Ladário","Fazenda São João. Mata decídua; argiloso; Plano.","-57.6016998291016","-19.0046997070312","200","200",NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"25","2020-11-26 18:06:51-03","CPAN-UFMS","COR","11265","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Damasceno Junior , G.A.; Velasques, J.S.","2002","12","04",NA,"Brasil",NA,NA,"Fitossociologia no 3987",NA,NA,NA,"Griseb.","Damasceno-Junior, G.A.","3241","Mato Grosso do Sul","Ladário","Fazenda São João. Mata decídua; Litólico e rico em Ferro; Morro.","-57.6016998291016","-19.0046997070312","200","200",NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"26","2020-11-26 18:06:51-03","CPAN-UFMS","COR","11113","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Damasceno Júnior,G.A.;Velasques,J.S.","2003","03","14",NA,"Brasil",NA,NA,"Fitossociologia 4097; Com Fruto: verde imaturo passando a hialino e transparente quando maduros (aspecto túrgido)",NA,NA,NA,"Griseb.","Damasceno-Junior, G.A.","2752","Mato Grosso do Sul","Ladário","Fazenda São João. Mata decídua; litólico; Morro.","-57.6016998291016","-19.0046997070312","200","200",NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"27","2020-11-26 18:06:51-03","CPAN-UFMS","COR","12428","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Damasceno Junior , G.A.; Velasques, J.S.","2002","12","04",NA,"Brasil",NA,NA,"Fitossociologia no 4251",NA,NA,NA,"Griseb.","Damasceno-Junior, G.A.","3240","Mato Grosso do Sul","Ladário","Fazenda São João. Mata decídua; Litólico; Morro.","-57.6016998291016","-19.0046997070312","200","200",NA,NA,NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"28","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699087","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","bicornutus","Achatocarpus bicornutus","Rambo B","1954","04","30","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699087",NA,"Caryophyllales","Schinz & Autran",NA,NA,NA,NA,"Brasiliae australis. SC, Itapiranga ad fl. Uruguay.",NA,NA,NA,NA,NA,"NL-L1699087",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"29","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699088","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","bicornutus","Achatocarpus bicornutus","Pedersen TM","1977","11","07","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699088",NA,"Caryophyllales","Schinz & Autran",NA,NA,NA,NA,"Rio Grande do Sul, mun. Santo Angelo: near Entre Ijuis.",NA,NA,NA,NA,NA,"NL-L1699088",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"30","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699089","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","bicornutus","Achatocarpus bicornutus","Pedersen TM","1977","10","05","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699089",NA,"Caryophyllales","Schinz & Autran",NA,NA,NA,NA,"Laguna de los Pescados. Dp. Victoria. Prov. Entre Rios.",NA,NA,NA,NA,NA,"NL-L1699089",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"31","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699090","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","bicornutus","Achatocarpus bicornutus","Pedersen TM","1971","09","10","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699090 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699090",NA,"Caryophyllales","Schinz & Autran",NA,NA,NA,NA,"Garambola. Dep. Concepcion. Prov. Corriantes.",NA,NA,NA,NA,NA,"NL-L1699090",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"32","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699091","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","bicornutus","Achatocarpus bicornutus","Hassler E","1913","09","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699091 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699091",NA,"Caryophyllales","Schinz & Autran",NA,NA,NA,NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,"NL-L1699091",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"33","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699092","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","bicornutus","Achatocarpus bicornutus","Hassler E","1913","09","01","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699092 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699092",NA,"Caryophyllales","Schinz & Autran",NA,NA,NA,NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,NA,"NL-L1699092",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699103","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Pedersen TM","1970","01","30","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699103 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699103",NA,"Caryophyllales","Griseb.",NA,NA,NA,NA,"near San Cosme. Prov. Corrientes.",NA,NA,NA,NA,NA,"NL-L1699103",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699104","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Pedersen TM","1971","10","10","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699104",NA,"Caryophyllales","Griseb.",NA,NA,NA,NA,"Tapia. Dep. Tafi. Prov. Tucuman.",NA,NA,NA,NA,NA,"NL-L1699104",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 08:54:00-03","NBC","NL-BOTANY","L.1699105","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Pedersen TM","1961","11","27","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1699105 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1699105",NA,"Caryophyllales","Griseb.",NA,NA,NA,NA,"Estancia,,La Yela'. Dep. Empedrado. Prov. Corrientes.",NA,NA,NA,NA,NA,"NL-L1699105",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 08:54:00-03","NBC","NL-BOTANY","U.1052107","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Solomon JC; Nee MH","1988","03","09","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052107 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052107",NA,"Caryophyllales","Griseb.","Liesner RL",NA,"Santa Cruz",NA,NA,"-64.4","-18.066667",NA,NA,NA,"NL-U1052107",NA,"-64.4","-18.066667",NA,NA,NA,NA,"Magnoliopsidae","U 0115244",NA,NA,NA
"38","2020-02-08 08:54:00-03","NBC","NL-BOTANY","U.1052110","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Pedersen TM","1957","09","24","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052110 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052110",NA,"Caryophyllales","Griseb.","Pedersen TM",NA,"Corrientes",NA,NA,NA,NA,NA,NA,NA,"NL-U1052110",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0115249",NA,NA,NA
"39","2020-02-08 08:54:00-03","NBC","NL-BOTANY","U.1052111","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Haas JH de","1967","11","28","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052111 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052111",NA,"Caryophyllales","Griseb.","Haas JH de",NA,"Tucumán",NA,NA,NA,NA,NA,NA,NA,"NL-U1052111",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0115247",NA,NA,NA
"40","2020-02-08 08:54:00-03","NBC","NL-BOTANY","U.1052112","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Pedersen TM","1974","11","11","Southern America","Argentina",NA,NA,"Scrubby woodland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052112 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052112",NA,"Caryophyllales","Griseb.","Schinini A",NA,"Salta",NA,"Near Ea. 'San Jorge'. Dep. Anta. Prov. Salta.",NA,NA,NA,NA,NA,"NL-U1052112",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0258648",NA,NA,NA
"41","2020-02-08 08:54:00-03","NBC","NL-BOTANY","U.1052113","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Schinini A","1997","10","30","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052113 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052113",NA,"Caryophyllales","Griseb.","Schinini A",NA,"Salta",NA,NA,NA,NA,NA,NA,NA,"NL-U1052113",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0131776",NA,NA,NA
"42","2020-02-08 08:54:00-03","NBC","NL-BOTANY","U.1052114","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Schinini A; Pire SM","1986","10","30","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052114 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052114",NA,"Caryophyllales","Griseb.",NA,NA,"Chaco",NA,NA,"-61","-25.116667",NA,NA,NA,"NL-U1052114",NA,"-61.0","-25.116667",NA,NA,NA,NA,"Magnoliopsidae","U 0115248",NA,NA,NA
"43","2020-02-08 08:54:00-03","NBC","NL-BOTANY","U.1052115","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox obovatus","Pedersen TM","1951","08","31","Southern America","Argentina",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1052115 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1052115",NA,"Caryophyllales","(Schinz & Autran) Hauman","Pedersen TM",NA,"Corrientes",NA,NA,NA,NA,NA,NA,"obovatus","NL-U1052115",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0115250",NA,NA,NA
"44","2020-11-04 10:58:48-03","ESALQ","ESA","87301","PreservedSpecimen","Plantae","Achatocarpaceae","Achatocarpus","praecox","Achatocarpus praecox","Souza, V.C.","2004","01","13",NA,"Brasil",NA,NA,NA,"ESA087301","Magnoliophyta",NA,NA,"Gissi, D.S.","29669.0","Paraná","Leópolis",NA,"-50.7510986328125","-23.0799999237061",NA,NA,NA,"ESA087301_1","2010",NA,NA,NA,NA,"22638","auto",NA,NA,NA,NA,NA
