"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","class"
"15","2019-12-06 19:30:21-03","UFES","VIES","28452","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","L.C. Fabris","Fabris, L.C.; Gomes, J.M.L.; Sarnaglia-Jr., V.B.","905","2009","11","26",NA,"Brasil","Espírito Santo","Aracruz","Divisa com Linhares, estrada entre Vila do Riacho e Regência. Aluvião. Transição Restinga - Tabuleiro.","-39.984167","-19.681667",NA,NA,"VIES028452","VIES028452",NA,NA,"2009",NA,NA,"39º59'3''W","19º40'54''S",NA,NA,NA,NA,NA
"16","2020-04-27 16:11:41-03","UFES","VIES","13841","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","Fabris, L.C.","Folli, D.A.","961","1989","03","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Biológica de Comboios.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013841","VIES013841","48094","auto","2011","03","21",NA,NA,NA,NA,NA,NA,NA
"17","2019-06-27 10:26:52-03","UFES","VIES","31120","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","Zorzanelli, J.P.F.; Oliveira, A.P.G.","Neves, J.N.","233","1995","06","29",NA,"Brasil","Espírito Santo","Aracruz","Coqueiral.","-40.2733001708984","-19.8202991485596",NA,NA,"VIES031120","VIES031120","37987","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-27 10:26:52-03","UFES","VIES","33255","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Moreira, L.N.","17","2007","05","14",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Floresta Nacional Pacotuba.","-41.1128005981445","-20.8488998413086",NA,NA,"VIES033255",NA,"35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-04-27 16:11:41-03","UFES","VIES","11605","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","Siqueira, G.S.","Siqueira, G.S.","389","2008","02","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES011605","VIES011605","48094","auto","2011","03","21",NA,NA,"52","52",NA,NA,NA
"20","2019-06-27 10:26:52-03","UFES","VIES","13842","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Folli, D.A.","3054","1997","06","17",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013842","VIES013842","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-04-27 16:11:41-03","UFES","VIES","13843","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","Fabris, L.C.","Folli, D.A.","372","1982","04","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013843","VIES013843","48094","auto","2011","03","21",NA,NA,NA,NA,NA,NA,NA
"22","2020-04-27 16:11:41-03","UFES","VIES","13847","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","Fabris, L.C.","Silva, I.A.","312","1982","02","04",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES013847","VIES013847","48094","auto","2011","03","21",NA,NA,NA,NA,NA,NA,NA
"23","2019-09-27 18:06:29-03","UFES","VIES","22186","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","Fabirs, L.C.","Leoni, L.S.; Tinti, V. & Silva, A.E.","5899","2004","08","10",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES022186","VIES022186","28525","auto","2008","12","15",NA,NA,NA,NA,NA,NA,NA
"24","2019-12-19 16:37:04-03","UNESP-IBB","BOTUW","1170","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","Penn.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW001170",NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA
"25","2020-12-11 11:41:29-03","UFMG","BHCB","38160","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:41:29-03","UFMG","BHCB","22424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Costa, LVC","s.n.","1992","04","15","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:41:29-03","UFMG","BHCB","22424","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Costa, LVC","s.n.","1992","04","15","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:41:29-03","UFMG","BHCB","22279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Costa, LVC","s.n.","1992","02","26","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:41:29-03","UFMG","BHCB","22279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Costa, LVC","s.n.","1992","02","26","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:41:29-03","UFMG","BHCB","24757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha perpendicular a trilha do Matão","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:41:29-03","UFMG","BHCB","24757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga - Fazenda Montes Claros , trilha perpendicular a trilha do Matão","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:41:29-03","UFMG","BHCB","7826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Andrade, PM de; Lopes, MA","295","1984","07","23","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Laboratório.","-42.1391983032227","-19.7896995544434",NA,"Mata Atlântica. Arbusto;flores brancas esverdeadas;",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:41:29-03","UFMG","BHCB","7836","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Andrade, PM de; Lopes, MA","295","1984","07","23","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Laboratório.","-42.1391983032227","-19.7896995544434",NA,"Mata Atlântica. Arbusto;flores brancas esverdeadas;",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:41:29-03","UFMG","BHCB","7827","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.",NA,"Lopes, MA; et al.","832","1985","11","12","Southern America","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga. Matão.","-42.1391983032227","-19.7896995544434",NA,"Mata Atlântica. Arbusto;frutos verdes;tomentosos(pêlos avermelhados);",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-10-16 07:40:00-03","MO","MOBOT","3382043","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","T. D. Pennington","J. Spada","Spada 26","1978","1","19","South America","Brazil","Espírito Santo",NA,"Linharos. Reserva Florestal da CVRD. Estrada X-1, Km 14,950, talhão 303.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","1",NA
"36","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","47831",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Domingos A. Folli/17-06-1997","D. A. Folli","3054","1997","06","17",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale","-40.0722007751465","-19.3910999298096",NA,"Nome vulgar: Manteguinha. Entrada do Bloco A 1o.T. Mata de Tabuleiro, estrada da Gávea. Arbóreo, terrestre, fruto maduro amarelo, imaturo verde, cor exsudação branco. 21300m, exsudação látex.","MBML047831",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","47830",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Geovane S. Siqueira/28-02-2008","G.S. Siqueira","389","2008","02","28",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale","-40.0722007751465","-19.3910999298096",NA,"Nome vulgar: Manteguinha, área plantada. Dentro de uma das parcelas do CO2, lado esquerdo. Estrada Alamenda 03. Arbóreo, terrestre, botão verde, flor esverdeado, cor exsudação branco e descamação ausente. 300m, fuste cilíndrico, casca","MBML047830",NA,"48094","auto",NA,NA,NA,NA,NA,"52","52",NA,NA,NA
"38","2020-07-10 09:49:21-03","MBML","MBML-HERBARIO","47899",NA,"Plantae",NA,NA,"Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","D.A. Folli/27-11-2012","D. A. Folli","6951","2012","11","27",NA,"Brasil","Espírito Santo","Pinheiros","Pinheiros","-40.2132987976074","-18.3703002929688",NA,"Nome vulgar: Manteguinha, capoeirão. Estrada montanha/Cristal. Arbóreo, terrestre, botão e flor verde claro, cor exsudação branco e descamação ausente. Fuste cilíndrico. Altura total 5m, fuste 3m, Cap fuste 30cm. Diâmetro Copa 3m, exsu","MBML047899",NA,"28525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-25 10:11:52-03","CVRD","CVRD","5746","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Domingos A. Folli","Folli, D.A.","3054","1997","06","17","América do Sul","BRASIL","ES","Linhares","Entrada do Bloco A 1o. T","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD005746","CVRD005746","48094","auto","1997","06","17",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"40","2021-02-25 10:11:52-03","CVRD","CVRD","10732","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Geovane S. Siqueira","Siqueira, G.S.","389","2008","02","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.080292","-19.156839",NA,"Dentro de uma das parcelas do CO2, lado esquerdo. <ll>dwc_commonname:</ll> Manteguinha","CVRD010732",NA,NA,NA,"2008","02","28","-40,080292","-19,156839","52","52",NA,NA,"Magnoliopsida"
"41","2021-02-25 10:11:52-03","CVRD","CVRD","875","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Terry D. Pennington","Silva, I.A.","313","1982","02","08","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD000875",NA,"48094","auto","1987","10","19",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"42","2021-02-25 10:11:52-03","CVRD","CVRD","9450","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Domingos A. Folli","Folli, D.A.","5193","2006","02","22","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD009450",NA,"48094","auto","2006","02","22",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"43","2021-02-25 10:11:52-03","CVRD","CVRD","874","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","M.S. Menandro","Silva, I.A.","312","1982","02","04","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD000874",NA,"48094","auto","1987","10","19",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"44","2021-02-25 10:11:52-03","CVRD","CVRD","11084","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Domingos A. Folli","Folli, D.A.","5942","2008","02","10","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Entrada p/ Pontal do Ipiranga <ll>dwc_commonname:</ll> Manteguinha","CVRD011084",NA,"48094","auto","2008","02","10",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"45","2021-02-25 10:11:52-03","CVRD","CVRD","2335","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Geovane S. Siqueira","Folli, D.A.","961","1989","08","28","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD002335",NA,"48094","auto","2009","08","31",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"46","2021-02-25 10:11:52-03","CVRD","CVRD","9451","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Domingos A. Folli","Siqueira, G.S.","210","2006","02","22","América do Sul","BRASIL","ES","Linhares","Aceiro ceolim","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD009451","CVRD009451","48094","auto","2006","02","22",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"47","2021-02-25 10:11:52-03","CVRD","CVRD","143","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Terry D. Pennington","Spada, J.","26","1978","01","19","América do Sul","BRASIL","ES","Linhares","Próximo ao viveiro de espera","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD000143","CVRD000143","48094","auto","1990","11","10",NA,NA,NA,NA,"ISOTYPUS",NA,"Magnoliopsida"
"48","2021-02-25 10:11:52-03","CVRD","CVRD","14244","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Domingos A. Folli","Folli, D.A.","6951","2012","11","27","América do Sul","BRASIL","ES","Pinheiros",NA,"-40.2132987976074","-18.3703002929688",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD014244","CVRD014244","28525","auto","2012","11","27",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"49","2021-02-25 10:11:52-03","CVRD","CVRD","4890","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D. Penn.","Terry D. Pennington","Folli, D.A.","2266","1994","03","24","América do Sul","BRASIL","MG","Marliéria","Lado da estrada para o Viveiro.","-42.7322006225586","-19.7122001647949",NA,"<ll>dwc_commonname:</ll> Manteguinha","CVRD004890",NA,"28215","auto","2010","12","01",NA,NA,NA,NA,NA,NA,"Magnoliopsida"
"50","2019-10-07 09:13:00-03","UEFS","HUEFS","187251","PreservedSpecimen","Plantae","Angiospermae","Ericales","Sapotaceae","Pouteria","pachycalyx","Pouteria pachycalyx","T.D.Penn.","A.Alves-Araújo","Lombardi, J.A.","7137","2008","01","24",NA,"Brasil","Espírito Santo","Montanha","Rodovia ES-130, Pinheiros/Vinhático, 4 Km de Vinhático.","-40.266667","-18.2",NA,"Mata Atlântica degradada, junto a estrada.","HUEFS0187251","HUEFS0187251",NA,NA,"2015","02",NA,"40W16'","18S12'","160","160",NA,NA,"Asteranae"
