"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","individualCount"
"50","2019-11-01 14:54:03-03","UnB","UB","207240","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Chaves, DA; Silva, JFG; Gonçalves, MF","294","2014","03","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno",NA,"Complexo Rupestre",NA,NA,NA,"20",NA,"-43.797533","-17.92705",NA,NA,"Nakajima, JN; Bringel, JBA","2015",NA,NA,"-43.797533","-17.92705","1245","1245",NA,NA,NA
"51","2019-11-01 14:54:03-03","UnB","UB","207250","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Chaves, DA; Silva, JFG; Gonçalves, MF","304","2014","03","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno",NA,"Complexo Rupestre",NA,NA,NA,"21",NA,"-43.812483","-17.915733",NA,NA,"Bringel, JBA","2015","07",NA,"-43.812483","-17.915733","1254","1254",NA,NA,NA
"52","2019-11-01 14:54:03-03","UnB","UB","207251","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Chaves, DA; Silva, JFG; Gonçalves, MF","305","2014","03","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Módulo RAPELD Sempre Vivas I e entorno",NA,"Complexo Rupestre",NA,NA,NA,"21",NA,"-43.812483","-17.915733",NA,NA,"Nakajima, JN; Bringel, JBA","2015",NA,NA,"-43.812483","-17.915733","1254","1254",NA,NA,NA
"53","2019-11-01 14:54:03-03","UnB","UB","207331","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Chaves, DA; Gonçalves, MF","385","2014","05","Southern America","Brasil","Minas Gerais","Cadeia do Espinhaço: Parque Estadual do Rio Preto, subida para a Chapada dos Coutos",NA,"Complexo Rupestre",NA,NA,NA,"03","São Gonçalo do Rio Preto","-43.335583","-18.195067",NA,NA,"Nakajima, JN; Bringel","2018","03",NA,"-43.335583","-18.195067","1357","1357",NA,NA,NA
"54","2019-05-06 11:53:29-03","UFU","HUFU","26488","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Assis, L.C.S.","95","2001","04",NA,"Brasil","Minas Gerais","Mata do Baú",NA,"Erva. Caula pardacento, folhas discolores e flores lilás.; Borda da mata.","HUFU00047115","HUFU00047115",NA,"30","Barroso","-43.9757995605469","-21.1868991851807","7934","auto","Nakajima, J.N.","2016","03",NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-05-06 11:53:29-03","UFU","HUFU","62081","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Marques, D.; Araújo, I.M. & Franco, I.M.","423","2012","03",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Salto do Mocotó - próximo ao rio Biribiri",NA,"Subarbusto, cerca de 0,6m. Brácteas involucrais negras, corola púrpura, anteras vermelhas, estilete púrpuro, pápus branco.","HUFU00047126","HUFU00047126",NA,"14","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto","Marques, D.","2013","01","08",NA,NA,NA,NA,NA,NA,NA
"56","2019-05-06 11:53:29-03","UFU","HUFU","56794","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Marimon, B.S.","482","2000","05",NA,"Brasil","Mato Grosso","Margem da estrada de acesso a Cachoeira do Oscar, Ilha do Coco, cerca de 33km de Nova Xavantina.",NA,"Subarbusto, ca. 0,8 m. Capítulos liláses.; Solo arenoso.","HUFU00047114","HUFU00047114",NA,"27",NA,"-52.566389","-14.748611",NA,NA,"Nakajima, J.N.","2016","03",NA,"-52.566389","-14.748611",NA,NA,NA,NA,NA
"57","2019-05-06 11:53:29-03","UFU","HUFU","58592","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Franco, I.M.; Souza, A.M.; Silva, B.G.; Cabral, C.M. & Costa, F.N.","41","2010","02",NA,"Brasil","Minas Gerais","Serra do Pasmar",NA,"Erva ca. 40 centímetros. Caule verde com indumento esbranquiçado. Invólucro verde com extremidades vináceas. Flores brancas e lilases. Antera roxa e estígma lilás.; Campo Rupestre","HUFU00047112","HUFU00047112",NA,"24","Diamantina","-43.754444","-18.298056",NA,NA,"Marques, D.","2016","01",NA,"-43.754444","-18.298056","1251","1251",NA,NA,NA
"58","2019-05-06 11:53:29-03","UFU","HUFU","61968","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Marques, D.; Araújo, I.M. & Franco, I.M.","373","2013","12",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Nascente da água limpa",NA,"Subarbusto, cerca de 0,1 m. Brácteas involucrais, enegrecidas, flores púrpura, páús branco.; Campo Rupestre","HUFU00047109","HUFU00047109",NA,"13","Diamantina","-43.603333","-18.215556",NA,NA,"Marques, D.","2013","01","08","-43.603333","-18.215556","1394","1394",NA,NA,NA
"59","2019-05-06 11:53:29-03","UFU","HUFU","61984","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Marques, D.; Araújo, I.M.","389","2011","12",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, vargem da santa Polonha",NA,"Brácteas involucrais negras, corola e ramos de estilete púrpuro.; campo rupestre","HUFU00047110","HUFU00047110",NA,"14","Diamantina","-43.593056","-18.138889",NA,NA,"Marques, D.","2013","01","08","-43.593056","-18.138889","1297","1297",NA,NA,NA
"60","2019-05-06 11:53:29-03","UFU","HUFU","64578","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Marques, D.; Araújo, I.M.; Franco, I.M.; Silva, K.R.; Andrino, C.O. & Costa","501","2012","09",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Trilha que vai da entrada do P.E. do Biribiri e vai até a Cachoeira dos Cristais-Varjão.",NA,"Subarbusto, ca. 3m. Brácteas involucrais verdes, corola e anteras roxas, estilete branco. Apenas um indivíduo encontrado.; Campo rupestre.","HUFU00047108","HUFU00047108",NA,"19","Diamantina","-43.608889","-18.210833",NA,NA,NA,NA,NA,NA,"-43.608889","-18.210833","1231","1231",NA,NA,NA
"61","2019-05-06 11:53:29-03","UFU","HUFU","66431","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Franco, I.M.; Versiane, A.F.A. & Silva, K.R.","1160","2012","12",NA,"Brasil","Minas Gerais","Parque Estadual do Biribiri, Duas Pontes",NA,"Erva em solo arenoso úmido. Invólucro verde vináceo. Flores lilases e roxas. Flores passadas brancas.; Campo Rupestre","HUFU00047107","HUFU00047107",NA,"04","Diamantina","-43.567778","-18.156389",NA,NA,"Marques, D.","2013","03","18","-43.567778","-18.156389","1165","1165",NA,NA,NA
"62","2019-05-06 11:53:29-03","UFU","HUFU","69508","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Marques, D.; Contro, F.L.","571","2015","01",NA,"Brasil","Minas Gerais","Barão Guaicuy, Estrada para Cachoeira do Barão.",NA,"Erva, ca. 0,4 m. Brácteas involucrais verde-escuras, corola e ramos púrpuros.; Campo rupestre.","HUFU00047111","HUFU00047111",NA,"18","Diamantina","-43.700278","-18.266667",NA,NA,NA,NA,NA,NA,"-43.700278","-18.266667",NA,NA,NA,NA,NA
"63","2019-08-08 09:59:15-03","UFU","HUFU","78805","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Romero, R.; Lopes A.G.; Barbosa, B.D. & Queiroz, L.N.L.","9134","2019","04",NA,"Brasil","Minas Gerais","Rodovia MG - 367, 12 km S de Diamantina. Próximo ao asfalto.",NA,"Subarbusto, ca. 0,3m. Bracteas involucrais verdes; corola e ramos de estilete lilases.; Campo rupestre.","HUFU00076501",NA,NA,"25","Diamantina","-43.754444","-18.292222",NA,NA,"Silva, F.O.C.; Cantarim, G.F.","2019","07",NA,"-43.754444","-18.292222","1329","1329",NA,NA,NA
"64","2019-08-08 09:59:15-03","UFU","HUFU","79179","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Dias, A.G.; Cantarim, G.F.; Oliveira Filho, L.A. & Silva, R.P.","193","2019","04",NA,"Brasil","Minas Gerais","Estrada Diamantina - Conselheiro Mata, MG 220, km 180, próximo a estrada.",NA,"herbácea, inflorescência roxa, brácteas verdes; Afloramento rochoso.Campo rupestre","HUFU00076672",NA,NA,"23","Diamantina","-43.713333","-18.273056",NA,NA,"Silva, F.O.C.; Cantarim, G.F.","2019","07",NA,"-43.713333","-18.273056","1355","1355",NA,NA,NA
"65","2019-05-06 11:53:29-03","UFU","HUFU","62231","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Machado, A.I.M.R.; et al.","81","2012","03",NA,"Brasil","Minas Gerais","Estrada para Conselheiro Mata, 10 km de Diamantina",NA,"Subarbusto, cerca de 80 cm. Capítulo com brácteas involucrais verdes, corola e estilete lilases.","HUFU00047113","HUFU00047113",NA,"13","Diamantina","-43.6002998352051","-18.2493991851807","101169","auto","Marques, D.","2016","01",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-05-06 11:53:29-03","UFU","HUFU","13028","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Romero, R.; Nakajima, J.N.","3647","1996","09",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Guarita de Sacramento, caminho para o córrego dos coelhos",NA,"Herbáceo, ca. 0,25m. Brácteas verdes, ápice vinho. Corola a anteras purpureos. Ramos do estilete lilases.; Campo limpo, dois meses após queimada","HUFU00058213","HUFU00058213",NA,"23","Sacramento","-47.439998626709","-19.8652992248535","69737","auto","Nakajima, J.N.","1998","07",NA,NA,NA,NA,NA,NA,NA,NA
"67","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","Mart. ex DC.","Martius, C","s.n.",NA,NA,NA,"?",NA,"e. gr. in altis Serro Frio",NA,NA,NA,"P06P2N0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","Mart. ex DC.","Martius, CFP","s.n.",NA,NA,"Southern America","Brazil",NA,"e. gr. in altis Serro Frio",NA,NA,NA,"P06P2N0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2017-09-11 17:08:34-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","Mart. ex DC.","Riedel, L","496",NA,NA,"Southern America","Brazil",NA,"Habitat in prov. Minas Geraes",NA,NA,NA,"P06P2N0012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-09-23 11:01:11-03","G","G-DC","G00326711","S","Plantae",NA,NA,"Asteraceae","Vernonia","adenophylla","Vernonia adenophylla","DC.","Martius, C. F. P.",NA,NA,NA,"AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00326711",NA,NA,NA,NA,"-45.44222222","-18.78777778",NA,NA,"CAT.HERB.PRODR.","2013","01","01","-45.44222222","-18.78777778",NA,NA,"ISOTYPUS of Vernonia adenophylla DC.",NA,NA
"71","2020-01-22 15:48:53-03","IBt","SP","45513","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","adenophyllus","Lessingianthus adenophyllus","(Mart. ex DC.) H.Rob.","Mello Barreto","3996","1933","07",NA,"Brasil","Minas Gerais","Serra do Taquaril",NA,NA,NA,NA,NA,"21","Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto","Simão Bianchini, R","2019","12","10",NA,NA,NA,NA,NA,NA,NA
