"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus"
"11","2020-10-14 09:59:03-03","FURB","FURB","58568","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Kassner-Filho, A.","2018","03","11","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2640","2018","03","11","Brasil","Santa Catarina","Orleans","Pedra Furada.","-49.4791667","-28.1338889","-49.4791667","-28.1338889",NA,NA,"flor branca Habitat: paredão rochoso Habito: erva terrícola","FURB58568","FURB58568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-24 16:38:34-03","FURB","FURB","67209","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,NA,NA,NA,"Funez, L.A.","9612","2020","01","12","Brasil","Santa Catarina","Corupá","Rota das Cachoeiras. RPPN Emílio Fiorentino Battistella","-49.3541667","-26.3927777","-49.3541667","-26.3927777","600","600","Flores brancas Habitat: Nas rochas de respingo da cachoeira Habito: Erva","FURB67209","FURB67209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:15:22-03","MBM","MBM","337491","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Hatschbach, G.","2008",NA,NA,"Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6120","2007","10","25","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, cota 800","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Ereta, capítulo alvo. Floresta atlântica, alto do morro","MBM337491","MBM337491",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA
"14","2020-12-21 16:15:22-03","MBM","MBM","259924","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Hatschbach, G.",NA,NA,NA,"Silva, J.M.; Campos, A.R.; Campos, A.R.","3368","2001","06","15","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, Cota 800","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"MBM259924","MBM259924",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA
"15","2020-12-21 16:15:22-03","MBM","MBM","279019","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Ribas, O.S.","2006","07",NA,"Barboza, E.; Cunha, E.M.; Cunha, E.M.","714","2003","01","05","Brazil","Santa Catarina","Itaiópolis","Rio do Toldo","-49.9063987731934","-26.3363990783691",NA,NA,NA,NA,"Ereta, 30 cm, flor alva. Solo arenoso; entrada de caverna","MBM279019","MBM279019",NA,NA,"Southern America",NA,"51919","auto",NA,NA,NA,NA
"16","2020-12-21 16:15:22-03","MBM","MBM","404787","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Cordeiro, J.; Völtz, R.R.","2016","04","06","Völtz, R.R.; Santos, G.H.; Santos, G.H.","828","2016","03","26","Brazil","Santa Catarina","Joinville","Serra do Cubatão, RPPN Caetezal","-49.1019","-26.194","-49.1019","-26.194","715","715","Erva rosulada, crescendo por entre as fendas das rochas que formam a margen do rio Cubatão; capítulos com brácteas ferrugíneas, flores do disco alvas e do raio alvas com pontos amareladas.; Floresta Ombrófila Densa Montana.","MBM404787","MBM404787",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:15:22-03","MBM","MBM","311998","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Hatschbach, G.","2006",NA,NA,"Ribas, O.S.; Silva, J.M.; Silva, J.M.","7129","2006","01","12","Brazil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, subida a Cota 800","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Capítulo alvo. Encosta do morro; floresta atlântica da serra do Mar","MBM311998","MBM311998",NA,NA,"Southern America",NA,"38300","auto",NA,NA,NA,NA
"18","2016-01-22 02:06:36-02","MNHN","RECOLNAT_MNHN_P","P00709007","PreservedSpecimen",NA,"Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Roque",NA,NA,NA,"Glaziou, A.",NA,"1891","2","18","Brésil",NA,NA,"Alto Macahé",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00709007' target='other'> <mi>dwc_moreinfo</mi></a>","P00709007","P00709007_01",NA,NA,NA,"hb",NA,NA,NA,"18320",NA,NA
"19","2015-10-27 23:44:47-02","MNHN","RECOLNAT_MNHN_P","P02089275","PreservedSpecimen",NA,"Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Roque",NA,NA,NA,"Glaziou, A.",NA,"1891","2","18","Brésil",NA,NA,"Alto Macahé",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02089275' target='other'> <mi>dwc_moreinfo</mi></a>","P02089275","P02089275_01",NA,NA,NA,"hb",NA,NA,NA,"18320",NA,NA
"20","2015-09-04 06:10:02-03","MNHN","RECOLNAT_MNHN_P","P02418772","PreservedSpecimen",NA,"Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Roque",NA,NA,NA,"Glaziou, A.",NA,"1888","5","13","Brésil",NA,NA,"Alto Macahé (Rio Janeiro)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418772' target='other'> <mi>dwc_moreinfo</mi></a>","P02418772","P02418772_01 P02418772_02",NA,NA,NA,"hb",NA,NA,NA,"17104",NA,NA
"21","2015-09-04 06:10:02-03","MNHN","RECOLNAT_MNHN_P","P02418773","PreservedSpecimen",NA,"Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Roque",NA,NA,NA,"Glaziou, A.",NA,"1888","5","13","Brésil",NA,NA,"Alto Macahé (Rio Janeiro)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418773' target='other'> <mi>dwc_moreinfo</mi></a>","P02418773","P02418773_01 P02418773_02",NA,NA,NA,"hb",NA,NA,NA,"17104",NA,NA
"22","2015-09-04 06:10:02-03","MNHN","RECOLNAT_MNHN_P","P02418774","PreservedSpecimen",NA,"Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,NA,NA,NA,"Ulle, E.",NA,"1889","4","1","Brasil","Santa Catarina",NA,"No pendor da Serra do Oratorio. Santa Catarina, Sul, Brasil, América do Sul",NA,NA,NA,NA,NA,NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418774' target='other'> <mi>dwc_moreinfo</mi></a>","P02418774","P02418774_01",NA,NA,NA,"hb",NA,NA,NA,"1220",NA,NA
"23","2015-09-04 06:10:23-03","MNHN","RECOLNAT_MNHN_P","P02418776","PreservedSpecimen",NA,"Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Roque",NA,NA,NA,"Glaziou, A.",NA,"1888","5","13","Brésil",NA,NA,"Alto Macahé (Rio Janeiro)",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418776' target='other'> <mi>dwc_moreinfo</mi></a>","P02418776","P02418776_01 P02418776_02",NA,NA,NA,"hb",NA,NA,NA,"17104",NA,NA
"24","2020-12-11 11:32:36-03","UFMG","BHCB","80865","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,"2013","07","09","Markgraf, F; Brade, AC","3551","1938","11","16","Brasil","Minas Gerais","Belo Horizonte","Serra da Mutuca.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Canga","BHCB008820",NA,"Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA
"25","2020-12-11 11:32:36-03","UFMG","BHCB","106836","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,NA,NA,NA,"Teles, AM; Nordenstam, B; Mota, RC da; Formiga, AT","380","2007","04","05","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Pico do Inficionado","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Plantas do Brasil. Campo rupestre. Herbácea, ca. 0,25m. Capítulo com flores creme (?).",NA,NA,"Dicotyledon",NA,"Southern America",NA,"11966","auto",NA,NA,NA,NA
"26","2021-02-11 17:18:02-03","UFPR","UPCB","69091","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Ribas, O.S. & Cordeiro, J.","2007","11",NA,"Matos, F.B.","1434",NA,NA,NA,"Brasil","Paraná","Campina Grande do Sul","Parque Estadual Pico do Paraná. Morro Pico do Paraná.","-49.0553016662598","-25.3055992126465",NA,NA,"1700","1700","Erva com folhas discolores e flores alvas vistosas. Crescendo ao lado da trilha. Campos de altitude entremeados por Floresta Ombrófila Densa Alto Montana..",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1126734","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,NA,NA,NA,"Auguste F.M. Glaziou","Glaziou 17104","1861",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"28","2009-08-21 06:32:00-03","MO","MOBOT","2455618","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,NA,NA,NA,"Balduino Rambo","Rambo 50705","1953","2","20","Brazil","Rio Grande do Sul",NA,"Cambará do Sul. Taimbezinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","1954519","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,NA,NA,NA,"-- Reitz","2351",NA,NA,NA,"Brazil","Santa Catarina",NA,"Campo dos Padres",NA,NA,NA,NA,"1600",NA,NA,"US01618459","US01618459_01",NA,"Asterales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA
"30","2019-12-09 17:29:24-03","UFPR","EFC","14901","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Cordeiro, J.; Völtz, R.R.","2016","04","06","Völtz, R.R.; Santos, G.H.","828","2016","03","26","Brasil","Santa Catarina","Joinville","RPPN Caetezal, Salto do Cubatão","-49.1019","-26.194","-49.1019","-26.1940","715","715","Erva rosulada crescendo por entre as fendas das rochas que formam a margem rio Cubatão; capítulos com brácteas ferrugíneas, flores do disco alvas e do raio alvas com pontos amareladas; Floresta Ombrófila Densa Montana __COMMOM_NAME__: L","EFC014901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-09-04 19:33:01-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Asteraceae","Trichocline","cordifolia","Trichocline cordifolia",NA,NA,NA,NA,NA,"A. Glaziou","17104",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,"Type [status unknown]"
"32","2019-05-06 11:52:51-03","UFU","HUFU","75247","S","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Fernandes, A.C.","2017","08","25","Melo, P.H.A.; Peixoto, T.R. & Lombardi, J.A.","5886","2016","10","25","Brasil","São Paulo","Apiaí","PETAR - Parque Estadual Turístico do Alto Ribeira, Núcle Caboclos, trilha Pescaria/Desmoronada. Envolto por floresta ombrófila densa. Área protegida.","-48.565278","-24.426111","-48.565278","-24.426111","610","610","Terrícola, capítulos com flores alvas.; Morro com afloramento de calcário em paredões, grandes fendas, clarabóias, sumidouros e ressurgências. Floresta ombrófila densa e mata ciliar.","HUFU00073375","HUFU00073375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-20 14:55:02-03","UFSC","FLOR","66879","PreservedSpecimen","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Funez, L.A.","2019","04","10","Funez, L.A.; Costa-Rezende, D.H.; Ribeiro-Nardes, W.; Comin, M.","8897","2018","11","10","Brasil","Santa Catarina","Rio dos Cedros","Vale dos Ventos.","-49.313056","-26.591667","49º18'47''W","26º35'30''S","655","655","Erva. Flores azuis Habitat: Borda da estrada Habito: Erva","FLOR0066879","FLOR0066879",NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-08 12:36:04-03","UFRGS","ICN","111006","S","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera",NA,NA,NA,NA,"Ritter, MR","877","1995","12","11","Brasil","SC","Timbé do Sul","Serra da Rocinha","-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,"Espécie ameaçada de extinção (Em perigo).",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"15081","auto",NA,NA,NA,NA
"35","2021-02-08 12:36:04-03","UFRGS","ICN","166188","S","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Pasini, E",NA,NA,NA,"Pasini, E; Schneider, AA; Baumhardt, E; Dal Ri, L","551","2010","12","10","Brasil","RS","Cambará do Sul","Parque Aparados da Serra - Itaimbezinho","-50.079722","-29.156389","-50.079722","-29.156389","918","918","planta ameaçada de extinção; Planta muito rara e escassa no local, sendo o único indivíduo encontrado nos arredores e proximidades; folhas cordadas com longo peciolo, capítulo nutante em frutificação; planta em borda de mata com araucária no chão ao",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 10:00:14-03","IBt","SP","426316","S","Plantae","Asteraceae","Chaptalia","cordifolia","Chaptalia cordifolia","(Baker) Cabrera","Hatschbach, G","2008",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","6120","2007","10","25","Brasil","Paraná","Antonina","Usina Hidrelétrica Parigot de Souza, cota 800.","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,"SP032169","SP032169",NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA
