"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount","sex"
"1385","2021-02-19 16:18:36-03","UFMT","UFMT","18811","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Macedo, M.; Ferreira, A.R.; Lopes, I.","6337","1997","06","21",NA,"Brasil",NA,NA,"Árvore +/- 4m, folhas opostas cruzadas, inflorescência com flores amarelo avermelhadas.; Cerradão; solo areno argiloso.",NA,NA,NA,"A. Juss","Amorim Neto, L.","Mato Grosso","Km 40 - MT 100.",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1386","2021-02-19 16:18:37-03","UFMT","UFMT","41173","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Silva, E.; Dias, A.P.; Santos, B.","19","2013","09","01",NA,"Brasil",NA,NA,"Arbusto com flores amarelas.; Cerrado; solo arenoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Fazenda do Sr. Dodo.",NA,NA,NA,"Novo Santo Antônio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1387","2021-02-19 16:18:36-03","UFMT","UFMT","12642","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Macedo, M.; Godinho, R.; Lopes, I.","4512","1995","09","08",NA,"Brasil",NA,NA,"Arvoreta de 1,5m, flores amarelas, frutos imaturos.; Várzea do Rio Guaporé.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Fazenda Baía Funda.",NA,NA,NA,"Vila Bela da Sma Trindade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1388","2020-03-03 18:32:33-03","UFMT","UFMT","44388","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Souza, R.S.; Oliveira, N.; Nascimento, L.F.","s.n.","2017","10","19",NA,"Brasil",NA,NA,"Flores amarelas.; Pantanal.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","RPPN Sesc Pantanal.","-56.2757","-16.587167",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,"-56.2757","-16.587167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1389","2021-02-19 16:18:37-03","UFMT","UFMT","31486","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Nave, A.G.; Dario, F.R.; Lopes, R.F.; Bertani, D.F.","2123","1997","09","14",NA,"Brasil",NA,NA,"Arbustivo, altura de 3m e com flor amarela.; Floresta estacional aluvial. Beira de rio, antropizado.",NA,NA,NA,"A. Juss","Nave, A.G.","Mato Grosso","Baía Funda, Rio Guaporé.","-60.110833","-14.450556",NA,"Pontes e Lacerda",NA,NA,NA,NA,NA,"-60.110833","-14.450556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","2016-10-27 13:32:45-02","UFMT","UFMT","42935","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Campos, E.P.; Dalla Côrt, A.S.; Marchesin, L.; Silveira, G.L.","s.n.","2013","07","31",NA,"Brasil",NA,NA,"Arbusto, flores vistosas, cálice de cor vermelha, corola amarela e estames brancos, sem frutos; Cerrado",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Campus Universitário de Rondonópolis UFMT","-54.578378","-16.465103",NA,"Rondonópolis",NA,NA,NA,NA,NA,"-54.578378","-16.465103",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","2021-02-19 16:18:37-03","UFMT","UFMT","31485","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Lopes, R.F.; et al.","1997","1997",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"A. Juss",NA,"Mato Grosso",NA,"-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1392","2021-02-19 16:18:37-03","UFMT","UFMT","36698","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Morais, F.F.","20","2006","08","04",NA,"Brasil",NA,NA,"Com frutos, folhas de consistência cartácea.",NA,NA,NA,"A. Juss",NA,"Mato Grosso",NA,"-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1393","2021-02-19 16:18:37-03","UFMT","UFMT","26959","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Fernades, F.; Silva, C.J.; Amorim Neto, L.","10","2003","10","01",NA,"Brasil",NA,NA,"Arbórea, flores amarelas.; Mata ciliar; solo arenoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Baía Sinhá Mariana.","-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1394","2021-02-19 16:18:37-03","UFMT","UFMT","37681","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Lima-Júnior, G.A.; Ferreira da Silva, H.","477","2004","09","26",NA,"Brasil",NA,NA,"Arvoreta de 3,5m de altura, inflorescência com flores amarelas.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Distrito de São Pedro de Joselândia- RPPN Sesc Pantanal.","-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1395","2021-02-19 16:18:37-03","UFMT","UFMT","26871","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Arieira, J.C.; Silva, J.E.","100","2003","10","11",NA,"Brasil",NA,NA,"Arbusto, botão floral.; cerrado inundável.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Estação Ecológica-Sesc Pantanal - Posto Espírito Santo.","-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1396","2021-02-19 16:18:37-03","UFMT","UFMT","26914","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Arieira, J.C.; Ferreira, H.","71","2003","10","09",NA,"Brasil",NA,NA,"Arbusto, flores amarelas.; cerrado.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Estação Ecológica-Sesc Pantanal - Posto Espírito Santo.","-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1397","2021-02-19 16:18:37-03","UFMT","UFMT","26917","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Arieira, J.C.; Silva, J.E.","71","2003","10","09",NA,"Brasil",NA,NA,"Arbusto, flores amarelas.; Cerrado; solo argilo arenoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Estância Ecológica Sesc Pantanal. Posto Espírito Santo.","-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1398","2021-02-19 16:18:36-03","UFMT","UFMT","20720","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Silva, E.; Pavlak, K.; Fontana, B.","4","2006","11","27",NA,"Brasil",NA,NA,"Arbusto, frutos verdes imaturos.; Campo sujo alagável; Solo arenoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Fazenda Espírito Santo - RPPN, Sesc Pantanal.","-55.9674987792969","-16.1944007873535",NA,"Barão de Melgaço",NA,NA,NA,NA,NA,NA,NA,"145819","auto",NA,NA,NA,NA,NA,NA,NA
"1399","2021-02-19 16:18:37-03","UFMT","UFMT","37923","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Carniello, M.A.; Santos-Silva, R.; Pedroga, J.A.; Cabral, C.D.O.; Ramos, O.F.","54","2003","05",NA,NA,"Brasil",NA,NA,"Subarbórea.; Área periodicamente alagável.",NA,NA,NA,"A. Juss","Carniello, M.A.; Cabral, C.D.O.","Mato Grosso","Porto Limão.","-57.6789016723633","-16.0706005096436",NA,"Cáceres",NA,NA,"2003","05",NA,NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA
"1400","2021-02-19 16:18:36-03","UFMT","UFMT","16639","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Lopes, I.; Cruz, S.","s.n.","1997","10","13",NA,"Brasil",NA,NA,"Arbusto, flores amarela-avermelhada.; Cerrado; solo pedregoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Rio dos Peixes.","-56.0966987609863","-15.5960998535156",NA,"Cuiabá",NA,NA,NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA,NA
"1401","2021-02-19 16:18:37-03","UFMT","UFMT","24140","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Costa, S.C.","s.n.","2000","11","18",NA,"Brasil",NA,NA,"Arbusto com 1,5m de altura, flores amarelas, frutos verdes.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Borda do lago-Pirizal.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1402","2021-02-19 16:18:37-03","UFMT","UFMT","24142","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Costa, S.C.","s.n.","2000","11","18",NA,"Brasil",NA,NA,"!,5m de altura.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Borda do Lago-Pirizal.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1403","2021-02-19 16:18:36-03","UFMT","UFMT","21719","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Ozana.; Hélio.","s.n.","1998","06","19",NA,"Brasil",NA,NA,"Arbusto, flor amarela.; Campo de murundum aberto; solo argiloso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","BR MT-Km 112- Pirizal.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1404","2021-02-19 16:18:37-03","UFMT","UFMT","26699","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Costa, S.C.","s.n.","2001","10","28",NA,"Brasil",NA,NA,"Arbusto, flores amarelas.; Solo argilo arenoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Cordilheira-Pirizal.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1405","2021-02-19 16:18:37-03","UFMT","UFMT","37307","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Lima-Júnior, G.A.; Cunha, C.N.; Valente, G.E.; Silva, A.F.","433","2004","09","14",NA,"Brasil",NA,NA,"Arbusto 2m, inflorescência com flores amarelas e alaranjadas, folha discolor com endumento prateado.; Mata seca.",NA,NA,NA,"A. Juss","Silva, A.F.","Mato Grosso","Estrada Posto Espírito Santo- São Luis -RPPN Sesc Pantantal.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,"2004","09",NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1406","2021-02-19 16:18:36-03","UFMT","UFMT","12831","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Macedo, M.; Godinho, R.","4487","1995","10","08",NA,"Brasil",NA,NA,"Arbusto esgalhado de 3m, flores amarelas com glândulas.; Cerrado inundável; solo argiloso.",NA,NA,NA,"A. Juss","Amorim Neto, L.","Mato Grosso","Fazenda São Vicente do Rio Claro - Km 33- Rodovia Transpantaneira.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,"1997","11",NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1407","2021-02-19 16:18:36-03","UFMT","UFMT","19159","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Macedo, M.; Pinto, G.; Dahmer, C.","7906","1998","11","06",NA,"Brasil",NA,NA,"Árvore 3metros, folhas opostas e flores amarelas.; Pantanal; solo argilo arenoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Faz. Ipiranga.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1408","2021-02-19 16:18:37-03","UFMT","UFMT","24141","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Costa, S.C.","s.n.","2000","11","18",NA,"Brasil",NA,NA,"Arvoreta com 1,5m de altura, frutos verdes e flores amarelas em cachos.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Pantanal de Poconé - Borda do lago com cordilheira.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1409","2021-02-19 16:18:37-03","UFMT","UFMT","35925","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Prado, A.L.; et al.","4043","1992","11","06",NA,"Brasil",NA,NA,"Planta arbustiva, ca. 2,5m de altura, flores amarelas.; Vazante em campo cerrado alagável sazonalmente; Solo argilo arenoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Proximidades da rodovia Transpantaneira, ca do Km 12, direção Poconé- Porto Jofre.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1410","2021-02-19 16:18:36-03","UFMT","UFMT","17475","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Cunha, C.N.; Santos, B.; et al.","s.n.","1997","10","23",NA,"Brasil",NA,NA,"Subarbusto 4metros, flores amarelas.; Cerrado; solo argiloso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Rod. poconé-Porto Cercado.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1411","2021-02-19 16:18:37-03","UFMT","UFMT","28033","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Nogueira, H.B.; Rebellato, L.; Lima-Junior, G.A.","41","2004","04","28",NA,"Brasil",NA,NA,"Arbusto 2,5m de altura, botões florais amarelos.; campo em regeneração.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Sesc Pantanal.","-56.6227989196777","-16.2567005157471",NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA
"1412","2021-02-19 16:18:37-03","UFMT","UFMT","23791","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Milani, V.","s.n.","2008","10","03",NA,"Brasil",NA,NA,"Árvore, inflorescência com flores amarelas.; Cerrado; solo pedregoso.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Estação Ecológica Serra das Araras.","-57.2275009155273","-15.3243999481201",NA,"Porto Estrela",NA,NA,NA,NA,NA,NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA,NA
"1413","2021-02-19 16:18:37-03","UFMT","UFMT","41493","S","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Mamede, J.S.S.","64","2014","07","23",NA,"Brasil",NA,NA,"amostra retirada do quintal de moradores da comunidade.",NA,NA,NA,"A. Juss",NA,"Mato Grosso","Comunidade São Miguel. Zona Rural, próximo a Sadia I e II, saída da VG.","-56.1324996948242","-15.6466999053955",NA,"Várzea Grande",NA,NA,NA,NA,NA,NA,NA,"37223","auto",NA,NA,NA,NA,NA,NA,NA
"1414","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,NA,"in Taboleiro do Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1415","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,"Minas Gerais","In prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1416","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,"Minas Gerais","In prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1417","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Gardner, G","1490","1838","09",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,NA,"nec non in prov. Cearensi in silvis Catingas prope Villa de Crato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1418","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,NA,"in prov. Bahiensi in campis prope Sincora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1419","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,NA,"in Taboleiro do Serro Frio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1420","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,"Minas Gerais","In prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1421","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,"Minas Gerais","In prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1422","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Gardner, G","1490","1838","09",NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,NA,"nec non in prov. Cearensi in silvis Catingas prope Villa de Crato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1423","2017-09-11 17:10:29-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Malpighiaceae","Byrsonima","cydoniifolia","Byrsonima cydoniifolia","Martius, CFP","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"A.Juss.",NA,NA,"in prov. Bahiensi in campis prope Sincora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1424","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","7327","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Ribeiro D.M., Sirqueira M.G.G.; Silvério D.V.",NA,"2005","11","28",NA,"Brasil",NA,NA,"Inflorescência.",NA,NA,NA,"A. juss.","Marimon B.S.","Mato Grosso","Fazenda Arucá.",NA,NA,NA,"Nova Nazaré",NA,NA,"2006","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1425","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","4697","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Marimon B.S., Lima H.S.; Franczak D.D.","BS674","2003","10","05",NA,"Brasil",NA,NA,"Corola amarela.[HABITAT=Mata Ciliar Inundável.]",NA,NA,NA,"A. juss.",NA,"Mato Grosso","Fazenda Marruá. Margem do Rio São João.","-51.113555556","-12.7805",NA,"Ribeirão Cascalheira",NA,NA,NA,NA,NA,"-51.113555556","-12.7805",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1426","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","7048","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Marimon B.S., Lima H.S.; Franczak D.D.","BS922","2005","08","18",NA,"Brasil",NA,NA,"Ocasional. Botões florais. Casca rugosa com fissuras.[HABITAT=Campo de Murundu]",NA,NA,NA,"A. juss.","Mariom B.S.","Mato Grosso","Parque Estadual do Araguaia. Fazenda Lago dos Bois.","-50.729305556","-11.864083333",NA,"Novo Santo Antônio",NA,NA,"2006","03",NA,"-50.729305556","-11.864083333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1427","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1654","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana",NA,"JP147","2000","10","21",NA,"Brasil",NA,NA,"[HABITAT=Campo de Murundu]",NA,NA,NA,"A. juss.",NA,"Mato Grosso","Fazenda Pinheiral / Ellus.","-50.766666667","-13.1",NA,"Cocalinho",NA,NA,NA,NA,NA,"-50.766666667","-13.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1428","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1655","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana",NA,"JP83","2000","10","17",NA,"Brasil",NA,NA,"Frequente[HABITAT=Campo de Murundu]",NA,NA,NA,"A. juss.",NA,"Mato Grosso","Fazenda Pinheiral / Ellus.","-50.766666667","-13.1",NA,"Cocalinho",NA,NA,NA,NA,NA,"-50.766666667","-13.1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1429","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1653","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Lima H.S., Neto J.P.; Marimon B.S.","BS526","2000","06","28",NA,"Brasil",NA,NA,"Flores de corola amarela (logo após a antese) e bermelha (quando senescente). Muricizal.[HABITAT=Campo Úmido]",NA,NA,NA,"A. juss.","Ratter J.A.","Mato Grosso","Fazenda Volpec.","-50.843333333","-12.9725",NA,"Cocalinho",NA,NA,"2000","07",NA,"-50.843333333","-12.9725",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1430","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","6485","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Marimon B.S., Lima H.S.; Franczak D.D.; Stefanello D.; Jancoski H.; Lagos M.C.C.","BS828","2004","07","27",NA,"Brasil",NA,NA,"Ocasional. Corola e botões florais amarelos. Casca com pequenas placas e entrecasca cor-de-rosa.[HABITAT=Mata Ciliar.]",NA,NA,NA,"A. juss.","Mariom B.S.","Mato Grosso","Parque Estadual do Araguaia. Fazenda Sucupira.","-50.946722222","-12.304333333",NA,"Novo Santo Antônio",NA,NA,"2004","07",NA,"-50.946722222","-12.304333333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1431","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","4779","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana","Marimon B.S., Lima H.S.; Franczak D.D.","BS739","2003","10","10",NA,"Brasil",NA,NA,"Ocasional. Corola amarela. Casca rugosa, casca interna cor-de-rosa.[HABITAT=Mata Ciliar Inundável.]",NA,NA,NA,"A. juss.","Mariom B.S.","Mato Grosso","Fazenda Marruá. Margem do Rio São João.","-51.112638889","-12.773083333",NA,"Ribeirão Cascalheira",NA,NA,"2004","06",NA,"-51.112638889","-12.773083333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1432","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1679","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana",NA,"RE2","1998","10","06",NA,"Brasil",NA,NA,"Relevo acidentado.[HABITAT=Cerrado]",NA,NA,NA,"A. juss.","Mariom B.S.","Mato Grosso","Bairro Estilac.","-52.353099822998","-14.6732997894287",NA,"Nova Xavantina",NA,NA,"2006","10",NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA
"1433","2020-10-26 09:32:28-03","UNEMAT","NX-FANEROGAMAS","1657","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","orbignyana","Byrsonima orbignyana",NA,"52","1998","09","20",NA,"Brasil",NA,NA,"Casca lisa, branca. Flor com glândulas na base do cálice. Fruto imaturo.[HABITAT=Cerrado]",NA,NA,NA,"A. juss.","Viana R.H.","Mato Grosso","Campus Universitário da UNEMAT. Estação Biológica Mário Viana. 30 m do curral, lado direito.","-52.353099822998","-14.6732997894287",NA,"Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,"79739","auto",NA,NA,NA,NA,NA,NA,NA
