"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"803","2020-09-12 05:00:02-03","US","US","2706006","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","G. Hatschbach & P. Scherer","30426","1972","12","10","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306204",NA,"Euphorbiales","tripartita",NA,"Curitiba","Miranda-Mato Grosso",NA,NA,"US01306204_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"804","2020-09-12 05:00:02-03","US","US","2404931","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","G. M. Felippe","58","1962","9","13","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306179",NA,"Euphorbiales","tripartita",NA,"São Paulo","municipio de Itirapina, 5km. da rodovia Washington Luiz, na Estrada Itirapina-Rio Claro.",NA,NA,"US01306179_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"805","2020-09-12 05:00:02-03","US","US","2271214","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","A. Lutz","926",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306182",NA,"Euphorbiales","tripartita",NA,"Minas Gerais","Capella Nova do Betim",NA,NA,"US01306182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"806","2020-09-12 05:00:02-03","US","US","2755367","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","H. S. Irwin, W. R. Anderson, M. Stieber & E. Y. T. Lee","34620","1972","1","21","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306203",NA,"Euphorbiales","tripartita",NA,"Goiás","ca. 15km S. of Niquelândia.",NA,NA,"US01306203_01",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"807","2020-09-12 05:00:02-03","US","US","2586677","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","J. Cuatrecasas","26624","1962","10","27","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306187",NA,"Euphorbiales","tripartita",NA,"São Paulo","Piraçununga: Cerrado de Cachoeira-Emas.",NA,NA,"US01306187_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"808","2020-09-12 05:00:02-03","US","US","2823844","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita humilis","H. S. Irwin & T. R. Soderstrom","6319","1964","9","25","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306164",NA,"Euphorbiales","humilis","(Müll. Arg.) D.J. Rogers & Appan","Mato Grosso","Vicinity of Xavantina, ca. 2km S. of Xavantina.","-52.33","-14.67","US01306164_01",NA,NA,"300","400",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"809","2020-09-12 05:00:02-03","US","US","2678611","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita indivisa","G. Eiten & L. T. Eiten","9864","1969","11","12","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306166",NA,"Euphorbiales","indivisa","Allem","Mato Grosso","Municipio de Barra do Graças: crest of Serra do Roncador, along new road. ca.167 km NNE of village of Xavantina. 10.4 km N of Corrego Tanguru. In Stand 9.",NA,NA,"US01306166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"810","2020-09-12 05:00:02-03","US","US","2688917","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","G. Eiten & L. T. Eiten","10001","1969","12","25","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306202",NA,"Euphorbiales","tripartita",NA,"Goiás","Municipio de Peixe, 1.1 km north of center of village of Figueiropolis.","-49.12","-12.05","US01306202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"811","2020-09-12 05:00:02-03","US","US","2689022","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","G. Eiten & L. T. Eiten","9796","1969","7","12","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306200",NA,"Euphorbiales","tripartita",NA,"Mato Grosso","Municãpio de Barra do Garcas: 260 km along new road NNE of village of XAVANTINA, at Royal Society-Royal Geographic Society Base Camp.","-51.75","-12.85","US01306200_01",NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"812","2020-09-12 05:00:02-03","US","US","2641306","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","J. C. Lindeman & J. H. Haas","890","1966","5","4","South America","Brazil",NA,NA,"Transcribed by digital volunteers","US01306193",NA,"Euphorbiales","tripartita",NA,"Paraná","By airstrip of Fazenda Lagoa, S. of the Rio Ivai, ca. 15 km E. of Sao Tome. Campo Cerrado.",NA,NA,"US01306193_01",NA,NA,"240",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"813","2020-09-12 05:00:02-03","US","US","2883662","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita xavantinensis","G. J. Shepherd, J. Semir, J. Andrade & P. R. Salgado","7302","1978","2","23","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306174",NA,"Euphorbiales","xavantinensis","(D.J. Rogers & Appan) Allen","São Paulo","Municipio de Itirapina, entre Sao Carlos e Rio Claro.",NA,NA,"US01306174_01","Allem, A. C.",NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"814","2020-09-12 05:00:02-03","US","US","1932652","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","L. O. Williams & V. Assis","6061","1945","8","3","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306183",NA,"Euphorbiales","tripartita",NA,"Minas Gerais","Near Lagoa Pampulha, Municipio of Belo Horizonte",NA,NA,"US01306183_01",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"815","2020-09-12 05:00:02-03","US","US","2823843","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","H. S. Irwin, H. Maxwell & D. C. Wasshausen","19036","1968","1","22","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306197",NA,"Euphorbiales","tripartita",NA,"Goiás","75 km N of Corumba de Goias on road to Niquelandia, Goias in valley of Rio Maranhao",NA,NA,"US01306197_01",NA,NA,"700",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"816","2020-09-12 05:00:02-03","US","US","2678455","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","N. D. Cruz","126","1966","10","2","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306192",NA,"Euphorbiales","tripartita",NA,"Minas Gerais","Paraopeba, native no Horto Florestal.",NA,NA,"US01306192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"817","2020-09-12 05:00:02-03","US","US","2823837","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","H. S. Irwin, R. Souza & R. R. Santos","11195","1965","11","12","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306191",NA,"Euphorbiales","tripartita",NA,"Federal District","immediately east of Lagoa Paranoa (Paranoa Lake), D. F.",NA,NA,"US01306191_01",NA,NA,"975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"818","2020-09-12 05:00:02-03","US","US","3223491","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","J. H. Kirkbride","3862","1981","12","3","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306210",NA,"Euphorbiales","tripartita",NA,"Federal District","Regiao Burracao, perto de BR 020","-47.45","-15.58","US01306210_01",NA,NA,"1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"819","2020-09-12 05:00:02-03","US","US","2602237","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita indivisa","H. S. Irwin & T. R. Soderstrom","6778","1964","10","12","South America - Neotropics","Brazil",NA,NA,NA,"US00170387",NA,"Euphorbiales","indivisa","Allem","Mato Grosso","90 km N of Xavantina.",NA,NA,"US00170387_01",NA,NA,"300","400","Isotype",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"820","2020-09-12 05:00:02-03","US","US","2678743","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita indivisa","G. Eiten & L. T. Eiten","9754","1969","6","12","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306167",NA,"Euphorbiales","indivisa","Allem","Mato Grosso","Serra do Roncador",NA,NA,"US01306167_01",NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"821","2020-09-12 05:00:02-03","US","US","289450","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","E. Warming","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306180",NA,"Euphorbiales","tripartita",NA,NA,"Lagoa Santa",NA,NA,"US01306180_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"822","2020-09-12 05:00:02-03","US","US","2678838","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","G. Eiten & L. T. Eiten","9568","1969","11","26","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306198",NA,"Euphorbiales","tripartita",NA,"Mato Grosso","Sierro do Roncador",NA,NA,"US01306198_01",NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"823","2020-09-12 05:00:02-03","US","US","2678742","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita indivisa","G. Eiten & L. T. Eiten","9754","1969","6","12","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306168",NA,"Euphorbiales","indivisa","Allem","Mato Grosso","Municipio de Barra do Garças: 255 km along new road NNE of village of Xavantina (7.2 km due SW of Royal Society- Royal Geographic Society Base Camp. By Sabino's house. In Stand 6. 200 m east of main road","-51.75","-12.85","US01306168_01",NA,NA,"450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"824","2020-09-12 05:00:02-03","US","US","2678612","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita indivisa","G. Eiten & L. T. Eiten","9864","1969","11","12","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306165",NA,"Euphorbiales","indivisa","Allem","Mato Grosso","Municipio de Barra do Garcas: crest of Serra do Roncador, along new road. 167 km NNE of village of Xavantina. 10.4 km N of Corrego Tangura. In Stand 9.",NA,NA,"US01306165_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"825","2020-09-12 05:00:02-03","US","US","2883757","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","P. E. Gibbs, H. Leitao Filho, J. Semir, L. S. Kinoshita & N. Taroda","2820","1976","9","9","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306207",NA,"Euphorbiales","tripartita",NA,"Goiás","municipio de Morrinhos",NA,NA,"US01306207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"826","2020-09-12 05:00:02-03","US","US","2929114","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","B. A. S. Pereira","106","1981","10","16","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306211",NA,"Euphorbiales","tripartita",NA,"Minas Gerais","Paracatu. Fazenda Ponte Nova.",NA,NA,"US01306211_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"827","2020-09-12 05:00:02-03","US","US","2823842","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","H. S. Irwin, R. H. Maxwell & D. C. Wasshausen","18560","1968","1","13","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306195",NA,"Euphorbiales","tripartita",NA,"Goiás","25 Km N. of Corumba de Goias on road to Niquelandia, Goias in valley of Rio Corumba",NA,NA,"US01306195_01",NA,NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"828","2020-09-12 05:00:02-03","US","US","1932528","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","V. Assis","244","1945","12","13","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306184",NA,"Euphorbiales","tripartita",NA,"Minas Gerais","Fazenda da Chicaca, Municipio of Santa Luzia",NA,NA,"US01306184_01",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"829","2020-09-12 05:00:02-03","US","US","2823838","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","H. S. Irwin, R. Souza & R. Reis dos Santos","10897","1965","2","12","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306190",NA,"Euphorbiales","tripartita",NA,"Planalto","Serra dos Pirineus, Estado de Golias","-49","-16","US01306190_01",NA,NA,"1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"830","2020-09-12 05:00:02-03","US","US","2823840","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","H. S. Irwin, R. Souza & R. Reis dos Santos","10480","1965","11","18","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306189",NA,"Euphorbiales","tripartita",NA,"Goias","Cerrado, ca. 5 km E of Cabeceiras",NA,NA,"US01306189_01",NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"831","2020-09-12 05:00:02-03","US","US","1194890","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","A. F. M. Glaziou","13202",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306181",NA,"Euphorbiales","tripartita",NA,"Rio de Janeiro","Rio-Janeiro",NA,NA,"US01306181_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"832","2020-09-12 05:00:02-03","US","US","2822276","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita",NA,"14091","1974","12","19","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306206",NA,"Euphorbiales","tripartita",NA,"Goias","Municipio de Caldas Novas: at headwaters of the creek, Rio Quente, at the hotel, Pousada do Rio Quente, at the foot of the west side of the Serra de Caldas, 13 km due WSW of city of Caldas Novas","-48.75","-17.72","US01306206_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"833","2020-09-12 05:00:02-03","US","US","2729325","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","E. P. Heringer & G. Eiten","14066","1974","12","18","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306205",NA,"Euphorbiales","tripartita",NA,"Goiás","Municipio de Caldas Novas: at headwaters of the creek, Rio Quente, at the hotel, Pousada do Rio Quente, at foot of west side of the Serra de Caldas, 13 km due WSW of city of Caldas Novas.","-48.75","-17.8","US01306205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"834","2020-09-12 05:00:02-03","US","US","2823841","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","H. S. Irwin, H. Maxwell & D. C. Wasshausen","18671","1968","1","16","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306196",NA,"Euphorbiales","tripartita",NA,"Goiás","15km N. of Corumba de Goias on road to Niquelandia, in vallet of Rio Corumba.",NA,NA,"US01306196_01",NA,NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"835","2020-09-12 05:00:02-03","US","US","2883758","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","P. E. Gibbs, H. Filho, L. S. Kinoshita & N. Taroda","2821","1976","9","9","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306208",NA,"Euphorbiales","tripartita",NA,"Goiás","Morrinhos",NA,NA,"US01306208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"836","2020-09-12 05:00:02-03","US","US","2249139","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita tripartita","A. Macedo","4177","1956","1","16","South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306185",NA,"Euphorbiales","tripartita",NA,"Minas Gerais","S. Vicente, Ituiutaba",NA,NA,"US01306185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"837","2020-09-12 05:00:02-03","US","US","3337373","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","tripartita","Manihot tripartita xavantinensis","C. A. Cid Ferreira","6534",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Transcribed by digital volunteers","US01306169",NA,"Euphorbiales","xavantinensis","(D.J. Rogers & Appan) Allen","Mato Grosso","Mun. de Cuiaba, MT. Rio Caxipozinho, prox. a Cachoeira Veu de Noiva. Area da Chapada dos Guimaraes.","-55","-15","US01306169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"838","2020-09-02 16:24:56-03","Cenargen","CEN","102237","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","José Francisco Montenegro Valls","9276","1985","10","20",NA,"Brasil","Exsicatas",NA,"Ramos eretos com cerca de 1 m de altura.","CEN00102237",NA,NA,NA,"(Spreng.) Müll.Arg.","MT","200 m ao norte do Posto Fiscal da BR - 163, situado cerca de 5 km ao norte da ponte sobre o rio Correntes.","-54.741666","-17.472222","CEN00102237","M. Mendoza","ITIQUIRA","530","530",NA,"2018","09",NA,"-54.741666","-17.472222",NA,NA,NA,NA,NA,"5",NA
"839","2020-09-02 16:24:56-03","Cenargen","CEN","66913","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Glocimar Pereira-Silva","9810","2005","03","05",NA,"Brasil","Exsicatas",NA,"Área de influência indireta. Estípulas vináceas.","CEN00066913",NA,NA,NA,"(Spreng.) Müll.Arg.","TO","Estrada de acesso à Carolina - MA, cerca de 3 km a leste do asfalto.","-47.631111","-7.7102777","CEN00066913","M. Mendoza","BARRA DO OURO","180","180",NA,"2012","09",NA,"-47.631111","-7.7102777",NA,NA,NA,NA,NA,"4",NA
"840","2020-09-02 16:24:56-03","Cenargen","CEN","67404","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Glocimar Pereira-Silva","11145","2006","11","28",NA,"Brasil","Exsicatas",NA,"Pétalas amarelas clara, brácteas com estrias vináceas na face abaxial.&nf;Área de influência indireta.","CEN00067404",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","Estrada Rio Trairas/ Rio Custódio, km 2.","-48.144166","-13.280555","CEN00067404","M. Mendoza","CAVALCANTE","280","280",NA,"2012","09",NA,"-48.144166","-13.280555",NA,NA,NA,NA,NA,"3",NA
"841","2020-09-02 16:24:56-03","Cenargen","CEN","1055","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Antônio Costa Allem","918","1977","03","11",NA,"Brasil","Exsicatas",NA,"Beira de estrada. Brácteas foliáceas, creme-amareladas, laciniadas. Frutos cilíndricos, pubescentes.","CEN00001055",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","BR-060, km 78 Brasília - Anápolis.","-48.5071983337402","-16.0821990966797","CEN00001055","M. Mendoza","ALEXANIA",NA,NA,NA,"2012","09",NA,NA,NA,"32626","auto",NA,NA,NA,"1",NA
"842","2020-09-02 16:24:56-03","Cenargen","CEN","50373","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Aécio Amaral-Santos","2148","2003","11","24",NA,"Brasil","Exsicatas",NA,NA,"CEN00050373",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","Estrada de acesso à Fazenda Floresta mais 300 metros.","-48.5071983337402","-16.0821990966797","CEN00050373","M. Mendoza","ALEXANIA",NA,NA,NA,"2012","09",NA,"-4858611.0","-1613639.0","32626","auto",NA,NA,NA,"4",NA
"843","2020-09-02 16:24:56-03","Cenargen","CEN","35901","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Glocimar Pereira-Silva","308","1981","10","27",NA,"Brasil","Exsicatas",NA,NA,"CEN00035901",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","Serra do Ouro.","-48.5071983337402","-16.0821990966797","CEN00035901","M. Mendoza","ALEXANIA","1100","1100",NA,"2012","09",NA,"0.0","0.0","32626","auto",NA,NA,NA,"4",NA
"844","2020-09-02 16:24:56-03","Cenargen","CEN","11299","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Antônio Costa Allem","3652","1986","12","10",NA,"Brasil","Exsicatas",NA,"Arbusto pubescente. Brácteas florais foliáceas serrilhadas. Fruto glabro, liso, cilíndrico, cerca de 10 mm de altura.","CEN00011299",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","Km 78 da rodovia BR-060 Brasília - Anápolis.","-48.5071983337402","-16.0821990966797","CEN00011299","M. Mendoza","ALEXANIA",NA,NA,NA,"2012","09",NA,"-4841667.0","-1613333.0","32626","auto",NA,NA,NA,"1",NA
"845","2020-09-02 16:24:56-03","Cenargen","CEN","4397","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Antônio Costa Allem","2707","1980","04","24",NA,"Brasil","Exsicatas",NA,"Vegetativo. Frequente á beira de paredão.","CEN00004397",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","Km 83 da BR-040, Luziânia - Cristalina.","-47.6136016845703","-16.7686004638672","CEN00004397","M. Mendoza","CRISTALINA","1200","1200",NA,"2012","09",NA,NA,NA,"85457","auto",NA,NA,NA,"1",NA
"846","2020-09-02 16:24:56-03","Cenargen","CEN","613","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Antônio Costa Allem","613","1976","11","27",NA,"Brasil","Exsicatas",NA,"Folhas largas, 3-4-5 partidas. Junto à estrada, imediações de morro repleto de blocos graníticos.","CEN00000613",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","Km 47 da BR-020.","-47.334400177002","-15.5371999740601","CEN00000613","M. Mendoza","FORMOSA",NA,NA,NA,"2012","09",NA,NA,NA,"113054","auto",NA,NA,NA,"2",NA
"847","2020-09-02 16:24:56-03","Cenargen","CEN","69539","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Roberto Fontes Vieira","2099","1994","12","20",NA,"Brasil","Exsicatas",NA,"Cálice verde, pétalas brancas.","CEN00069539",NA,NA,NA,"(Spreng.) Müll.Arg.","GO","Gruta da fazenda do Sr. Manoel Braga, cerca de 20 km de Serranópolis, à esquerda.","-51.9622001647949","-18.3061008453369","CEN00069539","M. Mendoza","SERRANOPOLIS",NA,NA,NA,"2012","09",NA,NA,NA,"86936","auto",NA,NA,NA,"2",NA
"848","2020-09-02 16:24:56-03","Cenargen","CEN","45005","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Gert Guenther Hatschbach","64092","1996","01","15",NA,"Brasil","Exsicatas",NA,"Flor creme. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00045005",NA,NA,NA,"(Spreng.) Müll.Arg.","MG","Estrada Várzea da Palma a Serra do Cabral, próximo ao km 20.","-44.7308006286621","-17.5981006622314","CEN00045005","M. Mendoza","VARZEA DA PALMA",NA,NA,NA,"2012","09",NA,NA,NA,"60948","auto",NA,NA,NA,"1",NA
"849","2020-09-02 16:24:56-03","Cenargen","CEN","23491","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Gert Guenther Hatschbach","63582","1995","10","19",NA,"Brasil","Exsicatas",NA,"Campo limpo; da chapada. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00023491",NA,NA,NA,"(Spreng.) Müll.Arg.","MT","Mirante do Centro Geodésico.","-55.749698638916","-15.460599899292",NA,"M. Mendoza","CHAPADA DOS GUIMARAES",NA,NA,NA,"2012","09",NA,NA,NA,"107042","auto",NA,NA,NA,"1",NA
"850","2020-09-02 16:24:56-03","Cenargen","CEN","45007","PreservedSpecimen","Plantae","Euphorbiaceae","Manihot","aff. tripartita","Manihot aff. tripartita","Gert Guenther Hatschbach","64197","1996","01","16",NA,"Brasil","Exsicatas",NA,"Flor alvescente. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00045007",NA,NA,NA,"(Spreng.) Müll.Arg.","MG","Estrada Várzea da Palma a Serra do Cabral, subida da serra.","-44.7308006286621","-17.5981006622314","CEN00045007","M. Mendoza","VARZEA DA PALMA",NA,NA,NA,"2012","09",NA,NA,NA,"60948","auto",NA,NA,NA,"1",NA
