"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","individualCount","typeStatus","relatedCatalogItem","fieldNumber","sex"
"156","2020-07-23 11:59:32-03","CEPLAC","CEPEC","63526","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","cassarettoi","Symphyopappus cassarettoi",NA,"D. J. N. Hind",NA,NA,NA,"A. Lourteig","1978","02","Brasil","Rio Grande do Sul","torres","15Km de Torres.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,"3180","24",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,"01/08/1996",NA,NA
"157","2020-11-04 17:28:40-03","UEM","HUEM","24640","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","J.N. Nakajima","2015","08",NA,"Souza, LA; col.","2012","12","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.997833","-25.240889","-49.997833","-25.240889",NA,NA,"Arbustiva; inflorescência libera secreção açucarada.","HUEM000001865","140","11","HUEM000001865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-11-04 17:28:40-03","UEM","HUEM","24626","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","J.N. Nakajima","2015","08",NA,"Souza, LA; col.","2014","12","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Arenito","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arbustiva; a inflorescência produz solução açucarada.","HUEM000001866","241","05","HUEM000001866",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"159","2020-11-12 16:58:29-03","UEL","FUEL","40993","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Robinson, H","2006",NA,NA,"Cordeiro, J","2006","01","Brasil","Paraná","Pontal do Sul","Minicipio Pontal do Paraná",NA,NA,NA,NA,NA,NA,NA,"FUEL017653","2327","29",NA,"Tracheophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-10-16 14:11:18-03","UEL","FUEL","4944","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, AC","2012","02",NA,"Ruas, CF; et al.",NA,NA,"Brasil","São Paulo","Palhoça","Palhoça",NA,NA,NA,NA,NA,NA,NA,"FUEL017672","s.n.",NA,NA,"Tracheophyta","Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2020-11-12 16:58:29-03","UEL","FUEL","47445","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nakajima, JN",NA,NA,NA,"Souza, VC; Sakuragui, CM; et al.","1993","02","Brasil","Paraná","Sengés","Próximo ao mirante da Cachoeira Corisco, àrea de plantação de Pinus abandonada","-49.4636001586914","-24.1128005981445",NA,NA,NA,NA,NA,"FUEL017651","2216","13",NA,"Tracheophyta","Asterales",NA,NA,"55682","auto",NA,NA,NA,NA,NA,NA
"162","2019-10-16 14:11:18-03","UEL","FUEL","6587","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nakajima, JN","2009","09",NA,"Ruas, PM; et al.","1989","01","Brasil","Santa Catarina","Camboriú",NA,"-48.6543998718262","-27.0252990722656",NA,NA,NA,NA,NA,"FUEL017650","s.n.",NA,NA,"Tracheophyta","Asterales",NA,NA,"19854","auto",NA,NA,NA,NA,NA,NA
"163","2019-11-01 14:54:36-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L. Rob.","Robinson, H","1984",NA,NA,"Kummorow, R","1979","01","Brasil","Santa Catarina",NA,"Barra do Sai",NA,NA,NA,NA,NA,NA,"Arbusto 1,5m. Flor alvescente; Restinga",NA,"1245","18",NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-05-06 11:54:10-03","UFU","HUFU","65541","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Hattori, E.K.O.","2010","02",NA,"Hattori, E.K.O.; Dettke, G.A.; Welker, C.D. & Ferreira, P.P.A.","2010","02","Brasil","Rio Grande do Sul","Capão da Canoa","Estrada para Capão da Canoa.","-50.373056","-29.775556","-50.373056","-29.775556",NA,NA,"Arbusto cespitoso, ca. 1m. brácteas involucrais alvas a róseas, corola e ramos do estilete alvo.","HUFU00055678","1096","28","HUFU00055678",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-05-06 11:54:10-03","UFU","HUFU","70834","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nakajima, J.N.","2015","10",NA,"Souza, L.A.; col.","2012","12","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arbustiva; inflorescência libera secreção açucarada.","HUFU00055676","140","11","HUFU00055676",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"166","2019-05-06 11:54:10-03","UFU","HUFU","70923","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nakajima, J.N.","2015","10",NA,"Souza, L.A.; col.","2014","12","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Arbustiva; inflorescência libera secreção açucarada.","HUFU00055677","241","05","HUFU00055677",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"167","2020-08-20 14:55:20-03","UFSC","FLOR","2878","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, A.C.","2013","10","23","Smith, L.B.; Klein, R.M. & Hatschbach, G.","1965","01","Brasil","Paraná","Jaguariaíva","Lajeado Cinco Reis.","-49.283333","-24.283333","49º17'W","24º17'S","860","860",NA,"FLOR0002878","14620","16",NA,NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-08-20 14:55:20-03","UFSC","FLOR","2798","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, A.C.","2013","10","23","Smith, L.B.; Klein, R.M.","1965","12","Brasil","Paraná","Lapa","Fazendinha, Rio Passa Dois, 12-15km southwest of Lapa.","-49.73","-25.8","49º43'48''W","25º48'S","900","900","flor magenta Habitat: rock outcrop","FLOR0002798","14962","22",NA,NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-08-20 14:55:20-03","UFSC","FLOR","40690","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Miranda, J.V.R.","2018","12","03","Korte, A.","2010","12","Brasil","Santa Catarina","Florianópolis","Praia da Daniela, Ilha de Santa Catarina.","-48.54","-27.45","48º32'24''W","27º27'0''S","5","5","arbustiva, flor lilás, 2m altura Habitat: restinga","FLOR0040690","5676","15","FLOR0040690",NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-08-20 14:55:20-03","UFSC","FLOR","51534","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Nuernberg, A.","2012","12","07","Nuernberg, A.","2012","12","Brasil","Santa Catarina","Florianópolis","PAERVE - Parque Estadual do Rio Vermelho, Ilha de Santa Catarina, Beira da estrada, perto da sede do PAERVE.","-48.428889","-27.526944","48º25'44''W","27º31'37''S","15","15","Arbustivo, flor rosa","FLOR0051534","895","07","FLOR0051534",NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-08-20 14:55:20-03","UFSC","FLOR","30101","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, A.C.","2013","10","23","Cordeiro, J.; Cruz, J.M.","1998","01","Brasil","Paraná","Pontal do Paraná","Pontal do Sul.","-48.511100769043","-25.6735992431641",NA,NA,NA,NA,"arbusto, flor capítulo alvacento, 1,2m altura","FLOR0030101","1459","22",NA,NA,"Asterales",NA,NA,"19508","auto",NA,NA,NA,NA,NA,NA
"172","2020-08-20 20:38:17-03","UFSC","FLOR","20033","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Sobral, M.","1989",NA,NA,"Sobral, M.; et alii","1989","02","Brasil","Rio Grande do Sul","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"arbusto, flor capítulos brancos, 1 a 1,5m altura","FLOR0020033","6069","01",NA,NA,"Asterales",NA,NA,"27350","auto",NA,NA,NA,NA,NA,NA
"173","2020-08-20 14:55:20-03","UFSC","FLOR","41485","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Mello, A.S.","2011","05","06","Nuernberg, A.; Mello, A.S.","2011","05","Brasil","Santa Catarina","Bombinhas","Área de Relevante Interesse Ecológico Costeira de Zimbros.","-48.5169982910156","-27.1380004882812",NA,NA,NA,NA,"arbustivo, flor arroxeada","FLOR0041485","72","06",NA,NA,"Asterales",NA,NA,"11943","auto",NA,NA,NA,NA,NA,NA
"174","2020-08-20 14:55:20-03","UFSC","FLOR","37966","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Miranda, J.V.R.","2018","12","03","Martins, E.S.G.","2009","05","Brasil","Santa Catarina","Florianópolis","Campeche, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"arbustivo. Segundo Dona Nicota, a planta é utilizada para controle de pragas (bicho da madioca) Habitat: dunas interiores","FLOR0037966","N16","11","FLOR0037966_01 FLOR0037966_02",NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"175","2020-08-20 14:55:20-03","UFSC","FLOR","1948","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, A.C.","2013","10","23","Klein, R.M.; Bresolin, A.","1966","01","Brasil","Santa Catarina","Florianópolis","Jurerê, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"2","2","arbusto, flor roxa, 1m altura Habitat: campo","FLOR0001948","6540","17","FLOR0001948",NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"176","2020-08-20 14:55:20-03","UFSC","FLOR","1947","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, A.C.","2013","10","23","Klein, R.M.","1967","02","Brasil","Santa Catarina","Florianópolis","Morro do Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","arbusto, flor roxa, 1m altura Habitat: capoeira","FLOR0001947","7145","14","FLOR0001947",NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"177","2020-08-20 14:55:20-03","UFSC","FLOR","38510","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Miranda, J.V.R.","2018","12","03","Gonçalves, V.P.","2004","02","Brasil","Santa Catarina","Florianópolis","Na clareira que sobe o morro em frente ao terreno nº 45 da Servidão Bom Retiro no Bairro Jurerê Tradicional, depois dos Pinus, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"25","25","arbusto, flor rosa a roxa (capítulo), 2,3 a 2,5m altura Habitat: terreno pedregoso e muito acidentado com vegetação herbácea","FLOR0038510","s.n.","10","FLOR0038510_01 FLOR0038510_02",NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"178","2020-08-20 14:55:20-03","UFSC","FLOR","33491","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Miranda, J.V.R.","2018","12","03","Mota, S.C.A.","2004","02","Brasil","Santa Catarina","Florianópolis","Pista de caminhada do Parque Ecológico Municipal Professor João David Ferreira Lima, Córrrego Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"herbácea, flor pequena com até 1 cm de cor rosa e roxo, 2,5m altura. Folhas opostas simples. Habitat: cultivada em jardim","FLOR0033491","s.n.","07","FLOR0033491_01 FLOR0033491_02",NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"179","2020-08-20 14:55:20-03","UFSC","FLOR","17836","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Miranda, J.V.R.","2018","12","03","Souza, M.L.; Sá, M.R. de; Fronza, M. & Araujo, A.C.","1988","02","Brasil","Santa Catarina","Florianópolis","Pontal da Daniela, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"arbusto, flor creme, 2,5m altura Habitat: restinga, solo arenoso seco","FLOR0017836","906","23","FLOR0017836_01 FLOR0017836_02",NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"180","2020-08-20 14:55:20-03","UFSC","FLOR","33003","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Miranda, J.V.R.","2018","12","03","Queiroz, M.H. de","1989","01","Brasil","Santa Catarina","Florianópolis","Santo Antônio de Lisboa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,"FLOR0033003","4","16","FLOR0033003_01 FLOR0033003_02",NA,"Asterales",NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA
"181","2020-08-20 14:55:20-03","UFSC","FLOR","18096","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, A.C.","2013","10","23","Klein, R.M.","1972","02","Brasil","Santa Catarina","Governador Celso Ramos","Jordão.","-48.5592002868652","-27.3146991729736",NA,NA,"50","50","arbusto, flor roxa, 2m altura. Forma associações quase puras.","FLOR0018096","10058","22",NA,NA,"Asterales",NA,NA,"13751","auto",NA,NA,NA,NA,NA,NA
"182","2020-08-20 14:55:20-03","UFSC","FLOR","18114","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Fernandes, A.C.","2013","10","23","Klein, R.M.; Bresolin, A.","1973","02","Brasil","Santa Catarina","Imaruí","Águas Mornas.","-48.8199996948242","-28.3414001464844",NA,NA,"10","10","arbusto, flor roxa, 1,5m altura","FLOR0018114","10859","20",NA,NA,"Asterales",NA,NA,"29971","auto",NA,NA,NA,NA,NA,NA
"183","2020-08-20 14:55:20-03","UFSC","FLOR","42284","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Mello, A.S.","2011","03","20","Nuernberg, A.; Mello, A.S.","2011","03","Brasil","Santa Catarina","Porto Belo","Área de Proteção Ambiental da Ponta do Araçá.","-48.5531005859375","-27.1578006744385",NA,NA,NA,NA,"subarbustiva, flor presente","FLOR0042284","35","20",NA,NA,"Asterales",NA,NA,"13032","auto",NA,NA,NA,NA,NA,NA
"184","2021-03-04 15:42:41-03","IF","SPSF","33040","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi",NA,NA,NA,NA,NA,"F.A.R.D.P.Arzola","2004","02","Brasil","SP","Campos do Jordão","São José dos Alpes","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"473","13",NA,"Magnoliophyta","Asterales","América do Sul",NA,"21048","auto","Magnoliopsida",NA,NA,NA,NA,NA
"185","2021-03-04 15:42:41-03","IF","SPSF","20747","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi",NA,"J.Nakajima",NA,NA,NA,"O.S.Ribas & E.Barbosa & L.B.S. Pereira","1996","01","Brasil","PR","Paranaguá","Balneario Shangri-lá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"COLETA: Arbusto com 1,5m de altura. Capítulos na cor lilás.; GEOGRAFIA: Restinga arbustiva.;",NA,"1044","20",NA,"Magnoliophyta","Asterales","América do Sul",NA,"24916","auto","Magnoliopsida",NA,NA,NA,NA,NA
"186","2021-03-04 15:42:41-03","IF","SPSF","06082","PreservedSpecimen","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","J.Nakajima",NA,NA,NA,"D.A. De Grande & E.A.Lopes","1978","05","Brasil","SP","Cananéia","Parque Estadual da Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"91","04",NA,"Magnoliophyta","Asterales","América do Sul",NA,"37574","auto","Magnoliopsida",NA,NA,NA,NA,NA
"187","2021-02-08 12:38:35-03","UFRGS","ICN","029329","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Matzenbacher, NI","1975","02","Brasil","RS","Capão da Canoa","início da entrada para Atlântida","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"Terreno arenoso.",NA,"157","22",NA,"Dicotyledon",NA,"América do Sul",NA,"15808","auto",NA,NA,NA,NA,NA,NA
"188","2021-02-08 12:38:35-03","UFRGS","ICN","115258","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Baptista, S Dalpiaz; Baptista, LRM","1997","10","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,NA,"s.n.","12",NA,"Dicotyledon",NA,"América do Sul",NA,"7549","auto",NA,NA,NA,NA,NA,NA
"189","2021-02-08 12:38:35-03","UFRGS","ICN","148831","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Bordignon, SAL","2005","03","Brasil","RS","Imbé",NA,"-50.128101348877","-29.9752998352051",NA,NA,NA,NA,"Material testemunho dissertação de mestrado PPG-Farmácia da UFRGS.; Capítulos com flores rosadas.; Subarbusto com aproximadamente 1,o m de altura. Ocorre entre dunas e solo arenoso.",NA,"3089","07",NA,"Dicotyledon",NA,"América do Sul",NA,"11309","auto",NA,NA,NA,NA,NA,NA
"190","2021-02-08 12:38:35-03","UFRGS","ICN","179859","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Bordignon, SAL",NA,NA,NA,"Bordignon, SAL; et al.","2010","03","Brasil","RS","Morro Reuter","Walachai","-51.0807991027832","-29.5380992889404",NA,NA,NA,NA,"Material testemunho tese de doutorado PPG-Farmácia da UFRGS; Arvoreta com 1-2 m de altura, planta em fase de floração",NA,"s.n.","13",NA,"Dicotyledon",NA,"América do Sul",NA,"12924","auto",NA,NA,NA,NA,NA,NA
"191","2021-02-08 12:38:35-03","UFRGS","ICN","084473","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Sobral, M",NA,NA,NA,"Sobral, M; et al.",NA,NA,"Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Arbusto, 1-1,5 metros, capítulos brancos; Vassoural",NA,"6069",NA,NA,"Dicotyledon",NA,"América do Sul",NA,"27350","auto",NA,NA,NA,NA,NA,NA
"192","2021-02-08 12:38:35-03","UFRGS","ICN","168414","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Grings, M",NA,NA,NA,"Grings, M","2011","05","Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"arbusto de 1 m de alt. com resquícios de frutificação; em campo arbustivo dominado pela espécie",NA,"1322","31",NA,"Dicotyledon",NA,"América do Sul",NA,"27350","auto",NA,NA,NA,NA,NA,NA
"193","2021-02-08 12:38:35-03","UFRGS","ICN","016301","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Christ, AL","2018","03","19","Rambo, B","1950","03","Brasil","RS","Osório","Fazenda do Arroio perto de Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Arbusto até 2m; flor azulada.; Em campo arbustivo.",NA,"46172","06",NA,"Dicotyledon",NA,"América do Sul",NA,"27350","auto",NA,NA,NA,NA,NA,NA
"194","2021-02-08 12:38:35-03","UFRGS","ICN","179731","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Matzenbacher, NI","2012","12","Brasil","RS","Osório","Morro da Borússia","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Arbusto; Em beira de mato",NA,"s.n.","04",NA,"Dicotyledon",NA,"América do Sul",NA,"27350","auto",NA,NA,NA,NA,NA,NA
"195","2021-02-08 12:38:35-03","UFRGS","ICN","044290","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI","1983","11","09","Arzivenco, L","1975","01","Brasil","RS","Pinhal",NA,"-53.2150001525879","-27.510799407959",NA,NA,NA,NA,"Entre eucaliptos.",NA,"s.n.","26",NA,"Dicotyledon",NA,"América do Sul",NA,"9882","auto",NA,NA,NA,NA,NA,NA
"196","2021-02-08 12:38:35-03","UFRGS","ICN","182024","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"Hagelund, K","1978","10","Brasil","RS","Santiago",NA,"-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,NA,NA,"12565","09",NA,"Dicotyledon",NA,"América do Sul",NA,"56006","auto",NA,NA,NA,NA,NA,NA
"197","2021-02-08 12:38:35-03","UFRGS","ICN","032094","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Cabrera, AL",NA,NA,NA,"Reitz, R; Klein, RM","1954","01","Brasil","SC","Araquari","Barra do Sul.","-48.7221984863281","-26.3700008392334",NA,NA,"2","2","Doação HBR 8189; Arbusto de 1 m. Flores em botão.; Restinga.",NA,"1481","03",NA,"Dicotyledon",NA,"América do Sul",NA,"25329","auto",NA,NA,NA,NA,NA,NA
"198","2021-02-08 12:38:35-03","UFRGS","ICN","148744","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Schneider, AA",NA,NA,NA,"Hagelund, K","1979","07","Brasil","SC","Florianópolis","Joaquina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Doação do Herb. Karner Hagelund",NA,"13092","04",NA,"Dicotyledon",NA,"América do Sul",NA,"27000","auto",NA,NA,NA,NA,NA,NA
"199","2021-02-08 12:38:35-03","UFRGS","ICN","157941","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Schneider, AA",NA,NA,NA,"Hentschel, R","2007","08","Brasil","SC","Garopaba",NA,"-48.6133003234863","-28.0233001708984",NA,NA,NA,NA,"Arbusto de 1 m de altura; Dunas frontais",NA,"s.n.","20",NA,"Dicotyledon",NA,"América do Sul",NA,"11115","auto",NA,NA,NA,NA,NA,NA
"200","2021-02-08 12:38:35-03","UFRGS","ICN","155625","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Tiago Luiz da Silva Alves",NA,NA,NA,"Alves, TLS","2008","05","Brasil","SC","Laguna","Pontal da Barra","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"Inflorescências residuais secas.; Campo em encosta de morro. Freqüente.",NA,"3","24",NA,"Dicotyledon",NA,"América do Sul",NA,"21199","auto",NA,NA,NA,NA,NA,NA
"201","2021-02-08 12:38:35-03","UFRGS","ICN","182022","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.",NA,NA,NA,NA,"Hagelund, K","1978","01","Brasil","SC","São João do Sul","OBS: Também encontrada nas areias de Torres/RS","-49.810001373291","-29.2233009338379",NA,NA,NA,NA,NA,NA,"12314","30",NA,"Dicotyledon",NA,"América do Sul",NA,"13742","auto",NA,NA,NA,NA,NA,NA
"202","2021-02-08 12:38:35-03","UFRGS","ICN","182023","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI","1979","05","10","Hagelund, K","1976","01","Brasil","SC","Timbé do Sul",NA,"-49.8471984863281","-28.8302993774414",NA,NA,NA,NA,NA,NA,"9990","30",NA,"Dicotyledon",NA,"América do Sul",NA,"15081","auto",NA,NA,NA,NA,NA,NA
"203","2021-02-08 12:38:35-03","UFRGS","ICN","001126","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Christ, AL","2018","03","19","Schultz, AR","1954","02","Brasil","RS","Itapeva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","28",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2021-02-08 12:38:35-03","UFRGS","ICN","028265","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI",NA,NA,NA,"Baptista, LRM; Lorscheitter, ML","1972","07","Brasil","RS","Itapeva","Parque de torres",NA,NA,NA,NA,NA,NA,"Série 8.17",NA,"s.n.","11",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-02-08 12:38:35-03","UFRGS","ICN","047510","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Matzenbacher, NI","1978","04","11","Pfadenhauer",NA,NA,"Brasil","RS",NA,"entre Curumim e Arroio do Sal",NA,NA,NA,NA,NA,NA,"Dunas secas e fixas.",NA,"270",NA,NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-02-08 12:38:35-03","UFRGS","ICN","170476","S","Plantae","Asteraceae","Symphyopappus","casarettoi","Symphyopappus casarettoi","B.L.Rob.","Schneider, AA",NA,NA,NA,"Korte, A","2010","12","Brasil","SC","Florianópolis","Praia da Daniela. 27°27'00,00S - 48°32'24,00W","-48.54","-27.45","-48.54","-27.45","5","5","FURB 33057; Arbusto, flor lilás, 2m; Restinga",NA,"5676","15",NA,"Dicotyledon",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
