"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","maximumElevationInMeters","minimumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber"
"11","2016-09-29 14:45:00-03","NY","NYBG","558669","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata",NA,"P. J. F. Guimarães","K. Mizoguchi","1986","04","09","Brazil","São Paulo","Ubatuba","Cidade de Ubatuba, Bairro de Parqueaçu","-45.0697","-23.4303",NA,NA,"NY00558669","NY00558669_01","Magnoliophyta","Myrtales","2579","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537379' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","558654","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","P. J. F. Guimarães","K. Mizoguchi","1979","11","15","Brazil","São Paulo","Itanhaém","Baipro Gaibota","-46.834771","-24.201377",NA,NA,"NY00558654","NY00558654_01","Magnoliophyta","Myrtales","1324","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=537364' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","558558","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","P. J. F. Guimarães","J. C. Lindeman","1965","12","26","Brazil","Paraná","Matinhos","Matinhos","-48.560466","-25.76408",NA,NA,"NY00558558","NY00558558_01","Magnoliophyta","Myrtales","109","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636759' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02332300","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"G. G. Hatschbach","1998","11","19","Brazil","Paraná","Antonina","Rio Xaxim.","-48.7118988037109","-25.4286003112793",NA,NA,"NY02332300","NY02332300_01","Magnoliophyta","Myrtales","68833","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2507056' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 15:59:00-03","NY","NYBG","523074","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata",NA,"P. J. F. Guimarães","O. Handro","1963","11","12","Brazil","São Paulo","Sao Paulo","Alto da Serra, Estrada do Vergueiro. Cultivada no Jardim Botanico de Sao Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"NY00523074","NY00523074_01","Magnoliophyta","Myrtales","1072","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610277' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02647858","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"A. P. S. Caetano","2012","10","31","Brazil","São Paulo","Ubatuba","Praia da Fazenda","-45.0699996948242","-23.4300003051758",NA,NA,"NY02647858","NY02647858_01","Magnoliophyta","Myrtales","30","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2934271' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","523075","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","P. J. F. Guimarães","B. Maguire","1959","12","07","Brazil","São Paulo","Sao Paulo","Between Campo Grande and Paranapiacaba","-46.493405","-23.73106",NA,NA,"NY00523075","NY00523075_01","Magnoliophyta","Myrtales","44565","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610278' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","523076","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","O. A. Guimarães","E. R. Duarte","1983","05","28","Brazil","Paraná","Caiobá","Ilha do Farol","-49.1","-25.4",NA,NA,"NY00523076","NY00523076_01","Magnoliophyta","Myrtales","56","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610274' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","523073","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","J. J. Wurdack","L. P. de Queiroz","1990","11","11","Brazil","São Paulo","Sao Sebastiao","Ilha Bela, estrada para o lado oriental de Ilha, ca. 2 km E of Ilha Bela","-45.4097","-23.7603",NA,NA,"NY00523073","NY00523073_01","Magnoliophyta","Myrtales","2795","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=610275' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","558185","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","(Sw.) Baill.","J. Y. V. Norlind","P. K. H. Dusén","1909","12","05","Brazil","Paraná","Paranaguá","Alexandra","-48.631716","-25.548936",NA,NA,"NY00558185","NY00558185_01","Magnoliophyta","Myrtales","8635","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83647' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-28 14:02:00-03","NY","NYBG","558184","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea",NA,NA,"Martii Herbar. Florae Brasil.","1839",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro",NA,NA,NA,NA,"NY00558184","NY00558184_01","Magnoliophyta","Myrtales","493","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83648' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-28 14:02:00-03","NY","NYBG","558180","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea",NA,NA,"G. Schüch",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"NY00558180","NY00558180_01","Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83652' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-28 14:02:00-03","NY","NYBG","558188","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea",NA,NA,"L. B. Smith","1928","11","21","Brazil","Rio de Janeiro","Rio de Janeiro","Sea cliffs by Avenida Niemeyer, Rio de Janeiro","-43.25","-22.98",NA,NA,"NY00558188","NY00558188_01","Magnoliophyta","Myrtales","1301","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83657' target='other'> <mi>dwc_moreinfo</mi></a>","40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","558182","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","(Sw.) Baill.",NA,"G. Gardner","1837",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"NY00558182","NY00558182_01","Magnoliophyta","Myrtales","40","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83653' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-28 14:02:00-03","NY","NYBG","558179","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea",NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"NY00558179","NY00558179_01","Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83651' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","558183","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","(Sw.) Baill.",NA,"Wilkes Expedition",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains","-43.073169","-22.496706",NA,NA,"NY00558183","NY00558183_01","Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83654' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-28 14:02:00-03","NY","NYBG","558186","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea",NA,NA,"J. B. E. Pohl","1818","01",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Ad Corcovado","-43.212076","-22.951842",NA,NA,"NY00558186","NY00558186_01","Magnoliophyta","Myrtales","3958","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83655' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","558187","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","(Sw.) Baill.",NA,"O. Scavona","1953","07","03","Brazil","São Paulo","Caraguatatuba","Caraguatatuba","-45.4097","-23.6203",NA,NA,"NY00558187","NY00558187_01","Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83656' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1016008","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","(Sw.) Baill.","S. A. C. Chiea","S. A. C. Chiea","1990","11","27","Brazil","São Paulo","Cananéia","Ilha do Cardoso.","-47.992538","-25.197304",NA,NA,"NY01016008","NY01016008_01","Magnoliophyta","Myrtales","601","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1116010' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-28 14:02:00-03","NY","NYBG","558178","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea",NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,"NY00558178","NY00558178_01","Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83650' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","558181","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","(Sw.) Baill.",NA,"Wilkes Expedition",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains","-43.073169","-22.496706",NA,NA,"NY00558181","NY00558181_01","Magnoliophyta","Myrtales","s.n.","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=83649' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","20509","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Miranda, L.C.","1996","05","08","Brasil","São Paulo","Bauru",NA,NA,NA,"9999","9999","BOTU020509",NA,NA,NA,"99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","7625","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","Amaral Jr., A.","Castro, M.I.F.","1980","09","25","Brasil","São Paulo","Peruíbe",NA,NA,NA,"9999","9999","BOTU007625",NA,NA,NA,"4",NA,NA,NA,NA,NA,NA,NA,"1980","11","17",NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","19094","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Amaral Jr., A.","1993","03","15","Brasil","São Paulo","Ubatuba",NA,NA,NA,"9999","9999","BOTU019094",NA,NA,NA,"27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","13104","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Amaral Jr., A.","1985","04","27","Brasil","São Paulo","Mongaguá",NA,"-46.616667","-24.1","46°37'w","24°06's","BOTU013104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","7185","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Marques, L.A.","1979","11","02","Brasil","São Paulo","Peruíbe",NA,"-47.033333","-24.366667","47°02'w","24°22's","BOTU007185",NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","19677","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Amaral Jr., A.","1994","09","21","Brasil","São Paulo","Ubatuba",NA,NA,NA,"9999","9999","BOTU019677",NA,NA,NA,"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","7175","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Souza, M.M.S.","1979","11","02","Brasil","São Paulo","Peruíbe",NA,"-47.033333","-24.366667","47°02'w","24°22's","BOTU007175",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","10975","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Bicudo, L.R.H.","1983","04","24","Brasil","São Paulo","São Bernardo do Campo",NA,"-46.25","-23.75","46°15'w","23°45's","BOTU010975",NA,NA,NA,"35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","7173","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Castellani, M.R.","1979","11","02","Brasil","São Paulo","Peruíbe",NA,"-47.033333","-24.366667","47°02'w","24°22's","BOTU007173",NA,NA,NA,"32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","11365","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Guimarães, M.I.T.M.","1983","04","24","Brasil","São Paulo","Bertioga",NA,"-46.116667","-23.75","46°7'w","23°45's","BOTU011365",NA,NA,NA,"65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","7602","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack",NA,"Laschi, D.","1979","11","02","Brasil","São Paulo","Peruíbe",NA,"-47.033333","-24.366667","47°02'w","24°22's","BOTU007602",NA,NA,NA,"29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:31:26-03","UFRJ","RFA","2714","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","J. J. Wurdack",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá","-43.2075004577637","-22.9027996063232",NA,NA,"RFA45591",NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 15:44:28-03","UNEB","HUNEB","5678","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","Baill",NA,"Bautista, H.P.","1983","11","13","Brasil","Bahia","Itaberaba","Fazenda Monte Verde, Serra do Orobó","-40.3069000244141","-12.5275001525879",NA,NA,"HUNEB0005678",NA,"Angiospermae","Florideophycidae","1231HRB25314",NA,NA,"Estacional Semidecicual",NA,NA,"39857","auto",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"45","2013-07-03 11:13:30-03","EBDA","BAH","8366","S","Plantae","Melastomataceae","Tibouchina","holosericea","Tibouchina holosericea","Baill.","G.C.P. Pinto; M. de Lima","H.P. Bautista","1983","11","13","Brasil","Bahia","Itaberaba","Fazenda Monte Verde. Serra do Orobó.","-40.3069","-12.5275",NA,NA,NA,NA,NA,NA,"1231",NA,NA,"Subarbusto ramoso com 1m de altura, flores roxas.",NA,NA,"39857","auto","1988","07",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-01-20 14:40:39-03","UPM","MACK","476","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","A. C. V. Crestani","A. C. V. Crestani","2009","05","17","Brasil","SP","Cananéia","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-01-20 14:40:39-03","UPM","MACK","474","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","A. C. V. Crestani","A. C. V. Crestani","2009","05","17","Brasil","SP","Cananéia","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-01-20 14:40:39-03","UPM","MACK","475","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","clavata","Tibouchina clavata","(Pers.) Wurdack","A. C. V. Crestani","A. C. V. Crestani","2009","05","17","Brasil","SP","Cananéia","Ilha do Cardoso.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
