"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber"
"170","2012-04-20 09:34:00-03","MO","MOBOT","2969285","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Pedro Jörgensen","Jörgensen 1150","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1896","12","6","Catamarca","Comun en Aregares húmedo Andalgala.",NA,NA,NA,"Andalgalá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"171","2008-05-27 22:02:00-03","MO","MOBOT","2969389","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Nur Ritter","Ritter 1484","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1995","1","8","Cochabamba","Town of Mizque. Wetland adjacent to the Río Mizque, near the intersection with the road to Aiquille.","-65.30027","-17.92472",NA,"Mizque","1970.00000000",NA,"F.O. Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2012-04-24 13:52:00-03","MO","MOBOT","2969406","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","W.G. Herter","Herter 83163","South America","Uruguay",NA,NA,NA,NA,NA,NA,"L.","1928","2",NA,NA,"Dep. De Montevideo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"173","2008-08-07 03:32:00-03","MO","MOBOT","2969817","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Nur Ritter|Garrett E. Crow|M. Ritter","Ritter 2136","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1995","5","28","Cochabamba","Town of Mizque. Wetland the road to Río Mizque, near the intersection with the road to Aiquille.","-65.30027","-17.92472",NA,"Mizque","1970.00000000",NA,"F.O. Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2008-05-27 22:02:00-03","MO","MOBOT","2969873","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Hoock","Hoock 919","South America","Guyana",NA,NA,NA,NA,NA,NA,"L.","1956","10","27",NA,NA,NA,NA,NA,NA,NA,NA,"F.O. Zuloaga & O. Morrone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2011-05-17 15:06:00-03","MO","MOBOT","2970009","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","R. Sahonero I.","Sahonero Irahoca 15","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1983","3","20","Cochabamba","San Pedro.","-66.134722","-17.384444",NA,NA,"2600.00000000",NA,"Gerrit Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"176","2008-05-27 22:02:00-03","MO","MOBOT","2970020","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Hoock","Hoock 918","South America","Guyana",NA,NA,NA,NA,NA,NA,"L.","1956","10","15",NA,"Georgetown. Jardim Botonique.",NA,NA,NA,NA,NA,NA,"F.O. Zuloaga & O. Morrone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2008-05-27 22:02:00-03","MO","MOBOT","2970315","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","J. Hoock","Hoock 920","South America","Guyana",NA,NA,NA,NA,NA,NA,"L.","1956","9","1",NA,"Centre d'essai du riz.",NA,NA,NA,NA,NA,NA,"F.O. Zuloaga & O. Morrone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2011-06-10 17:46:00-03","MO","MOBOT","2970533","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José F. Pensiero|G. Marino","Pensiero 4193","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1992","12","2","Tucumán","Ruta prov. 307, 11 km S de Tafi del Valle, paraje La Angostura, en pastizal de altura.",NA,NA,NA,"Tafí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2008-05-27 22:02:00-03","MO","MOBOT","2970700","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","August G. Schulz","Schulz 11506","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1961",NA,NA,"Chaco","Colonia Benítez. Suelo húmedo. Tiene valor forrajero.",NA,NA,NA,"1 de Mayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2010-01-29 13:28:00-02","MO","MOBOT","2970766","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Miguel Lillo","Lillo 7618","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1908","2","12","Tucumán","Rio de las Carreras.",NA,NA,NA,"Tafí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2014-02-23 17:36:00-03","MO","MOBOT","2970914","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","C. Orth","Orth 2871","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1937","12","26","Rio Grande do Sul","Ilha do Paiva prope P. Alegre. In paludosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2009-10-22 11:36:00-02","MO","MOBOT","2971077","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","W. Fischer","Fischer 257","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1914","9",NA,"Río Negro",NA,NA,NA,NA,"General Roca","250.00000000","360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2009-07-10 17:57:00-03","MO","MOBOT","2971107","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Troels M. Pedersen","Pedersen 8764","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1968","2","7","Corrientes","Estancia ''Las Tres Marias''. Low occasionally flooded ground.",NA,NA,NA,"Empedrado",NA,NA,"Camillo Quarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2010-12-01 18:05:00-02","MO","MOBOT","2971251","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Camilo L. Quarín","Quarín 739","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1972","12","30","Santa Fé","17 Km W de Villa Ana, A El Rey. Terreno bajo, inundado.",NA,NA,NA,"General Obligado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-09-04 04:40:00-03","MO","MOBOT","2971277","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Herbert H. Smith","Smith 2159","South America","Colombia",NA,NA,NA,NA,NA,NA,"L.","1898",NA,NA,NA,"Santa Marta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2009-11-09 21:53:00-02","MO","MOBOT","2971513","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Julian A. Steyermark|Bruno J. Manara","Steyermark 110428","South America","Venezuela",NA,NA,NA,NA,NA,NA,"L.","1974","8","29","Falcón","Distrito Silva: Cayo Sombrero, parte Norte.","-68.2","10.88333",NA,NA,"1.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2009-07-10 17:57:00-03","MO","MOBOT","2971699","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Troels M. Pedersen","Pedersen 15636","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1991","2","26","Entre Ríos","Ea. ''Buena Esperanza''.",NA,NA,NA,"Federación",NA,NA,"C. Quarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2009-06-24 20:50:00-03","MO","MOBOT","2971823","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Jason R. Swallen","Swallen 8651","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1946","2","20","Paraná","Banhado-Piroquara.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2009-08-23 06:40:00-03","MO","MOBOT","2971969","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","T.J.V. Stuckert","Stuckert 12879","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1903","2","28","Córdoba","Quinta, alrededores de la Ciudad de Córdoba.",NA,NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2009-06-24 20:50:00-03","MO","MOBOT","2971981","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Jason R. Swallen","Swallen 7586","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1945","12","4","Rio Grande do Sul","Fazenda Experimental de Criacao Bagé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2009-08-23 06:40:00-03","MO","MOBOT","2972016","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","T.J.V. Stuckert","Stuckert 17075","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"La Rioja","Dpto. San Martín.",NA,NA,NA,"Ulapes",NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2010-01-01 05:41:00-02","MO","MOBOT","2972085","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Henry H. Rusby","Rusby 1312","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1892","5",NA,NA,"Vic. Sorata.",NA,NA,NA,NA,NA,NA,"Agnes Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2009-06-24 20:50:00-03","MO","MOBOT","2972125","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Jason R. Swallen","Swallen 7528","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1945","11","30","Rio Grande do Sul","Fazenda Experimental de Cricao Bagé.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2010-07-10 06:19:00-03","MO","MOBOT","2972216","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Isidoro Cabrera","Cabrera 627","South America","Colombia",NA,NA,NA,NA,NA,NA,"L.","1966","8","31","Cauca","Mpio. de Bolivar; carretera Bolívar-Caramanta; K 5 arriba de Ricaurte, margen izquierda del Río Cauca. N.V.: ''Espartillo''. Anteras negrasf.",NA,NA,NA,NA,NA,NA,"Gerrit Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2008-05-27 22:02:00-03","MO","MOBOT","2972361","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Auguste F.M. Glaziou","Glaziou 3144","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1861",NA,NA,"Rio de Janeiro","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2012-04-13 08:57:00-03","MO","MOBOT","2972460","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Roberto M. Klein|A. Bresolin","Klein 8825","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1970","10","21","Santa Catarina","Porto da Cidado, Garopaba. Restinga, dunas.",NA,NA,NA,NA,"2.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2012-05-01 16:52:00-03","MO","MOBOT","2972596","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José F. Pensiero","Pensiero 151","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1982","1","14",NA,"Dpto. La Capital. 4 km al S de Monte Verde.",NA,NA,NA,NA,NA,NA,"J. Pensiero",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"198","2010-01-29 20:50:00-02","MO","MOBOT","2972597","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","W.G. Herter","Herter 336","South America","Uruguay",NA,NA,NA,NA,NA,NA,"L.","1926","1",NA,"Montevideo","Carrasco.",NA,NA,NA,NA,"0E8","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2009-06-24 18:36:00-03","MO","MOBOT","2972672","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Agnes Chase","Chase 7758","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1924","11","20","Pernambuco","Pern.",NA,NA,NA,NA,"5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2010-03-04 12:02:00-03","MO","MOBOT","2972757","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Agnes Chase","Chase 8458","South America","Brazil",NA,NA,NA,NA,NA,NA,"L.","1925","2","13","Rio de Janeiro","In sand and rocks, margin of brackish Lagoa R. de Freitas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"201","2020-09-04 04:40:00-03","MO","MOBOT","2972783","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Herbert H. Smith","Smith 179","South America","Colombia",NA,NA,NA,NA,NA,NA,"L.","1898",NA,NA,NA,"Santa Marta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2008-05-27 22:02:00-03","MO","MOBOT","2972882","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Julian A. Steyermark|Gerrit Davidse|Alexander Stoddart","Steyermark 123313","South America","Venezuela",NA,NA,NA,NA,NA,NA,"L.","1980","6","4","Zulia","Distrito Mara: wet grassy area by ford, south side of Río Guasare, east of El Carbon Estación Hidrometeorologica (M.O.P.), north of Hacienda El Espejo, 8 km (by air) north of Corpozulia Campamento Carichuano.","-72.25","11.075",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2010-12-01 18:05:00-02","MO","MOBOT","2972917","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Camilo L. Quarín","Quarín 3575","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1978","7","17","Corrientes","Coastal Plain Exp. Station, Tifton.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2009-08-23 06:40:00-03","MO","MOBOT","2973055","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","T.J.V. Stuckert","Stuckert 20004","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1904","4","1","Córdoba","Dpto. Río Cuarto.",NA,NA,NA,"Río Cuarto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2010-03-13 06:57:00-03","MO","MOBOT","2973158","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Aurelio Schinini|Ramón A. Palacios","Schinini Cacace 25803","South America","Paraguay",NA,NA,NA,NA,NA,NA,"L.","1987","12","16","Boquerón","Chaco-Paraguayo. Ruta Trans Chaco. En préstamos al lado del camino con agua semi-permanente.","-59.83333","-22.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2015-11-06 19:54:00-02","MO","MOBOT","2973215","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E.M. García","García 29","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1947","3","25","Mendoza","Carrodilla.",NA,NA,NA,"Luján de Cuyo",NA,NA,"Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2008-08-07 03:32:00-03","MO","MOBOT","2973275","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Nur Ritter","Ritter 4004","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Tarija","City of Tarija. Marshy area along the edges of the Río Guadalquivir.","-64.74305","-21.53277",NA,"Cercado","1800.00000000",NA,"N. Ritter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2008-08-07 03:32:00-03","MO","MOBOT","2973513","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Nur Ritter","Ritter 1995","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1995","3","18","Cochabamba","Province of Cercado. Laguna Alalay. A large (ca. 175 ha.) lake with deep, anaerobic sediments.","-66.12916","-17.40555",NA,NA,"2550.00000000",NA,"Fernando Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2015-02-03 14:41:00-02","MO","MOBOT","2975761","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Fernando O. Zuloaga|Osvaldo Morrone|José F. Pensiero","Zuloaga 6154","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1997","2","22","Jujuy","Camino de Lagunas de Yala a Reyes.","-65.48333","-24.11666",NA,"Dr. Manuel Belgrano","1980.00000000",NA,"Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2015-02-03 14:41:00-02","MO","MOBOT","2975854","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Fernando O. Zuloaga|Osvaldo Morrone|José F. Pensiero","Zuloaga 5823","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1997","2","13","Jujuy","Ruta Nac. 9, camino de Jujuy a Salta, Abra de Santa Laura.","-65.3","-24.5",NA,"El Carmen","1380.00000000",NA,"Gerrit Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2008-08-07 03:32:00-03","MO","MOBOT","3010081","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Otto Buchtien","Buchtien 3126","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"La Paz","Cotana",NA,NA,NA,"Murillo","2450.00000000",NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2008-08-07 03:32:00-03","MO","MOBOT","3010082","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Otto Buchtien","Buchtien 4518","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"La Paz",NA,NA,NA,NA,NA,NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2011-02-26 19:43:00-03","MO","MOBOT","3010083","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","R.E. Fries","Fries 1064","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Tarija",NA,NA,NA,NA,NA,NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2015-08-13 05:51:00-03","MO","MOBOT","3010084","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A.S. Hitchcock","Hitchcock 22730","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,NA,"San José",NA,NA,NA,NA,NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2015-08-13 05:51:00-03","MO","MOBOT","3010086","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A.S. Hitchcock","Hitchcock 22790","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Cochabamba","Arque",NA,NA,NA,"Arque",NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2015-08-13 05:51:00-03","MO","MOBOT","3010087","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A.S. Hitchcock","Hitchcock 22793","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Cochabamba",NA,NA,NA,NA,NA,NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2015-08-13 05:51:00-03","MO","MOBOT","3010088","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A.S. Hitchcock","Hitchcock 22882","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.",NA,NA,NA,"Potosí","Oploca","-65.768356","-21.32498",NA,"Sud Chichas",NA,NA,"Foster's catalog note file",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2018-06-21 12:05:00-03","MO","MOBOT","3024656","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Miguel Bang","Bang 1312","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1892","5",NA,"La Paz","Vic. Sorata.","-68.63333","-15.76666",NA,"Larecaja",NA,NA,"Agnes Chase",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"219","2012-11-16 08:20:00-02","MO","MOBOT","3226125","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","José F. Pensiero","Pensiero 4663","South America","Argentina",NA,NA,NA,NA,NA,NA,"L.","1993","4","12","Santa Fé","Flora de Santa Fe",NA,NA,NA,"San Cristóbal",NA,NA,"J. Pensiero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2012-04-12 05:10:00-03","MO","MOBOT","968445","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Alfredo F. Fuentes","Fuentes Claros 616","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1995","4","3","Santa Cruz","Estancia San Miguelito, 200 km NE de la ciudad de Santa Cruz; puesto San Miguelito. Bosque higrófilo semideciduo con Gallesia integrifolia, Bougainvillea modesta y Melicocca lepidopetala, en llanura aluvial, bordeando arroyo, 10 km al S del puesto.","-61.86666","-17.01666",NA,"Nuflo de Chavez","290.00000000",NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA
"221","2013-03-09 05:41:00-03","MO","MOBOT","1117709","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","E. Gutiérrez|G. Navarro","Gutiérrez Crespo 1907","South America","Bolivia",NA,NA,NA,NA,NA,NA,"L.","1996","2","3","Beni","Territorio Indígena Parque Nacional Isiboro Se|cure (TIPNIS). Centro de Gestión sobre el Río Isiboro. Semialturas alrededores del puesto del Centro de Gestión.","-65.15","-15.53333",NA,"Moxos","180.00000000",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"222","2019-03-29 10:41:37-03","UFSM","HDCF","6949","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Oliveira, A. A.",NA,"América","Brasil",NA,NA,"RS-596-4-2-H",NA,NA,NA,"L.","2015","05","12","Rio Grande do Sul",NA,"-51.66","-30.6",NA,"Cerro Grande do Sul",NA,NA,"Canto-Dorow, T. S.","2015",NA,NA,NA,"-51.66","-30.6",NA,"10","19",NA,NA
"223","2015-05-20 10:36:42-03","UFERSA","MOSS","11108","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Krieger, Pe. L","11386","América do Sul","Brasil",NA,NA,"no campo, em pequenas touceiras, um tanto prostrada.",NA,NA,NA,"L.","1971","12","24","Paraná",NA,"-50.1619","-25.095",NA,"Ponta Grossa",NA,NA,"Pereira, R.M.","1976","46557","auto",NA,NA,NA,NA,"07","15",NA,NA
"224","2020-08-31 09:21:36-03","INPA","INPA","159070","S","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","Carreira, LMM","1109","Southern America","Brasil",NA,NA,NA,"INPA0159070","Monocotyledon","Poales","L.","1989","03","09","Pará","Praia do Atalaia, Praia do Atalaia.","-47.2","-0.6","INPA0159070 INPA0159070_e","Salinópolis",NA,NA,NA,"2013",NA,NA,NA,"-47.2","-0.6",NA,"01",NA,NA,NA
"225","2021-01-26 13:57:34-03","IMA","MAC","1913","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","R.F.Rocha","164",NA,"Brasil",NA,NA,"Erva. Inflorescência creme.; Restinga.","MAC0001913",NA,NA,"L.","1982","03","16","Alagoas",NA,"-36.3060989379883","-10.2918996810913",NA,"Feliz Deserto",NA,NA,"M.Ataíde","1982","11004","auto",NA,NA,NA,NA,NA,NA,NA,NA
"226","2021-01-26 13:57:34-03","IMA","MAC","2880","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","R.F.Rocha","416",NA,"Brasil",NA,NA,"Erva.; Restinga.","MAC0002880",NA,NA,"L.","1982","12","16","Alagoas","Praia do Pontal do Peba.","-36.434398651123","-10.4055995941162",NA,"Piaçabuçu",NA,NA,"M.Ataíde","1983","16123","auto",NA,NA,NA,NA,NA,NA,NA,NA
"227","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","R. J. Soreng & N. L. Soreng","7031","South America","Chile",NA,NA,NA,NA,NA,"Cyperales","L.","2001","11","19","Bio-Bio","N of Punta Puchoco, NW of Coronel, S of Concepcion ca 20 km","-73.1817","-36.9867",NA,"VIII","5",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"228","2020-09-12 05:00:02-03","US","US","2151185","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. Semple","347","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","L.","1951","6","27",NA,"Nickerie, Community Pasture",NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"229","2020-09-12 05:00:02-03","US","US","1125935","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","-. Weigelt","s.n.","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Cyperales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
"230","2020-09-12 05:00:02-03","US","US","1038894","PreservedSpecimen","Plantae","Poaceae","Paspalum","distichum","Paspalum distichum","A. S. Hitchcock","16563","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Cyperales","L.","1919","10","29","Demerara-Mahaica","Georgetown, seacoast E of sea wall, Kitty Village","-58.16","6.8",NA,NA,NA,NA,"Judziewicz, E. J.",NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1",NA
