"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"335","2020-08-31 09:05:22-03","INPA","INPA","167722","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Silva, ES da","R5814","1987","03","23","Southern America","Brasil",NA,NA,NA,"INPA0167722","Dicotyledon Com-Clade","Malvales","(L.) Gaertn.",NA,"Roraima","SEMA Ecological Station, Ilha de Maracá. Rio Uraricoera, Furo de Maracá near the eastern end of the island. Forest along the edge of the river (never flooded).","-61.416667","3.366667","INPA0167722 INPA0167722_e",NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,"-61.416667","3.366667",NA,NA,NA,NA,NA,NA
"336","2020-08-31 09:05:22-03","INPA","INPA","150189","S","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Nelson, BW","1556","1987","05","22","Southern America","Brasil",NA,NA,NA,"INPA0150189","Dicotyledon Com-Clade","Malvales","(L.) Gaertn.",NA,"Roraima","Estaçao Ecologica da Ilha de Maraca., Margem do rio Uraricoeira.","-61.707422","3.589881","INPA0150189 INPA0150189_1 INPA0150189_1e1 INPA0150189_e",NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,"-61.707422","3.589881",NA,NA,NA,NA,NA,NA
"337","2021-01-26 13:55:54-03","IMA","MAC","23776","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","P.B.Alves; S.P.Gomes","1","2007","12","16",NA,"Brasil",NA,NA,"Árvore ca. 8 m de altura. Frutos amarelados abertos mostrando as sementes plumosas.; Cultivada.","MAC0023776",NA,NA,"(L.) Gaertn.","P.B.Alves","Alagoas","Área verde do IMA.","-35.735278","-9.666111","MAC0023776",NA,NA,"Maceió",NA,NA,NA,NA,NA,"-35.735278","-9.666111",NA,NA,NA,NA,NA,NA
"338","2021-01-26 13:55:54-03","IMA","MAC","26077","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","G.B.Araujo","155","2007","01","11",NA,"Brasil",NA,NA,"Árvore. Fruto marrom.; Planta Cultivada.","MAC0026077",NA,NA,"(L.) Gaertn.","E.C.O.Chagas","Alagoas","Jardineto do IMA.","-35.7352981567383","-9.6658296585083","MAC0026077",NA,NA,"Maceió","34538","auto","2008","09","18",NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-02-04 10:26:45-03","UFRPE","HST","23002","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","F. Paiva","50","1975","09","27",NA,"Brasil",NA,NA,"Árvore ca. 9 m alt. por 15 cm de diâmetro; flores amarelas, estames marrons, levemente perfumadas.","HST023002",NA,NA,"(L.) Gaertn","E.Tavares","Maranhão","Fazenda Vinagre","-44.3586006164551","-3.39249992370605",NA,NA,NA,"Itapecuru Mirim","38216","auto","1976","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-02-04 10:26:45-03","UFRPE","HST","12179","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","L.R.Silva","84","2004","07","12",NA,"Brasil",NA,NA,"Arvore ca. 8,5 m alt. e CAP 1,18 m; fuste com espinhos; folhas com pecíolo cor de vinho; flores com pétalas branca-encardida, anteras amarelas, gineceu branco e botões florais verdes.","HST012179",NA,NA,"(L.) Gaertn","A.M.Miranda","Pernambuco","Parque da Jaqueira (PCR/SEPLAM-RPA 3)","-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","2004","09","07",NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-02-25 10:12:55-03","CVRD","CVRD","8260","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Folli, D.A.","4569","2003","08","11","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Ceiba","CVRD008260","Magnoliophyta","Malvales","(L.) Gaertn.","Marília Cristina Duarte","ES",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Linhares","48094","auto","2007","08","30",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"342","2021-02-25 10:12:55-03","CVRD","CVRD","5969","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Folli, D.A.","3217","1998","08","05","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Paineira barriguda","CVRD005969","Magnoliophyta","Malvales","(L.) Gaertn.","Marília Cristina Duarte","ES","Próximo a pousada verde","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Linhares","48094","auto","2007","08","30",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"343","2021-03-01 11:48:50-03","UFPE","UFP","62570","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Silva, LR","84","2004","07","12",NA,"Brasil",NA,NA,"Árvore ca. 8,5 m alt. e CAP 1,18 m; fuste com espinhos; folhas com pecíolo cor de vinho; flores com pétalas branca-encardida, anteras amarelas, gineceu branco e botões florais verdes.","UFP062570",NA,NA,"(L.) Gaertn","Miranda, AM","Pernambuco",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","2004","09","07",NA,NA,NA,NA,NA,NA,NA,NA
"344","2021-03-01 11:48:50-03","UFPE","UFP","4090","PreservedSpecimen","Plantae","Malvaceae","Ceiba","pentandra","Ceiba pentandra","Mariz, G","802","1973","08","10",NA,"Brasil",NA,NA,"Árvore 3-4 m; cultivada.","UFP004090",NA,NA,"(L.) Gaertn","Bocage, A","Pernambuco",NA,"-34.8810997009277","-8.05389022827148",NA,NA,NA,"Recife","18865","auto","1993","10","07",NA,NA,NA,NA,NA,NA,NA,NA
"345","2020-09-12 05:00:02-03","US","US","USw2483","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","H. M. Curran","s.n.",NA,NA,NA,"South America - Neotropics","Colombia","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"346","2020-09-12 05:00:02-03","US","US","USw9088","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","B. A. Krukoff","1997",NA,NA,NA,"South America - Neotropics","Brazil","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Maranhão","Basin of Rio Maracassume",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"347","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","P. Mutchnick","1119","1995","3","29","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Lindeman, J. C.","E. Berbice-Corentyne","Corentyne River, Warakabra Rapids","-57.9189","4.79",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"348","2020-09-12 05:00:02-03","US","US","3224302","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","D. C. Daly & et al.","D398","1980","10","1","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Kallunki, J. A.","Maranhão","Road from São Luiz Gonzaga to Santo Antonio, 53 to 35 km from Bacabal. Capoeira.","-44.67","-4.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"349","2020-09-12 05:00:02-03","US","US","1851615","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","H. García Barriga","10633","1942","1","27","South America - Neotropics","Colombia",NA,NA,NA,"US01220227",NA,"Malvales","(L.) Gaertn.",NA,"Cundinamarca","Camino a Nocaima.",NA,NA,NA,"950","1200","La Vega",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"350","2020-09-12 05:00:02-03","US","US","(Bulky)","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. M. Harris & et al.","1130","1991","11","4","South America - Neotropics","Guyana","Bulky Fruit",NA,NA,"US00635689",NA,"Malvales","(L.) Gaertn.",NA,"U. Takutu-U. Essequibo","6.5 km NE of Warimure Ranch; SE flank of Kanuku Mts. foothills.","-59.35","3.02",NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"351","2020-09-12 05:00:02-03","US","US","3094009","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","R. Oldeman","1331","1965","5","21","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Alverson, W. S.",NA,"Rivière Bas-Camopi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"352","2020-09-12 05:00:02-03","US","US","3391857","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","P. Grenand","2876","1992","8","8","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Alverson, W. S.",NA,"Arbregént, Village de Camopi (45m)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"353","2020-09-12 05:00:02-03","US","US","USw10698","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. L. Little Jr.","6494",NA,NA,NA,"South America - Neotropics","Ecuador","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Los Ríos","Pichilingue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"354","2020-09-12 05:00:02-03","US","US","3103468","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","R. Oldeman","T 931","1973","8","31","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)",NA,"Bas-Camopi, rive droite, à environ 2.5 km de l'embouchure",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"355","2020-09-12 05:00:02-03","US","US","USw9697","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","B. A. Krukoff","5648",NA,NA,NA,"South America - Neotropics","Brazil","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Acre","Near mouth of Rio Macauhan, basin of Rio Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"356","2020-09-12 05:00:02-03","US","US","1662197","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","B. A. Krukoff","5763","1933","9","3","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Smith, A. C.","Acre","Near mouth of Rio Macauhan (tributary of Rio Yaco).","-69","-9.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"357","2020-09-12 05:00:02-03","US","US","531112","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","H. F. Pittier","919","1905","12",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US01220220",NA,"Malvales","(L.) Gaertn.",NA,"Valle del Cauca","State of Cauca, La Manuelita, near Palmira, eastern side of Cauca Valley",NA,NA,NA,"1100","1302",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"358","2020-09-12 05:00:02-03","US","US","2407392","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Herbert H. Smith","1887","1898",NA,NA,"South America - Neotropics","Colombia",NA,NA,NA,"US01220221",NA,"Malvales","(L.) Gaertn.",NA,"Magdelana","Santa Marta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"359","2020-09-12 05:00:02-03","US","US","2644796","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. L. Little Jr. & R. G. Dixon","21063","1965","9","14","South America - Neotropics","Ecuador",NA,NA,NA,"US01220237",NA,"Malvales","(L.) Gaertn.",NA,"Esmeraldas","Rio Hoja Blanca con Rio Hualpi",NA,NA,NA,"75",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"360","2020-09-12 05:00:02-03","US","US","3583199","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Krolll, --","67","1986","7","1","South America - Neotropics","Peru",NA,NA,NA,"US01220241",NA,"Malvales","(L.) Gaertn.",NA,"Huánuco","Unidad Modelo de Manejo y Produccion Froestal Dantas. Dtto. Yuyapichis, 23.5°C TMA. Bosque de lomadas, colinas bajas y terrazas altas.","-75.03","-9.67",NA,"270",NA,"Puerto Inca",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"361","2020-09-12 05:00:02-03","US","US","1043993","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","M. Haman & H. M. Curran","987","1917",NA,NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US01220233",NA,"Malvales","(L.) Gaertn.",NA,NA,"Near La Guaira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"362","2020-09-12 05:00:02-03","US","US","1800668","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","J. Santoro","s.n.","1937","9","21","South America - Neotropics","Brazil",NA,NA,NA,"US01220244",NA,"Malvales","(L.) Gaertn.",NA,"São Paulo","Arvore, Fazenda Santa Elisa",NA,NA,"US01220244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"363","2020-09-12 05:00:02-03","US","US","1858660","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. L. Little Jr.","6494","1943","5","22","South America - Neotropics","Ecuador",NA,NA,NA,"US01220240",NA,"Malvales","(L.) Gaertn.",NA,"Los Ríos","At Pichilingue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"364","2020-09-12 05:00:02-03","US","US","2140950","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. L. Little Jr.","9431","1945","2","9","South America - Neotropics","Colombia",NA,NA,NA,"US01220224",NA,"Malvales","(L.) Gaertn.",NA,"Huila","Cordillera Oriental",NA,NA,NA,"1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"365","2020-09-12 05:00:02-03","US","US","1954980","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","F. D. Smith","45","1949","2","23","South America - Neotropics","Venezuela",NA,NA,NA,"US01220230",NA,"Malvales","(L.) Gaertn.",NA,"Anzoátegui","Anzoategui: Cantaura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"366","2020-09-12 05:00:02-03","US","US","3000376","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","A. T. Ortega U.","129","1976","9",NA,"South America - Neotropics","Ecuador",NA,NA,NA,"US01220234",NA,"Malvales","(L.) Gaertn.",NA,"Morona-Santiago","U.P. 30, 11.7 Km de Taisha","-77.73","-2.53",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"367","2020-09-12 05:00:02-03","US","US","1778631","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Bro. Daniel","2179","1939","12",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US01220228",NA,"Malvales","(L.) Gaertn.",NA,"Antioquia",NA,NA,NA,NA,"2200",NA,"La Ceja",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"368","2020-09-12 05:00:02-03","US","US","2941177","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. L. Little Jr., A. T. Ortega U., A. V. Samaniego & F. A. Vivar C.","691","1975","10","14","South America - Neotropics","Ecuador",NA,NA,NA,"US01220235",NA,"Malvales","(L.) Gaertn.",NA,"Morona-Santiago","Taisha","-77.5","-2.3833",NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"369","2020-09-12 05:00:02-03","US","US","1616337","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. Pérez Arbeláez","2472","1932","12",NA,"South America - Neotropics","Colombia",NA,NA,NA,"US01220217",NA,"Malvales","(L.) Gaertn.",NA,"Cundinamarca","Tocaima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"370","2020-09-12 05:00:02-03","US","US","3451848","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","M.-F. Prévost","4524","2002","5","10","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Prévost, M.-F.","Cayenne","Cayenne, Jardin Botanique du Centre ORSTOM","-52.31","4.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"371","2020-09-12 05:00:02-03","US","US","USw12868","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","G. Stahel","51",NA,NA,NA,"South America - Neotropics","Suriname","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"372","2020-09-12 05:00:02-03","US","US","2220788","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","J. Cuatrecasas","15266","1943","10","6","South America - Neotropics","Colombia",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Cuatrecasas, J.","Valle del Cauca","Calí, cuidad.",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"373","2020-09-12 05:00:02-03","US","US","3456826","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","M.-F. Prévost & D. Sabatier","4580","2002","9","29","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Prévost, M.-F.; Sabatier, D.","Cayenne","Centre ORSTOM de Cayenne","-52.31","4.94",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"374","2020-09-12 05:00:02-03","US","US","USw12868","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","G. Stahel","51",NA,NA,NA,"South America - Neotropics","Suriname","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"375","2020-09-12 05:00:02-03","US","US","USw21156","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","V. R. Gardner","s.n.",NA,NA,NA,"South America - Neotropics","Colombia","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Distrito Capital",NA,NA,NA,NA,NA,NA,"Bogotá",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"376","2020-09-12 05:00:02-03","US","US","USw36407","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Collector unknown","X2610",NA,NA,NA,"South America - Neotropics","Venezuela","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Mérida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"377","2020-09-12 05:00:02-03","US","US","3634036","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","A. Le Goff","106","1992","9","5","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Le Goff, A.",NA,"Ile de Cayenne, Colline de Montravel","-52.25","4.9",NA,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"378","2020-09-12 05:00:02-03","US","US","1564578","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","Ll. Williams","14025","1942","1","28","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Williams, L.","Amazonas","Yavita","-67.43","2.92",NA,"128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"379","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","B. Hoffman","6320","2005","6","10","South America - Neotropics","Suriname",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Sipaliwini","Along trails 1-2 km ENE (55-60º) from Kwamalasamutu village center (vicinity of 1.0 ha research plot, KW2)","-56.7722","2.35056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"380","2020-09-12 05:00:02-03","US","US","USw9787","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","B. A. Krukoff","5763",NA,NA,NA,"South America - Neotropics","Brazil","Wood Sample",NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Acre","Near mouth of Rio Macauhan, basin of Rio Purus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"381","2020-09-12 05:00:02-03","US","US","1909928","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","F. Cardona Puig","2114","1947","5",NA,"South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Illegible","Bolívar","El Palmar, entre Upata y Guasipati, Guayana",NA,NA,NA,"350",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"382","2020-09-12 05:00:02-03","US","US","2837974","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","J. Bruijn","1668","1967","4","8","South America - Neotropics","Venezuela",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","de Bruijn, J.","Bolívar","Estado Bolívar and Territorío Delta Amacuro border, near Río Grande o Toro, E of Upata","-61.73","8.23",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"383","2020-09-12 05:00:02-03","US","US","2939792","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","A. H. Gentry & et al.","18066","1977","3","5","South America - Neotropics","Colombia",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.",NA,"Cundinamarca","Road between Facatativa and Honda, 28 km NW of Guaduas.",NA,NA,NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"384","2020-09-12 05:00:02-03","US","US","3376212","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. M. Harris & et al.","1130","1991","11","4","South America - Neotropics","Guyana",NA,NA,"Common name: Wirin",NA,NA,"Malvales","(L.) Gaertn.","Dorr, L. J., (BOT), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","U. Takutu-U. Essequibo","6.5 km NE of Warimure Ranch; SE flank of Kanuku Mts. foothills.","-59.35","3.02",NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"385","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","D. C. Daly & et al.","D398","1980","10","1","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"Malvales","(L.) Gaertn.","Kallunki, J. A.","Maranhão","Road from São Luiz Gonzaga to Santo Antonio, 53 to 35 km from Bacabal. Capoeira.","-44.67","-4.32",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"386","2020-09-12 05:00:02-03","US","US","2941176","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. L. Little Jr., A. T. Ortega U., A. V. Samaniego & F. A. Vivar C.","540","1975","10","1","South America - Neotropics","Ecuador",NA,NA,NA,"US01220236",NA,"Malvales","(L.) Gaertn.",NA,"Morona-Santiago","Puerto Morena, Este Rio Morona","-77.6833","-2.85",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"387","2020-09-12 05:00:02-03","US","US","1010488","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","H. M. Curran & H. Haman","987","1917",NA,NA,"South America - Neotropics","Venezuela",NA,NA,NA,"US01220232",NA,"Malvales","(L.) Gaertn.",NA,NA,"Between La Guairá and Rio Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
"388","2020-09-12 05:00:02-03","US","US","1901084","PreservedSpecimen","Plantae","Bombacaceae","Ceiba","pentandra","Ceiba pentandra","E. L. Little Jr.","6676","1943","6","21","South America - Neotropics","Ecuador",NA,NA,NA,"US01220238",NA,"Malvales","(L.) Gaertn.",NA,"El Oro","At Hacienda Igenio, 15 km S of Piedras",NA,NA,"US01220238_01","203",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1",NA
