"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","recordNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","infraspecificEpithet","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","657069","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","D. C. Zappi",NA,"W. Ganev","1993","11","03","Brazil","Bahia","Abaíra","Mata do criminoso","-41.82","-13.35",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657069","NY00657069_01","South America","sheet",NA,"2390","Magnoliophyta","Caryophyllales","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2434815","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"P. W. Richards","1968","08","23","Brazil","Mato Grosso",NA,"Base Camp","-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660214' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434815","NY02434815_01","South America","sheet",NA,"6686","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2434812","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"R. M. Harley","1968","09","16","Brazil","Mato Grosso",NA,"Base Camp","-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660211' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434812","NY02434812_01","South America","sheet",NA,"10068","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2434817","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"J. A. Ratter","1976","10","12","Brazil","Distrito Federal","Brasília","Close to the Escola Fazendária, c. 11km SE of the Brasília TV Tower.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660216' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434817","NY02434817_01","South America","sheet",NA,"R.3757","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","657070","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1992","09","26","Brazil","Bahia","Abaíra","Caminho Engenho-Márques, próximo ao Márques","-41.78","-13.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657070","NY00657070_01","South America","sheet",NA,"1189","Magnoliophyta","Caryophyllales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","657067","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1992","10","16","Brazil","Bahia","Piata","Malhada da Areia de Baixo, Campo Grande","-41.75","-13.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657067","NY00657067_01","South America","sheet",NA,"1246","Magnoliophyta","Caryophyllales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2434816","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"R. M. Harley","1988","10","14","Brazil","Minas Gerais","Grão Mogol","Serra do Calixto, 11 km do Francisco Sá, perto da estrada para Grao Mogol","-43.4","-16.48",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660215' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434816","NY02434816_01","South America","sheet",NA,"25020","Magnoliophyta","Caryophyllales","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1181404","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","C. Farney",NA,"R. C. Forzza","2006","09","19","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca. Monjolinho.","-43.7931","-21.8425",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369933' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181404","NY01181404_01","South America","sheet",NA,"4248","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2434814","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"G. C. G. Argent","1968","09","12","Brazil","Mato Grosso",NA,"Base Camp Square, R 3, c 2 km S of junction with path to Camp 2.","-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660213' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434814","NY02434814_01","South America","sheet",NA,"6927","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","657063","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1992","10","10","Brazil","Bahia","Abaíra","Campo das Anáguas, acima da cachoeira","-41.88","-13.28",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38346' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657063","NY00657063_01","South America","sheet",NA,"1211","Magnoliophyta","Caryophyllales","1340","1340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","657062","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1992","10","16","Brazil","Bahia","Piata","Malhada da Areia de Baixo, Campo grande","-41.75","-13.25",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657062","NY00657062_01","South America","sheet",NA,"1246","Magnoliophyta","Caryophyllales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","657068","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1992","10","19","Brazil","Bahia","Abaíra","Samambaia, no Salao, Estrada Catolés-Barra de Catolés","-41.87","-13.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657068","NY00657068_01","South America","sheet",NA,"1279","Magnoliophyta","Caryophyllales","1150","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02714977","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","C. Farney",NA,"A. M. V. de Carvalho","1995","01","14","Brazil","Bahia","Ilhéus","Cidade de Ilhéus. Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundão. Parcela n°39","-39.0692","-14.7819",NA,NA,"Site: ME <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=183596' target='other'> <mi>dwc_moreinfo</mi></a>","NY02714977","NY02714977_01","South America","sheet",NA,"5673","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","657065","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1993","09","28","Brazil","Bahia","Rio de Contas","Barro branco, próximo a Ouro Fino","-41.73","-13.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657065","NY00657065_01","South America","sheet",NA,"2261","Magnoliophyta","Caryophyllales","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","657061","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1993","08","23","Brazil","Bahia","Rio de Contas","Samambaia","-42.33","-13.85",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38345' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657061","NY00657061_01","South America","sheet",NA,"2099","Magnoliophyta","Caryophyllales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","657073","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"R. M. Harley","1988","10","25","Brazil","Bahia","Rio de Contas","5km da cidade na estrada para Livramento do Brumado","-41.82","-13.62",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657073","NY00657073_01","South America","sheet",NA,"25604","Magnoliophyta","Caryophyllales","600","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1181409","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","C. Farney",NA,"R. C. Forzza","2006","11","21","Brazil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca.","-43.887946","-21.704555",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369943' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181409","NY01181409_01","South America","sheet",NA,"4331","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00859381","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"R. M. Harley","1968","10","26","Brazil","Mato Grosso",NA,"R 12, c. 5 km. S. of base camp.","-51.77","-12.82",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=958620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859381","NY00859381_01","South America","sheet",NA,"10846","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02434810","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"I. Cordeiro","1986","09","05","Brazil","Minas Gerais",NA,"Vale do rio Itacambiruçu. Próximo a ponte para Cristália em direçao à Jusante",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660007' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434810","NY02434810_01","South America","sheet",NA,"CFCR10125","Magnoliophyta","Caryophyllales","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","657064","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1992","11","24","Brazil","Bahia","Abaíra","Estrada Catolés-Abaíra, mata do criminoso, ca. 7,5 km de Catolés","-41.8","-13.33",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657064","NY00657064_01","South America","sheet",NA,"1554","Magnoliophyta","Caryophyllales","980","980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","657100","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"G. C. G. Argent","1967","09","26","Brazil","Mato Grosso",NA,"Xavantina, c. 6 km. south","-52.23","-14.63",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657100","NY00657100_01","South America","sheet",NA,"6533","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2434820","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"V. Assis","1945","10","25","Brazil","Minas Gerais","Santa Luzia","Fazenda da Chicaca.","-43.8514","-19.7697",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660219' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434820","NY02434820_01","South America","sheet",NA,"27","Magnoliophyta","Caryophyllales","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2434818","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"J. A. Ratter","1976","09","19","Brazil","Distrito Federal","Brasília","Close to the Escola Fazendária, c. 11km SE of the Brasília TV Tower.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660217' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434818","NY02434818_01","South America","sheet",NA,"R3614","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2434821","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"J. A. Ratter","1976","09","11","Brazil","Distrito Federal","Brasília","Close to the Escola Fazendária, c. 11km SE of the Brasília TV Tower.","-47.9296989440918","-15.7797002792358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660220' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434821","NY02434821_01","South America","sheet",NA,"R.3582","Magnoliophyta","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2434819","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell",NA,NA,"J. A. Ratter","1982","09","13","Brazil","Distrito Federal","Brasília","Fazenda Água Limpa (University of Brasília field station), near Vargem Bonita, next cabeceira S of the Córrego da Onça","-47.9296989440918","-15.7797002792358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2660218' target='other'> <mi>dwc_moreinfo</mi></a>","NY02434819","NY02434819_01","South America","sheet",NA,"R.4776","Magnoliophyta","Caryophyllales",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","657066","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1993","08","30","Brazil","Bahia","Rio de Contas","Ladeira do Toucinho. Caminho Catolés-Arapiranga","-42.33","-13.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657066","NY00657066_01","South America","sheet",NA,"2166","Magnoliophyta","Caryophyllales","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","657071","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex J.A.Schmidt) Lundell","A. Furlan",NA,"W. Ganev","1993","09","15","Brazil","Bahia","Rio de Contas","Barro branco, próximo a Ouro Fino","-41.73","-13.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=38353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00657071","NY00657071_01","South America","sheet",NA,"2255","Magnoliophyta","Caryophyllales","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG4106","S","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora",NA,"Cyl Farney",NA,"M.Valentina W.",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.966944","-20.208611","43º58'01''W","20°12'31''S","Frutos rosa. Altura 4 m. UTM: 7765031 x; 607460 y.",NA,NA,NA,NA,NA,"38",NA,NA,"1.4","1.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","11102","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Gottsberger, I.S.",NA,"Gottsberger, I.S.","1973","10","13","Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75","48°25'w","22°45's","Alt. ca 550m . Cerrado vegetation, xeromorphic tree & scrub woodland form, on gentle slope. Tree. ; Coleção: Cerrado Estação 13 de Maio","BOTU011102",NA,NA,NA,NA,"131073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","11105","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell","Gottsberger, I.S.",NA,"Gottsberger, I.S.","1972","05","10","Brasil","São Paulo","Botucatu","18km north of Botucatu (14 km east of São Manuel). Along the São Manuel- Piracicaba highway. Near ex-RR station, 13 de Maio.","-48.416667","-22.75","48°25'w","22°45's","Alt. ca 550m . Uma área de Cerrado, consistindo de dois morros e um vale no meio. A área é preservada pela Usina de Açúcar de São Manuel. Arvore de 2m de altura, somente flores femininas.; Coleção: Cerrado Estação 13 de Maio","BOTU011105",NA,NA,NA,NA,"10572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:18-03","UNESP-IBB","BOTU","14602","PreservedSpecimen","Plantae","Nyctaginaceae","Guapira","graciliflora","Guapira graciliflora","(Mart. ex Schmidt) Lundell",NA,NA,"Amaral Jr., A.","1985","10","17","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,"BOTU014602",NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
