"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","sex"
"23","2020-11-04 11:03:16-03","ESALQ","ESA","31030","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Coelho, J.P.",NA,"1947","01","16",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA031030","ESA031030","Mazine, F.F. (08/VII/1999)",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:03:16-03","ESALQ","ESA","38649","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Shepherd, G.J. ; Koch, I.",NA,"1995","04","05",NA,"Brasil","São Paulo","Cruzeiro",NA,"-44.9599990844727","-22.5699996948242",NA,NA,NA,NA,"ESA038649","ESA038649","Mazine, F.F. (08/VII/1999)",NA,"17702","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:03:16-03","ESALQ","ESA","16656","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Sakuragui, C.M. et al.","326.0","1993","10","01",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA016656","ESA016656","Mazine, F.F. (10/II/1998)",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 10:55:09-03","ESALQ","ESA","132888","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Colletta, G.D.; Flores, T. B; Souza, V. C","2031.0","2014","11","15",NA,"Brasil","São Paulo","Itirapina","beira da pista","-47.8199996948242","-22.25",NA,NA,NA,"Árvore, 6m, flores roxas, frutos imaturos verdes e maduros castanhos (foto e sílica).","ESA132888",NA,"Rodrigues, M","2014","22843","auto","11","15",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:03:16-03","ESALQ","ESA","79582","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Souza, J.P.; Souza, V.C.; Romão, G.O.; Lima, M.I.R.G.; Bessa, M.A.","2661.0","1998","08","01",NA,"Brasil","São Paulo","Itatinga","Estação Experimental de Itatinga (ESALQ)","-48.6100006103516","-23.1000003814697",NA,NA,NA,NA,"ESA079582","ESA079582",NA,NA,"28219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:03:16-03","ESALQ","ESA","26319","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Souza, V.C.; Sakuragui, C.M.; Souza, J.P.; Sanches, C.D.; Wongtschowski, M.; Scalon, V.R.; Farah, F.T.","8787.0","1995","08","18",NA,"Brasil","São Paulo","Itararé","Estrada Itararé - Bom Sucesso de Itararé. Beira da estrada.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Subarbusto, 60cm alt.; corola lilás-rosada. Na sombra de plantação de eucalipto. Ao lado do número 8786.","ESA026319","ESA026319","Mazine, F.F. (10/II/1998)",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 10:55:09-03","ESALQ","ESA","139190","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha",NA,"Colletta, G.D","2709.0","2016","05","23",NA,"Brasil","SC","Abelardo Luz","Mata Ombrófila Mista","-52.3283004760742","-26.5646991729736",NA,NA,NA,"Árvore, 5m, estéril","ESA139190",NA,NA,NA,"35836","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:03:16-03","ESALQ","ESA","99243","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha",NA,"Castro, R.M.","610.0","2001","09","01",NA,"Brasil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,"ESA099243","ESA099243","Augustin, J.O.",NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:03:16-03","ESALQ","ESA","31034","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Rodrigues, A.","3527.0","1948","09","09",NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"ESA031034","ESA031034","Mazine, F.F.",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:03:16-03","ESALQ","ESA","134653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","213.0","2015","07","07",NA,"Brasil","São Paulo","Mombuca","Mata do Pinheirinho. Usina Rosana","-47.560001373291","-22.9200000762939","564","564",NA,"Árvore, 6m.","ESA134653",NA,NA,NA,"13659","auto",NA,NA,"-47,659,360","-22,926,685",NA,NA,NA,NA,NA,NA
"33","2015-07-02 14:01:11-03","JBP","HPL","1779","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham","E.R. Salviani & H. Lorenzi","111","1998","07","08",NA,"Brasil","MG","São Sebastião do Paraiso","Entrada para a Fazenda Ipoméa.","-46.9914","-20.9169",NA,NA,NA,NA,NA,NA,"E.R. Salviani & H. Lorenzi","1998","24792","auto","07","08",NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:01:11-03","JBP","HPL","1778","S","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham","H. Lorenzi","1144","1993","11","14",NA,"Brasil","MG","Itamogi","Bosque da Fazenda do Sr. Luiz de Campos, Rodovia que liga São Sebastião do Paraiso- MG à Monte Santo-MG.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,"H. Lorenzi","1993","11256","auto","11","14",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-02-15 11:35:04-02","IPA","IPA","8096","S","Plantae","Plantae",NA,"Bignoniaceae","Jacaranda","heteroptila","Jacaranda heteroptila","Bureau & K. Schum.","Ducke, A.","2414","1955","02","22","Southern America","Brasil","Ceará","Fortaleza","Praia de Soure, matinha atrás das dunas.","-38.543098449707","-3.71722006797791",NA,NA,NA,"Arbusto; flores atro-violaceas.","IPA0008096",NA,"Sandwich","1955","19924","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-02-15 11:35:04-02","IPA","IPA","1989","S","Plantae","Plantae",NA,"Bignoniaceae","Jacaranda","heteroptila","Jacaranda heteroptila","Bureau & K. Schum.","Andrade-Lima","50-750","1950","12","29","Southern America","Brasil","Pernambuco","Itambé","tabuleiro silicoso.","-35.1128005981445","-7.41028022766113",NA,NA,NA,"Arbusto em massega densa; flor roxo-escura.","IPA0001989",NA,"Sandwich","1957","24207","auto","03","07",NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-02-15 11:35:04-02","IPA","IPA","1990","S","Plantae","Plantae",NA,"Bignoniaceae","Jacaranda","heteroptila","Jacaranda heteroptila","Bureau & K. Schum.","Andrade-Lima","50-750A","1950","12","29","Southern America","Brasil","Pernambuco","Itambé","tabuleiro silicoso.","-35.1128005981445","-7.41028022766113",NA,NA,NA,"Arbusto em massega densa; flor roxo-escura.","IPA0001990",NA,"Sandwich","1957","24207","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-02-15 11:35:04-02","IPA","IPA","4927","S","Plantae","Plantae",NA,"Bignoniaceae","Jacaranda","heteroptila","Jacaranda heteroptila","Bureau & K. Schum.","Pickel, B.","429","1929","10","10","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Tapera, (São Bento), capoeira.","-35.0182991027832","-8.00222015380859",NA,NA,NA,NA,"IPA0004927",NA,"Pilger","1929","21764","auto","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:16:14-03","UFV","VIC","50934","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Saporetti, A.W.J.","13","2006","03",NA,NA,"Brasil","Bahia","Caravelas","Muçununga arborizada aberta","-39.2658004760742","-17.7318992614746",NA,NA,NA,"Fanerófita com 3 metros de altura, frutos secos amarronzados","VIC050934","VIC050934",NA,NA,"106553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:16:14-03","UFV","VIC","16404","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Leoni, L.S.","1759","1992","02","15",NA,"Brasil","Minas Gerais","Carangola","Serra da Grama, Área perturbada, na bora da floresta. Altitude de 1100 metros.","-42.0293998718262","-20.7331008911133",NA,NA,NA,"Árvore com altura entre 2,5 a 3,0 metros. Tronco liso, de cor clara; corola vinosa. Observou-se Himenópteros junto às flores; flores fixadas.","VIC016404","VIC016404","Scudeller, V.V.","1996","21913","auto","10","11",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:16:14-03","UFV","VIC","21773","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Araújo, R.S. de; et al.","160","2007","01","15",NA,"Brasil","Minas Gerais","Mariana","Estrada para Ouro Preto, Capão de mata.","-43.4160995483398","-20.377799987793",NA,NA,NA,"Arvoreta com c.a. de 3,0 metros de altura; flores roxas.","VIC021773","VIC021773","Araújo, R.S. de","2008","33524","auto","01","16",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:16:14-03","UFV","VIC","23670","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Lopes, W.P. de; Paula, A. de","s.n.","1999","07","30",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Jardim Botânico, trilha do Pau-Brasil.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore com cerca de 17 metros de altura; tronco bege claro; flores roxas. JBDOIS - indivíduo 404.","VIC023670","VIC023670",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:16:14-03","UFV","VIC","29474","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Lopes, M.M.M.; Arato, H.D.","242","2003","12","09",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata do Paraíso, aceiro.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore; flor púrpura (possível híbrido com <em>J. puberula</em>).","VIC029474","VIC029474","Lopes, M.M.M.","2005","13937","auto","03","05",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:16:14-03","UFV","VIC","40531","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Simão, M.V.R.C.","85","2012","05","06",NA,"Brasil","Minas Gerais","Viçosa","Mata do Paraíso, Estação de","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC040531","VIC040531 VIC040531_1 VIC040531_3 VIC040531_4","Simão, M.V.R.C.","2013","13937","auto","06","13",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:16:14-03","UFV","VIC","36919","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Siqueira, L.C. de; et al.","418","2006","10","18",NA,"Brasil","Minas Gerais","Araponga","Comunidade São Joaquim, Sistema Agroflorestal do Sr. João dos Santos e Sra. Santinha. Entorno do Parque Estadual Serra do Brigadeiro (PESB).","-42.5208015441895","-20.6667003631592",NA,NA,NA,"Árvore, c.a. de 2,5 metros de altura, coleta apenas de frutos secos.","VIC036919","VIC036919","Siqueira, L.C. de","2007","16385","auto","05","18",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:16:14-03","UFV","VIC","10243","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Silveira, F.A. da","128","1987","08","29",NA,"Brasil","Minas Gerais","Paraopeba","EFLEX","-44.4042015075684","-19.2744007110596",NA,NA,NA,"Arvoreta com c.a. de 4,0 metros de altura; flores lilases.","VIC010243","VIC010243","Araújo, R.S. de","2007","26090","auto","07","31",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:16:14-03","UFV","VIC","18500","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Lopes, W.P. de","s.n.","1997","03","12",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Garagem.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore com c.a. de 8,0 metros de altura. Cálice verde, corola avermelhada a vinho, interior do tubo branco. Folha c.a. de 70 cm.","VIC018500","VIC018500 VIC018500_2 VIC018500_3","Scudeller, V.V.","1997","13937","auto","09","29",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:16:14-03","UFV","VIC","40425","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Jacaranda","macrantha","Jacaranda macrantha","Cham.","Simão, M.V.R.C.","139","2012","07","07",NA,"Brasil","Minas Gerais","Viçosa","Mata do Paraíso","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arvoreta, 3 m, fruto imaturo verde.","VIC040425","VIC040425","Simão, M.V.R.C.","2013","13937","auto","06","13",NA,NA,NA,NA,NA,NA,NA,NA
