"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber"
"121","2020-11-04 11:15:05-03","ESALQ","ESA","85661","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","1046.0","2003","11","14",NA,"Brasil",NA,NA,NA,"ESA085661","São Paulo","Magnoliophyta",NA,NA,"Cambess. (O. Berg.) handrum.","Staggemeier, V.G.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA085661",NA,"2013",NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"122","2020-11-04 11:15:04-03","ESALQ","ESA","26575","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Souza, V.C. ; Scaramuzza, C.A.M.","6023.0","1994","02","01",NA,"Brasil",NA,NA,NA,"ESA026575","São Paulo","Magnoliophyta",NA,NA,"Cambess.","Tuler, A.C.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA026575",NA,"2018",NA,NA,"08","06","27729","auto",NA,NA,NA,NA
"123","2020-11-04 11:15:04-03","ESALQ","ESA","85652","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Mazine, F.F. Lucas, E.; Souza, V.C.; Romão, G.O.; Souza, J. P .","1037.0","2003","11","13",NA,"Brasil",NA,NA,NA,"ESA085652","São Paulo","Magnoliophyta",NA,NA,NA,"Proença, C.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA085652",NA,"2007",NA,NA,"01","01","27729","auto",NA,NA,NA,NA
"124","2020-11-04 11:15:04-03","ESALQ","ESA","25422","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Scaramuzza, C.A.M. et al.","684.0","1993","01","01",NA,"Brasil",NA,NA,NA,"ESA025422","São Paulo","Magnoliophyta",NA,NA,"Cambess. (O. Berg.) handrum.","Staggemeier, V.G.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA025422",NA,"2012",NA,NA,"05","17","27729","auto",NA,NA,NA,NA
"125","2020-11-04 11:15:04-03","ESALQ","ESA","21080","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Souza, V.C. et al.","7235.0","1994","11","14",NA,"Brasil",NA,NA,NA,"ESA021080","São Paulo","Magnoliophyta",NA,NA,"Cambess.","Scaramuzza, C.A.M.","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA021080",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA
"126","2020-11-04 10:56:25-03","ESALQ","ESA","137932","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Souza, V.C.; Flores, T.B.; Colletta, G.D.; Coelho, R.L.G.; Souza, M.A.S.S.C.","39879.0","2015","12","18",NA,"Brasil",NA,NA,"Arbusto; frutos imaturos verdes.","ESA137932","Distrito Federal",NA,NA,NA,NA,"Tuler, A.C.","Brasília","Reserva Ecológica do IBGE. Arredores da nascente do Córrego Escondido. Cerrado.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2018",NA,NA,"08","06","70570","auto",NA,NA,NA,NA
"127","2021-01-14 15:32:11-03","MN","R","8951","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe var. argenteum","Glaziou, A.F.M.","21171","1894","11","06",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008951","Goiás",NA,NA,"var. argenteum","(O. Berg) Landrum","Proença, C.",NA,NA,NA,NA,NA,NA,"R000008951_001",NA,"2010",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"128","2021-01-14 15:32:11-03","MN","R","8951","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe var. argenteum","Glaziou, A.F.M.","21171","1894","11","06",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000008951","Goiás",NA,NA,"var. argenteum","(O. Berg) Landrum","Proença, C.",NA,NA,NA,NA,NA,NA,"R000008951_001",NA,"2010",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"129","2020-11-19 10:24:27-03","CPAP","CPAP","2668","PreserverdSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Pott, A.","2384","1986","11","25",NA,"Brasil",NA,NA,". FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Cordilheira, desmatada, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano .",NA,"MS",NA,NA,NA,"Cambess.","A. Pott","Corumbá","Fazenda Santa Rosa; Sub-região do Paiaguás; Pantanal","-55.333333","-17.833333","167","167",NA,NA,"2000","55°20' W","17°50' S","09",NA,NA,NA,NA,NA,NA,NA
"130","2019-02-15 11:46:32-02","IPA","IPA","52771","S","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Hatschbach, G.","43870","1980","11","25","Southern America","Brasil",NA,NA,"Subarbusto 50cm, flor alva.","IPA0052771","Paraná","Plantae",NA,"argenteum","(O. Berg) Landrum","Faria Junior, J.E.Q.","Jaguariaíva","Rio das Mortes, campo limpo.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2010",NA,NA,"11","30","44368","auto",NA,NA,NA,NA
"131","2019-02-15 11:46:32-02","IPA","IPA","52771","S","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Hatschbach, G.","43870","1980","11","25","Southern America","Brasil",NA,NA,"Subarbusto 50cm, flor alva.","IPA0052771","Paraná","Plantae",NA,"argenteum","(O. Berg) Landrum","Faria Junior, J.E.Q.","Jaguariaíva","Rio das Mortes, campo limpo.","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"2010",NA,NA,"11","30","44368","auto",NA,NA,NA,NA
"132","2019-08-27 13:31:37-03","IAP","PACA-AGP","118707","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Verdi, M.","1811","2009","03","16",NA,"Brasil",NA,NA,"furb13130&nf;fruto verde Habitat: ecotono floresta estacional decidual/floresta ombrófila mista; estagio médio e avançado; entorno da mata","PACA118707","SC","Magnoliophyta","Myrtales",NA,"Cambess.","Sobral, M.","Zortéa","fazenda tupitinga","-51.525","-27.540278","657","657",NA,NA,"2009","51º31'30w","27º32'25s","07","17",NA,NA,"Magnoliatae",NA,NA,NA
"133","2019-08-27 13:31:37-03","IAP","PACA-AGP","58614","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Camargo, O. R.","19","1956","01","10",NA,"Brasil",NA,NA,"Habitat: in campestribus siccis Fenofase: fruto maturo","PACA058614","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,"1957",NA,NA,"05","06","37819","auto","Magnoliatae",NA,NA,NA
"134","2019-08-27 13:31:37-03","IAP","PACA-AGP","9985","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Rambo, B.",NA,"1942","01","30",NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: estéril","PACA009985","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Tupanciretã","Ijuisinho, Usina","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"1954",NA,NA,"09","01","59498","auto","Magnoliatae",NA,NA,NA
"135","2019-08-27 13:31:37-03","IAP","PACA-AGP","9905","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Rambo, B.",NA,"1942","01","29",NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto submaturo","PACA009905","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Tupanciretã","Jari, Chác. Dr. Fernandes","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"1954",NA,NA,"09","01","59498","auto","Magnoliatae",NA,NA,NA
"136","2019-08-27 13:31:37-03","IAP","PACA-AGP","35116","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Rambo, B.",NA,"1947","01","14",NA,"Brasil",NA,NA,"SEM MATERIAL. Habitat: in campestribus dumetosis Fenofase: flor nondum aperto","PACA035116","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"1954",NA,NA,"09","01","63451","auto","Magnoliatae",NA,NA,NA
"137","2019-08-27 13:31:37-03","IAP","PACA-AGP","36892","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Hatschbach, G.","581","1947","01","09",NA,"Brasil",NA,NA,"50cm de altura e flor branca. Habitat: in campestribus dumetosis Fenofase: flor","PACA036892","PR","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Castro","Estrada do Cerne, Km 116-117, Campos de Castro","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"1954",NA,NA,"09","01","50779","auto","Magnoliatae",NA,NA,NA
"138","2019-08-27 13:31:37-03","IAP","PACA-AGP","28424","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Rambo, B.",NA,"1945","03",NA,NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto semievoluto","PACA028424","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Nonoai","ad flumen Uruguay","-52.7714004516602","-27.3617000579834",NA,NA,NA,NA,"1954",NA,NA,"09","01","35080","auto","Magnoliatae",NA,NA,NA
"139","2019-08-27 13:31:37-03","IAP","PACA-AGP","53055","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Rambo, B.",NA,"1952","11","17",NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA053055","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Santo Ângelo",NA,"-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,"1954",NA,NA,"09","01","25915","auto","Magnoliatae",NA,NA,NA
"140","2019-08-27 13:31:37-03","IAP","PACA-AGP","9356","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Rambo, B.",NA,"1942","01","26",NA,"Brasil",NA,NA,"SEM MATERIAL. Habitat: in campestribus dumetosis Fenofase: fruto semievoluto","PACA009356","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Tupanciretã","Jari","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"1954",NA,NA,"09","01","59498","auto","Magnoliatae",NA,NA,NA
"141","2019-08-27 13:31:37-03","IAP","PACA-AGP","9632","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Rambo, B.",NA,"1942","01","28",NA,"Brasil",NA,NA,"Habitat: in campestribus dumetosis Fenofase: estéril","PACA009632","RS","Magnoliophyta","Myrtales",NA,"Cambess.","Emrich-Rambo","Tupanciretã","v. flumen Ivaí","-53.8358001708984","-29.0806007385254",NA,NA,NA,NA,"1954",NA,NA,"09","01","59498","auto","Magnoliatae",NA,NA,NA
"142","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005394","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Gottsberger","22R-81071","1971","10","8",NA,"Brazil",NA,NA,NA,NA,"Sao Paulo","Magnoliophyta","Myrtales","argenteum","Landrum","L.R. Landrum, 2004.",NA,"18km north, 14km East of Sao Manuel. Along the Sao Manuel-Piracicaba. Near ex-railway station 'Treze de Maio'","-48.4167","-22.75","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2019-01-21 15:26:38-02","ASU","ASU-PLANTS","ASU0298596","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Elsa Matilde Zardini; Ramón Britez","52826","1999","12","13",NA,"Paraguay",NA,NA,"Shrub 1 m. Fruit green. Collecting area: around two hectares.",NA,"Caazapa","Magnoliophyta","Myrtales","australe",NA,NA,NA,"Estancia Tapytá of Shell Forestry Ltd. Cerrado scrub on road to Tayá-i creek.","-55.765","-26.250278","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005170","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Landrum 8868.5","8868","1995","11","20",NA,"Paraguay",NA,NA,"ca. 1 m",NA,"Canindeyu","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Ygatimi', Reserva Ita Poty (ca. 24*10'S, 55*40'W)","-55.6667","-24.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005408","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Zardini et al.","9027","1988","12","21",NA,"Paraguay",NA,NA,NA,NA,"Paraguari","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Parque Nacional Ybycui, NE corner of park on Arroyo Corrientes near Salto Mbocaruzu (26*03'S,56*50'W","-56.8333","-26.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005414","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","L. R. Landrum","8791","1995","11","8",NA,"Paraguay",NA,NA,"small shrub",NA,"Misiones","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"San Juan Bautista, ca. 8.5 km along road to Pilar (26*50'S, 57*20'W)","-57.214732","-26.686107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005194","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Landrum & Basualdo","8867","1995","11","20",NA,"Paraguay",NA,NA,"Treelet ca. 1m high in open.",NA,"Canindeyu","Magnoliophyta","Myrtales","australe","Cambess.",NA,"Ygatimi","No specific.","-55.6667","-24.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005416","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Gillespie","3000","1990","1","17",NA,"Guyana",NA,NA,"savanna;10-50 cm high",NA,NA,"Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"upper Demerara-Berbice region, ca. 27 km from Ituni along Ituni-Kwakwani road (5*22'N, 58*7'W)","-58.1167","5.36667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-05-16 15:14:00-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe guineense","L. R. Landrum; S. Landrum","8820","1995","11","9",NA,"Paraguay",NA,NA,NA,NA,"ITAPUA","Magnoliophyta","Myrtales","guineense",NA,"L. R. Landrum",NA,"Capt. Miranda, road to Jesus ca. 0.6 km from main highway from Asuncion to Encarnacion.","-55.75","-27.2","185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005199","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Vanni","973","1987","8","1",NA,"Argentina",NA,NA,NA,NA,"Misiones","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Caiguas, ruta 8, 1 km S de Campo Grande, camino a Alba Posse.","-54.98","-27.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005200","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","A. Schinini; Vanni","26054",NA,NA,NA,NA,"Paraguay",NA,NA,NA,NA,"Misiones","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Ea. La Soledad, 3 km S de Santiago (56*46'W, 27*10'S)","-56.7667","-27.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005172","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","L. R. Landrum","8798","1995","11","9",NA,"Paraguay",NA,NA,"shrub ca. 0.5 m",NA,"Itapua","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Capt. Miranda, 4.2 km N of entrance to Hotel Tirol near CONAVI project (27*12'S, 55*45'W)","-55.75973","-27.151881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005384","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Kinoshita","32201","1994","10","19",NA,"Brazil",NA,NA,NA,NA,"Sao Paulo","Magnoliophyta","Myrtales","argenteum","Landrum",NA,"Itirapina","Itirapina, Cerrado do Valerio","-47.8167","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005167","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Hatschbach","55798","1991","11","6",NA,"Brazil",NA,NA,NA,NA,"Minas Gerais","Magnoliophyta","Myrtales","australe","Cambess.",NA,"Uberlandia","Arredores","-48.3","-18.9167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0059729","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","N. Buttura","1004","1987","11","11",NA,"Paraguay",NA,NA,"Subarbusto.",NA,"Alto Parana","Magnoliophyta","Myrtales","australe",NA,"L. R. Landrum",NA,"Tati Jupy, Hernandarias.","-54.632605","-25.42292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005195","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Kawasaki","935","1995","12","5",NA,"Brazil",NA,NA,NA,NA,"Parana","Magnoliophyta","Myrtales","australe","Cambess.",NA,"Rio Branco do Sul","Rio Branco do Sul, Quebrada Fundo","-49.3","-25.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005397","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Chiea","480",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,"Minas Gerais","Magnoliophyta","Myrtales","argenteum","Landrum",NA,NA,"Serrinha.","-46","-19.416667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005393","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Kummrow","1786","1982","2","17",NA,"Brazil",NA,NA,NA,NA,"Sao Paulo","Magnoliophyta","Myrtales","argenteum","Landrum",NA,NA,"Rio Verde (mun. Itaberaba).","-49.135801","-23.855956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005166","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","G. Hatschbach","25899",NA,NA,NA,NA,"Brazil",NA,NA,"Subarbusto, 40 cm, flor alva. Campo graminoso.",NA,"Parana","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum",NA,"Faxinal do Tanque (Mun. Ipiranga)","-50.59011","-25.021598",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005379","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","L. R. Landrum; S. Landrum","8825","1995","11","10",NA,"Paraguay",NA,NA,"Subshrub along fence line.",NA,"Misiones","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum",NA,"Highway between Asuncion and Encarnacion. Km A218, E147.","-56.828345","-26.959398","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005396","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Viegas","7967","1945","12","9",NA,"Brazil",NA,NA,NA,NA,"Sao Paulo","Magnoliophyta","Myrtales","argenteum","Landrum",NA,"Mogi-Mirim","Mogi-Mirim","-46.95","-22.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005406","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","V. C. Souza; J. P. Souza","9634","1995","12","19",NA,"Brazil",NA,NA,"Arbusto, ca 1 m alt.; frutos imaturos verdes",NA,"Sao Paulo","Magnoliophyta","Myrtales","australe","Cambess.","L. R. Landrum, 2005",NA,"Municipio de Aguas de Santa Barbara. Ca 11 km da cidade em direcao a Lencois, proximo a entrada da Reserva do Instituto Florestal.","-49.239062","-22.88119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005171","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Zardini & Velazquez","26407","1991","2","9",NA,"Paraguay",NA,NA,NA,NA,"Paraguari","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"National Park Ybycu'i', Ayroyo Corrientes (26*00'S, 56*46'W)","-56.7667","-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005415","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","L. R. Landrum","5741","1987","12","11",NA,"Argentina",NA,NA,NA,NA,"Misiones","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Candelaria, 3 km S of Arroyo Yabebiry, 4 km S of San Ignacio on ruta 12.","-55.5833","-27.26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0069700","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe guineense","L. R. Landrum; S. Landrum","8820","1995","11","9",NA,"Paraguay",NA,NA,"hybrid with P. australe?; Shrub ca. 0.5 m high.",NA,"Itapua","Magnoliophyta","Myrtales","guineense",NA,NA,NA,"Capt. Miranda, road to Jesus ca. 0.6 km from main highway.","-55.75","-27.2","185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060394","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe","Elsa Matilde Zardini; Tulio Tilleria","39026","1994",NA,"17",NA,"Paraguay",NA,NA,"Shrub 80 cm; fruit brown.",NA,NA,"Magnoliophyta","Myrtales",NA,"Cambess.",NA,NA,"Concepcion. Between Paso Horqueta and Loreto. 6 km N of Loreto.","-57.183333","-23.216667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005409","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Oliveira","359","1982","2","12",NA,"Brazil",NA,NA,NA,NA,"Parana","Magnoliophyta","Myrtales","australe","Cambess.",NA,"Palmeira","Mun. Palmeira, Rio Tibagi","-50.4","-24.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005411","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","L. R. Landrum","8859","1995","11","19",NA,"Paraguay",NA,NA,NA,NA,"Canindeyu","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Ygatimi, Reserva Natural del Bosque Mbaracayu (ca. 24*10'S, 55*40'W), Nandurocai","-55.6667","-24.1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005410","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","L. R. Landrum","8816","1995","11","9",NA,"Paraguay",NA,NA,NA,NA,"Itapua","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Capt. Miranda, road to Jesus ca. 0.6 km from main highway (ca. 27*12'S, 55*45'W)","-55.75","-27.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005198","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe argenteum","Silva & Cordeiro","736","1989","11","24",NA,"Brazil",NA,NA,"arbusto 1 m;",NA,"Parana","Magnoliophyta","Myrtales","argenteum","Landrum","L. R. Landrum","Ponta Grossa","Buraco do Padre. Mun. Ponta Grossa","-50.15","-25.0833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005418","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","Souza et al.","7135","1994","11","13",NA,"Brazil",NA,NA,NA,NA,"Sao Paulo","Magnoliophyta","Myrtales","australe",NA,"L. R. Landrum",NA,"Itarare, estrada para Itarare-Bonsucesso, Fazenda Ibiti (Ripasa)","-46.820441","-23.789069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0005420","PreservedSpecimen","Plantae","Myrtaceae","Psidium","australe","Psidium australe australe","V. C. Souza; J.P. Souza, V.R. Scalon, A. Astorino","10752","1996","1","2",NA,"Brazil",NA,NA,"Arbusto, ca 1,3m alt; frutos imaturos verdes",NA,"Sao Paulo","Magnoliophyta","Myrtales","australe","Cambess.",NA,NA,"Municipio de Angatuba. Estrada para Ititinga, ca 29 km de Angatuba.","-48.5264","-23.3133","610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
