"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","relatedCatalogItem","coordinatePrecision","individualCount","geoFlag","previousCatalogNumber","fieldNumber","sex"
"11","2021-04-08 17:38:17-03","EAO","IAN","XILO4830X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff, BA","6649",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO4830X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-08 17:38:17-03","EAO","IAN","XILO4831X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff, BA","6391",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO4831X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-08 17:38:17-03","EAO","IAN","XILO4831X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff, BA","6391",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO4831X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-08 17:38:17-03","EAO","IAN","XILO4832X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff, BA","6357",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO4832X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:38:17-03","EAO","IAN","XILO4832X","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff, BA","6357",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IANXILO4832X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 09:47:36-03","NBC","NL-BOTANY","L.1059867","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas",NA,"Brazilian Amazonia. Basin of Madeira. State of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1059867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1059867","NL-L1059867",NA,"Magnoliopsidae","U 0051885 | Uw 7660",NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:47:36-03","NBC","NL-BOTANY","L.1059868","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas",NA,"Brazilian Amazonia. Basin of Madeira. State of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1059868 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1059868","NL-L1059868",NA,"Magnoliopsidae","Uw7660",NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:47:36-03","NBC","NL-BOTANY","U 0051886","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas",NA,"Brazilian Amazonia. Basin of Madeira. State of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200051886 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0051886",NA,NA,"Magnoliopsidae","Uw 7660",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U 0075978","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,NA,NA,NA,"Southern America","Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075978",NA,NA,"Magnoliopsidae","Uw7846",NA,NA,NA,NA,NA,NA
"20","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U 0075979","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,NA,NA,NA,"Southern America","Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075979",NA,NA,"Magnoliopsidae","Uw7808",NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U 0075980","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,NA,NA,NA,"Southern America","Brazil","Amazonas",NA,"Basin of Rio Madeira Humaytá",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075980",NA,NA,"Magnoliopsidae","Uw7780",NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U 0075981","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,NA,NA,NA,"Southern America","Brazil","Amazonas",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075981",NA,NA,"Magnoliopsidae","Uw7742",NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U 0075982","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,NA,NA,NA,"Southern America","Brazil","Amazonas",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075982",NA,NA,"Magnoliopsidae","Uw7686",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U 0075983","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas",NA,"Brazilian Amazonia. Basin of Madeira. State of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200075983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0075983",NA,NA,"Magnoliopsidae","Uw7660",NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:47:41-03","NBC","NL-BOTANY","U.1260961","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas",NA,"Brazilian Amazonia. Basin of Madeira. State of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1260961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1260961","NL-U1260961",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 09:47:47-03","NBC","NL-BOTANY","U 0001874","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Conceveiba","prealta","Conceveiba prealta","(Croizat) Punt ex J.Murillo","isotype","Krukoff BA",NA,"1934","09","14","Southern America","Brazil","Amazonas",NA,"Basin of Rio MadeiraState of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,"On low terra firma.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200001874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0001874",NA,"Murillo Aldana JC","Magnoliopsidae","21640 A",NA,NA,NA,NA,NA,NA
"27","2020-02-08 09:47:47-03","NBC","NL-BOTANY","U.1256196","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Conceveiba","prealta","Conceveiba prealta","(Croizat) Punt ex J.Murillo",NA,"Krukoff BA",NA,"1934","10","12","Southern America","Brazil",NA,NA,"Basin of Rio Madeira. State of Amazonas: Municipality Humayta, near Livramento, on Rio Livramento.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256196","NL-U1256196",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 09:47:47-03","NBC","NL-BOTANY","U.1256197","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Conceveiba","prealta","Conceveiba prealta","(Croizat) Punt ex J.Murillo",NA,"Krukoff BA",NA,"1934","10","12","Southern America","Brazil",NA,NA,"Basin of Rio Madeira. State of Amazons: Municipality Humayta, near Livramento, on Rio Livramento.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256197","NL-U1256197",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 09:47:47-03","NBC","NL-BOTANY","U.1256198","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Conceveiba","prealta","Conceveiba prealta","(Croizat) Punt ex J.Murillo",NA,"Krukoff BA",NA,"1934","09","14","Southern America","Brazil",NA,NA,"Basin of Rio Madeira. State of Amazonas: Municipality Humayta, near Tres Casas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1256198 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1256198","NL-U1256198",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"30","2009-10-30 07:48:00-02","MO","MOBOT","1079895","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Conceveiba","prealta","Conceveiba prealta","(Croizat) Punt ex Anonymous",NA,"Boris A. Krukoff","Krukoff 6357","1934","9","14","South America","Brazil","Amazonas",NA,"Basin of Rio Madeira. Municipality Humayta, near Tres Casas. On low terra firme.",NA,NA,NA,NA,NA,NA,"J. Murilo (COL)",NA,NA,NA,NA,NA,NA,NA,NA
"31","2009-10-30 07:48:00-02","MO","MOBOT","1079896","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Conceveiba","prealta","Conceveiba prealta","(Croizat) Punt ex Anonymous",NA,"Boris A. Krukoff","Krukoff 6649","1934","10","12","South America","Brazil","Amazonas",NA,"Municipality Humayta, near Livramento, on Rio Livramento. On terra firme.",NA,NA,NA,NA,NA,NA,"J. Murilo (COL)",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","USw7846","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6649",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Humaitá",NA,"-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"202650","1","auto",NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","USw7686","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6391",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Humaitá",NA,"-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"202650","1","auto",NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","USw7660","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6357",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Humaitá",NA,"-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"202650","1","auto",NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","USw7742","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6458",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Humaitá",NA,"-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"202650","1","auto",NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","USw7780","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6570",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","USw7808","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6602",NA,NA,NA,"South America - Neotropics","Brazil","Amazonas","Humaitá",NA,"-63.0208015441895","-7.50611019134521",NA,NA,NA,NA,NA,"Dicotyledonae",NA,"202650","1","auto",NA,NA,NA
"38","2019-07-09 13:26:15-03","F","FMNH-SEEDPLANTS","V0193715F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6649","1934","10","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0193715F","V0193715F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"39","2019-09-04 20:04:28-03","F","FMNH-SEEDPLANTS","V0055991F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,"Isotype","B. A. Krukoff","6458","1934","9",NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0055991F","V0055991F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"40","2019-07-09 13:27:15-03","F","FMNH-SEEDPLANTS","V0193716F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6649","1934",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0193716F","V0193716F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"41","2019-07-09 13:27:15-03","F","FMNH-SEEDPLANTS","V0193717F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6602","1934","10","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0193717F","V0193717F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"42","2019-07-09 13:27:45-03","F","FMNH-SEEDPLANTS","V0193718F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6357","1934","9","14","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0193718F","V0193718F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"43","2019-07-09 13:22:48-03","F","FMNH-SEEDPLANTS","V0193719F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum",NA,NA,"B. A. Krukoff","6391","1934","9","14","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0193719F","V0193719F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"44","2016-08-23 10:59:12-03","NHMLondon","NHM-LONDON-BOT","BM000802990","S","Plantae",NA,NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat","Isotype","Boris Alexander Krukoff; b.1898; d.1983; Krukoff","6458","1934","09","14",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/272426b05150906669921d283dd15fdbe7c3e1f7/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4992218",NA,NA
"45","2010-08-16 16:38:35-03","A","HU-HERB","A 00045960","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Cleidion","prealtum","Cleidion prealtum","Croizat","Holotype","B. A. Krukoff","6458","1934","10",NA,"South America","Brazil","Amazonas",NA,"Municipality Humayta, near Tres Casas. Basin of Rio Madeira.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6458","undetermined"
