"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","stateProvince","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","previousCatalogNumber","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"13","2021-03-15 16:37:00-03","NY","NYBG","669174","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"L. B. Smith","10824","1957","02","05","Brazil","Pôrto Uniao","S. of Pôrto Uniao 21km.","-51.0781","-26.2383",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669174","NY00669174_01","Santa Catarina","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","669182","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"G. G. Hatschbach","23265","1969","12","16","Brazil","Sao Mateus do Sul","Vargem Grande.","-50.3828","-25.8744",NA,NA,"780","780","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669182","NY00669182_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","669187","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"T. Capriglioni","1657","1966","11","18","Brazil","Curitiba","Bairro Sao Nicolau.","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103995' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669187","NY00669187_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","669191","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"A. Gevieski","50","1953","11","27","Brazil","Ibirama","Hôrto Florestal, I.N.P.","-49.5178","-27.0569",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669191","NY00669191_01","Santa Catarina","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00809616","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","39310","1999","10","07","Brazil","Doutor Ulysses","Sete Quedas","-49.4194","-24.5683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828352' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809616","NY00809616_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","669172","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"H. de F. Leitão Filho","13119","1981","11","07","Brazil","Jundiaí","Na Serra do Japi.","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669172","NY00669172_01","São Paulo","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","669195","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"L. Riedel","s.n.","1835","10",NA,"Brazil",NA,"Corcovado.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669195","NY00669195_01",NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","687503","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"S. A. C. Chiea","101","1980","06","30","Brazil","Sao Paulo","Reserva Biológica, Parque Estadual das Fontes do Ipiranga","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687503","NY00687503_01","São Paulo","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","669189","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"G. Davidse","11077","1976","03","10","Brazil",NA,"Ca. 8km SW of Fuck along Highway BR-116 to Lajes.",NA,NA,NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103993' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669189","NY00669189_01","Santa Catarina","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","669186","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"J. Fontella Pereira","110","1961","11","08","Brazil","Caraguatatuba","No alto da Serra de Caraguatatuba, à 7km do limite do Mun. de Paraibuna e à 13km do Rio Santo Antonio.","-45.4097","-23.6203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104016' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669186","NY00669186_01","São Paulo","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","669185","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"N. A. Rosa","3770","1980","11","16","Brazil",NA,"Reserva do Instituto de Botânica de São Paulo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669185","NY00669185_01","São Paulo","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","669176","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"J. C. Lindeman","2861","1966","11","06","Brazil",NA,"Rocada near Rio Iguaçu, S. of Campo Novo.",NA,NA,NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669176","NY00669176_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","669192","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"R. Reitz","5692","1957","11","25","Brazil","Ibirama","Hôrto Florestal, I.N.P.","-49.5178","-27.0569",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104001' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669192","NY00669192_01","Santa Catarina","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","669197","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"P. K. H. Dusén","7284","1908","11","27","Brazil",NA,"Capao Grande.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669197","NY00669197_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","669171","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"H. de F. Leitão Filho","13119","1981","11","07","Brazil","Jundiaí","Na Serra do Japi.","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104010' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669171","NY00669171_01","São Paulo","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","669198","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"P. K. H. Dusén","7630","1909","02","04","Brazil",NA,"Capao Grande.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669198","NY00669198_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","669199","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"A. Schinini","27276","1990","10","13","Paraguay",NA,"4-5km NE de Hernandarias. Reserva Biológica Tati Yupi.","-54.58","-24.37",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669199",NA,"Alto Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","669188","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"E. Lleras","2019","1985","04","27","Brazil","Presidente Nereu","Km 1.5 da estrada para Sabia.","-49.47","-27.23",NA,NA,"710","710","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669188","NY00669188_01","Santa Catarina","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","669175","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"J. Cordeiro","1133","1993","12","08","Brazil","Curitiba","Parque Náutico.","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669175","NY00669175_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","669193","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"R. Reitz","8038","1958","12","16","Brazil","Lauro Muller","Novo Horizonte.","-49.483071","-28.387264",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669193","NY00669193_01","Santa Catarina","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","669179","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"G. G. Hatschbach","20821","1969","01","17","Brazil","Morretes","Rod. BR-277, Estr. Arraial.","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669179","NY00669179_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","669196","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"L. Riedel","s.n.","1823","01",NA,"Brazil",NA,"Serra Estr.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669196","NY00669196_01",NA,"Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","669183","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"G. G. Hatschbach","13204","1965","11","30","Brazil","Antonina","Rio Cotia.","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104000' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669183","NY00669183_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","669184","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"G. G. Hatschbach","68666","1998","11","15","Brazil","Sao Mateus do Sul","Vargem Grande.","-50.3828","-25.8744",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669184","NY00669184_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","687504","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"F. de Barros","596","1980","12","17","Brazil","Sao Paulo","Reserva Biológica do Parque Estadual das Fontes do Ipiranga.","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687504","NY00687504_01","São Paulo","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","669181","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"G. G. Hatschbach","31001","1972","12","19","Brazil","Campina Grande do Sul","Figueira, rio Capivari.","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104007' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669181","NY00669181_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","669178","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","J. R. Stehmann",NA,NA,NA,"E. M. Francisco","s.n.","1998","10","07","Brazil","Bela Vista do Paraíso","Fazenda Horizonte - Beira do Rio Bonitao.","-51.1906","-22.9969",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=103988' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669178","NY00669178_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00809618","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"K. B. Strier","1296","1983","11","13","Brazil",NA,"Caratinga, Estacao Biologica de Caratinga.","-41.83","-19.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809618","NY00809618_01","Minas Gerais","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","669177","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs",NA,NA,NA,NA,"L. R. Landrum","2865","1977","12","13","Brazil","Morretes","Via Graciosa, Grota Funda. On the Atlantic facing slope of Serra do Mar.","-48.83","-25.33",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=104009' target='other'> <mi>dwc_moreinfo</mi></a>","NY00669177","NY00669177_01","Paraná","Magnoliophyta","Solanales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","33685","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Campos, R.P.; Moura, T.M.","2019","04",NA,"Pontarolo, E.","61","2018","12","11","Brasil","Turvo","Estação Ecológica Municipal Rio Bonito",NA,NA,"9999","9999",NA,NA,NA,"BOTU033685",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","26680","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Sthemann, J.R.","2000",NA,NA,"Francisco, E.M.",NA,"1998","10","07","Brasil","Bela Vista do Paraíso",NA,NA,NA,"9999","9999",NA,NA,"botões florais e flore vinho","BOTU026680",NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-13 09:21:01-03","UFRJ","RFA","14444","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","fragrans","Cyphomandra fragrans","(Hook.) Sendtn.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach","31001","1972","12","19","Brasil","Campina Grande do Sul","Figueira, rio Capivari","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto 1,7 m, flor violeta","RFA49118",NA,"Paraná",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-13 09:21:01-03","UFRJ","RFA","9599","PreservedSpecimen","Plantae","Solanaceae","Cyphomandra","fragrans","Cyphomandra fragrans","(Hook.) Sendtn.","G.G. Hatschbach",NA,NA,NA,"G.G. Hatschbach; J. Fontella (388)","20821","1969","01","17","Brasil","Morretes","Rod. BR 277, Estr. Arraial","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto 2 m altura, flor amarelo-ocre, estames lilases, botão lilás","RFA49112",NA,"Paraná",NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-24 17:11:06-03","UTFPR","DVPR","2694","PreservedSpecimen","Plantae","Solanaceae","Solanum","diploconos","Solanum diploconos","(Mart.) Bohs","Knapp, S","1998","07","17","Hirashima, W; et al.","s.n.","1989","10","18","Brasil","Cambé","Jardim Ana Elisa, Reserva Municipal de Cambé","-51.2783012390137","-23.2758007049561",NA,NA,NA,NA,"Arbusto escandente, flores roxas com estigma verde.; Interior da mata.","DVPR002694",NA,"Paraná","Magnoliophyta",NA,NA,NA,"29438","auto",NA,NA,NA,NA,NA,NA,NA
