"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","typeStatus","continentOcean","preparationType","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","00897436","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","J. R. Pirani","J. R. Pirani","CFCR11715","1988","01","08","Brazil","Minas Gerais","Datas","Rodovia Datas - Serro. Morro do Coco.","-43.68","-18.43",NA,NA,"1300","1330","NY00897436","NY00897436_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977400' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01096170","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","M. R. F. Melo","M. R. F. Melo","974","1990","12","06","Brazil","São Paulo","Cananéia","Ilha do Cardoso.","-47.992538","-25.197304",NA,NA,NA,NA,"NY01096170","NY01096170_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233556' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00897441","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","S. Handel","H. S. Irwin","18092","1966","07","07","Brazil","Distrito Federal","Brasília","Rio Torto, ca. 10 km. N. of Brasília.","-47.9294","-15.7797",NA,NA,"1000","1000","NY00897441","NY00897441_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977428' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00897446","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","J. A. Kallunki","H. S. Irwin","19250","1968","01","26","Brazil","Goiás","Cocalzinho de Goiás","20 km N.W. of Corumbá de Goiás, near Pico dos Pirineus. Serra dos Pirineus.","-48.95","-15.88",NA,NA,"1250","1250","NY00897446","NY00897446_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977441' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00897425","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","S. Handel","H. S. Irwin","12084","1966","01","28","Brazil","Distrito Federal","Brasília","Ca. 25 km E. of Brasília","-47.68338","-15.7833",NA,NA,"900","900","NY00897425","NY00897425_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977354' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00897440","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","G. T. Prance","G. T. Prance","59697","1964","10","27","Brazil","Goiás","Caiapônia","Serra do Caiapó. 42 km south of Caiponia. Rio Claro.","-51.8103","-16.9569",NA,NA,NA,NA,"NY00897440","NY00897440_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977425' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00897432","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"E. P. Heringer","751","1978","09","05","Brazil","Goiás","Luziânia",NA,"-47.9503","-16.2528",NA,NA,NA,NA,"NY00897432","NY00897432_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977378' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00897426","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","S. Handel","H. S. Irwin","18092","1966","07","07","Brazil","Distrito Federal","Brasília","Rio Torto, ca. 10 km. N. of Brasília.","-47.9294","-15.7797",NA,NA,"1000","1000","NY00897426","NY00897426_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977355' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00897435","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"J. A. Ratter","R3702","1976","10","07","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower","-47.9294","-15.7797",NA,NA,NA,NA,"NY00897435","NY00897435_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977390' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00897445","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. Callejas Posada","M. Macedo","1547","1980","06","08","Brazil","Mato Grosso do Sul",NA,"Cabeceira Grande, Bandeirante, Campo Grande.",NA,NA,NA,NA,NA,NA,"NY00897445","NY00897445_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977437' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00897447","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","S. Handel","H. S. Irwin","22808","1969","01","29","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km N.E. of Diamantina, on road to Mendanha","-43.61915","-18.1843",NA,NA,"1300","1300","NY00897447","NY00897447_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977443' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","413245","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","L. B. Smith","R. Reitz","3605","1948","12","01","Brazil","Santa Catarina","Brusque","Brusque","-48.9172","-27.0983",NA,NA,"40","40","NY00413245","NY00413245_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735344' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00897434","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","P. C. Standley","Y. E. J. Mexia","5199","1930","10","21","Brazil","Minas Gerais","Viçosa","Road to São Miguel, at km. 5, in cleared valley.","-42.8817","-20.7542",NA,NA,"690","690","NY00897434","NY00897434_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977384' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01081556","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. de Mello-Silva","R. de Mello-Silva","20","1987","08","13","Brazil","São Paulo","Diadema","Parque Estadual das Fontes do Ipirange - Vila Facchini.","-46.636125","-23.657066",NA,NA,NA,NA,"NY01081556","NY01081556_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237909' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","413246","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. Reitz","R. Reitz","2365","1956","01","10","Brazil","Santa Catarina","Itajaí","Luis Alves, Itajaí","-48.6617","-26.9081",NA,NA,"200","200","NY00413246","NY00413246_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735339' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","413250","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. Reitz","R. M. Klein","38","1949","11","25","Brazil","Santa Catarina","Brusque","Mata do Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"50","50","NY00413250","NY00413250_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735338' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00897430","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","G. T. Prance","G. T. Prance","58998","1964","09","12","Brazil","Distrito Federal","Brasília","Road Brasília to Taguatinga","-47.9294","-15.7797",NA,NA,NA,NA,"NY00897430","NY00897430_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977371' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","413249","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. Reitz","R. Reitz","8929","1959","07","13","Brazil","Santa Catarina","Jacinto Machado","Sanga da Areia, Jacinto Machado","-49.766476","-29.084523",NA,NA,"250","250","NY00413249","NY00413249_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735340' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","413247","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","P. K. H. Dusén","P. K. H. Dusén","10386","1910","11","01","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"NY00413247","NY00413247_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735335' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","413252","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","J. A. Kallunki","I. L. do Amaral","1197","1983","05","07","Brazil","Pará","Itaituba","Estrada Santarém-Cuiabá, BR 163, entre os km 877 a 876, Serra do Cachimbo, margem esquerda do rio Curuá próximo a uma campina","-54.92","-8.75",NA,NA,NA,NA,"NY00413252","NY00413252_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","see fruit collection <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735343' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00897428","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","S. Handel","H. S. Irwin","22808","1969","01","29","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km N.E. of Diamantina, on road to Mendanha","-43.61915","-18.1843",NA,NA,"1300","1300","NY00897428","NY00897428_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977362' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00897444","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","S. Handel","H. S. Irwin","12084","1966","01","28","Brazil","Distrito Federal","Brasília","Ca. 25 km E. of Brasília","-47.68338","-15.7833",NA,NA,"900","900","NY00897444","NY00897444_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977433' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00897442","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"J. A. Ratter","R3702","1976","10","07","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower","-47.9294","-15.7797",NA,NA,NA,NA,"NY00897442","NY00897442_01 NY00897442_02","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977429' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00897438","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. Callejas Posada","M. Macedo","1547","1980","06","08","Brazil","Mato Grosso do Sul",NA,"Cabeceira Grande, Bandeirante, Campo Grande.",NA,NA,NA,NA,NA,NA,"NY00897438","NY00897438_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977411' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00413251","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","D. C. Zappi","R. M. Harley","25459","1988","10","30","Brazil","Minas Gerais","Diamantina","3 km da estrada Diamantina-Belo Horizonte na estrada para Conselheiro Mata","-43.72","-18.25",NA,NA,"1300","1300","NY00413251","NY00413251_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735337' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00897423","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","J. A. Kallunki","W. R. Anderson","36210","1972","02","18","Brazil","Minas Gerais",NA,"Serra do Espinhaço; Serra do Cipo","-43.566908","-19.391522",NA,NA,"1225","1225","NY00897423","NY00897423_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977351' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00897427","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","J. A. Kallunki","H. S. Irwin","19250","1968","01","26","Brazil","Goiás","Cocalzinho de Goiás","20 km N.W. of Corumbá de Goiás, near Pico dos Pirineus. Serra dos Pirineus.","-48.95","-15.88",NA,NA,"1250","1250","NY00897427","NY00897427_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977359' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00932646","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.",NA,"R. de Mello-Silva","2168","2003","10","15","Brazil","Minas Gerais","Santos Dumont","Posses. Sítio Araça. Nascentes do córrego Araça","-43.6572","-21.4675",NA,NA,"1000","1000","NY00932646","NY00932646_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1006624' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00897429","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","G. T. Prance","G. T. Prance","58998","1964","09","12","Brazil","Distrito Federal","Brasília","Road Brasília to Taguatinga","-47.9294","-15.7797",NA,NA,NA,NA,"NY00897429","NY00897429_01","Magnoliophyta","Magnoliales",NA,"South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977367' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01023464","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","G. T. Prance","G. T. Prance","59697","1964","10","27","Brazil","Goiás","Caiapônia","Serra do Caiapó. 42 km south of Caiponia. Rio Claro.","-51.8103","-16.9569",NA,NA,NA,NA,"NY01023464","NY01023464_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193663' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","413255","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. Reitz","R. Reitz","8929","1959","07","13","Brazil","Santa Catarina","Jacinto Machado","Sanga da Areia, Jacinto Machado","-49.766476","-29.084523",NA,NA,"250","250","NY00413255","NY00413255_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735342' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","413254","PreservedSpecimen","Plantae","Magnoliaceae","Talauma","ovata","Talauma ovata","A.St.-Hil.","R. Reitz","R. Reitz","8929","1959","07","13","Brazil","Santa Catarina","Jacinto Machado","Sanga da Areia, Jacinto Machado","-49.766476","-29.084523",NA,NA,"250","250","NY00413254","NY00413254_01","Magnoliophyta","Magnoliales",NA,"South America","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=735341' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-01-28 13:11:22-03","MCN-PUC-MINAS","HPUC-MG","CARP420","S","Plantae","Magnoliacea","Magnolia","ovata","Magnolia ovata",NA,NA,"Starling,M.F.V;Andrade,J;Otto Bel;Rezende, L.G; Pinheiro,G.",NA,NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Condomínio Aparados da Serra","-43.748056","-20.128611","43° 44' 53'' W","20° 07' 43''S","1132","1132",NA,NA,NA,NA,NA,NA,NA,"Tipo de Fruto: Múltiplo estrobiliforme - folículos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:30:00-03","UNESP-IBB","BOTU","213","PreservedSpecimen","Plantae","Magnoliaceae","Magnolia","ovata","Magnolia ovata","(A. St.-Hil.) Spreng.",NA,"Paschoal, M.E.S.","1293","1995","02","18","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"BOTU000213",NA,NA,NA,NA,NA,NA,"Árvore de 10 m de altura, caule rugoso e folhas cartáceas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
