"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","typeStatus","individualCount"
"15","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U 0286344","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.",NA,"Jansen-Jacobs MJ; et al.",NA,NA,NA,NA,"Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286344 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286344",NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw30582",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U 0286361","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.",NA,"Jansen-Jacobs MJ; Welle BJH ter; Feuillet CPGA; Hiepko PH; Skog LE; Thompso",NA,"1985","02","14","Southern America","Guyana","Upper Takutu-Upper Essequibo","Kanuku Mts., Puwib R. near 'the farm'of the Captain of Sandcreek","-59.433333","3.116667",NA,"shaded forest<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200286361 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0286361",NA,NA,NA,"Magnoliopsidae","-59.433333","3.116667","Uw30530",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422944","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.",NA,"Prance GT; Forero E; Pena BS; Ramos JF",NA,"1967","01","31","Southern America","Brazil",NA,"Brazilian amazonia Território do Roraima, Serrinha, Rio Mucajai.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422944 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422944","NL-U1422944",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422946","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.",NA,"Milliken W",NA,"1987","08","13","Southern America","Brazil",NA,"Roraima, Boulders on low hill, S of Cachoeira de Fumaca.","-61.766667","3.483333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422946","NL-U1422946",NA,NA,"Magnoliopsidae","-61.766667","3.483333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422951","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","Pennington TD","Clarke HD; Watson C; Williams (Guyana) R; Perry C; Clarke J; Hurtubise K",NA,"1997","09","20","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,"-58.666667","3.166667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422951","NL-U1422951",NA,NA,"Magnoliopsidae","-58.666667","3.166667","U 0048660",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422953","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","Pennington TD","Henkel TW",NA,"1993","10","12","Southern America","Guyana",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422953","NL-U1422953",NA,NA,"Magnoliopsidae",NA,NA,"U 0037764",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422955","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.",NA,"Jansen-Jacobs MJ; et al.",NA,"1985","02","20","Southern America","Guyana",NA,"Kanuku Mts., Rupununi R., Puwib R., near 'the farm' of the Captain of Sandcreek.","-59.433333","3.116667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422955 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422955","NL-U1422955",NA,NA,"Magnoliopsidae","-59.433333","3.116667","U 0212972",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422966","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","Pennington TD","Clarke HD; Williams (Guyana) R; Perry C",NA,"1999","09","04","Southern America","Guyana","Upper Takutu-Upper Essequibo","Guyana. Region: Upper Takutu - Upper Essequibo. Wassarai Mts., 0.5-1.0 km S of camp at base of highest peak.(3,700 ft.)","-59.233333","1.55",NA,"Dense forest on red sandy clay, with Ficus, Sloanea and Oenocarpus.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422966","NL-U1422966",NA,NA,"Magnoliopsidae","-59.233333","1.55","U 0119867",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422967","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","Pennington TD","Clarke HD; Williams (Guyana) R; Perry C",NA,"1999","08","31","Southern America","Guyana","Upper Takutu-Upper Essequibo","Guyana. Region: Upper Takutu - Upper Essequibo. Wassarai Mts., summit of unnamed peak, 8 km S of S. Kassikaityu R.","-59.233333","1.566667",NA,"Dense forest on reddish sandy clay, with Couratari, Pouteria and Inga.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422967","NL-U1422967",NA,NA,"Magnoliopsidae","-59.233333","1.566667","U 0119868",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422968","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","Pennington TD","Clarke HD",NA,"1997","05","18","Southern America","Guyana","Upper Takutu-Upper Essequibo",NA,"-59.083333","1.833333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422968","NL-U1422968",NA,NA,"Magnoliopsidae","-59.083333","1.833333","U 0060211",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422945","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","Jansen-Jacobs MJ","Jansen-Jacobs MJ",NA,"1999","09","26","Southern America","Guyana","Upper Essequibo Region",NA,"-58.666667","3.166667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422945 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422945","NL-U1422945",NA,NA,"Magnoliopsidae","-58.666667","3.166667","U 0067323",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:31:06-03","NBC","NL-BOTANY","U.1422964","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","Jansen-Jacobs MJ","Jansen-Jacobs MJ",NA,"1999","08","31","Southern America","Guyana","Upper Essequibo Region",NA,"-58.666667","3.166667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1422964 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1422964","NL-U1422964",NA,NA,"Magnoliopsidae","-58.666667","3.166667","U 0067321",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 10:56:11-03","ESALQ","ESA","137368","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C.DC.","D.A. Folli","D.A. Folli","6760.0","2011","01","12",NA,"Brasil","Espírito Santo","Mariane","-40.0722007751465","-19.3910999298096",NA,NA,"ESA137368",NA,NA,NA,NA,NA,NA,NA,"2011","01","12","Linhares","48094","auto",NA,NA
"28","2020-11-04 10:56:11-03","ESALQ","ESA","135373","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","D.A. Folli","D.A. Folli","5411.0","2006","11","28",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA135373",NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,"Linhares","48094","auto",NA,NA
"29","2020-11-04 10:56:11-03","ESALQ","ESA","135387","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","J.A. Pastore","D.A. Folli","2251.0","1994","03","14",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA135387",NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,"Linhares","48094","auto",NA,NA
"30","2014-09-25 12:32:34-03","FEMACT","MIRR","2281","S","Plantae",NA,NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis",NA,NA,"Milliken, W.","544","1987","08","13",NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação., Boulders on low hill S of Cachoeira de Fumaça.","-61.333333","3.366667",NA,"rambling woody vine on rocks. Buds and flowers pale green.",NA,NA,NA,NA,NA,"-61.333333","3.366667",NA,NA,NA,NA,"Alto Alegre",NA,NA,NA,NA
"31","2014-09-25 12:32:34-03","FEMACT","MIRR","1365","S","Plantae",NA,NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis",NA,NA,"Stannard, B.L.; Arrais, M.G.M.","781","1987","03","24",NA,"Brasil","Roraima","Ilha de Maracá, SEMA Estação., Mata da beira do igarapé do acampamento, solo arenoso.","-61.7","3.5",NA,"Arvoreta +- 5m, frutos marrom-esverdeado, folhas verde-claro.",NA,NA,NA,NA,NA,"-61.7","3.5",NA,NA,NA,NA,"Alto Alegre",NA,NA,NA,NA
"32","2020-05-30 04:37:00-03","MO","MOBOT","101078943","PreservedSpecimen","Plantae",NA,NA,"Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.",NA,"Ernst Üle","Üle 8186",NA,NA,NA,"South America","Brazil","Roraima","Serra do Mel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lectotype","1"
"33","2021-02-25 10:13:19-03","CVRD","CVRD","13317","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","aff. surumuensis","Trichilia aff. surumuensis","C.DC.","Domingos A. Folli","Folli, D.A.","6760","2011","01","12","América do Sul","BRASIL","ES",NA,"-39.917754","-19.120565",NA,"<ll>dwc_commonname:</ll> Catuá preto","CVRD013317",NA,"40","40","Magnoliopsida","-39,917754","-19,120565",NA,"2011","01","12","Linhares",NA,NA,NA,NA
"34","2021-02-25 10:13:19-03","CVRD","CVRD","15543","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","aff. surumuensis","Trichilia aff. surumuensis","C.DC.","Geovane S. Siqueira","Siqueira, G.S.","1102","2016","01","05","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"No arboreto Linha 2, parc. 21, planta 3 <ll>dwc_commonname:</ll> Catuá preto","CVRD015543","CVRD015543","48","48","Magnoliopsida",NA,NA,NA,"2016","01","12","Linhares","48094","auto",NA,NA
"35","2021-02-25 10:13:19-03","CVRD","CVRD","4781","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","aff. surumuensis","Trichilia aff. surumuensis","C.DC.","Geovane S. Siqueira","Folli, D.A.","2157","1994","01","10","América do Sul","BRASIL","ES","Canto Grande.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Catuá preto","CVRD004781",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2018","03","20","Linhares","48094","auto",NA,NA
"36","2021-02-25 10:13:19-03","CVRD","CVRD","4875","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","aff. surumuensis","Trichilia aff. surumuensis","C.DC.","João A. Pastore","Folli, D.A.","2251","1994","03","14","América do Sul","BRASIL","ES","Canto Grande, após porteira Bragato.","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Catuá preto","CVRD004875",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2000","09","20","Linhares","48094","auto",NA,NA
"37","2021-02-25 10:13:19-03","CVRD","CVRD","9860","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","aff. surumuensis","Trichilia aff. surumuensis","C.DC.","Domingos A. Folli","Folli, D.A.","5411","2006","11","28","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Catuá preto","CVRD009860","CVRD009860",NA,NA,"Magnoliopsida",NA,NA,NA,"2006","11","28","Linhares","48094","auto",NA,NA
"38","2021-02-25 10:13:19-03","CVRD","CVRD","15580","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","aff. surumuensis","Trichilia aff. surumuensis","C.DC.","Geovane S. Siqueira","Siqueira, G.S.","1113","2016","02","26","América do Sul","BRASIL","ES",NA,"-40.0722007751465","-19.3910999298096",NA,"No arboreto Linha 2, parc. 21, planta 3 <ll>dwc_commonname:</ll> Catuá preto","CVRD015580","CVRD015580","48","48","Magnoliopsida",NA,NA,NA,"2016","02","26","Linhares","48094","auto",NA,NA
"39","2021-02-25 10:13:19-03","CVRD","CVRD","9080","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Meliaceae","Trichilia","aff. surumuensis","Trichilia aff. surumuensis","C.DC.","Domingos A. Folli","Siqueira, G.S.","158","2005","01","17","América do Sul","BRASIL","ES","proximo ao Bloco E Trat-1","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Catuá preto","CVRD009080",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"2005","01","17","Linhares","48094","auto",NA,NA
"40","2020-09-12 05:00:02-03","US","US","3426371","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","H. D. Clarke, C. Watson, R. Williams, C. Perry, J. Clarke & K. Hurtubise","6562","1997","9","20","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Rewa River, at Great Falls","-58.6767","3.17722",NA,NA,"US00704792",NA,"90",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","3070490","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","M. J. Jansen-Jacobs, C. Feuillet, P. H. Hiepko, L. E. Skog & B. Welle","214","1985","2","14","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kanuku Mts., Rupununi R., Puwib R. near the farm of the Captain of Sandcreek","-59.43","3.11",NA,NA,"US00723728","US00723728_01","80","100","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","3332787","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","T. Henkel, R. Williams & V. James","3424","1993","10","12","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","South Rupununi Savanna; Aishalton Mts; 2 km S of Aishalton village","-59.3","2.38333",NA,NA,"US00518941",NA,"200","400","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2861290","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.",NA,"G. T. Prance, E. Forero, B. S. Pena & J. F. Ramos","4203","1967","1","31","South America - Neotropics","Brazil",NA,"Serrinha, Rio Mucajaí.",NA,NA,NA,NA,"US01869717","US01869717_01 US01869717_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","3329336","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Pennington, T. D., (K)","M. J. Jansen-Jacobs, B. Welle, H. J. M. Sipman & V. James","3196","1992","10","31","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kuyuwini Landing, Kuyuwini River, Rupununi District","-59.25","2.08",NA,NA,"US00723726",NA,"150","250","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","1777284","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Smith, A. C.","A. C. Smith","3407","1938","3","31","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Kanuku Mts., NW slopes, in drainage of Moku-moku Creek (Takutu tributary)","-59.8","3.35",NA,NA,"US00723730",NA,"150","400","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","1777605","PreservedSpecimen","Plantae",NA,"Sapindales","Meliaceae","Trichilia","surumuensis","Trichilia surumuensis","C. DC.","Smith, A. C.","A. C. Smith","2462","1937","11","9","South America - Neotropics","Guyana","U. Takutu-U. Essequibo","Isherton, basin of Rupununi River","-59.36","2.31",NA,NA,"US00723729","US00723729_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
