"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","previousCatalogNumber","class","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus","relatedCatalogItem","sex","infraspecificEpithet"
"11","2016-09-29 10:07:00-03","NY","NYBG","797800","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis",NA,NA,NA,NA,NA,"A. M. R. Huidobro",NA,"1944","03","23","Argentina","Buenos Aires",NA,"Sierra de la Ventana",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272911' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797800",NA,"Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","797799","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis","(L.) Cabrera","G. G. Hatschbach",NA,NA,NA,"O. dos S. Ribas","1561","1996","10","28","Brazil","Paraná","Palmeira","Recanto dos Papagaios","-50.0064","-25.4294",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797799","NY00797799_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","797797","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis","(L.) Cabrera",NA,NA,NA,NA,"P. K. H. Dusén","6958","1908","10","24","Brazil","Paraná",NA,"Serrinha",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797797","NY00797797_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 10:07:00-03","NY","NYBG","797798","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis",NA,"M. R. Siqueira",NA,NA,NA,"F. C. Hoehne",NA,"1928","11","01","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.077154","-25.140873",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797798","NY00797798_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-19 10:29:00-02","NY","NYBG","797868","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","hieracioides","Holocheilus hieracioides",NA,NA,NA,NA,NA,"T. M. Pedersen","4004","1956","10","12","Paraguay","Boquerón",NA,"Puerto Casado & Vicinity",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797868",NA,NA,"Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","797867","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","hieracioides","Holocheilus hieracioides","(D.Don) Cabrera","G. M. Barroso",NA,NA,NA,"L. B. Smith","10447","1957","01","25","Brazil","Santa Catarina","Bom Retiro","Fazenda Campo dos Padres, Campo dos Padres","-49.4892","-27.7972",NA,NA,"1650","1650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797867","NY00797867_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-27 08:14:00-03","NY","NYBG","797869","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","hieracioides","Holocheilus hieracioides",NA,"C. L. Cristóbal",NA,NA,NA,"C. P. Cowan","4146","1983","12","10","Argentina","Chaco",NA,"San Fernando; km 10 al E de Resistencia, ruta de Corrientes hacia Resistencia, 8 km al E del entronque a Formosa",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797869",NA,NA,"Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02491431","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.",NA,NA,NA,NA,"P. Claussen",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2737083' target='other'> <mi>dwc_moreinfo</mi></a>","NY02491431","NY02491431_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","801326","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","G. M. Barroso",NA,NA,NA,"Z. A. Trinta","915","1964","09","26","Brazil","Rio de Janeiro",NA,"Entre Rio Bonito e Casimiro de Abreu","-42.410031","-22.598955",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801326","NY00801326_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","801332","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","H. E. Robinson",NA,NA,NA,"R. Kral","75410","1988","10","31","Brazil","Minas Gerais","Joaquim Felício","Cerro Cabral, Morro do Jucao, ca. 14 kms NNE Joaquim Felicio","-44.1719","-17.7575",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801332","NY00801332_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","801331","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","B. Rambo",NA,NA,NA,"E. Henz","35527","1946","11","10","Brazil","Rio Grande do Sul",NA,"S. Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512444' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801331","NY00801331_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","801329","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","L. B. Smith",NA,NA,NA,"L. B. Smith","14386","1965","01","06","Brazil","Santa Catarina","Sao Joaquim","Carapichinho, 22 km southwest of Sao Joaquim","-50.02","-28.42",NA,NA,"1000","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801329","NY00801329_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","801328","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","E. L. Ekman",NA,NA,NA,"P. K. H. Dusén","7791","1909","01","07","Brazil","Paraná",NA,"Piraquara",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801328","NY00801328_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","801333","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.",NA,NA,NA,NA,"E. Hassler","s.n.",NA,NA,NA,"Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512448' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801333",NA,"Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","685347","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","Kim, Hyi-Gyung",NA,NA,NA,"G. G. Hatschbach","43470","1980","12","13","Brazil","Paraná","Palmas","Rod. p/ Ponte Serrada","-51.9906","-26.4844",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=891752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685347","NY00685347_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02491432","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.",NA,NA,NA,NA,"G. G. Hatschbach","69446","1999","10","21","Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2737084' target='other'> <mi>dwc_moreinfo</mi></a>","NY02491432","NY02491432_01","Magnoliophyta","Asterales","37503",NA,"auto","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02491433","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.",NA,NA,NA,NA,"A. Macedo","2852","1951","01","05","Brazil","Minas Gerais","Ouro Preto","Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2737085' target='other'> <mi>dwc_moreinfo</mi></a>","NY02491433","NY02491433_01","Magnoliophyta","Asterales","44599",NA,"auto","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","801327","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","22996","1969","11","21","Brazil","Paraná","Piraquara","Pinhaes","-49.157618","-25.419851",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801327","NY00801327_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","801330","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","L. B. Smith",NA,NA,NA,"L. B. Smith","13397","1964","12","02","Brazil","Santa Catarina","Agua Doce","Campos de Palmas, near Caçador boundary","-51.38","-26.75",NA,NA,"1000","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=512446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00801330","NY00801330_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","855942","PreservedSpecimen","Plantae","Asteraceae","Trixis","picroides","Trixis picroides","Gardner","J. F. Pruski",NA,NA,NA,"J. B. E. Pohl","1932",NA,NA,NA,"Brazil",NA,NA,"Serra do Felis",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855942","NY00855942_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","855939","PreservedSpecimen","Plantae","Asteraceae","Trixis","picroides","Trixis picroides","Gardner","J. F. Pruski",NA,NA,NA,"G. G. Hatschbach","36773","1975","05","24","Brazil","Goiás","Alto Paraíso de Goiás","Rod. GO-12, 5-10 km ao sul de Alto Paraiso,","-47.5097","-14.1325",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855939","NY00855939_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","855938","PreservedSpecimen","Plantae","Asteraceae","Trixis","picroides","Trixis picroides","Gardner",NA,NA,NA,NA,"J. B. E. Pohl","530d",NA,NA,NA,"Brazil",NA,NA,"Ad Serra S. Felis, Rio Traiíras, Rio Maranhõs, S. Marco, Caldas Nuovas (Bras.)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855938","NY00855938_01","Magnoliophyta","Asterales",NA,NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-13 09:19:06-03","UFRJ","RFA","119","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","R. Esteves",NA,NA,NA,"F. M. de B. Pereira","jul-13","2000","05","20","Brasil","Rio de Janeiro","Macaé","Fazenda Carreira Comprida - Areia Branca","-42.031111","-22.3375","42º1'52''W","22º20'15''S","47","47","Herbáceo com 1,2m de altura, flores vermelhas, folhas verdes, caule verde, comum na área","RFA37345",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-19 15:43:26-03","UNEB","HUNEB","11756","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC",NA,NA,NA,NA,"Almeida, G.S.S.","126","2005","11","28","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha do Tesoureiro.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"HUNEB0011756",NA,"Angiospermae","Florideophycidae","44599",NA,"auto",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-19 15:43:26-03","UNEB","HUNEB","11767","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.",NA,NA,NA,NA,"Almeida, G.S.S.","231","2005","12","04","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha do Tesoureiro","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"HUNEB0011767",NA,"Angiospermae","Florideophycidae","44599",NA,"auto",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:35:11-03","EAO","IAN","105819","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.",NA,NA,NA,NA,"Magalhães, MG","16959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN105819",NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:35:11-03","EAO","IAN","76240","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN076240",NA,"Dicotiledônea",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:35:11-03","EAO","IAN","76234","PreservedSpecimen","Plantae","Asteraceae","Trixis","picroides","Trixis picroides","Gardner",NA,NA,NA,NA,"Pohl, RW","530",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN076234",NA,"Dicotiledônea",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:24:55-03","PUCPR","HUCP","21440","S","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","Dc.","Lozano, E",NA,NA,NA,"Ariati, V; Selusniaki, M","327","2009","11",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"HUCP00008633","HUCP00008633","Eudicotiledonea",NA,"55154",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-26 18:07:15-03","CPAN-UFMS","COR","7426","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","G. Hatschbach",NA,NA,NA,"Silva, J.M.; Barbosa, E. & Cordeiro, J.","3275","2000","02","25","Brasil","Paraná","Guaratuba","Serra do Araçatuba. Campo ; turfoso e úmido;.","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","Com Flor: capítulos amarelos",NA,NA,NA,NA,"41937",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-26 18:07:15-03","CPAN-UFMS","COR","8936","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","H. Robinson",NA,NA,NA,"Hatschbach, G.; Cervi, A.C. & Barbosa, E.","72681","2001","11","13","Brasil","Rio Grande do Sul","São José dos Ausentes","Rodovia São José dos Ausentes - Silveira. Campo limpo; seco;.","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"Com Flor: capítulo creme, lígulas alvas",NA,NA,NA,NA,"42598",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:11:32-03","UFBA","ALCB","128917","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","Gaio, J","2015","10",NA,"Gaio, J; Demeda, C; Gonzatti, F; Link, O","468","2015","09","14","Brasil","Rio Grande do Sul","Osório","Fazenda do arroio","-50.161944","-29.901111","-50.161944","-29.901111","10","10","Com folhas basais rosuladas; Em área úmida","ALCB046454","ALCB046454","Dicotyledon",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:11:32-03","UFBA","ALCB","35685","PreservedSpecimen","Plantae","Asteraceae","Trixis","lessingii","Trixis lessingii","DC.","Saavedra, MM","2009","08",NA,"Saavedra, MM; Sylvestre, LS; Lobão, A; Monteiro, D; Monteiro, RF; Winter, RL; Cordero, MF; Ne","375","2007","04","04","Brasil","Rio de Janeiro","Itatiaia","Parque nacional do Itatiaia, trilha do abrigo Rebouças em direção a Pedra do Altar. Elev. 2300-2400","-44.5633010864258","-22.4960994720459",NA,NA,"2300","2300","ca, 1,5 m. Folhas levemente discolores, nervura prrincipal mais clara, brácteas involucrais verdes, papus creme, corolas alaranjadas, ramos do estilete laranja mais claro.",NA,NA,"Dicotyledon",NA,"19648",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:50:01-03","NBC","NL-BOTANY","L.1569506","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","(L.) Cabrera",NA,NA,NA,NA,"Pedersen TM",NA,"1979","11","03","Argentina",NA,NA,"Estancia 'Araguá', Dep. Curuzú Cutiá, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1569506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1569506","NL-L1569506",NA,"Asterales",NA,NA,NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 08:50:01-03","NBC","NL-BOTANY","U.1132375","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","(L.) Cabrera",NA,NA,NA,NA,"Sello F",NA,NA,NA,NA,"Brazil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1132375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1132375","NL-U1132375",NA,"Asterales",NA,NA,NA,"Southern America",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
