"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","776818","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","R. Kersten","271","1997","12","13","South America","Brazil","Paraná","Fazenda Monte Alegre","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776818","NY00776818_01","M. Borgo","Telêmaco Borba","-50.57","-24.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","559680","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","A. P. Duarte","1703","1949","05","14","South America","Brazil","Paraná","Parque N do Ighuasu, margem do Sao Joao","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559680","NY00559680_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00559685","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","E. P. Heringer","18445","1983","02","02","South America","Brazil","Goiás",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757768' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559685","NY00559685_01","R. Callejas Posada","Luziânia","-47.9503","-16.2528",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","559682","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","J. C. Solomon","12375","1984","09","16","South America","Bolivia","La Paz","24.5 km N of (below) the pass at the head of the Zongo valley","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559682","NY00559682_01","R. Callejas Posada","Murillo","-68.12","-16.32",NA,"3100","3100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-21 20:34:00-02","NY","NYBG","559675","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya",NA,"G. Tessmann","s.n.","1949","02","28","South America","Brazil","Paraná","Fazenda no Rio Vermelho 18 km ao noroeste de Bela Vista. Norte do Pr","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=757774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559675","NY00559675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","559676","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya angustifolia","C.DC.","E. H. G. Ule","4500","1897","08",NA,"South America","Brazil","Rio de Janeiro","Em rochedos na Serra da Bica","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559676","NY00559676_01",NA,"Rio de Janeiro","-43.2075","-22.9031","angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","559684","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya angustifolia","C.DC.","C. A. W. Schwacke","s.n.","1881","05","12","South America","Brazil","Pará","Belém","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=485984' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559684","NY00559684_01",NA,NA,"-48.4555221","-1.2849922","angustifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:07-03","PUCPR","HUCP","24996","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Machado-Silva, T","271","2018","02","24",NA,"Brasil","Paraná","Distrito de São Salvador",NA,"Rio São José, cachoeira secundária. Erva epífita pendente, folhas verticiladas, verde.","HUCP00024996","HUCP00024996","Machado-Silva, T","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,"2018","02","24","47841","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:10:14-03","NBC","NL-BOTANY","U.1476940","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Solomon JC",NA,"1983","02","12","Southern America","Bolivia",NA,"Dpto. La Paz, Prov. Nor Yungas, 13.7 km NW of San Pedro on road through Incahuara-Mejillones & along trail to 12 de Octubre.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1476940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1476940","NL-U1476940",NA,NA,"-67.616667","-15.966667",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-67.616667","-15.966667",NA,NA,NA,NA
"20","2020-02-08 10:10:14-03","NBC","NL-BOTANY","U.1476941","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Solomon JC",NA,"1984","09","16","Southern America","Bolivia",NA,"Dpto. La Paz; Prov. Murillo, 24.5 km N of (below) the pass at the head of the Zongo valley.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1476941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1476941","NL-U1476941",NA,NA,"-68.116667","-16.316667",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-68.116667","-16.316667",NA,NA,NA,NA
"21","2021-03-16 17:54:09-03","UCS","HUCS","34885","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya psilostachya","C. DC.","Zanotto, M.D.","67","2009","01","28",NA,"Brasil","Rio Grande do Sul",NA,NA,"sobre troncos; interior da mata",NA,NA,"Guimarães, E.F.","Trindade do Sul","-52.805278","-27.498611","psilostachya",NA,NA,"2010","05",NA,NA,NA,NA,"-52.805278","-27.498611",NA,NA,NA,NA
"22","2021-03-16 17:54:09-03","UCS","HUCS","5092","PreservedSpecimen","Plantae","Angiospermae","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya psilostachya","C. DC.","Wasum, R.A.","s.n.","1989","01","04",NA,"Brasil","Rio Grande do Sul",NA,NA,"sobre troncos; interior da mata",NA,NA,"Smith, S.F.","Estrela","-51.9664001464844","-29.5018997192383","psilostachya",NA,NA,"1989","04",NA,"14416","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-17 08:05:49-03","UTFPR","HCF","26525","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","M.G. Caxambu","8565","2018","10","22",NA,"Brasil","PR","Estação Ecológica Municipal Felipe",NA,"erva epífita, semi-ciófila. espigas esverdeadas.",NA,NA,"M.G. Caxambu","Turvo","-51.606722","-25.06825",NA,"1142","1142","2018","10","24",NA,NA,NA,"51°36'24,2 W","25°04'05,7 S",NA,NA,NA,NA
"24","2019-08-16 08:40:30-03","UTFPR","HCF","22200","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","M.G. Caxambu","7698","2016","12","15",NA,"Brasil","PR","Parque Nacional do Iguaçu - Trilha da",NA,"erva epífita, semi-ciófila, ripária. Espigas verdes.",NA,NA,"T. Machado-Silva","Foz do Iguaçu","-54.470694","-25.620583",NA,"174","174","2017","10","04",NA,NA,NA,"54°28'14,5 W","25°37'14,1 S",NA,NA,NA,NA
"25","2019-10-17 08:05:49-03","UTFPR","HCF","28039","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","E.L. Siqueira","2941","2019","03","14",NA,"Brasil","PR","Estação Ecológica Municipal Corredor das",NA,"erva epífita, ciófila. Espigas verdes, alongadas.",NA,NA,"M.G. Caxambu","Reserva do Iguaçu","-51.851833","-25.972611",NA,"1114","1114","2019","04","09",NA,NA,NA,"51°51'06,6 W","25°58'21,4 S",NA,NA,NA,NA
"26","2019-10-17 08:05:49-03","UTFPR","HCF","25433","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","M.G. Caxambu","8235","2018","04","26",NA,"Brasil","PR","Estação Ecológica Municipal Corredor das",NA,"erva epífita, pendente, heleiófita. espigas verdes alongadas. Em árvore caída.",NA,NA,"M.G. Caxambu","Reserva do Iguaçu","-51.852028","-25.972583",NA,"1104","1104","2018","05","18",NA,NA,NA,"51°51'07,3 W","25°58'21,3 S",NA,NA,NA,NA
"27","2019-08-16 08:40:30-03","UTFPR","HCF","4048","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","H.C.L. Geraldino","364","2006","03","24",NA,"Brasil","PR","Capela do Calvário",NA,"Erva epífita, a aprox. 2m no tronco do forófito, com frutos no formato de espigas.",NA,NA,"T. Machado-Silva","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,"2016",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-08-16 08:40:30-03","UTFPR","HCF","3600","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","H.C.L. Geraldino","271","2006","01","04",NA,"Brasil","PR","Capela do Calvário",NA,"Aprox. 2m no tronco do forófito, com folhas glabras e nervuras. Presença de inflorescências terminais no formato de espiga.",NA,NA,"T. Machado-Silva","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,"2017","10","04","28572","auto",NA,NA,NA,NA,NA,NA,NA
"29","2019-08-16 08:40:30-03","UTFPR","HCF","7137","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","A. Maieski","2","2008","09","16",NA,"Brasil","PR","Parque Estadual Lago Azul (PELA)",NA,"epífita, ciófila, com fruto espiciforme.",NA,NA,"T. Machado-Silva","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,"2017","10","04","28572","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-17 08:05:49-03","UTFPR","HCF","1144","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","E.G. Paulino",NA,"2004","06","16",NA,"Brasil","PR","Parque Municipal do Lago",NA,"Planta herbácea, epífita, com material fértil.",NA,NA,"T. Machado-Silva","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,"2016",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-17 08:05:49-03","UTFPR","HCF","1139","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","E.G. Paulino",NA,"2004","06","13",NA,"Brasil","PR","Parque Municipal do Lago",NA,"Planta herbácea, epífita, verticilada, com inflorescências terminais.",NA,NA,"T. Machado-Silva","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,"2016",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-16 08:40:30-03","UTFPR","HCF","1430","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","E.G. Paulino","51","2004","09","21",NA,"Brasil","PR","Parque Municipal do Lago",NA,"Herbácea, epífita, com material fértil.",NA,NA,"T. Machado-Silva","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,"2017","10","04","28572","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-16 08:40:30-03","UTFPR","HCF","707","S","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","M.G. Caxambu","291","2004","01","22",NA,"Brasil","PR",NA,NA,"Planta herbácea, epífita, a cerca de 2m do solo. Com material fértil.",NA,NA,"T. Machado-Silva","Tuneiras do Oeste","-52.8760986328125","-23.8705997467041",NA,NA,NA,"2016","09","16","24014","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:39:32-03","MBM","MBM","156485","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","G.; Silva; Silva","58985",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Rod. BR-262, próximo ao Rio Araguaia",NA,NA,"MBM156485","MBM156485","Carvalho-Silva, M.","Domingos Martins","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:39:32-03","MBM","MBM","385516","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Ariati, V.","646","2011","11","04",NA,"Brasil","Paraná","UHE Mauá",NA,"Resgate de flora da UHE Mauá; Epífita.","MBM385516","MBM385516","Ariati, V.","Telêmaco Borba","-50.706944","-24.100556",NA,"520","750","2011","11","04",NA,NA,NA,"-50.706944","-24.100556",NA,NA,NA,NA
"36","2020-12-21 16:39:32-03","MBM","MBM","21796","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Hatschbach, G.","25830",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Capivari",NA,NA,"MBM021796","MBM021796","Hatschbach, G.","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:39:32-03","MBM","MBM","89710","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Hatschbach, G.; Callejas, R.; Callejas, R.","47207",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Rod. MT-642",NA,NA,"MBM089710","MBM089710","Callejas, R.","Amambai","-55.2257995605469","-23.1042003631592",NA,NA,NA,NA,NA,NA,"73676","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:39:32-03","MBM","MBM","253902","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Cervi, A.C.; et al.; et al.","6446",NA,NA,NA,"Southern America","Brazil","Paraná","Parque Nacional",NA,NA,"MBM253902","MBM253902","Borgo, M.","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:39:32-03","MBM","MBM","338","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13421",NA,NA,NA,"Southern America","Brazil","Paraná","Usina Hidrelétrica Marumbi",NA,NA,"MBM000338","MBM000338","Callejas, R.","Morretes","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:39:32-03","MBM","MBM","45018","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C. DC.","Hatschbach, G.","2723",NA,NA,NA,"Southern America","Brazil","Paraná","Colônia Quero-Quero",NA,NA,"MBM045018","MBM045018","Yuncker, T.G.","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"41","2018-01-16 15:21:29-02","MNHN","RECOLNAT_MNHN_P","P00468104","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Balansa, B.",NA,"1883","12","1",NA,"Paraguay",NA,"Cerro d'Acahy","hb","Reçu le 7 février 1885 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00468104' target='other'> <mi>dwc_moreinfo</mi></a>","P00468104","P00468104_01","Mathieu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype","4533",NA,NA
"42","2020-10-01 14:25:38-03","JBB","HEPH","26032","S","Plantae","Magnoliid","Piperales","Piperaceae","Peperomia","psilostachya","Peperomia psilostachya angustifolia","C.DC.","Fontella, J","3210","1993","10","27","Southern America","Brasil","Rio de Janeiro","Res. Ecológica est. de Massambaba",NA,NA,NA,NA,"Fontella, J","Arraial do Cabo","-42.0278015136719","-22.966100692749","angustifolia",NA,NA,"1993",NA,NA,"25964","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:21:12-03","UFPR","UPCB","91221","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Braga, R. | Lange Colegit, R.","35","1959","11","06",NA,"Brasil","Paraná","Serra Dourada",NA,"Interior da mata.. Epífita.","UPCB0036065","UPCB0036065","Machado-Silva, T.",NA,NA,NA,NA,NA,NA,"2017","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:21:12-03","UFPR","UPCB","14449","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Britez, R.M.","793","1986","07","17",NA,"Brasil","Paraná","Fazenda do Durgo",NA,"Epífita, a 6m de altura, inflorescência verde-clara. Várzea do Rio Iguaçu..",NA,NA,"Silva, T.M.","São Mateus do Sul","-50.3828010559082","-25.8742008209229",NA,NA,NA,"2016","08",NA,"31353","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:21:12-03","UFPR","UPCB","43775","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Kersten, R.","271","1997","12","13",NA,"Brasil","Paraná","Fazenda Monte Alegre",NA,"Epífita sobre árvore morta, em área de lavagem de carvão..",NA,NA,"Borgo, M.","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,"2000","07","25","35037","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:21:12-03","UFPR","UPCB","44290","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Dala Rosa, S.","150","2001","03","10",NA,"Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Epífita a 2,0m alt., com folhas suculentas verdes com manchas vermelhas..",NA,NA,"Borgo, M.","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,"2001","03","13","46557","auto",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:21:12-03","UFPR","UPCB","40615","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Cervi, A.C.","6446","1997","11","19",NA,"Brasil","Paraná","Parque Nacional do Iguaçu, trilha São João",NA,"Epífita com inflorescência esverdeada..",NA,NA,"Borgo, M.","Foz do Iguaçu","-54.5881004333496","-25.5478000640869",NA,NA,NA,"1998","08",NA,"39570","auto",NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:21:12-03","UFPR","UPCB","55451","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Kersten, R.","796","2003","02","10",NA,"Brasil","Paraná","Ponte dos Arcos",NA,"Epífita na floresta ombrófila mista aluvial..",NA,NA,"Kersten, R.","Porto Amazonas","-49.8903007507324","-25.5447006225586",NA,NA,NA,"2003","01","01","14684","auto",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:21:12-03","UFPR","UPCB","65177","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Bonnet, A.","550149","2007","06","13",NA,"Brasil","Paraná","Salto Mauá, margens do Rio Tibagi.",NA,"Epífita, ecótono (FOM e FES)..",NA,NA,"Borgo, M.","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,"550","550","2007","09","15","35037","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:21:12-03","UFPR","UPCB","2670","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","psilostachya","Peperomia psilostachya","C.DC.","Braga, R. | Lange, R.","35","1959","11","06",NA,"Brasil","Paraná","Serra Dourada",NA,"Interior da mata..",NA,NA,"Silva, T.M.","Douradina","-53.2916984558105","-23.3808002471924",NA,NA,NA,"2016","08",NA,"20318","auto",NA,NA,NA,NA,NA,NA,NA
