"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","individualCount","fieldNumber","relatedCatalogItem","typeStatus"
"24","2020-06-30 18:32:26-03","UFJF","CESJ","66419","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","B. Moreira","B. Moreira; F.R.G. Salimena; P.H. Nobre; M. Alvez","65","2014","12","13","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, próxima a gruta do monjolinho","-43.9075","-21.718056","1450","1450",NA,"Árvore, ca. 6m, flores brancas, estames amarelos","CESJ066419",NA,NA,NA,"2015",NA,"-43.9075","-21.718056","01","10",NA,NA,NA,NA
"25","2020-06-30 18:32:26-03","UFJF","CESJ","26097","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","B. Chiavegatto","M.C. Brügger; et al.","s.n.","1991","11","30","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Flores brancas, árvore pequena no cerrado denso de encosta.","CESJ026097",NA,"30417","auto","2005",NA,NA,NA,"11","07",NA,NA,NA,NA
"26","2020-06-30 18:32:26-03","UFJF","CESJ","32679","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","B. Chiavegatto","F.R.G. Salimena","s.n.","2000","12",NA,"América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ032679",NA,"30417","auto","2005",NA,NA,NA,"11","07",NA,NA,NA,NA
"27","2019-11-21 14:39:22-03","UFJF","CESJ","46125","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","R. Goldenberg","C.N. Matozinhos; K. Antunes; N.L. Abreu; F.S. Souza; P.L. Viana","239","2005","11","09","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha do Ninho da égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Árvore 6m; flores brancas","CESJ046125",NA,"20815","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:39:22-03","UFJF","CESJ","65725","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","L.L. Justino","L.L. Justino; F.R.G. Salimena; P.H. Nobre; M.C.A. Mota; J.H.C. Ribeiro","119","2014","11","23","América do Sul","Brasil","Minas Gerais","Rio Preto","Sítio do Neném Roque, Trilha para a Antena","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arvoreta, 1,5 m em afloramento rochoso no arbustal, sob alta intensidade solar. Flores alvas com estames amarelos e estilete branco esverdeado. A 1370 m de altitude.","CESJ065725",NA,"20815","auto","2014",NA,NA,NA,"12","10",NA,NA,NA,NA
"29","2019-11-21 14:39:22-03","UFJF","CESJ","61675","PreservedSpecimen","Plantae","Angiosperma",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","L.L. Justino","D.S. Santiago; M.A. Manhães","434","2013","01","26","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária, localizada a 1.800 - 2.000 m de altitude.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Arbusto, ca. 2,5 m. Pétalas alvas, estames amarelos.","CESJ061675",NA,"29865","auto","2013",NA,NA,NA,"04",NA,NA,NA,NA,NA
"30","2021-03-01 16:33:58-03","UNICAMP","UEC","203222","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T","Bochorny, T; Bacci, LF; Braga, LS","150","2015","07","22",NA,"Brazil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos, Trilha para o Morro do Açu, na Pedra do Queijo.","-43.801111","-22.474167","1612","1612",NA,"Árvore de 3m, frutos maduros castanhos.","UEC169553","UEC169553",NA,NA,"2015",NA,"-43.801111","-22.474167","07",NA,NA,NA,NA,NA
"31","2021-03-01 16:33:58-03","UNICAMP","UEC","203203","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T","Bochorny, T; Lozano, ED","176","2015","12","12",NA,"Brazil","Rio de Janeiro","Petrópolis","Brasil, Rio de Janeiro:Petrópolis.Araras, Vale das Videiras, trilha para a Pedra da Cuca.","-43.273889","-22.416111","1500","1500",NA,"Arvoreta, 3 m, botões florais, na trilha para o topo.","UEC162154","UEC162154",NA,NA,"2015",NA,"-43.273889","-22.416111","12",NA,NA,NA,NA,NA
"32","2021-03-01 16:33:58-03","UNICAMP","UEC","203221","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T","Bochorny, T; Bacci, LF; Braga, LS","148","2015","07","21",NA,"Brazil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos","-43.0775","-22.468611","1200","1200",NA,"Árvore, 2,5m, frutos castanhos secos.","UEC169550","UEC169550",NA,NA,"2015",NA,"-43.0775","-22.468611","07",NA,NA,NA,NA,NA
"33","2021-03-01 16:33:58-03","UNICAMP","UEC","178024","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"Leoni, BS","3610","1997","01","25",NA,"Brazil","Minas Gerais","Alto Caparaó","Parque Nacional. Ao lado da estrada, próximo à Tronqueira.","-41.8683013916016","-20.4333000183105","1900","1900",NA,"Árvore com 5-6m de altura, tronco e ramos de cor ferrugínea; Corola brancacenta.","UEC062447","UEC062447","21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:33:58-03","UNICAMP","UEC","165431","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Meireles, LD","Meireles, LD; Shepherd, GJ; Nunes, JA; Belinello, R","1871","2005","07","21",NA,"Brazil","Minas Gerais","Passa Quatro","Estrada para Toca do Lobo.","-44.9667015075684","-22.3903007507324",NA,NA,NA,"Árvore, cc. 5m, flores alvas.; Floresta montana.","UEC028430","UEC028430","17293","auto","2009",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:34:08-03","MBM","MBM","60161","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Wurdack, J.J.","Occhioni, P.","8747",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Itatiaia","Estrada Registro - Agulhas Negras, Parque Nacional do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"MBM060161","MBM060161","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:34:08-03","MBM","MBM","60157","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Hatschbach, G.","Occhioni, P.","8719",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Estr. Registro para Agulhas Negras, km 5-6","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Arvoreta de flor branca (ornamental). Mata úmida","MBM060157","MBM060157","19648","auto","1979",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:34:08-03","MBM","MBM","405197","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J.F.A.","Baumgratz, J.F.A.; Souza, M.L.D.R.; Mimura, M.R.; Souza, M.L.D.R.; Mimura, M.R.","651","1994","01","26","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Garganta do Registro, ca. 26,5 km da rodovia Presidente Dutra, atrás do bebedouro de água potável","-44.5633010864258","-22.4960994720459","1669","1669",NA,"Árvore com 3,5 m alt.","MBM405197","MBM405197","19648","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:34:08-03","MBM","MBM","405195","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Santos Filho, L.A.F.","Santos Filho, L.A.F.; Souza, M.L.D.R.; Mimura, M.R.; Souza, M.L.D.R.; Mimura, M.R.","652","1994","01","26","Southern America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, na estrada que liga Registro ao Planalto, ca. 5-8 km","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Árvores ca. 2,5-5 m de altura.; Em mata de encosta.","MBM405195","MBM405195","19648","auto","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:34:08-03","MBM","MBM","299327","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Baumgratz, J.F.A.","Kuhlmann, M.","2438","1950","06","07","Southern America","Brazil","Minas Gerais","Delfim Moreira","São Frnacisco dos Campos","-45.2799987792969","-22.5091991424561",NA,NA,NA,NA,"MBM299327","MBM299327","20219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-10-18 11:14:14-02","MNHN","RECOLNAT_MNHN_P","P01167448","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Silva-Gonçalves & Baumgratz","Gonçalves, L.F.",NA,"2015","1","10",NA,"Brésil","Rio de Janeiro","Teresopolis","Rio de Janeiro. Parque Nacional da Serra dos Orgãos, Teresopolis",NA,"-22.44889",NA,"1468","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167448' target='other'> <mi>dwc_moreinfo</mi></a>","P01167448","P01167448_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:38:07-03","UFMG","BHCB","196942","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"Rezende, SG; Justo, AG","6645","2018","01","15","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.688889","-20.077778","1626","1626",NA,"Árvore; Floresta Estacional em Estágio Avançado de Regeneração - Capão de canga","BHCB196942",NA,NA,NA,NA,NA,"-43.688889","-20.077778",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:38:07-03","UFMG","BHCB","196943","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"Rezende, SG; Justo, AG","6646","2018","02","21","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.6875","-20.076389","1632","1632",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Avançado de Regeneração","BHCB196943",NA,NA,NA,NA,NA,"-43.6875","-20.076389",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:38:07-03","UFMG","BHCB","196944","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade",NA,"Rezende, SG; Justo, AG","6647","2018","02","21","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.674167","-20.109722","1437","1437",NA,"Árvore; Floresta Estacional Semidecidual em Estágio Médio de Regeneração","BHCB196944",NA,NA,NA,NA,NA,"-43.674167","-20.109722",NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:39-03","UFPR","UPCB","96736","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Huberia","nettoana","Huberia nettoana","Brade","Bochorny, T.","Bochorny, T. | Bacci, L.F. | Braga, L.S.","150","2015","07","22",NA,"Brasil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos, trilha para o Morro do Açu, na Pedra do Queijo","-43.801111","-22.474167","1612","1612",NA,"Árvore de 3m, frutos maduros castanhos.","UPCB0047054",NA,NA,NA,"2015",NA,"-43.801111","-22.474167","07",NA,NA,NA,NA,NA
