"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","individualCount","typeStatus"
"11","2020-11-04 11:13:06-03","ESALQ","ESA","2738","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S. Suárez","Saka, M.N.",NA,NA,NA,"Botinhão, J. et al.","1938","12","04","Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"ESA002738","ESA002738","3057.0","23900","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-11 17:10:24-03","MN","R","234591","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Lindl.) Borchs. & Suárez",NA,NA,NA,NA,"Braga, J.M.A.","2016","11","02","Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,"R010037504",NA,"16 - 32","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-07-02 14:42:37-03","JBP","HPL","12768","S","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","(Sweet) Lindl.","D.S. Gissi","2012","03","05","H. Lorenzi, M. Peixoto & M. Virmond","2011","02","01","Brasil","PR","Telêmaco Borba","Coletado na UHE Mauá - Lote 4; em mata de altitude.","-50.708028","-24.08175","50° 42' 28,9 W","24° 04' 54,3 S",NA,NA,NA,"6982",NA,NA,NA,NA,NA,"603","603",NA,NA,NA,NA
"14","2015-07-02 14:02:48-03","JBP","HPL","5046","S","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","(Sweet) Lindl.","V.L.C.R. Uliana & S. Vieira","2001","10","01","E.R. Salviani & H. Lorenzi","2000","01","13","Brasil","RJ","Rio de Janeiro","Coletada no Sítio R. Burle Marx.","-43.2075","-22.9028",NA,NA,NA,NA,NA,"913","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:02:48-03","JBP","HPL","5047","S","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","(Sweet) Lindl.","V.L.C.R. Uliana & S. Vieira","2001","10","01","E.R. Salviani & H. Lorenzi","2001","10","01","Brasil","RJ","Rio de Janeiro","Coletada no Sítio R. Burle Marx.","-43.2075","-22.9028",NA,NA,NA,NA,NA,"903","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-07-02 14:42:37-03","JBP","HPL","12770","S","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata",NA,"S. Vieira",NA,NA,NA,"H. Lorenzi, M. Peixoto & M. Virmond","2011","02","01","Brasil","PR","Telêmaco Borba","Coletado na UHE Mauá - Lote 4; em mata de altitude.","-50.708028","-24.08175","50° 42' 28,9 W","24° 04' 54,3 S",NA,NA,NA,"6986",NA,NA,NA,NA,NA,"603","603",NA,NA,NA,NA
"17","2019-08-16 08:39:59-03","UTFPR","HCF","4827","S","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S. Suárez","M.N. Saka","2014","04",NA,"M.G. Caxambu","2007","02","16","Brasil","PR","Campo Mourão","Parque Estadual Lago Azul (PELA)","-52.323417","-24.103722","52°19'24,3 W","24°06'13,4 S","herbácea, semiciófila, ca. 0,50 m de altura. Flores brancas. Final de floração.",NA,NA,"1392",NA,NA,NA,NA,NA,"640","640",NA,NA,NA,NA
"18","2019-08-16 08:39:59-03","UTFPR","HCF","3634","S","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S. Suárez","M.N. Saka","2014","04",NA,"H.C.L. Geraldino","2006","01","17","Brasil","PR","Campo Mourão","Capela do Calvário","-52.3830986022949","-24.0456008911133",NA,NA,"herbácea, ca. 50 cm de altura, ciófila, encontrada em subosque, com folhas glabras e presença de flor branca na base do pecíolo.",NA,NA,"305","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:44:15-03","UFMG","BHCB","59574","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez",NA,"2013","11",NA,"Hatschbach, G; Guimarães, O","1968","12","08","Brasil","Paraná","Laranjeiras do Sul","Campo Novo","-52.4160995483398","-25.4078006744385",NA,NA,"Erva do araucarieto, flor violeta clara, base alvacenta","BHCB011028",NA,"20567","28404","auto","Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA
"20","2021-01-04 11:29:52-03","UEMA","SLUI","5378","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Lindl.) Borchs. & Suárez",NA,NA,NA,NA,"Haroldo C. de Lima et al.","2001","11","15","Brasil","Rio de Janeiro","Nova Iguaçu","Rebio Tinguá, Estrada do Ouro","-43.451099395752","-22.7591991424561",NA,NA,NA,"SLUI005378",NA,"5950","25743","auto","Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-12 05:00:02-03","US","US","2654885","PreservedSpecimen","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata",NA,"Kennedy, H.",NA,NA,NA,"R. Reitz & R. M. Klein","1964","1","3","Brazil","Santa Catarina",NA,"Sao luis, guaraciaba",NA,NA,NA,NA,NA,"US00366705","US00366705_01","16966",NA,NA,NA,"Zingiberales","South America","700","700",NA,"Monocotyledonae","1",NA
"22","2019-09-04 18:54:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Monocotyledoneae",NA,"Type [status unknown]"
"23","2019-09-04 19:30:44-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,"Monocotyledoneae",NA,"Type [status unknown]"
"24","2020-11-12 17:03:43-03","UEL","FUEL","48260","PreservedSpecimen","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","(Sweet) Lindl.","Cotarelli, VM","2009",NA,NA,"Cotarelli, VM; Francisco, EM","2008","11","27","Brasil","Paraná","Mauá da Serra","Estância Manain","-51.133333","-23.85","-51.133333","-23.85",NA,NA,NA,"426",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"25","2020-11-12 17:03:43-03","UEL","FUEL","48243","PreservedSpecimen","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","(Sweet) Lindl.","Cotarelli, VM","2009",NA,NA,"Cotarelli, VM; Francisco, EM","2008","11","20","Brasil","Paraná","Mauá da Serra","Mata do Pinhão","-51.166667","-23.883333","-51.166667","-23.883333",NA,NA,NA,"409",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-12 17:03:43-03","UEL","FUEL","48256","PreservedSpecimen","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","(Sweet) Lindl.","Cotarelli, VM","2009",NA,NA,"Cotarelli, VM; Francisco, EM","2008","11","19","Brasil","Paraná","Londrina","Fazenda Santa Helena","-51.233333","-23.4","-51.233333","-23.4",NA,NA,NA,"422",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-12 17:03:43-03","UEL","FUEL","44763","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez",NA,"2012",NA,NA,"Cotarelli, VM; Francisco, EM; Dall#?#Agnol, RF; Ferreira Jr, M","2008","12","09","Brasil","Paraná","Mauá da Serra","Mata do Pinhão","-51.15","-23.883333","-51.15","-23.883333",NA,"OK",NA,"660",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"28","2020-11-12 17:03:43-03","UEL","FUEL","44808","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez",NA,"2012",NA,NA,"Cotarelli, VM; Francisco, EM","2008","12","16","Brasil","Paraná","Arapongas","Fazenda Solana","-51.35","-23.4","-51.35","-23.4",NA,NA,NA,"709",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-12 17:03:43-03","UEL","FUEL","44869","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez",NA,"2012",NA,NA,"Cotarelli, VM; Francisco, EM","2008","11","28","Brasil","Paraná","Londrina","Faz. Santa Helena","-51.233333","-23.4","-51.233333","-23.4",NA,NA,NA,"440",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-12 17:03:43-03","UEL","FUEL","44905","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez",NA,"2012",NA,NA,"Cotarelli, VM; Francisco, EM; Dall#?#Agnol, RF","2008","12","03","Brasil","Paraná","Mauá da Serra","Estância Manain","-51.133333","-23.933333","-51.133333","-23.933333",NA,NA,NA,"617",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-12 17:03:43-03","UEL","FUEL","48388","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez","Rossetto, EFS","2012",NA,NA,"Rossetto, EFS; Francisco, EM","2010","11","18","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy, área sul, próximos aos transectos","-51.243472","-23.459333","-51.243472","-23.459333",NA,NA,NA,"160",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-12 17:03:43-03","UEL","FUEL","48389","PreservedSpecimen","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez","Rossetto, EFS","2012",NA,NA,"Rossetto, EFS; Francisco, EM","2010","11","16","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy, na beira da trilha dos catetos","-51.25","-23.433333","-51.25","-23.433333",NA,NA,NA,"161",NA,NA,"Tracheophyta","Zingiberales",NA,NA,NA,NA,NA,NA,NA
"33","2017-09-11 17:10:48-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","(Sweet) Lindl.",NA,NA,NA,NA,"?",NA,NA,NA,"Brazil",NA,NA,"Habitat in Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"34","2019-11-21 10:09:29-03","IBt","SP","11108","S","Plantae","Marantaceae","Calathea","longibracteata","Calathea longibracteata","Lindl.","Loesener, T","1935",NA,NA,"Campos Novaes, J","1895","04",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,NA,"SP026438","SP026438","CGG3169","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:09:29-03","IBt","SP","345861","S","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez","Saka, MN","2013","10",NA,"Hashimoto, G","1986","03","29","Brasil","Minas Gerais","Alto Caparaó","Serra do Caparaó","-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,NA,"21061","21645","auto",NA,NA,NA,"1100","1100",NA,NA,NA,NA
"36","2021-01-21 15:29:39-03","IBt","SP","491827","S","Plantae","Marantaceae","Goeppertia","longibracteata","Goeppertia longibracteata","(Sweet) Borchs. & S.Suárez",NA,NA,NA,NA,"Braga, JMA","2016","11","02","Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,"16-032","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
