"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","infraspecificEpithet","relationshipType","relatedCatalogItem","individualCount","typeStatus","eventTime","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1017251","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"R. M. Klein","1953","10","20","Brazil","Santa Catarina","Ibirama","-49.5178","-27.0569",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203971' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017251","NY01017251_01","590",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1017244","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"R. Reitz","1948","11","25","Brazil","Santa Catarina","Brusque","-48.9172","-27.0983",NA,NA,"35","35","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017244","NY01017244_01","3557",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1017260","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"C. Angeli","1960","10","11","Brazil","Rio de Janeiro","Rio de Janeiro","-43.264624","-22.969328",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204057' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017260","NY01017260_01","198","Guanabara. Estrada da Vista Chinesa, km 3.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1017252","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"R. M. Klein","1955","11","03","Brazil","Santa Catarina","Itajaí","-48.6617","-26.9081",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203972' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017252","NY01017252_01","1746","Morro da Fazenda.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1018088","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"S. J. da Silva Neto","1994","11","14","Brazil","Rio de Janeiro","Nova Iguaçú","-43.4508","-22.7594",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1248656' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018088","NY01018088_01","473","Caminho da administração, prox. Casa do Sr. Belmiro.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1017253","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"G. G. Hatschbach","1995","01","16","Brazil","Espírito Santo","Venda Nova do Imigrante","-41.1344","-20.3397",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203973' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017253","NY01017253_01","61564","Mata Fria.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1017258","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"G. Gardner","1836","08",NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204053' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017258","NY01017258_01","44",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1017262","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"D. S. D. de Araújo","1980","12","02","Brazil","Rio de Janeiro",NA,"-44.301381","-23.177636",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204059' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017262","NY01017262_01","4125","Ilha Grande, Praia do Sul.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1017248","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","J. Mattos",NA,NA,NA,"M. Kuhlmann","1951","11","05","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203966' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017248","NY01017248_01","2727","Capital. Jardim Botânico. Amostra de madeira no. 93.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1017243","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"M. C. Vianna","1982","11","25","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203953' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017243","NY01017243_01","1585","Estr. da Vista Chinesa, pr. no. 540.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1146847","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","M. Sobral",NA,NA,NA,"L. A. Mattos Silva","2001","10","25","Brazil","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"40","40","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407149' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146847","NY01146847_01","4501","Campus da Universidade Estadual de Santa Cruz (UESC), km 16 da Rod. Ilhéus/Itabuna (BR415). Coletada na parcela no. 09 do Arboreto.","South America","sheet",NA,"Magnoliophyta","Myrtales","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02499283","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","M. Sobral",NA,NA,NA,"W. W. Thomas","2004","02","06","Brazil","Bahia","Mun. Jequié","-40.1269444","-13.95166667",NA,NA,"690","690","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797336' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499283","NY02499283_01","13866","Fazenda do Brejo (owned by Clarissa) 13.6 km S of Mandacaru (junction of stadium road and road to Jequié) on road to Serra dos Brejos and then to the west around the mountain. Southern Bahian Moist Forest.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02499284","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","M. Sobral",NA,NA,NA,"W. W. Thomas","2004","02","05","Brazil","Bahia","Mun. Jequié","-40.1110278","-13.9436111",NA,NA,"575","650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=797193' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499284","NY02499284_01","13826","10.5 km S of Mandacaru (junction of stadium road and road to Jequié) on road to Serra dos Brejos.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1017247","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"H. C. de Lima","1979","09","26","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203962' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017247","NY01017247_01","1103","Parque da Tijuca. Estrada p/Furnas.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","557968","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","M. Sobral",NA,NA,NA,"A. M. Amorim","1993","11","10","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557968","NY00557968_01","1431","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na Picada da Bandeira","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1017254","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"Pessoal do Horto Florestal","1927","12","08","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203975' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017254","NY01017254_01","s.n.","Estado do Guanabara, Horto da Gávea (cultivado).","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1017250","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"R. M. Klein","1949","10","20","Brazil","Santa Catarina","Brusque","-48.9172","-27.0983",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203969' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017250","NY01017250_01","281","Mata da Asambuja.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1017255","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"G. G. Hatschbach","1969","10","08","Brazil","Paraná","Ipiranga","-50.5842","-25.0242",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017255","NY01017255_01","22397","Rio Ipiranga","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1017256","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"M. de Goes","1977","10","05","Brazil","São Paulo","São Paulo","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017256","NY01017256_01","s.n.","Parque Etadual das Fontes do Ipiranga, Jardim Botânico.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1017249","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"J. G. Kuhlmann","1933","08","22","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017249","NY01017249_01","s.n.","Cultivado no Jardim Botânico do Rio.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1017246","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"D. S. Pedrosa","1982","10","27","Brazil","Rio de Janeiro","Rio de Janeiro","-43.257166","-22.971675",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017246","NY01017246_01","655","Parque Nacional da Tijuca. Estr. da Vista Chinesa.","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01081572","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","J. Mattos",NA,NA,NA,"M. Sugiyama","1981","01","27","Brazil","São Paulo","Moji-Guaçu","-47.164784","-22.242395",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237991' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081572","NY01081572_01","87","Mogi-Guaçú, Martinho Prado, Reserva Biológica da Fazenda Campininha","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","2276","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Faria Jr., J.E.Q.","2010","12",NA,"Costa, M.J.F.","1973","11","13","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,NA,"BOTU002276",NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","19418","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Faria Jr., J.E.Q.","2010","12",NA,"Grombone, M.T.","1986","01","15","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,NA,"BOTU019418",NA,"7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","19417","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Faria Jr., J.E.Q.","2010","12",NA,"Grombone, M.T.","1986","09","11","Brasil","São Paulo","Botucatu",NA,NA,"9999","9999",NA,NA,NA,"BOTU019417",NA,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:31:35-03","UFRJ","RFA","2779","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Gabi","RFA19790",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:20:21-03","UFRJ","RFA","29583","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"F. M. de B. Pereira","2001","11","27","Brasil","Rio de Janeiro","Rio Claro","-44.207222","-22.852778","44º12'26''W","22º51'10''S",NA,NA,"Arbórea, 12m de altura, 31cm de DAP, folha verde, raíz marrom e caule branco.","RFA41999",NA,"25/129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:31:35-03","UFRJ","RFA","43913","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"A.C. Siani","2011","10","30","Brasil","São Paulo","Valinhos","-46.956667","-22.959722","46º57'24''W","22º57'35''S","854","854","Árvore ca. 2, 2 m de altura; DAP: 3 cm; folhas discolores verde escuro (média de 5 - 7 comprimento; flores brancas","RFA56886",NA,NA,"Chácara Alpinas, Rua %, quadra A, Lote 5. Portão da entrada principal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-29 11:31:35-03","UFRJ","RFA","15688","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M.","2001",NA,NA,"P. Occhioni","1974","10","20","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Arbusto de 3 a 4m de altura, flor verde","RFA46368",NA,"6362","Serra dos Órgãos",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:31:35-03","UFRJ","RFA","43921","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.",NA,NA,NA,NA,"A.C. Siani","2011","10","30","Brasil","São Paulo","Valinhos","-46.9900016784668","-22.9699993133545",NA,NA,NA,NA,NA,"RFA56367",NA,NA,"Árvore 1, poço",NA,NA,NA,NA,NA,"12075","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:31:35-03","UFRJ","RFA","39637","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Marcelo Sousa",NA,NA,NA,"Finotti, R.; Caruzo J.","2008","07","00","Brasil","Rio de Janeiro","Guapimirim","-42.9818992614746","-22.5372009277344",NA,NA,"50","50","Árvore de 8 metros de altura e PAP de 22cm","RFA24643",NA,"162","Propriedade do Sr. Renato Cozzolino",NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:31:35-03","UFRJ","RFA","15523","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M.","2001",NA,NA,"P. Occhioni","1974","10","05","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"800","800","Arvoreta 4-5m altura, flor creme","RFA46374",NA,"6323","Serra dos Órgãos - Dedo de Deus",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-24 17:10:53-03","UTFPR","DVPR","945","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M","2009","07","31","Francisco, EM","2008","11","14","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Indivíduo 5m, fruto maduro amarelo.","DVPR000945","DVPR000945","176","Campus da UEL",NA,NA,NA,"Magnoliophyta",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-24 17:10:53-03","UTFPR","DVPR","5746","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Lam.","Sobral, M","2018","04","14","Francisco, EM","2000","10","24","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 6 m. Fruto maduro vinho. CAP 65 cm. Projeção 5x5","DVPR005746",NA,"106","Chácara Autobens: beira da estrada, PR 445.",NA,NA,NA,"Magnoliophyta",NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-15 11:14:50-03","FUNED","FUNED-POL","2121","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis",NA,NA,NA,NA,NA,NA,"1990","02","14","Brasil","MG",NA,NA,NA,NA,NA,NA,NA,NA,"POL002121",NA,NA,"PAMG/FUNED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
