"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"11","2020-12-20 21:18:13-03","UFV","VIC","35788","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.Hill",NA,"Araújo, J.S.; Silva, M.A.T. da","s.n.","2011","12","13",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Herbácea de flor amarela e folhas pilosas","VIC035788",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:18:13-03","UFV","VIC","041584","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.Hill",NA,"de Paula, C.C.; et al.","527","2002","12","08",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Terrestre de campo graminoide,erva de 0,23 m, freguência de 2 individuos em raio de cerca de 5m, folhas verdes,sépalas verdes, pétalas amarelas,glândulas verdes nas sépalas,estrutura de reserva subterranea castanha.Altitude de 1470 m.","VIC041584",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0026014","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","W. R. Anderson","G. Hatschbach; M. Hatschbach, J. M. Silva","60327","1994","2","10",NA,"Brazil","Goias",NA,"Rod. GO-118, proximo ao Rio Sucuri (mun. Teresina de Goias) Goias","-47.258012","-13.779535",NA,NA,NA,"PMC - DPP 004; Ascendente, flor amarela.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:38:36-03","UFJF","CESJ","2332","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","L. Roth/IABH","L. Krieger","CESJ2332","1949","12","18","América do Sul","Brasil","Minas Gerais","João Ribeiro","Fazenda da Pedra Branca",NA,NA,NA,NA,NA,"Herbácea em campo. Fls. amarelas.","CESJ002332",NA,"1955",NA,NA,"12","05",NA,NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:38:36-03","UFJF","CESJ","42956","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","F.M. Ferreira","F.M. Ferreira; C.Matozinhos","767","2004","10","11","América do Sul","Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,NA,NA,"Erva ereta, ca. 30 cm alt., em campo rupestre arbustivo. Flores amarelas.","CESJ042956",NA,"2004","29865","auto","10",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-07 11:45:36-03","UFMS","CGMS","54784","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","A. Pott","A.H.A Souza; B.B.Brandão; L.M.Bergamo; A. Pott","13","2015","11","19",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari.","-53.5425","-18.0925","405","405",NA,NA,"CGMS1084748",NA,"2015",NA,NA,"11","19",NA,"-53,5425","-18,0925",NA,NA,NA,NA
"17","2021-04-07 11:45:36-03","UFMS","CGMS","47367","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","A. Pott","K.C.R. Arruda; A. Pott; B.H.S. Ferreira; C.H. Simão;N.F. Silva; T.F.C. Viana.","38","2014","12","03",NA,"Brasil","Mato Grosso do Sul","Nova Andradina","Fazenda Laranjal. Cerrado Sensu stricto. Aproximadamente 3 km de distância da sede da fazenda.","-53.3625","-22.0513889","396","396",NA,"Flor amarela. Habitat: Cerrado sensu strictu antropizado (invadido por Brachiaria). Solo arenoso. Habito: Erva.","CGMS1077321",NA,"2014",NA,NA,"12","03",NA,"-53,3625","-22,0513889",NA,NA,NA,NA
"18","2019-11-06 09:56:14-03","UFOP","OUPR","24090","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Badini, J.","Lisboa, M.A.","s.n.","1974","11","10",NA,"Brasil","Minas Gerais",NA,"Estr. dos Inconf. próx. da Barreira",NA,NA,NA,NA,NA,"Campos altos",NA,NA,"1974",NA,NA,"11","14",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-06 09:56:14-03","UFOP","OUPR","24094","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Dutra, V.F.","119",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Erva; flores amarelas; pilosas. Campo quartzítico",NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-06 09:56:14-03","UFOP","OUPR","24090","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Lisboa, M.A.","s.n.","1975","05","22",NA,"Brasil","Minas Gerais","Ouro Preto","Dom Bosco, antiga Hargreaves","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-06 09:56:14-03","UFOP","OUPR","24091","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Badini, J.","Badini, J.","s.n.","1941","02","19",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva, amarela(flôr). Campo",NA,NA,"1943","44599","auto","04","18",NA,NA,NA,NA,NA,NA,NA
"22","2020-03-12 10:29:18-03","UFOP","OUPR","34748","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Pedrosa, L.G.","Pedrosa, L.G.","2217","2019","11","25",NA,"Brasil","Minas Gerais","Ouro Preto","Lessa","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva ca. 10cm, flores amarelas. Campo cerrado",NA,NA,"2019","44599","auto","11",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-06 09:56:14-03","UFOP","OUPR","5947","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Magalhães-Gomes, F.M.","s.n.","1893","12","17",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Flores amarelas. Campo",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:56:14-03","UFOP","OUPR","24092","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Badini, J.","Badini, J.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva, flores amarelas. Campo",NA,NA,"1982","44599","auto","12","14",NA,NA,NA,NA,NA,NA,NA
"25","2019-11-06 09:56:14-03","UFOP","OUPR","24087","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Lisboa, M.A.","Coelho, F.","s.n.","1896","12",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,"1973","44599","auto","06","28",NA,NA,NA,NA,NA,NA,NA
"26","2019-11-06 09:56:14-03","UFOP","OUPR","24093","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:56:14-03","UFOP","OUPR","24088","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-21 19:36:36-03","UFC","EAC","15895","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Amorim, A.","Figueiredo, M.A.","s.n.","1989","01","30","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimarães","-55.749698638916","-15.460599899292","700","700",NA,"Campos limpos","EAC0015895","EAC0015895","1999","107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:32:43-03","MBM","MBM","35532","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","Anderson, W.R.","Anderson, W.R.","11460",NA,NA,NA,"Southern America","Brazil","Goiás","Alto Paraíso","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,"MBM035532","MBM035532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:32:43-03","MBM","MBM","41308","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","Anderson, W.R.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","38241",NA,NA,NA,"Southern America","Brazil","Goiás","Morrinhos","Chapadão","-49.0993995666504","-17.7311000823975",NA,NA,NA,NA,"MBM041308","MBM041308",NA,"45214","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:32:43-03","MBM","MBM","169844","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","60327",NA,NA,NA,"Southern America","Brazil","Goiás","Teresina de Goiás","Rod. GO-118, próximo ao Rio Sucuri","-47.2647018432617","-13.7763996124268",NA,NA,NA,NA,"MBM169844","MBM169844",NA,"42211","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:32:43-03","MBM","MBM","255343","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A. St.-Hil.","Krieger, L.","Krieger, L.","2332","1955","07","05","Southern America","Brazil","Minas Gerais","Belo Horizonte","Serra do Curral","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"MBM255343","MBM255343",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-15 09:03:51-03","UESC","UESC","8590","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St. Hil","A.Amorim","Nakajima, J.N.","2909","1997","10","17",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,"Campo limpo em borda de cerrado, 2 meses após queimada.; Herbáceo, ca. 0,2m.","UESC0008590",NA,"2004","57119","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"34","2019-08-15 09:03:51-03","UESC","UESC","8593","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St. Hil",NA,"Nakajima, J.N.","670","1994","12","07",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,"Campo sujo.; Herbáceo, ca. 0,15m.","UESC0008593",NA,NA,"57119","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"35","2019-08-15 09:03:51-03","UESC","UESC","8588","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A St-Hil",NA,"Romero, R.","904","1994","04","16",NA,"Brasil","Minas Gerais","São Roque de Minas",NA,"-46.3657989501953","-20.2453002929688",NA,NA,NA,"Campo limpo, 2 meses após queimada.; Herbáceo, cerca de 0,2m.","UESC0008588",NA,NA,"57119","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"36","2015-09-05 08:31:50-03","MNHN","RECOLNAT_MNHN_P","P00577426","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","n.ident.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00577426' target='other'> <mi>dwc_moreinfo</mi></a>","P00577426","P00577426_01",NA,NA,NA,NA,NA,NA,NA,NA,"B1 108",NA,NA,NA
"37","2014-11-13 10:55:50-02","MNHN","RECOLNAT_MNHN_P","P00577423","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","n.ident.","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00577423' target='other'> <mi>dwc_moreinfo</mi></a>","P00577423","P00577423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-09-05 08:31:50-03","MNHN","RECOLNAT_MNHN_P","P00577424","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Fra. Custodio",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00577424' target='other'> <mi>dwc_moreinfo</mi></a>","P00577424","P00577424_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 08:44:22-03","MNHN","RECOLNAT_MNHN_P","P00577425","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00577425' target='other'> <mi>dwc_moreinfo</mi></a>","P00577425","P00577425_01",NA,NA,NA,NA,NA,NA,NA,NA,"382",NA,NA,NA
"40","2015-11-07 01:53:50-02","MNHN","RECOLNAT_MNHN_P","P02429238","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Anderson","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429238' target='other'> <mi>dwc_moreinfo</mi></a>","P02429238","P02429238_01",NA,NA,NA,NA,NA,NA,NA,NA,"C2 1262","lectotype",NA,NA
"41","2015-11-07 01:59:27-02","MNHN","RECOLNAT_MNHN_P","P02429239","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Anderson","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02429239' target='other'> <mi>dwc_moreinfo</mi></a>","P02429239","P02429239_01",NA,NA,NA,NA,NA,NA,NA,NA,"C2 1262","isolectotype",NA,NA
"42","2015-09-05 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P05530152","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Ferrero",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530152' target='other'> <mi>dwc_moreinfo</mi></a>","P05530152","P05530152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-05 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P05530153","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Riedel",NA,"1833","11","1",NA,"Brasil",NA,NA,"Mugi.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530153' target='other'> <mi>dwc_moreinfo</mi></a>","P05530153","P05530153_01",NA,NA,NA,NA,NA,NA,NA,NA,"1525",NA,NA,NA
"44","2015-09-05 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P05530154","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Sastre, C.",NA,"1971","4","9",NA,"Brasil","Distrito Federal",NA,"Gama, 1 km W.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530154' target='other'> <mi>dwc_moreinfo</mi></a>","P05530154","P05530154_01",NA,NA,NA,NA,NA,NA,NA,NA,"1111",NA,NA,NA
"45","2015-09-05 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P05530151","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Dawson, E.Y.",NA,"1956","4","13",NA,"Brasil","Goiás",NA,"Region of the Chapada dos Veadeiros at W long. Open grassland and cerrado border 20km NE of Sao Joao da Aliança.","47.5","14.5",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05530151' target='other'> <mi>dwc_moreinfo</mi></a>","P05530151","P05530151_01",NA,NA,NA,NA,NA,NA,NA,NA,"14164",NA,NA,NA
"46","2020-10-01 14:22:42-03","JBB","HEPH","2136","S","Plantae","Dicotyledon","Malpighiales","Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.","Mamede, MCH","Duarte, AP","11183","1968","11","04","Southern America","Brasil","Minas Gerais","Rio Acima","Serra do Gandarela","-43.7893981933594","-20.0874996185303",NA,NA,NA,NA,NA,NA,"1987","13827","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:37:35-03","UFMG","BHCB","119972","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Batista, JAN; Ramalho, AJ; Borges, KS","2291","2007","12","07","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda, Entrada para Moeda, cerca de 33 km S de Belo Horizonte a partir do entroncamento do anel rodoviário com a BR 040. Morros a esque4rda da pista em direção a Moeda, cerca de 2km após o entroncamento","-43.956394","-20.277781","1331","1331",NA,"Em campo limpo seco em encosta pedregosa. Solo arenoso-argiloso, raso, com algum cascalho sobre a superfície. Área queimada durante a seca.; Em campo limpo seco em encosta pedregosa. Solo arenoso-argiloso, raso, com algum cascalho sob","BHCB008088",NA,"2012",NA,NA,"08",NA,NA,"-43.956394","-20.277781",NA,NA,NA,NA
"48","2020-12-11 11:37:35-03","UFMG","BHCB","129273","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Arruda, LJ; Santos, LMM dos","76","2007","12","12","Southern America","Brasil","Minas Gerais","Itabirito","Mina do Pico, Cava do Sepecado","-43.879764","-20.255969","1515","1515",NA,"Campo rupestre lateritico","BHCB008090",NA,"2012",NA,NA,"08",NA,NA,"-43.879764","-20.255969",NA,NA,NA,NA
"49","2020-12-11 11:37:35-03","UFMG","BHCB","75615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Viana, PL","210","2001","09","25","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras","-43.983611","-20.093056","1400","1400",NA,"Erva. Canga nodular. Floresceu aprox. 50 dias após queimada. Flores amarelas",NA,NA,NA,NA,NA,NA,NA,NA,"-43.983611","-20.093056",NA,NA,NA,NA
"50","2020-12-11 11:37:35-03","UFMG","BHCB","66691","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Camarea","hirsuta","Camarea hirsuta","A.St.-Hil.",NA,"Barreto, HLM","7529",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
