"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","verbatimLongitude","verbatimLatitude","class","individualCount","relatedCatalogItem","previousCatalogNumber"
"31","2019-10-07 09:20:09-03","UEFS","HUEFS","10974","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","A.T.de Brito","Ganev, W.","531","1992","06","19",NA,"Brasil","Bahia",NA,"1100","1100",NA,NA,"HUEFS0010974","HUEFS0010974","Abaíra","-41.6636009216309","-13.2496995925903","1996","03",NA,"26531","auto",NA,NA,NA,"Lilianae",NA,NA,NA
"32","2020-07-23 12:17:27-03","CEPLAC","CEPEC","142234","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia",NA,"Sem Informação","Marinho, L.C.","1064","2015","09","06",NA,"Brasil","Bahia","Parque Nacional de Boa Nova, estrada para o lixão municipal, área das torres. Primeira cancela à direita, ao lado da cerca.",NA,NA,NA,"Fotos, material em gel de CTAB. Unicata.",NA,NA,"BOA NOVA","-40.2075004577637","-14.3625001907349",NA,NA,NA,"31265","auto",NA,"40W14'84","14S20'65",NA,NA,NA,NA
"33","2020-07-23 12:17:27-03","CEPLAC","CEPEC","2679","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia",NA,"G. Pabst","R. P. Belém","1530","1965","08","09",NA,"Brasil","Espírito Santo","Res. Flor. de Sooretama.",NA,NA,NA,NA,NA,NA,"LINHARES","-40.0722007751465","-19.3910999298096",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,"12/07/1967",NA
"34","2016-08-23 09:45:46-03","NHMLondon","NHM-LONDON-BOT","BM000533781","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","Lindl.",NA,"John Miers; b.1789; d.1879; Miers","3546",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4651091"
"35","2016-08-23 09:45:46-03","NHMLondon","NHM-LONDON-BOT","BM000533782","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","Lindl.",NA,"George Gardner; b.1812; d.1849; Gardner","664","1837","03",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4651092"
"36","2015-02-26 09:30:08-03","NHMLondon","NHM-LONDON-BOT","BM000533783","S","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","Lindl.",NA,"Anon.","26",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"NHMUK:ecatalogue:4651093"
"37","2019-11-01 15:15:33-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.","Pabst, G","Belém, RP","1530","1965","08","09","Southern America","Brasil","Espírito Santo","Reserva florestal de Sooretama",NA,NA,NA,"Epífita, flores roxo-esbranquiçadas com o centro amarelo-ouro; Mata virgem","UB0019074","UB0019074",NA,NA,NA,"1966","01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-04 15:42:07-03","IF","SPSF","35127","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","Rchb.f.","L.E.M.Catharino","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & G.C.R.de Paula","905","2005","08","04","América do Sul","Brasil","SP","Parque Estadual de Jurupará","600","600",NA,"COLETA: Floresta Ombrófila Densa Montana.&nf;Herbácea; labelo branco; guia de nectário amarelo com traços róseos; demais pétalas brancas e roseas.; GEOGRAFIA: Margem da estrada França-Fumaça; borda de mata.;",NA,NA,"Ibiúna","-47.221944","-23.955556","2010","11","30",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,NA
"39","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Moura, JT de","331",NA,NA,NA,"Southern America","Brazil",NA,"in arboribus ad Suruhy",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Miers, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Burchell, WJ","1864",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","prope urbem Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Gardner, G","664?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arboribus ad Serra dos Orgãos prope Magi",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Riedel, L","97?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Gardner, G","664",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arboribus ad Serra dos Orgãos prope Magi",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Glaziou, AFM","17257",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Moura, JT de","331?",NA,NA,NA,"Southern America","Brazil",NA,"in arboribus ad Suruhy",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Burchell, WJ","1864","1826","01","26","Southern America","Brazil","Rio de Janeiro","IBB/Frechal, Petrópolis, RJ, At Frechal, Frexal or Frechaes between Majé and The Organ Mountains (southeast of Petrópolis)",NA,NA,NA,NA,NA,"P03P6N0039","Guapimirim","-43.083333","-22.65",NA,NA,NA,NA,NA,NA,"-43.083333","-22.65",NA,NA,NA,NA
"48","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Guillemin, JBA !","998",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","IBB/Frechal, Petrópolis, RJ, in paludosis supra arbores ad Frexal",NA,NA,NA,"Floret Maio - Junio",NA,"P03P6N0039","Guapimirim","-43.083333","-22.65",NA,NA,NA,NA,NA,NA,"-43.083333","-22.65",NA,NA,NA,NA
"49","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Miers, J","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Riedel, L","97",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:12:16-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Rodriguezia","obtusifolia","Rodriguezia obtusifolia","(Lindl.) Rchb.f.",NA,"Glaziou, AFM","17257?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,"P03P6N0039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
