"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","typeStatus","infraspecificEpithet","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2020-09-23 10:43:27-03","E","E","96144","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum",NA,NA,"Morel, I.","3213","1947","06","23","AR","Prov. de Formosa",NA,NA,NA,NA,NA,"E00096144",NA,"Pilcomayo",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00096144 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:115107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:27-03","E","E","96143","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigillatum","Cestrum strigillatum",NA,NA,"Schwindt, E.","26","1947","01","04","AR","Prov. de Misiones",NA,NA,NA,NA,NA,"E00096143",NA,"Candelaria, San Juan","210","210","<a href=http://data.rbge.org.uk/herb/E00096143 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:115102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","7307","PreservedSpecimen","Plantae","Solanaceae","Cestrum","aristeguietae","Cestrum aristeguietae","Steyerm.",NA,"J. A. Steyermark","95463","1966","04","02","Venezuela","Carabobo",NA,NA,NA,NA,NA,"NY00007307","NY00007307_01","A lo largo del Rio San Gian, entre arriba de la Planta Electrica y 2 Km debajo de la Planta Electrica, al sur de Borburata","350","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=551313' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales","isotype",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","138643","PreservedSpecimen","Plantae","Solanaceae","Cestrum","impressum","Cestrum impressum","Rusby","Unspecified Determiner","M. Bang","2516",NA,NA,NA,"Bolivia","La Paz","Franz Tamayo","-68.4172","-14.72",NA,NA,"NY00138643","NY00138643_01","Apolo",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598390' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales","isotype",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","911137","PreservedSpecimen","Plantae","Solanaceae","Cestrum","lundianum","Cestrum lundianum","Dunal",NA,"H. S. Irwin","6462","1964","09","30","Brazil","Mato Grosso",NA,"-52.57","-13.2",NA,NA,"NY00911137","NY00911137_01","Garapú.","300","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991134' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","911139","PreservedSpecimen","Plantae","Solanaceae","Cestrum","lundianum","Cestrum lundianum","Dunal",NA,"T. C. Plowman","9981","1980","04","03","Brazil","Distrito Federal","Brasília","-47.82","-15.67",NA,NA,"NY00911139","NY00911139_01","Highway BR 020 from Brasília to Sobradinho, 5 km. east of road interchange at Riberião Sobradinho.","1030","1060","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991144' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","911138","PreservedSpecimen","Plantae","Solanaceae","Cestrum","lundianum","Cestrum lundianum","Dunal","J. Bittner","H. S. Irwin","15890","1966","05","18","Brazil","Distrito Federal","Brasília","-47.95","-15.85",NA,NA,"NY00911138","NY00911138_01","Jardim Zoolôgico, Brasília","975","975","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991142' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","911140","PreservedSpecimen","Plantae","Solanaceae","Cestrum","lundianum","Cestrum lundianum","Dunal",NA,"B. D. Sucre","479","1965","05","29","Brazil","Distrito Federal","Brasília","-47.8328","-15.76989",NA,NA,"NY00911140","NY00911140_01","Estrada da Pensísula-Perto do Clube do Congresso.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991156' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","911055","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","J. R. Stehmann; L. Kamino","I. Cordeiro","994","1992","11","21","Brazil","Mato Grosso do Sul","Bataguassu","-52.4219","-21.7144",NA,NA,"NY00911055","NY00911055_01","Bataguaçu, Várzea aluvionar do rio Paraná",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990516' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","309622","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","M. H. Nee","49717","1998","06","11","Bolivia","Santa Cruz","Ichilo","-63.6","-17.38",NA,NA,"NY00309622",NA,"Along road to Palacios, 2.5 km NNW of Montero-Buena Vista highway.","295","295","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110183' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","627060","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","K. S. Edwards","360","1990","03","15","Venezuela","Aragua",NA,"-67.72","10.35",NA,NA,"NY00627060",NA,"Henri Pittier National Park. Road Maracay to Ocumare.","605","605","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110189' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","627022","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","Pohl","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"NY00627022","NY00627022_01","Brasilia",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110167' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","911067","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","J. A. Ratter","R.3084","1976","06","01","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00911067","NY00911067_01","Fazenda Agua Limpa (University of Brasília field station), near Vargem Bonita, c. 18 km. SSW of Brasília TV tower; runs down below the Olho de Agua da Onça to the Córrego Taquara.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990618' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","627029","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","K. Mizoguchi","948","1978","09","17","Brazil","Paraná","Maringá","-51.9383","-23.4256",NA,NA,"NY00627029","NY00627029_01",NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110181' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","911058","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","B. Dubs","B. Dubs","1501","1994","07","11","Brazil","Mato Grosso",NA,NA,NA,NA,NA,"NY00911058","NY00911058_01","Chapada dos Guimarães, road to Radarstation",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990523' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","911071","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","E. P. Heringer","14666","1975","06","12","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00911071","NY00911071_01","Parque do Guará.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990629' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","627059","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","M. H. Nee","50841","2000","04","26","Argentina","Salta","Capital","-65.42","-24.77",NA,NA,"NY00627059",NA,"City of Salta, along the railroad tracks.","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110184' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","911064","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","H. S. Irwin","8102","1965","09","08","Brazil","Distrito Federal","Brasília","-47.983","-15.842",NA,NA,"NY00911064","NY00911064_01","Córrego Vicente Pires, near Taguatinga","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990614' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","911070","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","M. Aparecida da Silva","2775","1995","09","27","Brazil","Distrito Federal","Brasília","-47.8853","-15.9447",NA,NA,"NY00911070","NY00911070_01","Reserva Ecológica do IBGE. Roncador ao lado da Fazenda Água Limpa, UnB. Área queimada há 11 meses.","1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990626' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1043607","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum laxiflorum","Kuntze","M. H. Nee","P. G. Lorentz","s.n.","1873","08",NA,"Argentina","Tucumán",NA,NA,NA,NA,NA,"NY01043607","NY01043607_01","Tabacal cerca Oran",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1223521' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales","syntype","laxiflorum",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","627028","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","J. C. Lindeman","830","1960","03","31","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00627028","NY00627028_01","North of Mururé.",NA,NA,"[Incomplete date.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110160' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1039101","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. Vignoli-Silva","E. Pereira","7803","1963","11","09","Brazil","Paraná",NA,NA,NA,NA,NA,"NY01039101","NY01039101_01","Fazenda do Iguaçú.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1481787' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","911061","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","G. T. Prance","59015","1964","09","12","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00911061","NY00911061_01","Road Brasília to Taguatinga.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990611' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","627021","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","G. O. A. Malme","696","1893","09","03","Brazil","Rio Grande do Sul","Santa Maria","-53.8067","-29.6844",NA,NA,"NY00627021","NY00627021_01","Valle Venetto pr. Santa Maria.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110166' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","756471","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","B. A. Krukoff","5285",NA,NA,NA,"Brazil","Acre",NA,"-69","-9.33",NA,NA,"NY00756471","NY00756471_01","Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=268654' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","822640","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. Vignoli-Silva","L. Riedel","s.n.",NA,"09",NA,"Brazil","Rio de Janeiro",NA,"-43.212076","-22.951842",NA,NA,"NY00822640","NY00822640_01","Corcovado",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920079' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","911072","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","E. P. Heringer","13873","1974","06","13","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00911072","NY00911072_01","Parque do Guará; margem do corrego do Guará.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990636' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","627017","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","L. Riedel","2289","1834","05",NA,"Brazil","São Paulo","Araraquara","-48.1697","-21.7903",NA,NA,"NY00627017","NY00627017_01","In collib. siccis marginib sylv. Araracoara.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110177' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","627025","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","R. Reitz","15291","1963","07","11","Brazil","Santa Catarina","Concórdia","-52.0278","-27.2344",NA,NA,"NY00627025","NY00627025_01","Vila Rica.","350","350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110162' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","627032","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","B. Rambo","42291","1949","06","28","Brazil","Rio Grande do Sul","Sao Leopoldo","-51.1469","-29.7606",NA,NA,"NY00627032","NY00627032_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110157' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1039079","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. Vignoli-Silva","J. Döbereiner","5809","1961","04","21","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY01039079","NY01039079_01","Fazenda Barra Bonita.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1481603' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","911053","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.",NA,"W. A. Archer","5","1936","09","01","Brazil","Mato Grosso do Sul","Campo Grande","-54.6464","-20.4431",NA,NA,"NY00911053","NY00911053_01","Campo Grande",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990512' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","911075","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","B. Dubs","1029","1989","09","23","Brazil","Mato Grosso do Sul",NA,"-56.17","-19.5",NA,NA,"NY00911075","NY00911075_01","Fazenda Salina, Pantanal do Rio Negro, shore zone of Pond B",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990642' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","627036","PreservedSpecimen","Plantae","Solanaceae","Cestrum","strigilatum","Cestrum strigilatum","Ruiz & Pav.","M. H. Nee","E. M. Francisco","s.n.","1999","06","11","Brazil","Paraná","Nova Santa Bárbara","-50.5853","-23.5856",NA,NA,"NY00627036","NY00627036_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=110164' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Solanales",NA,NA,NA,NA,NA,NA,NA,NA
