"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","previousCatalogNumber","individualCount","fieldNumber"
"13","2021-03-15 16:37:00-03","NY","NYBG","604367","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"F. C. Hoehne","1933","10","04","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00604367","NY00604367_01","Magnoliophyta","Fabales","s.n.","South America","Cabreuva (Serra de Japi)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320923' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","777400","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","M. C. Dias","O. C. Pavao","2000","09","27","Brazil","Paraná",NA,NA,NA,NA,NA,"NY00777400","NY00777400_01","Magnoliophyta","Fabales","s.n.","South America","Santo Antônio do Paraíso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320902' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","604379","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. E. Burkart","R. Reitz","1959","10","30","Brazil","Santa Catarina",NA,"-49.766476","-29.084523",NA,NA,"NY00604379","NY00604379_01","Magnoliophyta","Fabales","9290","South America","Sanga da Areia, Jacinto Machado","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320919' target='other'> <mi>dwc_moreinfo</mi></a>","200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","604370","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","M.Allemão",NA,"H. M. de Souza","1967","11","30","Brazil","São Paulo",NA,"-46.963459","-22.866176",NA,NA,"NY00604370","NY00604370_01","Magnoliophyta","Fabales","s.n.","South America","Souzas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320933' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","604358","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","J. G. Kuhlmann","Pessoal do Horto Florestal","1928","06","07","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00604358","NY00604358_01","Magnoliophyta","Fabales","s.n.","South America","Mata do Dr. Teixeira Borges, perto da séde do Horto Florestal","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320912' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","468674","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","M. C. Dias","L. Fadelli","2000","11","09","Brazil","Paraná","Primeiro de Maio","-51.0281","-22.8508",NA,NA,"NY00468674","NY00468674_01","Magnoliophyta","Fabales","238","South America","Local: Ibiaci; cidade Primeiro de Maio","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320903' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","604385","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. E. Burkart","R. Reitz","1959","01","15","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00604385","NY00604385_01","Magnoliophyta","Fabales","8228","South America","Rio do Meio, Lauro Mueller","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320917' target='other'> <mi>dwc_moreinfo</mi></a>","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","604376","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. E. Burkart","G. G. Hatschbach","1969","09","03","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00604376","NY00604376_01","Magnoliophyta","Fabales","22125","South America","Col. Floresta","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320921' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","604360","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"A. F. M. Glaziou","1876","10","04","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00604360","NY00604360_01","Magnoliophyta","Fabales","8446","South America",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320931' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01096198","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"H. C. de Lima","1987","07","01","Brazil","Rio de Janeiro","Santa Maria Madalena","-41.83","-21.88",NA,NA,"NY01096198","NY01096198_01","Magnoliophyta","Fabales","3054","South America","Parque Estadual do Desedgano, Sossego, Estrada para a Fazenda da Forquilha, próximo ao Cemitério.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234745' target='other'> <mi>dwc_moreinfo</mi></a>","60","60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","604380","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. E. Burkart","R. Reitz","1958","12","16","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"NY00604380","NY00604380_01","Magnoliophyta","Fabales","7246","South America","Serra do Matador, Rio do Sul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320916' target='other'> <mi>dwc_moreinfo</mi></a>","350","350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","604362","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","C. H. Stirton","C. Lage","1938","09","26","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00604362","NY00604362_01","Magnoliophyta","Fabales","s.n.","South America","Horto Florestal - Ph. 111 - Guanabara","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320927' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","604361","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Taubert","A. F. M. Glaziou","1881","05","12","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00604361","NY00604361_01","Magnoliophyta","Fabales","s.n.","South America",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320910' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","604386","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","L. B. Smith","L. B. Smith","1964","10","17","Brazil","Santa Catarina","Itapiranga","-53.73","-27.17",NA,NA,"NY00604386","NY00604386_01","Magnoliophyta","Fabales","12660","South America","Steep slope by Rio Uruguaí, 3 km west of Itapiranga","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320913' target='other'> <mi>dwc_moreinfo</mi></a>","200","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","604368","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","V. E. Rudd","M. Kuhlmann","1958","05","31","Brazil","São Paulo","Areias","-44.6897","-22.58",NA,NA,"NY00604368","NY00604368_01","Magnoliophyta","Fabales","4422","South America",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320905' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","604364","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. L. B. Sartori","J. G. Jardim","1993","08","26","Brazil","Bahia","Una","-39.0753","-15.2933",NA,NA,"NY00604364","NY00604364_01","Magnoliophyta","Fabales","257","South America","Entrada à direita, no Km 10,4, Rod. Una/Ilhéus","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320926' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","604363","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","C. H. Stirton","C. Lage","1933","12","04","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"NY00604363","NY00604363_01","Magnoliophyta","Fabales","s.n.","South America","Horto florestal do D. Federal - Junto ao bosque de Paú Brasil","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320928' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","887265","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","G. P. Lewis","J. G. Jardim","1993","07","15","Brazil","Bahia","Una","-39.1326088","-15.1730243",NA,NA,"NY00887265","NY00887265_01","Magnoliophyta","Fabales","218","South America","Reserv. Biol. do Mico-Leão entrada km 46 da rod. BA-001 Ilhéus-Una.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091727' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","604372","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"F. C. Hoehne","1933","10","04","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00604372","NY00604372_01","Magnoliophyta","Fabales","s/n¦","South America","Cabreúva (Serra do Japy)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320930' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","887266","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","O. Handro","E. P. Heringer","1947","06","07","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"NY00887266","NY00887266_01","Magnoliophyta","Fabales","2531","South America","Substação Exp. de Pomba, Pomba.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1091733' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","604365","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","R. C. Barneby","J. G. Jardim","1993","07","15","Brazil","Bahia","Una","-39.08","-15.15",NA,NA,"NY00604365","NY00604365_01","Magnoliophyta","Fabales","218","South America","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320907' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","604384","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. E. Burkart","L. B. Smith","1956","11","25","Brazil","Santa Catarina","Bom Retiro","-49.4892","-27.7972",NA,NA,"NY00604384","NY00604384_01","Magnoliophyta","Fabales","7957","South America","Lomba Alta","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320922' target='other'> <mi>dwc_moreinfo</mi></a>","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","604373","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"F. C. Hoehne","1933","10","04","Brazil","São Paulo",NA,NA,NA,NA,NA,"NY00604373","NY00604373_01","Magnoliophyta","Fabales","s/n¦","South America","Cabreúva (Serra de Japi)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320924' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","604382","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. E. Burkart","R. Reitz","1956","10","12","Brazil","Santa Catarina","Ibirama","-49.534691","-27.013976",NA,NA,"NY00604382","NY00604382_01","Magnoliophyta","Fabales","3835","South America","Ibirama","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320918' target='other'> <mi>dwc_moreinfo</mi></a>","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","604378","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","W. Mantovani","L. H. Soares-Silva","1989","09","04","Brazil","Paraná","Londrina","-51.1628","-23.3106",NA,NA,"NY00604378","NY00604378_01","Magnoliophyta","Fabales","234","South America","Parque Estadual Mata do Godoy","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320904' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01045129","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. L. B. Sartori","A. P. Duarte",NA,NA,NA,"Brazil","Paraná","Foz do Iguaçu","-54.5881","-25.5481",NA,NA,"NY01045129","NY01045129_01","Magnoliophyta","Fabales","1862","South America","Parque Nacional do Ighuassú [Iguaçú]","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1187444' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","604377","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","G. G. Hatschbach","G. G. Hatschbach","1984","10","12","Brazil","Paraná","Catanduvas","-53.1567","-25.2033",NA,NA,"NY00604377","NY00604377_01","Magnoliophyta","Fabales","48383","South America","Ibema","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=320914' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:29:48-03","UNESP-IBB","BOTU","26986","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","Cloclet, F.A.","Pavão, O.C.","2000","09","22","Brasil","Paraná","São Jerônimo da Serra",NA,NA,"9999","9999","BOTU026986",NA,NA,NA,"31094",NA,NA,NA,"Árvore 25 m de altura, botões verdes, flores cremes",NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:30:37-03","UFRJ","RFA","39505","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","R.D. Ribeiro","Finotti R.; Caruzo J.",NA,NA,NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu","-42.730278","-22.515","42º43'49''W","22º30'54''S","RFA28361",NA,NA,NA,"52",NA,"Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva do Guapiaçu (REGUA)",NA,"Árvore de 15 m de altura e PAP de 25 cm","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:19:51-03","UFRJ","RFA","8372","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","O. Guimarães","G.G. Hatschbach","1966","11","23","Brasil","Paraná","Campina Grande do Sul","-49.0553016662598","-25.3055992126465",NA,NA,"RFA27521",NA,NA,NA,"15256",NA,"Sítio do Belizario",NA,"Árvore de 10m, flor alva, mata, planta com cheiro intenso, aromático",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-13 09:19:51-03","UFRJ","RFA","9844","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão","A. Burkart","G.G. Hatschbach","1969","09","03","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"RFA44029",NA,NA,NA,"22125",NA,"Col. Floresta",NA,"Árvore de 10m. tronco 35 cm, flor alvacente.","100","100","1970","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-06-29 11:30:37-03","UFRJ","RFA","10212","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus","Allemão",NA,"P. Occhioni","1971","01","20","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA21774",NA,NA,NA,"4243",NA,"Matas do Morro Dois Irmãos",NA,"Árvore copada de 6-8m",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:30:37-03","UFRJ","RFA","15530","PreservedSpecimen","Plantae","Fabaceae","Myrocarpus","frondosus","Myrocarpus frondosus paraguariensis","Hassl.","H. C. de Lima","P. Occhioni","1974","10","05","Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"RFA13477",NA,NA,NA,"6313",NA,"Serra dos Órgãos. Dedo de Deus",NA,"Arbusto de 3 a 4m de alt. flores alvas muito perfumadas","800","800",NA,"57442","auto","paraguariensis",NA,NA,NA,NA,NA,NA,NA,NA
