"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02498998","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"J. N. Rose","20288","1915","07","17","South America","Brazil","Rio de Janeiro",NA,"Island of Juparayba, Rio de Janeiro Bay",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2718065' target='other'> <mi>dwc_moreinfo</mi></a>","NY02498998","NY02498998_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02499436","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","P. Fiaschi","W. W. Thomas","14259","2004","09","25","South America","Brazil","Bahia","Mun. Guaratinga","Forest to the south of Pedra Cruzeiro do Sul, 8.7 km SE of São João do Sul (first on road to Cabeceira do Sul and then on fazenda road that goes around east side of Pedia Cruzeiro do Sul).",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828377' target='other'> <mi>dwc_moreinfo</mi></a>","NY02499436","NY02499436_01",NA,NA,"250","300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1281182","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","J. Külkamp","J. Evangelista de Oliveira","1106","1946","09","18","South America","Brazil","Minas Gerais","Belo Horizonte","Estação Experimental de Agricultura.","-43.9378","-19.9208","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1679036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281182","NY01281182_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-01-28 13:11:12-03","MCN-PUC-MINAS","HPUC-MG","CARP319","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps",NA,"M.F.V.Starling",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Esmeraldas","Fazenda PUC - Escritório central","-44.180556","-19.794444",NA,"Tipo de Fruto: Drupóide filotrimídeo. Doação sem dados de coleta completos",NA,NA,NA,NA,"916","916","44º10'50''W","19º47'40''S",NA,NA,NA,NA,NA,NA,NA
"15","2019-09-10 12:23:18-03","MCN-PUC-MINAS","HPUC-MG","CARP169","S","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps",NA,"M.F.V.Starling","Lucilene",NA,"2013","02","01",NA,"s/dados","s/dados","s/ dados","s/ dados",NA,NA,NA,"Entregue por Lucilene do setor de Educação - dia: 07/05/2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","25727","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Soares, F.",NA,"1992","11","08",NA,"Brasil","São Paulo","Botucatu","Lageado",NA,NA,NA,"<ll>dwc_commonname:</ll> boleira, andaçu","BOTU025727",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-15 11:14:37-03","FUNED","FUNED-POL","3849","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps",NA,NA,"Claudia Simeao",NA,"1999","07","30",NA,"Brasil","MG",NA,"Estaçao Ecologica UFMG",NA,NA,NA,NA,"POL003849","POL003849_p01 POL003849_p02 POL003849_p03 POL003849_p04 POL003849_p05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:38:24-03","EAO","IAN","126902","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Belém, RP; Magalhães, M","588","1965","03","29","Southern America","Brasil","Bahia","Ilhéus","Centro de Pesquisas so Cacau, CEPLAC, CEPEC.","-39.0494003295898","-14.7889003753662",NA,"Árvore de 8m x 30cm diam. frutos redondos. Coleção de sementes vivas.","IAN126902",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:38:24-03","EAO","IAN","15391","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Fróes, RL","19965","1942","11","29","Southern America","Brasil","Bahia","Itabuna","São José dos Macucos","-39.2803001403809","-14.7855997085571",NA,"Árvore.","IAN015391","IAN015391 IAN015391_e","30592","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:38:24-03","EAO","IAN","15248","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Barreto, M","Oliveira, JE de","1106","1942","09","18","Southern America","Brasil","Minas Gerais","Belo Horizonte","Cultiivada- estacao Experimental.","-43.937801361084","-19.9207992553711",NA,"Árvore 10,00 metros de altura.","IAN015248","IAN015248 IAN015248_e","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:38:24-03","EAO","IAN","167631","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Nitta, A","17489","1996","11","12","Southern America","Brasil","Pará","Tomé-Açu","Próximo do jardim de Sr. Itoh.","-48.1521987915039","-2.41888999938965",NA,NA,"IAN167631",NA,"97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-02-20 13:41:51-03","INPA","INPA-CARPOTECA","244880","Carpo","Plantae","Dicotyledon Com-Clade","Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Pereira-Silva, G da","15594","2010","06","30","Southern America","Brasil","Rondônia","Porto Velho","UHE Jirau, Pátio do CENARGEN, próximo ao laboratório de sementes do PCG.","-63.9039001464844","-8.76194000244141",NA,NA,"INPA0244880",NA,"333357","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-07-24 16:19:01-03","CCE","CATAVENTO","27","LivingSpecimen","Plantae",NA,NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vellozo","Santilli, C.",NA,NA,"2018","08","28","América do Sul","Brasil","São Paulo","São Paulo","Av. Mercúrio, s/n - Pq. Dom Pedro II - Brás","-46.6275","-23.545",NA,"<ll>dwc_commonname:</ll> andá-assu","CATAVENTO0027","CATAVENTO0027_v01 CATAVENTO0027_v02 CATAVENTO0027_v03 CATAVENTO0027_v04 CATAVENTO0027_v05 CATAVENTO0027_v06 CATAVENTO0027_v07 CATAVENTO0027_v08 CATAVENTO0027_v09 CATAVENTO0027_v10 CATAVENTO0027_v11 CATAVENTO0027_v12 CATAVENTO0027_v13",NA,NA,"730","730","-46.6275","-23.5450","2018","08","29",NA,NA,NA,NA
"24","2021-02-08 21:32:06-03","UFBA","ALCB","88031","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Guedes, ML","Alves, L. de J.; et al.","s/n","2008","10","21","Southern America","Brasil","Bahia","Itacaré","Litoral Sul, Mata do Campo Verde","-39.722222","-14.172222",NA,"Folhas com folíolos cartáceos, discolores. Inflorescência com flores cremes.","ALCB053868",NA,NA,NA,NA,NA,"-39.722222","-14.172222","2008","11",NA,NA,NA,NA,NA
"25","2019-10-09 11:14:38-03","UFBA","ALCB","11582","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"ALCB015726","ALCB015726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:14:38-03","UFBA","ALCB","11583","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil",NA,NA,"De todo o Brasil oriental",NA,NA,NA,NA,"ALCB015727","ALCB015727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:14:38-03","UFBA","ALCB","39623","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Guedes, ML; Nascimento, AFS","Nascimento, AFS; Guedes, ML; Vilas Bôas-Bastos, SB; Lima, SS dos; Silva, MB da","112","1998","10","17","Southern America","Brasil","Bahia","São Sebastião do Passé","Recôncavo, Ponto 2, ao lado da Bacel","-38.483333","-12.5",NA,"10 m, l tex vermelho. Folhas membran ceas, discolores, palmada. Fruto maduro nigrescente. Rara.","ALCB053869",NA,NA,NA,NA,NA,"-38.483333","-12.5","1998","11",NA,NA,NA,NA,NA
"28","2019-10-09 11:14:38-03","UFBA","ALCB","60210","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Guedes, ML","Guedes, ML; Alunos de Botânica III; et al.","s/n","2003","01","20","Southern America","Brasil","Bahia","Camaçari","Guarajuba","-38.316667","-12.683333",NA,"de ca. 3 m. Folhas compostas com 5 folíolos membranáceos, discolores. Flores masculinas e femininas dispostas em cimas corimbosas.",NA,NA,NA,NA,NA,NA,"-38.316667","-12.683333","2003","03",NA,NA,NA,NA,NA
"29","2019-10-09 11:14:38-03","UFBA","ALCB","60210","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Guedes, ML","Guedes, ML; Alunos de Botânica III; et al.","s/n","2003","01","20","Southern America","Brasil","Bahia","Camaçari","Guarajuba","-38.316667","-12.683333",NA,"de ca. 3 m. Folhas compostas com 5 folíolos membranáceos, discolores. Flores masculinas e femininas dispostas em cimas corimbosas.","ALCB053870",NA,NA,NA,NA,NA,"-38.316667","-12.683333","2003","03",NA,NA,NA,NA,NA
"30","2019-10-09 11:14:38-03","UFBA","ALCB","57050","PreservedSpecimen","Plantae","Dicotyledon",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Guedes, ML","Santana, DL; Loureiro, DM; Alves, L. de J.; Guedes, ML","761","2001","08","13","Southern America","Brasil","Bahia","Wenceslau Guimarães","Litoral Sul, , Assentamento Oziel Alves","-39.6325","-13.618889",NA,"de 18 m. Folha com folíolo cartáceo, discolor. Inflorescência com flores de cálice verde e pétalas alvas, estame e estilete esverdeado. Fruto imaturo verde. Cultivada.","ALCB053867",NA,NA,NA,NA,NA,"-39.6325","-13.618889","2002","09",NA,NA,NA,NA,NA
"31","2020-02-08 09:49:03-03","NBC","NL-BOTANY","L.2224848","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Persoon CH",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2224848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2224848","NL-L2224848",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0034713 | 90475406",NA,NA
"32","2020-02-08 09:49:03-03","NBC","NL-BOTANY","L.2224849","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2224849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2224849","NL-L2224849",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0034712 | 90475408",NA,NA
"33","2020-02-08 09:49:03-03","NBC","NL-BOTANY","L.2224850","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2224850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2224850","NL-L2224850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0034714 | 90475407",NA,NA
"34","2020-02-08 09:49:03-03","NBC","NL-BOTANY","U.1257237","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Schultes RE","Pulle AA; Lutz BMJ",NA,"1938","11","01","Southern America","Brazil","Rio de Janeiro",NA,"Brazilie. Districto Federal: Barra da Tijuca, Restinga de Jacarepaguá.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1257237 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1257237","NL-U1257237",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0254030",NA,NA
"35","2020-02-08 09:49:03-03","NBC","NL-BOTANY","U.1257238","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Schultes RE","Pulle AA; Lutz BMJ",NA,"1938","11","01","Southern America","Brazil","Rio de Janeiro",NA,"Brazilie. Districto Federal: Barra da Tijuca, Restinga de Jacarepaguá.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1257238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1257238","NL-U1257238",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0254031",NA,NA
"36","2020-11-04 11:07:43-03","ESALQ","ESA","112283","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Flores, T.B.","966.0",NA,NA,NA,NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA112283",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:07:43-03","ESALQ","ESA","70774","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Zacarias, M.S.","54.0","1998","06","26",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA070774",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:07:43-03","ESALQ","ESA","125699","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Quinet, A. & Moreira, F.F.","Quinet, A. ; Moreira, F.F.","713.0","1905","06","24",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,"ESA125699",NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:07:43-03","ESALQ","ESA","1175","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps",NA,NA,"Santos, P.M.O.",NA,"1933","04","25",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA001175",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:07:43-03","ESALQ","ESA","70772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Zacarias, M.S.","52.0","1998","09","30",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA070772",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:07:43-03","ESALQ","ESA","70775","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Zacarias, M.S.",NA,"1998","04","14",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA070775",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:07:43-03","ESALQ","ESA","10710","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Rodrigues, R.R.","Catharino, E.L.M.",NA,"1984","08","01",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA010710",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:07:43-03","ESALQ","ESA","14936","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps",NA,NA,"Barreto, K.D. et al.","948.0","1993","07","26",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA014936",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:07:43-03","ESALQ","ESA","105181","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Ogrzewalska, M. & Uezu, A.","Romão, G.O.","1292.0","2006","04","09",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105181",NA,"48094","auto",NA,NA,NA,NA,"2006","04","13",NA,NA,NA,NA
"45","2020-11-04 11:07:43-03","ESALQ","ESA","718","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps",NA,NA,NA,NA,"1933","04","25",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"ESA000718",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:07:43-03","ESALQ","ESA","115443","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Carnier, F.E.","Lima, D.F.","208.0","2011","04","17",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115443",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:07:43-03","ESALQ","ESA","105106","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.",NA,"Paciencia, M.B.","2352.0","2006","04","07",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105106",NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:07:43-03","ESALQ","ESA","5469","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Kampf, E.","Kampf, E.","187.0","1989","12","12",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA005469",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:07:43-03","ESALQ","ESA","5487","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Kampf, E.","Kampf, E.","67.0","1989","07","27",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA005487",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:07:43-03","ESALQ","ESA","5809","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Joannesia","princeps","Joannesia princeps","Vell.","Catharino, E.L.M.","Catharino, E.L.M.",NA,"1984","08","17",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA005809",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
