"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","fieldNumber"
"11","2021-03-30 12:54:19-03","EAO","IAN","163411","PreservedSpecimen","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf ex Massey","Ferreira, JFS da","1979","11","05","Brasil","Pará","Belém","EMBRAPA. Terra firme.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN163411",NA,NA,NA,NA,NA,"015",NA,NA,NA,"Monocotiledônea",NA,"Southern America",NA,"48462","auto",NA,NA,NA,NA
"12","2021-03-30 12:54:20-03","EAO","IAN","112043","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","Barker, C","1859",NA,NA,"Nigéria",NA,NA,"Dr. Baikies Niger Expedition.",NA,NA,NA,NA,"IAN112043",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Monocotiledônea",NA,"Africa",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:54:20-03","EAO","IAN","112588","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","sc","1961","04","22","Ghana",NA,NA,"Agric. Research Station, Nungua, near type locality.",NA,NA,NA,NA,"IAN112588",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Monocotiledônea",NA,"Africa",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:54:20-03","EAO","IAN","112680","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","sc","1961","04","22","Ghana",NA,NA,"Agric. Research Station., Nungua, Near type locality.","-0.083333","5.666667","-0.083333","5.666667","IAN112680",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Monocotiledônea",NA,"Africa",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:54:20-03","EAO","IAN","63912","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","Louis, J","1936","05","17","Congo Bélgica",NA,NA,"A mais ou menos 800 m, em aval, du jardin botanique d'Eala, rive gauche Ruki.",NA,NA,NA,NA,"IAN063912","IAN063912 IAN063912_e",NA,NA,NA,NA,"1926","370","370",NA,"Monocotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:54:20-03","EAO","IAN","69252","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","Black, GA; Mariano","1951","02","25","Brasil","Rio de Janeiro",NA,"Universidade Rural; km 47.",NA,NA,NA,NA,"IAN069252",NA,NA,NA,NA,NA,"11419",NA,NA,"Belom capim; espiga branca, fina.","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:54:20-03","EAO","IAN","70841","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","Black, GA","1951","08","31","Brasil","Roraima",NA,"Rio Água Boa; Fazenda Bom Intento.","-59.254167","0.737222","-59.254167","0.737222","IAN070841",NA,NA,NA,NA,NA,"13082",NA,NA,"Reptante; cultivada.","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:54:20-03","EAO","IAN","70846","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","Black, GA","1951","08","31","Brasil","Roraima",NA,"Rio Água Boa; Fazenda Bom Intento.","-59.254167","0.737222","-59.254167","0.737222","IAN070846",NA,"Coradin, L",NA,NA,NA,"13088",NA,NA,"Cultivada; erecta; tenra e macia.","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:54:20-03","EAO","IAN","72259","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","Stapf & C.E.Hubb.","Black, GA","1951","10","07","Brasil","Roraima",NA,"Em horto botânico da Fazenda Bom Intento.","-59.254167","0.737222","-59.254167","0.737222","IAN072259",NA,"Coradin, L",NA,NA,NA,"14044",NA,NA,"Capim cultivado.","Monocotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-25 16:51:48-03","UFBA","ALCB","5678","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(K.Schum.) Stapf & Hubb.","Pinto, GCP","1950","12",NA,"Brasil","Bahia","Cruz das Almas","Recôncavo Sul, Sede de Agrostologia da E.A.B","-39.1","-12.666667","-39.1","-12.666667","ALCB017735","ALCB017735","Swallen, JR","1951","09",NA,"635",NA,NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-25 16:51:48-03","UFBA","ALCB","5679","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(K.Schum.) Stapf & Hubb.","Pinto, GCP","1951","06",NA,"Brasil","Bahia","Cruz das Almas","Recôncavo Sul","-39.1","-12.666667","-39.1","-12.666667","ALCB017736","ALCB017736","Swallen, JR","1951","09",NA,"51-360",NA,NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:20:14-03","NBC","NL-BOTANY","L.3811306","PreservedSpecimen","Plantae","Gramineae","Setaria","sphacelata","Setaria sphacelata sericea","(Stapf) Clayton","Pedersen TM","1956","11","21","Paraguay",NA,NA,"Woodland on the bank of The R. Paraná, near the mouth of the Arroyo Atingý. S. Cosme. Dep. Itapúa.",NA,NA,NA,NA,"NL-L3811306","NL-L3811306",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3811306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","Southern America",NA,NA,NA,"Magnoliopsidae","sericea",NA,NA
"23","2020-02-08 10:20:14-03","NBC","NL-BOTANY","WAG.1451850","PreservedSpecimen","Plantae","Gramineae","Setaria","sphacelata","Setaria sphacelata sericea","(Stapf) Clayton","Pedersen TM","1956","11","21","Paraguay",NA,NA,"Woodland on the bank of The R. Paraná, near the mouth of the Arroyo Atingý. S. Cosme. Dep. Itapúa.",NA,NA,NA,NA,"NL-WAG1451850","NL-WAG1451850",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1451850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","Southern America",NA,NA,NA,"Magnoliopsidae","sericea",NA,NA
"24","2020-02-08 10:20:14-03","NBC","NL-BOTANY","L.3811306","PreservedSpecimen","Plantae","Gramineae","Setaria","sphacelata","Setaria sphacelata sericea","(Stapf) Clayton","Pedersen TM","1956","11","21","Paraguay",NA,NA,"Woodland on the bank of The R. Paraná, near the mouth of the Arroyo Atingý. S. Cosme. Dep. Itapúa.",NA,NA,NA,NA,"NL-L3811306","NL-L3811306",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3811306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","Southern America",NA,NA,NA,"Magnoliopsidae","sericea",NA,NA
"25","2020-02-08 10:20:14-03","NBC","NL-BOTANY","WAG.1451850","PreservedSpecimen","Plantae","Gramineae","Setaria","sphacelata","Setaria sphacelata sericea","(Stapf) Clayton","Pedersen TM","1956","11","21","Paraguay",NA,NA,"Woodland on the bank of The R. Paraná, near the mouth of the Arroyo Atingý. S. Cosme. Dep. Itapúa.",NA,NA,NA,NA,"NL-WAG1451850","NL-WAG1451850",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1451850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales","Southern America",NA,NA,NA,"Magnoliopsidae","sericea",NA,NA
"26","2020-11-04 12:18:52-03","ESALQ","ESA","35732","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schum.) Stapf & Hub.","Souza, J.P. et al.","1996","12","15","Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA035732","ESA035732","Boldrini, I.",NA,NA,NA,"918.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"38855","auto",NA,NA,NA,NA
"27","2020-11-04 12:18:52-03","ESALQ","ESA","108773","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata",NA,"Rodrigues, M.E.F.","2008","05","29","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA108773","ESA108773","Rodrigues, M.E.F.",NA,NA,NA,"343.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,"53584","auto",NA,NA,NA,NA
"28","2019-02-15 11:48:27-02","IPA","IPA","31809","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Schulz, G.A.","1979","11","02","Argentina","Chaco","Tres Horquetas",NA,NA,NA,NA,NA,"IPA0031809",NA,"Schulz, G.A.",NA,NA,NA,"19047",NA,NA,"Forrageira.","Plantae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"29","2019-02-15 11:48:27-02","IPA","IPA","14741","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Tenório, E.","1967","05","08","Brasil","Pernambuco","Itambé","Estação Experimental de Itambé, Cultivada.","-35.1128005981445","-7.41028022766113",NA,NA,"IPA0014741",NA,"Tenório, E.","1968","03","11","288",NA,NA,"Inflorescência amarela, tornando-se castanhp quando velha.","Plantae",NA,"Southern America",NA,"24207","auto",NA,NA,NA,NA
"30","2019-02-15 11:48:27-02","IPA","IPA","59661","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","Bona-Nascimento, M.S.; Renoize; Renoize","1999","05","12","Brasil","Piauí","Parnaiba","Fazenda Várzea, localizada em área inundada próxima ao córrego, sendo usada atualmente como área de pastagem artificial e encontrando-se quanto a associatividade como dominate.","-41.7766990661621","-2.90472006797791",NA,NA,"IPA0059661",NA,"Renoize","1998","05",NA,"1381",NA,NA,"Erva ereta. Porte herbáceo. Perene, espécime disponível durante todo o ano. Planta forrageira sendo comestível as folhas, flores, frutos e caule. Alta aceitação por bovinos e média aceitação por caprinos e ovinos.; Vegetação de mata e","Plantae",NA,"Southern America",NA,"25571","auto",NA,NA,NA,NA
"31","2019-11-21 14:43:00-03","UFJF","CESJ","52503","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","M.G. Rezende; R.C.L. Elias","2008","11","22","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,NA,"CESJ052503",NA,"F.M. Ferreira","2009","09","15","246",NA,NA,"Erva ca. 70 cm, campo de altitude, inflorescência verde.","Angiosperma",NA,"América do Sul",NA,"25710","auto",NA,NA,NA,NA
"32","2019-11-21 14:43:00-03","UFJF","CESJ","16351","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","T.Angélica","1979","08","30","Brasil","Minas Gerais","Coronel Pacheco","EMBRAPA","-43.2655982971191","-21.5877990722656",NA,NA,"CESJ016351",NA,NA,"2012",NA,NA,"s.n.",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,"10350","auto",NA,NA,NA,NA
"33","2019-11-21 14:43:00-03","UFJF","CESJ","16312","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","T.Angélica","1979","08","14","Brasil","Minas Gerais","Coronel Pacheco","EMBRAPA","-43.2655982971191","-21.5877990722656",NA,NA,"CESJ016312",NA,NA,"2012",NA,NA,"s.n.",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,"10350","auto",NA,NA,NA,NA
"34","2019-11-21 14:43:00-03","UFJF","CESJ","52503","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","M.G. Rezende; R.C.L. Elias","2008","11","22","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,"CESJ052503",NA,"F.M. Ferreira","2009","09","15","246",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,"25710","auto",NA,NA,NA,NA
"35","2019-11-21 14:43:00-03","UFJF","CESJ","23712","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","L. Krieger; M.C. Brügger","1989","05","23","Brasil","Minas Gerais","Coronel Pacheco","EMBRAPA","-43.2655982971191","-21.5877990722656",NA,NA,"CESJ023712",NA,"L. Krieger","1989","05","26","CESJ23712",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,"10350","auto",NA,NA,NA,NA
"36","2019-11-21 14:43:00-03","UFJF","CESJ","21957","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","UFJF; EMBRAPA","1988","03","28","Brasil","Minas Gerais","São João Del Rei","São Sebastião da Vitória","-44.2616996765137","-21.1355991363525",NA,NA,"CESJ021957",NA,"J.J.M.Valls","1992","05","21","CESJs.n.",NA,NA,NA,"Angiosperma",NA,"América do Sul",NA,"39093","auto",NA,NA,NA,NA
"37","2020-07-02 19:03:30-03","UFJF","CESJ","70073","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","G. Garbin","2009","05","04","Brasil","São Paulo","São Paulo","Parque Anhanguera, próximo ap Hospital Veterinário.","-46.6300010681152","-23.5400009155273",NA,NA,"CESJ070073",NA,"S. Honda","2009","07","07","14",NA,NA,"Beira de estrada, área alterada. Erva cespitosa, 1,5m alt. (2,5m alt. total), alguns nós vináceos; espiga com pilosidade ferrugíneo-dourada, grãos passando do esverdeado ao vináceo. Levantamento preliminar de gramíneas e outras ruderais que oferecem ali","Angiosperma",NA,"América do Sul",NA,"53584","auto",NA,NA,NA,NA
"38","2021-04-07 11:47:43-03","UFMS","CGMS","18287","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) M.B.Moss ex Stapf & C.E.Hubb.","G.A. Damasceno-Junior; A. Guglieri; F.J.M. Caporal; F. Macedo-Alves; E.C. Bertazzoni","2006","12","09","Brasil","Mato Grosso do Sul","Campo Grande","APA do Guariroba.","-54.3897222","-20.5047222","-54,3897222","-20,5047222","CGMS1047582",NA,"A. Guglieri",NA,NA,NA,"4337","625","625","Flor branca. Habitat: Campo inundável (área degradada). Solo arenoso. Relevo fundo de vale com curso d#?#água. Habito: Erva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-20 10:01:41-03","UNICAMP","UEC","108703","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E.Hubb. ex M.B.Moss","Koehler, S; Faria, AD; Mendonça, TG; Anderson, LO; Galvão, JC","1999","07","22","Brazil","São Paulo","Americana","Fazenda do Estado, Brejo.","-47.5","-22.75","-47.5","-22.75","UEC012398","UEC012398","Rodrigues, RS","2015","05","21","99/82",NA,NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-10 09:00:18-03","UFRPE","PEUFR","39747","PreservedSpecimen","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf","B. Sonico",NA,NA,NA,"Brasil","Pernambuco","Itambé",NA,"-35.1125","-7.410556","35º06'45W","07º24'38S","PEUFR039747",NA,"B. Sonico",NA,NA,NA,NA,NA,NA,"Adaptado em clima tropical e subtropical com 800-1200 mm de precipitação anual; grande tendencia de permanecer verde durante a seca; tolera umidade excessiva; temperatura baixa; não tolera geada; bom valor nutritivo, palatável; coord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-19 14:08:55-03","UFRPE","PEUFR","3039","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","E. C. Tenório","1970","10","26","Brasil","Pernambuco","Recife","Bonji","-34.8810997009277","-8.05389022827148",NA,NA,"PEUFR003039",NA,"E. C. Tenório","1971",NA,NA,"1175",NA,NA,NA,NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"42","2019-11-19 14:08:55-03","UFRPE","PEUFR","13","PreservedSpecimen","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss","A. Sarmento","1959","02","21","Brasil","Pernambuco","Recife","Cordeiro","-34.8810997009277","-8.05389022827148",NA,NA,"PEUFR000013",NA,"A. Sarmento","1959",NA,NA,"189",NA,NA,"Cultivado",NA,NA,NA,NA,"18865","auto",NA,NA,NA,NA
"43","2020-05-23 15:29:12-03","UFPB","JPB","3699","PreservedSpecimen","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf","Sousa, MA","1976","04","17","Brasil","Rio Grande do Sul","Guaíba",NA,"-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,"710",NA,NA,NA,"Angiosperma","Monocotyledon","Southern America",NA,"28343","auto",NA,NA,NA,NA
"44","2019-01-17 11:23:45-02","PUCRS","MPUC","1327","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf",NA,"1975","05","19","Brasil","RS","Vacaria",".","-50.9297222","-28.4880556","-50.9297222000","-28.4880556000",NA,NA,"T. Strehl","1975","01","01",NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"45","2019-01-17 11:23:45-02","PUCRS","MPUC","1300","S","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf",NA,"1975","06","19","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"T. Strehl","1975","01","01",NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"46","2019-01-17 11:23:48-02","PUCRS","MPUC","6178","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss",NA,"1988","01","14","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"I.I. Boldrini",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"47","2019-01-17 11:23:48-02","PUCRS","MPUC","6180","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss",NA,"1988","02","23","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"I.I. Boldrini",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"48","2019-01-17 11:23:48-02","PUCRS","MPUC","6179","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss",NA,"1988","01","14","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,"I.I. Boldrini",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"49","2019-01-17 11:23:48-02","PUCRS","MPUC","9971","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss",NA,"2002","01","03","Brasil","RS","Triunfo",".","-51.7180555556","-29.9433333333","-51.7180555556","-29.9433333333",NA,NA,"L. Eggers","2010","01","01",NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"50","2019-01-17 11:23:48-02","PUCRS","MPUC","9973","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss",NA,"2002","01","01","Brasil","RS","Triunfo",".","-51.7180555556","-29.9433333333","-51.7180555556","-29.9433333333",NA,NA,"L. Eggers",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"51","2019-01-17 11:23:48-02","PUCRS","MPUC","9958","S","Plantae","Poaceae","Setaria","sphacelata","Setaria sphacelata","(Schumach.) Stapf & C.E. Hubb. ex M.B. Moss",NA,"2002","01","03","Brasil","RS","Triunfo",".","-51.7180555556","-29.9433333333","-51.7180555556","-29.9433333333",NA,NA,"L. Eggers",NA,NA,NA,NA,NA,NA,NA,NA,"Poales","South America",NA,NA,NA,"Liliopsida",NA,"1",NA
"52","2021-03-16 17:54:39-03","UCS","HUCS","2697","PreservedSpecimen","Plantae","Poaceae","Setaria","anceps","Setaria anceps","Stapf ex Massey","Galvani, R.F.","1985","04","25","Brasil","Rio Grande do Sul","Uruguaiana","Campo Forragicultura","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,"Galvani, R.F.","1985","04","25","s.n.",NA,NA,NA,"Angiospermae","Poales",NA,NA,"93142","auto",NA,NA,NA,NA
