"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","typeStatus","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","relatedCatalogItem"
"11","2019-02-15 11:44:52-02","IPA","IPA","20483","S","Plantae","Plantae",NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Kuhlmann, J.G.","Pessoal do Horto Florestal","s.n.","1927","04","11","Southern America","Brasil","Rio de Janeiro",NA,"Mata do Sylvestre",NA,NA,NA,NA,NA,"Dup. árvore de 8-10 m.","IPA0020483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025967","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","W. R. Anderson","G. Hatschbach; M. Hatschbach, J. M. Silva","61600","1995","1","17",NA,"Brazil","Espirito Santo",NA,"Rod. BR-262, proximo a Vitor Hugo, Rio Jucu Braco Sul (Mun. Domingos Martins) Espirito Santo, Brazil","-40.658705","-20.362786",NA,NA,NA,"PMC - DPP 004; Arvore copada, 12m, petalas alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-12-19 16:36:56-03","UNESP-IBB","BOTUW","709","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb. (ex char.)",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,NA,NA,"BOTUW000709",NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA
"14","2020-12-21 16:32:41-03","MBM","MBM","201086","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","65262",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Castelo","Limoeiro","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"MBM201086","MBM201086",NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:32:41-03","MBM","MBM","171526","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Anderson, W.R.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61600",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo a Vitor Hugo, Rio Jucu Braço Sul","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,"MBM171526",NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:32:41-03","MBM","MBM","194137","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Amorim, A.M.","Costa, L.V.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,NA,NA,"MBM194137","MBM194137",NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-12 16:53:51-03","UFMG","BHCB","18657","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"Pinto, LPS","s.n.","1989","12",NA,"Southern America","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica de Nova Lombardia","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore: dbh 140cm. Altura de 20cm. Sem látex. Tronco liso.","BHCB043540",NA,"2019","23813","auto",NA,NA,"12",NA,NA,NA,NA,NA
"18","2021-02-12 16:53:51-03","UFMG","BHCB","43291","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"Hatschbach, G; Hatschbach, M; Silva, JM","61600","1995","11","17","Southern America","Brasil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo a Vitor Hugo, Rio Jucu Braço","-40.6591987609863","-20.3633003234863",NA,NA,NA,"Árvore copada, 12m, pétalas alvas.; Mata pluvial às margens do rio.","BHCB043538",NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2009-12-05 05:17:00-02","MO","MOBOT","2852420","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 61600","1995",NA,NA,"South America","Brazil","Espírito Santo",NA,"Rod. BR-262, próimo a Vitor Hugo, Rio Jucu Braço Sul (Mun. Domingos Martins). mata pluvial ás mergens do rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2008-05-27 22:02:00-03","MO","MOBOT","2852535","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","J.G. Kuhlmann","* ANTENOR","ANTENOR 26318","1927","12","6","South America","Brazil",NA,NA,"Gunabara, perto do Horto Florestal.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2008-05-27 22:02:00-03","MO","MOBOT","2852726","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","João Geraldo Kuhlmann","Pessoal do Horto Florestal","Pessoal do Horto Florestal 26319","1927",NA,NA,"South America","Brazil",NA,NA,"Estrada da Guanabara, Mata do Sylvestre.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2009-12-05 05:17:00-02","MO","MOBOT","3157595","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","W.R. Anderson","Gert G. Hatschbach|Maria M. Hatschbach|J.M. Silva","Hatschbach 65262","1996",NA,NA,"South America","Brazil","Espírito Santo",NA,"Limoeiro ( Mun. Castelo).",NA,NA,"600.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","10217",NA,"Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","W. R. Anderson/1998","G. Hatschbach; et al","61600","1995","01","17",NA,"Brasil","Espírito Santo","Domingos Martins","Rio Jucu, Braço Sul","-40.6591987609863","-20.3633003234863",NA,NA,NA,"Árvore copada, 12m, pétalas alvas. Mata pluvial ás margens do rio.","MBML010217","MBML010217",NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-25 10:12:49-03","CVRD","CVRD","15958","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Domingos A. Folli","Folli, D.A.","7627","2019","04","30","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096","48","48",NA,"<ll>dwc_commonname:</ll> Massarico","CVRD015958","CVRD015958","2019","48094","auto","Magnoliopsida",NA,"04","30",NA,NA,NA,NA
"25","2021-02-25 10:12:49-03","CVRD","CVRD","224","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","William R. Anderson","Silva, I.A.","37","1978","12","20","América do Sul","BRASIL","ES","Linhares","125m antes do valão.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Massarico","CVRD000224","CVRD000224","1986","48094","auto","Magnoliopsida",NA,"05","23",NA,NA,NA,NA
"26","2020-09-12 05:00:02-03","US","US","1340281","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"L. Riedel","529","1821","11",NA,"South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01874806","US01874806_01 US01874806_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"27","2020-09-12 05:00:02-03","US","US","2650251","PreservedSpecimen","Plantae",NA,"Polygalales","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"Pessoal do Horto Florestal","s.n.","1927","4","11","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Estado da Guanabara, Mata do Sylvestre",NA,NA,NA,NA,NA,NA,"US01874805","US01874805_01 US01874805_02",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA
"28","2021-03-15 18:28:20-03","USP","SPF","129648","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Amorim, AMA","Pirani, JR","4211","1998","03","05",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Encosta oeste. Estrada Santana do Riacho-Lapinha. Mata ciliar.","-43.694722","-19.138056","1090","1090",NA,"Árvore 10 m alt. Frutos imaturos verdes. Freqüente.","SPF00129648","SPF00129648","1999",NA,NA,NA,NA,NA,NA,"-43.694722","-19.138056",NA,NA
"29","2019-10-07 09:31:49-03","UEFS","HUEFS","34136","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"Hatschbach, G.","61600","1995","01","17",NA,"Brasil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo a Vitor Hugo, Rio Jucu Braço Sul.","-40.6591987609863","-20.3633003234863",NA,NA,NA,"Mata pluvial às margens do rio.","HUEFS0034136","HUEFS0034136",NA,"48150","auto","Rosanae",NA,NA,NA,NA,NA,NA,NA
"30","2019-09-04 20:02:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,NA,"F. Sellow",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA,NA,NA,NA,NA
"31","2015-03-07 08:17:49-03","F","FMNH-SEEDPLANTS","V0221427F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221427F","V0221427F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"32","2015-03-07 08:17:49-03","F","FMNH-SEEDPLANTS","V0221428F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0221428F","V0221428F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"33","2015-03-07 08:17:49-03","F","FMNH-SEEDPLANTS","V0221429F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,NA,NA,NA,NA,NA,NA,"South America","Venezuela",NA,NA,NA,"-65.9119","7.0758",NA,NA,NA,NA,"V0221429F","V0221429F_01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"34","2020-07-23 12:11:00-03","CEPLAC","CEPEC","120587","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"E.P. Queiroz","J. L. da Paixão","1163","2007","04","28",NA,"Brasil","Bahia","AMARGOSA","Serra do Timbó. Mata do Centro Sapucaia, área divisa com os Nunes.","-39.15","-13.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W9'0","13S10'0",NA,NA
"35","2020-07-23 12:11:00-03","CEPLAC","CEPEC","137307","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. Francener","V.C.Souza","2161",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-23 12:11:00-03","CEPLAC","CEPEC","146910","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. Francener","M.A. de Assis","22832",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-23 12:11:00-03","CEPLAC","CEPEC","78299","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. M. Amorim","J. G. Kuhlmann","6554","1943","11","30",NA,"Brasil","Espírito Santo",NA,"Pancas Colasino, Rio Doce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"38","2020-07-23 12:11:00-03","CEPLAC","CEPEC","78718","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"W.R. Anderson","G. Hatschbach","61600","1995","01","17",NA,"Brasil","Espírito Santo",NA,"Rod. BR-262, próximo a Vitor Hugo, Rio Jucu Braço Sul., à margen sdo Rio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1995"
"39","2020-07-23 12:11:00-03","CEPLAC","CEPEC","77147","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"W. R. Anderson","G. Hatschbach","65262","1965","08","09",NA,"Brasil","Espírito Santo","castelo","Limoeiro.","-41.184700012207","-20.6035995483398",NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1997"
"40","2020-07-23 12:11:00-03","CEPLAC","CEPEC","78241","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. M. Amorim","J. Spada","164","1973","01","26",NA,"Brasil","Espírito Santo","LINHARES","Reserva Florestal de Linhares - Companhia Vale do Rio Doce, próximo a Estrada 142 Talhão- 403.","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"41","2020-07-23 12:11:00-03","CEPLAC","CEPEC","132259","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. Francener","F. Z. Saiter","285","2006","06","15",NA,"Brasil","Espírito Santo","SANTA TERESA","Estação Biológica de Santa Lúcia.. Próximo ao portão da EBSL.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,"06/12/2013"
"42","2020-07-23 12:11:00-03","CEPLAC","CEPEC","102610","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. Francener","R. R. Vervloet","1813","2003","02","12",NA,"Brasil","Espírito Santo","SANTA TERESA","Nova Lombardia. Reserva Biológica Augusto Rischi. Trilha da Educação Ambiental.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,"05/12/2013"
"43","2020-07-23 12:11:00-03","CEPLAC","CEPEC","78348","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. M. Amorim","G. Martinelli","10947","1985","05","10",NA,"Brasil","Espírito Santo","SANTA TERESA","Reserva Biológica de Nova Lombardia, Picadas da Cachoeira.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1998"
"44","2020-07-23 12:11:00-03","CEPLAC","CEPEC","78343","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. Francener","G. Martinelli","10822","1971","06","02",NA,"Brasil","Minas Gerais","ITAMONTE","Parque Nacional de Itatiaia. Estrad apara Agulhas Negras.","-44.8699989318848","-22.283899307251",NA,NA,NA,NA,NA,NA,NA,"26914","auto",NA,NA,NA,NA,NA,NA,NA,"06/12/2013"
"45","2020-07-23 12:11:00-03","CEPLAC","CEPEC","121335","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. Francener","W. da Silva","9","2001","03","19",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Alto do Monjolo.","-43.451099395752","-22.7591991424561",NA,NA,NA,"<ll>dwc_commonname:</ll> Muricí",NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,"06/12/2013"
"46","2020-07-23 12:11:00-03","CEPLAC","CEPEC","121213","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia",NA,"A. Francener","M. G. Bovini","2175","2002","04","25",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Distrito de Tinguá. Reserva Biológica, estrada entre a represa de Serra Velha e a represa de reunião.","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA,NA,"06/12/2013"
"47","2019-12-20 18:46:35-03","UFSJ","HUFSJ","10657","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Anderson, WR","Silva, IA","37","1948","12","20",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale, 125 m antes do valão.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Arbóreo, terrestre com 20 m e 11 m de fuste, com CAP 109,96 e com diâm. de copa 7, flor branco rajada e botões creme.","HUFSJ010657",NA,"1986","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-08-20 20:39:44-03","UFSC","FLOR","29167","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Anderson, W.R.","Hatschbach, G.; Hatschbach, M. & Silva, J.M.","61600","1995","01","17",NA,"Brasil","Espírito Santo","Domingos Martins","Rod. BR-262, próximo a Vito Hugo, Rio Jucu Braço Sul.","-40.6591987609863","-20.3633003234863",NA,NA,NA,"árvore copada, pétalas alvas, 12m altura","FLOR0029167",NA,"1998","48150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 16:27:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"Pohl, JBE","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Rio Preto","Pernambuco in districtu Rio Preto","-43.83","-22.09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.83","-22.09",NA,NA
"50","2017-09-11 16:27:39-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"In prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:08:29-03","IBt","SP","349780","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Leitão Filho, HF; Rodrigues, RR; Cardoso Leite, E; Lisboa, MLG; Goldenberg, R; Grecco, MDN; Teixe","34555","1996","01","31",NA,"Brasil","São Paulo","Ubatuba","Condomínio Edifício Laranjeiras, Fazenda Santa Maria","-44.681389","-23.328889",NA,NA,NA,NA,"SP015456","SP015456","2010",NA,NA,NA,NA,"09",NA,"-44.681389","-23.328889",NA,NA
"52","2019-11-21 10:08:29-03","IBt","SP","30241","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","perseifolia","Byrsonima perseifolia","Griseb.","Mamede, MCH","Kuhlmann, JG","CLTE542","1914","12",NA,NA,"Brasil","Mato Grosso",NA,"Rio Arinos. Terra firme",NA,NA,NA,NA,NA,NA,"SP015785",NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
