"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","484062","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","E. P. Killip","G. Tessmann","3194",NA,NA,NA,"South America","Peru","Ucayali","Coronel Portillo","Middle Ucayali, Yarina cocha.",NA,NA,"sheet","Number on sheet above New York Botanical Garden diamond - 3717 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=142985' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484062","Mast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","484021","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","L. K. Escobar","F. J. Fernández Casas","FC6020","1982","02","07","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, base del Cerro Muralla.","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=142978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484021","Mast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:23-03","UNESP-IBB","BOTU","16885","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Azevedo, M.L.M.","Gemtchújnicov, I.D.",NA,"1972","12","21",NA,"Brasil","Pará","Boa Vista",NA,NA,NA,NA,NA,"BOTU016885","Mast.",NA,NA,NA,"2007","01","16","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:25:38-03","PUCPR","HUCP","20445","S","Plantae","Eudicotiledonea",NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Cordeiro, J; Bolson, M","Bolson, M","244","2008","12","12",NA,"Paraguay","Concepción","Belén",NA,NA,NA,NA,NA,"HUCP00016500","Mast.",NA,NA,"HUCP00016500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-02 16:29:06-03","CPAN-UFMS","COR","11112","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Damasceno-Júnior, G. A.","Damasceno-Júnior, G. A.; Velasques, J. S.; Urquiza, M. V. & Carvalho, T. L.","2859","2002","02","06",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Paraíso","800","800",NA,"Trepadeira; fruto preto; folhas com máculas claras Habito: Trepadeira",NA,"Mast.","-57.594722","-19.199722",NA,NA,NA,NA,"57º35'41''W","19º11'59''S",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-02 16:29:06-03","CPAN-UFMS","COR","10831","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Damasceno Júnior, G. A.","Damasceno Júnior, G. A. & Velasques, J. S.","2194","2001","02","06",NA,"Brasil","Mato Grosso do Sul","Ladário","Morro Santa Cruz - rancho do Sr. Buguinho","400","400",NA,"Trepadeira; flor creme; fruto preto; nervuras principal e secundárias bem mais claras que o limbo Habito: Trepadeira",NA,"Mast.","-57.584722","-19.182778",NA,NA,NA,NA,"57º35'5''W","19º10'58''S",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:09:07-03","CPAN-UFMS","COR","8626","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"Damasceno Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","3138","2001","11","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Reserva indígena Guató - Trilha do Carandá","90","90",NA,"Trepadeira Habito: Trepadeira",NA,"Mast.","-57.722222","-17.568056",NA,NA,NA,NA,"57º43'20''W","17º34'5''S",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-26 18:09:07-03","CPAN-UFMS","COR","16617","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"G.A. Damasceno-Junior; J.N. Nakajima.; R. Romero; V.J. Pott;","3138","2001","11","26",NA,"Brasil","Mato Grosso do Sul","Corumbá","Reserva indígena Guató; Trilha do Carandá. Mata semidecidua.",NA,NA,NA,NA,NA,"Mast.","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA
"19","2020-02-08 09:56:31-03","NBC","NL-BOTANY","L.4304712","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","MacDougal JM","Ule EHG",NA,"1902","10","01","Southern America","Peru","Loreto",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4304712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4304712","Mast.",NA,NA,"NL-L4304712",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0796567",NA,NA,NA,NA
"20","2020-02-08 09:56:31-03","NBC","NL-BOTANY","U 0141950","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","MacDougal JM","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"1983","03","18","Southern America","Paraguay","Amambay",NA,"Paraguay. Dept. Amambay; Parque Nacional Cerro Cora.",NA,NA,NA,"Semi-deciduous forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200141950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0141950","Mast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 09:56:31-03","NBC","NL-BOTANY","U.1600613","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","MacDougal JM","Gentry AH; Solomon JC; Zardini EM",NA,"1984","01","15","Southern America","Bolivia","La Paz",NA,"Bolovia. Dpto. La Paz. Prov. Nor Yungas. Below San Pedro, Yolosa-Caranavi road, valley of Rio Coroico.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1600613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1600613","Mast.",NA,NA,"NL-U1600613",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0256855",NA,NA,NA,NA
"22","2020-02-08 09:56:31-03","NBC","NL-BOTANY","U.1600626","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","MacDougal JM","Lindeman JC; Haas JH de; Hatschbach GG",NA,"1967","01","20","Southern America","Brazil","Paraná",NA,"Paraná. By road from Icaraima to Pôrto Camargo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1600626 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1600626","Mast.",NA,NA,"NL-U1600626",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0256892",NA,NA,NA,NA
"23","2020-02-08 09:56:31-03","NBC","NL-BOTANY","U.1601873","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Jørgensen PM","Escobar LA de; Solomon JC",NA,"1984","10","05","Southern America","Bolivia","La Paz",NA,"Abajo de Chuspipata hacia Coroico.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1601873 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1601873","Mast.",NA,NA,"NL-U1601873",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0256859",NA,NA,NA,NA
"24","2020-02-08 09:56:31-03","NBC","NL-BOTANY","U.1601874","PreservedSpecimen","Plantae",NA,"Malpighiales","Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Jørgensen PM","Escobar LA de; Solomon JC",NA,"1984","10","05","Southern America","Bolivia","La Paz",NA,"Abajo de Chuspipata hacia Coroico.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1601874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1601874","Mast.",NA,NA,"NL-U1601874",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0256860",NA,NA,NA,NA
"25","2020-11-04 12:17:56-03","ESALQ","ESA","45593","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Miliward, M.","Souza, V.C.; Souza, J.P.; Astorino, A.; Rezende, M.M.","15515.0","1997","04","24",NA,"Brasil","Mato Grosso","Marcelândia","BR-080. Cerca de 100 Km de Matupá em direção ao Rio Xingu. Savana arborizada (cerrado), parcialmente utilizada como pasto.",NA,NA,NA,"Trepadeira; flores alvas","ESA045593",NA,NA,"-10.45","ESA045593","2006",NA,NA,"-54,166,667","-10.45",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 12:17:56-03","ESALQ","ESA","15669","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Milward, M.","Souza, V.C. et al.","5779.0","1994","04","16",NA,"Brasil","São Paulo","Pindorama",NA,NA,NA,NA,NA,"ESA015669",NA,"-48.9000015258789","-21.1800003051758","ESA015669","2006",NA,NA,NA,NA,"14884","auto",NA,NA,NA,NA,NA,NA
"27","2020-11-04 12:17:56-03","ESALQ","ESA","26121","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Bernacci, L.C.","Souza, V.C.; Souza, J.P.; Ivanauskas, N.M.; Duarte, A.R.; Eterovic, A.; Marques, O.A.V.","11025.0","1996","04","11",NA,"Brasil","São Paulo","Itanhaém","Ilha da Queimada Grande",NA,NA,NA,"Trepadeira; flores alvas com corona com base roxo-escura. Beira de mata.","ESA026121",NA,"-46.7799987792969","-24.1800003051758","ESA026121","2003",NA,NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 12:17:56-03","ESALQ","ESA","100383","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","Vitta, F.","Bertoncini, A.P.","963.0","1998","12","16",NA,"Brasil","São Paulo","Avaí",NA,NA,NA,NA,NA,"ESA100383",NA,"-49.3300018310547","-22.1399993896484","ESA100383",NA,NA,NA,NA,NA,"23140","auto",NA,NA,NA,NA,NA,NA
"29","2021-03-12 01:36:02-03","UFPI","TEPB","22000","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","A. C. Cervi","A. A. Santos",NA,"1998","05","06",NA,"Brasil","Goiás","Niquelândia","Vale do Rio Maranhão, ao sul da cidade de de Uruaçu. Reservatório em formação do AHE Serra da Mesa","450","450",NA,"Liana sobre Attalea speciosa, estamos alvos, anteras roxas. Cálice verde-amarelado. Folhas novas vináceas. Ambiente: Mata Seca/semidecídua",NA,"Mart.","-48.4597015380859","-14.4738998413086",NA,"1998","08","11",NA,NA,"74171","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:24:35-03","CPAP","CPAP","23886","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"Pott, A.","11500","2004","03","17",NA,"Brasil","MS","Campo Grande","Fazenda Modelo (Embrapa)","500","500",NA,"Trepadeira. Flor esbranquiçada. Fruto preto..germoplasma, fruto para fauna..Esparsa..Vegetação secundária (regeneração) de cerrado. Solo: argiloso.. Relevo: suave ondulado",NA,"Mast.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,NA,NA,"161190","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:24:35-03","CPAP","CPAP","25482","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","A. C. Cervi","Pott, V. J.","6034","2002","11","25",NA,"Brasil","MS","Campo Grande","Embrapa, próximo à casa 5, cerca de 600m da guarita.","510","510",NA,"Trepadeira; . Frequente. Flor branca e fruto maduro, preto. Ceca em pastagem de Brachiaria, quintal abaixo do mangueiral. Solo: argiloso.. Relevo: plano. <ll>dwc_commonname:</ll> Maracujazinho",NA,"Mast.","-54.718167","-20.445278",NA,"2004","02","17","54°43'05,4W","20°26'43S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:24:35-03","CPAP","CPAP","13433","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"Pott, A.","7058","1995","03","18",NA,"Brasil","MS","Miranda","Próximoa turbina da Secção Bodoquena, fazenda Bodoquena S.A., Serra da Bodoquena","350","350",NA,"Trepadeira. FLOR: . FRUTO: . INTERESSE: Frutífera. FREQUÊNCIA: Ocasional. AMBIENTE: Mata ciliar. SUBSTRATO: solo argiloso. RELEVO: vale em ondulado.",NA,"Mast.","-56.983333","-19.866667",NA,NA,NA,NA,"56°59' W","19°52' S",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:24:35-03","CPAP","CPAP","15366","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","A. C. Cervi","Pott, A.","7750","1996","04","28",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia: Pantanal - Estação Ecológica Nhumirim","90","90",NA,"Trepadeira. Algumas folhas com mancha prateada. FLOR: . FRUTO: . INTERESSE: Ornamental, fruto p/ fauna.. FREQUÊNCIA: Rara. AMBIENTE: Borda de cerradão. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,"Mast.","-56.65","-18.983333",NA,"1996",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:24:35-03","CPAP","CPAP","15372","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","A. C. Cervi","Pott, A.","7756","1996","04","28",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia: Pantanal - Estação Ecológica Nhumirim","90","90",NA,"Trepadeira. FLOR: estéril.. FRUTO: preto. INTERESSE: Fruto p/ fauna.. FREQUÊNCIA: Rara. AMBIENTE: Capão de cerradão, transição com caronal (Elyonurus). SUBSTRATO: solo arenoso. RELEVO: plano.",NA,"Mast.","-56.65","-18.983333",NA,"1996",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:24:35-03","CPAP","CPAP","15878","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"Pott, V. J.","3262","1996","11","08",NA,"Brasil","MS","Corumbá","Morro São Domingos, 10Km da entrada de Maria Coelho",NA,NA,NA,"Trepadeira. FLOR: branca. Corona de cor rosa claro. FRUTO: ainda verde. INTERESSE: Ornamental. FREQUÊNCIA: Ocasional. AMBIENTE: Borda de mata. SUBSTRATO: solo de minério de Fe. RELEVO: fortemente inclinado.",NA,"Mast.","-57.572222","-19.261667",NA,NA,NA,NA,"57°34'20'' W","19°15'42'' S",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:24:35-03","CPAP","CPAP","18897","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"Soares, C. R. A.","117","1997","01","27",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","90","90",NA,"Trepadeira. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo arenoso. RELEVO: plano.",NA,"Mast.","-57.65","-18.983333",NA,NA,NA,NA,"57°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 10:24:35-03","CPAP","CPAP","21343","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","M. A. M. Azevedo","Jesus, E. M.","499","2009","04","01",NA,"Brasil","MS","Corumbá","Assentamento Tamarineiro II Sul - sítio Sr. Albino - lote-92 - trilha 3","153","153",NA,"Liana 1m~. FLOR: branca roxeada. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Rara. AMBIENTE: Mata beira da estrada. SUBSTRATO: solo argiloso. RELEVO: plano. <ll>dwc_commonname:</ll> Maracuja",NA,"Mast.","-57.7875","-19.108611",NA,"2011","07",NA,"57°47'15'' W","19°06'31'' S",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:24:35-03","CPAP","CPAP","13758","PreserverdSpecimen","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","A. C. Cervi","Hatschbach, G.","58887","1993","02","11",NA,"Brasil","MS","Bela vista","Rodovia BR-060, 40 km N de Bela Vista",NA,NA,NA,"Escandente. FLOR: alva. cálice exterior esverdeado. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: . RELEVO: .",NA,"Mast.","-56.5210990905762","-22.1089000701904",NA,"1993",NA,NA,NA,NA,"66197","auto",NA,NA,NA,NA,NA,NA
"39","2015-07-02 14:03:39-03","JBP","HPL","2003","S","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","L.C. Bernacci","R. Tsuji , L.C. Bernacci & E.Franco","664","2004","11","19",NA,"Brasil","MT","Alto Araguaia","Nas próximidades da cidade em beira de estrada.",NA,NA,NA,NA,NA,"Mast.","-53.2153","-17.3147",NA,"2004","11","19",NA,NA,"100273","auto",NA,NA,NA,NA,NA,NA
"40","2015-07-02 14:55:40-03","JBP","HPL","2731","S","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","R. Tsuji","R. Tsuji, L.C. Bernacci & E. Franco","664","2004","11","19",NA,"Brasil","MT","Alto Araguaia","Sentido Rondonópolis.","719","719",NA,NA,NA,"Mast,","-53.324861","-17.2205",NA,"2004","11","19","53° 19' 29,5 W","17° 13' 13,8 S",NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-07-02 14:55:40-03","JBP","HPL","2795","S","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","R. Tsuji","R. Tsuji, L.C. Bernacci & E. Franco","769","2004","11","21",NA,"Brasil","MT","Nobres","BR 364 , rodovia Cuiába-Santarém.","205","205",NA,NA,NA,"Mast,","-56.323722","-14.743667",NA,"2004","11","21","56° 19' 25,4 W","14° 44' 37,2 S",NA,NA,NA,NA,NA,NA,NA,NA
"42","2015-07-02 14:03:39-03","JBP","HPL","7431","S","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis","L.C. Bernacci","L.C.Bernacci, H. Lorenzi et al.","4153","2006","03","26",NA,"Brasil","AC","Capixaba","Coletado nas proximidades do Assentamento São Luís do Remanso, depois da bifurcação, para colocação do estrangeiro, a partir do km100 da Rodovia do Pacífico; -10.509500 N; -67.846167 L; 247m. W 67° 50' 46,2; S 10° 30' 34,2.",NA,NA,NA,NA,NA,NA,"-67.6756","-10.5728",NA,"2006","03","26",NA,NA,"45833","auto",NA,NA,NA,NA,NA,NA
"43","2016-02-02 14:38:51-02","BGBM","B","B 10 0184897","S","Plantae",NA,NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"Pabst","7068",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100184897 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100184897",NA,NA,NA,"B100184897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-02-15 11:47:07-02","IPA","IPA","41019","S","Plantae","Plantae",NA,"Passifloraceae","Passiflora","tricuspis","Passiflora tricuspis",NA,"Gardner","631","1839",NA,NA,"Southern America","Brasil","Ceará",NA,"Serra do Araripe",NA,NA,NA,NA,"IPA0041019","Mast.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
