"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","fieldNumber","individualCount","typeStatus"
"143","2019-05-06 11:52:55-03","UFU","HUFU","68288","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romão, G.O.; Latvis, M. & Gissi, D.","2648","2010","04","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Paque Nacional da Serra da Canastra, Estrada para Sacramento, redondeza de nascente do rio São Francisco.","-46.446389","-20.243333",NA,"Subarbusto 40 cm alt.; capitulos arroxeados.; Campo.","HUFU00044148","HUFU00044148","1354","1354","-46.446389","-20.243333",NA,NA,"2016","03",NA,NA,NA,NA,NA
"144","2019-05-06 11:52:55-03","UFU","HUFU","68291","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romão, G.O.; Latvis, M. & Gissi, D.","2643","2010","04","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Paque Nacional da Serra da Canastra, Estrada para Sacramento, redondeza de nascente do rio São Francisco.","-46.446389","-20.243333",NA,"Subarbusto, 40 cm alt.; capítulos azulados.; Campo.","HUFU00044147","HUFU00044147","1354","1354","-46.446389","-20.243333",NA,NA,"2016","03",NA,NA,NA,NA,NA
"145","2019-05-06 11:52:55-03","UFU","HUFU","68292","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romão, G.O.; Latvis, M. & Gissi, D.","2631","2010","04","10",NA,"Brasil","Minas Gerais","São Roque de Minas","Paque Nacional da Serra da Canastra, Estrada para Sacramento, redondeza de nascente do rio São Francisco.","-46.446389","-20.243333",NA,"Subarbusto, 40 cm alt.; capítulos roxos.; Campo.","HUFU00044149","HUFU00044149","1354","1354","-46.446389","-20.243333",NA,NA,"2016","03",NA,NA,NA,NA,NA
"146","2019-05-06 11:52:55-03","UFU","HUFU","68668","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Esteves; Roberto, L.","Duarte, A.P.","2635","1950","04","19",NA,"Brasil","Minas Gerais",NA,"Parque Nacional da Serra do Cipó, Km 129.",NA,NA,NA,"Planta de campo alto. Não muito frequente. com capítulos arroxeados.; Solo seco mais ou menos pedregoso.","HUFU00070632","HUFU00070632","1260","1260",NA,NA,NA,NA,"2005","04",NA,"22",NA,NA,NA
"147","2019-05-06 11:52:55-03","UFU","HUFU","70702","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Contro, F.L.","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","88","2015","06","30",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, Estrada para Conceicao do Mato Dentro, aprox. Km 123.","-43.501944","-19.223889",NA,"Subarbusto, 1m altura. Bracteas involucrais verdes com apice castanho.; Campo rupestre.","HUFU00070605","HUFU00070605","1342","1342","-43.501944","-19.223889",NA,NA,"2015","08",NA,NA,NA,NA,NA
"148","2019-05-10 16:39:36-03","UFU","HUFU","70775","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Contro, F.L.; Romero, R.; Versiane, A.F.A.; Fontelas, J.C. & Vital, L.P.","161","2015","07","03",NA,"Brasil","Minas Gerais",NA,"Serra do cipó, RPPN Brumas do Espinhaco, estrada para a sede a aprox. 400m da porteira.","-43.706944","-19.064722",NA,"Subarbusto, 0,5m altura. Bracteas involucrais verdes com apice castanho, corola e ramos do estilete arroxeados.; Campo limpo.","HUFU00070759","HUFU00070759","1174","1174","-43.706944","-19.064722",NA,NA,"2019","04",NA,NA,NA,NA,NA
"149","2020-11-27 11:33:11-03","UFU","HUFU","73342","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Pirani, J.R.; Marcato, A.C.; Forzza, R.C.; Rapini, A. & Assis, M.C.","4169","1998","03","03",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra da Carapina, Serra Talhada na folha IBGE, setor N da Serra do Cipó","-43.683333","-18.916667",NA,"Subarbusto, 50 cm alt. pouco ramoso, delgado, ao sol.","HUFU00070130",NA,"1180","1260","-43.683333","-18.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-11-27 11:33:11-03","UFU","HUFU","73471","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Sales, G.M.; Rodrigues, D.H.D.","01","2009","01","13",NA,"Brasil","Minas Gerais",NA,"PESB, Campinho (casa do pesquisador)",NA,NA,NA,"Arbsuto, 1,6m. Folhas verdes, opostas cruzadas, tronco áspero marrom, flroes roxas com estames brancos.; Borda da mata, ambiente úmido.","HUFU00071198","HUFU00071198",NA,NA,NA,NA,NA,NA,"2017","06",NA,NA,NA,NA,NA
"151","2019-05-06 11:52:55-03","UFU","HUFU","74442","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Lopes, I.T.F.V.; Hemsing, P.K.B.; Oliveira, L.F.A. & Romero, R.","218","2017","05","02",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Estrada da Serra de Ouro Branco. Estrada do parque","-43.644444","-20.505278",NA,"Herbácea, 0,50m, brácteas verdes, ápoice vináceo, flores e ramos do estilete liláses.; Campo rupestre","HUFU00072239","HUFU00072239","1289","1289","-43.644444","-20.505278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-05-06 11:52:55-03","UFU","HUFU","74473","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.",NA,"Lopes, I.T.F.V.; Hemsing, P.K.B.; Oliveira, L.F.A. & Romero, R.","237","2017","05","04",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco, Trilha atrás da antena.","-43.696389","-20.488889",NA,"Subarbusto, ca, de 0,70 m. Ápice das brácteas vináceo, flores róseas, ramos de estilete lilases","HUFU00072243","HUFU00072243","1344","1344","-43.696389","-20.488889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-08-08 09:59:14-03","UFU","HUFU","79406","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Silva, F.O.C.; Cantarim, G.F.","Fontelas, J.C.; Godoi, M.V.S.; Bertolini, M.A. & Brito, R.S.","243","2019","04","25",NA,"Brasil","Minas Gerais","Diamantina","Rodovia MG-367, Ca. de 12 km S de Diamantina. Próximo ao asfalto.","-43.754444","-18.292222",NA,"Arbusto ca. 1,30m. Brácteas invol. verdes, flores lilases.; Campo rupestre","HUFU00076882",NA,"1329","1329","-43.754444","-18.292222",NA,NA,"2019","07",NA,NA,NA,NA,NA
"154","2021-01-25 11:52:34-03","UFU","HUFU","79758","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Costa, M.T.R.","1644","2019","03","30",NA,"Brasil","Minas Gerais","São João del-Rei","Serra do Lenheiro, Perto do topo da Serra.","-44.494444","-21.221667",NA,"Arbusto, ca. 0,4 m. Frutos.","HUFU00077705",NA,"1208","1208","-44.494444","-21.221667",NA,NA,"2020","11",NA,NA,NA,NA,NA
"155","2019-05-06 11:52:55-03","UFU","HUFU","34317","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Ferreira, F.M.; Ferreira, R.M.","165","2002","06","23",NA,"Brasil","Minas Gerais","Baependi","Toca dos Urubus","-44.8899993896484","-21.9589004516602",NA,"Subarbusto, ca. 0,8 m. Capítulos de pardo a creme.; Campo rupestre.","HUFU00044138","HUFU00044138",NA,NA,NA,NA,"29865","auto","2016","03",NA,NA,NA,NA,NA
"156","2019-05-06 11:52:55-03","UFU","HUFU","48361","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Bernardes, P.H.N.; Nakajima, J.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","163","2007","05","22",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para Pedreira próximo a cachoeira da rodovia.","-46.0499992370605","-20.6152992248535",NA,"Subarbusto, ca. 0,5 m. Brácteas involucrais-nigrescentes, corola e estaes lilás.; Campo rupestre.","HUFU00057533","HUFU00057533",NA,NA,NA,NA,"29474","auto","2016","03",NA,NA,NA,NA,NA
"157","2019-05-06 11:52:52-03","UFU","HUFU","26631","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Volpi, R.L. & Pacheco, R.A.","6252","2002","04","10",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para Casa Branca, Fazenda Paraíso, Sete Cidades.","-46.8539009094238","-20.343900680542",NA,"Subarbusto 0,8 m. Brácteas esverdeadas, corola lilás.; Campo rupestre.","HUFU00057521","HUFU00057521",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"158","2019-05-06 11:52:52-03","UFU","HUFU","31008","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Volpi, R.L.; Romero, R.; Nakajima, J.N.; Pacheco, R.A. & Faria, C.A.","580","2003","03","12",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para Casinha Branca, Cidade de Pedras.","-46.8539009094238","-20.343900680542",NA,"Arbusto 0,6 m. Brácteas verdes, corola e ramos do estilete arroxeados.; Cerrado rupestre.","HUFU00057529","HUFU00057529",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"159","2019-05-06 11:52:52-03","UFU","HUFU","31028","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Volpi, R.L.; Romero, R.; Nakajima, J.N.; Pacheco, R.A. & Faria, C.A.","595","2003","03","12",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para Casinha Branca, Trilha ''Muro de Pedras''.","-46.8539009094238","-20.343900680542",NA,"Subarbusto 0,4 m. Brácteas verdes, corola arroxeada.; Campo rupestre.","HUFU00057526","HUFU00057526",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"160","2019-05-06 11:52:52-03","UFU","HUFU","31058","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Pacheco, R.A.; Romero, R.; Nakajima, J.N.; Volpi, R.L. & Faria, C.A.","476","2003","03","10",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda Água da Serra, Trilha ``Escada de Pedras``.","-46.8539009094238","-20.343900680542",NA,"Subarbusto ca. de 1,5 m. Brácteas involucrais creme, corola ramos do estilete lilás.; Campo rupestre.","HUFU00057528","HUFU00057528",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"161","2019-05-06 11:52:52-03","UFU","HUFU","31143","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Volpi, R.L.; Pacheco, R.A. & Faria, C.A.","3478","2003","03","13",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda Águas da Serra, Trilha das cachoeiras.","-46.8539009094238","-20.343900680542",NA,"Herbácea 1 m. Brácteas involucrais esverdeadas, corola e ramos do estilete lilás.; Campo rupestre.","HUFU00057527","HUFU00057527",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"162","2019-05-06 11:52:52-03","UFU","HUFU","26724","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Pacheco, R.A.; Volpi, R.L.; Romero, R. & Nakajima, J.N.","140","2002","04","11",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda Zé Antunes, Trilha Casinha Branca.","-46.8539009094238","-20.343900680542",NA,"Subarbusto com 0,5 m. Brácteas involucrais creme, corola lilás.; Campo rupestre.","HUFU00057523","HUFU00057523",NA,NA,NA,NA,"41380","auto","2016","03",NA,NA,NA,NA,NA
"163","2019-05-06 11:52:55-03","UFU","HUFU","55200","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Borges, R.","Borges, R.A.X.; Saavedra, M.M.; Forzza, R.C.; Ferreira, F.M.; Avelar, M. & Nunes, J.V.","155","2006","07","01",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Arbusto, ca. 1 m. Pouco ramificado, folhas levemente discolores, com brácteas castanhas, papus alvo, ramos do estilete lilases.; Campo rupestre de slo quartzítico, em grande afloramento com granulosidade. Próximo à candeial, com mui","HUFU00044154","HUFU00044154",NA,NA,NA,NA,"30417","auto","2007",NA,NA,NA,NA,NA,NA
"164","2019-05-06 11:52:55-03","UFU","HUFU","8387","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & César, R.","2024","1995","03","19",NA,"Brasil","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra, Estrada da Serra das Sete Voltas.","-47.439998626709","-19.8652992248535",NA,"Herbáceo, ca. 0,8 m. Brácteas verdes, ápice vinho, corola lilás.; Campo rupestre.","HUFU00057512","HUFU00057512",NA,NA,NA,NA,"69737","auto","1998","05",NA,NA,NA,NA,NA
"165","2019-05-06 11:52:55-03","UFU","HUFU","8108","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.; Zanini, E. & César, R.","1838","1995","03","16",NA,"Brasil","Minas Gerais","Sacramento","Parque Nacional da Serra da Canastra, Próximo à guarita de Sacramento.","-47.439998626709","-19.8652992248535",NA,"Subarbusto, ca. 0,5 m. Brácteas esverdeadas, corola lilás e estigmas brancos.; Borda de cerrado.","HUFU00057515","HUFU00057515",NA,NA,NA,NA,"69737","auto","1998","05",NA,NA,NA,NA,NA
"166","2019-05-06 11:52:55-03","UFU","HUFU","73345","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Campos, M.T.V.A.","Pirani, J.R.; Giulietti, A.M.; Coffani-Nunes, J.V.; Parra-Lazzari, L.; Meguro, M. & Vitta, F.A","11927","1991","03","24",NA,"Brasil","Minas Gerais","Santana do riacho","Próximo à estátua do velho Juca., Ekevação com campo rupestre.","-43.7144012451172","-19.1688995361328",NA,"Erva, 40 cem alt.; heliófila, em solo arenoso entra rochas. Invólucro do capítulo verde com ápice rosa. Corola e estigmas lilás-claro.; Solo arenoso com blocos rochosos aflorando.","HUFU00070127",NA,NA,NA,NA,NA,"26557","auto","1992",NA,NA,NA,NA,NA,NA
"167","2019-05-06 11:52:55-03","UFU","HUFU","5510","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","835","1994","04","16",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,"Herbácea, ca. 0,5 m. Brácteas vinho, corola e estigma rosa.; Campo rupestre.","HUFU00057516","HUFU00057516",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA
"168","2019-05-06 11:52:55-03","UFU","HUFU","5479","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N. & Guilherme, F.A.G.","828","1994","04","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Beira da estrada.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,5 m. Brácteas vinho, corola e estames lilás.","HUFU00057511","HUFU00057511",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA
"169","2019-05-06 11:52:55-03","UFU","HUFU","5749","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.","1029","1994","06","26",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Primeiro morro próximo à sede.","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,60 m. Brácteas verdes, corola e estigma lilás.; Campo rupestre.","HUFU00057514","HUFU00057514",NA,NA,NA,NA,"57119","auto","1998","05",NA,NA,NA,NA,NA
"170","2019-05-06 11:52:52-03","UFU","HUFU","12509","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; Nakajima, J.N.","3472","1996","05","25",NA,"Brasil","Minas Gerais","São Roque de Minas","Serra Brava","-46.3657989501953","-20.2453002929688",NA,"Subarbusto, ca. 0,4 m. Brácteas esverdeadas a vinho, corola com tubo esverdeado, lacínios e estigmas lilás.; Campo rupestre.","HUFU00057519","HUFU00057519",NA,NA,NA,NA,"57119","auto","1998",NA,NA,NA,NA,NA,NA
"171","2019-05-06 11:52:55-03","UFU","HUFU","52276","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Borges, R.","Ferreira, F.M.; Ferreira, R.M.","62","2002","05","04",NA,"Brasil","Minas Gerais","São Tomé das Letras","Fazenda dos Correia, Paredão.","-44.9852981567383","-21.7222003936768",NA,"Subarbusto, ca. de 40 cm. Flores roxas, brácteas involucrais verdes.; Campo muito pedregoso.","HUFU00044152","HUFU00044152",NA,NA,NA,NA,"16076","auto","2007","04",NA,"15",NA,NA,NA
"172","2019-05-06 11:52:52-03","UFU","HUFU","20251","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Lemos, M.T.O.","s.n.","1998","12","04",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Vereda 2, lado direito, meio.","-48.2771987915039","-18.9186000823975",NA,"Arbusto.; Vereda.","HUFU00044139","HUFU00044139",NA,NA,NA,NA,"58223","auto","2016","03",NA,NA,NA,NA,NA
"173","2019-05-06 11:52:55-03","UFU","HUFU","36789","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Romero, R.; et al.","7040","2004","04","01",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Arbusto. Brácteas verdes a avermelhadas, ramos do filete roxo.; Campo cerrado.","HUFU00044146","HUFU00044146",NA,NA,NA,NA,"58223","auto","2016","03",NA,NA,NA,NA,NA
"174","2019-05-06 11:52:55-03","UFU","HUFU","41376","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, J.N.","Oliveira, A.P.A.","55","2003","10","17",NA,"Brasil","Minas Gerais","Uberlândia","Reserva do Clube Caça e Pesca Itororó","-48.2771987915039","-18.9186000823975",NA,"Cerrado sentido restrito.","HUFU00044141","HUFU00044141",NA,NA,NA,NA,"58223","auto","2016","03",NA,NA,NA,NA,NA
"175","2021-02-08 12:36:06-03","UFRGS","ICN","065053","S","Plantae","Dicotyledon",NA,"Asteraceae","Chromolaena","cf. barbacensis","Chromolaena cf. barbacensis","(Hieron.) R.M.King & H.Rob.","Christ, AL","Sobral, M","3991","1985","07",NA,"América do Sul","Brasil","ES","Linhares","Res. Florestal Cia. Vale Rio Doce","-40.0722007751465","-19.3910999298096",NA,"Dupl. CEPEC, CVRD, F, FLOR, INPA, MBM, SP, UFES.; Arbusto 1-1,5m alt.; Difere em alguns detalhes da descrição (Baker, Fl. Bras. 6(2):288.1876), como a base das folhas e cor dos capítulos.; Em campo nativo de solo arenoso.",NA,NA,NA,NA,NA,NA,"48094","auto","2019","05",NA,NA,NA,NA,NA
"176","2019-11-21 10:00:17-03","IBt","SP","113912","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Esteves, RL","Mattos, J; Bicalho, H","10347","1962","06","20",NA,"Brasil","Minas Gerais","Baependi","São Tomé das Letras, na encosta leste da serra de São Tomé.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,NA,NA,NA,"29865","auto","2002","04",NA,"23",NA,NA,NA
"177","2019-11-21 10:00:17-03","IBt","SP","159596","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Esteves, RL","Davidse, G; D'Arcy, WG","10666","1976","02","26",NA,"Brasil","Minas Gerais","Cambuquira","Along hoghway, 17km E., 267 to Caxambu.","-45.2957992553711","-21.8521995544434",NA,NA,NA,NA,"950","950",NA,NA,"15166","auto","2002","04",NA,"23",NA,NA,NA
"178","2019-11-21 10:00:17-03","IBt","SP","445191","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Simão Bianchini, R","Silva, ACB; Nakajima, JN","887","2001","05","02",NA,"Brasil","Minas Gerais","Delfinópolis","Cachoeirinha.","-46.8539009094238","-20.343900680542",NA,NA,"SP032310","SP032310",NA,NA,NA,NA,"41380","auto","2013","02",NA,"22",NA,NA,NA
"179","2019-11-21 10:00:17-03","IBt","SP","58866","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Simão Bianchini, R","Williams, LO; Assis, V","7255","1945","06","03",NA,"Brasil","Minas Gerais","Nova Lima","Vargem de Ouro Podre. Serra da Mutuca.","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,NA,NA,NA,"29211","auto","2007","09",NA,"10",NA,NA,NA
"180","2019-11-21 10:00:17-03","IBt","SP","406231","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Nakajima, JN","Romero, R; Nakajima, JN; Zanini, E; Cesar, R","2024","1995","03","19",NA,"Brasil","Minas Gerais","Sacramento","Serra da Canastra. estrada da Serra das Sete Voltas.","-47.439998626709","-19.8652992248535",NA,NA,"SP032312","SP032312",NA,NA,NA,NA,"69737","auto","2008",NA,NA,NA,NA,NA,NA
"181","2020-11-19 09:28:47-03","IBt","SP","80639","S","Plantae",NA,NA,"Asteraceae","Chromolaena","barbacensis","Chromolaena barbacensis","(Hieron.) R.M.King & H.Rob.","Esteves, RL","Kuhlmann, M","4545","1954","05","02",NA,"Brasil","São Paulo","Anhembi","Mata da Fazenda Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,NA,NA,"25656","auto","2007","06",NA,NA,NA,NA,NA
