"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordedBy","year","month","day","locality","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","sex"
"11","2020-11-04 11:03:56-03","ESALQ","ESA","20401","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Souza, V.C.",NA,NA,"Brasil","São Paulo","Itararé","-49.3400001525879","-24.1100006103516","27729",NA,NA,"auto","Barreto, K.D. et al.","1994","08","17",NA,"2952.0",NA,NA,"ESA020401","ESA020401",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:26:05-03","MN","R","215468","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Neves, B.F.S.","2013","02","Brasil","São Paulo","Santo André","-46.314667","-23.7739",NA,NA,NA,NA,"Neves, B.F.S. 67; Uribbe, F.P.","2012","09","15","Paranapiacaba",NA,NA,NA,"R010007193","R010007193","841","841","18","46°18.880'W","23°46.434'S",NA,NA,NA,NA
"13","2021-03-24 16:39:42-03","MN","R","32500","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Fontoura, T.","1987","07","Brasil","São Paulo",NA,NA,NA,NA,NA,"Herbário M.B. Foster nº 379",NA,"Foster, M.B.","1939",NA,NA,"Alto da Serra","379",NA,NA,"R010007191","R010007191",NA,NA,"08",NA,NA,NA,NA,NA,NA
"14","2021-04-07 17:00:40-03","MN","R","213688","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Jacques, S.S.A.","2014","07","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Uribbe, F.P. 72; Neves, B.F.S.","2012","09","15","Paranapiacaba.",NA,NA,NA,"R010007192","R010007192","785","785","07",NA,NA,NA,NA,NA,NA
"15","2016-02-02 14:37:51-02","BGBM","B","B 10 0248914","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez in Mart.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"Herbarium Ign. Urban <a href=http://herbarium.bgbm.org/object/B100248914 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"A. F. M. Glaziou","1887",NA,NA,"Rio Janeiro et Minas.","16434","Middle and South America",NA,"B100248914","B100248914",NA,NA,NA,NA,NA,"holotype",NA,NA,NA
"16","2019-08-20 09:59:13-03","UNICAMP","UEC","90297","S","Plantae","Liliopsida",NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brazil","São Paulo","Jacupiranga","-48.415","-24.962222",NA,NA,"flor, Epífita, folhas verdes com bainha roxa, brácteas escapais e florais vermelhas, cálice vermelho, corola rosa, estames brancos.",NA,"Araújo, AC; Fischer, EA","1995","02","14","Parque Estadual de Jacupiranga, núcleo C","33484",NA,NA,"UEC043677","UEC043677",NA,NA,NA,"-48.415","-24.962222",NA,NA,NA,NA
"17","2020-12-21 16:19:27-03","MBM","MBM","56918","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Leme, E.M.C.",NA,NA,"Brazil","São Paulo","São Miguel Arcanjo","-47.9900016784668","-23.8700008392334","27904",NA,NA,"auto","Makino, H.","1977","05","21","70kmM ao S de Itapetininga","44","Southern America",NA,"MBM056918","MBM056918",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:19:27-03","MBM","MBM","402789","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Brotto, M.L.","2016","04","Brazil","Paraná","Campina Grande do Sul","-48.548056","-25.092222",NA,NA,"Erva terrícola; inflorescência e flores róseo-avermelhadas.; Floresta Ombrófila Densa Montana.",NA,"Brotto, M.L.","2016","04","08","Serra da Virgem Maria, vale do rio Pardinho","2293","Southern America",NA,"MBM402789","MBM402789","900","900","15","-48.548056","-25.092222",NA,NA,NA,NA
"19","2009-08-05 11:26:29-03","MNHN","RECOLNAT_MNHN_P","P00753432","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753432' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Glaziou, A.","1885","8","26","Province de Rio de Janeiro : Quinta",NA,NA,"hb","P00753432","P00753432_01",NA,NA,NA,NA,NA,"isotype","16434",NA,NA
"20","2021-03-04 11:04:42-03","UFRB","HURB","23969","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez.","E.H.Souza","2018","02","Brasil","Minas Gerais","Divinópolis","-44.8905","-20.147083",NA,NA,"Acesso Incorporado ao BGB 534 Embrapa Mandioca e Fruticultura. Epífita, folha espinhosa, inflorescência rosea.",NA,"Martins, J.P.R.","2018","02","02","Coleção do João Martins;",NA,NA,NA,"HURB000023969","HURB000023969",NA,NA,NA,"44º53'25,8W","20º08'49,5S",NA,NA,NA,NA
"21","2019-06-10 10:10:28-03","FZB-BH","BHZB","11614","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis",NA,"E.C. M., Leme",NA,NA,"Brasil","MG","Belo Horizonte","-43.937801361084","-19.9207992553711","17082",NA,"Planta com folhas verdes, inflorescência vermelha, flores vermelhas, estigma branco..unicata.","auto","Swerts, M.","2016","06","16","FZBBH-Jardim Botânico- Coleção de Plantas Exoticas e Sem Procedência,CVJBFZB0381","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-12 05:00:02-03","US","US","2106375","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,"1",NA,NA,"F. C. Hoehne & A. Gehrt","1936","10","6","Alto da Serra.","12338","South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA
"23","2019-12-09 17:29:36-03","UFPR","EFC","14161","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Blum, C.T.","2015","06","Brasil","Paraná","Antonina","-48.804","-25.2316",NA,NA,"Epífita a 1m, brácteas e flores vermelhas, em Floresta Ombrófila Densa Montana",NA,"Blum, C.T.","2015","05","16","Serra do Ibitiraquire, Pico Ferraria, trilha da crista sudeste","2155",NA,NA,"EFC014161",NA,"960","960","08","-48.8040","-25.2316",NA,NA,NA,NA
"24","2019-07-09 12:55:33-03","F","FMNH-SEEDPLANTS","V0408936F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei",NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"A. Gehrt","1921","8","3",NA,"5710","South America",NA,"V0408936F","V0408936F_01",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA
"25","2019-09-04 19:44:20-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis",NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"A. Glaziou","1887",NA,NA,NA,"16434","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,"Monocotyledoneae",NA
"26","2021-03-04 15:41:58-03","IF","SPSF","10358","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","S.L.Proença","1996","04","Brasil","SP","Biritiba Mirim",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"A.Custodio Filho","1986","04","17","Estação Biológica de Boracéia","2554","América do Sul",NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"Liliopsida",NA
"27","2021-03-04 15:41:58-03","IF","SPSF","10442","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","S.L.Proença","1996","03","Brasil","SP","Biritiba Mirim",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"A.Custodio Filho","1986","05","29","Estação Biológica de Boracéia","2641","América do Sul",NA,NA,NA,NA,NA,"27",NA,NA,NA,NA,"Liliopsida",NA
"28","2021-03-04 15:41:58-03","IF","SPSF","10489","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","S.L.Proenca","1996","04","Brasil","SP","Biritiba Mirim",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"C.B.Toledo & S.Romaniuc",NA,NA,NA,"Estação Biológica de Boracéia","67","América do Sul",NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,"Liliopsida",NA
"29","2021-03-04 15:41:58-03","IF","SPSF","25076","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis",NA,NA,NA,NA,"Brasil","SP","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"COLETA: XLS: SPSFAntigo;","auto","I.Cordeiro","1990","05","17","Estação Ecológica Juréia-Itatins","640","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA
"30","2021-03-04 15:41:58-03","IF","SPSF","25075","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis",NA,NA,NA,NA,"Brasil","SP","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"COLETA: XLS: SPSFAntigo;","auto","L.Rossi","1991","05","14","Estação Ecológica Juréia-Itatins","879","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA
"31","2021-03-04 15:41:58-03","IF","SPSF","25074","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis",NA,NA,NA,NA,"Brasil","SP","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"COLETA: XLS: SPSFAntigo;","auto","L.Rossi","1990","05","16","Estação Ecológica Juréia-Itatins","615","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliopsida",NA
"32","2021-03-04 15:41:58-03","IF","SPSF","14004","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","S.L.Proença","1996","03","Brasil","SP","Boraceia","-48.7700004577637","-22.1900005340576","10241",NA,"COLETA: XLS: SPSFAntigo;","auto","A.Custodio Filho & Al Gentry","1987","02","04","P.E.Serra do Mar","4705","América do Sul",NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,"Liliopsida",NA
"33","2017-09-11 17:09:04-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"(V. s. in herb. Berol.)",NA,"Glaziou, AFM",NA,NA,NA,"Habitat in Brasiliae orientali, loco non indicato","16434","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 10:02:44-03","IBt","SP","12336","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L.B.Sm.","Smith, LB","1930","06","Brasil","São Paulo","Ribeirão Pires","-46.4099998474121","-23.7099990844727","10581",NA,NA,"auto","Edwall, G","1894","07","28",NA,"CGG2569",NA,NA,"SP001815","SP001815",NA,NA,"12",NA,NA,"Paratype",NA,NA,NA
"35","2019-11-21 10:02:44-03","IBt","SP","12338","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L.B.Sm.","Handro, O","1983","10","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Hoehne, FC","1926","07","18","E.B. do Alto da Serra de Paranapiacaba","s.n.",NA,NA,"SP052675","SP052675",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"36","2019-11-21 10:02:44-03","IBt","SP","5710","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L.B.Sm.","Handro, O","1983","10","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Flores roxas, brácteas vermelhas","auto","Gehrt, A","1921","08","03","E.B. do Alto da Serra de Paranapiacaba","s.n.",NA,NA,"SP052676","SP052676",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"37","2019-11-21 10:02:44-03","IBt","SP","8623","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L.B.Sm.","Handro, O","1983","10","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,"Flores roséas, brácteas vermelhas, antera amarela","auto","Hoehne, FC","1923","07","12","E.B. do Alto da Serra de Paranapiacaba","s.n.",NA,NA,"SP052672","SP052672",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"38","2019-11-21 10:02:44-03","IBt","SP","8625","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L.B.Sm.","Handro, O","1983","10","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Hoehne, FC","1923","07","12","E.B. do Alto da Serra de Paranapiacaba","s.n.",NA,NA,"SP052673","SP052673",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"39","2019-11-21 10:02:44-03","IBt","SP","8631","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L.B.Sm.","Handro, O","1983","10","Brasil","São Paulo","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","Hoehne, FC","1923","07","20","E.B. do Alto da Serra de Paranapiacaba","s.n.",NA,NA,"SP052674","SP052674",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"40","2019-11-21 10:02:44-03","IBt","SP","12340","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","hoehnei","Quesnelia hoehnei","L.B.Sm.",NA,NA,NA,"Brasil","São Paulo","São Bernardo do Campo","-46.560001373291","-23.6900005340576","31119",NA,NA,"auto","Edwall, G","1895","08","15","Colônia Capivary","CGG3186",NA,NA,"SP008962","SP008962",NA,NA,NA,NA,NA,"Paratype",NA,NA,NA
"41","2019-11-21 10:02:44-03","IBt","SP","188617","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Kirizawa, M","1984","01","Brasil","São Paulo","Santo André","-46.316667","-23.783333",NA,NA,"Epífita, inflorescência vermelha",NA,"Custodio Filho, A; Carra, M","1982","12","07","E.B. do Alto da Serra de Paranapiacaba","1153",NA,NA,NA,NA,"750","900","02","-46.316667","-23.783333",NA,NA,NA,NA
"42","2019-11-21 10:02:44-03","IBt","SP","193008","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Kirizawa, M","1986","04","Brasil","São Paulo","Santo André","-46.316667","-23.783333",NA,NA,NA,NA,"Toledo, CB; Custodio Filho, A","1983","07","28","E.B. do Alto da Serra de Paranapiacaba","17",NA,NA,NA,NA,"750","900","30","-46.316667","-23.783333",NA,NA,NA,NA
"43","2019-11-21 10:02:44-03","IBt","SP","277330","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1995","03","Brasil","São Paulo","Capivari","-46.680278","-23.935556",NA,NA,NA,NA,"Godoy, SAP; Agostinho, V; Bellenzani, MLR","1994","09","13","Fazenda da SABESP, ao final da estrada do Capivara, encosta na margem esquerda do rio Capivari.","221",NA,NA,"SP052694","SP052694",NA,NA,NA,"-46.680278","-23.935556",NA,NA,NA,NA
"44","2019-11-21 10:02:44-03","IBt","SP","196049","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Forzza, RC","2005",NA,"Brasil","São Paulo","Biritiba-Mirim","-45.866667","-23.633333",NA,NA,NA,NA,"Custodio Filho, A","1984","02","10","Estação Biológica de Boracéia","2268",NA,NA,"SP052692","SP052692","890","950",NA,"-45.866667","-23.633333",NA,NA,NA,NA
"45","2019-11-21 10:02:44-03","IBt","SP","320504","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Forzza, RC","2005",NA,"Brasil","São Paulo","Itararé","-49.212861","-24.300722",NA,NA,NA,NA,"Barreto, KD; Fernandes, GD; Gouveia, J","1994","08","17","Pedreira Cobastalco.","2952",NA,NA,"SP052687","SP052687",NA,NA,NA,"-49.212861","-24.300722",NA,NA,NA,NA
"46","2019-11-21 10:02:44-03","IBt","SP","26473","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Forzza, RC","2005",NA,"Brasil","São Paulo","Cubatão","-46.4199981689453","-23.8899993896484","15123",NA,NA,"auto","Gonçalves, P","1930","06","23","Estrada de Ferro Mayrink - Santos.","s.n.",NA,NA,"SP052685","SP052685",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:02:44-03","IBt","SP","249116","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Cordeiro, I",NA,NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"Epífita, folhas totalmente verdes, raque de inflorescência alvo, brácteas rosa forte, ápice das pétalas roxo","auto","Rossi, L; et al.","1991","05","14","Estação Ecológica Juréia-Itatins, Proximidades da cahoeira do Salto","879",NA,NA,"SP052686","SP052686",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:02:44-03","IBt","SP","244622","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1991","03","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"Planta epifita, escapo com indumento alvo, bráctea e sépalas avermelhadas, pétalas violáceas","auto","Cordeiro, I; et al.","1990","05","17","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, morro a direita na bifurcação da trilha no alto da encosta próxima ao alojamento do IBAMA, capões de mata do alto do morro","640",NA,NA,"SP052681","SP052681",NA,NA,"18",NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:02:44-03","IBt","SP","244596","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1991","03","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"Planta epífita, escapo verde com indumento alvo, brácteas rosa intenso, tépalas externas e internas rosa intenso, estas últimas com ápice violáceo, estames e estiletes e ramos do estilete alvos","auto","Rossi, L; et al.","1990","05","16","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, trilha do alojamento do IBAMA até o pocinho do Rio Verde, mata das margens do rio","615",NA,NA,NA,NA,NA,NA,"18",NA,NA,NA,NA,NA,NA
"50","2019-11-21 10:02:44-03","IBt","SP","248439","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL","1991","09","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628",NA,"Sobre tronco de árvore, tépalas róseo avermelhadas, as internas com ápice roxo, anteras alvas, eixo da inflorescência creme amarelado, brácteas róseo avermelhadas","auto","Mamede, MCH; Anunciação, EA","1991","04","25","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha da Figueira Grande em direção ao Pocinho do Rio Verde, mata","434",NA,NA,"SP052696","SP052696",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 10:02:44-03","IBt","SP","426106","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Ostinowsky, AV","2008","04","Brasil","São Paulo","Mauá","-46.4599990844727","-23.6599998474121","8925",NA,NA,"auto","Shirasuna, RT; Cachenco, MV","2008","03","20","Lote 1 Rodoanel Mário Covas, Trecho Sul","1093",NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,NA,NA,NA
"52","2019-11-21 10:02:44-03","IBt","SP","163547","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Wanderley, MGL",NA,NA,"Brasil","São Paulo","Mogi das Cruzes","-46.1883010864258","-23.5228004455566","28666",NA,NA,"auto","Wanderley, MGL","1980","06","03","Casa Grande.","200",NA,NA,"SP052693","SP052693",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:02:44-03","IBt","SP","59780","S","Plantae",NA,NA,"Bromeliaceae","Quesnelia","humilis","Quesnelia humilis","Mez","Proença, SL","1996","03","Brasil","São Paulo","Salesópolis","-45.8400001525879","-23.5300006866455","18032",NA,NA,"auto","Travassos Filho, L","1962","02",NA,"Boracéia.","s.n.",NA,NA,"SP052682","SP052682",NA,NA,"07",NA,NA,NA,NA,NA,NA
