"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","year","month","identifiedBy","day","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","797797","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis","P. K. H. Dusén","South America","Brazil","Paraná","Serrinha","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272906' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797797","6958","Magnoliophyta","Asterales","1908","10",NA,"24",NA,NA,NA,"NY00797797_01","(L.) Cabrera",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 10:07:00-03","NY","NYBG","797798","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis","F. C. Hoehne","South America","Brazil","Paraná","Ponta Grossa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=272904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797798",NA,"Magnoliophyta","Asterales","1928","11","M. R. Siqueira","01","Ponta Grossa","-50.077154","-25.140873","NY00797798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-10-19 10:29:00-02","NY","NYBG","797868","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","hieracioides","Holocheilus hieracioides","T. M. Pedersen","South America","Paraguay","Boquerón","Puerto Casado & Vicinity","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636181' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797868","4004",NA,"Asterales","1956","10",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","797867","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","hieracioides","Holocheilus hieracioides","L. B. Smith","South America","Brazil","Santa Catarina","Fazenda Campo dos Padres, Campo dos Padres","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797867","10447","Magnoliophyta","Asterales","1957","01","G. M. Barroso","25","Bom Retiro","-49.4892","-27.7972","NY00797867_01","(D.Don) Cabrera","1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 08:14:00-03","NY","NYBG","797869","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","hieracioides","Holocheilus hieracioides","C. P. Cowan","South America","Argentina","Chaco","San Fernando; km 10 al E de Resistencia, ruta de Corrientes hacia Resistencia, 8 km al E del entronque a Formosa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=636179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797869","4146",NA,"Asterales","1983","12","C. L. Cristóbal","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:50:01-03","NBC","NL-BOTANY","L.1569506","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Pedersen TM","Southern America","Argentina",NA,"Estancia 'Araguá', Dep. Curuzú Cutiá, Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1569506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1569506",NA,NA,"Asterales","1979","11",NA,"03",NA,NA,NA,"NL-L1569506","(L.) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:50:01-03","NBC","NL-BOTANY","U.1132375","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Sello F","Southern America","Brazil",NA,"Brasilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1132375 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1132375",NA,NA,"Asterales",NA,NA,NA,NA,NA,NA,NA,"NL-U1132375","(L.) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:50:01-03","NBC","NL-BOTANY","U.1132376","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Osten C","Southern America","Uruguay",NA,"Dept. Soriano; Mercedes. Near Sarandi.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1132376 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1132376",NA,NA,"Asterales","1891","11",NA,"17",NA,NA,NA,"NL-U1132376","(L.) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:50:01-03","NBC","NL-BOTANY","L.3747266","PreservedSpecimen","Plantae","Compositae","Holocheilus","hieracioides","Holocheilus hieracioides","Pedersen TM","Southern America","Argentina",NA,"c. 10 km from Perico del Carmen, on road to Salta.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3747266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3747266",NA,NA,"Asterales","1984","11",NA,"03",NA,NA,NA,"NL-L3747266","(D.Don) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:50:01-03","NBC","NL-BOTANY","U.1132377","PreservedSpecimen","Plantae","Compositae","Holocheilus","hieracioides","Holocheilus hieracioides","Rodriguez","Southern America","Argentina",NA,"Provincia Salta, Dep. Orán. Rio de Las Piechas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1132377 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1132377",NA,NA,"Asterales","1911","12",NA,"01",NA,NA,NA,"NL-U1132377","(D.Don) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:50:01-03","NBC","NL-BOTANY","U.1132378","PreservedSpecimen","Plantae","Compositae","Holocheilus","hieracioides","Holocheilus hieracioides","Pedersen TM","Southern America","Argentina",NA,"Estancia near Rio Santa Lucia 'Santa Maria'. Dep. Mburucuyá. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1132378 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1132378",NA,NA,"Asterales","1949","11",NA,"21",NA,NA,NA,"NL-U1132378","(D.Don) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 08:50:01-03","NBC","NL-BOTANY","U.1132379","PreservedSpecimen","Plantae","Compositae","Holocheilus","hieracioides","Holocheilus hieracioides","Unreadable","Southern America","Argentina",NA,"Provincia Santa Fé. Villa Muillermina.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1132379 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1132379",NA,NA,"Asterales","1939","10",NA,"05",NA,NA,NA,"NL-U1132379","(D.Don) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 08:50:01-03","NBC","NL-BOTANY","WAG.1345123","PreservedSpecimen","Plantae","Compositae","Holocheilus","hieracioides","Holocheilus hieracioides","Pedersen TM","Southern America","Argentina",NA,"c. 10 km from Perico del Carmen, on road to Salta.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1345123 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1345123",NA,NA,"Asterales","1984","11",NA,"03",NA,NA,NA,"NL-WAG1345123","(D.Don) Cabrera",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:51:55-03","NBC","NL-BOTANY","AMD.46625","PreservedSpecimen","Plantae","Compositae","Trixis","brasiliensis","Trixis brasiliensis","Herter WG","Southern America","Uruguay",NA,"Dep de Rocha, Castillas.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.46625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD46625",NA,NA,"Asterales","1931","11",NA,"01",NA,NA,NA,"NL-AMD46625","(L.) DC.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:51:55-03","NBC","NL-BOTANY","L.1595527","PreservedSpecimen","Plantae","Compositae","Trixis","brasiliensis","Trixis brasiliensis","Rambo B","Southern America","Brazil",NA,"Rio G. do Sul, Gloria, pr, P. Alegre.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1595527 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1595527",NA,NA,"Asterales","1949","09",NA,"20",NA,NA,NA,"NL-L1595527","(L.) DC.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 08:51:55-03","NBC","NL-BOTANY","L.1595528","PreservedSpecimen","Plantae","Compositae","Trixis","brasiliensis","Trixis brasiliensis","Sellow F","Southern America","Brazil",NA,"Brasilia.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1595528 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1595528",NA,NA,"Asterales","1833","01",NA,"01",NA,NA,NA,"NL-L1595528","(L.) DC.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 08:51:55-03","NBC","NL-BOTANY","L.1595019","PreservedSpecimen","Plantae","Compositae","Trixis","hieracioides","Trixis hieracioides","Rocha R","Southern America","Argentina",NA,"Provincia Tucuman. Dep. Tafi. R aco.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1595019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1595019",NA,NA,"Asterales","1949","02",NA,"14",NA,NA,NA,"NL-L1595019","DC.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 08:51:55-03","NBC","NL-BOTANY","L.1595020","PreservedSpecimen","Plantae","Compositae","Trixis","hieracioides","Trixis hieracioides","Aguilar RM","Southern America","Argentina",NA,"Gob. Chaco. Dep. Resistencia. Margarita Belen.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1595020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1595020",NA,NA,"Asterales","1946","10",NA,"16",NA,NA,NA,"NL-L1595020","DC.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:01:41-03","ESALQ","ESA","36321","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Ribas, O.S. ; Luz, M.F.",NA,"Brasil","Paraná",NA,NA,NA,NA,"ESA036321","1561.0","Magnoliophyta",NA,"1996","10","Hatschbach, G.","28","Palmeira","-50.0064010620117","-25.4293994903564","ESA036321","(L.) Cabr.",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:01:41-03","ESALQ","ESA","31277","PreservedSpecimen","Plantae","Asteraceae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Jarenkow, J.A.",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,"ESA031277","1448.0","Magnoliophyta",NA,"1989","11","Jarenkow, J.A.","19","Piratini","-53.1041984558105","-31.4480991363525","ESA031277","(L.) Cabr.",NA,NA,NA,"62286","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:34:39-02","IPA","IPA","10581","S","Plantae","Asteraceae","Trixis","brasiliensis","Trixis brasiliensis","Pickel, B.","Southern America","Brasil","São Paulo","Bosque, no campo.",NA,NA,NA,"IPA0010581","4786","Plantae",NA,"1939","12","Gehrt, A.","07","São Paulo","-46.6300010681152","-23.5400009155273",NA,"(L.) DC.",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:27:33-03","IAP","PACA-AGP","108191","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Marchioretto, M. S.",NA,"Brasil","RS","estrada para São Pedro",NA,NA,"Habitat: Em beira de estrada no campo seco","PACA108191","505","Magnoliophyta","Asterales","2010","11","Christ, A.L.","11","Vacaria","-50.863067","-28.38265",NA,"(L.) Cabrera",NA,NA,"Magnoliatae",NA,NA,"2019","05","09","50° 51.784'W","28° 22.959'S",NA,NA,NA,NA,NA
"33","2019-08-27 13:27:33-03","IAP","PACA-AGP","108192","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Marchioretto, M. S.",NA,"Brasil","RS","Estrada para São Pedro",NA,NA,"Habitat: em beira de estrada no campo seco","PACA108192","506","Magnoliophyta","Asterales","2010","11","Christ, A.L.","11","Vacaria","-50.863067","-28.38265",NA,"(L.) Cabrera",NA,NA,"Magnoliatae",NA,NA,"2019","05","09","50° 51.784'W","28° 22.959'S",NA,NA,NA,NA,NA
"34","2019-08-27 13:27:33-03","IAP","PACA-AGP","30493","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Reitz, R.",NA,"Brasil","RS","Serra da Pedra",NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA030493",NA,"Magnoliophyta","Asterales","1943","12","C. A. Mondin","28","Araranguá",NA,NA,NA,"(L.) Cabrera",NA,NA,"Magnoliatae",NA,NA,"1994","02",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:27:33-03","IAP","PACA-AGP","4740","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Rambo, B.",NA,"Brasil","RS","Fronteira",NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA004740",NA,"Magnoliophyta","Asterales","1939","10","C. A. Mondin","25",NA,NA,NA,NA,"(L.) Cabrera",NA,NA,"Magnoliatae",NA,NA,"1994","02",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:27:33-03","IAP","PACA-AGP","85871","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","R.A. Wasum",NA,"Brasil","RS","estrada para Fazenda Casa Branca",NA,NA,"HUCS 18248 Habitat: em beira de caminho","PACA085871","1251","Magnoliophyta","Asterales","2001","11","R.A. Wasum","23","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,"(L.) Cabrera","950","950","Magnoliatae","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:27:33-03","IAP","PACA-AGP","70953","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Sehnem, A.",NA,"Brasil","RS","Serra da Rocinha",NA,NA,"Habitat: in campestribus paludosis","PACA070953",NA,"Magnoliophyta","Asterales","1950","01",NA,"19","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:27:33-03","IAP","PACA-AGP","92090","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Mondin, C.",NA,"Brasil","RS","Morro da Polícia",NA,NA,"HASU 15753.","PACA092090","2067","Magnoliophyta","Asterales","2000","10","C. Mondin","20","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","29946","auto","2004","05",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:27:33-03","IAP","PACA-AGP","29205","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Rambo, B.",NA,"Brasil","RS","Morro da Polícia",NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA029205",NA,"Magnoliophyta","Asterales","1945","10","C. A. Mondin","03","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","29946","auto","1994","02",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:27:33-03","IAP","PACA-AGP","27288","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Rambo, B.",NA,"Brasil","RS","Morro da Polícia",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA027288",NA,"Magnoliophyta","Asterales","1944","10","C. A. Mondin",NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","29946","auto","1994","02",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:27:33-03","IAP","PACA-AGP","11828","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Emrich, K.",NA,"Brasil","RS","Morro da Polícia",NA,NA,"Habitat: in campestribus dumetosis Fenofase: flor","PACA011828",NA,"Magnoliophyta","Asterales","1943",NA,"C. A. Mondin",NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","29946","auto","1994","02",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:27:33-03","IAP","PACA-AGP","92085","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","C. Mondin & A. Iob",NA,"Brasil","RS","Morro Teresópolis",NA,NA,"Capítulos brancos. Freqüente. HASU 15380. Habitat: campo Hábito: erva","PACA092085","2357","Magnoliophyta","Asterales","2001","10","C. Mondin","15","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","29946","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:27:33-03","IAP","PACA-AGP","53053","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Rambo, B.",NA,"Brasil","RS",NA,NA,NA,"Habitat: in campestribus graminosis Fenofase: flor","PACA053053",NA,"Magnoliophyta","Asterales","1952","11","C. A. Mondin","17","Santo Ângelo","-54.2630996704102","-28.2992000579834",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","25915","auto","1994","02",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:27:33-03","IAP","PACA-AGP","92084","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","C. Mondin & A. Iob",NA,"Brasil","RS","entre a RS 020 e a FLONA",NA,NA,"Flores com lábio superior branco e inferior com interior amarelo. HASU 15384. Habitat: na beira de estrada Hábito: erva","PACA092084","2319","Magnoliophyta","Asterales","2001","10","C. Mondin","12","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","76715","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:27:33-03","IAP","PACA-AGP","92089","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","C. Mondin et al.",NA,"Brasil","RS","Pró-Mata da PUC",NA,NA,"PACA 15388. Habitat: vassoural","PACA092089","2410","Magnoliophyta","Asterales","2001","10","C. Mondin","30","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","76715","auto","2001","10",NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:27:33-03","IAP","PACA-AGP","57465","PreservedSpecimen","Plantae","Compositae","Holocheilus","brasiliensis","Holocheilus brasiliensis","Rambo, B.",NA,"Brasil","RS","in summo monte Sapucaia",NA,NA,"Habitat: in rupestribus herbosis Fenofase: flor","PACA057465",NA,"Magnoliophyta","Asterales","1955","10","C.A. Mondin","09","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"(L.) Cabrera",NA,NA,"Magnoliatae","10287","auto","1994","02",NA,NA,NA,NA,NA,NA,NA,NA
