"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"19","2021-03-15 16:37:00-03","NY","NYBG","931290","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","W. W. Thomas","4597","1985","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931290","Magnoliophyta","Lamiales","A. H. Gentry","Mato Grosso","Poconé","-56.87","-16.9","NY00931290_01","Mart.","Pantanal. Along Rio Cassangé at crossing of Transpantaneira (MT060), 69 km N of Porto Jofre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","931292","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","C. A. Cid Ferreira","6236","1985","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931292","Magnoliophyta","Lamiales","A. H. Gentry","Mato Grosso","Sinop","-55.75","-11.67","NY00931292_01","Mart.","Estr. para Porto dos Gaúchos a 25 km da BR 163. Faz. Missionária. Rio Teles Pires. Cachoeira Cachoeirão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","880044","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","A. Daniel","s.n.","1970","10","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528954' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880044","Magnoliophyta","Lamiales",NA,"São Paulo","Campinas","-47.060001373291","-22.8999996185303","NY00880044_01","Mart.","cultivada no parque do I.A.C.; nativo em Mato-Grosso e Penapolis, Araçatuba",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","328862","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Martii Herbar. Florae Brasil.","531",NA,NA,NA,"South America","Brazil","sheet",NA,"No Collection Year on this NY label. The 1839 on the lower left of the label is an accession date. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=22805' target='other'> <mi>dwc_moreinfo</mi></a>","NY00328862","Magnoliophyta","Lamiales",NA,"Mato Grosso",NA,"-56.043867","-15.612755","NY00328862_01","Mart.","Cujabá",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","931280","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","G. G. Hatschbach","48546","1984","10","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003480' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931280","Magnoliophyta","Lamiales","A. H. Gentry","Mato Grosso do Sul","Antônio João","-55.949819","-22.19","NY00931280_01","Mart.","Antonio João, 5 km O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","720643","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","W. Hoehne","3714","1951","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720643","Magnoliophyta","Lamiales",NA,"São Paulo","Jales","-50.548731","-20.268919","NY00720643_01","Mart.","Pastos do Retiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","948838","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","R. Goodland","279","1966","08","14","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948838","Magnoliophyta","Lamiales","A. H. Gentry","Mato Grosso do Sul",NA,NA,NA,"NY00948838_01 NY00948838_02","Mart.","South of Gaucho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","931291","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","G. T. Prance","19167","1973","10","18","South America","Brazil","sheet",NA,"Fruit separate. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931291","Magnoliophyta","Lamiales","A. H. Gentry","Mato Grosso",NA,"-55.832445","-15.40761","NY00931291_01","Mart.","Road behind Veu de Noiva. Chapada dos Guimarães.","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","948834","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","M. Macedo","1443","1979","10","25","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00948834","Magnoliophyta","Lamiales","I. de Vattimo","Mato Grosso","Nossa Senhora do Livramento","-56.3456","-15.775","NY00948834_01","Mart.","Fazenda Moqueiu, N. Sra. do Liveramento, Cuiabá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","931278","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","B. Maguire","56104","1963","08","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931278","Magnoliophyta","Lamiales","A. H. Gentry","Tocantins",NA,NA,NA,"NY00931278_01","Mart.","Between Araguaina and Guara","500","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-29 21:56:00-03","NY","NYBG","931284","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","R. R. de Santos","R.1649","1968","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931284","Magnoliophyta","Lamiales","W. Morawetz","Mato Grosso",NA,"-51.87","-12.9","NY00931284_01",NA,"10 km. S. of the Base Camp of the Expedition (close to the Xavantina-São Felix road).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","931286","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","S. L. M. Moore","337","1891",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1004008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00931286","Magnoliophyta","Lamiales",NA,"Mato Grosso",NA,NA,NA,"NY00931286_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG3782","S","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Giovanni Eustáquio",NA,"2007",NA,NA,NA,"Brasil",NA,NA,"Possui fruto",NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"Parque das Mangabeiras",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-01-28 13:11:06-03","MCN-PUC-MINAS","HPUC-MG","ANG3764","S","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Giovanni Eustáquio",NA,"2007",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"Minas Gerais","Belo Horizonte","-43.937801361084","-19.9207992553711",NA,NA,"Parque das Mangabeiras",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:29:29-03","UFRJ","RFA","17997","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","E.Pereira; W.Egler, Graziela","488","1953","10","25",NA,"Brasil",NA,NA,"Árvore de flores roxas.","RFA15289",NA,NA,"José Correa Gomes","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,"Mart.","Bandalta.",NA,NA,"295160","auto",NA,"1953","12","10",NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:29:29-03","UFRJ","RFA","34990","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","C.M. Vieira","1445","2003","01","07",NA,"Brasil",NA,NA,"Árvore ocasional na mata. Folhas verdes discolores. Frutos castanho-amarronzados.","RFA22519",NA,NA,"C.M. Vieira","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,"Mart.","Morro do urucum.",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:19:10-03","UFRJ","RFA","14433","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","G.G. Hatschbach","30413","1972","10","12",NA,"Brasil",NA,NA,"Árvore do cerrado, flor violeta.","RFA12853",NA,NA,"G.G. Hatschbach","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375",NA,"Mart.",NA,NA,NA,"92112","auto",NA,"1973",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-13 09:19:10-03","UFRJ","RFA","18485","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","G.G. Hatschbach","33131","1973","11","12",NA,"Brasil",NA,NA,"Árvore de flor violeta.","RFA15569",NA,NA,"G.G. Hatschbach","Mato Grosso do Sul","Rio Verde de Mato Grosso","-54.8442001342773","-18.9181003570557",NA,"Mart.","Serra da Pimenteira",NA,NA,"87429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-07-03 08:31:56-03","UNEMAT","TANG","141","S","Plantae","Fabaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Anônimo","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"folhas compostasfruto seco deiscente,","TANG000000141",NA,NA,NA,"Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,"Mart.",NA,NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-07-03 08:31:56-03","UNEMAT","TANG","162","S","Plantae","Fabaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Silva, CA","53","2009","05","15",NA,"Brasil",NA,NA,"folhas compostasflores roxas, vistosas e tubulares, arbóreo","TANG000000162",NA,NA,NA,"Mato Grosso","Tangará da Serra","-57.4858016967773","-14.6194000244141",NA,"Mart.","Campus da UNEMAT",NA,NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:35:35-03","EAO","IAN","159609","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Pires, JM","17173","1980","09","18","Southern America","Brasil",NA,NA,NA,"IAN159609","Dicotiledônea",NA,"Gentry, AH","Mato Grosso",NA,NA,NA,NA,"Mart.","Fazenda Miranda perto do Rio Aquidauna, Pantanal.",NA,NA,NA,NA,NA,"1981",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:35:35-03","EAO","IAN","84548","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Andrade-Lima, D de","1222","1953","03","06","Southern America","Brasil",NA,NA,"Árvore de copa larga. Flor roxa, muito ornamentais.","IAN084548","Dicotiledônea",NA,"Gentry, AH","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,"Mart.","Jardim do Palácio do Governo.",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-20 13:41:46-03","INPA","INPA-CARPOTECA","42658","Carpo","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Prance, GT","19167","1973","10","18","Southern America","Brasil",NA,NA,NA,"INPA0042658","Dicotyledon Asterids","Lamiales","Vattimo, Í","Mato Grosso","Chapada dos Guimarães","-55.749698638916","-15.460599899292","INPA0042658 INPA0042658_e INPA0042658_e1","Mart.","Road behind Veu de Noiva. Dry forest.","720","720","107042","auto",NA,"1979","08",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-26 18:07:20-03","CPAN-UFMS","COR","15371","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Takahasi, A.; Ribas, S.M.; Bento de Jesus Filha, M.L.","1121","2006","09","25",NA,"Brasil",NA,NA,"tronco claro, estriado. Flor com estames brancos didínamos + 1 diferenciado com pêlos brancos e grãos de pólen; sépalas e pedicelos vinho; botões pilosos lilás; Com Flor: lilás com guia de néctar branco Habito: árvore de 4,5 m",NA,NA,NA,NA,"Mato Grosso do Sul","Corumbá","-57.528333","-19.274444",NA,"Mart.","Fazenda Monjolinho. ilha de vegetação; raso; plano.","188","188",NA,NA,NA,NA,NA,NA,"57º31'42''W","19º16'28''S",NA,NA,NA,NA,NA
"43","2020-11-26 18:07:20-03","CPAN-UFMS","COR","7129","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Bortolotto, I.M.; et al.",NA,"1998","05","27",NA,"Brasil",NA,NA,"Projeto de Pesquisa: Etnobotânica e Educação no Distrito de Albuquerque.; Importância Econômica: medicinal Habito: Arvore",NA,NA,NA,"Bortolotto, I.M.","Mato Grosso do Sul","Corumbá","-57.389722","-19.395278",NA,"Mart.","Distrito de Albuquerque. mata no fundo do quintal; ;.","107","107",NA,NA,NA,NA,NA,NA,"57º23'23''W","19º23'43''S",NA,NA,NA,NA,NA
"44","2020-11-26 18:07:20-03","CPAN-UFMS","COR","7967","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Castro, Elaine G. & Maidana Carvalho, C.","4","2001","05","18",NA,"Brasil",NA,NA,"Árvore; flor roxa; formigas e percevejos na planta Habito: Arbóreo",NA,NA,NA,"Geraldo A. Damasceno Jr.","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,"Mart.","Atrás do posto policial do 'Lampião Aceso'",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
