"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"11","2020-11-04 11:13:21-03","ESALQ","ESA","98521","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei",NA,NA,"Carraça, D.C.","11.0","2004","08","24",NA,"Brasil","Rio de Janeiro","Silva Jardim",NA,"-42.3917007446289","-22.6508007049561",NA,NA,"ESA098521","ESA098521","Baumgratz, J.F.A.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"12","2019-08-27 13:31:06-03","IAP","PACA-AGP","100165","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"D.C. Carraça","10","2004","08","24",NA,"Brasil","RJ","Silva Jardim","Reserva Biológica de Poço das Antas, Trilha Rodolfo Norte","-42.3917007446289","-22.6508007049561",NA,"Jardim botânico do Rio de janeiro - RB 411164.&nf;Árvore com ca. de 9 m, casca alvo esverdeada, superfície irregular e rugosa com consistência maleável. Habitat: em área de brejo","PACA100165",NA,"J.F.A. Baumgratz",NA,NA,NA,NA,NA,NA,NA,"29995","auto","Magnoliatae",NA,NA,NA,NA
"13","2021-03-24 17:09:25-03","UFES","SAMES","3360","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Rossini,J.; Giaretta,A.O.;Menezes,L.F.T.;Broggio,I.S.;Rocha,T.L.","719","2010","08","04",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto. Floresta de tabuleiro, em regeneração (25 anos).","-39.7322006225586","-18.5932998657227",NA,"Árvore de 4 m, folhas discolores, cálice verde, corola rosa claro. Fruto maduro vináceo.","SAMES03360",NA,"Giaretta,A.",NA,NA,NA,NA,NA,"-398461111.0","-183858333.0","41644","auto",NA,NA,NA,NA,NA
"14","2021-03-24 17:09:25-03","UFES","SAMES","9191","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Ribeiro, M.; Rozario, E.M.","1536","2019","07","26",NA,"Brasil","Espírito Santo","Conceição da Barra","Transição entre Floresta Ciliar e Alta, ao lado de uma lagoa (ca. 0,93 ha, sem cobertura de vegetação no seu interior) no perímetro da reserva. Reserva Biológica de Córrego Grande","-39.7322006225586","-18.5932998657227",NA,"7 m alt., casca estriada. Folhas verde-escuras (adaxial). Flores: hipanto e cálice verdes, corola branca, filete amarelo, anteras lilás, estilete branco. Frutos imaturos verdes, frutificação intensa (SAMEScarpo 90063). Habito: Árvore","SAMES09191",NA,"Ribeiro, M.","65","65","2019","11","11","-397822223.0","-182694445.0","41644","auto",NA,NA,NA,NA,NA
"15","2021-03-24 17:09:25-03","UFES","SAMES","3361","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Giaretta,A.O.; Ribeiro,M.","654","2009","10","03",NA,"Brasil","Espírito Santo","São Mateus","Bairro Litorâneo. Fragmento de Mata Ciliar próximoao campus da universidade.","-39.8588981628418","-18.716100692749",NA,"Árvore de seis metros de altura com frutos verdes.","SAMES03361",NA,"Goldenberg,R.",NA,NA,"2010","03","16",NA,NA,"56510","auto",NA,NA,NA,NA,NA
"16","2021-03-01 16:33:58-03","UNICAMP","UEC","75460","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Barreto, KD; Fernandes, GCD; Vitti, FX","1637","1993","11","25",NA,"Brazil","São Paulo","Ubatuba","Puruba.","-44.927472","-23.348556",NA,"Árvore,6 m alt.; flores róseas.; Restinga.","UEC079645","UEC079645",NA,NA,NA,NA,NA,NA,"-44.927472","-23.348556",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:33:58-03","UNICAMP","UEC","38070","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Folli, DA","182","1979","12","19",NA,"Brazil","Espírito Santo","Linhares","Reserva Florestal da CVRD. Est. GÁVEA, ant. X-2, Km 2,944, lado direito.","-40.0722007751465","-19.3910999298096",NA,"Árvore,+ 6m de altura e fuste de +- 2m, DAP 7 cm, 0 da copa + 3m. Com flor roxa e botão verde. Fuste cilíndrico e casca áspera.; Em floresta de várzea.","UEC079641","UEC079641","Martins, AB",NA,NA,"1985","09","09",NA,NA,"48094","auto",NA,NA,NA,NA,NA
"18","2021-03-01 16:33:58-03","UNICAMP","UEC","177229","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Carraça, DC; Baumgratz, JFA; Avelar, MG; Pintor, AM","1","2004","08","23",NA,"Brazil","Rio de Janeiro","Silva Jardim","Reserva biológica de Poço das Antas, Trikha para entrada da casa da Cintia.","-42.3917007446289","-22.6508007049561",NA,"Árvore com ca. 8m em mata de baixada; ramos cinério-acinzentado. Hipanto e cálice verde, filetes alvo-esverdeados, conectivo de coloração bege e teca lilás, estilete alvo e estigma amarelado. Flor com suave odor adocicado.","UEC002907","UEC002907",NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"19","2019-08-20 10:18:19-03","UNICAMP","UEC","67835","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Lobo, PC","29277","1993","11","11",NA,"Brazil","São Paulo","Ubatuba","Estrada do Puruba","-45.0699996948242","-23.4300003051758",NA,"Árvore 6m., flores lilás claro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"20","2019-12-18 15:50:47-03","UFOP","OUPR","33794","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhae","Henriettea saldanhae","Cogn.",NA,"Carraça, D.C.; Baumgratz, J.F.A.; Pintor, A.M. & Avelar, M.","1","2004","08","23",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica Poço das Antas, Trilha para entrada da casa da Cíntia.","-42.3917007446289","-22.6508007049561",NA,"Árvore com ca. 8m em mata de baixada; ramos cinério-acinzentado. Hipanto e cálice verdes, filetes alvo-esverdeados; conectivo de coloração bege e teca lilás; estilete alvo e estigma amarelado. Flor com suave odor adocicado. Programa Mata Atlântica -",NA,NA,"Baumgratz, J.F.A.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"21","2019-07-05 19:08:37-03","UFES","VIES","42366","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhae","Henriettea saldanhae","Cogn.",NA,"Mello, B.N.; Sossai, B.G.; Alves-Araújo, A.","68","2018","06","18",NA,"Brasil","Espírito Santo","Conceição da Barra","Estrada Principal. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,"VIES042366","VIES042366",NA,NA,NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA
"22","2020-04-27 16:10:32-03","UFES","VIES","16103","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Pereira, O.J.","7721","1997","06","09",NA,"Brasil","Espírito Santo","Serra","Vimieiro.","-40.3078002929688","-20.1285991668701",NA,NA,"VIES016103","VIES016103","Pereira, O.J.",NA,NA,"1997","06","09",NA,NA,"16451","auto",NA,NA,NA,NA,NA
"23","2019-12-19 16:36:56-03","UNESP-IBB","BOTUW","726","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,"Comp. Vale do Rio Doce","-40.533333","-19.866667",NA,NA,"BOTUW000726",NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 09:31:05-03","UFRRJ","RBR","30076","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"T.D. Gaui","s.n.","2007","11","17",NA,"Brasil","Rio de Janeiro","Itaboraí",NA,"-42.8594017028809","-22.7444000244141",NA,NA,"RBR00030076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"16798","auto",NA,NA,NA,NA,NA
"25","2020-06-29 09:31:05-03","UFRRJ","RBR","39354","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"D.C. Carraça","1","2004","08","23",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-42.3917007446289","-22.6508007049561",NA,NA,"RBR00039354",NA,"J.F.A. Baumgratz",NA,NA,"2004","08","23",NA,NA,"29995","auto",NA,NA,NA,NA,NA
"26","2020-12-21 16:34:08-03","MBM","MBM","118422","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","51420",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Jaguaré","Rod. BR-101","-40.076099395752","-18.9055995941162",NA,NA,"MBM118422","MBM118422","Hatschbach, G.",NA,NA,NA,NA,NA,NA,NA,"43085","auto",NA,NA,NA,NA,NA
"27","2020-12-21 16:34:08-03","MBM","MBM","62057","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Francisco Silva, A.","10135",NA,NA,NA,"Southern America","Brazil","São Paulo","Campinas","Estação Experimental do Instituto Agronômico de Campinas","-47.060001373291","-22.8999996185303",NA,"Também Henrietella glabra Cogn.","MBM062057","MBM062057",NA,NA,NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA
"28","2020-12-21 16:34:08-03","MBM","MBM","22229","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Pereira, E.","4192",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Capivari, prope Caxias",NA,NA,NA,NA,"MBM022229","MBM022229",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:34:08-03","MBM","MBM","84343","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Hatschbach, G.","46800",NA,NA,NA,"Southern America","Brazil","Espírito Santo","São Mateus","Rod. BR-101, 10-20km S de São Mateus","-39.8588981628418","-18.716100692749",NA,NA,"MBM084343","MBM084343","Wurdack, J.J.",NA,NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA
"30","2020-12-21 16:34:08-03","MBM","MBM","45390","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Trinta, A.Z.; Fromm, E.; Fromm, E.","1088",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Guarapari","Entre Guarapari e Anchieta","-40.5110015869141","-20.6580009460449",NA,NA,"MBM045390","MBM045390","Wurdack, J.J.",NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA,NA
"31","2015-11-06 17:04:02-02","MNHN","RECOLNAT_MNHN_P","P00545617","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glazioviana","Henriettea glazioviana verruculosa","Cogn.","isosyntype","Glaziou, A.",NA,"1875","8","5",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Maná",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545617' target='other'> <mi>dwc_moreinfo</mi></a>","P00545617","P00545617_01 P00545617_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"verruculosa","8352",NA,NA
"32","2006-12-18 16:17:40-02","MNHN","RECOLNAT_MNHN_P","P00545618","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glazioviana","Henriettea glazioviana verruculosa","Cogn.","isosyntype","Glaziou, A.",NA,"1875","8","5",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Maná",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545618' target='other'> <mi>dwc_moreinfo</mi></a>","P00545618","P00545618_01 P00545618_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"verruculosa","8352",NA,NA
"33","2015-11-06 17:04:02-02","MNHN","RECOLNAT_MNHN_P","P00545617","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glazioviana","Henriettea glazioviana verruculosa","Cogn.","isosyntype","Glaziou, A.",NA,"1875","8","5",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Maná",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545617' target='other'> <mi>dwc_moreinfo</mi></a>","P00545617","P00545617_01 P00545617_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"verruculosa","8352",NA,NA
"34","2006-12-18 16:17:40-02","MNHN","RECOLNAT_MNHN_P","P00545618","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","glazioviana","Henriettea glazioviana verruculosa","Cogn.","isosyntype","Glaziou, A.",NA,"1875","8","5",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Maná",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545618' target='other'> <mi>dwc_moreinfo</mi></a>","P00545618","P00545618_01 P00545618_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"verruculosa","8352",NA,NA
"35","2015-09-04 22:29:46-03","MNHN","RECOLNAT_MNHN_P","P05320608","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05320608' target='other'> <mi>dwc_moreinfo</mi></a>","P05320608","P05320608_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"73",NA,NA
"36","2015-11-06 17:04:00-02","MNHN","RECOLNAT_MNHN_P","P00545616","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Glaziou, A.",NA,"1875","8","5",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro : Maná",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00545616' target='other'> <mi>dwc_moreinfo</mi></a>","P00545616","P00545616_01 P00545616_02","Romero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8352",NA,NA
"37","2021-02-11 17:19:38-03","UFPR","UPCB","84443","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhae","Henriettea saldanhae","Cogn.",NA,"Lobão, A.","1808","2012","01","10",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas. Rodovia Silva Jardim-Casimiro de Abreu, ramal à direita ca. 6,5km antes da sede do parque. Estrada para a Barragem Juturnaíba. Floresta Ombrófila Densa (Mata Atlântica).","-42.026","-22.436",NA,"Árvore, ca. 4m alt., folhas levemente ásperas, flores com sépalas brancas e estames vinho..","UPCB0012321","UPCB0012321","Goldenberg, R.","20","20","2016",NA,NA,"-42.026","-22.436",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:19:38-03","UFPR","UPCB","43664","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhae","Henriettea saldanhae","Cogn.",NA,"Oliveira, P.P.de","4484","2001","01","11",NA,"Brasil","Rio de Janeiro","Rio das Ostras","Reserva Biológica União","-41.9449996948242","-22.5268993377686",NA,"Frutos maduros e imaturos. Mata Atlântica, baixada, Pixirica..","UPCB0012320","UPCB0012320","Goldenberg, R.",NA,NA,"2016",NA,NA,NA,NA,"17620","auto",NA,NA,NA,NA,NA
"39","2021-02-11 17:19:38-03","UFPR","UPCB","94114","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhae","Henriettea saldanhae","Cogn.",NA,"Kollmann, L | Fontana, A. P | Leme, E. | Zanoni, M.","10936","2004","04","26",NA,"Brasil","Espírito Santo","Aguia Branca","Santa Luzia, Pedra da Bandeira","-40.7402992248535","-18.9831008911133",NA,"Arvoreto 6m. Folhas verde escura. Pétalas branco rosadas, corola verde, ovario verde. Estames filete verde, estames lilás, estilete branco. Peciolo e caule com tricomas marrons.","UPCB0036702","UPCB0036702 UPCB0036702_1","Goldenberg, R.",NA,NA,"2017",NA,NA,NA,NA,"19701","auto",NA,NA,NA,NA,NA
"40","2021-02-11 17:19:38-03","UFPR","UPCB","16611","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Hatschbach, G.","51420","1987","08","23",NA,"Brasil","Espírito Santo","Jaguaré","BLOQUEADO",NA,NA,NA,"Arvoreta, 4m, pétalas rosa claro, filete creme, anteras amarelas. Mata pluvial, solo úmido às margens de córrego..","UPCB0012327","UPCB0012327","Hatschbach, G.","20","50","1987","01","01","9999","9999",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:19:38-03","UFPR","UPCB","56300","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Santos, A.K.A.","711","2006","01","16",NA,"Brasil","São Paulo","Ubatuba","Entroncamentoe Ubatuba/RJ 342km, na entrada para a Praia de Puruba, Praia de Puruba, ca. 1km da entrada","-44.438333","-23.345556",NA,"Árvore ca. 5m, folhas verdes, discolores, face abaxial mais clara, hipanto e cálice verdes, pétalas róseas, anteras roxas..","UPCB0012328","UPCB0012328","Goldenberg, R.","3","3","2015",NA,NA,"-44.438333","-23.345556",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:19:38-03","UFPR","UPCB","63991","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Britto, R.C.de","193","2007","03","09",NA,"Brasil","Espírito Santo","Anchieta","BLOQUEADO",NA,NA,NA,"Arvoreto com 7m, borda de mata, flores rosa com estames roxos e frutos verdes..","UPCB0012326","UPCB0012326","Goldenberg, R.",NA,NA,"2009","01","01","9999","9999",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:19:38-03","UFPR","UPCB","64015","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Demuner, V.","3510","2007","04","03",NA,"Brasil","Espírito Santo","Águia Branca","BLOQUEADO",NA,NA,NA,"Arbusto 4m, botões florais e frutos jovens verdes, frutos maduros vermehlos. Afloramento rochoso..","UPCB0012325","UPCB0012325","Goldenberg, R.","400","600","2009","01","01","9999","9999",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:38-03","UFPR","UPCB","64019","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Boudet Fernandes, H.","3469","2007","10","03",NA,"Brasil","Espírito Santo","Águia Branca","BLOQUEADO",NA,NA,NA,"Vegetação rupestre. Arbusto 3m x 18 cm. Folha verde clara inferiormente. Cálice verde, pétalas róseas, estames roxos, estilete amarelado..","UPCB0012324","UPCB0012324","Goldenberg, R.","175","550","2009","01","01","9999","9999",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:19:38-03","UFPR","UPCB","70700","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Oliveira, A.G.","654","2009","10","03",NA,"Brasil","Espírito Santo","São Mateus","BLOQUEADO",NA,NA,NA,"Árvore de seis metro de altura com frutos verdes..","UPCB0012323","UPCB0012323","Goldenberg, R.",NA,NA,"2010","01","01","9999","9999",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:19:38-03","UFPR","UPCB","80411","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Flores, T.B.","1272","2012","08","29",NA,"Brasil","Espírito Santo","Conceição da Barra","Floresta Nacional do Rio Preto - trilha da Suzano","-39.833","-18.367",NA,"Arbusto, ca. 2m de alt. Cálice verde, corola e anteras roxas..","UPCB0012322","UPCB0012322","Goldenberg, R.",NA,NA,"2014",NA,NA,"-39.833","-18.367",NA,NA,NA,NA,NA,NA,NA
