"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"95","2020-08-20 14:57:43-03","UFSC","FLOR","43019","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Carraça, D.C.; Baumgratz, J.F.A.; Avelar, M. & Pintor, A.M.","9","2004","08","24",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço da Antas, trilha Rodolfo Sul, em área alagada.","-42.3917007446289","-22.6508007049561",NA,"árvore com ramos de textura lisa e calibrosa, flor botões alvos, flores somente com androceu e gineceu e folhas verdes discolores, Fruto Imaturo, verde, 8m altura. Recebido de RB Nº 411165.","FLOR0043019",NA,"Baumgratz, J.F.A.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"96","2020-08-20 14:57:43-03","UFSC","FLOR","43018","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Luchiari, C.; et alii","382","1994","04","28",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, estrada para Jutrunaiba, próximo a entrada para casa da Cintia.","-42.3917007446289","-22.6508007049561",NA,"árvore com folha discolor, face superior verde escuro brilhante, face inferior verde esbranquiçada, flor botão e cálice verde, corola rosa claro, antera roxa e gineceu creme, Fruto Imaturo, verde claro, 7m altura. Recebido de RB Nº 39","FLOR0043018",NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"97","2020-08-20 14:57:43-03","UFSC","FLOR","42978","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Pessoa, S.V.A.; Abbas, B.A.","1057","2001","08","22",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, trilha da casa dos morcegos.","-42.3917007446289","-22.6508007049561",NA,"árvore com folha discolor verde, flor cálice verde-claro, corola, ovário e filetes alvos, anteras vináceas, 5m altura. Recebido de RB Nº 402998.","FLOR0042978",NA,"Baumgratz, J.F.A.",NA,NA,"2004","09","21",NA,NA,"29995","auto",NA,NA,NA,NA,NA
"98","2020-08-20 14:57:43-03","UFSC","FLOR","43017","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Carraça, D.C.; Baumgratz, J.F.A.; Avelar, M. & Pintor, A.M.","1","2004","08","23",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, trilha para entrada da casa da Cintia.","-42.3917007446289","-22.6508007049561",NA,"árvore com ramos cinéro-acizentado, flor hipanto e calice verdes, filetes alvo-esverdeados, conectivo de coloração bege e teca lilás, estilete alvo e estigma amarelado. flor com suave odor adocicado, 8m altura. Recebido de RB Nº 4111","FLOR0043017",NA,"Baumgratz, J.F.A.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"99","2020-08-20 14:57:43-03","UFSC","FLOR","43022","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Carraça, D.C.; Baumgratz, J.F.; Pintor, A.M. & Avelar, M.","10","2004","08","24",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, trilha Rodolfo Norte, em área de brejo.","-42.3917007446289","-22.6508007049561",NA,"ávore com casca alvo-esverdeada, superfície irregula e rugosa com consistência maleável e espessura ca. 5mm. Madeira de cor bem clara e superfície irregula bulada, 9m altura. Madeira mmuda de cor, escurecendo após a sua retirada. Rece","FLOR0043022",NA,"Baumgratz, J.F.A.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"100","2020-08-20 20:39:59-03","UFSC","FLOR","54614","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Lima, H.C. de; et alii","4665","1993","06","21",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Trilha Rodolfo Norte, próximo ao portão da REBIO.","-42.3917007446289","-22.6508007049561",NA,"Arvoreta com 5m alt.; tronco com casca lisa, DAP ca. 8cm; flores com cálice verde e corola alvo-lilás. Muito frequente na mata de baixada. Planta do RB 333912.","FLOR0054614",NA,"Souza, M.L.; Baumgratz, J.F.A.",NA,NA,"2005",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"101","2020-08-20 14:57:43-03","UFSC","FLOR","43021","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Carraça, D.C.; Baumgratz, J.F.A.; Avelar, M. & Pintor, A.M.","11","2004","08","24",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, trilha Rodolfo Sul, em área alagada.","-42.3917007446289","-22.6508007049561",NA,"árvore com folhas discolores, flor botão floral, flores com gineceuverde rosáceos, 12m altura. Recebido de RB Nº 411166.","FLOR0043021",NA,"Baumgratz, J.F.A.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"102","2020-08-20 14:57:43-03","UFSC","FLOR","43020","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Carraça, D.C.; Baumgratz, J.F.A.; Avelar, M. & Pintor, A.M.","12","2004","08","24",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, trilha Rodolfo Sul, em área alagada.","-42.3917007446289","-22.6508007049561",NA,"árvore, flor botões alvos, flores com pétalas vistosas e com androceu e gineceu; folhas verdes disclores, Fruto Imaturo, e maduro, 8m altura. Recebido de RB Nº 411174.","FLOR0043020",NA,"Baumgratz, J.F.A.",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"103","2020-08-20 14:57:43-03","UFSC","FLOR","42977","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Luchiari, C.; et alii","567","1994","11","17",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poços das Antas, Casa da Cíntia, esquerda.","-42.3917007446289","-22.6508007049561",NA,"árvore com folha discolor, face superior verde escura e face inferior verde claro, flor botão floral jovem, Fruto Imaturo, verde; maduro vermelho vinoso, 7m altura. Recebido de RB Nº 402973.","FLOR0042977",NA,"Baumgratz, J.F.A.",NA,NA,"2004","09","21",NA,NA,"29995","auto",NA,NA,NA,NA,NA
"104","2020-08-20 14:57:43-03","UFSC","FLOR","42972","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Martinelli, G.; Lima, H.C. de","8437","1982","05","26",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poços das Antas, mata secundária, caminho da Faz. Portuense.","-42.3917007446289","-22.6508007049561",NA,"arbusto com folhas na face ventral verde, face dorsal alvacenta com nervuras ferrugíneas, Fruto Imaturo, verde, 3 a 4m altura. Recebido de RB Nº 226968.","FLOR0042972",NA,"Baumgratz, J.F.A.","30","30","1983","01","12",NA,NA,"29995","auto",NA,NA,NA,NA,NA
"105","2020-08-20 20:39:59-03","UFSC","FLOR","42976","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Lima, H.C. de; et alii","4658","1993","06","21",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poços das Antas, pau do Guacho, próximo a fazenda da Kombi.","-42.3917007446289","-22.6508007049561",NA,"arvoreta, flor cálice verde e corola alvo-lilás, 4m altura. Recebido de RB Nº 333913.","FLOR0042976",NA,"Souza, M.L.; Baumgratz, J.F.A.",NA,NA,"2005",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"106","2016-01-28 09:26:47-02","CAS","CAS-BOT","488102","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Araujo, Dorothy; Smith, G.; Fischer, E.","3471","1979","12",NA,"South America","Brazil","Rio de Janeiro",NA,"Silva Jardin, Reserva Biológica de Poço das Antas, no caminho da Fazenda Portuense",NA,NA,NA,"Arbusto com ±3m de alt., heliófilo, crescando à beira do caminho. Frutos verdes. Herbarium number on label is No. 15791",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"107","2019-11-21 10:09:41-03","IBt","SP","205005","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Folli, DA","182","1979","12","19",NA,"Brasil","Espírito Santo","Linhares","Estrada Gávea, ant. X-2, km 2,944, lado direito","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"Chiea, SAC",NA,NA,"1986","06","06",NA,NA,"48094","auto",NA,NA,NA,NA,NA
"108","2019-11-21 10:09:41-03","IBt","SP","397942","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Farias, DS","282","1994","07","13",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Trilha Rodolfo Norte","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"109","2019-11-21 10:09:41-03","IBt","SP","397930","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Carraça, DC; Baumgratz, JFA; Pintor, AM; Avelar, M","11","2004","08","24",NA,"Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, Trilha Rodolfo Sul, em área alagada","-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"Baumgratz, JFA",NA,NA,NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA
"110","2019-11-21 10:09:41-03","IBt","SP","301836","S","Plantae",NA,NA,"Melastomataceae","Henriettea","saldanhaei","Henriettea saldanhaei","Cogn.",NA,"Lobo, PC; et al.","29277","1993","11","11",NA,"Brasil","São Paulo","Ubatuba","Estrada do Poruba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"111","2014-09-23 10:58:41-03","G","G","G00074220","S","Plantae",NA,NA,"Melastomataceae","Henriettea","glazioviana","Henriettea glazioviana var. verruculosa","Cogn.","ISOSYNTYPUS of Henriettea glazioviana var. verruculosa Cogn.","Glaziou, A. F. M.","8352","1876",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=111413&base=img&lang=en","G00074220","G00074220","in Hb. G",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"var. verruculosa",NA,NA,NA
"112","2014-09-23 10:58:41-03","G","G","G00074220","S","Plantae",NA,NA,"Melastomataceae","Henriettea","glazioviana","Henriettea glazioviana var. verruculosa","Cogn.","ISOSYNTYPUS of Henriettea glazioviana var. verruculosa Cogn.","Glaziou, A. F. M.","8352","1876",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=111413&base=img&lang=en","G00074220","G00074220","in Hb. G",NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"var. verruculosa",NA,NA,NA
