"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","472485","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","A. C. Cervi","2225","1983","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472485","Magnoliophyta","Malpighiales","Nied.","O. A. Guimarães","Paraná","Ponta Grossa","Rio dos Papagáios","-50.1617","-25.095","NY00472485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","472482","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","G. G. Hatschbach","27085","1971","10","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201701' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472482","Magnoliophyta","Malpighiales","Nied.","W. R. Anderson","Paraná","Bocaiúva do Sul","S'Ana","-49.115","-25.2061","NY00472482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","472480","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","G. G. Hatschbach","39204","1976","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201704' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472480","Magnoliophyta","Malpighiales","Nied.","W. R. Anderson","Paraná","Piraí do Sul","Joaquim Murtinho","-49.9483","-24.5261","NY00472480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:11-03","UFRJ","RFA","11184","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","P. Occhioni","4608","1971","11","09",NA,"Brasil",NA,NA,"Subarbusto lenhoso; flor amarela avermelhada","RFA10985",NA,NA,"Nied.","William R.Anderson","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"1976","02","19","46557","auto",NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:11-03","UFRJ","RFA","9957","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","P. Occhioni","4251","1970","10","00",NA,"Brasil",NA,NA,"Subarbusto","RFA28609",NA,NA,"Nied.","William R.Anderson","Paraná","Paraná","Próximo a Vila Velha",NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:11-03","UFRJ","RFA","8137","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","P. Occhioni","3412","1966","11","09",NA,"Brasil",NA,NA,"Subarbusto; flor alvecente","RFA44679",NA,NA,"Nied.","W.R. Anderson","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"1975",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"17","2020-11-24 17:10:47-03","UTFPR","DVPR","4261","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Siqueira, EL; et al.","394","2010","11","04",NA,"Brasil",NA,NA,"Arbusto helófilo. Flores alvas com estames amarelos.; Relevo: Ondulado. Vegetação: Estepe (campos gerais)","DVPR004261","Magnoliophyta",NA,"Nied.","Caxambu, MG","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-49.59402","-25.12112",NA,"946","946","2010","11","25",NA,NA,"-49.59402","-25.12112",NA,NA,NA,NA
"18","2020-11-24 17:10:47-03","UTFPR","DVPR","4325","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Siqueira, EL; et al.","1013","2014","05","18",NA,"Brasil",NA,NA,"arbusto ca. 0,40m, heliófito. Flores alvas e rosadas, com estames amarelos.; Relevo:ondulado. vegetação: Estepe (Campos Gerais).","DVPR004325","Magnoliophyta",NA,"Nied.","Caxambu, MG","Paraná","Tibagi","Sítio Sete Quedas","-50.15149","-24.34523",NA,"1048","1048","2014","09","09",NA,NA,"-50.15149","-24.34523",NA,NA,NA,NA
"19","2019-12-04 15:25:20-03","PUCPR","HUCP","4975","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Langohr, I","037","1992","02","06",NA,"Brasil",NA,NA,NA,"HUCP00013120","Eudicotiledonea",NA,"Nied.","Hatschbach, GG","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00013120",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:20-03","PUCPR","HUCP","21150","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Selusniaki, M","2626","2009","03","23",NA,"Brasil",NA,NA,NA,"HUCP00013124","Eudicotiledonea",NA,"Nied.","Selusniaki, M","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00013124",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:20-03","PUCPR","HUCP","20257","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Selusniaki, M","2451","2008","11","14",NA,"Brasil",NA,NA,NA,"HUCP00013228","Eudicotiledonea",NA,"Nied.","Selusniaki, M","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00013228",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:20-03","PUCPR","HUCP","20249","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Selusniaki, M","2477","2008","11","14",NA,"Brasil",NA,NA,NA,"HUCP00013068","Eudicotiledonea",NA,"Nied.","Selusniaki, M","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00013068",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:20-03","PUCPR","HUCP","20189","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Selusniaki, M; Ariati, V; Moledo, R","2561","2009","03","23",NA,"Brasil",NA,NA,NA,"HUCP00013232","Eudicotiledonea",NA,"Nied.","Selusniaki, M","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00013232",NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:25:20-03","PUCPR","HUCP","19067-A","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Selusniaki, M","1496","2007","11","10",NA,"Brasil",NA,NA,NA,NA,"Eudicotiledonea",NA,"Nied.","Selusniaki, M","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"25","2019-12-04 15:25:20-03","PUCPR","HUCP","17677","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Beltrami, L","070","2006","10","29",NA,"Brasil",NA,NA,NA,"HUCP00013128","Eudicotiledonea",NA,"Nied.","Beltrami, L","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00013128",NA,NA,"2006","11","29","27346","auto",NA,NA,NA,NA,NA,NA
"26","2019-12-04 15:25:20-03","PUCPR","HUCP","22376","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Lozano, E; Felitto, G; Michelon, C; Kersten, RA","741","2011","08","19",NA,"Brasil",NA,NA,NA,"HUCP00013176","Eudicotiledonea",NA,"Nied.","Lozano, E","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","HUCP00013176",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"27","2019-12-04 15:25:20-03","PUCPR","HUCP","22000","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Schmidt, FG","004","2010","03","29",NA,"Brasil",NA,NA,NA,"HUCP00013072","Eudicotiledonea",NA,"Nied.","Schmidt, FG","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625","HUCP00013072",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:18:48-03","UFBA","ALCB","60478","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, JM; Barbosa, E; Costa, EF","3692","2002","10","22","Southern America","Brasil",NA,NA,"xilopodífero, flor rosada. Campo limpo de altitude.","ALCB039419","Dicotyledon",NA,"Nied.","Hatschbach, G","Paraná","Campo Magro","Morro da Palha","-49.45","-25.366667",NA,NA,NA,"2002",NA,NA,NA,NA,"-49.45","-25.366667",NA,NA,NA,NA
"29","2019-10-09 11:18:48-03","UFBA","ALCB","050048","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Hatschbach, G; Spichiger, R; Cervi, AC; Loizeau, PA","68798","1998","11","17","Southern America","Brasil",NA,NA,"xilopodífero, flor alva, anteras amarelas. Campo limpo, seco.","ALCB039420","Dicotyledon",NA,"Nied.","Hatschbach, G","Paraná","Palmeira","Rio dos Papagaios, Rod. BR - 277","-50","-25.416667",NA,NA,NA,"1998",NA,NA,NA,NA,"-50","-25.416667",NA,NA,NA,NA
"30","2020-11-04 11:12:34-03","ESALQ","ESA","85439","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Paula-Souza, J.; Souza, V.C.; Mazine, F.F.; Lucas, E.; Romão, G.O.","3651.0","2003","11","13",NA,"Brasil",NA,NA,"Arbusto; labelo passando de amarelo para alaranjado; demais pétalas alvas; elaióforos creme.","ESA085439","Magnoliophyta",NA,"Nied.","Elias, S.I.","São Paulo","Itararé","17km de Itararé para Bom Sucesso de Itararé. Floresta ombrófila mista","-49.16","-24.14","ESA085439","1060","1060","2006","01","01",NA,NA,"-49.16","-24.14",NA,NA,NA,NA
"31","2020-11-04 11:12:34-03","ESALQ","ESA","94513","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Elias, S.I.; Silva, M.M.R.; Amador, D.B.; Freitas, F.O.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.; Vanini, A.","10.0","1997","12","10",NA,"Brasil",NA,NA,"Arbusto de 50cm. Botão floral creme .Frutos imaturos verdes .","ESA094513","Magnoliophyta",NA,"Nied.",NA,"São Paulo","Bom Sucesso de Itararé","Fazenda Nicolau. Campo, beira de encosta","-490.905","-241.611","ESA094513",NA,NA,NA,NA,NA,NA,NA,"-490,905","-241,611",NA,NA,NA,NA
"32","2020-11-04 11:12:34-03","ESALQ","ESA","31781","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Ribas, O.S. et al.","876.0","1995","10","27",NA,"Brasil",NA,NA,NA,"ESA031781","Magnoliophyta",NA,NA,NA,"Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545","ESA031781",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:12:34-03","ESALQ","ESA","30958","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, V.C. et al.","10507.0","1996","01","26",NA,"Brasil",NA,NA,NA,"ESA030958","Magnoliophyta",NA,"Nied.","Mamede, M.C.H.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA030958",NA,NA,"1996","08","02","27729","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:12:34-03","ESALQ","ESA","26486","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, V.C. et al.","3792.0","1993","05","22",NA,"Brasil",NA,NA,NA,"ESA026486","Magnoliophyta",NA,"DC.","Ivanauskas, N.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA026486",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:12:34-03","ESALQ","ESA","131777","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Grupo 10","36.0","2009","10","18",NA,"Brasil",NA,NA,NA,"ESA131777","Magnoliophyta",NA,NA,"Carneiro, E.A. et al.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA131777",NA,NA,"2009","10","30","27729","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:12:34-03","ESALQ","ESA","40403","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Elias, S.I. et al.","10.0","1997","12","10",NA,"Brasil",NA,NA,NA,"ESA040403","Magnoliophyta",NA,NA,NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA040403",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:12:34-03","ESALQ","ESA","93384","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Pinto, L.R. et al.",NA,"1994","11","05",NA,"Brasil",NA,NA,NA,"ESA093384","Magnoliophyta",NA,"Nied","Elias-Rolim, S.I.","Paraná","Salto Santa Rosa",NA,NA,NA,"ESA093384",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:12:34-03","ESALQ","ESA","93387","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Vieira, A.O.S. et al.","286.0","1988","07","25",NA,"Brasil",NA,NA,NA,"ESA093387","Magnoliophyta",NA,"Nied","Elias-Rolim, S.I.","Paraná","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611","ESA093387",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:12:34-03","ESALQ","ESA","93385","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Pimenta, J.A. et al.",NA,"1989","11","20",NA,"Brasil",NA,NA,NA,"ESA093385","Magnoliophyta",NA,"Nied","Elias-Rolim, S.I.","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783","ESA093385",NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:12:34-03","ESALQ","ESA","93386","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Kinupp, V.F.","281.0","1997","02","10",NA,"Brasil",NA,NA,NA,"ESA093386","Magnoliophyta",NA,"Nied","Elias-Rolim, S.I.","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","ESA093386",NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:12:34-03","ESALQ","ESA","86305","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, J.M.","3837.0","2003","11","03",NA,"Brasil",NA,NA,NA,"ESA086305","Magnoliophyta",NA,"Nied.","Hatschbach, G.","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","ESA086305",NA,NA,"2003","01","01","56988","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:12:34-03","ESALQ","ESA","15932","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, V.C. et al.","6182.0","1994","06","03",NA,"Brasil",NA,NA,NA,"ESA015932","Magnoliophyta",NA,"Nied.","Mamede, M.C.H.","São Paulo","Bom Sucesso de Itararé",NA,"-49.1399993896484","-24.3099994659424","ESA015932",NA,NA,"1998",NA,NA,"14955","auto",NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:34-03","ESALQ","ESA","26487","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, V.C. et al.","3814.0","1993","05","22",NA,"Brasil",NA,NA,NA,"ESA026487","Magnoliophyta",NA,NA,NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA026487",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:12:34-03","ESALQ","ESA","50186","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Scaramuzza, C.A.M. ; Fina, B.G.","938.0","1993","02","16",NA,"Brasil",NA,NA,NA,"ESA050186","Magnoliophyta",NA,NA,"Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA050186",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:12:34-03","ESALQ","ESA","26517","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Scaramuzza, C.A.M. ; Deur, M.","600.0","1990","03","15",NA,"Brasil",NA,NA,NA,"ESA026517","Magnoliophyta",NA,NA,NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA026517",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:12:34-03","ESALQ","ESA","37338","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Torezan, J.M. et al.","682.0","1997","12","16",NA,"Brasil",NA,NA,NA,"ESA037338","Magnoliophyta",NA,NA,NA,"São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA037338",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:12:34-03","ESALQ","ESA","111258","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Rocha, P.L.R.","28.0","2008","10","19",NA,"Brasil",NA,NA,NA,"ESA111258","Magnoliophyta",NA,NA,"Oliveira, J.T. & Santos, F.B.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA111258",NA,NA,"2008","11","01","27729","auto",NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:12:34-03","ESALQ","ESA","50040","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Scaramuzza, C.A.M. et al.","1023.0","1993","02","19",NA,"Brasil",NA,NA,NA,"ESA050040","Magnoliophyta",NA,NA,"Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA050040",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:12:34-03","ESALQ","ESA","25486","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, V.C. et al.","7404.0","1994","11","01",NA,"Brasil",NA,NA,NA,"ESA025486","Magnoliophyta",NA,"Nied.","Mamede, M.C.H.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA025486",NA,NA,"1998",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"50","2020-11-04 11:12:34-03","ESALQ","ESA","17490","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, V.C. et al.","7172.0","1994","11","13",NA,"Brasil",NA,NA,NA,"ESA017490","Magnoliophyta",NA,"Nied.","M C H Mamede","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA017490",NA,NA,"2002",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
"51","2020-11-04 11:12:34-03","ESALQ","ESA","50041","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Scaramuzza, C.A.M. ; Fina, B.G.","1017.0","1993","02","16",NA,"Brasil",NA,NA,NA,"ESA050041","Magnoliophyta",NA,NA,"Scaramuzza, C.A.M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA050041",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA
