"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","occurrenceRemarks","phylum","class","order","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","continentOcean","preparationType","barcode","imagecode","recordNumber","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters"
"11","2016-07-05 11:14:18-03","FFCLRP","LBMBP","192","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.066667","-23.433333",NA,NA,NA,NA,NA,NA,NA,"45°04'W","23°26'S",NA,NA
"12","2016-07-05 11:14:18-03","FFCLRP","LBMBP","224","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.066667","-23.433333",NA,NA,NA,NA,NA,NA,NA,"45°04'W","23°26'S",NA,NA
"13","2019-08-20 10:00:49-03","UNICAMP","UEC","139830","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Breier, TB","2004","09",NA,NA,"Na parcela B3, caída no solo","Liliopsida",NA,NA,"Lindl.","Breier, TB; Budke, JC","2002","08","18","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permanentes","-47.916667","-24.166667",NA,NA,NA,NA,"UEC034514","UEC034514","460","-47.916667","-24.166667",NA,NA
"14","2019-08-20 10:00:49-03","UNICAMP","UEC",NA,"S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Singer, RB","2003","03",NA,NA,"Na parcela permanente sobre árvore número 164","Liliopsida",NA,NA,"Lindl.","Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, parcelas permanentes","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,"UEC034512",NA,"343",NA,NA,NA,NA
"15","2019-08-20 10:00:49-03","UNICAMP","UEC","139829","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Singer, RB","2003","03",NA,NA,"Na parcela permanente sobre árvore número 164","Liliopsida",NA,NA,"Lindl.","Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, parcelas permanentes","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,"UEC034511","UEC034511","343",NA,NA,NA,NA
"16","2021-02-12 10:02:13-03","UNICAMP","UEC","68249","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,"Epífita, sobre Inga sp. Botões róseos.","Liliopsida",NA,NA,"Lindl.","Barros, F; et al.","1993","11","10","Brazil","São Paulo","Ubatuba","Núcleo de Picinguaba, Trilha do Corisco, mata de encosta.","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,"UEC034507","UEC034507","29832",NA,NA,NA,NA
"17","2019-08-20 10:00:49-03","UNICAMP","UEC","139014","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Singer, RB",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"Lindl.","Singer, RB","1999","11","25","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,"UEC034509","UEC034509","99/39",NA,NA,NA,NA
"18","2019-08-20 10:00:49-03","UNICAMP","UEC","139009","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Singer, RB",NA,NA,NA,NA,NA,"Liliopsida",NA,NA,"Lindl.","Singer, RB","1999","11","25","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,"UEC034510","UEC034510","99/31",NA,NA,NA,NA
"19","2019-08-20 10:00:49-03","UNICAMP","UEC","56368","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,"Flores amarronzadas com maculas mais fortes, epifita.","Liliopsida",NA,NA,"Lindl.","Lombardi, JA","1990","12","06","Brazil","São Paulo","Ubatuba","Picinguaba, Atrás do alojamento. Mata de restinga.","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,"UEC034508","UEC034508","1",NA,NA,NA,NA
"20","2020-10-14 10:04:09-03","FURB","FURB","43880","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Caetano, JO","2013","10","27",NA,NA,NA,NA,NA,"Lindl.","Caetano, J.O.; Henschel, S.","2013","10","27","Brasil","Santa Catarina","Benedito Novo","Topo de Morro Perto da Empresa Alta Papéis.","-49.4219445","-26.7805556",NA,NA,NA,NA,"FURB04698","FURB04698","53","-49.4219445","-26.7805556","458","458"
"21","2020-10-14 10:04:09-03","FURB","FURB","56155","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Kassner-Filho, A.","2017","11","23",NA,NA,NA,NA,NA,"Lindl.","Kassner-Filho, A.","2017","11","23","Brasil","Santa Catarina","Guaramirim","Jaqua-açu.","-49.0416666","-26.5336111",NA,NA,NA,NA,"FURB56155","FURB56155","1570","-49.0416666","-26.5336111",NA,NA
"22","2020-10-14 10:04:09-03","FURB","FURB","56749","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Funez, L.A.","2017","11","28",NA,"Flores cárneas com pintas púruras Habitat: Floresta Habito: Epífita",NA,NA,NA,"Lindl.","Funez, L.A.","2017","11","28","Brasil","Santa Catarina","Blumenau","Ribeirão Fresco.","-49.0430555","-26.9277778",NA,NA,NA,NA,"FURB56749","FURB56749","6701","-49.0430555","-26.9277778","21","21"
"23","2020-10-14 10:04:09-03","FURB","FURB","62049","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Kassner-Filho, A.","2018","07","24",NA,"Floração em 10/11/2018; Cultivada em casa de vegetação. Habitat: Interior da unidade amostral Habito: Epífita",NA,NA,NA,"Lindl.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","07","24","Brasil","Santa Catarina","Antônio Carlos","Rua Nossa Senhora de Fátima.","-48.78","-27.54",NA,NA,NA,NA,"FURB62049","FURB62049","3972","-48.7800000","-27.5400000","230","230"
"24","2020-12-21 16:38:30-03","MBM","MBM","339865","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Mancinelli, W.S.","2009","11","24",NA,"Flor alvacenta, interior amarelo. Beira da estrada",NA,NA,NA,"Lindl.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","2007","11","08","Brazil","Paraná","Morretes","Estrada para a Colônia Limeira, Rio Morro","-48.834400177002","-25.476900100708","30514","auto","Southern America",NA,"MBM339865","MBM339865","6136",NA,NA,NA,NA
"25","2020-12-21 16:38:30-03","MBM","MBM","49606","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Pabst, G.",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Hatschbach, G.","1952","12","07","Brazil","Paraná","Morretes","Estrada da Graciosa, Rio Mãe Catira","-48.834400177002","-25.476900100708","30514","auto","Southern America",NA,"MBM049606","MBM049606","2901",NA,NA,NA,NA
"26","2015-09-16 04:20:47-03","MNHN","RECOLNAT_MNHN_P","P00447987","PreservedSpecimen",NA,"Orchidaceae","Gongora","bufonia","Gongora bufonia","Gerlach",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447987' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Lindl.","Dusén, P.","1911","12","13","Brésil",NA,NA,"Parana : Marretes",NA,NA,NA,NA,NA,"hb","P00447987","P00447987_01",NA,NA,NA,NA,NA
"27","2015-09-22 01:21:44-03","MNHN","RECOLNAT_MNHN_P","P00449118","PreservedSpecimen",NA,"Orchidaceae","Gongora","bufonia","Gongora bufonia","Gerlach",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00449118' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Lindl.","Richard, L.C.|Richard, A.","1852","5","21","Colombie",NA,NA,"cultivé in Hortus Guibert, origine Colombie",NA,NA,NA,NA,NA,"hb","P00449118","P00449118_01",NA,NA,NA,NA,NA
"28","2020-12-11 11:44:33-03","UFMG","BHCB","105179","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,"2006","12",NA,NA,"erva epífita; flores verde-acastanhadas; Planta coletada em mata ombrófila","Monocotyledon",NA,NA,"Lindl.","Mota, RC da","2006","10","25","Brasil","Minas Gerais","Bandeira","Mata da Balbina","-40.559398651123","-15.8846998214722","20058","auto","Southern America",NA,"BHCB001393","BHCB001393","3157",NA,NA,NA,NA
"29","2021-02-11 17:20:57-03","UFPR","UPCB","89687","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Caglioni, E.","2014","12","13",NA,"Floresta Ombrófila Densa. Epífito em floresta secundária avançada, com flores de coloração creme, com pontuações marrom; Florescimento em cultivo.",NA,NA,NA,"Lindl.","Caglioni, E. et al.","2014","12","13","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.078056","-27.058889",NA,NA,NA,NA,"UPCB0029558","UPCB0029558","556","-49.078056","-27.058889","320","320"
"30","2021-02-11 17:20:57-03","UFPR","UPCB","72451","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Mancinelli, W.S.","2010","12","11",NA,"Epífita..",NA,NA,NA,"Lindl.","Mancinelli, W.S.","2010","12","11","Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.8456001281738","-26.3043994903564","37150","auto",NA,NA,NA,NA,"1365",NA,NA,NA,NA
"31","2021-02-11 17:20:57-03","UFPR","UPCB","72473","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Mancinelli, W.S.","2011","02","05",NA,"Epífita..",NA,NA,NA,"Lindl.","Mancinelli, W.S.","2011","02","05","Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.8456001281738","-26.3043994903564","37150","auto",NA,NA,NA,NA,"1421",NA,NA,NA,NA
"32","2021-02-11 17:20:57-03","UFPR","UPCB","89895","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Santos, T.F.","2016",NA,NA,NA,NA,NA,NA,NA,"Lindl.","Santos, T.F. et al.","2016","12","21","Brasil","Paraná","Morretes","Serra Canavieiras - Sagrado de Cima","-48.834400177002","-25.476900100708","30514","auto",NA,NA,"UPCB0028295","UPCB0028295","245",NA,NA,NA,NA
"33","2009-07-21 23:34:00-03","MO","MOBOT","2481573","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Per Dusén",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Dusén 9050",NA,NA,NA,NA
"34","2020-08-01 18:19:14-03","UNESP-IBILCE","SJRP","22801","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","E.C. Smidt",NA,NA,NA,NA,"Epífita; sem flores;","Tracheophyta","Liliopsida","Asparagales","Lindl.","E.C. Smidt",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Ilha Anchieta","-45.0699996948242","-23.4300003051758","34265","auto","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","50519",NA,"Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","R.X. Bolsanello","2002","01",NA,"Brasil","Espírito Santo","Cariacica","Pau Amarelo","-40.4199981689453","-20.2639007568359","18507","auto",NA,NA,"MBML050519","MBML050519","26062016",NA,NA,NA,NA
"36","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","14049",NA,"Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","L. Kollmann/14-11-2000",NA,NA,NA,NA,"Epífita na sombra. Flores rosas com maculas mas escuras.",NA,NA,NA,"Lindl.","L. Kollmann","2000","11","14","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,NA,"MBML014049","MBML014049","3249","40W31'49","19S58'17",NA,NA
"37","2020-07-10 09:48:22-03","MBML","MBML-HERBARIO","4305",NA,"Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,"Informações transcritas do banco de dados, material não localizado no inventário de 2010",NA,NA,NA,"Lindl.","H. Q. Boudet Fernandes","1987","11","05","Brasil","Espírito Santo","Santa Teresa","Museu de Biologia Mello Leitão (Orquidário)","-40.6","-19.936111",NA,NA,NA,NA,"MBML004305",NA,"2247","40W36'0","19S56'10",NA,NA
"38","2020-06-17 15:25:21-03","UNESP-RC","HRCB","11234","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","J. E. L. S. Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-06-17 15:25:21-03","UNESP-RC","HRCB","11315","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","J. E. L. S. Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-17 15:25:21-03","UNESP-RC","HRCB","9692","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","J. E. L. S. Ribeiro",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Furlan, A.",NA,NA,NA,"Brasil","São Paulo","Ubatuba","Picinguaba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-06-10 10:11:20-03","FZB-BH","BHZB","6802","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,"Origem: Parque Estadual do Rio Doce, Mata Atlântica. MAT 310.Cultivado",NA,NA,NA,NA,"Felix, D.F.","2008","04","09","Brasil","MG","Belo Horizonte","FZBBH/ Mata Atlântica","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,"2",NA,NA,NA,NA
"42","2014-11-06 16:18:22-02","UFPB","EAN","2477","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","L. P. Felix & G. V. Dornelas","1985","11","18",NA,"Flores pintadas de marrom. Inflorescência pêndula..Habitat: Epífita",NA,NA,NA,"Lindl.","L. P. Felix ; G. V. Dornelas","1985","09",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51",NA,NA,NA,NA
"43","2020-01-31 10:39:14-03","IFAM","EAFM","16709","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Alzate, N.F.","2016",NA,NA,NA,"; DESC: Epifita; folhas largar e grandes(10cm), com nervuras evidentes e brancas, raizes adventistas;pseudobulbos carnosos e evidentes, de coloração verde claro.",NA,NA,NA,"Lindl.","Blanco, G.D.; Carmes, A.","2015","09","24","Brasil","Santa Catarina","Palhoça","Aldeia Morro dos Cavalos, Proximo ao o rio Maciambú Pequeno","-49.055519","-28.347144",NA,NA,NA,NA,NA,NA,"79","-49.055519","-28.347144","59","59"
"44","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Hoffmannsegg, JC",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,"Southern America",NA,NA,NA,"s.n.",NA,NA,NA,NA
"45","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Rucker",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"Southern America",NA,NA,NA,"s.n.(Hort.",NA,NA,NA,NA
"46","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Hoffmannsegg, JC",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in prov. Rio de Janeiro",NA,NA,NA,NA,"Southern America",NA,NA,NA,"s.n.",NA,NA,NA,NA
"47","2017-09-11 17:11:52-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Rucker",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,"Southern America",NA,NA,NA,"s.n.(Hort.",NA,NA,NA,NA
"48","2021-03-03 22:00:02-03","FLAS","FLAS","178765","PreservedSpecimen","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Mark Whitten",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Preserved herbarium specimen",NA,NA,"93108",NA,NA,NA,NA
"49","2019-11-21 10:13:21-03","IBt","SP","105088","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Bicalho, HD","1970","02","24",NA,NA,NA,NA,NA,"Lindl.","s.col.","1964","11","25","Desconhecido",NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA
"50","2019-11-21 10:13:21-03","IBt","SP","221719","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Bicalho, HD","1962","12","06",NA,NA,NA,NA,NA,"Lindl.","Pires, AS",NA,NA,NA,"Desconhecido",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA
"51","2019-11-21 10:13:21-03","IBt","SP","221720","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Bicalho, HD","1962","12","06",NA,NA,NA,NA,NA,"Lindl.","Pires, AS",NA,NA,NA,"Desconhecido",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA
"52","2019-11-21 10:13:23-03","IBt","SP","25614","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Spannagel, C","1928","10",NA,"Brasil","Rio de Janeiro","Bemposta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"99",NA,NA,NA,NA
"53","2019-11-21 10:13:23-03","IBt","SP","329707","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Gerlach, G","2001","11","14",NA,NA,NA,NA,NA,"Lindl.","Pires, AS","1965","12","14","Desconhecido",NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA
"54","2019-11-21 10:13:23-03","IBt","SP","329727","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Gerlach, G","2001","11","14",NA,NA,NA,NA,NA,"Lindl.","Pires, AS","1964","12","22","Desconhecido",NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA
"55","2019-11-21 10:13:23-03","IBt","SP","409352","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Barros, F","2008","10","13",NA,NA,NA,NA,NA,"Lindl.","Kinupp, VF; et al.","1997","02","17","Brasil","Mato Grosso","Chapada dos Guimarães","Cachoeira dos Namorados","-55.749698638916","-15.460599899292","107042","auto",NA,NA,NA,NA,"305",NA,NA,NA,NA
"56","2019-11-21 10:13:21-03","IBt","SP","105087","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Bicalho, HD","1970","02","24",NA,NA,NA,NA,NA,"Lindl.","Pereira, M; Nascimento, LC","1963","07",NA,"Brasil","São Paulo","Brotas","Usina Varjão","-48.1199989318848","-22.2800006866455","26585","auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA
"57","2019-11-21 10:13:23-03","IBt","SP","246737","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Barros, F","2006","06","01",NA,NA,NA,NA,NA,"Lindl.","Melo, MMRF; Atanasio, A","1990","12","05","Brasil","São Paulo","Cananéia","Ilha do Cardoso, Mata de encosta no morro da captação de água","-47.9199981689453","-25.0100002288818","37574","auto",NA,NA,NA,NA,"934",NA,NA,NA,NA
"58","2019-11-21 10:13:23-03","IBt","SP","2575","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Hoehne, FC",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Hoehne, FC","1918","11","08","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA
"59","2019-11-21 10:13:23-03","IBt","SP","46149","S","Plantae","Orchidaceae","Gongora","bufonia","Gongora bufonia","Kuhlmann, M",NA,NA,NA,NA,NA,NA,NA,NA,"Lindl.","Sobral, J",NA,NA,NA,"Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758","26998","auto",NA,NA,NA,NA,"s.n.",NA,NA,NA,NA
