"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","fieldNumber","relatedCatalogItem"
"11","2020-12-15 11:14:17-03","FUNED","FUNED-POL","2765","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,NA,NA,NA,"Sandra Matoso",NA,NA,NA,NA,"Brasil","MG",NA,"Mata do Paraíso/Viçosa","-42.881667","-20.754167","42W 52' 54","20S 45' 15",NA,NA,"Grãos amassados",NA,NA,NA,NA,NA,"POL002765",NA,NA,NA,NA,NA,NA
"12","2020-12-15 11:14:17-03","FUNED","FUNED-POL","2769","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,NA,NA,NA,"Sandra Matoso",NA,"1983","06","17","Brasil","MG",NA,"Mata da Biologia/Viçosa",NA,NA,NA,NA,NA,NA,"Grãos amassados",NA,NA,NA,NA,NA,"POL002769",NA,NA,NA,NA,NA,NA
"13","2020-12-15 11:14:17-03","FUNED","FUNED-POL","2767","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,NA,NA,NA,"Sandra Matoso",NA,NA,NA,NA,"Brasil","MG",NA,"Mata do Paraíso/Viçosa","-42.881667","-20.754167","42W 52' 54","20S 45' 15",NA,NA,"Grãos amassados",NA,NA,NA,NA,NA,"POL002767",NA,NA,NA,NA,NA,NA
"14","2020-12-15 11:14:17-03","FUNED","FUNED-POL","2770","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,NA,NA,NA,"Sandra Matoso",NA,"1983","06","17","Brasil","MG",NA,"Mata da Biologia/Viçosa",NA,NA,NA,NA,NA,NA,"Grãos amassados",NA,NA,NA,NA,NA,"POL002770",NA,NA,NA,NA,NA,NA
"15","2020-12-15 11:14:17-03","FUNED","FUNED-POL","2766","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,NA,NA,NA,"Sandra Matoso",NA,NA,NA,NA,"Brasil","MG",NA,"Mata do Paraíso/Viçosa","-42.881667","-20.754167","42W 52' 54","20S 45' 15",NA,NA,"Grãos amassados",NA,NA,NA,NA,NA,"POL002766",NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:08:00-03","UFBA","ALCB","08067","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S",NA,NA,"Grupo Pedra do Cavalo","432","1980","07",NA,"Brasil","Bahia","Cachoeira","Vale dos Rios Paraguaçu e Jacuípe. Mata a NE da B.Bananeiras.","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,"com mais ou menos 1,0m de altura; caule decubente e flores vermelhas.",NA,"Southern America","120","120",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 09:29:13-03","NBC","NL-BOTANY","U.1046223","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Lamiales","Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora paniculata","Nees",NA,NA,NA,"Brade AC; Altamiro; Apparicio",NA,"1946","05","13","Brazil",NA,NA,"Proced. Estado do Espirito Santo - Mun. de Itaguassú - Jatiboca.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"NL-U1046223","NL-U1046223",NA,"paniculata",NA,NA,NA
"18","2020-02-08 09:29:13-03","NBC","NL-BOTANY","U.1046224","PreservedSpecimen","Plantae",NA,"Magnoliopsidae","Lamiales","Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora paniculata","Nees",NA,NA,NA,"Mexia YEJ",NA,"1930","09","11","Brazil",NA,NA,"Plants of Brazil, State of Minas Geraes, Viçosa, Argicultural College Lands. São Miguel Road, near km 2.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1046224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Southern America",NA,NA,NA,"NL-U1046224","NL-U1046224",NA,"paniculata",NA,NA,NA
"19","2020-11-04 10:54:30-03","ESALQ","ESA","133148","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Souza, V. C.; Rodrigues, R. R.; Ivanauskas, N. M. & Tamashiro, J. Y.","2015","07","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Ivanauskas, N. M.; Silva, D. M.","980.0","2015","07","08","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual Aluvial. Margem de córrego.","-47.82382","-22.77823","-47.82382","-22.77823",NA,NA,"Arbusto, ca. 1,5m. Frutos verdes.",NA,NA,"538","538",NA,"ESA133148",NA,NA,NA,"09",NA,NA
"20","2020-11-04 10:54:30-03","ESALQ","ESA","133393","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Souza, V. C.; Rodrigues, R. R.; Ivanauskas, N. M. & Tamashiro, J. Y.","2015","07","Toledo, C.A.P.; Rodrigues, M. C.; Vidal, C. Y.; Bochorny, T.; Pereira, L. C. S. M.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","93.0","2015","07","02","Brasil","São Paulo","Piracicaba","Estação ecológica de Ibicatú. Fragmento de Floresta Estacional Semidecidual perturbado por gado.","-47.82555","-22.77873","-47.82555","-22.77873",NA,NA,"Arbusto escandente, flores vermelhas.",NA,NA,"545","545",NA,"ESA133393",NA,NA,NA,"09",NA,NA
"21","2020-11-04 10:54:30-03","ESALQ","ESA","133178","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Souza, V. C.; Rodrigues, R. R.; Ivanauskas, N. M. & Tamashiro, J. Y.","2015","07","Scatigna, A.V.; Correa, L. S.; Cota, M. M. T.; Gissi, D. S.; Silva, D. M.; Souza, V.C.","876.0","2015","07","02","Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Clareira em Floresta Estacional Semidecidual.","-47.82464","-22.77875","-47.82464","-22.77875",NA,NA,"Erva, ca. 1m. Corola vermelha.",NA,NA,"507","507",NA,"ESA133178",NA,NA,NA,"09",NA,NA
"22","2020-11-04 10:58:33-03","ESALQ","ESA","17377","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,"Kameyama, C.",NA,NA,"Rodrigues, R.R.","105.0","1993","06","01","Brasil","São Paulo","Mogi-Guaçu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA017377","ESA017377",NA,NA,NA,NA,NA
"23","2020-11-04 10:58:33-03","ESALQ","ESA","101675","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,"Colletta, G.D.","2009",NA,"França, G.S.","582.0","2004","09","06","Brasil","Minas Gerais","Dionisio",NA,"-42.7766990661621","-19.8428001403809",NA,NA,"31394",NA,NA,"auto",NA,NA,NA,NA,"ESA101675","ESA101675",NA,NA,NA,NA,NA
"24","2020-11-04 10:58:33-03","ESALQ","ESA","21836","PreservedSpecimen","Plantae","Magnoliophyta",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana",NA,"Souza, J.P. & Souza, V.C.",NA,NA,"Tamashiro, J.Y. et al.","1270.0","1995","06","14","Brasil","São Paulo","Timburi",NA,"-49.5999984741211","-23.2000007629395",NA,NA,"12656",NA,NA,"auto",NA,NA,NA,NA,"ESA021836","ESA021836",NA,NA,NA,NA,NA
"25","2015-07-02 14:00:00-03","JBP","HPL","9039","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","H. Lorenzi","2010","07","A. Campos-Rocha & R. Goffi","29","2007","05","20","Brasil","SP","Tupi","Coletado nas proximidades de estrada de terra (após a entrada do Horto Florestal de Tupi); em borda de capoeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05",NA,NA
"26","2015-07-02 14:00:00-03","JBP","HPL","6411","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","H. Lorenzi","2010","07","H. Lorenzi","6095","2005","04","12","Brasil","SC","Jundiaí","Coletado no Instituto Agronômico de Campinas (IAC); em área de mata estacional (borda de mata).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05",NA,NA
"27","2015-07-02 13:59:59-03","JBP","HPL","11377","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","H. Lorenzi","2012","06","H. Lorenzi","6281","2007","06","11","Brasil","SP","Nova Odessa","Coletado e cultivado no Jardim Botânico Plantarum (originário da América Central, cultivado e trazido da Flórida).","-47.29","-22.77",NA,NA,"8440",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA
"28","2019-02-15 11:32:10-02","IPA","IPA","26947","S","Plantae","Plantae",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Braz, D.M.","2003","07","Grupo Flora Pedra do Cavalo","432","1980","07",NA,"Brasil","Bahia","Cachoeira","Vale dos Rios Paraguaçu e Jacuípe, mata a NE da barragem de Bananeiras.","-39.083333","-12.533333","-39.083333","-12.533333",NA,NA,"Planta herbácea ca. 1m de altura. Caule decumbente e flores vermelhas.",NA,"Southern America","40","120",NA,"IPA0026947",NA,NA,NA,"28",NA,NA
"29","2020-12-20 21:15:10-03","UFV","VIC","23312","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Bortoluzzi, R.L.C.; et al.","161","1998","06","25","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Estrada do Aníbal.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Herbácea, c.a. de 50 cm de altura. Inflorescências vermelha, flores glabras.","auto",NA,NA,NA,NA,"VIC023312","VIC023312",NA,NA,"02",NA,NA
"30","2020-12-20 21:15:10-03","UFV","VIC","22856","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Braz, D.M.; Paula, A. de","31","1998","10","22","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Biologia.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Inflorescências passadas.","auto",NA,NA,NA,NA,"VIC022856","VIC022856",NA,NA,"02",NA,NA
"31","2020-12-20 21:15:10-03","UFV","VIC","863","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Mexia, Y.","5032",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VIC000863","VIC000863",NA,NA,"02",NA,NA
"32","2020-12-20 21:15:10-03","UFV","VIC","18873","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Bortoluzzi, R.L.C.; Moraes, G.A.P.","187","1998","06","25","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Planta herbácea. Folhas quase glabras com nervura central pilosa. Inflorescências com flores esbranquiçadas (creme), marrom quando secas, pétalas amarelas.","auto",NA,NA,NA,NA,"VIC018873","VIC018873",NA,NA,NA,NA,NA
"33","2020-12-20 21:15:10-03","UFV","VIC","22577","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Bortoluzzi, R.L.C.; et al.","276","1998","09","25","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce (PERD), Trilha da Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Subarbustiva, c.a. de 2,0 metros de altura, com inflorescências delicadas, cor vermelha, bractéolas persistentes.","auto",NA,NA,NA,NA,"VIC022577","VIC022577",NA,NA,"02",NA,NA
"34","2020-12-20 21:15:10-03","UFV","VIC","2682","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Kuhlmann, J.G.","s.n.","1935","06","02","Brasil","Minas Gerais","Rio Casca",NA,"-42.6507987976074","-20.2261009216309",NA,NA,"26598",NA,NA,"auto",NA,NA,NA,NA,"VIC002682","VIC002682",NA,NA,NA,NA,NA
"35","2020-12-20 21:15:10-03","UFV","VIC","7644","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Silva, A.F. da","301","1982","05","23","Brasil","Minas Gerais","Viçosa","Campus da UFV, Bosque das Araucárias, próximo ao Recanto das Cigarras.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbsuto de 2,0 metros de altura, flores vermelhas-alaranjadas. Em local sombreado.","auto",NA,NA,NA,NA,"VIC007644","VIC007644",NA,NA,NA,NA,NA
"36","2020-12-20 21:15:10-03","UFV","VIC","14596","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Berger, R.","s.n.","1995","06","16","Brasil","Minas Gerais","Viçosa","Campus da UFV, Floresta em torno do Recanto das Cigarras, várias amostras.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbusto de aproximadamente 2,0 metros de altura, flores vermelhas, estames amarelos, vários beija-flores polinizando, folhas machucas por algum tipo de insetos (larva) não visto na hora da coleta.","auto",NA,NA,NA,NA,"VIC014596","VIC014596",NA,NA,NA,NA,NA
"37","2020-12-20 21:15:10-03","UFV","VIC","8113","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Moura, L.S. de; et al.","492","1979","05","19","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Prefeitura.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,"auto",NA,NA,NA,NA,"VIC008113","VIC008113",NA,NA,NA,NA,NA
"38","2020-12-20 21:15:10-03","UFV","VIC","8085","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Moura, L.S. de; et al.","469","1983","06","17","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da prefeitura, ao lado da torre de madeira.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbusto, de flores vermelhas erminais. Em local sombreado.","auto",NA,NA,NA,NA,"VIC008085","VIC008085",NA,NA,"02",NA,NA
"39","2020-12-20 21:15:10-03","UFV","VIC","23381","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Abreu, C.R.M.","09","1999","05","21","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata do Paraíso. No final da estrada principal.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Planta herbácea, terrestre, até 3,0 metros de altura, localizada em baixada com boa luminosidade. Tubo floral de cor vermelho vivo externamente, levemente salpicado de amarelo internamente, brácteas e pecíolo verdes.","auto",NA,NA,NA,NA,"VIC023381","VIC023381",NA,NA,"02",NA,NA
"40","2020-12-20 21:15:10-03","UFV","VIC","26040","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Garcia, F.C.P.; et al.","839","2001","04","20","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata do Recanto da Cigarras.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Erva c.a. de 1,5 metros de altura, corola vermelha, botões florais. Coletada no sub-bosque em terreno inclinado.","auto",NA,NA,NA,NA,"VIC026040","VIC026040",NA,NA,"02",NA,NA
"41","2020-12-20 21:15:10-03","UFV","VIC","26041","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Garcia, F.C.P.; et al.","840","2001","04","20","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata do Recanto das Cigarras.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Erva de c.a. de 2,0 metros de altura, corola vermelha, flores em antese. Coletada em sub-bosque, região de vale.","auto",NA,NA,NA,NA,"VIC026041","VIC026041",NA,NA,"02",NA,NA
"42","2020-12-20 21:15:10-03","UFV","VIC","14598","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Orlando, U.A.D.","s.n.","1995","06","13","Brasil","Minas Gerais","Viçosa","Campus da UFV, Término da estrada que liga ao Recanto das Cigarras, ao lado esquerdo, 20 metros a dentro da mata.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbusto com cerca de 2,0 metros de altura, flor de cor vermelha, muito frequente no local, observou-se a presença de beija-flor na região e a planta está sendo atacada por galha, formando furos nas folhas.","auto",NA,NA,NA,NA,"VIC014598","VIC014598",NA,NA,NA,NA,NA
"43","2020-12-20 21:15:10-03","UFV","VIC","14597","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Borges, A.G.","s.n.","1995","06","16","Brasil","Minas Gerais","Viçosa","Campus da UFV, Trilha do Recanto das Cigarras.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbusto entre 1,5 a 2,0 metros de altura, presença de beija-flor polinizando, folhas predadas por insetos, flores vermelhas, estames amarelos, caule herbáceo, solo argiloso.","auto",NA,NA,NA,NA,"VIC014597","VIC014597",NA,NA,NA,NA,NA
"44","2020-12-20 21:15:10-03","UFV","VIC","15278","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Venturin, R.T.","s.n.","1995","06","15","Brasil","Minas Gerais","Viçosa","Campus da UFV, Trilha do Recanto das Cigarras à 200 metros da entrada.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbusto, cálice verde, corola vermelha.","auto",NA,NA,NA,NA,"VIC015278","VIC015278",NA,NA,NA,NA,NA
"45","2020-12-20 21:15:10-03","UFV","VIC","6618","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Filho, N.M.","s.n.","1980","05","16","Brasil","Minas Gerais","Viçosa","Fazenda Paraíso","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Dentro da mata. Flores vermelhas, folhas verde-escuras de textura membranácea. Arbusto trepador.","auto",NA,NA,NA,NA,"VIC006618","VIC006618",NA,NA,NA,NA,NA
"46","2020-12-20 21:15:10-03","UFV","VIC","034354","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice",NA,NA,NA,"Leone, F.R.","04","2010","05","30","Brasil","Minas Gerais","Viçosa","Mata do Paraiso, Estrada principal.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Flores de corola vermelha.","auto",NA,NA,NA,NA,"VIC034354","VIC034354",NA,NA,NA,NA,NA
