"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber"
"256","2020-10-01 14:25:37-03","JBB","HEPH","23041","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Silva, JM da; Cordeiro, J","2005","11",NA,"Caxambu, MG","851","2005","10","08","Brasil","Paraná","Morretes","Comunidade do Candanga, Rio Sagrado","-48.834400177002","-25.476900100708",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Magnoliid","Magnoliales","30514","auto",NA,NA,NA,NA,NA
"257","2020-10-01 14:25:37-03","JBB","HEPH","17027","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Mello-Silva, R","2002","03",NA,"Silva, JM da; Soares, A; Maschio, W","2925","1999","04","15","Brasil","Paraná ","Cruzeiro do Iguaçu","Rio Iguaçu próximo a barra do Rio Chopim","-53.127799987793","-25.6156005859375",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Magnoliid","Magnoliales","12520","auto",NA,NA,NA,NA,NA
"258","2020-12-11 11:31:36-03","UFMG","BHCB","173162","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,"2010","07","11","Stival-Santos, A; Meyer, D; Silveira, S","3027","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda do Cubatão","-48.69","-27.72","-48.69","-27.72","Florística IFFSC 287 (Arbórea); Floresta Ombrófila Densa; Estádio Suces.: médio de regeneração/ Altura: 7m; Hábito: arbórea; Habitat: entorno do fragmento, beira de estrada; Fruto: imaturo verde.","BHCB017689","108","108",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA
"259","2020-12-11 11:31:36-03","UFMG","BHCB","34646","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,NA,NA,NA,"Costa, LVC","s.n.","1996","10",NA,"Brasil","Minas Gerais","Lagoa da Prata",NA,"-45.5435981750488","-20.0224990844727",NA,NA,NA,"BHCB027477",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"21026","auto",NA,NA,NA,NA,NA
"260","2020-12-11 11:31:36-03","UFMG","BHCB","4617","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis sprey","Xylopia brasiliensis sprey",NA,NA,NA,NA,NA,"Vasconcelos, AC","s.n.","1982","12","15","Brasil","Minas Gerais","Ponte Nova",NA,"-42.9085998535156","-20.4164009094238",NA,NA,"mata e capoeira alta;arbórea;flores e sementes usadas c/ tempero;",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"16921","auto",NA,NA,NA,NA,NA
"261","2020-12-11 11:31:36-03","UFMG","BHCB","61622","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Paraná","Cruzeiro do Iguaçu",NA,"-53.127799987793","-25.6156005859375",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"12520","auto",NA,NA,NA,NA,NA
"262","2020-12-11 11:31:36-03","UFMG","BHCB","54016","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,NA,NA,NA,"Tameirão Neto, E","2787","1999","12","21","Brasil","Rio de Janeiro","Resende",NA,"-44.4467010498047","-22.468900680542",NA,NA,"PHC cachoeira da Fumaça. Rio Preto",NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"36089","auto",NA,NA,NA,NA,NA
"263","2020-12-11 11:31:36-03","UFMG","BHCB","139370","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,NA,NA,NA,"Schiavini, I; Lopes, SF; Oliveira, AP; Vale, VS; Dias Neto, OC; Gusson, AE","384","2008","09",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda Irara","-48.2771987915039","-18.9186000823975",NA,NA,"Árvore ca de 16m de altura e 39cm de circunferência; Floresta Estacional Semidecidual","BHCB003409",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"58223","auto",NA,NA,NA,NA,NA
"264","2020-12-11 11:31:36-03","UFMG","BHCB","139384","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,NA,NA,NA,"Schiavini, I; Lopes, SF; Oliveira, AP; Vale, VS; Dias Neto, OC; Gusson, AE","301","2008","06",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda São José","-48.2771987915039","-18.9186000823975",NA,NA,"Árvore c. ca. de 14m de altura e 34cm de circunferência.; Floresta Estacional Semidecidual.","BHCB003372",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"58223","auto",NA,NA,NA,NA,NA
"265","2020-12-11 11:31:36-03","UFMG","BHCB","84299","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,"2002","11","09","Assis, LCS; Ladeira, MK","622","2002","11","29","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"Árvore ca. 25 metros, tronco avermelhado, flores em tons de vermelho e lilás; Em interior de mata","BHCB000976",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"7934","auto",NA,NA,NA,NA,NA
"266","2020-12-11 11:31:36-03","UFMG","BHCB","171251","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,"2013","04","04","Kuntz, J; Colleta, GD; Girão, VJ; Moreno, VS; Souza, VC de; Rodrigues, RR; Tamashiro, JY","1008","2013","03","31","Brasil","São Paulo","Tapiraí","UHE BARRA., Trilha da vila dos moradores em direção à caixa d'água, aproximadamente 2km.","-47.5","-23.9599990844727",NA,NA,"Árvore ca. 12m alt. Frutos imaturos verdes.; Floresta Ombrófila Densa.","BHCB015781","422","422",NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"41034","auto",NA,NA,NA,NA,NA
"267","2020-12-11 11:31:36-03","UFMG","BHCB","39585","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spring",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Jequeri","Usina de Providência.","-42.6657981872559","-20.4557991027832",NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"22280","auto",NA,NA,NA,NA,NA
"268","2021-02-12 12:24:30-03","UFMA","MAR","7043","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Oliveira, E.C.M",NA,"2012","11","11","Brasil","Maranhão","Alcântara","Sub-bacia dos rios Pepital e Grande","-44.4","-2.400278","44º24'00W","2º24'01S","Árvore com folhas simples lanceoladas, flores vermelhas e frutos apocárpicos, glabrecentes e deiscentes de cor verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2021-02-11 17:17:50-03","UFPR","UPCB","27608","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Cervi, A.C.","1986","12",NA,"Cervi, A.C.","2435","1986","12","05","Brasil","Paraná","Sapitanduva",NA,NA,NA,NA,NA,"Arbusto do interior da mata..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2021-02-11 17:17:50-03","UFPR","UPCB","80043","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Mello Silva, R.","2001","10",NA,"Krieger, L.","19388","1982","11","16","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"Árvore pequena, cultivada em reflorestamento, caule com várias camadas de ritidoma escamoso, pergaminoso avermelhado..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"271","2021-02-11 17:17:50-03","UFPR","UPCB","47857","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Guimarães, O.A.","2004","04","05","Cervi, A.C.","6973","2000","01","08","Brasil","Santa Catarina","Itapema","Bairro do Sertão","-48.611400604248","-27.0902996063232",NA,NA,"Arvoreta ca. 4m, flores com sépalas e pétalas rosadas e perfumadas..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9090","auto",NA,NA,NA,NA,NA
"272","2021-02-11 17:17:50-03","UFPR","UPCB","1817","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Záchia, R.A.","1992","01","01","Klein, R.M.","1688","1955","10","14","Brasil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,"Árvore 15m. Fruto imaturo verde. Mata. Alt. 150msm..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"273","2021-02-11 17:17:50-03","UFPR","UPCB","37811","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Záchia, R.A.","1992","01","01","Klein, R.M.","1688","1955","10","14","Brasil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,"Árvore 15m. Fruto imaturo verde. Mata. Alt. 150msm..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27253","auto",NA,NA,NA,NA,NA
"274","2021-02-11 17:17:50-03","UFPR","UPCB","7520","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Záchia, R.A.","1992","01","01","Hatschbach, G.","18161","1967","12","20","Brasil","Paraná","Guaratuba","Pedra Branca do Araraquara","-48.5746994018555","-25.8827991485596",NA,NA,"Árvore 10m. Mata..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"275","2021-02-11 17:17:50-03","UFPR","UPCB","21354","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Negrelle, R.R.B.",NA,NA,NA,"Negrelle, R.R.B.","A681","1993","01","21","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha - Estrada do Sambaqui","-48.6161003112793","-26.1168994903564",NA,NA,"Árvore de aproximadamente 15m de altura. Flores na cor rosa-escuro. Madeira muito difícil de quebrar..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18121","auto",NA,NA,NA,NA,NA
"276","2011-08-12 09:15:00-03","MO","MOBOT","100401137","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","M.C. Dias",NA,NA,NA,"F.C. Hoehne","Hoehne s.n.","1933","1","16","Brazil","São Paulo",NA,"São Paulo (Capital), nativa no Jardim Botânico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"277","2018-08-26 04:35:00-03","MO","MOBOT","2407586","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Bacigalupo, N. M.",NA,NA,NA,"F. Biganzoli|Fernando O. Zuloaga|Paola Peralta|S. A. Catalano|A.M. Girscht|G. Irrazabal|G. Massaccesi|Y. Sasal","Biganzoli 609","1999","9","23","Argentina","Misiones","San Ignacio","Parque Provincial Teyú Cuaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2020-06-28 10:25:00-03","MO","MOBOT","2488074","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Spichiger, R.",NA,NA,NA,"Benedict (Benjamin) Balansa","Balansa 2983","1882","1",NA,"Paraguay","Caaguazú",NA,"Caaguazú, dans les foêts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"279","2008-05-27 22:02:00-03","MO","MOBOT","3393601","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Luciano Bernardi","Bernardi 18119","1978","10","19","Paraguay","Paraguarí",NA,"Videtur rara in colle nemoroso ad rivulum Ao Rory, Paraguarí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2008-05-27 22:02:00-03","MO","MOBOT","3393959","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Luciano Bernardi","Bernardi 18244","1978","10","27","Paraguay","Canindeyú",NA,"Silva procera circa Guadelupe, Salto del Guairá, Canendiyu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2008-05-27 22:02:00-03","MO","MOBOT","3394767","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","G. Caballero",NA,NA,NA,"Itaipú Binacional","Itaipú Binacional 908","1981","7","7","Paraguay","Alto Paraná",NA,"Procopio, bosque alto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2011-08-12 09:17:00-03","MO","MOBOT","3394910","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Silva",NA,NA,NA,"Maria M. Arbo|Renato de Mello-Silva|Joao Vicente","Arbo 5528","1992","12","3","Brazil","Bahia",NA,"3 km S de Belem da Cachoeira, hacia Cachoeira, borde del camino.","-38.95","-12.5666667",NA,NA,NA,NA,"130.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"283","2012-07-28 05:08:00-03","MO","MOBOT","3395122","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Silva",NA,NA,NA,"* SILVA","SILVA 2925","1999","4","15","Brazil","Paraná",NA,"Rio Iguacu, próximo a barra do Rio chopim (mun. /cruzeiro do Iguacu) Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2011-08-12 09:03:00-03","MO","MOBOT","3397484","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","G. Hatschbach",NA,NA,NA,"J.M. Silva","Silva 540","1988","8","28","Brazil","Santa Catarina",NA,"Rod. Guaratuba-Itapoa, Faz. Menegusso (mun. Garuva)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"285","2017-10-05 09:32:00-03","MO","MOBOT","753055","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","A. F. Pontes Pires",NA,NA,NA,"Alwyn H. Gentry|M.G. Vieira|A. Calos","Gentry 59161","1987","9","7","Brazil","Minas Gerais",NA,"25 km W of Alfenas on road to Ariado, disturbed forest patch.","-46.1666667","-21.3666667",NA,NA,NA,NA,"800.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","87-224"
"286","2008-05-27 22:02:00-03","MO","MOBOT","755770","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","W.J. Hahn (MO)",NA,NA,NA,"William J. Hahn","Hahn 2621","1984","7","22","Paraguay","Paraguarí",NA,"Parque Nacional Ybycui. Open area near waterfall (Salto Cristal).","-56.83333","-26.08333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","84-35"
"287","2014-07-08 14:32:00-03","MO","MOBOT","756580","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","R. Spichiger (G)",NA,NA,NA,"Gary S. Hartshorn","Hartshorn 2472","1980","3","19","Paraguay","Paraguarí",NA,"Ybycui National Park. Warm temperate moist forest. Sponsored by the Paraguay National Park Service and the U.S. Fish and Wildlife Service.","-56.8333333","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","80-1"
"288","2010-11-04 10:26:00-02","MO","MOBOT","758061","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","P. Maas & van Setten (U)",NA,NA,NA,"Alwyn H. Gentry|Elsa M. Zardini","Gentry 49203","1985","1","5","Brazil","São Paulo",NA,"Portal de Igarata: North from Km 13 of Dom Pedro Highway, El Dash property and adjacent forest remnant. Interior foothills of Serra do Mar.","-46.0333333","-23.3333333",NA,NA,NA,NA,"800.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","85-4"
"289","2013-08-23 04:12:00-03","MO","MOBOT","758101","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Ariane L. Peixoto|et al.","Peixoto 3280","1985","2","2","Brazil","Espírito Santo",NA,"Linhares, Reserva Florestal da CVRD. Transect 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","85-12"
"290","2011-12-22 05:00:00-02","MO","MOBOT","756375","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Teodoro Rojas","Rojas 4082","1921","11",NA,"Paraguay","Amambay",NA,"Cerro Torin, Sierra de Amambay.","-55.55","-23.53333",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2011-08-12 09:01:00-03","MO","MOBOT","3394335","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","M.C. Dias",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 33666","1974","1","10","Brazil","Paraná","Antonina","Rio Pequeno (mun. Antonina)","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"38300","auto",NA,NA,NA,"1",NA
"292","2020-08-31 09:12:42-03","INPA","INPA","105710","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Ducke, A","8366","1907","08","17","Brasil","Pará","Faro",NA,"-56.116667","-2.283333","-56.116667","-2.283333",NA,"INPA0105710",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"293","2020-08-31 09:12:42-03","INPA","INPA","15835","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Rodrigues, WA","7171","1965","09","16","Brasil","Amazonas","Rio Preto da Eva","AM 010, Km 106., Estrada Manaus-Itacoatiara, Km 106 lado direito","-59.4","-2.806185","-59.4","-2.806185",NA,"INPA0015835",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"294","2021-01-10 20:49:09-03","INPA","INPA","171340","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Oliveira, AA de","1991",NA,NA,"Oliveira, AA de","142","1991","10","02","Brasil","Amazonas",NA,"PDBFF, Distrito Agropecuário, 90 km NE de Manaus. Reseva 1501 (km41)",NA,NA,NA,NA,NA,"INPA0171340",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"295","2020-08-31 09:12:42-03","INPA","INPA","70940","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Rodrigues, WA","1977",NA,NA,"Rodrigues, WA","9995","1977","07","19","Brasil","Amazonas","Manaus","Ponta Negra, Hotel Tropical., Ponta Negra, Hotel Tropical, árvore n.306","-60.166667","-3.1","-60.166667","-3.1",NA,"INPA0070940",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"296","2020-08-31 09:12:42-03","INPA","INPA","17291","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Rodrigues, WA","7931","1965","10","22","Brasil","Amazonas","Rio Preto da Eva","AM 010, Km 180., Estrada Manaus-Itacoatiara, Km 180. Solo areno-argiloso amarelado.","-58.9","-2.9","-58.9","-2.9",NA,"INPA0017291",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"297","2020-08-31 09:12:42-03","INPA","INPA","11164","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Ducke, A","s.n.","1907","08","17","Brasil","Pará","Faro","Beira da mata.","-56.116667","-2.283333","-56.116667","-2.283333",NA,"INPA0011164",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon Magnoliids","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"298","2021-01-09 21:48:17-03","UNICENTRO","HUCO","5345","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Stival-Santos A.","2010","07","11","Stival- Santos A.; Meyer D.; Silveira S.","3027","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz",NA,"-48.7785987854004","-27.6881008148193",NA,NA,"FURB 28729; Arbórea; FOD; HABITAT: FOD; DESC: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22435","auto",NA,NA,NA,NA,NA
"299","2020-06-15 15:28:22-03","UNESP-RC","HRCB","11000","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Furlan, A.","1989","09",NA,"Garcia, F.C.P.","506","1989","09",NA,"Brasil","São Paulo","Rio Claro","Unesp Rio Claro","-47.560001373291","-22.4099998474121",NA,NA,"Árvore 8 m de altura. Frutos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA
"300","2020-06-15 15:28:22-03","UNESP-RC","HRCB","33120","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Mello-Silva, R.","2000",NA,NA,"Silva, J.M.","2925","1999","04","15","Brasil","Paraná","Cruzeiro do Iguaçu",NA,"-53.127799987793","-25.6156005859375",NA,NA,"Árvore, 15 m, flores vermelho zarcão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA
"301","2020-06-15 15:28:22-03","UNESP-RC","HRCB","36672","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Ivanauskas, N.M.",NA,NA,NA,"Carrasco, P.G.","131","2000","03","11","Brasil","São Paulo","Ilha Comprida",NA,"-47.5400009155273","-24.7399997711182",NA,NA,"Arbóreo. Casca sempre em descamação <ll>dwc_commonname:</ll> pinho bravo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"49747","auto",NA,NA,NA,NA,NA
"302","2020-06-15 15:28:22-03","UNESP-RC","HRCB","21045","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Bastos, E.B.","15","1994","09","05","Brasil","São Paulo","Pariquera-açu","Estação Experimental do Instituto Agronômico de Campinas","-47.88775","-24.622917","47º53'15.9W","24º37'22,5S","Árvore, ca. 20 m alt.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-06-15 15:28:22-03","UNESP-RC","HRCB","28325","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","144","1995","04","19","Brasil","São Paulo","Pariquera-açu","Estação Experimental do Instituto Agronômico","-47.876944","-24.608333","47º52'37W","24º36'30S","Árvore de 10 m. Tronco estriado, marrom-avermelhado. Frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-06-15 15:28:22-03","UNESP-RC","HRCB","28326","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Ivanauskas, N.M.",NA,NA,NA,"Ivanauskas, N.M.","615","1995","12","16","Brasil","São Paulo","Pariquera-açu","Estação Experimental do Instituto Agronômico","-47.876944","-24.608333","47º52'37W","24º36'30S","Árvore de 6 m. Flores vermelhas. Casca cinza, fissurada longitudinalmente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2020-06-15 15:28:22-03","UNESP-RC","HRCB","46821","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spr.","Mello-Silva,R.","2000",NA,NA,"Silva, J.M.","3024","1999","09","01","Brasil","Paraná","Cruzeiro do Iguaçu",NA,"-53.127799987793","-25.6156005859375",NA,NA,"Árvore, 15m, fruto imaturo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12520","auto",NA,NA,NA,NA,NA
"306","2020-06-15 15:28:22-03","UNESP-RC","HRCB","8917","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis",NA,NA,NA,NA,NA,"Assumpção, C.T.de","7570","1979","09","22","Brasil","São Paulo","Anhembi","Barreiro Rico","-48.1199989318848","-22.7800006866455",NA,NA,"<ll>dwc_commonname:</ll> erva-doce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25656","auto",NA,NA,NA,NA,NA
"307","2020-06-15 15:28:22-03","UNESP-RC","HRCB","23932","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Thomaz, L.D.","811","1995","01","18","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,"Altura 12 m, PAP 26 cm, caule interno branco, botões avermelhados",NA,"650","650",NA,NA,NA,NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
