"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"35","2020-11-04 11:14:29-03","ESALQ","ESA","62171","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Sampaio, D. et al.","158.0","1999","01","12",NA,"Brasil","São Paulo","Sete Barras",NA,"-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA062171","ESA062171",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:29-03","ESALQ","ESA","40234","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Lobo, P.C. et al.","29371.0","1993","11","16",NA,"Brasil","São Paulo","Ubatuba",NA,"-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"ESA040234","ESA040234",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:29-03","ESALQ","ESA","26171","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Souza, V.C.; Souza, J.P. et al.","9225.0","1995","10","08",NA,"Brasil","São Paulo","Itanhaém","Fazenda São Luís. Mata Atlântica.","-46.7799987792969","-24.1800003051758",NA,NA,NA,"Arvoreta, até 5 m alt.; frutos imaturos vermelhos.","ESA026171",NA,"Kawasaki, M.L.","26998","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:29-03","ESALQ","ESA","109834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29361.0",NA,NA,NA,NA,"Brasil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,NA,NA,"ESA109834","ESA109834",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:29-03","ESALQ","ESA","82503","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Mazine, F.F.; Sampaio, D.; Forster, W.; Salmazo, P.B. ; Ribeiro Jr., E.","761.0","2002","12","09",NA,"Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso. Mata de Encosta (Mata Atlântica) .","-47.9199981689453","-25.0100002288818",NA,NA,NA,"Arvoreta 2,5m. Frutos vermelhos. Amostras coletadas para análise macromolecular.","ESA082503",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:29-03","ESALQ","ESA","75131","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Souza, F.M.; Duarte, A.R.; Sampaio, D.; Bernhardt, R.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Oliveira, A.A.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","226.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu. Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos. 24o02'28,4S; 46o49'27,9W. 30-180msm.","-46.7799987792969","-24.1800003051758",NA,NA,NA,"Árvore, 7m alt. Frutos imaturos verdes.","ESA075131","ESA075131","Mazine, F.F. & Souza, V.C.","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:29-03","ESALQ","ESA","82481","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","459.0","2002","10","30",NA,"Brasil","São Paulo","Sete Barras","Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota)","-47.9199981689453","-24.3799991607666",NA,NA,NA,"Árvore ca. 7 m. Vegetativo. Amostras coletadas para análise macromolecular.","ESA082481",NA,"Duarte, A.R. & Mazine, F.F.","34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:29-03","ESALQ","ESA","123653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Colletta, G.D. ; Souza, V.C.","1041.0","2013","04","30",NA,"Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA), Trilha da Serraria.","-47.5","-23.9599990844727",NA,NA,NA,"Árvore, 2m","ESA123653",NA,"Ivanauskas, N.M.","41034","auto","2013",NA,NA,"04",NA,NA,NA,"30",NA,NA
"43","2020-11-04 11:14:29-03","ESALQ","ESA","36703","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Ziller, S.R. ; Soares, A.","577.0","1994","11","08",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"ESA036703","ESA036703","Hatschbach, G.","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:29-03","ESALQ","ESA","108361","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Silva, A.L.R.",NA,"2007","08","26",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA108361","ESA108361","Souza, V.C.","37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:29-03","ESALQ","ESA","62119","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Batista, E.R. et al.","67.0","1999","01","08",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA062119","ESA062119",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:14:29-03","ESALQ","ESA","62116","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Batista, E.R. et al.","78.0","1999","01","08",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA062116",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:14:29-03","ESALQ","ESA","21772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Rodrigues, R.R. et al.","190.0","1995","09","04",NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,"ESA021772","ESA021772","Kawasaki, M.L.","38804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 10:56:23-03","ESALQ","ESA","135226","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O. Berg) Nied.","C.P. Caliari","2518.0","2009","07","09",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA135226",NA,"C.P. Caliari","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 11:14:29-03","ESALQ","ESA","28961","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Ivanauskas, N.M.","586.0","1995","11","22",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA028961","ESA028961","Ivanauskas, N.M.","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
