"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber"
"11","2019-10-09 11:21:32-03","UFBA","ALCB","036449","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Guedes, ML","Giulietti, AM; Bautista, HP; Stam, G; Guedes, ML","PCD773","1994","09","25","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.466667","-12.45",NA,"10,00 m, dois troncos desde a base, DAP de 15 cm.; Sombra da mata. Afloramento rochoso de arenito.","ALCB059693",NA,"960","960","-41.466667","-12.45",NA,NA,"1997","11",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:07:06-03","NBC","NL-BOTANY","U 0005127","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.",NA,"Claussen P",NA,"1842","01","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005127 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005127","NL-U0005127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","32833 B",NA,NA,NA,NA
"13","2020-11-04 11:14:50-03","ESALQ","ESA","57347","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia",NA,NA,"Krieger, L. ; Urbano, C.","9279.0","1970","09","27",NA,"Brasil","Minas Gerais","Ibitipoca",NA,NA,NA,NA,"número ESA antigo (duplicado) 67347","ESA057347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:56-03","ESALQ","ESA","98427","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata",NA,"Lima, D.F.","Meireles, L.D.","2540.0","2006","09","12",NA,"Brasil","Minas Gerais","Passa Quatro",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"ESA098427","ESA098427",NA,NA,NA,NA,"17293","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:56-03","ESALQ","ESA","35101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied.","Kuntz, J.","Rodrigues, R.R. et al.","369.0","1995","10","07",NA,"Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,NA,"ESA035101","ESA035101",NA,NA,NA,NA,"17205","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:56-03","ESALQ","ESA","62641","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata",NA,NA,"Mazine, F.F. et al.","223.0","1999","10","20",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA062641","ESA062641",NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:56-03","ESALQ","ESA","67348","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied.","Kuntz, J.","Krieger, L. et al.",NA,"1988","10","10",NA,"Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,"ESA067348","ESA067348",NA,NA,NA,NA,"20996","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:56-03","ESALQ","ESA","49667","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Mazine, F.F.","Leoni, L.S.","3731.0","1997","07","01",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA049667","ESA049667",NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:56-03","ESALQ","ESA","85666","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata",NA,"Sobral, M.","Mazine, F.F. et al.","1051.0","2003","11","23",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,"ESA085666","ESA085666",NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:14:56-03","ESALQ","ESA","67350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied.","Kuntz, J.","Krieger, L. et al.","24312.0","1988","10","10",NA,"Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,"ESA067350","ESA067350",NA,NA,NA,NA,"20996","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:14:56-03","ESALQ","ESA","67335","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied.","Kuntz, J.","Krieger, L. ; Reitz, R.","10936.0","1971","10","28",NA,"Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,NA,"ESA067335","ESA067335",NA,NA,NA,NA,"20553","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:14:56-03","ESALQ","ESA","67334","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied.","Kuntz, J.",NA,NA,"1979","09","06",NA,"Brasil","Minas Gerais","Olaria",NA,"-43.937198638916","-21.8607997894287",NA,NA,"ESA067334","ESA067334",NA,NA,NA,NA,"15222","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:14:56-03","ESALQ","ESA","53419","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied.","Lima, D.F.","Lucas, E.J. et al.","419.0","2006","11","17",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA053419",NA,NA,NA,NA,NA,"38855","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:14:56-03","ESALQ","ESA","64753","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Mazine, F.F.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23604.0","2000","02","21",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Próximo à Tronqueira, na trilha para o Terreirão.","-41.8683013916016","-20.4333000183105",NA,"Arbusto, 50cm alt.; frutos vermelhos","ESA064753","ESA064753","1970","1970",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:32:11-03","MN","R","9015","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.",NA,"Glaziou, A.F.M.","16054","1886","12","30",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000009015","R000009015_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-02-15 11:46:27-02","IPA","IPA","84972","S","Plantae","Plantae",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied.","Ribeiro, R.D.","Ribeiro, R.D.; Maioli, V.; Cardin, L.; Maioli, V.; Cardin, L.","992","2008","07","05","Southern America","Brasil","Rio de Janeiro","Armação dos Búzios","Rasa, estrada que dá acesso ao Clube de Golfe.",NA,NA,NA,"Árvore ca. 4m de altura, tronco acizentado ca. 25 cm de DAP. Inflorescência sobressaindo toda a copa. Flores passadas. Frutos vinosos.","IPA0084972",NA,NA,NA,NA,NA,NA,NA,"2008","07","05",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-20 21:18:38-03","UFV","VIC","037902","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied",NA,"Tinti, B.V.","s.n.","2010","04","23",NA,"Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404",NA,"Árvore de 2,5 m, escrube de encosta.","VIC037902","VIC037902",NA,NA,NA,NA,"20038","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:18:38-03","UFV","VIC","20861","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied",NA,"Araújo, R.S.","166","2007","09","20",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Arbóreo de 3 m, inflorencência vistosa, flores brancas a creme, planta crescendo a pleno sol","VIC020861","VIC020861",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:18:38-03","UFV","VIC","19548","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.",NA,"Santos, M.F.; et al.","62","2006","01","09",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"Arvoreta, 2 m, folhas discolores,frutos maduros rubros a vináceos.","VIC019548","VIC019548",NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-20 21:18:38-03","UFV","VIC","20860","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied",NA,"Araújo, R.S.","165","2007","09","20",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,"Planta de ca 3 mm se desenvolvendo a pleno sol, inflorescência vistosa, flores brancas a creme cheiro forte adoçicado","VIC020860","VIC020860",NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-20 21:18:38-03","UFV","VIC","11164","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O. Berg) Nied",NA,"Silva, A.F.; Capellari, J.r.","1536","1986","12","12",NA,"Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.8800010681152","-23.1700000762939",NA,"Arvoreta de até 3 m, folhas brilhantes e de verde mais esc uro na face superior, casca laranja acastanhado, lenho amarelo súber liso com placas","VIC011164","VIC011164",NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-24 17:09:37-03","UFES","SAMES","4071","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Giaretta,A.","Teotônio,F.C.","35","2007","03","10",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga.","-39.8588981628418","-18.716100692749",NA,"Árvore de 5m com flores verdes.","SAMES04071",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-24 17:09:37-03","UFES","SAMES","4070","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Giaretta,A.","Faria,M.B.","9","2006","11","18",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga, próximo ao hospital Roberto Silvares, atrás do lixão.","-39.8588981628418","-18.716100692749",NA,"Arbusto com inflorescência.","SAMES04070",NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0054876","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.","M. Peron","P. M. Andrade","998","1987","7","30",NA,"Brazil","Minas Gerais",NA,"Parque Estadual do Ibitipoca, Lima Duarte.","-43.8","-21.85",NA,"Coor from www.fallingrain.com/world; Arboreo 7 m. Frutos escuros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055392","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","obovata","Myrcia obovata","Nied. in Engl. & Prantl","L. Funch","Fonseca, R. B. S.","2","2005","1","20",NA,"Brazil","Bahia",NA,"Palmeiras: Moro da Mea Inacia","-41.4667","-12.45",NA,"Arbusto, ca. 5m alt. Folhas ovadas, com apice arrendondado, levemente emarginado; glabra, discolores, com face adaxial verde escuro e face abaxial verde claro. Botoes alvos.",NA,NA,"1000","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055393","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","obovata","Myrcia obovata","Nied. in Engl. & Prantl","L. Funch","Fonseca, R. B. S.","25","2005","3","28",NA,"Brazil","Bahia",NA,"Palmeiras: Moro da Mea Inacia","-41.4667","-12.45",NA,"Arvoreta, ca. 1m alt. Folhas ovadas, com apice arrendondado, levemente emarginado; glabras, discolores, com face adaxial verde escuro e face abaxial verde claro. Fruto imaturo amarelo - rosado e totalmente rosa; fruto maduro negro.",NA,NA,"1000","1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:40:19-03","UFJF","CESJ","35222","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.","M. Sobral","F.R.G. Salimena; P.H. Nobre","958","2001","11","16","América do Sul","Brasil","Minas Gerais","Conceição do Ibitipoca","Estrada para Moreiras",NA,NA,NA,"Arvoreta c.a. 80cm. Frutos vermelhos.","CESJ035222",NA,NA,NA,NA,NA,NA,NA,"2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:40:19-03","UFJF","CESJ","9279","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.","M. Sobral","L. Krieger; U.C. Câmara","CESJ9279","1970","09","27","América do Sul","Brasil","Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,"CESJ009279",NA,NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:40:19-03","UFJF","CESJ","10936","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.",NA,"L. Krieger; U.C. Câmara; R. Reitz","CESJ10936","1971","10","28","América do Sul","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348",NA,"Árvore pequena sobre o minério de ferro, troinco avermelhado, flores alvas.","CESJ010936",NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:40:19-03","UFJF","CESJ","34514","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.","M. Sobral","L.C.S. Assis; M.K. Ladeira","295","2001","10","08","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"CESJ034514",NA,NA,NA,NA,NA,"7934","auto","2002","08",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:40:19-03","UFJF","CESJ","24312","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.","M. Sobral","L. Krieger; et al.","CESJ24312","1988","10","10","América do Sul","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,NA,"CESJ024312",NA,NA,NA,NA,NA,"20996","auto","1997","01",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:40:19-03","UFJF","CESJ","16487","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","crassifolia","Myrcia crassifolia","(Miq.) Kiaersk.","M.L.Kawasaki","Bacharelandos","s.n.","1979","05","06","América do Sul","Brasil","Minas Gerais","Olaria",NA,"-43.937198638916","-21.8607997894287",NA,NA,"CESJ016487",NA,NA,NA,NA,NA,"15222","auto","1985",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:40:23-03","UFJF","CESJ","31208","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M.F. Santos","F.F. Mazine","s.n.","1999","10","19","América do Sul","Brasil","Espírito Santo","Dores do Rio Preto",NA,"-41.8452987670898","-20.6888999938965",NA,NA,"CESJ031208","CESJ031208",NA,NA,NA,NA,"23972","auto","2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:40:23-03","UFJF","CESJ","56788","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M.F. Santos","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","865","2010","09","24","América do Sul","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Retiro dos Pedros. UTM (23K), 0533223, 7564974. 1677 m.s.m.","-44.603099822998","-21.9755992889404",NA,"Árvore, ca. 2m alt., no campo. Folhas discolores, flores alvas.","CESJ056788",NA,NA,NA,NA,NA,"27460","auto","2010","11","26",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 14:40:23-03","UFJF","CESJ","60850","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","K. Antunes","L. Menini Neto; S.G. Furtado; D.R. Gonzaga","1075","2012","10","12","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, 1700m.s.m. 22°08'20.28, 44°44'15.14S.","-44.7375","-22.138889",NA,"Arvoreta, ca. 3m alt., na borda da floresta ombrófila mista. Folhas discolores, flores alvas.","CESJ060850",NA,"1700","1700","-44.7375","-22.138889",NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:40:23-03","UFJF","CESJ","35201","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M.F. Santos","F.S. Araújo","15","2001","11","23","América do Sul","Brasil","Minas Gerais","Lima Duarte","Mogol","-43.793098449707","-21.8425006866455",NA,NA,"CESJ035201",NA,NA,NA,NA,NA,"30417","auto","2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:40:23-03","UFJF","CESJ","62431","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","K. Antunes","K. Antunes; R.J.V. Alves","414","2013","03","26","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para Cachoeira da Água Amarela","-43.8278007507324","-22.0891990661621",NA,"Arbusto 2,0m alt. Escrube em solo quartizítico. Frutos avermelhados quando amadurecem","CESJ062431",NA,NA,NA,NA,NA,"20815","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
