"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","individualCount","continentOcean","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","relatedCatalogItem"
"14","2021-03-30 12:38:48-03","EAO","IAN","148774","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & Dietr.) Wiehler","Chautems, A",NA,NA,NA,"Irwin, HS","30241","1971","01","13","Brasil","Minas Gerais",NA,"Steep iron-rich rocky slopes near summit of Serra da Piedade, ca. 35km E of Belo Horizonte, near BR-31.",NA,NA,NA,NA,NA,"1800","1800",NA,NA,NA,"Southern America",NA,"IAN148774",NA,NA,NA,NA,NA
"15","2020-02-08 09:32:00-03","NBC","NL-BOTANY","L.2819830","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Rechsteineria","magnifica","Rechsteineria magnifica","(Otto & A.Dietr.) Kuntze",NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,"Brazil",NA,NA,"in Brasilia tropica.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2819830 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,"NL-L2819830","NL-L2819830","Magnoliopsidae",NA,NA,NA
"16","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1826454","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Rechsteineria","magnifica","Rechsteineria magnifica","(Otto & A.Dietr.) Kuntze",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","25","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Sandstone summit of Serra de Caraça.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,"NL-WAG1826454","NL-WAG1826454","Magnoliopsidae",NA,NA,NA
"17","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1826455","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Rechsteineria","magnifica","Rechsteineria magnifica","(Otto & A.Dietr.) Kuntze",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","13","Brazil",NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais. Serra do Espinhaço. Near summit of Serra da Piedade, ca. 35km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,"NL-WAG1826455","NL-WAG1826455","Magnoliopsidae",NA,NA,NA
"18","2020-02-08 09:32:00-03","NBC","NL-BOTANY","WAG.1826456","PreservedSpecimen","Plantae",NA,"Lamiales","Gesneriaceae","Rechsteineria","magnifica","Rechsteineria magnifica","(Otto & A.Dietr.) Kuntze",NA,NA,NA,NA,"Irwin HS; Maxwell H; Wasshausen DC",NA,"1968","02","11","Brazil",NA,NA,"Plants of the Planalto do Brasil. Serra do Espinhaço. Pico de Itabirito, Minas Gerais, ca. 50km S.E. of Belo Horizonte.",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1826456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Southern America",NA,"NL-WAG1826456","NL-WAG1826456","Magnoliopsidae",NA,NA,NA
"19","2020-11-04 11:11:16-03","ESALQ","ESA","77565","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica",NA,"Araújo, A.O.","2002","01","01","Souza, V.C.; Araújo, A.O.; Romão, G.O.; Elias, S.I.; Sampaio, D.","28067.0","2002","02","20","Brasil","Minas Gerais","Ouro Preto","Camarinhas. Campo rupestre.","-43.303",NA,"-43,303","-20,368,889",NA,"1400","1400","Erva, até 1 m alt.; corola vermelha.",NA,NA,NA,NA,"ESA077565","ESA077565",NA,NA,NA,NA
"20","2020-11-04 11:11:16-03","ESALQ","ESA","122689","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica",NA,"Rossini, J.","2014","09","22","Flores, T.B.","1560.0","2012","10","25","Brasil","Espírito Santo","Ibitirama","Pedra Roxa - Ao longo do rio do lado do alojamento do ICMBIO. Rio com aproximadamente 20m de largura - Pedregoso.","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1047","1047","Erva, ca. 70cm de alt. Flores vermelhas. Sobre pedra.","auto",NA,NA,NA,"ESA122689","ESA122689_1 ESA122689_2",NA,NA,NA,NA
"21","2020-11-04 11:11:16-03","ESALQ","ESA","76921","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.",NA,NA,NA,"Vasconcelos, M.F.",NA,"2000","03","29","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"auto",NA,NA,NA,"ESA076921","ESA076921",NA,NA,NA,NA
"22","2020-11-04 11:11:16-03","ESALQ","ESA","71430","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.",NA,NA,NA,"Mello Silva, R. et al.",NA,"1986","01","06","Brasil","Minas Gerais","Cristália",NA,"-42.8622016906738","-16.8003005981445",NA,NA,"30029",NA,NA,NA,"auto",NA,NA,NA,"ESA071430","ESA071430",NA,NA,NA,NA
"23","2020-11-04 11:11:16-03","ESALQ","ESA","77353","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Mota, R.C.","2000","07","03","Vasconcelos, M.F.",NA,"2000","02","16","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"auto",NA,NA,NA,"ESA077353","ESA077353",NA,NA,NA,NA
"24","2020-11-04 11:11:16-03","ESALQ","ESA","89145","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & Dietr.) Wiehler","Arzolla, F.A.R.D.P.",NA,NA,NA,"Arzolla, F.A.R.D.P. ; Paula, G.C.R.","404.0","2004","01","24","Brasil","São Paulo","São Bento do Sapucaí",NA,"-45.7299995422363","-22.6800003051758",NA,NA,"18089",NA,NA,NA,"auto",NA,NA,NA,"ESA089145","ESA089145",NA,NA,NA,NA
"25","2020-11-04 11:11:16-03","ESALQ","ESA","77982","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica",NA,"Araújo, A.O.","2002","01","01","Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28484.0","2002","02","26","Brasil","Minas Gerais","Santo Antônio do Itambé","Caminho para o Pico do Itambé. Campo rupestre. 1500-2000 m. s. m.","-43.3067016601562","-18.465799331665",NA,NA,"19014","1500","1500","Erva, 30-40 cm alt.; com tubérculo exposto; corola vermelha. Entre rochas. Próximo ao pico.","auto",NA,NA,NA,"ESA077982","ESA077982",NA,NA,NA,NA
"26","2020-11-04 11:11:16-03","ESALQ","ESA","22278","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & Dietr.) Wiehler","Chautems, A.",NA,NA,NA,"Tamashiro, J.Y. et al.","847.0","1995","04","13","Brasil","São Paulo","São Bento do Sapucaí",NA,"-45.7299995422363","-22.6800003051758",NA,NA,"18089",NA,NA,NA,"auto",NA,NA,NA,"ESA022278",NA,NA,NA,NA,NA
"27","2020-11-04 11:11:16-03","ESALQ","ESA","71557","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","01","28","Souza, V.C.",NA,"2001","08","01","Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,"22051",NA,NA,NA,"auto",NA,NA,NA,"ESA071557","ESA071557",NA,NA,NA,NA
"28","2020-11-04 11:11:16-03","ESALQ","ESA","117285","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica",NA,"Rossini, J.","2014","09","22","Romão, G.O.; Latvis, M.; Gissi, D.S.","2583.0","2010","04","01","Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Subida para o Pico; campo rupestre","-43.3067016601562","-18.465799331665",NA,NA,"19014",NA,NA,"Erva rupícola, 40-50cm alt.; flores laranjas a avermelhadas.","auto",NA,NA,NA,"ESA117285","ESA117285",NA,NA,NA,NA
"29","2021-01-14 15:31:10-03","MN","R","11047","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Chautems, A.","1990",NA,NA,"Glaziou, A.F.M.","12923","1881","02","10","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,"Plantas do Brasil Central","auto",NA,NA,NA,"R000011047","R000011047_001",NA,NA,NA,NA
"30","2015-07-02 14:02:15-03","JBP","HPL","3174","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & Dietr.) Wiehler","H. Lorenzi","2000","03","12","H. Lorenzi","2231","2000","03","12","Brasil","RJ","Nova Friburgo","Coletada na Estrada da Ponte de Ferro.","-42.5311","-22.2819",NA,NA,"33190",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-07-02 14:02:15-03","JBP","HPL","12420","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica",NA,"H. Lorenzi","2011","02","06","H. Lorenzi","7046","2011","02","06","Brasil","SP","Nova Odessa","Coletado sob cultivo no Jardim Botânico Plantarum; trazido por H. Lorenzi, S. Vieira & M. Peixoto em 09/11/2010 do município de Nova Friburgo, estrada do lago, sobre paredões rochosos expostos ao sol em parte do dia.","-47.29","-22.77",NA,NA,"8440",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2015-07-02 14:02:15-03","JBP","HPL","3176","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & Dietr.) Wiehler","H. Lorenzi","2001","09","15","H. Lorenzi","2990","2001","09","15","Brasil","RJ","Petrópolis","Coletada em afloramento rochoso.","-43.1786","-22.505",NA,NA,"36524",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-07-02 14:02:15-03","JBP","HPL","3177","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & Dietr.) Wiehler","H. Lorenzi","2002","01","29","H. Lorenzi","3093","2002","01","29","Brasil","MG","Belo Horizonte","Serra da Piedade, próximo a Belo Horizonte, em terreno de rochas.","-43.9378","-19.9208",NA,NA,"17082",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:02:15-03","JBP","HPL","3175","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & Dietr.) Wiehler","H. Lorenzi","2000","12","19","E. R. Salviani","1866","2000","12","19","Brasil","ES","Pedra Azul","Coletada em beira de estrada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-07-02 14:02:15-03","JBP","HPL","13136","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica",NA,"A. Campos-Rocha","2013","02","18","A. Campos-Rocha","1142","2013","02","18","Brasil","SP","Nova Odessa","Coletado em cultivo no Jardim Botânico Plantarum, estufa Van der Hooven, originário do habitat natural no Caparaó.","-47.29","-22.77",NA,NA,"8440",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:17:56-03","UFV","VIC","025402","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler",NA,NA,NA,NA,"Valente, G.E.; et al.","621","2001","02","14","Brasil","Minas Gerais","Araponga","PESB Serra das cabeças, Platô de serra.","-42.5208015441895","-20.6667003631592",NA,NA,"16385",NA,NA,"Planta tuberosa de ca de 17 cm dealtura, crescendo a pleno sol em solo raso, sobre laje de pedras, Flores vermelhas.","auto",NA,NA,NA,"VIC025402","VIC025402",NA,NA,NA,NA
"37","2020-12-20 21:17:56-03","UFV","VIC","038621","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler",NA,NA,NA,NA,"Tinti, B.V.","s.n.","2010","04","23","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Pedra do pato.","-42.2789001464844","-20.7255992889404",NA,NA,"20038",NA,NA,"Arbusto, pétalas vermelhas, campo graminoso.","auto",NA,NA,NA,"VIC038621","VIC038621",NA,NA,NA,NA
"38","2020-12-20 21:17:56-03","UFV","VIC","19491","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Rossini, J.","2008","02","28","Araújo, D.; Coser, T.S.","s.n.","2007","03","13","Brasil","Minas Gerais","Ouro Preto","PEI, Entrada da Lagoa seca.","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto",NA,NA,NA,"VIC019491",NA,NA,NA,NA,NA
"39","2020-12-20 21:17:56-03","UFV","VIC","20770","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Valente, G.E.","2004","03","10","Valente, G.E.; et al.","1447","2004","03","10","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro, Serra das 3 cabeças Totem deitado.","-42.5208015441895","-20.6667003631592",NA,NA,"16385",NA,NA,NA,"auto",NA,NA,NA,"VIC020770",NA,NA,NA,NA,NA
"40","2020-12-20 21:17:56-03","UFV","VIC","028288","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler",NA,NA,NA,NA,"Caiafa, A.N.; Batista, M.L.","152","2001","03","21","Brasil","Minas Gerais","Araponga","PESB Serra das cabeças, 3° cabeça.","-42.5208015441895","-20.6667003631592",NA,NA,"16385",NA,NA,"Planta de cerca de 0,60 m toda pilosa, incluindo peciolo,cálice e corola. Flores tubulares vermelhas. Crescendo em mancha de solo raso sobre afloramento de rocha granitoide.","auto",NA,NA,NA,"VIC028288","VIC028288",NA,NA,NA,NA
"41","2020-12-20 21:17:56-03","UFV","VIC","21320","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Rossini, J.","2008","02","28","Valente, G.E.; Silva, A.F.","1681",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","APA das Andorinhas, Cachoeira das Andorinhas Campo de canga.","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto",NA,NA,NA,"VIC021320",NA,NA,NA,NA,NA
"42","2020-12-20 21:17:56-03","UFV","VIC","19492","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Rossini, J.","2008","02","28","Araújo, D.; Coser, T.S.","s.n.","2007","03","13","Brasil","Minas Gerais","Ouro Preto","PEI, Estrada do morro do cachorro.","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto",NA,NA,NA,"VIC019492",NA,NA,NA,NA,NA
"43","2020-12-20 21:17:56-03","UFV","VIC","11400","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Chautems, A.","2004",NA,NA,"Carvalho A.F.;","2","1992","05","30","Brasil","Minas Gerais","Ouro Preto","Pico do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Presênca de bulbo, utilizada como ornamental, parte aérea co 40 cm, flores vermelhas.","auto",NA,NA,NA,"VIC011400",NA,NA,NA,NA,NA
"44","2020-12-20 21:17:56-03","UFV","VIC","8273","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Chautems, A.","2004",NA,NA,"Moura, L.S.; Vieira, M.F.","394","1983","05","15","Brasil","Minas Gerais","Ouro Preto","Pico do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Até 1,30 m, flor vermelha, caule com pêlo vinoso.","auto",NA,NA,NA,"VIC008273",NA,NA,NA,NA,NA
"45","2020-12-20 21:17:56-03","UFV","VIC","2675","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A. Dietr.) Wiehler","Chautems, A.","2004",NA,NA,"Kulhmann.;","s.n.","1935","04","18","Brasil","Minas Gerais","Viçosa","Serra da Grama","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,"Planta epifita e rupicola, flor rubra.","auto",NA,NA,NA,"VIC002675",NA,NA,NA,NA,NA
"46","2019-11-21 14:37:24-03","UFJF","CESJ","23254","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","1999",NA,NA,"L. Krieger; et al.","CESJ23254","1988","11","20","Brasil","Minas Gerais",NA,"Parque Nacional do Caparó, Vale Verde, Minas Gerais - P. N. Caparaó. Vale Verde.",NA,NA,NA,NA,NA,NA,NA,"Sobre humus. Erva de 1/2 metros. Flores laranja-avermelhadas.",NA,NA,"América do Sul",NA,"CESJ023254","CESJ023254",NA,NA,NA,NA
"47","2019-11-21 14:37:24-03","UFJF","CESJ","71205","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C. Pereira","2018","04","28","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","78","2018","04","28","Brasil","São Paulo","São Bento do Sapucaí","Complexo Pedra do Baú, Coletada no paredão no sopé da Pedra do Baú.","-46.084528","-23.134556","-46.084528","-23.134556",NA,NA,NA,"Erva rupícola. Folhas verde-claro. Flores vermelhas e frutos secos, marrons.",NA,NA,"América do Sul",NA,"CESJ071205",NA,NA,NA,NA,NA
