"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","individualCount","continentOcean","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","relatedCatalogItem"
"92","2019-11-06 09:55:47-03","UFOP","OUPR","15468","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Badini, J.","s.n.","1987","04","01","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, flores vermelhas. Cultivada","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2019-11-06 09:55:47-03","UFOP","OUPR","15471","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Alto do Itaculumi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Ex Herb. da Escola de Minas n. 716","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-06 09:55:47-03","UFOP","OUPR","17455","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Rochelle, A.L.C.","91","2003","01","23","Brasil","Minas Gerais","Ouro Preto","APA Cachoeira das Andorinhas, Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Arbusto. Campo rupestre, comum em fendas de quartzito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2019-11-06 09:55:47-03","UFOP","OUPR","15459","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Badini, J.","s.n.","1949",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Subarbusto, flores vermelhas. Sobre quartzito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2019-11-06 09:55:47-03","UFOP","OUPR","15473","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Godoy, J.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, flor vermelha. Terreno pedregoso","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2019-11-06 09:55:47-03","UFOP","OUPR","15474","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Badini, J.","s.n.","1934",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, flor vermelha. Terreno úmido","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2019-11-06 09:55:47-03","UFOP","OUPR","4476","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2003","05",NA,"Silva, J.L.","s.n.","1995","03",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Flores vermelho-alaranjada","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-11-06 09:55:47-03","UFOP","OUPR","9099","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Messias, M.C.T.B.","2000","06","15","Nogueira, R.E.","173","2000","03","16","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva. Campo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-11-06 09:55:47-03","UFOP","OUPR","13304","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","12","10","Badini, J.","s.n.","1981","03","09","Brasil","Minas Gerais","Ouro Preto","Feixo do Funil","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, flore vermelhas. Sobre rochas dolomíticas","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-06 09:55:47-03","UFOP","OUPR","13300","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","12","10","Lisboa, M.A.","s.n.","1956","11",NA,"Brasil","Minas Gerais","Ouro Preto","Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-06 09:55:47-03","UFOP","OUPR","15475","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Damazio, L.B.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Morro de São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Ex Herb. escola de Minas n. 1938","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-06 09:55:47-03","UFOP","OUPR","15470","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Magalhães-Gomes, C.T.; Magalhães-Gomes, F.","s.n.","1892","04",NA,"Brasil","Minas Gerais","Ouro Preto","Morro São Sebastião","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Cor pulchri coccinea, herba tuberosa. In umbrosis ruper saxas. Ex Herb. Magalhães-Gomes n. 348","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-11-06 09:55:47-03","UFOP","OUPR","15976","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Silva, J.L.","2004","09","14","Matteuzzo, M.C.M.","121","2003","05","09","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, flores de laranja a vermelho. Campo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-11-06 09:55:47-03","UFOP","OUPR","20460","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Messias, M.C.T.B.","2007","02","22","Messias, M.C.T.B.","1230","2007","02","22","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva ca. 40cm, flores vermelhas. Campo rupestre, entre blocos aflorantes de quartzito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2019-11-06 09:55:47-03","UFOP","OUPR","20237","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Messias, M.C.T.B.","986","2006","02","01","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Subarbusto, flores vermelhas. Campo rupestre","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2019-11-06 09:55:47-03","UFOP","OUPR","13427","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Messias, M.C.T.B.; Nogueira, R.E.","631","2002","02","27","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Baú","-43.5080986022949","-20.2875003814697",NA,NA,"44599","1600","1600","Erva, flores vermelhas. Rupícola, encontrada em fendas de quartzito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2019-11-06 09:55:47-03","UFOP","OUPR","1359","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Messias, M.C.T.B.","1994","05","18","Roschel, M.B.; Dias, S.","s.n.","1994","03","05","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Subarbusto 30cm, flores vermelhas. Campo rupestre, entre fendas de quartzito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2019-11-06 09:55:47-03","UFOP","OUPR","9074","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Messias, M.C.T.B.",NA,NA,NA,"Dias, S.","s.n.","1994",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Serra do Itacolomi","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, flores vermelhas. Campo rupestre, entre fendas de quartzito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-06 09:55:47-03","UFOP","OUPR","15472","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Badini, J.","s.n.","1982","03","01","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Subarbusto, flores vermelhas. Entre cangas","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-06 09:55:47-03","UFOP","OUPR","15476","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Badini, J.","s.n.","1972","02","27","Brasil","Minas Gerais","Ouro Preto","Serra de Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,"44599",NA,NA,"Erva, flor vermelha. Sobre quartzito","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-06 09:55:47-03","UFOP","OUPR","15467","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2002","02","20","Porto, C.","s.n.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,"57442",NA,NA,"Ex Herb. Escola de Minas n. 715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2014-10-14 15:56:40-03","BS","M","M-0098422","S","Plantae","Magnoliophyta","Lamiales","Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,"E Brasilia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0098422",NA,"Magnoliopsida","NOTATYPE",NA,NA
"114","2020-04-27 16:10:08-03","UFES","VIES","13789","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","A. Chautems","2018","03","28","Iglesias, D.T.; Dutra, V.F. & Barros, P.H.D.","137","2013","03","02","Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande.","-41.184700012207","-20.6035995483398",NA,NA,"23588",NA,NA,NA,"auto",NA,NA,NA,"VIES013789","VIES013789",NA,NA,NA,NA
"115","2020-04-27 16:10:08-03","UFES","VIES","21532","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Couto, D.R.","2010","04","30","Couto, D.R.","1702","2010","10","30","Brasil","Espírito Santo","Ibitirama","Pedra Roxa.","-41.6671981811523","-20.5414009094238",NA,NA,"22282",NA,NA,NA,"auto",NA,NA,NA,"VIES021532","VIES021532",NA,NA,NA,NA
"116","2020-04-27 16:10:08-03","UFES","VIES","31714","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Chautems, A.","2013","04","29","Zorzanelli, J.P.F.; Zorzanelli, R.F.","662","2013","04","28","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"32198","1530","1530",NA,"auto",NA,NA,NA,"VIES031714","VIES031714",NA,NA,NA,NA
"117","2019-06-27 10:25:18-03","UFES","VIES","26580","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Perret, M.; Chautems, A.; Peixoto, M. & Costa, I.G.","72","2012","05","11","Brasil","Rio de Janeiro","São Fidélis",NA,"-41.746898651123","-21.6460990905762",NA,NA,"31178","1032","1032",NA,"auto",NA,NA,NA,"VIES026580","VIES026580",NA,NA,NA,NA
"118","2020-04-27 16:10:08-03","UFES","VIES","21530","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Couto, D.R.","2009","06","05","Couto, D.R.; Kollmann, L.J.C. & Leme, E.M.C.","1202","2009","06","05","Brasil","Espírito Santo","Alegre","Pedra da Caveira da Anta.","-41.5331001281738","-20.763599395752",NA,NA,"26101",NA,NA,NA,"auto",NA,NA,NA,"VIES021530","VIES021530",NA,NA,NA,NA
"119","2020-07-07 12:37:10-03","UFES","VIES","25442","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","J. Rossini","2020","06","20","Turma de Taxonomia de Campo 2015 -","11","2015","10","02","Brasil","Espírito Santo","Castelo","Parque Estadual de Forno Grande, trilha do mirante.","-41.184700012207","-20.6035995483398",NA,NA,"23588",NA,NA,NA,"auto",NA,NA,NA,"VIES025442","VIES025442",NA,NA,NA,NA
"120","2019-09-27 18:05:02-03","UFES","VIES","8032","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Chanteins, A.","1998","12","11","Gomes, J.M.L.; Vinha, P.C.","1840","1993","03","20","Brasil","Espírito Santo","Conceição do Castelo",NA,"-41.2439002990723","-20.3682994842529",NA,NA,"17824",NA,NA,NA,"auto",NA,NA,NA,"VIES008032","VIES008032",NA,NA,NA,NA
"121","2021-02-12 18:12:10-03","UFES","VIES","444","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Chanteins, A.","1989","12",NA,"Sheppard, G.J.","s.n.","1984","06","16","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,"48150",NA,NA,NA,"auto",NA,NA,NA,"VIES000444","VIES000444",NA,NA,NA,NA
"122","2019-06-27 10:25:18-03","UFES","VIES","37113","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Lorencini, T.S.",NA,NA,NA,"Cardoso, W.C.; Chagas, A.P.; Silva, L.A.; Firmino, A.D. & Barros, P.H.D.","291","2014","01","27","Brasil","Espírito Santo","Domingos Martins","Parque Estadual Pedra Azul.","-40.6591987609863","-20.3633003234863",NA,NA,"48150",NA,NA,NA,"auto",NA,NA,NA,"VIES037113","VIES037113",NA,NA,NA,NA
"123","2021-02-12 18:12:10-03","UFES","VIES","913","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Santos, G.F.","s.n.","1986","02","14","Brasil","Espírito Santo","Domingos Martins","Pedra Azul.","-40.6591987609863","-20.3633003234863",NA,NA,"48150",NA,NA,NA,"auto",NA,NA,NA,"VIES000913","VIES000913",NA,NA,NA,NA
"124","2020-05-29 09:56:41-03","UFES","VIES","24494","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","A. Chautems","2020","05","02","Gomes, J.M.L","2578","1999","08","14","Brasil","Espírito Santo","Domingos Martins","Pedra do Cachorro e Pedra das Flores.","-40.6591987609863","-20.3633003234863",NA,NA,"48150",NA,NA,NA,"auto",NA,NA,NA,"VIES024494","VIES024494",NA,NA,NA,NA
"125","2021-02-12 18:12:10-03","UFES","VIES","42056","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Chautems, A.","2012","05","09","Dias, H.M.; Castro, K.C.; Caldeira, M.V.W.; Miranda, F.D. & Kunz, S.H.","589b","2012","02","05","Brasil","Espírito Santo","Ibitirama","Santa Marta. Parque Nacional do Caparaó. No Vale do Rio Santa Marta","-41.6671981811523","-20.5414009094238",NA,NA,"22282","1200","1200",NA,"auto",NA,NA,NA,"VIES042056","VIES042056",NA,NA,NA,NA
"126","2020-04-27 16:10:08-03","UFES","VIES","30582","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Zorzanelli, J.P.F.","2015","01","12","Zorzanelli, J.P.F.; Pereira, C.","1171","2015","01","11","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"32198","1194","1194",NA,"auto",NA,NA,NA,"VIES030582","VIES030582",NA,NA,NA,NA
"127","2020-04-27 16:10:08-03","UFES","VIES","31713","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Couto, D.R.","2011","06","09","Couto, D.R.; Dias, H.M. & Silva, C.","1984","2011","06","09","Brasil","Espírito Santo","Mimoso do Sul","Conceição de Muqui.","-41.3664016723633","-21.0641994476318",NA,NA,"29430","1258","1258",NA,"auto",NA,NA,NA,"VIES031713","VIES031713",NA,NA,NA,NA
"128","2020-04-27 16:10:08-03","UFES","VIES","19039","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Lorencini, T.S.; Siqueira, V.B.","2009","03","25","Lorencini, T.S.; Siqueira, V.B. & Braun, A.","186","2009","02","07","Brasil","Espírito Santo","Santa Maria de Jetibá","Garrafão.","-40.7461013793945","-20.040599822998",NA,NA,"31867",NA,NA,NA,"auto",NA,NA,NA,"VIES019039","VIES019039",NA,NA,NA,NA
"129","2020-04-28 14:12:49-03","UFES","VIES","40214","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","A. Chautems","2020","04","25","Silva, L.A.; Freitas, J.; Oliveira, W. & Luber, J.","657","2015","04","28","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó.","-41.8683013916016","-20.4333000183105",NA,NA,"21645",NA,NA,NA,"auto",NA,NA,NA,"VIES040214","VIES040214",NA,NA,NA,NA
"130","2020-12-21 16:29:12-03","MBM","MBM","392913","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Fontana, A.P.","2008","02","12","Fontana, A.P.; Forzza, R.C.; Fraga, C.N.; Kollmann, L.; Labiak, P.H.; Forzza, R.C.; Fraga, C.N.; Kollmann, L.; Labiak, P.H.","4782","2008","02","12","Brazil","Espírito Santo","Castelo","Trilha para as piscinas","-41.083611","-20.516111","-41.083611","-20.516111",NA,"1100","1400","Rupestre no sol, flores vermelhas.; Floresta Ombrófila Densa Altomontana com inselbergues.",NA,NA,"Southern America",NA,"MBM392913","MBM392913",NA,NA,NA,NA
"131","2020-12-21 16:29:12-03","MBM","MBM","320636","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Pirani, J.R.","2006",NA,NA,"Mello-Silva, R.; Borges, L.M.; Borges, L.M.","2883","2006","04","20","Brazil","Minas Gerais","Catas Altas","Serra do Caraça, Trilha para o Pico do Sol, em mata baixa na saegunda subida muito íngreme após a trilha do interior da mata no alto da Cascatinha","-43.4075012207031","-20.0746994018555",NA,NA,"11966","1800","1800","Folhas discolores, verde-claras na face abaxial. Pedicelo avermelhado. Corola vermelho-alaranjado naface externa e vermelho-rosado na interna.; Sobre rochas, no interior da mata rala.","auto",NA,"Southern America",NA,"MBM320636","MBM320636",NA,NA,NA,NA
"132","2019-11-01 15:28:19-03","PUC-RIO","FCAB","3876","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","A. Chautems","1990",NA,NA,"T.S.M. Grandi; J.C. Siqueira; Jane A. Paula","1651","1985","01","15","Brasil","Minas Gerais","Caeté","Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,NA,"22051","1720","1720","Campo rupestre. Herbáceo.&nf;Flores vermelhas, 3° estação de coleta.&nf;lat.: 19° 49' S. long.: 43°40' W.","auto",NA,NA,NA,"003876",NA,NA,NA,NA,NA
"133","2019-11-01 15:28:19-03","PUC-RIO","FCAB","1327","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Thereza Lopes","2008","05","27","P. Capell S.J.","s.n.","1952","05","14","Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,NA,"auto",NA,NA,NA,"001327",NA,NA,NA,NA,NA
"134","2019-11-01 15:28:19-03","PUC-RIO","FCAB","1325","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Thereza Lopes","2008","05","27","P. Capell S.J.","s.n.","1951","06",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,NA,"auto",NA,NA,NA,"001325",NA,NA,NA,NA,NA
"135","2019-11-01 15:28:19-03","PUC-RIO","FCAB","4332","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Thereza Lopes","2002","08",NA,"J.C. Siqueira","2384","1988","03","21","Brasil","Rio de Janeiro","Nova Friburgo","Cascatinha, estrada das Torres","-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,"Rupícola, flores vermelhas.","auto",NA,NA,NA,"004332",NA,NA,NA,NA,NA
"136","2019-11-01 15:28:19-03","PUC-RIO","FCAB","4333","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Thereza Lopes","2002","08",NA,"J.C. Siqueira","2385","1988","03","21","Brasil","Rio de Janeiro","Nova Friburgo","Cascatinha, estrada das Torres","-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,"Rupícola","auto",NA,NA,NA,"004333",NA,NA,NA,NA,NA
"137","2019-11-01 15:28:19-03","PUC-RIO","FCAB","3964","PreservedSpecimen","Plantae",NA,"Angiospermae","Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Thereza Lopes","2002","08",NA,"J.C. Siqueira; Prof. Helênio","2231","1987","02","20","Brasil","Rio de Janeiro","Nova Friburgo","Estrada da Cascata Pinel","-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,"Subarbusto de flores vermelhas.","auto",NA,NA,NA,"003964",NA,NA,NA,NA,NA
"138","2015-09-19 20:07:49-03","MNHN","RECOLNAT_MNHN_P","P00587359","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Chautems",NA,NA,NA,"Martius, C.F. von",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00587359' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P00587359","P00587359_01",NA,NA,"1055",NA
"139","2015-09-04 12:09:20-03","MNHN","RECOLNAT_MNHN_P","P04048607","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Claussen, P.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04048607' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P04048607","P04048607_01",NA,NA,NA,NA
"140","2015-09-04 12:09:20-03","MNHN","RECOLNAT_MNHN_P","P04048609","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Claussen",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04048609' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P04048609","P04048609_01",NA,NA,NA,NA
"141","2015-09-04 12:09:20-03","MNHN","RECOLNAT_MNHN_P","P04048611","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Gounelle",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04048611' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P04048611","P04048611_01",NA,NA,"11005",NA
"142","2015-09-04 12:09:21-03","MNHN","RECOLNAT_MNHN_P","P04048612","PreservedSpecimen",NA,NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Riedel",NA,"1841","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04048612' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb","P04048612","P04048612_01",NA,NA,"56",NA
