"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","645601","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","R. Kiesling","R. Reitz","2042","1954","08","20","South America","Brazil","Santa Catarina","Luiz Alves","Braço Joaquim, Luis Alves, Itajaí","-48.941177","-26.748537","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=702297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645601","NY00645601_01","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:10:34-03","UTFPR","DVPR","6373","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Silva, DR","Silva, DR; Tcatch, BG; Moura, AP","456","2018","09","13",NA,"Brasil","Paraná","Capanema","Lado esquerdo do Rio Capanema.","-53.3527","-25.3507",NA,"Erva epífita. Frutos carnosos, imaturos, verdes.; Floresta Estacional Semidecidual em estágio avançado de sucessão secundária. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006373",NA,"256","256","2018","09","13","-53.3527","-25.3507",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-24 17:10:34-03","UTFPR","DVPR","6131","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Silva, DR","Rocha Filho, JA; Tcatch, BG; Piva, J","803","2018","08","14",NA,"Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.","-53.3827","-25.2935",NA,"Subarbusto, epífita. Botão floral róseo. Ponto 006.; Floresta ripária ocorrendo sobre associação entre Latossolo e Nitossolo Vermelhos.","DVPR006131",NA,"259","259","2018","08","14","-53.3827","-25.2935",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:34-03","UTFPR","DVPR","6131","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Silva, DR","Rocha Filho, JA; Tcatch, BG; Piva, J","803","2018","08","14",NA,"Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.","-53.614200592041","-25.4792003631592",NA,"Subarbusto, epífita. Botão floral róseo. Ponto 006.; Floresta ripária ocorrendo sobre associação entre Latossolo e Nitossolo Vermelhos.","DVPR006131",NA,"259","259","2018","08","14",NA,NA,"14258","auto",NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:10:34-03","UTFPR","DVPR","3612","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Caxambu, MG","Caxambu, MG; Siqueira, EL; Chagas, MP","6873","2015","08","28",NA,"Brasil","Paraná","Mato Rico","Estação Ecologica Municipal Juquiri","-52.07586","-24.4618",NA,"Erva ripára, epífita, semi- ciófila, palustre. Flores alvas.; Relevo: ondulado. Vegetação: Floresta Ombrófila Mista Aluvial","DVPR003612",NA,"590","590","2015","10","13","-52.07586","-24.4618",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-26 18:07:30-03","CPAN-UFMS","COR","7398","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","N.P.Taylor & DC. Zappi","G. Hatschbach & A.C.Cervi","50635","1986","10","12",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Poço Preto. Mata pluvial; ;.","-54.5881004333496","-25.5478000640869",NA,"Com Flor: alva",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:12:21-03","UFBA","ALCB","90020","PreservedSpecimen","Plantae","Dicotyledon",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw. ex Phil.","Zappi, D","Hatschbach, G; Ribas, OS; Barbosa, E","72337","2001","08","26","Southern America","Brasil","Paraná","Campo Mourão","Rod. PR-487, Rio Mourão","-52.3830986022949","-24.0456008911133",NA,"Flor alva.",NA,NA,NA,NA,"2001",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:54:54-03","NBC","NL-BOTANY","L.2476867","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Pedersen TM",NA,"1988","09","19","Southern America","Paraguay","Caaguazú",NA,"About 10 km south of Yhu.",NA,NA,NA,"Dense woodland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2476867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2476867","NL-L2476867",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","L 0831591",NA,NA,NA,NA
"19","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180499","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Lindeman JC; Haas JH de",NA,"1966","11","06","Southern America","Brazil",NA,NA,"Brasiliae Australis, Est.Parana. Along northward from rio Iguacu to Campo Novo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180499 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180499","NL-U1180499",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"20","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180500","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Lindeman JC; Haas JH de",NA,"1966","12","08","Southern America","Brazil",NA,NA,"Brasiliae Australis, Est.Parana. Parque nacional do Iguacu, near ferry in road t oCapanema.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180500 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180500","NL-U1180500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"21","2020-02-08 08:54:54-03","NBC","NL-BOTANY","WAG.1496963","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Pedersen TM",NA,"1988","09","19","Southern America","Paraguay","Caaguazú",NA,"About 10 km south of Yhu.",NA,NA,NA,"Dense woodland.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1496963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1496963","NL-WAG1496963",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-11-04 11:04:12-03","ESALQ","ESA","78700","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Keller","Keller, H.A.","303.0","2000","09","23",NA,"Argentina","Misiones","Gral. San Martín",NA,NA,NA,NA,NA,"ESA078700","ESA078700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:04:12-03","ESALQ","ESA","16542","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula",NA,NA,"Souza, V.C. ; Sakuragui, C.M.",NA,"1993","12","03",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA016542",NA,NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:04:12-03","ESALQ","ESA","2967","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Medeiros Jr., M.",NA,"1987","10","26",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA002967","ESA002967",NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:04:12-03","ESALQ","ESA","12282","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Souza, V.C. et al.","4896.0","1993","12","07",NA,"Brasil","São Paulo","Taquarivaí",NA,"-48.689998626709","-23.9200000762939",NA,NA,"ESA012282","ESA012282",NA,NA,NA,NA,NA,NA,NA,"13875","auto",NA,NA,NA,NA,NA,NA
"26","2020-11-04 10:55:10-03","ESALQ","ESA","133034","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Souza, V. C.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","224.0","2015","07","08",NA,"Brasil","São Paulo","Piracicaba","Estação Ecológica de Ibicatu. Floresta Estacional Semidecidual.","-47.82347","-22.7795541",NA,"Epifita, ca. 30cm.","ESA133034","ESA133034","544","544","2015","07","08","-47.82347","-22.7795541",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:04:12-03","ESALQ","ESA","5875","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Lombardi, J.A.","Chagas e Silva, F. et al.","851.0","1985","08","10",NA,"Brasil","Paraná","Londrina",NA,"-51.1627998352051","-23.3103008270264",NA,NA,"ESA005875","ESA005875",NA,NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:04:12-03","ESALQ","ESA","5814","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Souza, V.C.","Gimenez, M.B. ; Catharino, E.L.M.","2.0","1987","04","27",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA005814","ESA005814",NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:04:12-03","ESALQ","ESA","134701","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Leme, F.M.","Barroso, R.M.; Kochanovski, F.J.; Montebeller,C.; Leme, F.M.; Bacci, L.F.; Marcelo-Peña, J.L.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.; Ivanauskas, N.M.","73.0","2015","07","01",NA,"Brasil","São Paulo","Nova Odessa","Instituto de Zootecnia. Fragmento de Floresta Estacional Semidecidual degradada","-47.27914","-22.76538",NA,"Epífita. 30-50 cm.","ESA134701","ESA134701","599","599","2015","07","01","-47.27914","-22.76538",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:04:12-03","ESALQ","ESA","7183","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Rodrigues, P.O.",NA,"1991","01","01",NA,"Brasil","São Paulo","Capão Bonito",NA,"-48.3400001525879","-24",NA,NA,"ESA007183","ESA007183",NA,NA,NA,NA,NA,NA,NA,"39505","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:04:12-03","ESALQ","ESA","78635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haworth","Zappi, D. & Lucas, E.","Silva, J.M. et al.","3046.0","1999","09","02",NA,"Brasil","Paraná","Três Barras do Paraná",NA,"-53.1808013916016","-25.4188995361328",NA,NA,"ESA078635","ESA078635",NA,NA,NA,NA,NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:04:12-03","ESALQ","ESA","5783","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Gimenez, M.B. ; Catharino, E.L.M.","12.0","1987","05","25",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA005783","ESA005783",NA,NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:26:43-03","MN","R","102429","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Kiesling, R.","Silveira, A.","15","1893","09",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Comissão Geográfica e Geológica de Minas.","R010028910",NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:26:43-03","MN","R","218582","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Hutchison, P.C.","Andrade, A.G.; Emmerich, M.","991","1961","09","01",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"R010028906,R010028907",NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:26:43-03","MN","R","91017","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Almeida, M.C.","GL","5160","1874","09",NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,"R010028911",NA,NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:26:43-03","MN","R","218583","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Kiesling, R.","Vidal, J.",NA,"1948","10",NA,NA,"Brasil","Minas Gerais","Passa Quatro",NA,"-44.9667015075684","-22.3903007507324",NA,NA,"R010028908,R010028909",NA,"1000","1000","1978",NA,NA,NA,NA,"17293","auto",NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:26:43-03","MN","R","226603","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Alves, R.J.V.; Argôlo, A.M. 349; Raposo, C.A.","5295","1996","09","29",NA,"Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,"R010005540,R010028932,R010028933",NA,NA,NA,NA,NA,NA,NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:26:43-03","MN","R","203184","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Medri, C.; Kinupp, V.F. & Francisco, E.M.","350","1997","08","16",NA,"Brasil","Paraná","Sapopema",NA,"-50.5802993774414","-23.9108009338379",NA,NA,"R010028905",NA,NA,NA,NA,NA,NA,NA,NA,"21990","auto",NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:26:43-03","MN","R","30773","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Castellanos, A.","Freire, C.V.","79","1925","09","12",NA,"Brasil","São Paulo","Sorocaba",NA,"-47.4500007629395","-23.5",NA,NA,"R010028912,R010028913,R010028914",NA,NA,NA,"1937",NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA,NA
"40","2019-02-15 11:35:54-02","IPA","IPA","60049","S","Plantae","Plantae",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.C.","Oliveira, C.A.M.; Silva, A.G. da; Silva, A.M. da; Nascimento, L.M.; Silva, A.G. da; Silva, A.M. da; Nascimento, L.M.","26","1999","09","17","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Cassange, dentro da mata.","-36.414167","-8.183611",NA,"Epífita. Flores apresentando, cálice verde, corola branca e estames também brancos. Frutos imaturos verde. Frequente.; Mata estacional. Solo argiloso.","IPA0060049",NA,"962","1020","1999","12",NA,"-36.414167","-8.183611",NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-02-15 11:35:54-02","IPA","IPA","60060","S","Plantae","Plantae",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.C.","Silva, A.M. da; Silva, A.G. da; Oliveira, C.A.M. de; Nascimento, L.M.; Silva, A.G. da; Oliveira, C.A.M. de; Nascimento, L.M.","42","1999","10","19","Southern America","Brasil","Pernambuco","Brejo da Madre de Deus","Mata do Malhada","-36.401667","-8.187222",NA,"Epífita com 40cm de altura. Flores com todos os verticilos amarelo-claro. Frequente.; Mata Estacional.","IPA0060060",NA,"565","960","1999","12",NA,"-36.401667","-8.187222",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-02-15 11:35:54-02","IPA","IPA","13914","S","Plantae","Plantae",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.; Zappi, D.C.","Andrade-Lima","66-4483","1966","03","06","Southern America","Brasil","Pernambuco","Taquaritinga do Norte","na estrada para Vertentes.","-36.0442008972168","-7.90305995941162",NA,"Epífita em árvore da mata.","IPA0013914",NA,NA,NA,"1990",NA,NA,NA,NA,"25558","auto",NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:35:54-02","IPA","IPA","29371","S","Plantae","Plantae",NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.C.","Andrade-Lima","72-7127","1972","12","28","Southern America","Brasil","Pernambuco","Taquaritinga do Norte","Sítio Cafundó","-36.0442008972168","-7.90305995941162",NA,NA,"IPA0029371",NA,NA,NA,"1988","02","10",NA,NA,"25558","auto",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:28:39-03","IAP","PACA-AGP","115503","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Kieling- Rubio, M. A.","Rocha, L.D.","157","2012","11","06",NA,"Brasil","RS","Taquara","trecho médio do Rio dos Sinos","-50.765833","-29.679667",NA,"Habitat: epífito","PACA115503",NA,NA,NA,"2012","11","06","50º45'57.0W","29º40'46.8S",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"45","2019-11-14 13:52:04-03","IAP","PACA-AGP","115530","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Graeff, V., Junges, F. & Mottin, I.G.","Graeff, V.","9","2014","10","25",NA,"Brasil","RS","São Leopoldo","Parque Imperatriz Leopoldina","-51.133","-29.760833",NA,"Habitat: epífito","PACA115530",NA,NA,NA,"2014","11","05","51º07.98'W","29º45.65'S",NA,NA,"Magnoliatae",NA,NA,NA,NA,NA
"46","2019-08-27 13:28:39-03","IAP","PACA-AGP","53541","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Emrich-Rambo","Rambo, B.",NA,"1953","11","10",NA,"Brasil","PR","Cascavel",NA,"-53.4552993774414","-24.9557991027832",NA,"Revisado por D. Bauer em 12.03.2004 Habitat: in silva primaeva ad arbores Fenofase: estéril","PACA053541",NA,NA,NA,"1954","05","19",NA,NA,"47841","auto","Magnoliatae",NA,NA,NA,NA,NA
"47","2019-08-27 13:28:39-03","IAP","PACA-AGP","1519","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Emrich-Rambo","Rambo, B.",NA,"1931","09","10",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Revisado por D. Bauer em 12.03.2004 Habitat: ad arbores in silva campestri Fenofase: ju","PACA001519",NA,NA,NA,"1954","05","19",NA,NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA
