"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","class","order","continentOcean","occurrenceRemarks","imagecode","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","preparationType","relatedCatalogItem"
"13","2019-08-27 13:26:00-03","IAP","PACA-AGP","70332","PreservedSpecimen","Plantae","Gramineae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Boldrini","1987","03","Jarenkow","588","1986","12","16","Brasil","RS","Rio Grande","Est. Ecol. do Taim, marg. nordeste da Lagoa Mirim",NA,NA,"PACA070332","Liliatae","Cyperales",NA,"Herb. PEL 9403&nf;conf. A. Guglieri 10.11.1998 Habitat: em campo baixo e úmido, próximo a banhado",NA,"11","-52.0985984802246","-32.0349998474121","82892","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:00-03","IAP","PACA-AGP","55414","PreservedSpecimen","Plantae","Gramineae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Barreto","1955","11","Reitz, R.","5568","1953","02","05","Brasil","SC","Palhoça","Massiambú",NA,NA,"PACA055414","Liliatae","Cyperales",NA,"conf. A. Guglieri 08,2004 Habitat: in arenosis",NA,NA,"-48.6678009033203","-27.645299911499","31105","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA
"15","2021-04-07 11:47:35-03","UFMS","CGMS","23281","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri-Caporal","2010","09","F.J.M. Caporal","658","2008","11","01","Brasil","Rio Grande do Sul","Guaíba","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1052688",NA,NA,NA,NA,NA,"10","-51.3250007629395","-30.113899230957","28343","auto",NA,"20","20",NA,NA,NA,NA
"16","2021-04-07 11:47:35-03","UFMS","CGMS","20259","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri",NA,NA,"A. Guglieri; F.J.M. Caporal; L.F. Lima","997","2006","02","27","Brasil","Rio Grande do Sul","Guaíba","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1049655",NA,NA,NA,NA,NA,NA,"-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-04-07 11:47:35-03","UFMS","CGMS","20302","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri",NA,NA,"A. Guglieri; F.J.M. Caporal; L.F. Lima; N.I. Matzenbacher","1042","2006","03","12","Brasil","Rio Grande do Sul","Guaíba","Cerro Branco, Fazenda São Maximiano, Morro São Maximiano.",NA,NA,"CGMS1049700",NA,NA,NA,NA,NA,NA,"-51.3250007629395","-30.113899230957","28343","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-01-17 11:23:36-02","PUCRS","MPUC","10695","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.  ","A. Gluglieri","2010","01",NA,NA,"1988","12","16","Brasil","SC","Concórdia","Estreito","-52.0277778000","-27.2344444000",NA,"Liliopsida","Poales","South America",NA,NA,"01","-52.0277778","-27.2344444",NA,NA,NA,NA,NA,"1",NA,NA,NA
"19","2019-01-17 11:23:36-02","PUCRS","MPUC","14477","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.  ","P.J.S. Silva Filho","2010","01",NA,NA,"2009","02","16","Brasil","RS","Viamão","Região do entorno do lago Turamã","-51.0155556000","-30.2766667000",NA,"Liliopsida","Poales","South America","Beira do lago",NA,"01","-51.0155556","-30.2766667",NA,NA,NA,NA,NA,"1","410",NA,NA
"20","2019-01-17 11:23:36-02","PUCRS","MPUC","20613","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.  ","L. Eggers",NA,NA,NA,NA,"1988","04","27","Brasil","RS","Tapes",".",NA,NA,NA,"Liliopsida","Poales","South America",NA,NA,NA,"-51.3958015441895","-30.6732997894287","25762","auto",NA,NA,NA,"1",NA,NA,NA
"21","2019-06-27 10:26:22-03","UFES","VIES","5457","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Longhi-Wagner, H.","1992",NA,"Gomes, J.M.L.","1491","1991","03","25","Brasil","Espírito Santo","Guarapari","Lagoa do Milho.",NA,NA,"VIES005457",NA,NA,NA,NA,"VIES005457",NA,"-40.5110015869141","-20.6580009460449","28401","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-04-27 16:11:10-03","UFES","VIES","17162","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Rodrigues, R.S.","2015","04","Souza, F.B.C.; et al.","91","2007","11","15","Brasil","Espírito Santo","Vila Velha","Interlagos.",NA,NA,"VIES017162",NA,NA,NA,NA,"VIES017162","22","-40.2924995422363","-20.3297004699707","27156","auto",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-12 18:12:25-03","UFES","VIES","26131","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Valadares, R.T.","2007","01","Valadares, R.T.","s.n.","2007","01","18","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.",NA,NA,"VIES026131",NA,NA,NA,NA,"VIES026131","18","-40.5110015869141","-20.6580009460449","28401","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-06-27 10:26:22-03","UFES","VIES","4271","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Longhi-Wagner, H.","1992",NA,"Gomes, J.M.L.","1111","1990","05","15","Brasil","Espírito Santo","Guarapari","Parque Estadual Paulo César Vinha.",NA,NA,"VIES004271",NA,NA,NA,NA,"VIES004271",NA,"-40.5110015869141","-20.6580009460449","28401","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-04-27 16:11:10-03","UFES","VIES","12236","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Rodrigues, R.S.","2015","04","Dutra, R.L.S.; Assis, A.M.","197","1996","10","24","Brasil","Espírito Santo","Linhares","Pontal do Ipiranga.",NA,NA,"VIES012236",NA,NA,NA,NA,"VIES012236","22","-40.0722007751465","-19.3910999298096","48094","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:40:39-03","MBM","MBM","89457","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Renvoize, S.A.",NA,NA,"Hatschbach, G.","47654",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Areial",NA,NA,"MBM089457",NA,NA,"Southern America",NA,"MBM089457",NA,"-49.2064018249512","-25.5347003936768","45291","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:40:39-03","MBM","MBM","175998","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.",NA,NA,NA,"Silva, T.S. da","219",NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual do Ipiranga",NA,NA,"MBM175998",NA,NA,"Southern America",NA,"MBM175998",NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:40:39-03","MBM","MBM","70504","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Zuloaga, F.O.",NA,NA,"Sáenz, A.A.","70",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,"MBM070504",NA,NA,"Southern America",NA,"MBM070504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:40:39-03","MBM","MBM","205237","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.",NA,NA,NA,"Schinini, A.; et al.; et al.","8388",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,"MBM205237",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:40:39-03","MBM","MBM","31480","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.",NA,NA,NA,"Krapovickas, A.; et al.; et al.","24632",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,"MBM031480",NA,NA,"Southern America",NA,"MBM031480",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:39-03","MBM","MBM","322451","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.",NA,NA,NA,"Zucoi, A.","570","1993","01","09","Paraguay","Entre Ríos","Victoria",NA,NA,NA,"MBM322451",NA,NA,"Southern America",NA,"MBM322451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:39-03","MBM","MBM","82656","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Valls, J.F.M.",NA,NA,"Hatschbach, G.","46653",NA,NA,NA,"Brazil","Santa Catarina","Camboriú","Balneário Camboriú, arredores",NA,NA,"MBM082656",NA,NA,"Southern America",NA,"MBM082656",NA,"-48.6543998718262","-27.0252990722656","19854","auto",NA,NA,NA,NA,NA,NA,NA
"33","2015-09-03 23:23:24-03","MNHN","RECOLNAT_MNHN_P","P01866617","PreservedSpecimen",NA,"Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.",NA,NA,NA,"Saint-Hilaire",NA,"1816","1","1","Uruguai",NA,NA,"Banda Oriental Del Uruguay.",NA,NA,"P01866617",NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01866617' target='other'> <mi>dwc_moreinfo</mi></a>","P01866617_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C2 2424","hb",NA
"34","2013-01-13 18:29:00-02","MO","MOBOT","2247731","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Zuloaga, F. O.",NA,NA,"Zulma E. Rúgolo de Agrasar|C.E. Trucco Aleman","Rúgolo de Agrasar 2078","1996","3","19","Argentina","Buenos Aires",NA,"Isla Martín García, césped ribereño, altura casa de bombas",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-10-24 07:37:00-02","MO","MOBOT","2429417","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Zuloaga, F. O., 17/04/",NA,NA,"Fernando O. Zuloaga","Zuloaga 7047","2000","4","16","Argentina","Buenos Aires",NA,"Punta Lara",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"-58","-34.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2009-07-09 17:05:00-03","MO","MOBOT","2482977","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Renvoize, S. A.",NA,NA,"Gert G. Hatschbach","Hatschbach 47654",NA,NA,NA,"Brazil","Paraná",NA,"Areial",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2008-05-27 22:02:00-03","MO","MOBOT","2966936","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","F.O. Zuloaga",NA,NA,"Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 3842","1989","3","17","Argentina","Entre Ríos",NA,"Ceibos a medanos, 7 km de medanos",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2008-05-27 22:02:00-03","MO","MOBOT","3395062","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.",NA,NA,NA,"A. Zucol","Zucol 573","1993","1","13","Argentina","Entre Ríos","Colón",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2012-03-29 13:52:00-03","MO","MOBOT","2516950","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.",NA,NA,NA,"Eduardo Alonso Paz","Alonso Paz 3614",NA,NA,NA,"Uruguay","Rocha",NA,"Cerro Verde",NA,NA,NA,NA,NA,"South America",NA,NA,NA,"-56.966667","-31.433333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-11-24 14:12:06-02","UFLA","ESAL","467","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A.Guglieri",NA,NA,"Valls","2.653",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-07 11:44:57-03","FUVATES","HVAT","1350","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","E. Freitas","2004","01","E. Freitas","s.n.","2004","01","09","Brasil","Rio Grande do Sul","Capivari","Fazenda Touros Nativos.",NA,NA,"HVAT00001350",NA,NA,NA,"Planície litorânea",NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-07 11:44:57-03","FUVATES","HVAT","4375","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","J. Lindeman; B. Irgang","1972","07","Lindeman; M. L. Porto","s.n.","1972","07","14","Brasil","Rio Grande do Sul","Torres",NA,"-49º43'37''W","-29º20'7''S","HVAT00004375",NA,NA,NA,"Doação do Herbário ICN, registro ICN 27777; Mato de banhado, limite N de dentro",NA,"14","-49.726944","-29.335278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-02 16:37:03-03","Cenargen","CEN","9310","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","2002","05","Lídio Coradin","6205","1983","06","28","Brasil","BA","MORRO DO CHAPEU","Rodovia Lage do Batata - Morro do Chapéu km 66.","-4111667.0","-1145000.0","CEN00009310",NA,NA,NA,"Inflorescência verde-clara.","CEN00009310",NA,"-41.1561012268066","-11.5500001907349","98143","auto",NA,"1000","1000","2",NA,"Exsicatas",NA
"44","2020-09-02 16:37:03-03","Cenargen","CEN","2019","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","2000","03","Antônio Costa Allem","1819","1978","03","14","Brasil","RS","BAGE","Distrito de Hulha Negra.",NA,NA,"CEN00002019",NA,NA,NA,"Boa forrageira nativa.","CEN00002019",NA,"-54.1068992614746","-31.3313999176025","74087","auto",NA,NA,NA,"2",NA,"Exsicatas",NA
"45","2020-09-02 16:37:03-03","Cenargen","CEN","2044","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","2000","03","Antônio Costa Allem","1844","1978","03","15","Brasil","RS","HERVAL","15 Km E Herval.",NA,NA,"CEN00002044",NA,NA,NA,"Beira de estrada.","CEN00002044",NA,"-53.3955993652344","-32.0236015319824","51680","auto",NA,NA,NA,"2",NA,"Exsicatas",NA
"46","2020-09-02 16:37:03-03","Cenargen","CEN","4091","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","2004","03","Jan Christiaan Lindeman",NA,"1972","07","14","Brasil","RS","LAVRAS DO SUL","Parque de Torres. mato de banhado, limite N de dentro.",NA,NA,"CEN00004091",NA,NA,NA,"Série 23.6. Doação do Herb. Depto. Bot. da U.F.R.G.S. ICN 27777","CEN00004091",NA,"-53.8950004577637","-30.8131008148193","76406","auto",NA,NA,NA,"1",NA,"Exsicatas",NA
"47","2019-11-13 11:28:54-03","USP","SPF","12827","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Rodrigues, RS","2011","06","Hoehne, W","2843","1948","11","09","Brasil","São Paulo","São Paulo","Parque do Estado",NA,NA,"SPF00012827",NA,NA,NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-13 11:28:54-03","USP","SPF","12137","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2004","03","Hoehne, W","2942","1948","12","30","Brasil","São Paulo","São Paulo","Prx. Interlagos.",NA,NA,"SPF00012137",NA,NA,NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"49","2019-01-25 15:44:44-02","IAC","IAC","24064","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","F.O. Zuloaga","1997","11","G.L. Rocha","s/nº","1944","03","01","Brasil","São Paulo","São Paulo","Campo da Coleção da Sede - São Paulo","-46.6361","-23.5475",NA,NA,NA,NA,"Material recebido do Departamento de Produção Animal sob n.345, parcela n.51; Nome Popular: grama-portuguesa",NA,"01","-46.6361","-23.5475",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-07-23 12:18:46-03","CEPLAC","CEPEC","66047","PreservedSpecimen","Plantae","Poaceae","Panicum","gouini","Panicum gouini",NA,"T. S. da Silva",NA,NA,"T. S. da Silva","219","1984","12","08","Brasil","São Paulo","SÃO PAULO","Parque Estadual das Fontes do Ipiranga.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,"30/12/1975"
"51","2019-11-01 15:16:35-03","UnB","UB","8709","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.",NA,NA,NA,"Silva, RR","119","1999","03","24","Brasil","Distrito Federal","Brasília","Árie Santuário de Vida Silvestre do Riacho Fundo","-47.947222","-15.847222","UB0025962",NA,NA,"Southern America","Planta perene, cespitosa, ereta a decumbente; espiguetas verde-vináceas; anteras alaranjadas, estígmas roxos.; Erva; Próximo a mata ciliar.","UB0025962",NA,"-47.947222","-15.847222",NA,NA,"Monocotyledonae","1000","1000",NA,NA,NA,NA
"52","2019-11-01 15:16:35-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E. Fourn.","Guglieri, A","2002","03","Black, GA","114C","1945","03","12","Brasil","Ceará ","Sobral",NA,NA,NA,"UB0021102",NA,NA,"Southern America",NA,"UB0021102",NA,"-40.3497009277344","-3.68611001968384","84289","auto","Monocotyledonae",NA,NA,NA,NA,NA,NA
"53","2020-08-20 20:41:34-03","UFSC","FLOR","19430","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Boldrini, I.","1987",NA,"Jarenkow, J.A.; Leite, S.L.C.","588","1986","12","16","Brasil","Rio Grande do Sul","Rio Grande","Estação Ecológica do Taim, margem nordeste da Lagoa Mirim.",NA,NA,"FLOR0019430",NA,"Poales",NA,NA,NA,NA,"-52.0985984802246","-32.0349998474121","82892","auto",NA,NA,NA,NA,NA,NA,NA
"54","2020-08-20 14:59:49-03","UFSC","FLOR","28022","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Valls, J.F.M.",NA,NA,"Hatschbach, G.","46653","1983","01","16","Brasil","Santa Catarina","Balneário Camboriú","Arredores.",NA,NA,"FLOR0028022",NA,"Poales",NA,NA,NA,NA,"-48.6347007751465","-26.9906005859375","8793","auto",NA,NA,NA,NA,NA,NA,NA
"55","2021-03-04 15:42:13-03","IF","SPSF","41956","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","R.J.F. Garcia","2006","09","R.J.F. Garcia & V.A.S.Teixeira & R.A.A.Martini","2410","2005","02","16","Brasil","SP","Cubatão","Indústria COPEBRAS",NA,NA,NA,"Liliopsida","Poales","América do Sul","COLETA: Erva rizomatosa, comum; espiguetas verdes.; GEOGRAFIA: Campo antrópico;",NA,"13","-46.4199981689453","-23.8899993896484","15123","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA
