"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","class","order","continentOcean","occurrenceRemarks","imagecode","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","preparationType","relatedCatalogItem"
"114","2021-03-22 16:23:38-03","FEPAGRO","BLA","16733","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","L. R. Parodi",NA,NA,"P. N. Capparelli","355","1949","04","14","Brasil","Rio Grande do Sul","Torres",NA,NA,NA,"BLA016733",NA,NA,NA,NA,NA,NA,"-49.7268981933594","-29.3353004455566","20837","auto","Spermatophyta","3","3",NA,NA,NA,NA
"115","2021-04-08 09:32:12-03","FEPAGRO","BLA","2137","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","B. Rosengurtt",NA,NA,"G. Moraes",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Tramandaí",NA,NA,NA,"BLA002137",NA,NA,NA,"Data de Coleta: 03/1960.Habitat: Em camadas de areia",NA,NA,"-50.1335983276367","-29.9846992492676","21077","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"116","2021-04-08 09:32:12-03","FEPAGRO","BLA","17643","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.",NA,NA,NA,"LA","302","1971","05","11","Brasil","Rio Grande do Sul","Vacaria",NA,NA,NA,"BLA017643",NA,NA,NA,"Habitat: Em baixada úmida e terreno baldio na cidade <ll>dwc_commonname:</ll> gouinii graúdo",NA,NA,"-50.9338989257812","-28.5121994018555","63451","auto","Spermatophyta","980","980",NA,NA,NA,NA
"117","2021-04-08 09:32:12-03","FEPAGRO","BLA","12001","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.",NA,NA,NA,"L. A. Arzivenco",NA,"1971","05","11","Brasil","Rio Grande do Sul","Vacaria",NA,NA,NA,"BLA012001",NA,NA,NA,"Habitat: Baixada, úmida, em terreno baldio",NA,NA,"-50.9338989257812","-28.5121994018555","63451","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"118","2021-02-18 17:09:12-03","FEPAGRO","BLA","16736","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","E. M. Cavalheiro","1990","01","P. N. Capparelli","280","1946","02","10","Brasil","Santa Catarina","Sombrio",NA,NA,NA,"BLA016736",NA,NA,NA,NA,NA,"01","-49.61669921875","-29.113899230957","16515","auto","Spermatophyta","10","10",NA,NA,NA,NA
"119","2020-08-26 10:50:30-03","MCN-FZBRS","HAS","12399","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Mariath, J.E.","1980","09","Mariath, J.","698 a","1979","06",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro Santana.",NA,NA,"HAS0012399",NA,NA,NA,"Banhado temporáro; subida pela Protásio Alves.",NA,NA,"-51.2299995422363","-30.0331001281738","29946","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:16:10-03","IBt","SP","81801","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2004","03","Clayton, WD; Eiten, G","4687","1965","02","15","Brasil","São Paulo","Cananéia","Waterfront in city of Cananéia.","-47.916667","-25.016667","SP035518",NA,NA,NA,NA,"SP035518","16","-47.916667","-25.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:16:10-03","IBt","SP","197294","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2004","03","Burman, A","457","2004","03","18","Brasil","Minas Gerais","Diamantina","Entre as rodovias Diamantina-Extração e Diamantina-Minas Novas, 10-15 km de Diamantina.",NA,NA,"SP035512",NA,NA,NA,NA,"SP035512","18","-43.6002998352051","-18.2493991851807","101169","auto",NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:16:10-03","IBt","SP","253441","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2004","03","Krieger, L","23815","1988","01","20","Brasil","Minas Gerais","Juiz de Fora","Campus UFJF.",NA,NA,"SP035519",NA,NA,NA,NA,"SP035519","16","-43.3502998352051","-21.7642002105713","36144","auto",NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:16:10-03","IBt","SP","318687","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Allem, A; Vieira, G","1819","1978","03","14","Brasil","Rio Grande do Sul","Bagé","Distrito de Hulha Negra.",NA,NA,"SP034631",NA,NA,NA,NA,"SP034631",NA,"-54.1068992614746","-31.3313999176025","74087","auto",NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:16:10-03","IBt","SP","84179","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2000","03","Clayton, WD","4401","1965","01","28","Brasil","Rio Grande do Sul","Montenegro","Agric. Experiment Station.",NA,NA,NA,NA,NA,NA,NA,NA,"14","-51.4611015319824","-29.6886005401611","21601","auto",NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:16:10-03","IBt","SP","212409","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2000","03","Kappel; Froner","3057","1963","02","02","Brasil","Rio Grande do Sul","Osório","Lagoa Itapeva.",NA,NA,"SP035517",NA,NA,NA,NA,"SP035517","15","-50.2696990966797","-29.8866996765137","27350","auto",NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:16:10-03","IBt","SP","51157","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2000","03","Orth, C; Hitchcoch, I","s.n.","1932","10","15","Brasil","Rio Grande do Sul","Porto Alegre","M. da Glória.",NA,NA,"SP035515",NA,NA,NA,NA,"SP035515","15","-51.2299995422363","-30.0331001281738","29946","auto",NA,NA,NA,NA,NA,NA,NA
"127","2019-11-21 10:16:10-03","IBt","SP","28488","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2000","03","Deslandes, J","11","1930","03",NA,"Brasil","Rio Grande do Sul","Rio Grande",NA,NA,NA,"SP035516",NA,NA,NA,NA,"SP035516","15","-52.0985984802246","-32.0349998474121","82892","auto",NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:16:10-03","IBt","SP","489078","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2004","03","Burman, AG","827","1983",NA,NA,"Brasil","Santa Catarina","Garopaba",NA,NA,NA,"SP035514",NA,NA,NA,NA,"SP035514","18","-48.6133003234863","-28.0233001708984","11115","auto",NA,NA,NA,NA,NA,NA,NA
"129","2019-11-21 10:16:10-03","IBt","SP","194497","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2004","03","Sendulsky, T","1756","1982","01",NA,"Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Reserva Biológica.",NA,NA,"SP035513",NA,NA,NA,NA,"SP035513","16","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:16:10-03","IBt","SP","327885","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2004","03","Hoehne, W","s.n.","1948","12","30","Brasil","São Paulo","São Paulo","Prox. a Interlagos.",NA,NA,"SP035520",NA,NA,NA,NA,"SP035520","16","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,NA,NA,NA
