"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"98","2021-03-01 16:26:57-03","UNICAMP","UEC","50942","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Sobral, M; et al.","5865","1988","01",NA,NA,"Brazil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878",NA,"Arvoreta 5m, em interior de mata a ca. 3km N da cidade, em desvio a esquerda da estrada Una - Ilhéus, flores brancas.","UEC074539","UEC074539",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2021-03-01 16:26:57-03","UNICAMP","UEC","23471","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Stapf, MNS","Matthes, LAF; et al.","666","1981","01","12",NA,"Brazil","Minas Gerais","Poços de Caldas","Fonte dos Amres.&nf;21º 50' 20'' S 46º 33' 53'' W.","-46.5614013671875","-21.7877998352051",NA,"Árvore até 12m, frutos verdes, com cúpula verde - amarelada, nome vulgar: canela.; Mata de Encosta.","UEC074540","UEC074540",NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2021-03-01 16:26:57-03","UNICAMP","UEC","968","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Hatschbach, G","39891","1977","05","17",NA,"Brazil","Paraná","Cerro Azul","Barra do Tigre.","-49.261100769043","-24.823600769043",NA,"Arbusto 3m, pouco ramoso. Fruto vermelho.; Mata pluvial margens rio Ribeira.","UEC086445","UEC086445",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-01 16:26:57-03","UNICAMP","UEC","41422","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Gentry, A; Zardini, E","49743","1985","01","20",NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Estrada do Redentor, corcovado Moutains, rio de janeiro, alt.: 450 - 500m.&nf;22º 58' S 43º 18' W.","-43.2075004577637","-22.9027996063232",NA,"Tree 10m, flowers white.","UEC074541","UEC074541",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-01 16:26:57-03","UNICAMP","UEC","85552","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Taroda, N","Catharino, ELM; Esteves, GL; Rodrigues, EA; Shirasuna, RT","2031","1994","09","27",NA,"Brazil","São Paulo","Bananal","Serra da Bocaina, estrada de subida da serra, trecho de asfalto.","-44.3199996948242","-22.6800003051758",NA,"Árvore, casca fissurada, cerca de 8 m de altura, corola alva.","UEC078698","UEC078698",NA,NA,"26795","auto",NA,NA,"1999","04","14",NA,NA,NA,NA,NA
"103","2021-03-01 16:26:57-03","UNICAMP","UEC",NA,"S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Urbanetz, C; et al.","288","2003","12","18",NA,"Brazil","São Paulo","Cananéia","Fazenda folha Larga, trilha Laá-pozanga.","-47.9199981689453","-25.0100002288818",NA,"Árvore de 10m, conhecida como laranja-de-mico.",NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-01 16:26:57-03","UNICAMP","UEC","133926","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Urbanetz, C; et al.","288","2003","12","18",NA,"Brazil","São Paulo","Cananéia","Fazenda folha Larga, trilha Laá-pozanga.","-47.9199981689453","-25.0100002288818",NA,"Árvore de 10m, conhecida como laranja-de-mico.","UEC086439","UEC086439",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-01 16:26:57-03","UNICAMP","UEC","60776","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Gandolfi, S; Leitão Filho, HF; Bezerra, CLF","8942",NA,NA,NA,NA,"Brazil","São Paulo","Guarulhos","Aeroporto Internacional de São Paulo.&nf;23º 25' 30' S 46º 28' 53'' WG.","-46.5299987792969","-23.4599990844727",NA,"Com flor.; Mata mesófila semidecídua.","UEC086447","UEC086447",NA,NA,"26398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-01 16:26:57-03","UNICAMP","UEC","073152","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Fernandes, GD; et al.","33464","1995","02","15",NA,"Brazil","São Paulo","Iguape","Morro do Calvário&nf;24º 39' 18'' S ; 41º 29' 28,2'' W.","-47.5499992370605","-24.7000007629395",NA,"Árvore 4m, botões verdes esbranquiçados.; Mata Atlântica de encosta.","UEC086448","UEC086448",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 16:26:57-03","UNICAMP","UEC","96939","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Rozza, AF","199","1996","01","08",NA,"Brazil","São Paulo","Matão","Fazenda Cambuhy - Mata da virgínia.","-48.3600006103516","-21.6000003814697",NA,"Árvore, 8m. Presença de botões verdes.; Coleta feita às margens de uma das estradas que corta a mata.","UEC086453","UEC086453",NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 16:26:57-03","UNICAMP","UEC","82195","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Sanchez, M","Leitão Filho, HF; et al.","34833","1996","02","06",NA,"Brazil","São Paulo","Ubatuba","Ilha anchieta - trilha para praia do sul.","-45.0699996948242","-23.4300003051758",NA,"Árvore com metros de altura, floração branca.; encosta atlântica.","UEC074542","UEC074542",NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2020-04-22 16:18:08-03","UFPB","JPB","36517","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Stapf, S","Silva, MM da; Oliveira, RP; França, F; Santos, MA","367","2000","05","06","Southern America","Brasil","Bahia","Ilhéus","Olivença, Olivença, Porto da Lancha (Loteamento Praia do Vila Rica).","-39.25","-14.916111",NA,"; DESC: Arvoreta com ca. 2m.Folhas coriáceas, levemente discolores, face abaxial verde-amarelada.Frutos imaturos verdes.",NA,NA,"50","50",NA,NA,"-39.25","-14.916111","2005","07",NA,NA,NA,NA,NA,NA
"110","2014-10-14 15:56:26-03","BS","M","M-0185050","S","Plantae","Magnoliophyta","Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Pohl, J.B.E.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"In silvis M. Gabia prope Rio de Janeiro",NA,NA,NA,NA,"M0185050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA
"111","2019-06-27 10:24:17-03","UFES","VIES","24795","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Gomes, J.M.L.","Gomes, J.M.L.","4362","2011","06","09",NA,"Brasil","Espírito Santo","Linhares","Floresta Nacional de Goytacazes.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES024795","VIES024795",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-01-20 11:05:21-03","UFES","VIES","23563","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Ribeiro, M.; Broggio, I.S. & Rocha, T.L.","185","2010","07","09",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica do Córrego do Veado. Floresta Alta de Tabuleiro, trilha de acesso para a mata da água limpa.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES023563","VIES023563",NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2013-04-01 09:16:24-03","IPT","BCTW","19942","S","Plantae","Magnoliophyta",NA,NA,"Cordia","magnoliaefolia","Cordia magnoliaefolia",NA,NA,"Lorenzi, H.","18",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"114","2020-12-21 16:18:48-03","MBM","MBM","187161","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Silva, L.A.M.; et al.; et al.","1723","1984","02","24","Southern America","Brazil","Bahia","Ilhéus","Estrada Olivença - Povoado Vila Brasil","-39.0494003295898","-14.7889003753662",NA,NA,"MBM187161","MBM187161",NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:18:48-03","MBM","MBM","187179","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Euponino, A.","235","1972","03","08","Southern America","Brazil","Bahia","Itabuna","Km 11 da Rodovia Porto Seguro - Eunápolis","-39.2803001403809","-14.7855997085571",NA,NA,"MBM187179","MBM187179",NA,NA,"30592","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:18:48-03","MBM","MBM","187182","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Brito, H.S.","23","1981","07","16","Southern America","Brazil","Bahia","Santa Cruz Cabrália","ESPAB","-39.0247001647949","-16.2780990600586",NA,NA,"MBM187182","MBM187182",NA,NA,"49584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:18:48-03","MBM","MBM","320816","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hoehne, W.","Hoehne, W.","s.n.","1946","06","15","Southern America","Brazil","São Paulo","São Paulo","Alto da Lapa","-46.6300010681152","-23.5400009155273",NA,NA,"MBM320816","MBM320816",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:18:48-03","MBM","MBM","187157","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Mattos Silva, L.A.; et al.; et al.","562","1979","07","03","Southern America","Brazil","Bahia","Alcobaça","Alcobaça","-39.1955986022949","-17.5193996429443",NA,NA,"MBM187157","MBM187157",NA,NA,"50074","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:18:48-03","MBM","MBM","187164","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Jardim, J.G.; et al.; et al.","409","1994","04","07","Southern America","Brazil","Bahia","Porto Seguro","Reserva do Brasil Holanda de Indústrias S/A","-39.0647010803223","-16.4496994018555",NA,NA,"MBM187164","MBM187164",NA,NA,"68835","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:18:48-03","MBM","MBM","187181","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Pinheiro, R.S.","1359","1971","06","15","Southern America","Brazil","Bahia","Una","Rodovia Rio Branco - Una","-39.0752983093262","-15.2932996749878",NA,NA,"MBM187181","MBM187181",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:18:48-03","MBM","MBM","82587","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","46254","1983","03","12","Southern America","Brazil","Paraná","Antonina","Cabeceiras do Rio Faisqueira","-48.7118988037109","-25.4286003112793",NA,NA,"MBM082587","MBM082587",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:18:48-03","MBM","MBM","21732","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","29658","1972","05","10","Southern America","Brazil","Paraná","Antonina","Serrinha","-48.7118988037109","-25.4286003112793",NA,NA,"MBM021732","MBM021732",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:18:48-03","MBM","MBM","82589","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Ladrum, L.R.","4098","1982","01","06","Southern America","Brazil","Paraná","Cerro Azul","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"MBM082589","MBM082589",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:18:48-03","MBM","MBM","63534","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","42558","1979","11","21","Southern America","Brazil","Paraná","Cerro Azul","Jaguatirica","-49.261100769043","-24.823600769043",NA,NA,"MBM063534","MBM063534",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:18:48-03","MBM","MBM","101860","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","48898","1985","02","12","Southern America","Brazil","Paraná","Morretes","Rio Bromado","-48.834400177002","-25.476900100708",NA,NA,"MBM101860","MBM101860",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:18:48-03","MBM","MBM","409070","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Völtz, R.R.","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1201","2017","02","20",NA,"Brasil","Paraná","Morretes","PARNA Saint-Hilaire/Lange, trilha para Torre da Prata","-48.717778","-25.600278",NA,"Árvore 7 m alt.; frutos verdes.; Interior de Floresta Ombrófila Densa Submontana.","MBM409070","MBM409070","275","275",NA,NA,"-48.717778","-25.600278","2017","03","08",NA,NA,NA,NA,NA
"127","2020-12-21 16:18:48-03","MBM","MBM","417851","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Guedes, M.L.","Guedes, M.L.; Maia Neto, A.L.; Maia Neto, A.L.","25582","2017","04","02","Southern America","Brazil","Bahia","Igrapiúna","Reserva Espinita, Cacau da Baixa e Trilha do Carneiro","-39.156111","-13.877222",NA,"Árvore. Folhas cartáceas, discolores. Inflorescência terminal, flores em botões.; Mata secundária.","MBM417851",NA,NA,NA,NA,NA,"-39.156111","-13.877222","2017","05",NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:18:48-03","MBM","MBM","422451","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Oliveira, I.J.G.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3267","2019","03","28","Southern America","Brazil","Espírito Santo","Cachoeiro de Itapemirim","Estrada de Barra Alegre, beira da estrada","-41.324722","-20.636944",NA,"Árvore com 4 m de altura; flores brancas.; Floresta Ombrófila Densa Submontana, local antropizado.","MBM422451",NA,"330","330",NA,NA,"-41.324722","-20.636944","2019","06","26",NA,NA,NA,NA,NA
"129","2020-12-21 16:18:48-03","MBM","MBM","251120","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Guedes, M.L.; et al.; et al.","4265","1997","01",NA,"Southern America","Brazil","Bahia","Eunápolis","Projeto Alecrim","-39.5802993774414","-16.3775005340576",NA,NA,"MBM251120","MBM251120",NA,NA,"37596","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:18:48-03","MBM","MBM","187183","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Amorim, A.M.A.; et al.; et al.","883","1992","12","14","Southern America","Brazil","Bahia","Itacaré","Estrada que liga a Taboquinhas","-38.9967002868652","-14.2775001525879",NA,NA,"MBM187183","MBM187183",NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:18:48-03","MBM","MBM","187178","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kalluki, J.","Mattos Silva, L.A.; et al.; et al.","1305","1981","07","20","Southern America","Brazil","Bahia","Una","Km 37 da Rodovia São José","-39.0752983093262","-15.2932996749878",NA,NA,"MBM187178","MBM187178",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:18:48-03","MBM","MBM","238683","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Amorim, A.","Thomas, W.W.; et al.; et al.","10310","1994","02","06","Southern America","Brazil","Bahia","Una","Reserva Biológica de Uma","-39.0752983093262","-15.2932996749878",NA,NA,"MBM238683","MBM238683",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:18:48-03","MBM","MBM","161003","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Amorim, A.","Jardim, J.G.; et al.; et al.","102","1993","03","09","Southern America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,"MBM161003","MBM161003",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:18:48-03","MBM","MBM","187169","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Amorim, A.M.; et al.; et al.","1071","1993","03","08","Southern America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,"MBM187169","MBM187169",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:18:48-03","MBM","MBM","194777","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Amorim, A.M.; et al.; et al.","1161","1993","12","08","Southern America","Brazil","Bahia","Una","Reserva Biológica do Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,"MBM194777","MBM194777",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:18:48-03","MBM","MBM","163151","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Stapf, M.N.S.","Amorim, A.M.; et al.; et al.","772","1992","09","22","Southern America","Brazil","Bahia","Una","Reserva Biológica Mico-leão","-39.0752983093262","-15.2932996749878",NA,NA,"MBM163151","MBM163151",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:18:48-03","MBM","MBM","50285","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Kallunki, J.","Belem, R.B.; Pinheiro; Pinheiro","2367","1966","06","01","Southern America","Brazil","Bahia","Una","Rodovia Una - Olivença","-39.0752983093262","-15.2932996749878",NA,NA,"MBM050285","MBM050285",NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:18:48-03","MBM","MBM","154866","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Forther, H.","Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.","58149","1992","10","15","Southern America","Brazil","Espírito Santo","Linhares","Reserva Florestal Vale do Rio Doce","-40.0722007751465","-19.3910999298096",NA,NA,"MBM154866","MBM154866",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:18:48-03","MBM","MBM","90097","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","47747","1984","04","08","Southern America","Brazil","Espírito Santo","Linhares","Rod. BR-101, Reserva Florestal da Sooretama","-40.0722007751465","-19.3910999298096",NA,NA,"MBM090097","MBM090097",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:18:48-03","MBM","MBM","866","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","14127",NA,NA,NA,"Southern America","Brazil","Paraná","Antonina","Estrada Cacatu - Serra Negra","-48.7118988037109","-25.4286003112793",NA,NA,"MBM000866","MBM000866",NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:18:48-03","MBM","MBM","25082","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","31013","1972","12","19","Southern America","Brazil","Paraná","Campina Grande do Sul","Figueira - Capivari","-49.0553016662598","-25.3055992126465",NA,NA,"MBM025082","MBM025082",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:18:48-03","MBM","MBM","21623","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","8676","1961","12","03","Southern America","Brazil","Paraná","Campina Grande do Sul","Rio Pardinho","-49.0553016662598","-25.3055992126465",NA,NA,"MBM021623","MBM021623",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:18:48-03","MBM","MBM","55192","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","39891","1977","05","17","Southern America","Brazil","Paraná","Cerro Azul","Barra do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM055192","MBM055192",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:18:48-03","MBM","MBM","33451","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Hatschbach, G.","33737","1974","01","23","Southern America","Brazil","Paraná","Cerro Azul","Boi Perdido","-49.261100769043","-24.823600769043",NA,NA,"MBM033451","MBM033451",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:18:48-03","MBM","MBM","74249","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Kummrow, R.","1677","1982","01","19","Southern America","Brazil","Paraná","Cerro Azul","Cabeçeiras do Ribeirão do Tigre","-49.261100769043","-24.823600769043",NA,NA,"MBM074249","MBM074249",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:18:48-03","MBM","MBM","11562","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Lindeman, J.; Haas, H.; Haas, H.","2119","1966","08","08","Southern America","Brazil","Paraná","Cerro Azul","Cerro Azul","-49.261100769043","-24.823600769043",NA,NA,"MBM011562","MBM011562",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:18:48-03","MBM","MBM","21625","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Asplund, E.","Hatschbach, G.","1806","1950","02","05","Southern America","Brazil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,"MBM021625","MBM021625",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:18:48-03","MBM","MBM","257791","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hatschbach, G.","Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","10948","1979","11","22","Southern America","Brazil","Paraná","Morretes","Marumbi de Baixo","-48.834400177002","-25.476900100708",NA,NA,"MBM257791","MBM257791",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2020-12-21 16:18:48-03","MBM","MBM","407012","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Ariati, V.","Ariati, V.; Augusto-Silva, M.; Augusto-Silva, M.","943","2013","02",NA,"Southern America","Brazil","Paraná","Rio Branco do Sul","Pousada Ribeirão das Flores, EIA/RIMA PCH's Arrieiros e Água Branca","-49.3142013549805","-25.1900005340576",NA,"Árvore isolada em pastagem. Fruto vermelho.; Ecótono Floresta Ombrófila Mista/Floresta Ombrófila Densa/Floresta Estacional Semidecidual.","MBM407012","MBM407012",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-12-21 16:18:48-03","MBM","MBM","243189","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Hashimoto, G.","Hashimoto, G.","4502","1988","03","05","Southern America","Brazil","São Paulo","São Paulo","Parque do Carmo","-46.6300010681152","-23.5400009155273",NA,NA,"MBM243189","MBM243189",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
