"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount"
"11","2020-10-15 08:12:57-03","ASU","ASU-PLANTS","ASU0026143","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A.Juss.","W. R. Anderson","G. Hatschbach; E. Barbosa","59786","1993","12","16",NA,"Brazil","Parana",NA,"Batuva (mun. Guaraquecaba)","-48.2303","-25.0881",NA,"SMMA 043; Trepadeira lenhosa.",NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:38:42-03","UFJF","CESJ","34700","PreservedSpecimen","Plantae","Angiosperma",NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke ex Nied.","A.M. Amorim","R.C. Forzza; V.R. Almeida; L.C.S. Assis; L.F.A. Fazza","1893","2001","10","14","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana em borda de mata. Ramos ferrugíneos. Brácteas florais e cálice castanhos; corola amarela com uma das pétalas avermelhada","CESJ034700",NA,NA,NA,"2004","11991","auto","01",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:33:27-03","UNICAMP","UEC","194744","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone",NA,"Santos, K; Monge, M; Shimizu, GH; Jönnson, K","4726","2016","10","06",NA,"Brazil","Espírito Santo","Linhares","Reserva da Florestas da CVRD, estrada do flamengo sentido gávea","-40.022144","-19.272144",NA,"Trepadeira, flores amarelas.; Mata de tabuleiro.","UEC149227","UEC149227","60","60",NA,NA,NA,NA,NA,"-40.022144","-19.272144",NA,NA,NA,NA
"14","2019-08-20 10:17:39-03","UNICAMP","UEC","56933","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A.Juss.","Anderson, WR","Hatschbach, G","39313","1976","12","21",NA,"Brazil","Paraná","Antonina","Rio Cotia.","-48.7118988037109","-25.4286003112793",NA,"flor, Trepadeira lenhosa. Mata pluvial. Flor amarela. Glândulas vermelhas. Estames e anteras alvas.",NA,NA,"200","200","1980","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-04-27 16:10:19-03","UFES","VIES","24884","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Amorim, A.M.A.","Ribeiro, M.; Coelho, R.A. & Marcarini, L.","574","2011","08","20",NA,"Brasil","Espírito Santo","Conceição da Barra","Reserva Biológica de Córrego Grande.","-39.7322006225586","-18.5932998657227",NA,NA,"VIES024884","VIES024884",NA,NA,"2012","41644","auto","02","14",NA,NA,NA,NA,NA,NA
"16","2021-02-12 18:12:15-03","UFES","VIES","36803","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.",NA,"Gurtler, J.; Dutra, S.C.","JAC 321","2018","01","19",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P1).","-40.443056","-18.785",NA,NA,"VIES036803","VIES036803",NA,NA,NA,NA,NA,NA,NA,"40º26'35''W","18º47'6''S",NA,NA,NA,NA
"17","2019-08-16 08:39:53-03","UTFPR","HCF","12605","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","R.F. Almeida","M.G. Caxambu","4745","2013","08","16",NA,"Brasil","MG","São José da Barra","Fazenda Nova","-46.224583","-20.7135",NA,"arvoreta ca. 3 m, heliófita. Flores amarelas com inflorescência ferrugíneas.",NA,NA,"867","867","2016",NA,NA,"09",NA,"46°13'28,5 W","20°42'48,6 S",NA,NA,NA,NA
"18","2020-12-21 16:32:49-03","MBM","MBM","165788","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A. Juss. ex Char.","Anderson, W.R.","Hatschbach, G.; Barboza, E.; Barboza, E.","59786",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Batuva","-48.3288993835449","-25.3066997528076",NA,NA,"MBM165788","MBM165788",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:32:49-03","MBM","MBM","48873","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A. Juss. ex Char.","Anderson, W.R.","Hatschbach, G.","39313",NA,NA,NA,"Southern America","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,NA,"MBM048873","MBM048873",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:32:51-03","MBM","MBM","254911","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke",NA,"Amorim, A.M.; et al.; et al.","3226","2000","01","06","Southern America","Brazil","Bahia","Itacaré","Loteamento da Marambaia","-38.9967002868652","-14.2775001525879",NA,NA,"MBM254911","MBM254911",NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:32:51-03","MBM","MBM","345966","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke","Amorim, A.","Forzza, R.C.; et al.; et al.","1893","2001","10","14","Southern America","Brazil","Minas Gerais","Descoberto","Reserva Biológica da represa do Grama","-42.9674987792969","-21.4596996307373",NA,"Liana em borda de mata. Ramos ferrugíneos. Brácteas florais e cálice castanhos; corola com uma das pétalas avermelhadas","MBM345966","MBM345966",NA,NA,"2004","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:32:51-03","MBM","MBM","291009","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke","Amorim, A.M.","Forzza, R.C.; et al.; et al.","1893","2001","10","14","Southern America","Brazil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"MBM291009","MBM291009",NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:32:51-03","MBM","MBM","250589","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke","Amorim, A.M.","Amorim, A.M.; et al.; et al.","3226",NA,NA,NA,"Southern America","Brazil","Bahia","Itacaré","Marambaia","-38.9967002868652","-14.2775001525879",NA,NA,"MBM250589","MBM250589",NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-08-15 09:03:52-03","UESC","UESC","4479","S","Plantae","Angiospermae","Florideophycidae","Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.",NA,"Amorim, A.M.","3226","2000","01","06",NA,"Brasil","Bahia","Itacaré",NA,"-38.9967002868652","-14.2775001525879",NA,"Mata higrófila sul baiana bastante alterada.; Liana robusta, ca. 20 m alt. Ramos marrons.; Álcool. Foto.","UESC0004479",NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,"Dicotyledoneae","Isótipo",NA,NA
"25","2015-12-07 12:14:28-02","MNHN","RECOLNAT_MNHN_P","P00671857","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Hiraea","houlletiana","Hiraea houlletiana","A.Juss.",NA,"Houllet, M.|Guillemin",NA,"1841","6",NA,NA,"Brésil",NA,NA,"rapporté du Brésil (Rio de J.) H.P. (Serr. ch.)",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00671857' target='other'> <mi>dwc_moreinfo</mi></a>","P00671857","P00671857_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA
"26","2013-06-19 13:03:59-03","MNHN","RECOLNAT_MNHN_P","P00868629","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke ex Nied.","Anderson","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868629' target='other'> <mi>dwc_moreinfo</mi></a>","P00868629","P00868629_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9367",NA
"27","2017-04-04 15:06:55-03","MNHN","RECOLNAT_MNHN_P","P02090263","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke ex Nied.","Anderson","Claussen, P.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02090263' target='other'> <mi>dwc_moreinfo</mi></a>","P02090263","P02090263_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5",NA
"28","2018-08-20 15:49:03-03","MNHN","RECOLNAT_MNHN_P","P04023252","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke ex Nied.","Anderson","Araujo",NA,"1887","12",NA,NA,"Brésil",NA,NA,"Rio Novo, Minas G.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04023252' target='other'> <mi>dwc_moreinfo</mi></a>","P04023252","P04023252_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isolectotype",NA,NA
"29","2015-09-05 07:27:51-03","MNHN","RECOLNAT_MNHN_P","P04770485","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke ex Nied.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.loc.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04770485' target='other'> <mi>dwc_moreinfo</mi></a>","P04770485","P04770485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9367",NA
"30","2020-12-11 11:37:38-03","UFMG","BHCB","33209","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A.Juss.",NA,"Lombardi, JA","1513","1996","12","06","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Fim da trilha da Campolina","-42.516389","-19.704444",NA,"Liana, folhas herbáceas, flores amarelas, comcheiro de hiploclorito; Borda de mata atlântica","BHCB027934",NA,"263","263","1999",NA,NA,"05",NA,"-42.516389","-19.704444",NA,NA,NA,NA
"31","2020-12-11 11:37:38-03","UFMG","BHCB","26680","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A.Juss.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Paraná","Guaraqueçaba","Batuva","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:37:40-03","UFMG","BHCB","30690","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.",NA,"Costa, LVC; Braga, PIS; Pereira, MCA","s.n.","1993","06","29","Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Porto Capim (área de coleta)","-42.7322006225586","-19.7122001647949",NA,"Liana; Floresta atlântica","BHCB027626","BHCB027626",NA,NA,"2001","28215","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-11 17:19:29-03","UFPR","UPCB","29023","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","Adr.Juss.","Hatschbach, G.","Barbola, I.F.",NA,"1995","10","21",NA,"Brasil","Paraná","Morretes","Estação Experimental Morretes II - IAPAR","-48.834400177002","-25.476900100708",NA,"Arbustivo-arbóreo, flor alaranjada..",NA,NA,NA,NA,"1996","30514","auto","11",NA,NA,NA,NA,NA,NA,NA
"34","2021-02-11 17:19:29-03","UFPR","UPCB","47835","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","Adr.Juss.","Guimarães, O.A.","Cervi, A.C.","6493","1998","12","02",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural de Salto Morato","-48.3288993835449","-25.3066997528076",NA,"Trepadeira, flores alaranjadas..",NA,NA,NA,NA,"2004","37295","auto","04","07",NA,NA,NA,NA,NA,NA
"35","2021-02-11 17:19:29-03","UFPR","UPCB","95467","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.",NA,"Caxambu, M.G.","4745","2013","08","16",NA,"Brasil","Minas Gerais","São José da Barra","Fazenda Nova","-46.224583","-20.7135",NA,"Savana (cerradão). Arvoreta ca. 3 m, heliófita. Flores amarelas com inflorescência ferrugíneas.","UPCB0045388",NA,"867","867",NA,NA,NA,NA,NA,"-46.224583","-20.713500",NA,NA,NA,NA
"36","2013-01-12 05:18:00-02","MO","MOBOT","100201857","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Banisteria","macrophylla","Banisteria macrophylla","Colla",NA,"Peter Clausen","Clausen s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2018-08-15 04:31:00-03","MO","MOBOT","101047744","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R. Moraes & Guglielmone","M.C.H. Mamede","Pedro Fiaschi|J. Lima da Paixão|L.C. da J. Gomes|A.B. Rodrigues","Fiaschi 2766","2005","3","12","South America","Brazil","Bahia","Almadina","Rodovia de Almadina para Ibitupã, ca. 20 km. Fazenda São Roque, ca. 10 km da entrada do ramal.","-39.7130556","-14.6408333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","36054",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/25-02-2019","L. Kollmann; A.P. Fontana, D.Couto, C. Fraga & M. Simonelli","10385","2008","01","21",NA,"Brasil","Espírito Santo","Alegre","Ponte do Palmito","-41.5331001281738","-20.763599395752",NA,"Liana no sol, flores amarelas.","MBML036054","MBML036054","580","580",NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","12027",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/25-02-2019","V. Demuner; et al","769","2000","02","17",NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Paulista","-40.793333","-19.833889",NA,"Trepadeira sobre arvore, altura 12m, frutos de cor bege. Capoeira bem antes da subida da pedra.","MBML012027","MBML012027",NA,NA,NA,NA,NA,NA,NA,"40W47'36","19S50'2",NA,NA,NA,NA
"40","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","32882",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/25-02-2019","V. Demuner; T. A. Cruz, M. Belisario.","4941","2008","01","29",NA,"Brasil","Espírito Santo","Santa Leopoldina","Fazenda Caioaba, propr.: Claúdio Villoni.","-40.473056","-20.059444",NA,"Liana 13m botões florais e flores amarelas. Interior de mata, beira de riacho.","MBML032882","MBML032882","100","100",NA,NA,NA,NA,NA,"40W28'23","20S3'34",NA,NA,NA,NA
"41","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","33804",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/25-02-2019","A. M. Amorim; et al","7185","2008","02","19",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944",NA,"Liana ca. 8m alt. Petala posterior vermelha, as demais amarelo-vivido.Material prensado em álcool.","MBML033804","MBML033804",NA,NA,NA,NA,NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA
"42","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","34416",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/25-02-2019","C. N. de Fraga; et al","1900","2008","02","19",NA,"Brasil","Espírito Santo","Nova Venécia","Área de Proteção Ambiental da Pedra do Elefante","-40.443889","-18.776944",NA,NA,"MBML034416","MBML034416",NA,NA,NA,NA,NA,NA,NA,"40W26'38","18S46'37",NA,NA,NA,NA
"43","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","6397",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/21-02-2019","B. Weinberg","693",NA,NA,NA,NA,"Brasil","Espírito Santo","Serra","Jacaraípe","-40.184444","-20.133889",NA,"Escandente, flores amareladas, solo argiloso na restinga. Próximo rio Jacaraípe.","MBML006397","MBML006397",NA,NA,NA,NA,NA,NA,NA,"40W11'4","20S8'2",NA,NA,NA,NA
"44","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","9216",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/21-02-2019","Cintia C. Chamas; et al","116","1994","02","22",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,"Herbácea, trepadeira, fruto amarelo esverdeado. Mata em afloramento, sobre dossel de árvore, altitude 575m. Material coletado: fruto.","MBML009216","MBML009216",NA,NA,NA,NA,NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
"45","2020-07-10 09:47:08-03","MBML","MBML-HERBARIO","3935",NA,"Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","P.H.D. Barros/25-02-2019",NA,NA,"1972","02","25",NA,"Brasil","Espírito Santo","Santa Teresa","4 KM S.E.","-40.6002998352051","-19.9356002807617",NA,NA,"MBML003935","MBML003935",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-09-02 18:20:50-03","MBML","MBML-HERBARIO","14805",NA,"Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke ex Nied.","André M. Amorim/2001","L. Kollmann; et al","3280","2000","11","21",NA,"Brasil","Espírito Santo","Barra de São Francisco","Parque Municipal Sombra da Tarde","-40.890833","-18.738333",NA,"Trepadeira no sol. Frutos verdes. Folhas novas avermelhadas.","MBML014805","MBML014805",NA,NA,NA,NA,NA,NA,NA,"40W53'27","18S44'18",NA,NA,NA,NA
"47","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","27479",NA,"Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","R.F. Almeida/IX-2012","V. Demuner; L.F.S. Magnago, T. Cruz, Elias Bausen","2792","2006","08","24",NA,"Brasil","Espírito Santo","Governador Lindenberg","Morelo. Prop.:Fernando Nicolli","-40.4575","-19.148333",NA,"Liana 6m, botões florais, flores amarelas, brácteas marrom. Borda de mata.","MBML027479","MBML027479_1 MBML027479_2","110","110",NA,NA,NA,NA,NA,"40W27'27","19S8'54",NA,NA,NA,NA
"48","2020-07-10 09:47:10-03","MBML","MBML-HERBARIO","32394",NA,"Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","R.F. Almeida/IX-2012","V. Demuner; T. A. Cruz, M.Belizário.","4700","2007","12","10",NA,"Brasil","Espírito Santo","Marilândia","Liberdade, propr.: Sônia (Reinaldo Bautz)","-40.535556","-19.335556",NA,"Liana 8m, botões florais, flores amarelas, brácteas verdes. Interior de mata alterada.","MBML032394","MBML032394","350","350",NA,NA,NA,NA,NA,"40W32'8","19S20'8",NA,NA,NA,NA
"49","2021-02-25 10:12:51-03","CVRD","CVRD","4693","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","William R. Anderson","Folli, D.A.","2082","1993","10","10","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó ruela","CVRD004693",NA,NA,NA,"1998","48094","auto","12","22",NA,NA,"Magnoliopsida",NA,NA,NA
