"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","class","order","barcode","imagecode","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","fieldNumber","preparationType","relatedCatalogItem"
"144","2020-09-12 05:00:02-03","US","US","2782883","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"D. C. Wasshausen & F. Encarnación","589","1975","6","27","South America - Neotropics","Peru","Cusco",NA,"Departamento de Cuzco, Provincia de Paucartambo. Occasional, edge of lowland rainforest along lumber trail N of Pilcopata, district Kosñipata.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874357","US02874357_01",NA,NA,NA,NA,"580",NA,NA,"1",NA,NA,NA
"145","2019-11-13 11:14:06-03","USP","SPF","148744","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Anônimo",NA,"Wood, JRI","10007","1995","07","19",NA,"Bolívia","Santa Cruz",NA,NA,"-63.55","-14.866667",NA,NA,NA,NA,NA,"SPF00148744","SPF00148744","-63.55","-14.866667",NA,NA,"300","300",NA,NA,NA,NA,NA
"146","2019-11-13 11:14:06-03","USP","SPF","170389","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Hatschbach, G","2005","Barbosa, E","975","2004","08","23",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu","-53.8485984802246","-25.1466999053955","51148",NA,"auto",NA,NA,"SPF00170389","SPF00170389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-13 11:14:06-03","USP","SPF","179426","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Hatschbach, G","2006","Ribas, OS","7412","2006","10","03",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869","39570",NA,"auto",NA,NA,"SPF00179426","SPF00179426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2014-04-04 18:26:00-03","PNFM","IRAI","2566","S","Plantae","Magnoliophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Cordeiro, J.; Barbosa, E.","2010","Temponi, L.G.","671","2009","10","12",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha das Bananeiras",NA,NA,NA,"Arbusto, 1.6 m, flores rosadas. Floresta Estacional Semidecidual",NA,NA,NA,"IRAI00002566",NA,NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"149","2021-03-25 13:52:21-03","UNIVILLE","JOI","10242","PreservedSpecimen","Plantae",NA,"Hydrangeaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","J. Cordeiro & E. Barbosa","2010","L.G Temponi","636","2009","10","11",NA,"Brasil","Paraná","Foz do Iguaçu","parque Nacional do Iguaçu, trilha do Poço Preto.","-54.5881004333496","-25.5478000640869","39570","; HABITAT: trilha; HABITO: arbusto; TIPO VEGETACIONAL: Floresta Estacional Semidecidual","auto",NA,NA,"JOI010242","JOI010242",NA,NA,"01","01",NA,NA,NA,NA,NA,NA,NA
"150","2021-03-25 13:52:21-03","UNIVILLE","JOI","6715","PreservedSpecimen","Plantae",NA,"Hydrangeaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","G. Hatschbach","2006","O.S. Ribas","7412","2006","10","03",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha do Poço Preto.","-54.5881004333496","-25.5478000640869","39570","; HABITAT: margem do caminho; HABITO: herbácea; TIPO VEGETACIONAL: Floresta estacional semidecídua","auto",NA,NA,"JOI006715","JOI006715",NA,NA,"10","03",NA,NA,NA,NA,NA,NA,NA
"151","2019-10-07 09:15:17-03","UEFS","HUEFS","166069","PreservedSpecimen","Plantae","Angiospermae","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum",NA,NA,"Percy Nuñez","34008","2010","08","22",NA,"Peru","Cuzco","Prov. Paucartambo","Pilcopata Estrada para río Carbón, jardim das orquideas",NA,"-12.913889",NA,"Floresta Amazônica, terra firme.",NA,"Asteranae","Lamiales","HUEFS0166069","HUEFS0166069","71W22'186''","12S54'50''",NA,NA,"560","560",NA,NA,NA,NA,NA
"152","2019-10-07 09:15:17-03","UEFS","HUEFS","11910","PreservedSpecimen","Plantae","Angiospermae","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum",NA,NA,"Hatschbach, G.","49561","1985","08","22",NA,"Brasil","Paraná","Foz do Iguaçu",NA,"-54.5881004333496","-25.5478000640869","39570",NA,"auto","Asteranae","Lamiales","HUEFS0011910","HUEFS0011910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2019-11-11 15:22:26-03","F","FMNH-SEEDPLANTS","V0542621F","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa",NA,"RRC ID Flag",NA,"R. B. Foster","6742","1978","8","26","South America","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,NA,"Dicotyledoneae",NA,"V0542621F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6742",NA,NA
"154","2019-11-11 15:22:27-03","F","FMNH-SEEDPLANTS","V0542627F","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa",NA,"RRC ID Flag",NA,"P. Nuñez V.","1844","1985","9","11","South America","Peru","Madre de Dios",NA,NA,"-70.25","-12",NA,NA,NA,"Dicotyledoneae",NA,"V0542627F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1844",NA,NA
"155","2019-11-11 15:22:29-03","F","FMNH-SEEDPLANTS","V0542633F","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa",NA,"RRC ID Flag",NA,"L. Vargas","660","1992","7","6","South America","Bolivia","Pando",NA,NA,"-67.6667","-11.3333",NA,NA,NA,"Dicotyledoneae",NA,"V0542633F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"660",NA,NA
"156","2019-09-04 18:03:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Streblacanthus","boliviensis","Streblacanthus boliviensis",NA,NA,NA,"O. Kuntze",NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA
"157","2020-04-30 18:39:57-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus",NA,NA,NA,NA,NA,NA,NA,NA,"South America","Paraguay",NA,NA,NA,"-58.1689","-23.2025",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-04-30 18:42:31-03","F","FMNH-SEEDPLANTS","3118195","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus",NA,"C. Peichoto",NA,"T. M. Pedersen","15020","1988","9","15","South America","Paraguay","Itapúa",NA,NA,"-55.8333","-26.8333",NA,NA,NA,"Dicotyledoneae",NA,"3118195",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15020",NA,NA
"159","2019-06-05 11:52:25-03","F","FMNH-SEEDPLANTS","V0087872F","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus",NA,"D. C. Wasshausen",NA,"J. Schunke V. & J. G. Graham","16023","2004","9","24","South America","Peru","Ucayali","Padre Abad","Dist. Padre Abad, Cuenca del Rio Aguaytia. Rio Shambo, 30 km. de Pampa Yurac","-75.63","-8.93",NA,NA,NA,"Dicotyledoneae",NA,"V0087872F","V0087872F_01 V0087872F_02",NA,NA,NA,NA,"200","300",NA,NA,NA,NA,NA
"160","2019-06-05 11:52:19-03","F","FMNH-SEEDPLANTS","V0087873F","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus",NA,"D. C. Wasshausen",NA,"J. Schunke V. & J. G. Graham","16046","2004","9","25","South America","Peru","Ucayali","Padre Abad","Cuenca del Rio Aguaytia. Rio Shambo, 30 km. de Pampa Yurac","-75.63","-8.93",NA,NA,NA,"Dicotyledoneae",NA,"V0087873F","V0087873F_01 V0087873F_02",NA,NA,NA,NA,"200","300",NA,NA,NA,NA,NA
"161","2019-06-05 11:53:48-03","F","FMNH-SEEDPLANTS","V0087874F","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus",NA,"D. C. Wasshausen",NA,"J. Schunke V. & J. G. Graham","16600","2004","11","10","South America","Peru","Ucayali","Padre Abad","Dist. Padre Abad, Desembocadura de la quebrada de Huacamayo, norte de la Aguaytia, cerca al Fundo Julio Cesar","-75.5","-9.03",NA,NA,NA,"Dicotyledoneae",NA,"V0087874F","V0087874F_01 V0087874F_02",NA,NA,NA,NA,"250",NA,NA,NA,NA,NA,NA
"162","2015-03-13 19:31:29-03","F","FMNH-SEEDPLANTS","V0267556F","PreservedSpecimen","Plantae","Spermatophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus",NA,NA,NA,NA,NA,NA,NA,NA,"South America","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"Dicotyledoneae",NA,"V0267556F","V0267556F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-07-23 11:56:33-03","CEPLAC","CEPEC","133936","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthhus","dubiosus","Streblacanthhus dubiosus",NA,"D. C. Wasshaussen",NA,"G. Hatschbach","49561","1985","08","22",NA,"Brasil","Paraná","FOZ DO IGUAÇU","Parque Nacional do Iguaçú.","-54.5881004333496","-25.5478000640869","39570",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1991"
"164","2021-03-10 11:38:20-03","UNILA","EVB","2454","PreservedSpecimen","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Lima, L.C.P.; Mano, G.B.","2018","Mano, G.B.; Lima, L.C.P.; Rauber, C.R.; Temponi, L.G.; Conceição, L.H.S.M.; Hentz Junior, E.J.","14","2018","09","15",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Entrada da Trilha das Cataratas (em frente ao Hotel das Cataratas). Parque Nacional do Iguaçu","-54.44","-25.685556",NA,"Flor lilás. Habitat: Borda de Floresta Estacional Semidecidual Habito: Subarbusto",NA,NA,NA,"EVB002454","EVB002454","54º26'24''W","25º41'8''S","09","25","222","222",NA,NA,NA,NA,NA
"165","2020-11-12 17:00:16-03","UEL","FUEL","41113","PreservedSpecimen","Plantae","Tracheophyta","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Kameyama, C","2009","Ribas, OS; Silva, JM; Andrade, CCA","7412","2006","10","03",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do poço preto","-54.5881004333496","-25.5478000640869","39570",NA,"auto",NA,"Lamiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-05-06 11:51:41-03","UFU","HUFU","48673","S","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Hatschbach, G.","2006","Ribas, O.S.; Silva, J.M. & Andrade, C.C.A.","7412","2006","10","03",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha do Poço Preto.","-54.5881004333496","-25.5478000640869","39570","Herbácea, ca. 2,5 m. Flor lilás-rosada.; Floresta estacional semidecidua.","auto",NA,NA,"HUFU00000303",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-08-20 20:39:15-03","UFSC","FLOR","23944","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Wasshausen, D.C.","1991","Hatschbach, G.; Cervi, A.C.","49561","1985","08","22",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu.","-54.5881004333496","-25.5478000640869","39570","erva, flor lilás, 0,7m altura","auto",NA,"Lamiales","FLOR0023944","FLOR0023944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-03-04 15:46:56-03","IF","SPSF","44351","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","G.Hatschbach","2006","O.S.Ribas & J.M.Silva & C.C.A.Andrade","7412","2006","10","03","América do Sul","Brasil","PR","Foz do Iguaçú","Parque Nacional do Iguaçú","-54.5881004333496","-25.5478000640869","39570","COLETA: Floresta Estacional Semidecídua.&nf;Herbáceda 2,5m altura; flor lilás-rosada.;","auto","Magnoliopsida","Violales",NA,NA,NA,NA,"12","31",NA,NA,NA,NA,NA,NA,NA
"169","2021-02-08 12:31:30-03","UFRGS","ICN","165668","S","Plantae","Dicotyledon","Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V. M. Baum","Cordeiro, J; Barbosa, E",NA,"Temponi, LG; et al.","671","2009","10","12","América do Sul","Brasil","PR","Foz do Iguaçu","PN do Iguaçu Trilha das Bananeiras","-54.5881004333496","-25.5478000640869","39570","doação MBM; arbusto , 1,60m, flores rosadas; floresta estacional semidecídual","auto",NA,NA,"ICN00028547","ICN00028547 ICN00028547_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-12-10 11:27:02-03","IBt","SP","396519","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes",NA,NA,"Ribas, OS","7412","2006","10","03",NA,"Brasil","Paraná","Foz do Iguaçu",NA,"-54.5881004333496","-25.5478000640869","39570",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2019-11-21 09:57:50-03","IBt","SP","46260","S","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum","Cortês, AL","2013","Rojas, T","9183","1941","10",NA,NA,"Paraguai","Alto Paraguay",NA,"Vista Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-01-11 11:19:31-03","IBt","SP","475799","S","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M.Baum",NA,NA,"Nuñez, P","34008","2010","08","22",NA,"Perú","Cuzco","Paucartambo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
