"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","440730","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"L. Riedel",NA,NA,NA,"South America","Brazil",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604464' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440730","NY00440730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","440732","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"J. B. Baitello",NA,"1980","10","South America","Brazil","São Paulo","Rodovia Marechal Rondon","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440732","NY00440732_01","08","Pederneiras","-48.77","-22.3503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","440727","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"G. F. J. Pabst","7138","1962","10","South America","Brazil","São Paulo","Km 324 viae BR-4, pr. Caçapava","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604461' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440727","NY00440727_01","23","Caçapava","-45.7","-23.1003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","440726","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"G. G. Hatschbach","43254","1980","10","South America","Brazil","Paraná","Morro do Cristo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604462' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440726","NY00440726_01","29","Guaratuba","-48.5744","-25.8831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","440728","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"H. W. Schott",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604463' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440728","NY00440728_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","885985","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"J. M. A. Braga","7259","2003","11","South America","Brazil","Rio de Janeiro","Parque Municipal Ecológico da Prainha, subida para o Mirante Cruzeiro do Sul.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946402' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885985","NY00885985_01","13","Rio de Janeiro","-43.2075","-22.9031","F. F. Moreira","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","971367","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"W. R. Anderson","35709","1972","02","South America","Brazil","Minas Gerais","Serra do Espinhaço, South-eastern drainage of Pico do Itambé, about 5 km directly west and north of Santo Antonio do Itambé","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1071495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00971367","NY00971367_01","09",NA,"-43.351","-18.4489",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","440729","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"C. Farney","368","1983","11","South America","Brazil","Rio de Janeiro","Limite de Municípios Niterói-Maricá, Pico Alto Moirao","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=604466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00440729","NY00440729_01","16","Niterói","-43.1036","-22.8833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-01-28 13:10:59-03","MCN-PUC-MINAS","HPUC-MG","CARP101","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix",NA,NA,"M.F.V.Starling",NA,NA,NA,NA,"Brasil","Minas Gerais","Fazenda Córrego do Roma",NA,"Tipo de Fruto: Frutiolo não lomentáceo. Presença de látex branco",NA,NA,NA,"Rio Casca","-42.649444","-20.225556",NA,"377","377","42º38'58''W","20º13'32''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 11:07:09-03","UNESP-IBB","BOTU","21997","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Bicudo, L.R.H.","201","1998","10",NA,"Brasil","Mato Grosso do Sul","Margem do Rio Paraná a justante da barragem",NA,NA,"BOTU021997","BOTU021997","16","Batayporã","-53.031667","-22.514444",NA,NA,NA,"53°01'54w","22°30'52s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:28:40-03","UNESP-IBB","BOTU","21691","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Salvador, J.L.G.","40","1998","06",NA,"Brasil","Mato Grosso do Sul","Ribeirão Quitoi",NA,NA,"BOTU021691","BOTU021691","19","Anaurilândia",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-18 09:28:40-03","UNESP-IBB","BOTU","21693","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Manara, M.P.","3","1998","06",NA,"Brasil","São Paulo","Montante da usina, percurso de aproximadamente 8 km ao longo da margem",NA,NA,"BOTU021693","BOTU021693","18","Rosana",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 11:07:09-03","UNESP-IBB","BOTU","21783","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Amaral Jr., A.","99","1998","10",NA,"Brasil","Mato Grosso do Sul","Porto de areia Independência",NA,NA,"BOTU021783","BOTU021783","13","Três Lagoas","-51.693333","-20.950556",NA,NA,NA,"51°41'36w","20°57'02s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-08 11:07:09-03","UNESP-IBB","BOTU","22395","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Amaral Jr., A.","325","1999","04",NA,"Brasil","Mato Grosso do Sul","Bairro de Jupiá, margem direita do Rio Paraná, Ponta da Ilha Comprida",NA,NA,"BOTU022395","BOTU022395","07","Três Lagoas","-51.625278","-20.877222",NA,NA,NA,"51°37'31w","20°52'38s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 11:07:09-03","UNESP-IBB","BOTU","22701","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Amaral Jr., A.","631","1999","04",NA,"Brasil","Mato Grosso do Sul","Margem da direita do Rio Paraná, Rio Quiteroizinho",NA,NA,"BOTU022701","BOTU022701","13","Bataguassu","-52.450556","-22.150278",NA,NA,NA,"52°27'02w","22°09'01s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 11:07:09-03","UNESP-IBB","BOTU","21996","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Bicudo, L.R.H.","72","1998","10",NA,"Brasil","São Paulo","Margem do Rio Paraná",NA,NA,"BOTU021996","BOTU021996","13","Castilho","-51.5875","-21.074722",NA,NA,NA,"51°35'15w","21°04'29s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-06 11:41:54-03","UFPI-MRV","HDELTA","6324","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Souza, A.S.; Andrade, I.M.","19","2020","01",NA,"Brasil","Ceará","Aldeota",NA,NA,"HDELTA006324",NA,"21","Ipú","-40.726944","-4.316667","Souza, A.S.",NA,NA,"40º43'37,00''W","4º19'00,00''S","2020","01","28",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:18:51-03","UFRJ","RFA","11947","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"G.G. Hatschbach; O. Guimarães","25518","1970","11",NA,"Brasil","Paraná","São João da Boa Vista, Rio Jaguariaíva.",NA,"Arbusto de 3m, lacticífera, flor alva.","RFA32507",NA,"19","Paraná",NA,NA,"F. Markgraf",NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:18:51-03","UFRJ","RFA","25476","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"A. Quinet","21/48","2000","10",NA,"Brasil","Rio de Janeiro","Lumiar. Vale dos Peões.",NA,"Árvore, 9m de altura, 62cm de DAP, folha discolor verde, flor amarela, comum no local.","RFA32440",NA,"29","Nova Friburgo","-42.329167","-22.350278","Carine G.P. Quinet","865","865","42º19'45''W","22º21'1''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:28:58-03","UFRJ","RFA","4919","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"E. Pereira","4364","1958","10",NA,"Brasil","Rio de Janeiro","Restinga de Jacarepaguá",NA,"Arbusto. Flor creme.","RFA25354",NA,"01","Rio de Janeiro","-43.2075004577637","-22.9027996063232","Carine G.R. Quinet",NA,NA,NA,NA,"2007","10","02","57442","auto",NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:09:07-03","UFBA","ALCB","107404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Goldenberg, R","s/n","1989","10","Southern America","Brasil","São Paulo","Parque Esalq/USP",NA,NA,NA,NA,"06","Piracicaba","-47.633333","-22.716667","Souza, VC",NA,NA,"-47.633333","-22.716667","2000","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:09:07-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Cavalcanti, DC","288","1996","07","Southern America","Brasil","São Paulo","Reserva Florestal da Escola de Especialistas da Aeronautica - EEAR",NA,"ca. 4 m. Frutos secos.",NA,NA,"02","Guaratinguetá","-45.183333","-22.8","Ferreira, WM",NA,NA,"-45.183333","-22.8","1997","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:09:07-03","UFBA","ALCB","032415","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Guedes, ML","5497","1997","11","Southern America","Brasil","Bahia",NA,NA,"Arbusto: ca. 3 m. Folhas simples, discolores, látex branco. Flores alvas. Ocasional.; Mata Ombrófila Densa. Substrato areno-argiloso.","ALCB010817","ALCB010817","30","Prado","-39.2207984924316","-17.341100692749","Rapini, A",NA,NA,NA,NA,"2015",NA,NA,"53161","auto",NA,NA,NA,NA,NA,NA
"34","2021-02-08 21:31:37-03","UFBA","ALCB","11814","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","lundii","Tabernaemontana lundii","A.DC.",NA,"s.col.","PHs/n",NA,NA,"Southern America","Brasil","Paraná","Apocynaceae do Brasil oriental e meridional",NA,NA,"ALCB015261","ALCB015261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 09:19:09-03","NBC","NL-BOTANY","U.1097263","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Gottsberger IS",NA,"1973","11","Southern America","Brazil","São Paulo",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097263","NL-U1097263","18",NA,"-48.416667","-22.75","Leeuwenberg AJM",NA,NA,"-48.416667","-22.75",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0088383",NA,NA,NA,NA
"36","2020-02-08 09:19:09-03","NBC","NL-BOTANY","L.4284916","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Marbius",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Sebastianopolis.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4284916 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4284916","NL-L4284916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 09:19:09-03","NBC","NL-BOTANY","L.2715337","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Martius CFP von",NA,"1860","01","Southern America","Brazil",NA,"Provincia Rio de Janeiro ad Sebaslianapolin.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2715337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2715337","NL-L2715337","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 09:19:09-03","NBC","NL-BOTANY","L.4284067","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Pabst GFJ",NA,"1962","10","Southern America","Brazil",NA,"Brasil. São Paulo, km 324 viae BR-2 pr. cacapava.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4284067 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4284067","NL-L4284067","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 09:19:09-03","NBC","NL-BOTANY","L.4284915","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Marbius",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Sebastianopolis.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4284915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4284915","NL-L4284915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 09:19:09-03","NBC","NL-BOTANY","L.4284917","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Mexia YEJ",NA,"1930","10","Southern America","Brazil",NA,"State of Minas Geraes. Road to Barroso, about km 6 on overgrown slope.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4284917 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4284917","NL-L4284917","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 09:19:09-03","NBC","NL-BOTANY","L.4284918","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Mexia YEJ",NA,"1930","10","Southern America","Brazil",NA,"State of Minas Geraes. Road to Barroso, about km 6 on overgrown slope.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4284918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4284918","NL-L4284918","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 09:19:09-03","NBC","NL-BOTANY","U 0000568","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.","isotype","Riedel L",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200000568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0000568","NL-U0000568",NA,NA,NA,NA,"Leeuwenberg AJM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","103793 B",NA,NA,NA,NA
"43","2020-02-08 09:19:09-03","NBC","NL-BOTANY","U.1095560","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Pabst GFJ",NA,"1962","10","Southern America","Brazil",NA,"Brasil. São Paulo, km 324 viae BR-2 pr. cacapava.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1095560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1095560","NL-U1095560","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"44","2020-02-08 09:19:09-03","NBC","NL-BOTANY","U.1097255","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Rutten LMR",NA,"1920","10","Southern America","Brazil",NA,"Rio de Janeiro. Ray de!",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097255 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097255","NL-U1097255","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"45","2020-02-08 09:19:09-03","NBC","NL-BOTANY","U.1097256","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Riedel L",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097256 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097256","NL-U1097256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"46","2020-02-08 09:19:09-03","NBC","NL-BOTANY","U.1097257","PreservedSpecimen","Plantae",NA,"Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Riedel L",NA,NA,NA,"Southern America","Brazil",NA,"Brasilia.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097257","NL-U1097257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
