"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","individualCount","sex"
"259","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1634","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Sonsin, J.O & Campos J.C",NA,"2006","01",NA,"Brasil","São Paulo","Fazenda Palmeira da Serra",NA,"Foram coletados os ramos mais desenvolvidos de caules das plantas, em Cerrado. Árvore com 4,0 m de altura e 30 cm de CAP.","BOTUW001634",NA,"25","Pratânia","-48.733333","-22.8","Campos, J.C",NA,NA,"48°44' W","22°48' S","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-06-29 09:29:14-03","UFRRJ","RBR","2247","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","fuchsiifolia","Tabernaemontana fuchsiifolia","A.DC.",NA,"B.A. Neves","s.n.","1955","12",NA,"Brasil","São Paulo","Fazenda Bartira",NA,NA,"RBR00002247","RBR00002247","10","Rancharia","-50.8899993896484","-22.2199993133545","J.R. Otero",NA,NA,NA,NA,"1955","12","15","50606","auto",NA,NA,NA,NA,NA,NA
"261","2020-06-29 09:29:14-03","UFRRJ","RBR","45990","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"D. Hottz","s/n","2014","08",NA,"Brasil","Rio de Janeiro","Rio Bonito. Solo argiloso com serrapilheira densa.",NA,NA,"RBR00045990",NA,"13","Nova Friburgo","-42.389722","-22.41","N. Marquete","853","853","42º23'23''W","22º24'36''S","2016","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-06-29 09:29:14-03","UFRRJ","RBR","5484","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"M.R. Barbosa","s.n.","1980","10",NA,"Brasil","Rio de Janeiro","Represa de Ribeirão das Lajes",NA,NA,"RBR00005484","RBR00005484","12","Piraí","-43.8981018066406","-22.6291999816895","C.G.P. Quinet",NA,NA,NA,NA,"2006","02","02","20293","auto",NA,NA,NA,NA,NA,NA
"263","2020-06-29 09:29:14-03","UFRRJ","RBR","2249","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"H. Monteiro","507","1933","12",NA,"Brasil","Rio de Janeiro","Bonsucesso",NA,NA,"RBR00002249","RBR00002249",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","C.G.P. Quinet",NA,NA,NA,NA,"2006","02","02","57442","auto",NA,NA,NA,NA,NA,NA
"264","2020-06-29 09:29:14-03","UFRRJ","RBR","2182","S","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"D.A. Folli","12179","1979","09",NA,"Brasil","Espírito Santo","Reserva Florestal CVRD, Est. 161, km 1,010 lado direito.",NA,NA,"RBR00002182","RBR00002182","28","Linhares","-40.0722007751465","-19.3910999298096","C.G.P. Quinet",NA,NA,NA,NA,"2006","02","02","48094","auto",NA,NA,NA,NA,NA,NA
"265","2020-12-21 16:13:00-03","MBM","MBM","116744","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Lázara Cordeiro","14","1984","11","Southern America","Brazil","São Paulo","Corumbataí",NA,NA,"MBM116744","MBM116744","07","Corimbataí",NA,NA,"Cesar, O.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2020-12-21 16:13:00-03","MBM","MBM","19257","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","25518","1970","11","Southern America","Brazil","Paraná","Rio Jaguariaíva",NA,NA,"MBM019257",NA,"19","São João da Boa Vista",NA,NA,"Markgraf, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2020-12-21 16:13:00-03","MBM","MBM","408146","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Cielo-Filho, R.; Oliveira, J.N.; Oliveira, J.N.","1522","2013","10","Southern America","Brazil","Paraná","Mata da Antiga Fazenda Leão",NA,"Árvore, 3,5 m, flor branca.; Floresta Estacional Semidecidual, floresta secundária, borda.","MBM408146","MBM408146","18","Matelândia","-53.893889","-25.352222","Franco, G.A.D.C.","530","530","-53.893889","-25.352222","2014","09","11",NA,NA,NA,NA,NA,NA,NA,NA
"268","2020-12-21 16:13:00-03","MBM","MBM","428852","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Lozano, E.D.; Ariati, V.; Bonaldi, R.A.; Daniel, V.A.; Ariati, V.; Bonaldi, R.A.; Daniel, V.A.","3881","2017","10","Southern America","Brazil","Espírito Santo","São Jorge de Tiradentes, arredores",NA,"Arbusto, 2 m, flores alvas, frutos verdes, em área savânica. Prensada com álcool.; Floresta Estacional Semidecidual.","MBM428852",NA,"07","Rio Bananal","-40.318028","-19.096722","Bordon, N.G.",NA,NA,"-40.318028","-19.096722","2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2020-12-21 16:13:00-03","MBM","MBM","84890","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Hatschbach, G.; Guimarães, O.; Guimarães, O.","46972","1983","10","Southern America","Brazil","Espírito Santo","Água Limpa",NA,NA,"MBM084890","MBM084890","18","Jaguaré","-40.076099395752","-18.9055995941162","Leeuwenberg, A.J.M.",NA,NA,NA,NA,NA,NA,NA,"43085","auto",NA,NA,NA,NA,NA,NA
"270","2020-12-21 16:13:00-03","MBM","MBM","296602","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Guillaumon, J.R.","s.n.","2002","10","Southern America","Brazil","São Paulo","Rua Célio P. Monteiro",NA,NA,"MBM296602","MBM296602","26","Vinhedo","-46.9700012207031","-23.0300006866455","Franco, G.A.D.C.",NA,NA,NA,NA,NA,NA,NA,"9595","auto",NA,NA,NA,NA,NA,NA
"271","2019-11-01 15:33:01-03","PUC-RIO","FCAB","7773","PreservedSpecimen","Plantae",NA,"Angiospermae","Apocynaceae","Tabernaemontana","fuchsiifolia","Tabernaemontana fuchsiifolia","A.DC.",NA,"J.M. Freire; R.R. Oliveira; B.L. Rosendo","350","2009","03",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca 4.9",NA,"Árvore com 16 m de altura, com 101 cm de CAP. Látex branco abundante.","FCAB007773",NA,"27","Camorim","-75.0235","-66.381667","J.M.A Braga","180","180","-75.0235","-66.381667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2015-09-04 13:58:33-03","MNHN","RECOLNAT_MNHN_P","P04231866","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,NA,NA,NA,NA,NA,"[Bresil]",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04231866' target='other'> <mi>dwc_moreinfo</mi></a>","P04231866","P04231866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2015-09-04 13:58:33-03","MNHN","RECOLNAT_MNHN_P","P04231858","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Saint-Hilaire",NA,"1816","1",NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04231858' target='other'> <mi>dwc_moreinfo</mi></a>","P04231858","P04231858_01","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133",NA,NA,NA
"274","2015-09-04 13:58:33-03","MNHN","RECOLNAT_MNHN_P","P04231861","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Claussern, P.",NA,"1842","11",NA,"Brasil","Rio de Janeiro",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04231861' target='other'> <mi>dwc_moreinfo</mi></a>","P04231861","P04231861_01","1","Nova Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,"47",NA,NA,NA
"275","2016-10-27 15:55:34-02","MNHN","RECOLNAT_MNHN_P","P01061909","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Marquete, R.|et, al.",NA,"2015","10",NA,"Brésil","São Paulo","São Paulo, Ilhabela","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01061909' target='other'> <mi>dwc_moreinfo</mi></a>","P01061909","P01061909_01","24",NA,"-45.30194","-23.72833","Marquete",NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4483",NA,NA,NA
"276","2020-11-16 13:23:05-03","UFT","HTO","4907","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"A. Amaral Jr.; J.O. Mendonça; S.B. Barbosa; C.J. Campos","631","1999","04",NA,"Brasil","MS","Margem direita do Rio Paraná. Rio Quiteroizinho. Cerrado inundável",NA,"Doação do herbário BOTU",NA,NA,"13","Bataguassu","-52.45075","-22.150333",NA,NA,NA,"52°27'02,7W","22°09'01,2S",NA,NA,NA,NA,NA,NA,NA,NA,"BOTU",NA,NA
"277","2021-01-15 17:52:56-03","UFMG","BHCB","46895","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","fuchsiifolia","Tabernaemontana fuchsiifolia","A.DC.",NA,"Tameirão Neto, E","2761","1998","11","Southern America","Brasil","Minas Gerais","Usina de Tronqueiras, Rio Tronqueiras.",NA,"Arbóreo.; Floresta Semidecidual.",NA,NA,"18","Coroaci","-42.2858009338379","-18.6219005584717",NA,NA,NA,NA,NA,NA,NA,NA,"24192","auto",NA,NA,NA,NA,NA,NA
"278","2021-01-15 17:52:56-03","UFMG","BHCB","185941","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Gontijo, FD","322","2014","10","Southern America","Brasil","Minas Gerais",NA,NA,"Arbóreo; Floração; Beira de Estrada/Pastagem. Flores brancas, altura 5m; Floresta estacional semidecidual","BHCB185941",NA,"02","Carmésia","-43.195381","-19.982728",NA,"587","587","-43.195381","-19.982728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2021-01-15 17:52:56-03","UFMG","BHCB","138160","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Rezende, SG","3441","2009","09","Southern America","Brasil","Minas Gerais",NA,NA,"arbóreo, leiteiro; Floresta Estacional Semidecidual em Estágio Médio de Regeneração",NA,NA,"20","Joanésia","-42.788889","-19.160833",NA,"380","450","-42.788889","-19.160833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2021-01-15 17:52:56-03","UFMG","BHCB","142435","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Santos, MF; Marques, JBC","442","2008","10","Southern America","Brasil","Minas Gerais","Distrito de Santana do Rio Preto (Cabeça de Boi), APA do Parque Nacional da Serra do Cipó. &nf;Descida de Sta. do Rio Preto para o rio Preto, no pasto",NA,"Árvore, 5 m alt. Tronco claro. Látex branco. Ramos imaturos verdes, maduros escurecidos. Folhas brilhantes. Cálice verde, corola alva.; Em pasto.",NA,NA,"26","Itambé do Mato Dentro","-43.40075","-19.401139",NA,NA,NA,"-43.40075","-19.401139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2021-01-15 17:52:56-03","UFMG","BHCB","46702","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Tozzi, AMGA; Fillettaz, AM; Mendonça, CV; Galvão, JC; Moreira, JLA; Santos, K dos","56","1998","11","Southern America","Brasil","São Paulo","estrada para Iperó",NA,"Arvoreta, 2 metros de altura, flores com corola branca e frutos imaturos verdes.",NA,NA,"30","Sorocaba","-47.516667","-23.466667",NA,"550","550","-47.516667","-23.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2021-01-15 17:52:56-03","UFMG","BHCB","46704","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Tozzi, AMGA; Fillettaz, AM; Mendonça, CV; Galvão, JC; Moreira, JLA; Santos, K dos","54","1998","11","Southern America","Brasil","São Paulo","estrada para Iperó",NA,"Arbusto, 3,5 metros, flores brancas, látex branco.",NA,NA,"30","Sorocaba","-47.516667","-23.466667",NA,"550","550","-47.516667","-23.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2021-01-15 17:52:56-03","UFMG","BHCB","49359","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Mendonça Filho, CV; Lemos Filho, JP","497","1999","09","Southern America","Brasil","Minas Gerais","Estação Biológica de Caratinga., Estrada do Jaó.",NA,"Árvore, ca. 9 metros, folhas maduras, flores em antese.; Mata Mesófila semidecídua.",NA,NA,"20","Caratinga","-41.833333","-19.833333",NA,NA,NA,"-41.833333","-19.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2021-01-15 17:52:56-03","UFMG","BHCB","57988","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Ivanauskas, NM","456","1995","09","Southern America","Brasil","São Paulo","Estação Experimental do Instituto Agronômico",NA,"Árvore de 7 metros, flores brancas. Fruto verde.; Floresta Atlântica.",NA,NA,"30","Pariquera-Açu","-47.876944","-24.608333",NA,NA,NA,"-47.876944","-24.608333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2021-01-15 17:52:56-03","UFMG","BHCB","185832","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Gontijo, FD; Tameirão Neto, E; Souza, DT","1203","2014","08","Southern America","Brasil","Minas Gerais","Coordenadas registradas não coincidem com localidade: 19.8638 S 43.1858 W",NA,"Arbóreo; Floração; Borda de FES, pétalas brancas; Floresta estacional semidecidual","BHCB185832",NA,"23","Morro do Pilar","-43.3763999938965","-19.2155990600586",NA,"771","771",NA,NA,NA,NA,NA,"18539","auto",NA,NA,NA,NA,NA,NA
"286","2021-01-15 17:52:56-03","UFMG","BHCB","22515","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Lemos Filho, JP; Horta, MB","s.n.","1993","07","Southern America","Brasil","São Paulo","Fazenda Bela Vista",NA,"Arbóreo, 5 metros.",NA,NA,"08","Piraju","-49.3800010681152","-23.1900005340576",NA,NA,NA,NA,NA,NA,NA,NA,"20806","auto",NA,NA,NA,NA,NA,NA
"287","2021-01-15 17:52:56-03","UFMG","BHCB","60606","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Bufo, LVB; Sabadim, PC","8","1997",NA,"Southern America","Brasil","São Paulo","Ribeirão Avecuia",NA,"Floresta Ciliar.",NA,NA,NA,"Porto Feliz","-47.5200004577637","-23.2099990844727",NA,NA,NA,NA,NA,NA,NA,NA,"19715","auto",NA,NA,NA,NA,NA,NA
"288","2021-01-15 17:52:56-03","UFMG","BHCB","45656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Tameirão Neto, E","2470","1997","10","Southern America","Brasil","Minas Gerais","UHE Aimorés.",NA,"Arbóreo.; Floresta Semidecidual.",NA,NA,"28","Itueta","-41.1702995300293","-19.3941993713379",NA,NA,NA,NA,NA,NA,NA,NA,"29671","auto",NA,NA,NA,NA,NA,NA
"289","2021-02-11 17:17:53-03","UFPR","UPCB","92280","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Meyer, F.S. | Meyer, T.","2280","2017","11",NA,"Brasil","São Paulo","Margem da ferrovia.",NA,"Floresta Estacional Semidecidual em regeneração. Arvoreta ca. 3,5m alt. Flores com pétalas brancas.","UPCB0037307","UPCB0037307","18","Pindorama","-48.866939","-21.211961","Meyer, F.S.",NA,NA,"-48.866939","-21.211961","2017","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2021-02-11 17:17:53-03","UFPR","UPCB","38028","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Gatti, G.","298","1998","12",NA,"Brasil","Paraná","Reserva Natural Salto Morato, Trilha da Floresta Primária",NA,"Árvore 10m, mesófila, flores com pétalas brancas. Floresta ombrófila densa submontana..",NA,NA,"05","Guaraqueçaba","-48.3288993835449","-25.3066997528076","Koch, I.",NA,NA,NA,NA,"2009","05","19","37295","auto",NA,NA,NA,NA,NA,NA
"291","2008-05-27 22:02:00-03","MO","MOBOT","2818200","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"RZAMBUJA","RZAMBUJA s.n.",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2013-05-07 06:03:00-03","MO","MOBOT","2818216","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Ynés Mexia","Mexia 5140","1930","10","South America","Brazil","Minas Gerais","Viçosa.",NA,NA,NA,NA,"3",NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2016-11-08 15:18:00-02","MO","MOBOT","100352911","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"José Steinbach","Steinbach G. 6505",NA,NA,"South America","Bolivia","Santa Cruz","Buena Vista",NA,NA,NA,NA,NA,"Sara","-63.6666667","-17.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"294","2008-05-27 22:02:00-03","MO","MOBOT","2815960","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Monteiro","Monteiro 507","1933",NA,"South America","Brazil","Distrito Federal","Bomsuccesso.",NA,NA,NA,NA,NA,NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2011-02-10 09:21:00-02","MO","MOBOT","2816192","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"I.A. Silva","Silva 259","1981",NA,"South America","Brazil","Espírito Santo","Reserva Florestal da CVRD, Linhares, ES. Est. Bicuiba, ant. 162, km. 1,648, lado disquerdo arvore em floresta alta, 7 m altura, dap 13 dm com flor branca, casca aspera Matriz 01.",NA,NA,NA,NA,NA,NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2013-05-07 06:03:00-03","MO","MOBOT","2816878","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Ynés Mexia","Mexia 5140","1930","10","South America","Brazil","Minas Gerais","Viçosa. Road to São Miguel, beyond km. 4. Cut-over woods on slope.",NA,NA,NA,NA,"3",NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2012-04-16 13:56:00-03","MO","MOBOT","2818188","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Geraldo M. Magalhães","Magalhães 15244",NA,NA,"South America","Brazil",NA,"Salinas. Caatinja - Estrada de Lufa para, barra de Salinas.",NA,NA,NA,NA,NA,NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2013-05-07 06:03:00-03","MO","MOBOT","2818252","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Ynés Mexia","Mexia 5140-a","1930","10","South America","Brazil","Minas Gerais","Viçosa. Road to São Miguel, beyond km. 4. Cut-over woods on slope.",NA,NA,NA,NA,"3",NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2013-05-07 06:03:00-03","MO","MOBOT","2818287","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Ynés Mexia","Mexia 5185","1930","10","South America","Brazil","Minas Gerais","Viçosa. Road to Barroso, about km. 6 on overgrown slope.",NA,NA,NA,NA,"16",NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2014-02-23 21:21:00-03","MO","MOBOT","2818341","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Edmundo Pereira","Pereira 4416","1958",NA,"South America","Brazil","Distrito Federal","Restinga de Jacarépagua.",NA,NA,NA,NA,NA,NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2008-05-27 22:02:00-03","MO","MOBOT","2818500","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"PAIXAO","PAIXAO 78","1937",NA,"South America","Brazil","Distrito Federal","Ilha de Paquetá.",NA,NA,NA,NA,NA,NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2014-01-13 11:42:00-02","MO","MOBOT","2818778","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Anonymous","Anonymous 15671","1959","11","South America","Brazil","Minas Gerais","Divisopolis. Caatinga devastada, rodovia de Ytaobim para Divisopolis.",NA,NA,NA,NA,"14",NA,NA,NA,"A.J.M. Leeuwenberg, (WAG)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"303","2020-06-22 14:18:11-03","UNESP-IBILCE","SJRP","09871","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Stranghetti, V.",NA,NA,NA,"América do Sul","Brasil","São Paulo","Estação Experimental de Pindorama",NA,"Arvore, 5 m, lactescente, fruto imaturo.;",NA,NA,NA,"Pindorama","-48.91777778","-21.22",NA,NA,NA,"-48.91777778","-21.22000000",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"304","2020-06-22 14:18:11-03","UNESP-IBILCE","SJRP","31277","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Siva, A. F.",NA,NA,NA,"América do Sul","Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"São Jose dos Campos","-45.9375","-23.075",NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"305","2020-06-22 14:18:11-03","UNESP-IBILCE","SJRP","20445","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Montilha, E.",NA,NA,NA,"América do Sul","Brasil","São Paulo","fazenda água branca",NA,"Arbustiv, flores brancas, látex;",NA,NA,NA,"Birigui","-50.3400001525879","-21.2800006866455",NA,NA,NA,NA,NA,NA,NA,NA,"24456","auto","Magnoliopsida",NA,NA,NA,NA,NA
"306","2020-06-22 14:18:11-03","UNESP-IBILCE","SJRP","20444","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Montilha, E.",NA,NA,NA,"América do Sul","Brasil","São Paulo","fazenda água branca",NA,"Arbustiva, flores brancas;",NA,NA,NA,"Birigui","-50.3400001525879","-21.2800006866455",NA,NA,NA,NA,NA,NA,NA,NA,"24456","auto","Magnoliopsida",NA,NA,NA,NA,NA
"307","2020-06-22 14:18:11-03","UNESP-IBILCE","SJRP","10499","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"A.A. Rezende",NA,NA,NA,"América do Sul","Brasil","São Paulo","fazenda santo antonio",NA,"Árvore, 4 m alt., folhas lisas, flores brancas;",NA,NA,NA,"Araçatuba","-50.4300003051758","-21.2000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"59490","auto","Magnoliopsida",NA,NA,NA,NA,NA
"308","2020-06-22 14:18:11-03","UNESP-IBILCE","SJRP","19494","PreservedSpecimen","Plantae","Tracheophyta","Gentianales","Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"A.A. Rezende",NA,NA,NA,"América do Sul","Brasil","São Paulo","fazenda santo antonio",NA,"Árvore, 4 m alt., frutos imaturos.;",NA,NA,NA,"Araçatuba","-50.4300003051758","-21.2000007629395",NA,NA,NA,NA,NA,NA,NA,NA,"59490","auto","Magnoliopsida",NA,NA,NA,NA,NA
