"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus","infraspecificEpithet","previousCatalogNumber","sex"
"11","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","27396","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Barbosa, S.B.","2010","10","27","Barbosa, S.B.","2010","10","27","Brasil","Mato Grosso do Sul","Miranda","-57.026389","-19.8875","57°01'35w","19°53'15s","BOTU027396",NA,NA,NA,"83",NA,"Fazenda Cristo Redentor, estrada de terra da fazenda indo para Morro Azul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","21890","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.",NA,NA,NA,NA,"Amaral Jr., A.","1998","10","17","Brasil","Mato Grosso do Sul","Anaurilândia","-52.867778","-22.383611","52°52'4w","22°23'1s","BOTU021890",NA,NA,NA,"264",NA,NA,NA,"Árvore 9 m de altura, frutos amarelos maduros, saborosos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:09:35-03","UNESP-IBB","BOTU","23249","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.",NA,NA,NA,NA,"Amaral Jr., A.","2001","07","06","Brasil","Mato Grosso do Sul","Anaurilândia","-51.945556","-21.19","51°56'44w","21°11'24s","BOTU023249",NA,NA,NA,"828",NA,NA,NA,"Árvore 6 mde altura, estéril",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:38-03","UFRJ","RFA","9675","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(Berg.) Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,NA,"Uruguai",NA,"Uruguai",NA,NA,NA,NA,"RFA28411",NA,NA,NA,NA,NA,NA,NA,"Plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:10:53-03","UTFPR","DVPR","3840","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Barboza, E","2014",NA,NA,"Silva, PB","2011","11","20","Brasil","Paraná","Pitanga","-51.7613983154297","-24.7572002410889",NA,NA,"DVPR003840",NA,"Magnoliophyta",NA,"s.n.",NA,NA,NA,"árvore ca. 6m. Frutos maduros amarelados.; Relevo:ondulado-vegetação: Floresta Ombrófila Mista Montana","37178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:25:30-03","PUCPR","HUCP","23410","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Brotto, M",NA,NA,NA,"Silva, JM","2014","07","01","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00015088","HUCP00015088","Eudicotiledonea",NA,"8586",NA,"Jardim Botânico",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-10-27 11:22:00-03","PUCPR","HUCP","15565","S","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg.) Kausel & D. Legrand, D.","Selusniaki, M",NA,NA,NA,"Libsch, D","2001","10","27","Brasil","Paraná","Tijucas do Sul","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Eudicotiledonea",NA,"273",NA,"Lagoa",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-02 16:29:05-03","CPAN-UFMS","COR","5945","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Sobral","2006","10","20","Damasceno Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasquez, J.","2005","09","06","Brasil","Mato Grosso do Sul","Porto Murtinho","-56.733333","-21.239444","56º44'0''W","21º14'22''S",NA,NA,NA,NA,"3773",NA,"Fazenda Harmonia; estrada interna para o rio Perdido",NA,"Árvore com 4m de altura; flor amarela clara (creme), muitas flores Habito: Árvore",NA,NA,"513","513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1441382","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.",NA,NA,NA,NA,"Ibarrola TS","1945","09","19","Argentina","Corrientes",NA,NA,NA,NA,NA,"NL-U1441382","NL-U1441382",NA,"Myrtales",NA,"Southern America","San Luis del Palmar",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441382 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae","U 0258392",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525824","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Hatschbach GG","1968","10","13","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2525824","NL-L2525824",NA,"Myrtales",NA,"Southern America","Fazenda Cajuru (Mun. Jaguariaiva) Paraná.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:06:37-03","NBC","NL-BOTANY","L.2525825","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Hatschbach GG","1960","09","09","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2525825","NL-L2525825",NA,"Myrtales",NA,"Southern America","Est. Parana (BRASIL). Mun. Arapeti. Fda. de Tigre.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2525825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441918","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Herter",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,"NL-U1441918","NL-U1441918",NA,"Myrtales",NA,"Southern America","Dep. de Artigas. Loc Dict. Sta. Rosa d, Cuareim.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441918 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441919","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Arbo MM; Ferrucci MS; Solís Neffa VG; Blanco S","1993","09","06","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1441919","NL-U1441919",NA,"Myrtales",NA,"Southern America","Corrientes. Dep. Santo Tome. Elev. Garruchos, destacamento de Prefectura a orillas del rio Uruguay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441919 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441920","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Woolston AL","1957","08","27","Paraguay",NA,NA,NA,NA,NA,NA,"NL-U1441920","NL-U1441920",NA,"Myrtales",NA,"Southern America","Depto. San Pedro, Alto Paraguay: Primavera.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441920 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441921","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Woolston AL","1957","08","27","Paraguay",NA,NA,NA,NA,NA,NA,"NL-U1441921","NL-U1441921",NA,"Myrtales",NA,"Southern America","Depto. San Pedro, Alto Paraguay: Primavera.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441921 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441922","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Woolston AL","1955","09","02","Paraguay",NA,NA,NA,NA,NA,NA,"NL-U1441922","NL-U1441922",NA,"Myrtales",NA,"Southern America","Depto. San Pedro, Alto Paraguay: Primavera.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441922 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441923","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Petersen TM",NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,"NL-U1441923","NL-U1441923",NA,"Myrtales",NA,"Southern America","Estancia Santa Teresa. Dep. Mburucaya. Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441923 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441924","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Petersen TM","1954","08","02","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1441924","NL-U1441924",NA,"Myrtales",NA,"Southern America","Estancia Las Tres Marias. Dep. Empedrado. Prov. Corrientes.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441924 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:06:37-03","NBC","NL-BOTANY","U.1441925","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O.Berg) Kausel & D.Legrand",NA,NA,NA,NA,"Bertoni MB","1945","07","27","Argentina",NA,NA,NA,NA,NA,NA,"NL-U1441925","NL-U1441925",NA,"Myrtales",NA,"Southern America","Gob. Misiones. Dep. prodas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1441925 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:34-03","ESALQ","ESA","108603","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.","2007",NA,NA,"Zardini, E.M.","1995","08","23","Paraguai",NA,"San Pedro",NA,NA,NA,NA,"ESA108603",NA,"Magnoliophyta",NA,"43490.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:34-03","ESALQ","ESA","108854","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.","2007",NA,NA,"Zardini, E.M.","2000","12","02","Paraguai",NA,"Itapua",NA,NA,NA,NA,"ESA108854","ESA108854","Magnoliophyta",NA,"55685.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 10:56:24-03","ESALQ","ESA","135820","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied","F.F. Mazine","2014",NA,NA,"F.F. Mazine","2008","10","23","Brasil","Rio de Janeiro","Piracicaba",NA,NA,NA,NA,"ESA135820",NA,NA,NA,"1085.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:34-03","ESALQ","ESA","108593","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.",NA,NA,NA,"Zardini, E.M.","1994","10","14","Paraguai",NA,"Concepción",NA,NA,NA,NA,"ESA108593",NA,"Magnoliophyta",NA,"41397.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:34-03","ESALQ","ESA","110644","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F. F.",NA,NA,NA,"Zardini, E.M.","1992","08","21","Paraguai","Central",NA,NA,NA,NA,NA,"ESA110644","ESA110644","Magnoliophyta",NA,"33084.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:14:34-03","ESALQ","ESA","111691","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.","2007",NA,NA,"Zardini, E.M.","2000","12","01","Paraguai",NA,"Itapua",NA,NA,NA,NA,"ESA111691","ESA111691","Magnoliophyta",NA,"55473.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:34-03","ESALQ","ESA","108604","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.",NA,NA,NA,"Zardini, E.M.","1995","08","24","Paraguai",NA,"San Pedro",NA,NA,NA,NA,"ESA108604",NA,"Magnoliophyta",NA,"43530.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:34-03","ESALQ","ESA","111605","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.",NA,NA,NA,"Zardini, E.M.","1995","08","24","Paraguai",NA,"San Pedro",NA,NA,NA,NA,"ESA111605","ESA111605","Magnoliophyta",NA,"43552.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:34-03","ESALQ","ESA","108979","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F. F.",NA,NA,NA,"Zardini, E.M.","1990","07","07","Paraguai","Cordilhera","Parque Nacional Vapor Cué",NA,NA,NA,NA,"ESA108979","ESA108979","Magnoliophyta",NA,"21931.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:34-03","ESALQ","ESA","100446","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Kuntz, J.","2011",NA,NA,"Renvoize, S.A.","1978","10","05","Uruguai","Santa Ana",NA,NA,NA,NA,NA,"ESA100446","ESA100446","Magnoliophyta",NA,"2931.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:34-03","ESALQ","ESA","108595","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.",NA,NA,NA,"Zardini, E.M.","1992","06","06","Paraguai",NA,"Guaira",NA,NA,NA,NA,"ESA108595",NA,"Magnoliophyta",NA,"32348.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:14:34-03","ESALQ","ESA","108602","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.",NA,NA,NA,"Zardini, E.M.","1989","07","23","Paraguai",NA,"Guaira",NA,NA,NA,NA,"ESA108602",NA,"Magnoliophyta",NA,"13842.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:34-03","ESALQ","ESA","108850","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.","2007",NA,NA,"Zardini, E.M.","1994","09","17","Paraguai",NA,"Concepción",NA,NA,NA,NA,"ESA108850","ESA108850","Magnoliophyta",NA,"41274.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:34-03","ESALQ","ESA","111690","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes",NA,"Mazine, F.F.","2007",NA,NA,"Zardini, E.M.","2000","12","01","Paraguai",NA,"Itapua",NA,NA,NA,NA,"ESA111690","ESA111690","Magnoliophyta",NA,"55526.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:34-03","ESALQ","ESA","51830","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Kuntz, J.","2011",NA,NA,"Maria, V.R.B.",NA,NA,NA,"Brasil","Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,"ESA051830",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:34-03","ESALQ","ESA","2665","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Kuntz, J.","2011",NA,NA,"Moreira, H.","1967","08","18","Brasil","São Paulo","Itapira","-46.8199996948242","-22.4300003051758",NA,NA,"ESA002665","ESA002665","Magnoliophyta",NA,NA,NA,NA,NA,NA,"19933","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:14:34-03","ESALQ","ESA","5002","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Kuntz, J.","2011",NA,NA,"Suzuki, H.T.","1989","09","09","Brasil","São Paulo","Novo Horizonte","-49.2200012207031","-21.4599990844727",NA,NA,"ESA005002","ESA005002","Magnoliophyta",NA,NA,NA,NA,NA,NA,"32394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:14:34-03","ESALQ","ESA","88962","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Kuntz, J.","2011",NA,NA,"Viani, R.A.G. et al.","2002","07","28","Brasil","São Paulo","Orindiúva","-49.3499984741211","-20.1800003051758",NA,NA,"ESA088962","ESA088962","Magnoliophyta",NA,"293.0",NA,NA,NA,NA,"15089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:14:34-03","ESALQ","ESA","35140","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Kuntz, J.","2011",NA,NA,"Souza, V.C. et al.","1994","10","01","Brasil","São Paulo","Paulo de Faria","-49.3800010681152","-20.0300006866455",NA,NA,"ESA035140","ESA035140","Magnoliophyta",NA,"12311.0",NA,NA,NA,NA,"29574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
